arm,segment,scope,timeframe,width_bucket,guard_cut,n,open_share,mfe_r_pre_exit_median,cost_loss_r_median,reach_1r,breakeven_1r,ev_1r,reach_1_5r,breakeven_1_5r,ev_1_5r,reach_2r,breakeven_2r,ev_2r,reach_2_5r,breakeven_2_5r,ev_2_5r,reach_3r,breakeven_3r,ev_3r
band,is,first,4h,0.40~0.50%,False,12,0.0,1.2860253172240996,0.23862160525541815,0.5833333333333334,0.5767931885550267,0.013602524166971441,0.4166666666666667,0.4681288199365359,-0.13715578989674765,0.4166666666666667,0.3939171898827647,0.07113587676991902,0.25,0.3400151865047697,-0.33022337644269123,0.25,0.2990890716634215,-0.2052483764426912
band,is,first,4h,0.50~0.75%,False,34,0.0,0.9876503798728027,0.17697851123283032,0.47058823529411764,0.5573181414316578,-0.18340718584347138,0.38235294117647056,0.45066037185280033,-0.17862387992729695,0.29411764705882354,0.37826854362179546,-0.26194014804669036,0.2647058823529412,0.3259151620077349,-0.2214056106275352,0.23529411764705882,0.2862916318285554,-0.2095569184929772
band,is,first,4h,0.75~1.00%,False,30,0.03333333333333333,1.6083864271004842,0.12392045690524037,0.6,0.5410997209201819,0.12364317688487432,0.5333333333333333,0.43621069590976574,0.25147916326489744,0.36666666666666664,0.3653832784333536,0.003827468896522257,0.3333333333333333,0.31434341906722185,0.06757529434480171,0.3,0.27581519513941144,0.0985043360223519
band,is,first,4h,1.00~1.50%,False,87,0.022988505747126436,1.169259109110172,0.08782384335815523,0.5517241379310345,0.5296213924529048,0.04588439315277687,0.4482758620689655,0.42603734191997455,0.057153917535987656,0.39080459770114945,0.3563432575699429,0.10558904780248082,0.3563218390804598,0.3062455317963141,0.17830590844778385,0.27586206896551724,0.26849785058287257,0.030006624816326922
band,is,first,4h,≥1.50%,False,915,0.03278688524590164,1.1298547232963747,0.03155046942212689,0.5256830601092897,0.5115435115791309,0.028539592251825296,0.4262295081967213,0.4101033439385384,0.040715234350400635,0.35081967213114756,0.3422370150795916,0.025904947605254705,0.28852459016393445,0.2936432001683747,-0.01794786596877001,0.25245901639344265,0.2571331753086291,-0.018805952919909892
band,is,first_fill,all,0.00~0.30%,True,4753,0.004207868714496108,1.2196568478403818,0.6149652596056671,0.5451293919629707,0.7608294659351936,-0.6306100226026174,0.4502419524510835,0.6397959887288595,-0.6352164171376984,0.3759730696402272,0.551985593904172,-0.6670162969184538,0.31916684199452977,0.485369805431368,-0.7047252631080322,0.2772985482852935,0.43310142516124767,-0.7343470343856182
band,is,first_fill,all,0.30~0.40%,False,2221,0.004502476361999099,1.1825891743577426,0.31323832388261325,0.5479513732552904,0.5978816872531489,-0.10975451907150918,0.4268347591175146,0.4871903932339129,-0.16288928491881427,0.3534443944169293,0.41108286939922734,-0.18425431700785386,0.2985141828005403,0.3555412131409413,-0.21083808189551081,0.2579918955425484,0.3132216462084006,-0.2317650347356197
band,is,first_fill,all,0.40~0.50%,False,2156,0.011131725417439703,1.1556343896349457,0.24280929859830286,0.549165120593692,0.5774226771561132,-0.06096840847032208,0.4160482374768089,0.46869559994900667,-0.1398979191196061,0.3460111317254174,0.3944262405879732,-0.1529195789566171,0.29730983302411873,0.34047472179958954,-0.15788549400699742,0.2527829313543599,0.2995067478847155,-0.1941963381653993
band,is,first_fill,all,0.50~0.75%,False,4869,0.009242144177449169,1.2069309754706412,0.17749719269506825,0.5495995070856439,0.5579370768998122,-0.017562393438993452,0.4335592524132265,0.45121355996800067,-0.04608029968697083,0.35489833641404805,0.3787629010091113,-0.07417030259711499,0.30170466214828506,0.3263598137339773,-0.08895807043318221,0.26678989525569935,0.2866946679040529,-0.08175286788479204
band,is,first_fill,all,0.75~1.00%,False,3690,0.008401084010840108,1.1439841256526817,0.1260576978286045,0.5382113821138211,0.5416419157466549,-0.007093010262567953,0.4230352303523035,0.436692335339473,-0.035158167528649094,0.34796747967479674,0.36581191449644035,-0.05492930077679565,0.2975609756097561,0.3147278046164766,-0.06138660384727435,0.26314363143631436,0.2761628176335548,-0.05308077701682738
band,is,first_fill,all,1.00~1.50%,False,4539,0.011235955056179775,1.093087254398381,0.09008505399306635,0.5265476977307777,0.5300696805892535,-0.0072057254562966945,0.416611588455607,0.42643384124460354,-0.025076236659574442,0.3489755452742895,0.3566950940312966,-0.023567923646329016,0.2963207755012117,0.30656038370361094,-0.036429250599669,0.2579863406036572,0.2687821386727652,-0.043796254824769884
band,is,first_fill,all,≥1.50%,False,7382,0.016526686534814414,1.133052492792089,0.04582850915145331,0.5315632619886209,0.515168287065542,0.033180346094686106,0.42427526415605527,0.4132896065327998,0.027713148641836566,0.3492278515307505,0.3450526618552437,0.012587927217251485,0.29815768084529937,0.2961553802023907,0.007049873419780265,0.25792468165808724,0.25939641303562305,-0.005992629149232465
band,is,first_fill,15m,0.00~0.30%,True,4195,0.0038140643623361145,1.2349244189196331,0.6055225475876072,0.5499404052443385,0.7580394001975889,-0.6016704393854699,0.4512514898688915,0.6371009225161115,-0.6152995345639003,0.3730631704410012,0.549442270759731,-0.6604713295443676,0.31513706793802143,0.48298800043000345,-0.7040537435455134,0.2724672228843862,0.430874353079729,-0.7395891136203154
band,is,first_fill,15m,0.30~0.40%,False,2005,0.003491271820448878,1.1518358965550095,0.3128478143679948,0.5401496259351621,0.5978510749822435,-0.12678578460515597,0.42144638403990026,0.4871626124620075,-0.17725238662934037,0.35062344139650875,0.4110577831382486,-0.19308159914953033,0.2967581047381546,0.35551847781508117,-0.2170926986132044,0.25835411471321695,0.31320091995695426,-0.2300597807877836
band,is,first_fill,15m,0.40~0.50%,False,1912,0.00993723849372385,1.1154156109317586,0.24323062414265384,0.5381799163179917,0.5774961751194566,-0.0848412901750951,0.40690376569037656,0.46876178498240506,-0.1644133936491787,0.33838912133891214,0.39448568975985393,-0.1771897238414196,0.29236401673640167,0.3405283918905455,-0.17619122926304817,0.2489539748953975,0.2995555316138473,-0.21035640334547742
band,is,first_fill,15m,0.50~0.75%,False,4139,0.007731336071514858,1.2006613126526495,0.1780287995771426,0.548924861077555,0.5580805428854516,-0.01934294242013581,0.4324716115003624,0.45134180451437406,-0.04928966203769649,0.35419183377627445,0.3788775181342674,-0.07676898238900007,0.30297173230248853,0.3264629138478191,-0.08477935229059375,0.2684223242329065,0.28678812371371476,-0.0754828262788836
band,is,first_fill,15m,0.75~1.00%,False,2901,0.005860048259220959,1.1320735907393962,0.12686146765578507,0.5367114788004137,0.5417931306832442,-0.01057496153748874,0.42537056187521544,0.4368266792594382,-0.029480358373275232,0.3533264391589107,0.36593148469621484,-0.03880166003688691,0.2988624612202689,0.3148350377201906,-0.05710823624598983,0.2650810065494657,0.27625979949440244,-0.04557209204817501
band,is,first_fill,15m,1.00~1.50%,False,3029,0.00924397490921096,1.1296954308970537,0.09160057172212284,0.5335094090458897,0.530364749079622,0.006542197965520055,0.4239022779795312,0.42669485815938735,-0.0070786998963610495,0.35292175635523276,0.35692673097690614,-0.012189258031878238,0.3007593265103995,0.30676768529402154,-0.02136965369403852,0.26180257510729615,0.26896932626770037,-0.02906468974321157
band,is,first_fill,15m,≥1.50%,False,2584,0.01238390092879257,1.14844524470069,0.053673291808406395,0.5390866873065016,0.5173641360474347,0.04395756411086957,0.43459752321981426,0.41522191357694976,0.048927064499606404,0.35835913312693496,0.34676145552344223,0.03504081666776483,0.3061145510835913,0.2976807995540879,0.029734857871525324,0.2627708978328173,0.26077121240456,0.008029527792149768
band,is,first_fill,1h,0.00~0.30%,True,375,0.005333333333333333,1.3251498908129808,0.7023557510138919,0.544,0.7716893106547745,-0.7113871624868996,0.472,0.6503142252863232,-0.6465798192715443,0.4186666666666667,0.5619309631588373,-0.5917148368203307,0.36533333333333334,0.49469736285474386,-0.5921152099943917,0.3333333333333333,0.4418331573715237,-0.5499119744373202
band,is,first_fill,1h,0.30~0.40%,False,157,0.01910828025477707,1.286225315388874,0.3170880727364573,0.6114649681528662,0.5981674580519152,0.02841211705912357,0.4585987261146497,0.4874497471082449,-0.0794872949948199,0.36942675159235666,0.41131707772772375,-0.13529983068155813,0.3057324840764331,0.35575347926717604,-0.1868650210283286,0.2356687898089172,0.31341515926146,-0.3275128812436739
band,is,first_fill,1h,0.40~0.50%,False,176,0.011363636363636364,1.4542153979122756,0.23932599809729466,0.625,0.5767321213545972,0.10431951483327868,0.4772727272727273,0.46807384333891666,0.024822590529831882,0.39204545454545453,0.3938678173307944,-0.005591862296372433,0.32954545454545453,0.33997061931788636,-0.03789651123929423,0.2727272727272727,0.2990485660978909,-0.10895533622523085
band,is,first_fill,1h,0.50~0.75%,False,569,0.01757469244288225,1.2203711480015391,0.17353607303895044,0.562390158172232,0.5570275326196642,0.011556472708266997,0.44112478031634444,0.45040067797989064,-0.02402408932463779,0.3602811950790861,0.378036494840929,-0.05505472084069805,0.29701230228471004,0.3257064623912909,-0.10340435425354799,0.2583479789103691,0.28610247679952705,-0.11373046722021117
band,is,first_fill,1h,0.75~1.00%,False,588,0.013605442176870748,1.1563585592310843,0.12379734144470875,0.5493197278911565,0.5411002120657183,0.017212632179576796,0.4200680272108844,0.4362111321569154,-0.04168967714041946,0.3401360544217687,0.36538366664573674,-0.07776378204553865,0.3010204081632653,0.3143437671849873,-0.047708155782013734,0.2602040816326531,0.2758155099510241,-0.0637235703084136
band,is,first_fill,1h,1.00~1.50%,False,1054,0.010436432637571158,1.0589921407363745,0.08739754106115052,0.5208728652751423,0.5295470818410649,-0.017970380871419323,0.4032258064516129,0.4259716225436008,-0.05822265428694989,0.34535104364326374,0.3562849448693244,-0.03353918377499214,0.2884250474383302,0.30619335132112374,-0.06332841085318068,0.2523719165085389,0.2684507371405268,-0.06532588072802988
band,is,first_fill,1h,≥1.50%,False,2179,0.014685635612666361,1.1231154722565575,0.04699800648633466,0.5328132170720514,0.51550589010378,0.03499730339095704,0.416704910509408,0.4135865876823035,0.007777126016749338,0.3400642496558054,0.34531522943879467,-0.01597015103227127,0.29417163836622306,0.2963897319238381,-0.007856772260090163,0.25929325378614043,0.2596075983154057,-0.0013973942843320828
band,is,first_fill,2h,0.00~0.30%,True,128,0.015625,0.1716470566079851,0.7670199335988068,0.453125,0.7991417337884102,-1.0861844537750214,0.390625,0.6771045343791414,-1.0421196493483813,0.359375,0.5874021561494223,-0.9560718846166464,0.3359375,0.5186868517912503,-0.8704445063401216,0.2890625,0.464364680788753,-0.9185561633421145
band,is,first_fill,2h,0.30~0.40%,False,42,0.0,1.3084159513761273,0.3188315868743091,0.5238095238095238,0.5989823573157478,-0.1644152758255014,0.38095238095238093,0.48818947114375405,-0.28822910680552283,0.30952380952380953,0.4119851783016778,-0.326810855902513,0.23809523809523808,0.35635905133638374,-0.43632077804476604,0.21428571428571427,0.3139672750649524,-0.4175288666507339
band,is,first_fill,2h,0.40~0.50%,False,56,0.05357142857142857,1.6353772923924823,0.2426799262251253,0.6785714285714286,0.5772166349900083,0.21866416521619186,0.5357142857142857,0.4685100684740691,0.1788497960869533,0.44642857142857145,0.39425959726949944,0.16469066066518828,0.375,0.3403242819064538,0.12694592441589161,0.32142857142857145,0.29937000743128706,0.09202246080188423
band,is,first_fill,2h,0.50~0.75%,False,125,0.024,1.2426952212792473,0.17547032774828705,0.536,0.5575024631047399,-0.04451760100707852,0.448,0.4508251001661374,-0.007088846037036986,0.368,0.3784157451293338,-0.03144112433102792,0.288,0.32604755765980087,-0.1371519517826664,0.256,0.2864116327066502,-0.12453904945386166
band,is,first_fill,2h,0.75~1.00%,False,171,0.029239766081871343,1.1021871071407727,0.12392921596966354,0.5146198830409356,0.541032623461646,-0.054535482320223365,0.3742690058479532,0.4361510991087194,-0.15930972677909,0.2807017543859649,0.3653302442358223,-0.2603229492601522,0.2573099415204678,0.314295862541715,-0.2036282928499743,0.23391812865497075,0.2757721887833877,-0.17046256666468215
band,is,first_fill,2h,1.00~1.50%,False,366,0.0273224043715847,0.9475056260648983,0.08605891350066175,0.4808743169398907,0.5292615614768966,-0.09939303432051705,0.3879781420765027,0.4257191289584381,-0.09641763314404081,0.31693989071038253,0.35606091788475835,-0.11937943886312868,0.2677595628415301,0.30599288980035594,-0.13576896377093386,0.23770491803278687,0.2682697460741882,-0.1238102125708243
band,is,first_fill,2h,≥1.50%,False,1601,0.014990630855715179,1.0747045429903492,0.03913480886548364,0.5184259837601499,0.5135151279734664,0.009993016851209995,0.41599000624609617,0.4118359047024805,0.010483896547387784,0.34603372891942535,0.3437677327165961,0.006835629105378545,0.2985633978763273,0.2950087363037654,0.012432475254205768,0.254840724547158,0.25836325754339773,-0.014344315215904848
band,is,first_fill,4h,0.00~0.30%,True,55,0.0,0.0,0.6865997183412149,0.4,0.8020596778314313,-1.22691178531658,0.36363636363636365,0.679969212264265,-1.1298788330274554,0.34545454545454546,0.5901377511216174,-1.0069266686588825,0.2727272727272727,0.521271954701784,-1.1380658330839268,0.23636363636363636,0.4667990942053787,-1.1633262450151982
band,is,first_fill,4h,0.30~0.40%,False,17,0.0,3.052336049868355,0.30349613143136955,0.9411764705882353,0.5961265297195614,0.7579676754061414,0.8823529411764706,0.4855981021700275,1.0705330110093783,0.6470588235294118,0.4096453417715003,0.7569351520749882,0.5882352941176471,0.3542386162798355,0.8625154005219452,0.5294117647058824,0.3120343059404141,0.9103207697813106
band,is,first_fill,4h,0.40~0.50%,False,12,0.0,1.2860253172240996,0.23862160525541815,0.5833333333333334,0.5767931885550267,0.013602524166971441,0.4166666666666667,0.4681288199365359,-0.13715578989674765,0.4166666666666667,0.3939171898827647,0.07113587676991902,0.25,0.3400151865047697,-0.33022337644269123,0.25,0.2990890716634215,-0.2052483764426912
band,is,first_fill,4h,0.50~0.75%,False,36,0.0,0.9876503798728027,0.17697851123283032,0.4722222222222222,0.55731114375893,-0.17949410618433917,0.3888888888888889,0.4506541182571804,-0.1610904283746189,0.3055555555555556,0.37826295553480943,-0.22589190382071278,0.2777777777777778,0.32591013607206026,-0.17372317403595494,0.25,0.2862870764780235,-0.14864663146442797
band,is,first_fill,4h,0.75~1.00%,False,30,0.03333333333333333,1.6083864271004842,0.12392045690524037,0.6,0.5410997209201819,0.12364317688487432,0.5333333333333333,0.43621069590976574,0.25147916326489744,0.36666666666666664,0.3653832784333536,0.003827468896522257,0.3333333333333333,0.31434341906722185,0.06757529434480171,0.3,0.27581519513941144,0.0985043360223519
band,is,first_fill,4h,1.00~1.50%,False,90,0.022222222222222223,1.1049748563092618,0.0875222028248891,0.5444444444444444,0.5295368443750789,0.031061405734379658,0.4444444444444444,0.42596256880033606,0.047509723749261136,0.3888888888888889,0.356276911582772,0.09988479411798233,0.35555555555555557,0.3061861628786845,0.1757322038528863,0.2777777777777778,0.268444246775916,0.03793067412025582
band,is,first_fill,4h,≥1.50%,False,1018,0.03339882121807466,1.144807447608236,0.030976268492477053,0.5304518664047151,0.5114428215620715,0.03840179286915831,0.42730844793713163,0.41001489674586544,0.04363443285283831,0.3506876227897839,0.34215889225157403,0.025769867730700502,0.28585461689587427,0.29357352061640835,-0.027089580827554933,0.2475442043222004,0.25707041636219846,-0.03828655932055653
band,is,all,all,0.00~0.30%,True,9042,0.00409201504092015,1.1286921249203457,0.6000896031379261,0.5294182702941828,0.7540717838366657,-0.6444453923278615,0.42955098429550986,0.6332734763130611,-0.6705737456957839,0.35622649856226496,0.5458337925318208,-0.7087485527318726,0.30159256801592566,0.47961114410695704,-0.748088976005826,0.2594558725945587,0.42771867463600893,-0.7870454544581668
band,is,all,all,0.30~0.40%,False,4408,0.003856624319419238,1.1140198856703436,0.31317289164704754,0.5344827586206896,0.5978144085670782,-0.13915391702825908,0.411524500907441,0.48712933795300395,-0.2040656537325027,0.3366606170598911,0.4110277362527019,-0.23780162157576404,0.28402903811252267,0.35549124691968675,-0.2642550537787269,0.24637023593466426,0.3131760955217185,-0.2803549955516923
band,is,all,all,0.40~0.50%,False,4370,0.010983981693363844,1.0908744733925735,0.24345852407305651,0.5299771167048055,0.5775322513777936,-0.10251199744411689,0.40045766590389015,0.46879427238500576,-0.18140031220600336,0.3327231121281464,0.3945148712298464,-0.19494497547259346,0.279862700228833,0.3405547368879809,-0.22181697917806803,0.23661327231121282,0.2995794782338044,-0.261610099197462
band,is,all,all,0.50~0.75%,False,9974,0.009324243031882895,1.0858723151453502,0.17785866601460262,0.5225586524964909,0.5579728048579712,-0.07465711875618962,0.40575496290354923,0.45124549661554136,-0.11876207563529988,0.33086023661519953,0.3787914436356816,-0.149052572896953,0.27972729095648685,0.32638548807070045,-0.1684406450776749,0.2462402245839182,0.28671794040785376,-0.16636904984684758
band,is,all,all,0.75~1.00%,False,7753,0.0073519927769895525,1.062602003391879,0.126151592743246,0.515284406036373,0.5416405197895126,-0.05486206992380321,0.40668128466400105,0.43669109516456917,-0.07745586356199084,0.3357410034825229,0.36581081072423266,-0.09268156081546049,0.28156842512575775,0.3147268147438708,-0.11872665956109299,0.25267638333548303,0.27616192239998455,-0.0958425718738907
band,is,all,all,1.00~1.50%,False,10066,0.014007550168885356,0.9968513781432988,0.08995950627085889,0.49900655672561095,0.5300061908810718,-0.06373993540816589,0.3933041923306179,0.4263776821740654,-0.08455958907733303,0.32972382276971984,0.3566452584630965,-0.08228277170308515,0.2759785416252732,0.30651578522188866,-0.10863720418561151,0.2390224518180012,0.26874186846725096,-0.12058713537276963
band,is,all,all,≥1.50%,False,17897,0.02089735709895513,0.996860185296418,0.04455137943020359,0.4993574342068503,0.514794091922437,-0.031310956306063675,0.3971615354528692,0.41296048006632796,-0.03989957001253864,0.3256970441973515,0.3447616998602252,-0.057731991216562875,0.27982343409509974,0.29589570198056836,-0.05671478881747517,0.24523663183773817,0.2591624161152607,-0.056151269485943366
band,is,all,15m,0.00~0.30%,True,8037,0.003981585168595247,1.1457748512473045,0.5922482748552433,0.5362697523951724,0.7497406331347076,-0.6046777009292532,0.4315042926465099,0.6291021288264395,-0.6420365449941935,0.35436108000497696,0.5419057145124062,-0.6928394326394257,0.2982456140350877,0.4759384782890882,-0.7391971530467084,0.255070299863133,0.4242889584559339,-0.7847693251137716
band,is,all,15m,0.30~0.40%,False,3985,0.00301129234629862,1.099831685366509,0.3130609359845471,0.5297365119196988,0.5978411060228258,-0.14961790951596646,0.4092848180677541,0.48715356565684487,-0.21009542969628994,0.33751568381430364,0.4110496138436053,-0.23506267237536768,0.28582183186951066,0.3555110741267947,-0.2575885008604845,0.24993726474278544,0.3131941705374275,-0.2653789468829848
band,is,all,15m,0.40~0.50%,False,3887,0.010033444816053512,1.064827998560952,0.24370003923710828,0.5191664522768201,0.5775882998247187,-0.12593602714273247,0.39233341908927194,0.4688447460295048,-0.2031320202960745,0.32698739387702597,0.39456020919421464,-0.21320276832707563,0.2760483663493697,0.3405956683043734,-0.23589703028477257,0.23488551582197068,0.29961668360917054,-0.26894215483861866
band,is,all,15m,0.50~0.75%,False,8497,0.007649758738378251,1.0813511610991997,0.1787956300523244,0.5212427915734965,0.5581213345874403,-0.0778283006851683,0.40473108155819704,0.45137826957070654,-0.12183790002901318,0.3319995292456161,0.37891010913887796,-0.1459370666914866,0.2811580557843945,0.3264922305285666,-0.16371084679057551,0.24691067435565495,0.28681469836478835,-0.16407820573141269
band,is,all,15m,0.75~1.00%,False,6216,0.005148005148005148,1.0582861774402366,0.12660969311411505,0.5123873873873874,0.541740360967862,-0.06111620289671195,0.41023166023166024,0.4367797961809639,-0.06852414284234319,0.3388030888030888,0.36588975679969155,-0.0834985498494228,0.2808880308880309,0.31479761491576724,-0.12140974604511051,0.2528957528957529,0.27622595399529926,-0.09520090663347336
band,is,all,15m,1.00~1.50%,False,7018,0.011114277571957822,0.9971128156099092,0.0913204411367691,0.4991450555713879,0.5302809742310833,-0.0640219467964652,0.39284696494727844,0.4266207481791557,-0.08634352960983677,0.329438586491878,0.3568609610333589,-0.08380664103070995,0.2757195782274152,0.3067088238911671,-0.11025256277365575,0.23867198632088915,0.26891617528240996,-0.12271994795760437
band,is,all,15m,≥1.50%,False,6980,0.014183381088825215,1.0272356413371375,0.052275289656011005,0.5063037249283667,0.5168179587745992,-0.0214736837593073,0.4007163323782235,0.41474113904931303,-0.03546697095094856,0.3326647564469914,0.34633620503773216,-0.04147313713548622,0.28653295128939826,0.29730112729957275,-0.03810103104359498,0.2505730659025788,0.26042899084488663,-0.03980959843395386
band,is,all,1h,0.00~0.30%,True,680,0.004411764705882353,1.0740278137961652,0.6846119061430236,0.5102941176470588,0.7763684857852423,-0.8186517346831246,0.43970588235294117,0.6548600746946822,-0.7645572859246114,0.3911764705882353,0.5662387865875187,-0.7081203316728233,0.34411764705882353,0.4987444105960153,-0.6966185476816901,0.31176470588235294,0.44562671886052757,-0.6659888387264956
band,is,all,1h,0.30~0.40%,False,310,0.016129032258064516,1.1833736457422988,0.31482560050640035,0.5645161290322581,0.5979894611690039,-0.07376369756904587,0.4096774193548387,0.48728820111554355,-0.2107059090354896,0.3096774193548387,0.41117119230297666,-0.32548743159993604,0.25161290322580643,0.35562126000470634,-0.38601165986406294,0.1935483870967742,0.31329462022819127,-0.5036025567782062
band,is,all,1h,0.40~0.50%,False,360,0.016666666666666666,1.3133864580051842,0.24140396795213437,0.5888888888888889,0.5769603129069454,0.025679318793543047,0.44722222222222224,0.46827928246493794,-0.055769740512159396,0.3527777777777778,0.3940523189852406,-0.1302348363188421,0.2972222222222222,0.3401371662859803,-0.1569394527474689,0.2361111111111111,0.2991999366473114,-0.26215244098426793
band,is,all,1h,0.50~0.75%,False,1159,0.012942191544434857,1.120223862863484,0.17370444560928913,0.5383951682484901,0.5571244760294258,-0.039012898930165324,0.4158757549611734,0.4504873053925033,-0.09007483889742063,0.32355478861087145,0.37811389861888867,-0.16943530289138548,0.270060396893874,0.32577607641355943,-0.20086248027450482,0.23986194995685936,0.2861655706559452,-0.18995007289865323
band,is,all,1h,0.75~1.00%,False,1170,0.011965811965811967,1.1158584314789617,0.12465635618154539,0.5299145299145299,0.5412441860993134,-0.02349321320434966,0.394017094017094,0.43633901679443815,-0.10921933842030868,0.3333333333333333,0.36549747211393624,-0.0991171736135919,0.294017094017094,0.31444582016167727,-0.07321354863722108,0.25982905982905985,0.2759077999348348,-0.06570283922655859
band,is,all,1h,1.00~1.50%,False,2116,0.0165406427221172,0.989143777657845,0.08734358189824343,0.4948015122873346,0.5294656455708037,-0.07128020742778392,0.390359168241966,0.42589960342972777,-0.09087931827312265,0.332703213610586,0.3562210436784717,-0.07192886136670743,0.277882797731569,0.30613617085581535,-0.10056141121090502,0.24054820415879016,0.268399109786743,-0.11305866395523892
band,is,all,1h,≥1.50%,False,5048,0.02198890649762282,0.9949541160553306,0.04540058556278792,0.49881141045958793,0.5150851223532373,-0.03297916045924001,0.39540412044374007,0.4132164543291718,-0.04501127162349255,0.3205229793977813,0.34498798979150025,-0.07405503324053281,0.2777337559429477,0.2960976600673599,-0.06471855253861919,0.24247226624405704,0.2593444002051734,-0.06796548313811357
band,is,all,2h,0.00~0.30%,True,221,0.00904977375565611,0.0,0.7726824462267352,0.4117647058823529,0.7965807729915703,-1.167158968624117,0.36199095022624433,0.6745930456071045,-1.1066109095041012,0.3257918552036199,0.5850057448132193,-1.0490360868224478,0.3031674208144796,0.5164236543766355,-0.9752653651240296,0.26244343891402716,0.46223443625186295,-1.0110115990821544
band,is,all,2h,0.30~0.40%,False,84,0.0,1.3084159513761273,0.30986908352507786,0.5357142857142857,0.5969036336805951,-0.13434010553507167,0.39285714285714285,0.4863029651608738,-0.2510942616387077,0.30952380952380953,0.41028161393708007,-0.3213255666219672,0.2261904761904762,0.3548151121960464,-0.47457623446947883,0.19047619047619047,0.3125597548990811,-0.5114360016956905
band,is,all,2h,0.40~0.50%,False,103,0.02912621359223301,1.6334851167834508,0.2440375711590987,0.6893203883495146,0.577574175829393,0.24111462425205576,0.5145631067961165,0.4688320267621582,0.1224746536015932,0.4563106796116505,0.3945487840470103,0.1957652658889045,0.3592233009708738,0.34058535356468045,0.06838794058143613,0.30097087378640774,0.2996073078058283,0.006027675311498976
band,is,all,2h,0.50~0.75%,False,256,0.05078125,1.0423682014113855,0.17214488156997698,0.5078125,0.5570823162037437,-0.10314002201787029,0.39453125,0.45044963151265605,-0.1454204719974675,0.32421875,0.3780802358209099,-0.1666600597819948,0.265625,0.3257458012161516,-0.21668270866391554,0.23828125,0.2861381309788394,-0.19623620838510109
band,is,all,2h,0.75~1.00%,False,305,0.03278688524590164,0.9719385259996214,0.1244400864064224,0.49836065573770494,0.5411197828963562,-0.08900341558531674,0.35737704918032787,0.4362285154998782,-0.2034724449393948,0.2754098360655738,0.3653991359644582,-0.2770955043837869,0.2459016393442623,0.3143576388562445,-0.24487001732868713,0.21639344262295082,0.2758280544680998,-0.24227465734395123
band,is,all,2h,1.00~1.50%,False,737,0.033921302578018994,0.9916567499054312,0.08550786910806601,0.49796472184531887,0.5291239288940315,-0.06406521717816567,0.40027137042062416,0.4255974263120902,-0.06480417703907075,0.31343283582089554,0.3559529419936763,-0.1299026663677346,0.2618724559023066,0.3058962756359947,-0.15645067780066377,0.23066485753052918,0.2681825183883649,-0.15209184666363068
band,is,all,2h,≥1.50%,False,3653,0.02272105119080208,0.9535363996019388,0.036956205566020674,0.48946071721872436,0.5129112268396455,-0.047541262030877746,0.3933753079660553,0.41130508987227204,-0.04531215862076327,0.31946345469477144,0.34329867742846704,-0.07225003575261832,0.275663837941418,0.29459024598920336,-0.06692914697838262,0.24199288256227758,0.25798624449319346,-0.06463609228915591
band,is,all,4h,0.00~0.30%,True,104,0.0,0.0,0.7438344781564006,0.375,0.8333390794006502,-1.4678388789393197,0.3557692307692308,0.7108866854519011,-1.3348089522479563,0.33653846153846156,0.6198105680276407,-1.219183586088888,0.27884615384615385,0.5494208443745852,-1.2890263835800044,0.25,0.49338844063482135,-1.2785380725018887
band,is,all,4h,0.30~0.40%,False,29,0.0,2.596089566798321,0.3033038011952168,0.8620689655172413,0.5949010703351373,0.5858006300658897,0.7931034482758621,0.48448698673953783,0.8317115677756955,0.5862068965517241,0.4086426122684731,0.5650914793827015,0.5517241379310345,0.3533302641558083,0.7304109353688486,0.4827586206896552,0.31120650594947097,0.7175068855350013
band,is,all,4h,0.40~0.50%,False,20,0.0,1.645809815299204,0.23818751576839112,0.75,0.5767109949977411,0.3728273804686541,0.55,0.46805482433804085,0.21585079070096852,0.45,0.3938507372155051,0.1765168180167226,0.3,0.33995520170665433,-0.1477098591022446,0.25,0.2990345536496261,-0.2051974718972537
band,is,all,4h,0.50~0.75%,False,62,0.0,0.9739405386785065,0.17697851123283032,0.46774193548387094,0.5571320054683956,-0.18876187186654766,0.4032258064516129,0.4504940337371845,-0.12341817300785506,0.3387096774193548,0.37811991064499356,-0.12230024260222767,0.3225806451612903,0.325781483454142,-0.011379689823981184,0.3064516129032258,0.2861704712999424,0.08380991554013123
band,is,all,4h,0.75~1.00%,False,62,0.016129032258064516,1.6083864271004842,0.12659124426955815,0.6129032258064516,0.5416663829627777,0.14815790789236144,0.532258064516129,0.4367140722353628,0.24639489306720536,0.3709677419354839,0.36583126068732463,0.015291400430694808,0.2903225806451613,0.31474515449139684,-0.08805811241853838,0.27419354838709675,0.2761785087620436,-0.00858922128423985
band,is,all,4h,1.00~1.50%,False,195,0.015384615384615385,1.1624721528280062,0.08705937126265297,0.5435897435897435,0.5293079727853489,0.029460598853801583,0.4153846153846154,0.4257601699248107,-0.026444189266040908,0.36923076923076925,0.3560973307159101,0.04018647464224958,0.31794871794871793,0.30602547164792326,0.042576840382141386,0.26666666666666666,0.2682991628264152,-0.006449671668970635
