source,label,segment,entry_fee_r,phantom_entry_slippage_r,gross_r_before,slippage_r_before,cost_r_before,gross_r_after,slippage_r_after,cost_r_after,net_r_unchanged,identity_abs,independent_gross_delta
wan394_retap_reentry_tp_grid.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False,oos_warm,0.028993,0.072447,0.164615,0.094278,0.160754,0.092168,0.021831,0.088307,0.003861,1.028e-14,5.801e-15
wan394_retap_reentry_tp_grid.csv,첫탭만·재진입끔·0.8R · multiple=0.8 · reentry=False,full,0.026007,0.064984,0.151792,0.090042,0.152444,0.086808,0.025057,0.087460,-0.000652,9.340e-15,2.243e-14
wan394_retap_reentry_tp_grid.csv,첫탭만·재진입끔·0.8R · multiple=0.8 · reentry=False,oos_warm,0.029077,0.072657,0.155510,0.100642,0.169678,0.082852,0.027984,0.097020,-0.014168,1.088e-14,3.123e-15
wan394_retap_reentry_tp_grid.csv,첫탭만·재진입끔·1R · multiple=1.0 · reentry=False,full,0.026024,0.065027,0.141805,0.094436,0.158813,0.076777,0.029409,0.093785,-0.017008,1.038e-14,3.678e-16
wan394_retap_reentry_tp_grid.csv,첫탭만·재진입끔·1R · multiple=1.0 · reentry=False,oos_warm,0.029115,0.072752,0.135972,0.106009,0.177291,0.063220,0.033257,0.104539,-0.041319,1.121e-14,1.214e-16
wan394_retap_reentry_tp_grid.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False,full,0.026035,0.065054,0.126642,0.102139,0.170132,0.061588,0.037086,0.105078,-0.043490,1.099e-14,3.643e-16
wan394_retap_reentry_tp_grid.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False,oos_warm,0.029204,0.072973,0.124159,0.114893,0.189989,0.051186,0.041920,0.117016,-0.065830,1.210e-14,2.047e-16
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-ADA,full,0.026438,0.066062,0.140744,0.086760,0.148084,0.074682,0.020697,0.082022,-0.007340,9.090e-15,4.496e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-ADA,oos_warm,0.029758,0.074357,0.159231,0.096888,0.165278,0.084873,0.022531,0.090920,-0.006047,1.066e-14,5.593e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-BCH,full,0.026440,0.066066,0.141755,0.086666,0.148032,0.075689,0.020600,0.081965,-0.006277,9.437e-15,4.716e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-BCH,oos_warm,0.029753,0.074346,0.155664,0.096924,0.165376,0.081319,0.022578,0.091030,-0.009712,1.001e-14,7.570e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-BNB,full,0.026112,0.065246,0.141816,0.085594,0.146221,0.076570,0.020347,0.080974,-0.004404,9.825e-15,4.638e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-BNB,oos_warm,0.029329,0.073287,0.163744,0.095107,0.162376,0.090457,0.021820,0.089089,0.001368,9.950e-15,1.055e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-BTC,full,0.025938,0.064813,0.136554,0.085198,0.145369,0.071741,0.020385,0.080555,-0.008814,9.090e-15,4.364e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-BTC,oos_warm,0.029182,0.072920,0.155994,0.094969,0.161942,0.083075,0.022049,0.089022,-0.005948,1.027e-14,5.461e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-DOGE,full,0.026545,0.066329,0.141250,0.087087,0.148635,0.074922,0.020759,0.082307,-0.007385,9.340e-15,4.063e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-DOGE,oos_warm,0.029842,0.074568,0.161400,0.097132,0.165674,0.086832,0.022564,0.091106,-0.004274,1.027e-14,4.788e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-DOT,full,0.026532,0.066297,0.140426,0.087144,0.148762,0.074129,0.020848,0.082465,-0.008336,8.923e-15,4.485e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-DOT,oos_warm,0.029703,0.074221,0.154603,0.096957,0.165348,0.080383,0.022737,0.091128,-0.010745,1.076e-14,7.841e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-ETH,full,0.026221,0.065519,0.139171,0.086033,0.146842,0.073652,0.020514,0.081323,-0.007671,9.562e-15,4.574e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-ETH,oos_warm,0.029482,0.073668,0.149896,0.096276,0.164076,0.076228,0.022607,0.090407,-0.014179,1.019e-14,6.807e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-LINK,full,0.026574,0.066402,0.140897,0.087268,0.148905,0.074495,0.020866,0.082503,-0.008008,9.784e-15,4.548e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-LINK,oos_warm,0.029693,0.074196,0.156299,0.096817,0.165079,0.082103,0.022621,0.090883,-0.008780,1.051e-14,6.578e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-LTC,full,0.026409,0.065989,0.141941,0.086639,0.147868,0.075952,0.020650,0.081880,-0.005928,9.256e-15,4.513e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-LTC,oos_warm,0.029639,0.074061,0.160269,0.096467,0.164530,0.086208,0.022407,0.090469,-0.004261,1.037e-14,4.122e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-SOL,full,0.026608,0.066486,0.138438,0.087417,0.149212,0.071952,0.020931,0.082726,-0.010774,9.687e-15,4.605e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-SOL,oos_warm,0.029611,0.073990,0.156411,0.096390,0.164428,0.082421,0.022399,0.090438,-0.008017,1.042e-14,6.356e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-TRX,full,0.026061,0.065119,0.142629,0.085352,0.145894,0.077509,0.020232,0.080774,-0.003265,9.590e-15,4.856e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-TRX,oos_warm,0.029295,0.073201,0.162082,0.095014,0.162379,0.088881,0.021813,0.089178,-0.000297,9.978e-15,3.178e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-XRP,full,0.026394,0.065951,0.144697,0.086400,0.147549,0.078747,0.020449,0.081598,-0.002851,9.423e-15,4.762e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-XRP,oos_warm,0.029553,0.073845,0.162029,0.096048,0.163884,0.088183,0.022203,0.090038,-0.001855,1.019e-14,3.914e-15
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-new3,full,0.026879,0.067163,0.142425,0.088299,0.150527,0.075261,0.021136,0.083364,-0.008102,1.006e-14,3.618e-14
wan394_leave_one_out.csv,매탭·재진입켬·0.6R · multiple=0.6 · reentry=True · exclude=-new3,oos_warm,0.030097,0.075205,0.162318,0.098210,0.167331,0.087113,0.023005,0.092125,-0.005012,1.045e-14,6.051e-15
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-ADA,full,0.026542,0.066323,0.080090,0.105424,0.174933,0.013767,0.039101,0.108610,-0.094843,1.173e-14,1.978e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-ADA,oos_warm,0.029955,0.074849,0.080800,0.118956,0.196467,0.005950,0.044107,0.121618,-0.115667,1.280e-14,2.012e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-BCH,full,0.026570,0.066392,0.077270,0.105512,0.175388,0.010878,0.039120,0.108996,-0.098118,1.207e-14,4.302e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-BCH,oos_warm,0.029933,0.074794,0.071870,0.119021,0.196750,-0.002924,0.044227,0.121956,-0.124880,1.281e-14,4.302e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-BNB,full,0.026223,0.065524,0.075066,0.104182,0.173227,0.009541,0.038657,0.107703,-0.098161,1.162e-14,4.718e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-BNB,oos_warm,0.029450,0.073589,0.075608,0.117010,0.193258,0.002019,0.043421,0.119669,-0.117649,1.257e-14,1.596e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-BTC,full,0.026011,0.064995,0.071312,0.103487,0.171647,0.006316,0.038491,0.106652,-0.100335,1.153e-14,4.580e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-BTC,oos_warm,0.029285,0.073176,0.072606,0.116452,0.192080,-0.000570,0.043276,0.118904,-0.119474,1.252e-14,2.706e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-DOGE,full,0.026640,0.066566,0.075932,0.105847,0.175624,0.009366,0.039281,0.109058,-0.099693,1.138e-14,2.394e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-DOGE,oos_warm,0.029995,0.074950,0.081430,0.119081,0.196630,0.006479,0.044131,0.121679,-0.115200,1.284e-14,2.359e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-DOT,full,0.026687,0.066684,0.077653,0.106097,0.176180,0.010969,0.039413,0.109496,-0.098527,1.195e-14,5.516e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-DOT,oos_warm,0.029959,0.074859,0.077112,0.119134,0.196790,0.002253,0.044275,0.121930,-0.119677,1.329e-14,3.192e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-ETH,full,0.026295,0.065704,0.077204,0.104464,0.173380,0.011500,0.038760,0.107676,-0.096176,1.193e-14,6.106e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-ETH,oos_warm,0.029642,0.074067,0.068708,0.117932,0.194590,-0.005359,0.043865,0.120523,-0.125882,1.277e-14,2.359e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-LINK,full,0.026703,0.066724,0.076844,0.106181,0.176139,0.010120,0.039457,0.109415,-0.099295,1.228e-14,6.280e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-LINK,oos_warm,0.029932,0.074793,0.078951,0.118935,0.196299,0.004158,0.044142,0.121506,-0.117348,1.268e-14,1.457e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-LTC,full,0.026533,0.066301,0.078257,0.105414,0.174927,0.011956,0.039113,0.108627,-0.096670,1.203e-14,8.014e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-LTC,oos_warm,0.029843,0.074571,0.077292,0.118601,0.195758,0.002721,0.044030,0.121187,-0.118466,1.281e-14,1.249e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-SOL,full,0.026744,0.066826,0.071998,0.106437,0.176738,0.005172,0.039611,0.109912,-0.104740,1.167e-14,2.706e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-SOL,oos_warm,0.029815,0.074500,0.070104,0.118611,0.195842,-0.004396,0.044110,0.121341,-0.125737,1.311e-14,1.804e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-TRX,full,0.026132,0.065298,0.081010,0.103656,0.172477,0.015712,0.038358,0.107179,-0.091467,1.101e-14,9.368e-17
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-TRX,oos_warm,0.029423,0.073520,0.080770,0.116660,0.193152,0.007251,0.043140,0.119632,-0.112381,1.242e-14,3.816e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-XRP,full,0.026521,0.066269,0.080157,0.105323,0.174841,0.013888,0.039054,0.108572,-0.094684,1.224e-14,2.845e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-XRP,oos_warm,0.029771,0.074389,0.082421,0.118194,0.195156,0.008031,0.043804,0.120766,-0.112735,1.261e-14,5.551e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-new3,full,0.026922,0.067270,0.078735,0.107040,0.177175,0.011465,0.039770,0.109904,-0.098439,1.163e-14,1.804e-16
wan394_leave_one_out.csv,매탭·재진입켬·1.5R · multiple=1.5 · reentry=True · exclude=-new3,oos_warm,0.030199,0.075461,0.088665,0.119933,0.197651,0.013204,0.044472,0.122190,-0.108986,1.266e-14,1.249e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-ADA,full,0.026063,0.065125,0.161303,0.084926,0.145121,0.096178,0.019801,0.079996,0.016182,9.229e-15,3.660e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-ADA,oos_warm,0.029238,0.073060,0.167318,0.095081,0.162092,0.094258,0.022022,0.089032,0.005226,9.964e-15,6.134e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-BCH,full,0.025966,0.064883,0.162566,0.084503,0.144510,0.097683,0.019620,0.079627,0.018056,9.326e-15,3.710e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-BCH,oos_warm,0.029065,0.072626,0.163032,0.094570,0.161275,0.090406,0.021943,0.088649,0.001757,1.005e-14,4.996e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-BNB,full,0.025723,0.064276,0.160789,0.083768,0.143269,0.096513,0.019492,0.078993,0.017519,8.951e-15,3.585e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-BNB,oos_warm,0.028692,0.071694,0.170872,0.092845,0.158475,0.099178,0.021151,0.086781,0.012397,9.909e-15,6.023e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-BTC,full,0.025516,0.063757,0.155846,0.083297,0.142253,0.092089,0.019540,0.078496,0.013593,8.479e-15,3.558e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-BTC,oos_warm,0.028492,0.071196,0.161573,0.092726,0.157992,0.090377,0.021531,0.086797,0.003581,9.714e-15,5.482e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-DOGE,full,0.026104,0.065227,0.160451,0.085044,0.145326,0.095224,0.019817,0.080099,0.015125,9.381e-15,3.662e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-DOGE,oos_warm,0.029262,0.073118,0.166599,0.095167,0.162234,0.093481,0.022048,0.089116,0.004365,1.009e-14,5.565e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-DOT,full,0.026187,0.065435,0.160326,0.085392,0.145959,0.094891,0.019957,0.080523,0.014368,8.854e-15,3.590e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-DOT,oos_warm,0.029226,0.073029,0.158196,0.095392,0.162587,0.085167,0.022363,0.089558,-0.004391,1.010e-14,4.288e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-ETH,full,0.025827,0.064535,0.157945,0.084232,0.143905,0.093409,0.019696,0.079370,0.014039,9.201e-15,3.682e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-ETH,oos_warm,0.028943,0.072322,0.154697,0.094597,0.161067,0.082375,0.022275,0.088744,-0.006369,9.909e-15,3.574e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-LINK,full,0.026223,0.065526,0.162478,0.085423,0.145959,0.096952,0.019898,0.080433,0.016519,9.076e-15,3.712e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-LINK,oos_warm,0.029195,0.072951,0.163781,0.095018,0.161942,0.090830,0.022067,0.088991,0.001839,9.839e-15,4.857e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-LTC,full,0.025988,0.064937,0.162995,0.084622,0.144602,0.098058,0.019685,0.079665,0.018393,9.437e-15,3.753e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-LTC,oos_warm,0.029005,0.072477,0.167181,0.094336,0.160799,0.094704,0.021859,0.088322,0.006382,9.895e-15,5.482e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-SOL,full,0.026244,0.065577,0.158702,0.085569,0.146242,0.093125,0.019992,0.080666,0.012460,9.298e-15,3.623e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-SOL,oos_warm,0.029052,0.072594,0.165338,0.094294,0.160809,0.092744,0.021701,0.088216,0.004528,1.002e-14,4.927e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-TRX,full,0.025617,0.064011,0.165112,0.083182,0.142429,0.101100,0.019171,0.078417,0.022683,8.785e-15,3.797e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-TRX,oos_warm,0.028553,0.071346,0.170597,0.092399,0.157942,0.099251,0.021053,0.086595,0.012655,9.728e-15,7.425e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-XRP,full,0.025950,0.064843,0.162040,0.084407,0.144294,0.097197,0.019564,0.079451,0.017746,9.256e-15,3.759e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-XRP,oos_warm,0.029004,0.072474,0.167323,0.094211,0.160651,0.094849,0.021737,0.088177,0.006672,9.812e-15,5.745e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-new3,full,0.026497,0.066208,0.164918,0.086297,0.147327,0.098710,0.020089,0.081119,0.017591,9.617e-15,3.132e-14
wan394_leave_one_out.csv,첫탭만·재진입끔·0.6R · multiple=0.6 · reentry=False · exclude=-new3,oos_warm,0.029599,0.073960,0.169310,0.096419,0.164191,0.095350,0.022459,0.090231,0.005119,1.005e-14,3.345e-15
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-ADA,full,0.026107,0.065235,0.127896,0.102483,0.170534,0.062661,0.037248,0.105300,-0.042638,1.128e-14,2.394e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-ADA,oos_warm,0.029438,0.073558,0.125212,0.115919,0.191617,0.051655,0.042362,0.118060,-0.066405,1.213e-14,3.816e-17
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-BCH,full,0.026013,0.065000,0.129347,0.101991,0.170070,0.064347,0.036991,0.105071,-0.040723,1.150e-14,4.267e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-BCH,oos_warm,0.029249,0.073085,0.117071,0.115364,0.190837,0.043985,0.042279,0.117751,-0.073766,1.234e-14,2.604e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-BNB,full,0.025783,0.064424,0.126867,0.101130,0.168759,0.062443,0.036706,0.104334,-0.041891,1.123e-14,1.978e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-BNB,oos_warm,0.028803,0.071972,0.130502,0.113018,0.186974,0.058530,0.041047,0.115003,-0.056473,1.210e-14,2.082e-17
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-BTC,full,0.025560,0.063867,0.121747,0.100361,0.166968,0.057881,0.036494,0.103101,-0.045220,1.048e-14,2.776e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-BTC,oos_warm,0.028647,0.071581,0.127040,0.112525,0.185838,0.055459,0.040944,0.114258,-0.058798,1.199e-14,1.665e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-DOGE,full,0.026148,0.065337,0.121353,0.102693,0.170852,0.056016,0.037356,0.105515,-0.049500,1.155e-14,2.880e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-DOGE,oos_warm,0.029422,0.073519,0.127449,0.115693,0.191247,0.053930,0.042174,0.117728,-0.063798,1.230e-14,2.168e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-DOT,full,0.026237,0.065559,0.128469,0.102956,0.171539,0.062910,0.037397,0.105980,-0.043070,1.067e-14,3.157e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-DOT,oos_warm,0.029377,0.073406,0.123949,0.115677,0.191396,0.050543,0.042271,0.117990,-0.067447,1.224e-14,1.388e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-ETH,full,0.025893,0.064701,0.124339,0.101656,0.169228,0.059639,0.036955,0.104527,-0.044889,1.114e-14,3.782e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-ETH,oos_warm,0.029144,0.072825,0.119255,0.114862,0.189729,0.046430,0.042038,0.116904,-0.070474,1.207e-14,1.128e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-LINK,full,0.026275,0.065655,0.127500,0.103115,0.171580,0.061844,0.037459,0.105924,-0.044080,1.102e-14,3.886e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-LINK,oos_warm,0.029349,0.073335,0.125576,0.115525,0.190907,0.052241,0.042191,0.117573,-0.065331,1.213e-14,8.847e-17
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-LTC,full,0.026047,0.065086,0.130896,0.102111,0.169966,0.065810,0.037025,0.104880,-0.039071,1.110e-14,3.123e-17
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-LTC,oos_warm,0.029182,0.072920,0.130913,0.114656,0.189489,0.057994,0.041737,0.116570,-0.058576,1.212e-14,1.422e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-SOL,full,0.026306,0.065733,0.123536,0.103314,0.172116,0.057803,0.037581,0.106384,-0.048581,1.124e-14,3.400e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-SOL,oos_warm,0.029224,0.073023,0.122424,0.115028,0.190202,0.049401,0.042004,0.117179,-0.067778,1.237e-14,1.344e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-TRX,full,0.025684,0.064177,0.131429,0.100529,0.167888,0.067252,0.036352,0.103711,-0.036459,1.081e-14,4.476e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-TRX,oos_warm,0.028760,0.071863,0.129485,0.112866,0.187214,0.057622,0.041003,0.115351,-0.057729,1.171e-14,2.706e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-XRP,full,0.026029,0.065039,0.125695,0.102125,0.170033,0.060656,0.037087,0.104995,-0.044339,1.127e-14,5.898e-17
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-XRP,oos_warm,0.029210,0.072989,0.127390,0.114870,0.189866,0.054401,0.041881,0.116877,-0.062476,1.205e-14,3.730e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-new3,full,0.026488,0.066186,0.125624,0.104029,0.172668,0.059438,0.037843,0.106482,-0.047044,1.141e-14,2.012e-16
wan394_leave_one_out.csv,첫탭만·재진입끔·1.5R · multiple=1.5 · reentry=False · exclude=-new3,oos_warm,0.029666,0.074128,0.134744,0.116638,0.192474,0.060617,0.042510,0.118346,-0.057729,1.216e-14,3.782e-16
