scope,arm,segment,exclude_symbol,num_cells,num_symbols,num_trades,win_rate,total_return,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,liquidation_events
1h,off,oos_warm,DOGE,8,8,681,0.55359765051395,2.809275599498488,0.08215893629748154,34.19318367665627,4,0.04,0
1h,off,oos,DOGE,8,8,667,0.5487256371814093,2.4450648324765396,0.0821589362974817,29.760181212953274,4,0.04,0
1h,off,full,ETH,8,8,1967,0.5882053889171327,282.0198070015621,0.11633770760239762,2424.1478778781607,5,0.049999999999999996,0
1h,off,is,ETH,8,8,1288,0.6218944099378882,108.20899899832008,0.10753298667803957,1006.2865576523466,5,0.049999999999999996,0
1h,off,oos_warm,ETH,8,8,679,0.524300441826215,1.591542909443902,0.11633770760239819,13.680370210518863,4,0.035700666572401694,0
1h,off,oos,ETH,8,8,668,0.5209580838323353,1.4210845368523959,0.1163377076023984,12.215167086746852,4,0.0357006665724017,0
1h,off,full,LINK,8,8,1951,0.5986673500768837,341.54465782430026,0.12578585457509686,2715.2866987948214,5,0.041525961348581254,0
1h,off,is,LINK,8,8,1273,0.6213668499607227,89.36382865491531,0.11452178229462459,780.3216721253373,5,0.041525961348581254,0
1h,off,oos_warm,LINK,8,8,678,0.556047197640118,2.790727583405326,0.12578585457509667,22.186338780559826,4,0.039999999999999994,0
1h,off,oos,LINK,8,8,668,0.5538922155688623,2.588435454671118,0.12578585457509633,20.57811240711313,4,0.04,0
1h,off,full,LTC,8,8,1975,0.5984810126582278,415.7742196254921,0.11393803696516654,3649.125706392535,5,0.05,0
1h,off,is,LTC,8,8,1289,0.6229635376260667,110.11166661669877,0.11393803696516654,966.4170943226135,5,0.05,0
1h,off,oos_warm,LTC,8,8,686,0.5524781341107872,2.7509492235701503,0.07902928141698394,34.80923999618896,4,0.0397774945123498,0
1h,off,oos,LTC,8,8,672,0.5476190476190477,2.3923151321022713,0.07902928141698395,30.271249962145625,4,0.039777494512349805,0
1h,off,full,SOL,8,8,1937,0.5993804852865255,325.14599395409743,0.0870282358114687,3736.097726472002,6,0.04909800550709125,0
1h,off,is,SOL,8,8,1260,0.6293650793650793,104.64614137121548,0.0870282358114687,1202.4389601314322,6,0.04909800550709125,0
1h,off,oos_warm,SOL,8,8,677,0.5435745937961596,2.0871548143731764,0.07633067166654042,27.34359293327274,4,0.04,0
1h,off,oos,SOL,8,8,669,0.5396113602391629,1.8845050469518738,0.07633067166654037,24.688699913247962,4,0.04,0
1h,off,full,TRX,8,8,1990,0.5884422110552764,316.84210071362355,0.10943349642124357,2895.2935899443414,5,0.049999999999999996,0
1h,off,is,TRX,8,8,1285,0.6101167315175098,79.87289917282945,0.10943349642124357,729.8761511317688,5,0.049999999999999996,0
1h,off,oos_warm,TRX,8,8,705,0.548936170212766,2.9301435210623343,0.08255525029501914,35.493121401621146,4,0.04,0
1h,off,oos,TRX,8,8,691,0.5441389290882779,2.554489371870104,0.08255525029501919,30.942785137727626,4,0.04,0
1h,off,full,XRP,8,8,1971,0.589041095890411,256.65312737681137,0.11143413862274874,2303.18222538328,5,0.04639140145389357,0
1h,off,is,XRP,8,8,1294,0.6097372488408037,70.90849176174636,0.11143413862274874,636.3264672579497,5,0.04639140145389357,0
1h,off,oos_warm,XRP,8,8,677,0.5494830132939439,2.583069552209375,0.07773888188732624,33.227510989330206,4,0.039777494512349805,0
1h,off,oos,XRP,8,8,664,0.5436746987951807,2.204009341212913,0.07773888188732567,28.351441231266907,4,0.039777494512349805,0
