symbol,timeframe,exit_ms,day,stop_price,quantity,notional,num_ticks,minute_volume,fill_price,filled_qty,first_price,slippage_bp,first_tick_bp,size_share_of_minute,slippage_bp_x10,slippage_bp_x100,short_fill_x10,short_fill_x100,tick_high_matches_bar,note
BTC/USDT:USDT,15m,1725035220000,2024-08-30,57601.3,0.1723600010329879,9928.16012750145,15111,4978.181000000128,57601.07948479877,0.1723600010329879,57601.2,0.038283025076178284,0.01736071929033212,3.4623088439930865e-05,0.05807118305238301,0.19289274033057655,False,False,True,
BTC/USDT:USDT,1h,1728582720000,2024-10-10,59815.0,0.1327472559681979,7940.27711573776,10255,4314.979000000023,59815.0,0.1327472559681979,59815.0,0.0,0.0,3.0764287837367736e-05,0.000629700945404486,0.00038537697820315974,False,False,True,
BTC/USDT:USDT,15m,1732281900000,2024-11-22,97860.1,0.1018268373481841,9964.784485577038,4723,988.7739999999869,97860.00000000001,0.1018268373481841,97860.0,0.01021866930355363,0.01021866930504064,0.0001029829236490699,0.010585327982890178,0.28023004028134885,False,False,True,
BTC/USDT:USDT,2h,1740434580000,2025-02-24,93321.6,0.0015655344828163,146.09818279158966,8245,1368.9109999999212,93321.59999999999,0.0015655344828163,93321.6,1.5593298045004426e-12,0.0,1.1436349644472066e-06,0.0,0.0,False,False,True,
BTC/USDT:USDT,15m,1748002500000,2025-05-23,107671.7,0.0924029611822552,9949.18391552743,11581,1863.369999999915,107671.61860771281,0.0924029611822552,107671.7,0.0075593017654010984,0.0,4.958916435397125e-05,0.03505018413905674,0.2701325867753971,False,False,True,
BTC/USDT:USDT,15m,1759977360000,2025-10-09,121888.0,0.0817460557809292,9963.8632470259,1143,175.42000000000047,121888.0,0.0817460557809292,121888.0,0.0,0.0,0.0004660019141541955,0.0,0.007832303407614727,False,False,True,
BTC/USDT:USDT,15m,1760131140000,2025-10-10,105010.0,0.0946874490353682,9943.12902320402,75273,9511.61100000607,105010.00000000001,0.0946874490353682,105010.0,1.3857647108243835e-12,0.0,9.954932874705217e-06,0.4649311501868747,0.8948013128219396,False,False,True,
BTC/USDT:USDT,2h,1763408760000,2025-11-17,91619.0,0.1066885665575981,9774.699779440582,5964,637.500999999995,91619.0,0.1066885665575981,91619.0,0.0,0.0,0.00016735435169136823,0.02822680375746898,0.5438047382519935,False,False,True,
DOGE/USDT:USDT,2h,1733236440000,2024-12-03,0.39122,12286.68641906609,4806.7974608670365,11322,142230715.0,0.39122,12286.68641906609,0.39122,0.0,0.0,8.638560538113087e-05,1.0582812661232988,0.1252559817946252,False,False,True,
DOGE/USDT:USDT,15m,1733778180000,2024-12-09,0.40644,9511.694342843728,3865.933048705405,13640,191014438.0,0.40644,9511.694342843728,0.40644,0.0,0.0,4.9795682684696995e-05,0.6151419869878891,2.3954997824475606,False,False,True,
DOGE/USDT:USDT,15m,1743268380000,2025-03-29,0.16727,45101.74914170425,7544.16957893287,395,7442985.0,0.16726975882329126,45101.74914170425,0.16727,0.014418407888019806,0.0,0.006059631873731338,0.5289163866786504,0.5421580469395811,False,True,True,
DOGE/USDT:USDT,15m,1745799780000,2025-04-28,0.17638,56272.86767557841,9925.40840061852,1463,49906990.0,0.17638,56272.86767557841,0.17638,0.0,0.0,0.0011275548310082097,0.0,7.621163812738607,False,False,True,
DOGE/USDT:USDT,2h,1754007180000,2025-08-01,0.20657,12205.624742461348,2521.3159030502406,2135,48201440.0,0.20657,12205.624742461348,0.20657,0.0,0.0,0.0002532211639830957,0.3266161424869517,4.014051072459686,False,False,True,
DOGE/USDT:USDT,15m,1761315540000,2025-10-24,0.19533,51021.67687097415,9966.06414320738,556,17459823.0,0.19533,51021.67687097415,0.19533,0.0,0.0,0.0029222333394201164,0.4677471085971437,2.9172127672770736,False,False,True,
DOGE/USDT:USDT,15m,1763095140000,2025-11-14,0.15953,24674.847201008783,3936.378373976932,2988,99128732.0,0.15953,24674.847201008783,0.15953,0.0,0.0,0.00024891720798979637,0.4363693113068818,5.012556895641368,False,False,True,
DOGE/USDT:USDT,15m,1780686000000,2026-06-05,0.0794,93791.46845348598,7447.042595206787,950,32767694.0,0.0794,93791.46845348598,0.0794,0.0,0.0,0.002862315195371575,3.0941500718986683,2.3937519441878443,False,False,True,
DOT/USDT:USDT,15m,1723540980000,2024-08-13,4.446,1855.2944537827616,8248.639141518159,126,27411.999999999993,4.446848269073601,1855.2944537827616,4.446,1.9079376374294597,0.0,0.06768183473598285,6.3495053247857,6.38245655265484,False,True,True,
DOT/USDT:USDT,15m,1727895840000,2024-10-02,4.026,2463.168366573051,9916.715843823104,388,758409.0000000006,4.026,2463.168366573051,4.026,0.0,0.0,0.0032478100425668067,3.846611277155391,5.58757756157714,False,True,True,
DOT/USDT:USDT,15m,1729898460000,2024-10-25,3.96,2503.8818932932672,9915.372297441338,1117,673994.4000000004,3.960002036837286,2503.8818932932672,3.96,0.0051435284998632225,0.0,0.0037149891650335165,2.3928275227588416,7.7637574013112784,False,False,True,
DOT/USDT:USDT,15m,1733778120000,2024-12-09,8.443,1174.439140129216,9915.78966011097,4218,1089259.6999999955,8.438489306631768,1174.439140129216,8.443,5.342524420504507,0.0,0.0010781993863623347,19.47084313506127,77.70969709627866,False,False,True,
DOT/USDT:USDT,15m,1734171420000,2024-12-14,8.88,1117.5163318883094,9923.54502716819,401,161908.2999999998,8.88,1117.5163318883094,8.88,0.0,0.0,0.006902155923373358,0.994879008535036,9.76372009886539,False,True,True,
DOT/USDT:USDT,15m,1736262300000,2025-01-07,7.596,1069.0887942389006,8120.798481038689,1229,418995.0000000008,7.596220748736,1069.0887942389006,7.596,0.29061181674562403,0.0,0.0025515550167398145,4.947494219060749,2.5520481987400654,False,False,True,
