segment,threshold,scope,seed,is_actual,num_trades,mean_net_r,sum_net_r,win_rate,max_drawdown,blocked_candidates,trip_days
oos_warm,-1.0,both,17,False,622,-0.10347096908333363,-64.35894276983352,0.37942122186495175,0.7890405661245947,428,65
oos_warm,-1.0,both,18,False,706,-0.0715561796431847,-50.518662828088395,0.3909348441926346,0.6855368855913987,395,72
oos_warm,-1.0,both,19,False,697,-0.07453756782691145,-51.952684775357284,0.3902439024390244,0.7381617946713833,376,69
oos_warm,-2.0,both,-1,True,533,-0.08068261780585237,-43.00383529051931,0.3902439024390244,0.48577608178851067,580,61
oos_warm,-2.0,both,0,False,779,-0.08458334080165986,-65.89042248449303,0.386392811296534,0.7743413555699118,219,39
oos_warm,-2.0,both,1,False,697,0.0018512332539188658,1.2903095779814495,0.42037302725968434,0.30115522682620227,300,41
oos_warm,-2.0,both,2,False,783,-0.09509181766913978,-74.45689323493644,0.3818646232439336,0.8129179321286396,210,44
oos_warm,-2.0,both,3,False,781,-0.08894310941103713,-69.46456845002,0.38412291933418696,0.7356256193353735,198,37
oos_warm,-2.0,both,4,False,757,-0.09905668624280203,-74.98591148580114,0.380449141347424,0.8096015949884491,254,39
oos_warm,-2.0,both,5,False,797,-0.07789439888012621,-62.08183590746059,0.3889585947302384,0.8583987476410412,150,39
oos_warm,-2.0,both,6,False,747,-0.06739298453065892,-50.34255944440221,0.39357429718875503,0.7115489800135585,263,42
oos_warm,-2.0,both,7,False,797,-0.08346459602441168,-66.52128303145611,0.3864491844416562,0.8365095280813507,175,39
oos_warm,-2.0,both,8,False,790,-0.08430817125817103,-66.60345529395511,0.3860759493670886,0.7668954840218928,165,37
oos_warm,-2.0,both,9,False,795,-0.09048609808515488,-71.93644797769814,0.3836477987421384,0.7906417860368453,162,36
oos_warm,-2.0,both,10,False,802,-0.046400386463309504,-37.213109943574224,0.4014962593516209,0.678558945633758,179,38
oos_warm,-2.0,both,11,False,788,-0.08842058669367808,-69.67542231461833,0.38451776649746194,0.6980892758871999,180,36
oos_warm,-2.0,both,12,False,810,-0.06280160741177662,-50.86930200353906,0.3950617283950617,0.7147395060509538,150,32
oos_warm,-2.0,both,13,False,762,-0.06614346745627096,-50.401322201678475,0.3937007874015748,0.6697761566908066,218,44
oos_warm,-2.0,both,14,False,787,-0.07769889949029725,-61.149033898863934,0.38881829733163914,0.7210419734457706,201,41
