arm,segment,scope,timeframe,n,stop_width_median,mfe_pct_mean,mfe_pct_p25,mfe_pct_median,mfe_pct_p75,mfe_pct_p90,mode_bin_low,mode_bin_share,open_share,reach_0_5pct,ev_0_5pct,reach_1pct,ev_1pct,reach_1_5pct,ev_1_5pct,reach_2pct,ev_2pct,reach_2_5pct,ev_2_5pct,reach_3pct,ev_3pct,reach_3_5pct,ev_3_5pct,reach_4pct,ev_4pct,reach_4_5pct,ev_4_5pct,reach_5pct,ev_5pct
band,full,first,all,32999,0.008834919460862739,0.2378727608438404,0.0038447081879843916,0.010830435871422506,0.035225175260470296,0.11354011573090622,0.0,0.30573653747083246,0.010212430679717567,0.6942634625291676,-0.0011125127031034114,0.5198036304130428,-0.04358087747418028,0.4225582593411922,-0.06288892741813773,0.3578290251219734,-0.07480219820961659,0.3136761720052123,-0.07254570737564964,0.27779629685748053,-0.07594748599086493,0.25131064577714474,-0.07649166285579859,0.22949180278190248,-0.0734732677805004,0.21024879541804298,-0.08110605436288035,0.1935513197369617,-0.08481788302804524
band,full,first,15m,21858,0.007088917667527839,0.20100670107135285,0.00330461130586139,0.008703489681915862,0.02664570576123175,0.0842391305716605,0.0,0.34939152712965504,0.007182724860462989,0.650608472870345,-0.008952651432544558,0.46362887729892943,-0.06135922603537317,0.36558697044560345,-0.08160634539031332,0.3030469393357123,-0.0930198908983952,0.2614145850489523,-0.09228049477364221,0.2295269466556867,-0.09365462058008663,0.20436453472412847,-0.09881371504166275,0.18505810229664196,-0.09587652067312559,0.16739866410467563,-0.10818247617100274,0.1544972092597676,-0.10415992255469468
band,full,first,1h,6266,0.012937000356140642,0.2612250315852183,0.00517301250784151,0.014439029553427065,0.045277169554743285,0.15199268143212247,0.0,0.24481327800829875,0.012128949888285988,0.7551867219917012,0.0175621588088567,0.5888924353654644,-0.01859151816571518,0.4899457389083945,-0.03891253852111621,0.4171720395786786,-0.06005107932140977,0.36737950845834666,-0.062168205284832925,0.3260453239706352,-0.0691700924188398,0.2976380466007022,-0.059703494649900345,0.2730609639323332,-0.05749791506162626,0.25215448451962974,-0.05769477166360247,0.22965209064794126,-0.07995339540037297
band,full,first,2h,3235,0.018750456216905145,0.2934015314969622,0.006401234522305729,0.019824046395202657,0.06452798222713635,0.2261005801656416,0.0,0.2071097372488408,0.01792890262751159,0.7928902627511591,0.0028618538506812153,0.6587326120556414,-0.002177875746026941,0.5653786707882534,-0.018597588386039064,0.49675425038639875,-0.03014845731270099,0.44791344667697064,-0.015849544381144737,0.3996908809891808,-0.026998454347682537,0.37156105100463677,-0.014475089387259764,0.34219474497681607,-0.011200631213831806,0.3168469860896445,-0.011464434140948786,0.2936630602782071,-0.02460125470433973
band,full,first,4h,1640,0.026443229087468597,0.5304687565625663,0.009196925588030869,0.029679845899626564,0.08854489828423734,0.31038573016633375,0.0,0.15121951219512195,0.02804878048780488,0.848780487804878,0.0241858682200424,0.7304878048780488,0.01620055553558234,0.6426829268292683,0.007580190022281895,0.5871951219512195,0.02353958755313424,0.5402439024390244,0.03900471588363453,0.49634146341463414,0.0376861897377611,0.4628048780487805,0.03465598491009491,0.4329268292682927,0.04134532276960027,0.41097560975609754,0.053106709228594395,0.37865853658536586,0.03573454653039174
band,full,first_fill,all,36233,0.008937843820617393,0.2423567548311714,0.0038321857330243193,0.010867937113684433,0.035511220351159854,0.11416004019904331,0.0,0.3069577457014324,0.010515276129495212,0.6930422542985676,-0.005729203263536911,0.5204095713852014,-0.04593416682086235,0.4233985593243728,-0.0650690323518718,0.3595617254988546,-0.07428985370366414,0.31543068473491015,-0.070799421687936,0.279855380454282,-0.07292934557086062,0.25269781690723925,-0.07569901752378079,0.23075649270002485,-0.07279504982735167,0.2115474843374824,-0.07953908929604142,0.19479480032015015,-0.0825565279759289
band,full,first_fill,15m,23999,0.0071406836088833215,0.20385861135698297,0.0032789074317188557,0.008701490524957922,0.026762232996969813,0.08469394164094114,0.0,0.35130630442935123,0.00737530730447102,0.6486936955706488,-0.014718995896408042,0.4638943289303721,-0.06398291838377586,0.36584857702404266,-0.08451571846128807,0.3038876619859161,-0.09396731370806516,0.26234426434434766,-0.09150612664646339,0.23030126255260636,-0.09280647520858493,0.20480020000833368,-0.09963922051157986,0.18513271386307764,-0.09772748568326632,0.16763198466602774,-0.1089707567922367,0.1546314429767907,-0.10564117236252318
band,full,first_fill,1h,6908,0.013067608498364738,0.2882650980485534,0.0051336495881987,0.014561185939741629,0.046208504511300035,0.1548241501499271,0.0,0.24638100752750433,0.01288361320208454,0.7536189924724956,0.012857445544467567,0.5888824551244933,-0.02228291267701177,0.4917486971627099,-0.03938797177393651,0.4212507237984945,-0.05398055950420854,0.37145338737695427,-0.05546354716733543,0.33121019108280253,-0.05828965458810348,0.301679212507238,-0.05110449881275081,0.27779386218876667,-0.04582558234393288,0.25723798494499134,-0.0433500855883828,0.23451071221771858,-0.06129718211477757
band,full,first_fill,2h,3518,0.018825166091372834,0.2813789471759644,0.00645341582640069,0.019840248507148234,0.06419532140978212,0.2215257651201725,0.0,0.2060830017055145,0.018192154633314382,0.7939169982944855,0.0024997937244127777,0.6591813530415008,-0.004357084536374863,0.5656623081296192,-0.02210133597862672,0.4980102330869812,-0.0318457756823998,0.4496873223422399,-0.016001297894637685,0.40221716884593517,-0.02566459426653093,0.37208641273450827,-0.0181673316165675,0.343376918703809,-0.012546463535582439,0.31637293916998294,-0.01711108970325994,0.2930642410460489,-0.028701680069440728
band,full,first_fill,4h,1808,0.02690827104643782,0.5020370853745296,0.00950923689795746,0.03049375252678471,0.09072655908391708,0.32109223550752475,0.0,0.14601769911504425,0.02820796460176991,0.8539823008849557,0.02656662761828802,0.7389380530973452,0.022353915121995496,0.6493362831858407,0.011312054071905817,0.5934734513274337,0.026697500785799667,0.5448008849557522,0.03884304309105476,0.5033185840707964,0.04308891893452052,0.4690265486725664,0.03626189144598559,0.4375,0.03796402989197137,0.415929203539823,0.05151846155828159,0.38495575221238937,0.03796152653625868
