arm,segment,scope,rank_bucket,num_trades,trade_share,mean_net_r,net_r_sum,net_r_share,abs_net_r_share,stop_rate,mean_alive_zones
adopted,full,1h,6-10,694,0.07790749887741356,-0.14609640686058903,-101.39090636124885,0.13252246650530974,0.13252246650531013,0.6296829971181557,33.184438040345825
adopted,full,1h,11+,213,0.02391109115401886,-0.005111307688269988,-1.0887085376015184,0.001422990935639614,0.001422990935639618,0.5774647887323944,35.183098591549296
adopted,full,2h,1,2168,0.5018518518518519,-0.05588231141453341,-121.15285114670839,0.6186788768905632,0.4163152667733191,0.5950184501845018,22.066420664206642
adopted,full,2h,2,829,0.19189814814814815,-0.028484984289924672,-23.61405197634758,0.12058746465546166,0.08114452326200383,0.5898673100120627,22.897466827503017
adopted,full,2h,3,451,0.10439814814814814,-0.08697974957776632,-39.2278670595726,0.20032093760500888,0.13479798275715585,0.614190687361419,23.638580931263856
adopted,full,2h,4-5,430,0.09953703703703703,-0.11394103195338079,-48.994643739953716,0.25019593741117974,0.16835937401392914,0.6255813953488372,24.837209302325583
adopted,full,2h,6-10,358,0.08287037037037037,0.13294297999549326,47.59358683838661,-0.24304130339211183,0.16354494849921966,0.5307262569832403,24.058659217877096
adopted,full,2h,11+,84,0.019444444444444445,-0.12415797649205255,-10.429270025332418,0.05325808682989778,0.035837904694372605,0.6309523809523809,27.035714285714285
adopted,full,4h,1,1031,0.5012153621779291,-0.027672404509370578,-28.530249049161064,0.6160163003985208,0.2305227421086142,0.5906886517943744,16.450048496605238
adopted,full,4h,2,451,0.2192513368983957,0.050150039190534734,22.61766767493118,-0.488353674752237,0.1827494307372622,0.565410199556541,16.864745011086473
adopted,full,4h,3,207,0.1006319883325231,-0.19076961283464547,-39.4893098567716,0.8526409468540758,0.31907131187231597,0.6618357487922706,17.183574879227052
adopted,full,4h,4-5,187,0.09090909090909091,-0.058720874626010174,-10.980803555063906,0.23709410912388443,0.08872424989026813,0.6096256684491979,18.385026737967916
adopted,full,4h,6-10,167,0.08118619348565873,0.09644857415715602,16.106911884245058,-0.3477754523867141,0.1301429050990769,0.5508982035928144,17.55688622754491
adopted,full,4h,11+,14,0.006806028196402528,-0.4313093510119973,-6.038330914167963,0.1303777707624724,0.04878936029246282,0.7142857142857143,21.357142857142858
adopted,full,base,1,23324,0.5397824577644064,-0.0703429201800426,-1640.678270279313,0.4449648240929362,0.4449648240929334,0.583261876179043,48.75192934316584
adopted,full,base,2,8784,0.2032862763249248,-0.08787870030983636,-771.9265035215994,0.20935252637538065,0.20935252637537935,0.593351548269581,49.86589253187614
adopted,full,base,3,3885,0.08990974311501967,-0.08602336857531455,-334.20078691509576,0.09063787645342564,0.09063787645342507,0.5945945945945946,50.154182754182756
adopted,full,base,4-5,3475,0.08042119879657486,-0.09202887823794109,-319.80035187684456,0.08673236544634297,0.08673236544634243,0.5988489208633093,53.17985611510792
adopted,full,base,6-10,2514,0.05818097662578107,-0.14772318992982786,-371.3760994835865,0.10072011299991337,0.10072011299991275,0.6213206046141607,54.054494828957836
adopted,full,base,11+,1228,0.02841934737329322,-0.20295351137090503,-249.22691196347125,0.06759229463200746,0.06759229463200703,0.6400651465798045,62.527687296416936
adopted,full,reentry,1,1505,0.2418836387013822,-0.1055998415783516,-158.92776157541908,0.1334666114500268,0.13346661145002678,0.5827242524916944,44.74617940199335
adopted,full,reentry,2,1082,0.17389906782385084,-0.21149954522199532,-228.8425079301992,0.19218060951972502,0.19218060951972496,0.6303142329020333,46.644177449168204
adopted,full,reentry,3,798,0.12825458052073288,-0.3438273509689859,-274.3742260732508,0.23041788206299293,0.23041788206299288,0.6867167919799498,46.36466165413534
adopted,full,reentry,4-5,1022,0.1642558662809386,-0.3307848394437743,-338.0621059115376,0.28390259378479527,0.2839025937847952,0.684931506849315,51.36986301369863
adopted,full,reentry,6-10,1272,0.20443587270973965,-0.06632490419261348,-84.36527813300445,0.07084947075849769,0.07084947075849768,0.5888364779874213,50.4874213836478
adopted,full,reentry,11+,543,0.08727097396335583,-0.19557284969016508,-106.1960573817596,0.08918283242396245,0.08918283242396244,0.6316758747697975,65.34438305709024
adopted,oos_warm,all,1,7368,0.4963956073570033,-0.08235866273541385,-606.8186270345319,0.3386034504366371,0.3386034504366371,0.5826547231270358,63.19910423452769
adopted,oos_warm,all,2,2818,0.18985380313952704,-0.12644485855339113,-356.3216114034559,0.19882667029515375,0.19882667029515372,0.6018452803406671,66.09155429382541
adopted,oos_warm,all,3,1401,0.09438792696894159,-0.11755981612305177,-164.70130238839556,0.09190296209701733,0.09190296209701732,0.6002855103497502,63.2847965738758
adopted,oos_warm,all,4-5,1413,0.0951963888701745,-0.10512144140071691,-148.5365966992137,0.0828830921098387,0.08288309210983869,0.5958952583156405,69.1380042462845
adopted,oos_warm,all,6-10,1119,0.07538907228996833,-0.19594318378739792,-219.2604226580989,0.12234683041791798,0.12234683041791795,0.6353887399463807,67.28418230563003
adopted,oos_warm,all,11+,724,0.04877720137438523,-0.4095072452770913,-296.4832455806137,0.16543699464343534,0.1654369946434353,0.712707182320442,79.5732044198895
adopted,oos_warm,15m,1,5033,0.4933830016665033,-0.09268261851276169,-466.4716189747295,0.34818763412761095,0.3481876341276115,0.5793761176236837,76.72402145837472
adopted,oos_warm,15m,2,1973,0.1934124105479855,-0.14278772879743018,-281.72018891732966,0.21028393170136808,0.21028393170136844,0.6001013684744044,79.24936644703497
adopted,oos_warm,15m,3,939,0.09204979903930988,-0.11199822981191343,-105.16633779338673,0.07849913447387716,0.0784991344738773,0.5899893503727369,77.15122470713526
adopted,oos_warm,15m,4-5,970,0.09508871679247133,-0.09331391707026637,-90.51449955815824,0.06756258724736508,0.06756258724736519,0.5835051546391753,83.57628865979382
adopted,oos_warm,15m,6-10,703,0.06891481227330654,-0.18866730363190565,-132.63311445322972,0.09900111485871234,0.0990011148587125,0.6244665718349929,85.0
adopted,oos_warm,15m,11+,583,0.05715125968042349,-0.4514709817237831,-263.2075823449649,0.19646559759106472,0.19646559759106505,0.725557461406518,89.75128644939966
adopted,oos_warm,1h,1,1345,0.5098559514783927,-0.06801455880830233,-91.47958159716667,0.3305802793603371,0.33058027936033624,0.5881040892193309,39.43271375464684
adopted,oos_warm,1h,2,487,0.1846095526914329,-0.13113447276766063,-63.862488237850776,0.23078023350916627,0.23078023350916563,0.6180698151950719,40.591375770020534
adopted,oos_warm,1h,3,247,0.09363153904473086,-0.14776459529873145,-36.49785503878664,0.13189250436131061,0.13189250436131025,0.6234817813765182,41.13765182186235
adopted,oos_warm,1h,4-5,238,0.09021986353297953,-0.03496081167520409,-8.320673178698579,0.030068463539687135,0.030068463539687056,0.5798319327731093,42.78151260504202
adopted,oos_warm,1h,6-10,215,0.08150113722517058,-0.26835833108823126,-57.6970411839697,0.20850012275802024,0.20850012275801968,0.6697674418604651,46.23720930232558
adopted,oos_warm,1h,11+,106,0.0401819560272934,-0.17798694326246128,-18.866615985820886,0.06817839647148148,0.0681783964714813,0.6415094339622641,40.783018867924525
adopted,oos_warm,2h,1,667,0.49407407407407405,-0.03729269829623535,-24.874229763589003,0.22770330835351338,0.22770330835351307,0.5847076461769115,29.146926536731634
adopted,oos_warm,2h,2,225,0.16666666666666666,-0.07561987600615083,-17.014472101383937,0.1557536303312926,0.1557536303312924,0.6044444444444445,31.52
adopted,oos_warm,2h,3,151,0.11185185185185186,-0.041253596693924345,-6.229293100782576,0.05702410330824446,0.05702410330824438,0.5894039735099338,30.423841059602648
adopted,oos_warm,2h,4-5,139,0.10296296296296296,-0.25628191459320837,-35.62318612845594,0.3261012466571357,0.32610124665713525,0.6762589928057554,34.510791366906474
adopted,oos_warm,2h,6-10,139,0.10296296296296296,-0.10072371685489225,-14.00059664283003,0.1281640559243395,0.12816405592433933,0.6187050359712231,30.06474820143885
adopted,oos_warm,2h,11+,29,0.02148148148148148,-0.39647836225584254,-11.497872505419435,0.10525365542547555,0.1052536554254754,0.7241379310344828,27.689655172413794
adopted,oos_warm,4h,1,323,0.4938837920489297,-0.07428234272149872,-23.993196699044088,0.3611010040275896,0.3037281365447071,0.6068111455108359,21.736842105263158
adopted,oos_warm,4h,2,133,0.20336391437308868,0.04718449513615189,6.275537853108197,-0.09444773232992325,0.07944157845445679,0.5639097744360902,22.7593984962406
adopted,oos_warm,4h,3,64,0.09785932721712538,-0.26262213211624347,-16.80781645543959,0.252960015028447,0.21276892926900062,0.6875,22.84375
adopted,oos_warm,4h,4-5,66,0.10091743119266056,-0.213306633846971,-14.078237833900086,0.21187947069025018,0.1782153915027932,0.6666666666666666,24.90909090909091
adopted,oos_warm,4h,6-10,62,0.09480122324159021,-0.2408011351301431,-14.929670378068876,0.22469365091048585,0.18899361431643805,0.6774193548387096,22.838709677419356
adopted,oos_warm,4h,11+,6,0.009174311926605505,-0.4851957907346978,-2.911174744408187,0.04381359167315291,0.03685234991260419,0.6666666666666666,26.666666666666668
adopted,oos_warm,base,1,6974,0.5262999018941966,-0.08228549444732641,-573.8590382756558,0.3840338703078074,0.3840338703078079,0.583452824777746,63.45268138801262
adopted,oos_warm,base,2,2584,0.19500415063014112,-0.1300537311613721,-336.058841320985,0.22489491125111735,0.22489491125111766,0.6044891640866873,66.02902476780186
adopted,oos_warm,base,3,1205,0.09093653309184213,-0.09643990522829242,-116.21008580009243,0.07776928834773236,0.07776928834773247,0.5933609958506224,64.33941908713693
adopted,oos_warm,base,4-5,1137,0.08580484491736473,-0.07234360015237767,-82.25467337325327,0.05504588837940596,0.055045888379406036,0.5857519788918206,69.20228671943711
adopted,oos_warm,base,6-10,833,0.06286318013734812,-0.18225863840472897,-151.82144579113964,0.10160086978518836,0.1016008697851885,0.631452581032413,67.27250900360144
adopted,oos_warm,base,11+,518,0.03909138932910724,-0.4519086714119469,-234.0886917913884,0.15665517192874714,0.15665517192874737,0.7297297297297297,78.49227799227799
adopted,oos_warm,reentry,1,394,0.24748743718592964,-0.08365377857582462,-32.9595887588749,0.11066613897231435,0.11066613897231405,0.5685279187817259,58.71065989847716
adopted,oos_warm,reentry,2,234,0.14698492462311558,-0.08659303454047321,-20.262770082470734,0.06803490620940945,0.06803490620940926,0.5726495726495726,66.78205128205128
adopted,oos_warm,reentry,3,196,0.12311557788944724,-0.24740416626685285,-48.49121658830316,0.16281561499922478,0.1628156149992243,0.6428571428571429,56.80102040816327
adopted,oos_warm,reentry,4-5,276,0.17336683417085427,-0.24015189610854926,-66.28192332595958,0.22255024453749644,0.2225502445374958,0.6376811594202898,68.8731884057971
adopted,oos_warm,reentry,6-10,286,0.17964824120603015,-0.2358006184159407,-67.43897686695908,0.2264352034459167,0.22643520344591603,0.6468531468531469,67.31818181818181
adopted,oos_warm,reentry,11+,206,0.12939698492462312,-0.3028861834428426,-62.39455378922563,0.20949789183564113,0.20949789183564052,0.6699029126213593,82.29126213592232
no_reentry,full,all,1,23510,0.5389358824473328,-0.07227689478750753,-1699.2297964542972,0.4514067625795284,0.45140676257952733,0.584006805614632,48.74908549553381
no_reentry,full,all,2,8899,0.20399789102079177,-0.08612735449804561,-766.4473276781042,0.2036096045377989,0.20360960453779842,0.5926508596471514,49.86099561748511
no_reentry,full,all,3,3925,0.08997547165486097,-0.08530927926811605,-334.8389211273541,0.08895121406599363,0.08895121406599342,0.5943949044585988,50.216815286624204
no_reentry,full,all,4-5,3512,0.08050798890493548,-0.09448442711313451,-331.8293080213276,0.08815169906711402,0.08815169906711381,0.5999430523917996,53.12329157175399
no_reentry,full,all,6-10,2540,0.058226165096394104,-0.14915206279620583,-378.8462395023621,0.1006419230912948,0.10064192309129458,0.6220472440944882,53.84763779527559
no_reentry,full,all,11+,1237,0.028356600875684847,-0.20461350119921792,-253.10690098343224,0.06723879665827258,0.06723879665827243,0.6410670978172999,62.431689571544055
no_reentry,full,15m,1,16145,0.5342842014693229,-0.08154938338672428,-1316.6147947786649,0.43759667008868897,0.43759667008868675,0.5808609476618148,59.14840507897182
no_reentry,full,15m,2,6203,0.20527500165464294,-0.09966961626837385,-618.2506297127228,0.2054848676434656,0.20548486764346455,0.5905207157826858,60.05078187973561
no_reentry,full,15m,3,2718,0.08994638956913098,-0.09073306935147168,-246.61248249730008,0.08196535658804094,0.08196535658804052,0.5890360559234732,60.306107431935246
no_reentry,full,15m,4-5,2436,0.08061420345489444,-0.1172491593578077,-285.618952195619,0.09492974170629352,0.09492974170629304,0.6018062397372742,64.01395730706075
no_reentry,full,15m,6-10,1725,0.05708518101793633,-0.1837799577814815,-317.0204271730555,0.10536649278982478,0.10536649278982424,0.6284057971014493,65.44115942028985
no_reentry,full,15m,11+,991,0.03279502283407241,-0.22666311498986977,-224.6231469549607,0.07465687118369138,0.07465687118369099,0.6458123107971746,69.95459132189707
no_reentry,full,1h,1,4354,0.556350626118068,-0.06028494919239194,-262.48066878367456,0.4817789458586448,0.48177894585864767,0.5898024804777217,29.8977951309141
no_reentry,full,1h,2,1565,0.19997444416049068,-0.09779687527872863,-153.05210981120987,0.28092462758488845,0.2809246275848902,0.610223642172524,30.510543130990417
no_reentry,full,1h,3,678,0.08663429593662152,-0.08399762209031268,-56.95038777723204,0.10453149908791463,0.10453149908791526,0.6061946902654868,31.859882005899706
no_reentry,full,1h,4-5,600,0.07666751852798365,-0.020789057513316465,-12.473434507989836,0.022894783666712274,0.022894783666712413,0.5833333333333334,33.07833333333333
no_reentry,full,1h,6-10,462,0.059033989266547404,-0.1094611965262562,-50.57107279513035,0.09282237147246271,0.09282237147246328,0.6168831168831169,34.404761904761905
no_reentry,full,1h,11+,167,0.021339125990288782,-0.055616118085998624,-9.287891720361772,0.01704777232937103,0.017047772329371134,0.5988023952095808,34.93413173652694
no_reentry,full,2h,1,2030,0.5414777273939717,-0.061506517028529044,-124.85822956791384,0.6594859555745566,0.6380786393496833,0.5990147783251232,22.048768472906403
no_reentry,full,2h,2,744,0.19845292077887436,-0.02315858284283637,-17.229985635070257,0.09100668478483893,0.08805255230741704,0.5887096774193549,22.987903225806452
no_reentry,full,2h,3,352,0.0938917044545212,-0.02450592011919053,-8.626083881955083,0.04556192404332582,0.04408295620850759,0.5909090909090909,24.366477272727273
no_reentry,full,2h,4-5,316,0.08428914377167245,-0.09021719125092616,-28.50863243529265,0.15057912296831316,0.14569123282448382,0.6170886075949367,24.7626582278481
no_reentry,full,2h,6-10,242,0.06455054681248333,0.013123639073028147,3.1759206556728152,-0.016774825942058678,0.016230304863901677,0.5785123966942148,24.52892561983471
no_reentry,full,2h,11+,65,0.017337956788476928,-0.20430127453121807,-13.279582844529179,0.07014113857102434,0.06786431444600653,0.6615384615384615,27.446153846153845
no_reentry,full,4h,1,981,0.5360655737704918,0.004815389068246903,4.723896675950169,-0.22057893332501918,0.06295633777387588,0.5790010193679919,16.519877675840977
no_reentry,full,4h,2,387,0.21147540983606558,0.05706821054495015,22.08539748089571,-1.0312616368593983,0.29433661213555407,0.5633074935400517,16.449612403100776
no_reentry,full,4h,3,177,0.09672131147540984,-0.12796591508965185,-22.649966970868384,1.0576238002233913,0.30186074527091633,0.6384180790960452,17.01129943502825
no_reentry,full,4h,4-5,160,0.08743169398907104,-0.03267680551516457,-5.228288882426332,0.24413116202815574,0.06967847593644201,0.6,18.49375
no_reentry,full,4h,6-10,111,0.060655737704918035,-0.13000594765630283,-14.430660189849617,0.6738292240933902,0.19232036167037025,0.6396396396396397,18.52252252252252
no_reentry,full,4h,11+,14,0.007650273224043716,-0.42259139025576425,-5.9162794635806994,0.2762563838394829,0.07884746721284147,0.7142857142857143,20.357142857142858
no_reentry,full,base,1,23510,0.5389358824473328,-0.07227689478750753,-1699.2297964542972,0.4514067625795284,0.45140676257952733,0.584006805614632,48.74908549553381
no_reentry,full,base,2,8899,0.20399789102079177,-0.08612735449804561,-766.4473276781042,0.2036096045377989,0.20360960453779842,0.5926508596471514,49.86099561748511
no_reentry,full,base,3,3925,0.08997547165486097,-0.08530927926811605,-334.8389211273541,0.08895121406599363,0.08895121406599342,0.5943949044585988,50.216815286624204
no_reentry,full,base,4-5,3512,0.08050798890493548,-0.09448442711313451,-331.8293080213276,0.08815169906711402,0.08815169906711381,0.5999430523917996,53.12329157175399
no_reentry,full,base,6-10,2540,0.058226165096394104,-0.14915206279620583,-378.8462395023621,0.1006419230912948,0.10064192309129458,0.6220472440944882,53.84763779527559
no_reentry,full,base,11+,1237,0.028356600875684847,-0.20461350119921792,-253.10690098343224,0.06723879665827258,0.06723879665827243,0.6410670978172999,62.431689571544055
no_reentry,oos_warm,all,1,7039,0.5254553598088981,-0.0819738975981784,-577.0142651935793,0.3878393934424787,0.3878393934424795,0.5833214945304731,63.396647251029975
no_reentry,oos_warm,all,2,2626,0.19602866527321589,-0.12694393234561255,-333.35476633957825,0.22406397584456095,0.22406397584456145,0.6031987814166032,65.78408225437929
no_reentry,oos_warm,all,3,1220,0.09107196177963571,-0.08173571999503437,-99.71757839394202,0.06702504158521043,0.06702504158521057,0.5877049180327869,64.3360655737705
no_reentry,oos_warm,all,4-5,1147,0.08562257390265751,-0.07931639484284793,-90.97590488474657,0.06114933702123205,0.061149337021232174,0.5884917175239756,69.15082824760245
no_reentry,oos_warm,all,6-10,841,0.06277993430874888,-0.18458661895798098,-155.23734654366245,0.10434258207275925,0.10434258207275947,0.6325802615933412,66.95362663495838
no_reentry,oos_warm,all,11+,523,0.039041504926843835,-0.4425738895556776,-231.46614423761932,0.15557967003375656,0.1555796700337569,0.7265774378585086,78.32313575525812
no_reentry,oos_warm,15m,1,4816,0.5217768147345612,-0.09308367284148508,-448.2909684045919,0.3989221440255452,0.3989221440255453,0.5801495016611296,76.95390365448505
no_reentry,oos_warm,15m,2,1838,0.19913326110509208,-0.14404620084726621,-264.75691715727555,0.23560010011768098,0.23560010011768104,0.6017410228509249,78.84548422198041
no_reentry,oos_warm,15m,3,838,0.09079089924160347,-0.09515344715807632,-79.73858871846797,0.07095723763150559,0.0709572376315056,0.5847255369928401,77.59427207637232
no_reentry,oos_warm,15m,4-5,788,0.08537378114842904,-0.057092201424005326,-44.98865472211617,0.04003420069434466,0.040034200694344664,0.5723350253807107,83.80583756345177
no_reentry,oos_warm,15m,6-10,533,0.057746478873239436,-0.16053608054189406,-85.56573092882958,0.0761426556477821,0.07614265564778211,0.6153846153846154,84.0750469043152
no_reentry,oos_warm,15m,11+,417,0.04517876489707476,-0.48061073772222196,-200.41467763016644,0.17834366188314119,0.17834366188314124,0.7386091127098321,88.42685851318944
no_reentry,oos_warm,1h,1,1288,0.5380116959064327,-0.06486197156105816,-83.54221937064298,0.40986062058883305,0.4081054475345789,0.5877329192546584,39.392080745341616
no_reentry,oos_warm,1h,2,461,0.19256474519632413,-0.11214782934808404,-51.700149329466775,0.25364247500655673,0.2525562851771795,0.6117136659436009,40.79826464208243
no_reentry,oos_warm,1h,3,205,0.08563074352548036,-0.05411284489276849,-11.093133203017532,0.05442324244094787,0.05419018221544912,0.5902439024390244,41.048780487804876
no_reentry,oos_warm,1h,4-5,197,0.0822890559732665,0.0022249545522254797,0.43831604678842284,-0.0021503916020439847,0.0021411828388537574,0.5685279187817259,42.15736040609137
no_reentry,oos_warm,1h,6-10,160,0.06683375104427736,-0.2590965121797611,-41.45544194876175,0.2033816349613823,0.20251068042834733,0.66875,46.44375
no_reentry,oos_warm,1h,11+,83,0.03467000835421888,-0.19853223002754578,-16.4781750922863,0.08084241860432555,0.08049622180559139,0.6506024096385542,41.1566265060241
no_reentry,oos_warm,2h,1,616,0.525149190110827,-0.04727964000713395,-29.124258244394525,0.2768602406961601,0.254944121747857,0.5909090909090909,29.256493506493506
no_reentry,oos_warm,2h,2,213,0.1815856777493606,-0.0977471996987599,-20.820153535835857,0.19791998377750822,0.1822527363034499,0.6150234741784038,30.71361502347418
no_reentry,oos_warm,2h,3,121,0.10315430520034101,0.03736780269404795,4.521504125979801,-0.04298220095848739,0.03957975130917181,0.5619834710743802,31.487603305785125
no_reentry,oos_warm,2h,4-5,106,0.09036658141517477,-0.3321444357230676,-35.207310186645145,0.3346867855223411,0.3081931460474601,0.7075471698113207,33.632075471698116
no_reentry,oos_warm,2h,6-10,99,0.08439897698209718,-0.11993212916468007,-11.873280787303324,0.11286946259853944,0.10393477207843925,0.6262626262626263,29.757575757575758
no_reentry,oos_warm,2h,11+,18,0.015345268542199489,-0.7050724181107201,-12.691303525992963,0.12064572836393915,0.11109547251362185,0.8333333333333334,30.166666666666668
no_reentry,oos_warm,4h,1,319,0.5325542570951586,-0.05033485634466519,-16.056819173948202,0.29202253681635204,0.2555606854123301,0.5987460815047022,21.567398119122256
no_reentry,oos_warm,4h,2,114,0.19031719532554256,0.034407488447363105,3.922453682999395,-0.071336972948701,0.06242985867038062,0.5701754385964912,21.763157894736842
no_reentry,oos_warm,4h,3,56,0.09348914858096828,-0.23941715354350435,-13.407360598436247,0.2438373012457758,0.21339184473509404,0.6785714285714286,22.160714285714285
no_reentry,oos_warm,4h,4-5,56,0.09348914858096828,-0.200326000406672,-11.21825602277363,0.2040244426331262,0.17855000839534757,0.6607142857142857,25.125
no_reentry,oos_warm,4h,6-10,49,0.08180300500834725,-0.3335284260972933,-16.342892878767366,0.2972253088033024,0.26011384075960137,0.7142857142857143,22.836734693877553
no_reentry,oos_warm,4h,11+,5,0.008347245409015025,-0.3763975978347132,-1.8819879891735665,0.03422738345014528,0.029953762027246273,0.6,26.0
no_reentry,oos_warm,base,1,7039,0.5254553598088981,-0.0819738975981784,-577.0142651935793,0.3878393934424787,0.3878393934424795,0.5833214945304731,63.396647251029975
no_reentry,oos_warm,base,2,2626,0.19602866527321589,-0.12694393234561255,-333.35476633957825,0.22406397584456095,0.22406397584456145,0.6031987814166032,65.78408225437929
no_reentry,oos_warm,base,3,1220,0.09107196177963571,-0.08173571999503437,-99.71757839394202,0.06702504158521043,0.06702504158521057,0.5877049180327869,64.3360655737705
no_reentry,oos_warm,base,4-5,1147,0.08562257390265751,-0.07931639484284793,-90.97590488474657,0.06114933702123205,0.061149337021232174,0.5884917175239756,69.15082824760245
no_reentry,oos_warm,base,6-10,841,0.06277993430874888,-0.18458661895798098,-155.23734654366245,0.10434258207275925,0.10434258207275947,0.6325802615933412,66.95362663495838
no_reentry,oos_warm,base,11+,523,0.039041504926843835,-0.4425738895556776,-231.46614423761932,0.15557967003375656,0.1555796700337569,0.7265774378585086,78.32313575525812
