arm,label,combine_obs,retap_mode,segment,adopted_arm,num_cells,num_symbols,num_trades,win_rate,mean_net_r,gross_r,slippage_r,entry_fee_r,take_profit_fee_r,stop_fee_r,other_fee_r,funding_r,cost_r,identity_max_abs,stop_width_p50,stop_width_p90,entry_in_zone_p50,retap_trades,retap_trade_share,reentry_trades,zone_retap_and_reentry,total_return_flat,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,max_effective_concurrent_risk,liquidation_events,symbols_below_gate,min_symbol_trades,exclude
split_every,분리·매탭,False,every_tap,full,True,44,11,45675,0.4044006568144499,-0.0985272088683059,0.0776527519572692,0.10609671545688,0.0266870029459419,0.0109241765934055,0.031510156158956,4.118960716572604e-06,0.0009577907096736,0.1761799608255732,5.684341886080804e-14,0.0085449512502915,0.0267044152116693,-0.0080102961840463,14466,0.3167159277504105,5694,0,-26.827943584818147,20.06140848084553,-1.3372911284087183,21,382.1138418403372,382.1138418403372,41194,0,3080,-DOT
split_every,분리·매탭,False,every_tap,oos_warm,True,44,11,13755,0.400945110868775,-0.1196770774382486,0.0771124899424924,0.1191344161864858,0.0299587625976593,0.0122492374280052,0.0353885641038357,1.3677464974878494e-05,4.49095997794012e-05,0.1967895673807409,5.684341886080804e-14,0.0071982101282841,0.021203271482007,-0.0089783736177665,4421,0.3214103962195565,1457,0,-9.988390475727709,8.740381870978773,-1.1427865078633204,16,81.14821599255887,81.14821599255887,11079,0,686,-DOT
split_every,분리·매탭,False,every_tap,full,True,44,11,46217,0.4046130211826817,-0.0961759175112619,0.0772040760691331,0.1044644915442307,0.0262948171676882,0.0107929968565638,0.0309886657995747,4.070656484182307e-06,0.0008349515558523,0.1733799935803939,5.684341886080804e-14,0.0087068845965758,0.0271168691001754,-0.0077494553376872,14692,0.3178916848778588,5719,0,-26.893293288051105,21.90093046029248,-1.2279520880087735,24,315.032227879577,315.032227879577,41259,0,3119,-ETH
split_every,분리·매탭,False,every_tap,oos_warm,True,44,11,13717,0.3979004155427572,-0.1258822269794302,0.068708185316737,0.1179318934831233,0.0296416992519391,0.0120947558618783,0.0350604819414037,1.3715355451589535e-05,-0.0001521335976288,0.1945904122961679,5.684341886080804e-14,0.0072844332752765,0.0215702439383943,-0.0087256410256377,4392,0.3201866297295327,1422,0,-10.835460309981794,10.191858579363618,-1.063148612748742,17,117.40040990501548,117.40040990501548,11207,0,698,-ETH
split_every,분리·매탭,False,every_tap,full,True,44,11,45847,0.4040613344384584,-0.0992947836361119,0.0768444230054786,0.1061808415363022,0.026702952107502,0.0109222468777754,0.0315455723840525,4.103507988078907e-06,0.000783490227969,0.1761392066415892,5.684341886080804e-14,0.0085222088251139,0.0265327169057323,-0.0080774550484102,14590,0.3182323816171178,5757,0,-26.916957583185507,19.395145776025508,-1.3878192973655177,24,3268.931257534906,3268.931257534906,41649,0,3082,-LINK
split_every,분리·매탭,False,every_tap,oos_warm,True,44,11,13826,0.4017069289743961,-0.1173482208660628,0.0789511240996422,0.1189353280036615,0.0299321593936352,0.0122760606098275,0.0352825966583141,1.3607227739726146e-05,-0.0001404069274733,0.1962993449657053,5.684341886080804e-14,0.0072159605736628,0.0208859977861621,-0.0093096870342723,4474,0.3235932301461015,1487,0,-9.865725388488835,8.82884346447075,-1.1174425538509922,16,154.3637470941669,154.3637470941669,11298,0,686,-LINK
split_every,분리·매탭,False,every_tap,full,True,44,11,45875,0.4047956403269754,-0.0966704013216551,0.0782567155261467,0.1054139457420638,0.0265334704888764,0.0108904938136439,0.0312709894549836,4.101003394647492e-06,0.0008141163448378,0.1749271168478001,5.684341886080804e-14,0.00860755107172,0.026804947269374,-0.0078266015863322,14499,0.3160544959128065,5740,0,-26.64021032145935,20.14652514391921,-1.3223228388593913,22,107.61369091678796,107.61369091678796,41326,0,3090,-LTC
split_every,분리·매탭,False,every_tap,oos_warm,True,44,11,13776,0.4011324041811847,-0.1184657270132409,0.0772922363572854,0.1186007496666806,0.0298432431910696,0.012231816633707,0.035192673094221,1.3656615180709472e-05,-0.0001241758303328,0.1957579633705267,5.684341886080804e-14,0.0072260658646808,0.0213589601365448,-0.00871789099526,4447,0.322807781649245,1455,0,-9.978337789623357,8.923027411181703,-1.1182681986518628,17,111.09731538029575,111.09731538029575,11058,0,689,-LTC
split_every,분리·매탭,False,every_tap,full,True,44,11,45906,0.4020607328018124,-0.1047400380054795,0.0719979494564675,0.1064373759742589,0.0267437633495205,0.0109002455010735,0.031669170184948,4.089741338602377e-06,0.0009833427108065,0.1767379874619453,5.684341886080804e-14,0.0085222088251139,0.0265049550114727,-0.0080804020100482,14549,0.316930248769224,5768,0,-28.86611924858184,15.705978942827036,-1.83790640199254,23,1049.8624719418185,1049.8624719418185,39345,0,3073,-SOL
split_every,분리·매탭,False,every_tap,oos_warm,True,44,11,13666,0.3982145470510757,-0.1257372846794827,0.0701044566638679,0.1186106629876743,0.0298150985700523,0.0121701526378917,0.0352567513702383,1.3738011553481683e-05,-2.4662234059882264e-05,0.1958417413433511,5.684341886080804e-14,0.0072643002853918,0.0214418018633209,-0.0091450058479521,4404,0.3222596224206059,1422,0,-10.722438205432177,9.63396926261488,-1.1129823973013029,16,219.58008811418853,219.58008811418853,11377,0,684,-SOL
split_every,분리·매탭,False,every_tap,full,True,44,11,47128,0.4062977423187914,-0.0914669000210447,0.0810102280378367,0.1036556513436771,0.0261322229714761,0.0107922682876946,0.0306668592289073,3.9919693330812615e-06,0.0012261342577929,0.1724771280588801,5.684341886080804e-14,0.008756606780828,0.0272626520371267,-0.0075956331877711,15062,0.3195976913936513,5937,0,-26.50191695620677,17.36099766502294,-1.5265203917168866,21,370.34267494122753,370.34267494122753,41298,0,3729,-TRX
split_every,분리·매탭,False,every_tap,oos_warm,True,44,11,14342,0.402942406916748,-0.1123813534592718,0.0807704508833841,0.1166598739118208,0.0294225859710286,0.0121679685854706,0.034481761338348,1.3117663556648562e-05,0.0004064968724313,0.1931518043426569,5.684341886080804e-14,0.0073594614395327,0.0217622962004607,-0.00851828877005,4681,0.3263840468553897,1543,0,-10.230847724618792,9.173637786736586,-1.115244351527672,17,194.2458438018091,194.2458438018091,11431,0,1053,-TRX
split_every,분리·매탭,False,every_tap,full,True,44,11,45795,0.4055682934818211,-0.094684012895956,0.0801568551654003,0.1053226910646749,0.0265208898998523,0.0109022271087807,0.0312231510802814,4.108167501462031e-06,0.000867800740265,0.1748408680613546,5.684341886080804e-14,0.00860755107172,0.0267961305129397,-0.0078089058524142,14468,0.3159296866470139,5632,0,-25.868409822577117,24.14685828670634,-1.071295052773741,22,243.82503848047145,243.82503848047145,41333,0,3083,-XRP
split_every,분리·매탭,False,every_tap,oos_warm,True,44,11,13882,0.4032560149834318,-0.112734880655735,0.0824206284215841,0.1181936351414964,0.0297706181774601,0.0122505106836937,0.0350123534486736,1.3552336171261613e-05,-8.516071017630465e-05,0.1951555090773192,5.684341886080804e-14,0.0072650250655785,0.0211827332815746,-0.0087873035006031,4477,0.3225039619651347,1486,0,-9.655161397482924,8.875286345560257,-1.087870410210797,16,50.26481251232389,50.26481251232389,11095,0,689,-XRP
split_every,분리·매탭,False,every_tap,full,True,36,9,38109,0.4045763467947204,-0.0984392648113665,0.078735243876739,0.1070404618071947,0.0269216487884024,0.0110159517080063,0.0317983205868139,1.7514868055248777e-06,0.0003963743108824,0.1771745086881052,5.684341886080804e-14,0.0084537883999567,0.0260030647792285,-0.0081505285412268,11845,0.3108189666482983,4639,0,-21.984351496449825,20.63190877435389,-1.065551022781618,19,6129.113952899195,6129.113952899195,36151,0,3193,-new3
split_every,분리·매탭,False,every_tap,oos_warm,True,36,9,11467,0.4052498473881573,-0.1089863937353844,0.0886646818379043,0.1199331382285006,0.0301993592108958,0.0124130117996767,0.0355543666139756,5.820825906666744e-06,-0.0004546211056667,0.1976510755732885,5.684341886080804e-14,0.007151616629721,0.0203663930226396,-0.0093213793103432,3650,0.3183047004447545,1183,0,-6.991174711290171,6.245102427700304,-1.1194651796711363,14,44.90725274152493,44.90725274152493,9021,0,713,-new3
merge_every,병합·매탭,True,every_tap,full,False,44,11,41757,0.4050338865339943,-0.0902503707091574,0.0751205592094099,0.0995450168475466,0.0250569737426608,0.0102859204066234,0.0295277283544838,4.608534534909168e-06,0.0009506820327192,0.1653709299185668,5.684341886080804e-14,0.0093776999046549,0.0302712472263102,-0.0062365878593656,10179,0.2437675120339104,5610,0,-22.626129988354815,14.17866928226253,-1.5957865676901026,22,392.87184205495623,392.87184205495623,35299,0,2924,-ADA
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12578,0.3990300524725712,-0.1176985547645907,0.0679225189995333,0.1124181748436488,0.0282530495985325,0.0115241748332676,0.0334246516516736,1.5299616518858494e-05,-1.4276779517593409e-05,0.1856210737641248,5.684341886080804e-14,0.0078446728845029,0.0240630982426487,-0.0071011494252886,3105,0.2468595961202098,1473,0,-9.1356041864398,8.4571222715131,-1.0802260973820956,18,54.434134666605416,54.434134666605416,10219,0,664,-ADA
merge_every,병합·매탭,True,every_tap,full,False,44,11,41459,0.4053160954195711,-0.0897261726278602,0.0758912760110453,0.0994781799816307,0.0250696505575245,0.0103381502555979,0.0294505611136811,3.0047285830096357e-06,0.0012779020018895,0.165617448638905,5.684341886080804e-14,0.00936827009299,0.0299871035490088,-0.0060687618531579,10196,0.2459297136930461,5410,0,-23.25144280521546,13.828925698254478,-1.681362913689696,24,179.30840726191713,179.30840726191713,36078,0,2926,-BCH
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12519,0.3997124370956146,-0.1156623152129329,0.0695381381412188,0.1120492679032425,0.0281722256147755,0.0115104935493365,0.0332965089606796,9.950718294032789e-06,0.0001620066078234,0.1852004533541526,5.684341886080804e-14,0.0079018090447008,0.0243210258306773,-0.0069117808973314,3082,0.2461857975876667,1452,0,-9.220687290489996,7.5889209862684925,-1.2150195406137505,17,69.10193909727322,69.10193909727322,9777,0,662,-BCH
merge_every,병합·매탭,True,every_tap,full,False,44,11,42278,0.4047495151142438,-0.0900129016897883,0.0737430786502732,0.098341003545481,0.0247668127692923,0.0101872183005665,0.0291448072462825,4.542521210431647e-06,0.0013115959572302,0.1637559803400619,5.684341886080804e-14,0.0095292352749947,0.0307709083092762,-0.0059505526468847,10394,0.2458489048677799,5703,0,-23.39625712961439,14.411253482284426,-1.6234713488576908,25,224.77942085040263,224.77942085040263,35366,0,2959,-BNB
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12897,0.3996278204233542,-0.1139037426655589,0.0684130004311588,0.1103856684984517,0.0277732858596033,0.0113782275137513,0.0327584366644297,1.4890960047656756e-05,6.233600433507576e-06,0.1823167430967184,5.684341886080804e-14,0.0080364834847723,0.0246171907417833,-0.0066409911161454,3204,0.2484298674110258,1519,0,-9.099738734492062,8.465295627905572,-1.0749463615298998,17,210.73354130956193,210.73354130956193,10412,0,690,-BNB
merge_every,병합·매탭,True,every_tap,full,False,44,11,42440,0.4029688972667295,-0.0933755561107161,0.0687369315748501,0.0976175237711792,0.0245458821312664,0.0100339685250483,0.0290077669535732,4.508021983853535e-06,0.000902838282516,0.1621124876855657,5.684341886080804e-14,0.0096038934789153,0.0311125054141115,-0.0059505526468847,10350,0.2438737040527804,5595,0,-24.35333783747295,19.966385525947903,-1.2197168989762246,25,2043.0347620424177,2043.0347620424177,37764,0,2963,-BTC
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12944,0.3982540173053152,-0.1166547651786635,0.0645772431302723,0.1099028842166684,0.027616058386845,0.0112562762783863,0.0326866533321617,1.4780628321596418e-05,-0.0002446445334473,0.1812320083089368,5.684341886080804e-14,0.0081084811944937,0.0248029700447772,-0.0066644067796607,3188,0.2462917181705809,1480,0,-9.305336552123787,8.277978043095894,-1.1241074213629674,18,41.51494904256861,41.51494904256861,10205,0,690,-BTC
merge_every,병합·매탭,True,every_tap,full,False,44,11,41532,0.4035683328517769,-0.0941551753602943,0.0717078331444926,0.0998559752717961,0.0251305968779808,0.0103080271760088,0.0296320750506854,1.8050964073934911e-06,0.0009345290319094,0.1658630085047869,5.684341886080804e-14,0.0093482301987811,0.029907214367384,-0.0061025008805907,10099,0.2431618992584031,5499,0,-24.040946384797667,21.77435805469268,-1.1040943813090511,23,182.21584753488588,182.21584753488588,38392,0,2949,-DOGE
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12508,0.3996642149024624,-0.1158599782908243,0.0697984524002219,0.1125042116215536,0.0282800487676273,0.0115441066612994,0.0334488082038198,5.993705148054564e-06,-0.0001247382684017,0.1856584306910475,5.684341886080804e-14,0.007855691979856,0.0240861227308685,-0.0068252212447897,3058,0.2444835305404541,1449,0,-8.670208475960715,7.627784873692344,-1.136661379355835,18,59.073067904558954,59.073067904558954,10104,0,685,-DOGE
merge_every,병합·매탭,True,every_tap,full,False,44,11,41448,0.404723991507431,-0.0916788607836713,0.0746445744247886,0.1000405425419823,0.0251647229551854,0.0103030056615768,0.029708831673738,4.444526231762285e-06,0.0011018878497466,0.1663234352084596,5.684341886080804e-14,0.0092971836077821,0.0301219996213533,-0.0062420037926677,10123,0.2442337386604902,5516,0,-22.988287799348093,15.22310740133523,-1.5100916779534626,23,9782.05149493676,9782.05149493676,35397,0,2952,-DOT
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12596,0.3992537313432835,-0.117029467101774,0.0684559602462848,0.1123098127132179,0.0282029929690994,0.0114675631464368,0.0334386930866148,1.4625017724204764e-05,5.174041496516753e-05,0.1854854273480593,5.684341886080804e-14,0.007892373224436,0.0243043460152579,-0.007098070956179,3083,0.2447602413464591,1451,0,-9.023225489009697,7.691043315129191,-1.173212153318646,17,87.26740184504733,87.26740184504733,9724,0,685,-DOT
merge_every,병합·매탭,True,every_tap,full,False,44,11,41836,0.404579787742614,-0.0904384030889483,0.0733754990529287,0.0985704957196658,0.0248121817995419,0.0101860406291155,0.0292375777024775,4.626639708422012e-06,0.0010029796513689,0.1638139021418769,5.684341886080804e-14,0.0094977350182741,0.0308552128698758,-0.0060222576574592,10282,0.2457691939956018,5510,0,-23.026158901932128,15.955765310363605,-1.4431246921748186,25,429.562638876075,429.562638876075,34984,0,2970,-ETH
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12552,0.3952358189929891,-0.1261637383469798,0.0577918958825191,0.1115397744338212,0.0279928195156896,0.0113533088069224,0.0332421016081442,1.5420657970167565e-05,-0.0001877907930483,0.1839556342295003,5.684341886080804e-14,0.0079422241567206,0.0243940160560725,-0.0067299771167065,3085,0.2457775653282345,1418,0,-10.031411136746186,9.595562798934404,-1.045421862890646,18,30.35207777999149,30.35207777999149,10289,0,700,-ETH
merge_every,병합·매탭,True,every_tap,full,False,44,11,41448,0.404169079328315,-0.0930950266844651,0.0732945203530886,0.1001859408601037,0.0251927292031535,0.010300560827198,0.0297689548623931,4.625321314280955e-06,0.0009367359633926,0.1663895470375538,5.684341886080804e-14,0.0092754515103842,0.0300091442653628,-0.0062997340425519,10177,0.2455365759505887,5555,0,-23.13972197190797,13.93194757450493,-1.6609107842361543,24,445.88428487282346,445.88428487282346,34622,0,2926,-LINK
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12584,0.3986808645899555,-0.1183045608734831,0.0668382954460216,0.1122255067803081,0.0281719889142918,0.0114389848655861,0.0334326187629549,1.5234449923261047e-05,-0.0001414774535593,0.1851428563195059,5.684341886080804e-14,0.0079085017384732,0.0241191733609203,-0.0072089213300894,3101,0.2464240305149396,1477,0,-9.06656164344808,7.975913885671361,-1.136742669668996,19,59.89623109376565,59.89623109376565,10151,0,672,-LINK
merge_every,병합·매탭,True,every_tap,full,False,44,11,41535,0.4049355964848922,-0.0903895463502134,0.0747959748043178,0.0994219766328518,0.025026645033829,0.0102744444715089,0.0294899350908798,4.615633028393332e-06,0.0009679042924342,0.1651855211545311,5.684341886080804e-14,0.0093919093964595,0.0303330292311177,-0.0060312999993905,10097,0.2430961839412543,5546,0,-22.573489511219712,15.000750671606154,-1.5048239921717688,23,1291.9075597187536,1291.9075597187536,34427,0,2950,-LTC
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12574,0.3987593446794973,-0.1177860952970941,0.066943991133241,0.1119502614656807,0.0281358513178802,0.0114768650572878,0.0332847234472947,1.5246565757461192e-05,-0.0001328614235657,0.1847300864303359,5.684341886080804e-14,0.0078937952121463,0.0243592255549379,-0.0066957624144563,3070,0.2441546047399395,1450,0,-9.287969805586108,8.147644217385714,-1.1399577052919332,18,137.87588175892554,137.87588175892554,9976,0,682,-LTC
merge_every,병합·매탭,True,every_tap,full,False,44,11,41526,0.4022299282377305,-0.0982995714583535,0.0685447643715016,0.1003257685380955,0.0252084857740823,0.010275177197966,0.0298492975056344,4.607244930760103e-06,0.0011809995691475,0.1668443358298548,5.684341886080804e-14,0.0092782072854906,0.0297530920445727,-0.0063489561157776,10177,0.2450753744641911,5555,0,-24.772072453269047,13.324728667134568,-1.859105207475582,24,449.2111775993671,449.2111775993671,34164,0,2930,-SOL
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12494,0.3961101328637746,-0.1244906790714193,0.0603957613620594,0.1120003499847347,0.0280885002459203,0.0113608651872005,0.033419315295518,1.5312986473086606e-05,2.0967336316400773e-06,0.1848864404334794,5.684341886080804e-14,0.0079179248470676,0.0243592255549379,-0.0071342080228307,3077,0.2462782135425004,1418,0,-9.654359562926146,8.580106328123037,-1.1252027881381874,18,47.51920271989787,47.51920271989787,10314,0,683,-SOL
merge_every,병합·매탭,True,every_tap,full,False,44,11,42631,0.405573409021604,-0.0875189250230118,0.0754087861141817,0.0977288502684947,0.0246329544379464,0.0101648298815977,0.0289228241172751,4.496969759900472e-06,0.0014737554621212,0.1629277111371931,5.684341886080804e-14,0.0095566049288015,0.0309061221983171,-0.0059194630872471,10496,0.2462058126715301,5741,0,-23.18587076962741,13.91317398723363,-1.6664688295353862,22,330.73826447248985,330.73826447248985,35150,0,3383,-TRX
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,13096,0.3998167379352474,-0.1136647284428563,0.0684646890362264,0.1099505858864887,0.027682383604098,0.0113705572420742,0.0325924195200243,1.4638845283622253e-05,0.0005188323811137,0.182129417479084,5.684341886080804e-14,0.0080810187599063,0.0248309149980376,-0.0066123616794194,3290,0.2512217470983506,1533,0,-9.833346817713846,8.525125663661795,-1.1534547648521267,18,379.0856820006825,379.0856820006825,10365,0,971,-TRX
merge_every,병합·매탭,True,every_tap,full,False,44,11,41539,0.4056669635763981,-0.0884244637435516,0.0765494813663014,0.099248377943408,0.0249966625650513,0.0102842996785285,0.0294110310258483,4.615188565789187e-06,0.0010289587084525,0.1649739451098529,5.684341886080804e-14,0.0093930636978237,0.0302712472263102,-0.0060836795252192,10106,0.2432894388406076,5498,0,-21.64028555151268,14.961572864203916,-1.4463910812002805,23,83.8315835559136,83.8315835559136,34110,0,2921,-XRP
merge_every,병합·매탭,True,every_tap,oos_warm,False,44,11,12678,0.3995898406688752,-0.115427527054735,0.0688211169479537,0.1116292153456579,0.0280553160600231,0.0114446689097561,0.0331890495658422,1.5121495333200583e-05,-8.472737392374955e-05,0.1842486440026897,5.684341886080804e-14,0.0079545954714059,0.0243175275006191,-0.006961538461537,3127,0.2466477362359993,1487,0,-8.985663970121172,8.038451326130819,-1.117835215461369,17,871.8554910941372,871.8554910941372,9996,0,676,-XRP
merge_every,병합·매탭,True,every_tap,full,False,36,9,34526,0.4052018768464345,-0.0908332815177433,0.0765220974507328,0.1010231054464136,0.0254235619576304,0.0104277752996514,0.0299796015270211,2.1713857380486153e-06,0.0004991633520225,0.1673553789684762,5.684341886080804e-14,0.0091790502596595,0.0294680192264729,-0.0062857142857119,8176,0.2368070439668655,4507,0,-18.79801411166452,17.534865397738766,-1.0720364077667026,21,1388.4022178213509,1388.4022178213509,31161,0,3043,-new3
merge_every,병합·매탭,True,every_tap,oos_warm,False,36,9,10476,0.403684612447499,-0.1060760589182902,0.0803262735227719,0.1131901968293478,0.0284729611785292,0.0116574501482067,0.0336107202041909,7.156287131716923e-06,-0.0005361522063441,0.1864023324410623,5.684341886080804e-14,0.007806996826555,0.0235609538180167,-0.0070983606557398,2476,0.2363497518136693,1194,0,-6.451392274375801,5.798230233293352,-1.1126485177032128,17,21.666988820262674,21.666988820262674,8206,0,715,-new3
split_once,분리·첫탭만,False,once,full,False,44,11,39697,0.4109378542459128,-0.0795549810815609,0.0930335901984152,0.1039177205892287,0.0262886139410788,0.0110024708882981,0.0305632424751074,4.6899782969155656e-06,0.0008118334079677,0.1725885712799764,5.684341886080803e-14,0.0086766225514378,0.0268059005898993,-0.0133230769230743,0,0.0,13077,0,-18.483751625245283,9.135367489704494,-2.0233177971303684,21,522.9503178863254,522.9503178863254,32047,0,2729,-ADA
split_once,분리·첫탭만,False,once,oos_warm,False,44,11,12042,0.4079887061949842,-0.0999200944759747,0.0942134583838034,0.1175549495175896,0.0297111771073395,0.012389520770372,0.0346185153509866,1.5460726494988975e-05,-0.0001560706130048,0.194133552859778,5.684341886080803e-14,0.00729453195092,0.0208284954918149,-0.0162052191064757,0,0.0,3865,0,-7.1772524030551255,7.209819869493523,-0.9954829015110076,13,26.64163391071277,26.64163391071277,9413,0,616,-ADA
split_once,분리·첫탭만,False,once,full,False,44,11,39643,0.4109931135383295,-0.0796775502935614,0.0932207713233943,0.1039178094065142,0.0263009930291138,0.0110272186007772,0.0305406732812059,2.596760233244212e-06,0.0011090305391128,0.1728983216169559,5.684341886080803e-14,0.0086627275738557,0.0267034955796435,-0.0131027027026998,0,0.0,12990,0,-18.95195459351745,9.987410695252004,-1.8975843861639907,22,59.052356433980094,59.052356433980094,33101,0,2739,-BCH
split_once,분리·첫탭만,False,once,oos_warm,False,44,11,11940,0.4036013400335008,-0.1111665699262467,0.0831576081901433,0.1175788584834957,0.0296521322027399,0.0122597152201687,0.0347624437425858,8.621722439405385e-06,6.240674496002916e-05,0.1943241781163895,5.684341886080803e-14,0.0073060530692855,0.0211160155940513,-0.0158870668095711,0,0.0,3776,0,-8.058195458099785,6.56270099021192,-1.2278778920627882,16,20.283159654032826,20.283159654032826,9327,0,616,-BCH
