symbol,timeframe,segment,tp_rule,guard,r_multiple,eligible,filled,num_trades,fill_rate,total_return,max_drawdown,win_rate,sharpe,mean_gross_r,n_take_profit,n_stop_loss,n_end_of_data
SOL/USDT:USDT,1h,full,entry_r,0.0,2.0,630,475,257,0.753968253968254,0.3620879091620918,0.1162042429172661,0.4280155642023346,8.936568390017959,0.2840466926070039,110,147,0
SOL/USDT:USDT,1h,full,zone_height,0.003,2.0,630,475,244,0.753968253968254,0.3724314194879713,0.1207209623869122,0.3811475409836065,8.844741787271904,0.2425318160889174,93,151,0
SOL/USDT:USDT,1h,full,zone_height,0.0,2.0,630,475,252,0.753968253968254,0.4813463197935713,0.1150590167499961,0.3849206349206349,10.46908569683748,0.4169232921301342,97,155,0
SOL/USDT:USDT,1h,full,entry_r,0.003,3.0,630,475,213,0.753968253968254,0.0952814372844541,0.1371385868714622,0.2910798122065727,3.1412627711295116,0.164319248826291,62,151,0
SOL/USDT:USDT,1h,full,entry_r,0.0,3.0,630,475,222,0.753968253968254,0.1229062630076599,0.1310604168411444,0.3153153153153153,3.7085325912139546,0.2612612612612612,70,152,0
SOL/USDT:USDT,1h,full,zone_height,0.003,3.0,630,475,212,0.753968253968254,0.1713554204920707,0.1453767024628759,0.2735849056603773,4.614003755084634,0.2238599389029414,58,154,0
SOL/USDT:USDT,1h,full,zone_height,0.0,3.0,630,475,220,0.753968253968254,0.322218952013229,0.1443349133392865,0.2818181818181818,7.178376548906433,0.5376757581094116,62,158,0
SOL/USDT:USDT,1h,is,entry_r,0.003,1.0,414,328,204,0.7922705314009661,0.410464479044329,0.061395326951079,0.6421568627450981,17.84602931058636,0.284313725490196,131,73,0
SOL/USDT:USDT,1h,is,entry_r,0.0,1.0,414,328,211,0.7922705314009661,0.4145654667386743,0.0613341884928122,0.6445497630331753,17.68592410847545,0.3080568720379146,138,73,0
SOL/USDT:USDT,1h,is,zone_height,0.003,1.0,414,328,198,0.7922705314009661,0.3292642922381595,0.0853902266976237,0.5757575757575758,13.614628740574627,0.2646159787484972,114,84,0
SOL/USDT:USDT,1h,is,zone_height,0.0,1.0,414,328,204,0.7922705314009661,0.3491344492029391,0.0853902266976235,0.5686274509803921,13.981776854102014,0.3105883244831208,116,88,0
SOL/USDT:USDT,1h,is,entry_r,0.003,1.5,414,328,177,0.7922705314009661,0.1484904065769091,0.1156787342853798,0.4689265536723164,6.785090045085389,0.1723163841807907,83,94,0
SOL/USDT:USDT,1h,is,entry_r,0.0,1.5,414,328,184,0.7922705314009661,0.1579460143609818,0.11308872902211,0.4782608695652174,7.017210507649165,0.2228260869565219,90,94,0
SOL/USDT:USDT,1h,is,zone_height,0.003,1.5,414,328,175,0.7922705314009661,0.114990681419503,0.1163416974362544,0.4342857142857143,5.288579336348133,0.1354198286309368,76,99,0
SOL/USDT:USDT,1h,is,zone_height,0.0,1.5,414,328,181,0.7922705314009661,0.1471507800540594,0.1063242884180706,0.430939226519337,6.334607370589419,0.2328594011820176,78,103,0
SOL/USDT:USDT,1h,is,entry_r,0.003,2.0,414,328,171,0.7922705314009661,0.2638667567426433,0.1162042429172663,0.4152046783625731,9.870043365667028,0.2456140350877194,71,100,0
SOL/USDT:USDT,1h,is,entry_r,0.0,2.0,414,328,178,0.7922705314009661,0.2723496969407801,0.1162042429172661,0.4325842696629213,9.92922288781945,0.2977528089887641,77,101,0
SOL/USDT:USDT,1h,is,zone_height,0.003,2.0,414,328,168,0.7922705314009661,0.2258255529362242,0.1207209623869122,0.3809523809523809,8.413307718712085,0.2079478754889159,64,104,0
SOL/USDT:USDT,1h,is,zone_height,0.0,2.0,414,328,174,0.7922705314009661,0.2783268927336032,0.1150590167499961,0.3793103448275862,9.673658544579451,0.3498123671657831,66,108,0
SOL/USDT:USDT,1h,is,entry_r,0.003,3.0,414,328,140,0.7922705314009661,0.0472807463749206,0.1371385868714622,0.2857142857142857,2.5952401219079864,0.1428571428571428,40,100,0
SOL/USDT:USDT,1h,is,entry_r,0.0,3.0,414,328,147,0.7922705314009661,0.0631097969288037,0.1310604168411444,0.3129251700680272,3.106350294009014,0.2517006802721088,46,101,0
SOL/USDT:USDT,1h,is,zone_height,0.003,3.0,414,328,140,0.7922705314009661,0.0619188536026591,0.1453767024628759,0.2714285714285714,3.0700859824422295,0.1447464573329493,38,102,0
SOL/USDT:USDT,1h,is,zone_height,0.0,3.0,414,328,146,0.7922705314009661,0.1374484755597617,0.1443349133392865,0.273972602739726,5.391335462207965,0.4189223783128459,40,106,0
SOL/USDT:USDT,1h,oos,entry_r,0.003,1.0,198,132,79,0.6666666666666666,-0.0424144275609185,0.0914817646804932,0.5316455696202531,-5.097491471067912,0.0632911392405061,42,37,0
SOL/USDT:USDT,1h,oos,entry_r,0.0,1.0,198,132,81,0.6666666666666666,-0.0406473877532122,0.0914817646804932,0.5432098765432098,-4.801079685541749,0.0864197530864195,44,37,0
SOL/USDT:USDT,1h,oos,zone_height,0.003,1.0,198,132,79,0.6666666666666666,-0.0632974890350497,0.1087774276216908,0.4556962025316455,-6.8361301967801715,0.0447449323991991,36,43,0
SOL/USDT:USDT,1h,oos,zone_height,0.0,1.0,198,132,81,0.6666666666666666,-0.0479821424529578,0.1087774276216912,0.4691358024691358,-4.893250125532839,0.1668178827497718,38,43,0
SOL/USDT:USDT,1h,oos,entry_r,0.003,1.5,198,132,71,0.6666666666666666,-0.0840189793175503,0.135625243926641,0.3943661971830985,-9.771514633874265,-0.0140845070422539,28,43,0
SOL/USDT:USDT,1h,oos,entry_r,0.0,1.5,198,132,73,0.6666666666666666,-0.0804739842291246,0.132279973450888,0.410958904109589,-9.181258308635885,0.0273972602739718,30,43,0
SOL/USDT:USDT,1h,oos,zone_height,0.003,1.5,198,132,71,0.6666666666666666,-0.0063261338636546,0.1056324560113062,0.380281690140845,0.0198959693674865,0.1752122124377436,27,44,0
SOL/USDT:USDT,1h,oos,zone_height,0.0,1.5,198,132,73,0.6666666666666666,0.0191849928421443,0.1056324560113062,0.3972602739726027,2.3998086234187292,0.3754269225735894,29,44,0
SOL/USDT:USDT,1h,oos,entry_r,0.003,2.0,198,132,67,0.6666666666666666,-0.0352495657903075,0.1101183291751687,0.3582089552238806,-3.2102117691731946,0.0746268656716417,24,43,0
SOL/USDT:USDT,1h,oos,entry_r,0.0,2.0,198,132,69,0.6666666666666666,-0.0295604125224086,0.1101183291751688,0.3768115942028985,-2.5446196986771374,0.1304347826086956,26,43,0
SOL/USDT:USDT,1h,oos,zone_height,0.003,2.0,198,132,66,0.6666666666666666,0.0168965995220118,0.111310559662862,0.3333333333333333,2.242893082736498,0.2037910477076388,22,44,0
SOL/USDT:USDT,1h,oos,zone_height,0.0,2.0,198,132,68,0.6666666666666666,0.0525179004722171,0.1113105596628617,0.3529411764705882,5.241826474251405,0.4912501005160843,24,44,0
SOL/USDT:USDT,1h,oos,entry_r,0.003,3.0,198,132,63,0.6666666666666666,-0.0451863754520332,0.1152830606419839,0.2698412698412698,-3.579487661170192,0.0793650793650793,17,46,0
SOL/USDT:USDT,1h,oos,entry_r,0.0,3.0,198,132,65,0.6666666666666666,-0.0356795356435772,0.1064741559488967,0.2923076923076923,-2.608615090793464,0.1692307692307692,19,46,0
