symbol,timeframe,segment,gate,real_total_return,real_num_trades,real_long,real_short,pool_size,random_mean_return,random_ci_low,random_ci_high,random_p_value,iterations,bucket_fallback_count
BTC/USDT:USDT,15m,IS,current,0.047509562754852595,144,144,0,662,0.2966397406855154,-0.1693979982340192,0.8256885099361246,0.725,200,0
BTC/USDT:USDT,15m,IS,with_short,-0.11909307265204425,271,143,128,1278,0.14261480651268665,-0.27538085917706884,0.7536891726490667,0.725,200,0
BTC/USDT:USDT,15m,OOS,current,-0.07216322719927357,80,80,0,341,-0.048363938756919626,-0.143615291504177,0.04166353161887255,0.715,200,0
BTC/USDT:USDT,15m,OOS,with_short,0.017332080684594076,124,80,44,646,-0.003960899181445559,-0.13875061921091236,0.18056128432818133,0.355,200,0
BTC/USDT:USDT,1h,IS,current,0.13069833047497467,42,42,0,160,0.6456209907879585,-0.15028191637911587,2.77308888711992,0.33,200,0
BTC/USDT:USDT,1h,IS,with_short,0.3499274767350631,91,42,49,321,0.41835657434572854,-0.17032791044045917,2.7874652461307763,0.15,200,0
BTC/USDT:USDT,1h,OOS,current,0.021444933693516032,23,23,0,86,-0.033768363121022625,-0.10131901478926211,0.05406494703060871,0.095,200,0
BTC/USDT:USDT,1h,OOS,with_short,0.09012348304034767,50,23,27,151,-0.014643671677140226,-0.10256689109827402,0.10442338427181803,0.04,200,0
BTC/USDT:USDT,4h,IS,current,-0.02131101639976823,12,12,0,31,0.25538839805412766,-0.05123983418592797,1.5603673598985814,0.845,200,0
BTC/USDT:USDT,4h,IS,with_short,-0.014454855970214158,26,12,14,74,0.1950968729594712,-0.08238472467972206,1.5869451439947966,0.765,200,0
BTC/USDT:USDT,4h,OOS,current,-0.06112513529245753,8,8,0,16,-0.06126634051242115,-0.0827278098252822,-0.030503477441521862,0.595,200,0
BTC/USDT:USDT,4h,OOS,with_short,-0.10654154393648332,13,8,5,35,-0.024084222512454595,-0.12166566172084022,0.11946129496297944,0.955,200,0
BTC/USDT:USDT,1d,IS,current,-0.010175740365646198,1,1,0,3,-0.010175740365646184,-0.010175740365646198,-0.010175740365646198,1.0,200,0
BTC/USDT:USDT,1d,IS,with_short,-0.030181118986310686,3,1,2,10,-0.016394750426208738,-0.016394750426208703,-0.016394750426208703,1.0,200,0
BTC/USDT:USDT,1d,OOS,current,-0.01014752544653711,1,1,0,6,-0.01014752544653709,-0.01014752544653711,-0.01014752544653711,1.0,200,0
BTC/USDT:USDT,1d,OOS,with_short,-0.020254633157551688,2,1,1,8,-0.020355949245599247,-0.020355949245599185,-0.020355949245599185,0.0,200,0
ETH/USDT:USDT,15m,IS,current,-0.13642777841144943,147,147,0,679,-0.14149792100612985,-0.2820746708068831,-0.003028037402035261,0.465,200,0
ETH/USDT:USDT,15m,IS,with_short,-0.16172747502620677,315,146,169,1296,-0.20491426299635868,-0.4070273754171294,0.02847932872461206,0.305,200,0
ETH/USDT:USDT,15m,OOS,current,-0.024842500038849358,90,90,0,350,-0.05920302859836012,-0.180306142174488,0.07753780190304296,0.3,200,0
ETH/USDT:USDT,15m,OOS,with_short,-0.1014225170191372,164,89,75,649,-0.08689882509662857,-0.2717102056102922,0.17687136182328378,0.48,200,0
ETH/USDT:USDT,1h,IS,current,0.0217472429227475,45,45,0,159,0.02425997411486818,-0.1255777053392092,0.22094378910004617,0.43,200,0
ETH/USDT:USDT,1h,IS,with_short,-0.07274470043182774,98,45,53,310,-0.078947132725875,-0.2543796656536432,0.12802441874964224,0.435,200,0
ETH/USDT:USDT,1h,OOS,current,-0.03659148231238669,31,31,0,83,-0.07195222597820777,-0.1633499367552382,0.020116245701578918,0.255,200,0
ETH/USDT:USDT,1h,OOS,with_short,-0.022735332017294604,64,31,33,159,-0.059221168875867966,-0.17278542122322996,0.08401595189419003,0.26,200,0
ETH/USDT:USDT,4h,IS,current,-0.01240959172742696,14,14,0,41,0.04374895365761031,-0.07444983459292762,0.16907455803877328,0.755,200,0
ETH/USDT:USDT,4h,IS,with_short,-0.08557143184041015,28,14,14,73,-0.003950224373401188,-0.13310358312438403,0.11606792068132854,0.88,200,0
ETH/USDT:USDT,4h,OOS,current,0.017305067983871596,4,4,0,17,0.0144959230353631,-0.024914513502061347,0.04908704601238733,0.46,200,0
ETH/USDT:USDT,4h,OOS,with_short,0.015111703716213197,10,4,6,33,0.08400169087471915,-0.011085887961078697,0.17738849144087634,0.89,200,0
ETH/USDT:USDT,1d,IS,current,-0.010371540533980624,1,1,0,6,-0.010371540533980612,-0.010371540533980624,-0.010371540533980624,1.0,200,0
