symbol,timeframe,direction,month,net_pp_sum,num_trades,symbol_buy_hold,funding_gap
ETH/USDT:USDT,15m,short,2025-07,1.9144984194837975,20,0.5379027728662658,False
ETH/USDT:USDT,15m,short,2025-08,3.1437808438978765,16,0.2590508315119808,False
ETH/USDT:USDT,15m,short,2025-09,1.510847988450906,8,-0.0394736842105263,False
ETH/USDT:USDT,15m,short,2025-10,-1.6388769621970125,6,-0.1149211316543369,False
ETH/USDT:USDT,15m,short,2025-11,-2.871376849267792,8,-0.2278120109293568,False
ETH/USDT:USDT,15m,short,2025-12,-1.4985401328974848,2,0.0618165699721535,False
ETH/USDT:USDT,15m,short,2026-01,1.41228183034678,9,-0.1838840429110504,False
ETH/USDT:USDT,15m,short,2026-02,4.963325974957343,15,-0.1346648803018015,False
ETH/USDT:USDT,15m,short,2026-03,1.9337057212125708,14,0.0855888618930447,False
ETH/USDT:USDT,15m,short,2026-04,1.7970197888980302,13,0.0550261829063023,False
ETH/USDT:USDT,15m,short,2026-05,-0.5937536786600603,3,-0.1255393707994456,False
ETH/USDT:USDT,15m,short,2026-06,1.6298562249421449,5,-0.2166151545363908,False
ETH/USDT:USDT,15m,short,2026-07,-1.7350155791825366,9,0.2047896971166098,False
ETH/USDT:USDT,1h,long,2024-08,-1.026805244332785,1,-0.2154375685189292,False
ETH/USDT:USDT,1h,long,2024-09,1.8726935768310455,3,0.0729784908539727,False
ETH/USDT:USDT,1h,long,2024-10,2.0862949226955085,3,0.0292294174142264,False
ETH/USDT:USDT,1h,long,2024-11,0.6264542784667564,6,0.4754635546689918,False
ETH/USDT:USDT,1h,long,2024-12,4.336882456454524,5,-0.1009554757978464,False
ETH/USDT:USDT,1h,long,2025-01,1.6456228996268183,3,-0.0178188702610021,False
ETH/USDT:USDT,1h,long,2025-02,3.788081805879036,5,-0.282274678937944,False
ETH/USDT:USDT,1h,long,2025-03,1.0083594207520898,7,-0.1782053595596859,False
ETH/USDT:USDT,1h,long,2025-04,5.247396210560993,5,-0.0585544661565688,False
ETH/USDT:USDT,1h,long,2025-05,0.7512683542238967,2,0.375513692105879,False
ETH/USDT:USDT,1h,long,2025-07,4.482558286294098,4,0.5379027728662658,False
ETH/USDT:USDT,1h,long,2025-08,4.563467183756167,4,0.2590508315119808,False
ETH/USDT:USDT,1h,long,2025-09,4.470015296106143,5,-0.0394736842105263,False
ETH/USDT:USDT,1h,long,2025-10,7.038308061948739,8,-0.1149211316543369,False
ETH/USDT:USDT,1h,long,2025-11,1.832310444036017,3,-0.2278120109293568,False
ETH/USDT:USDT,1h,long,2025-12,1.439066947455704,2,0.0618165699721535,False
ETH/USDT:USDT,1h,long,2026-01,4.945288311740434,6,-0.1838840429110504,False
ETH/USDT:USDT,1h,long,2026-02,2.9198271071518125,2,-0.1346648803018015,False
ETH/USDT:USDT,1h,long,2026-03,3.959547018624373,5,0.0855888618930447,False
ETH/USDT:USDT,1h,long,2026-04,0.7694156905946676,3,0.0550261829063023,False
ETH/USDT:USDT,1h,long,2026-05,0.817705139089159,3,-0.1255393707994456,False
ETH/USDT:USDT,1h,long,2026-06,2.5307594969154765,3,-0.2166151545363908,False
ETH/USDT:USDT,1h,long,2026-07,1.770856409056874,3,0.2047896971166098,False
ETH/USDT:USDT,1h,short,2024-08,2.1526717311328607,1,-0.2154375685189292,False
ETH/USDT:USDT,1h,short,2024-09,4.476669681851273,4,0.0729784908539727,False
ETH/USDT:USDT,1h,short,2024-10,2.0283542060675113,4,0.0292294174142264,False
ETH/USDT:USDT,1h,short,2024-11,1.759118985761648,13,0.4754635546689918,False
ETH/USDT:USDT,1h,short,2024-12,2.883632261939823,7,-0.1009554757978464,False
ETH/USDT:USDT,1h,short,2025-01,-3.119759822125141,5,-0.0178188702610021,False
ETH/USDT:USDT,1h,short,2025-02,1.7772587918717626,1,-0.282274678937944,False
ETH/USDT:USDT,1h,short,2025-03,3.7871456348210657,5,-0.1782053595596859,False
ETH/USDT:USDT,1h,short,2025-04,5.100275809810061,4,-0.0585544661565688,False
ETH/USDT:USDT,1h,short,2025-05,-1.151782136265914,10,0.375513692105879,False
ETH/USDT:USDT,1h,short,2025-06,0.9946060128285844,3,-0.0211159664130438,False
ETH/USDT:USDT,1h,short,2025-07,-2.1686787009125346,9,0.5379027728662658,False
ETH/USDT:USDT,1h,short,2025-08,0.237401981599854,9,0.2590508315119808,False
ETH/USDT:USDT,1h,short,2025-09,1.5493666305611042,3,-0.0394736842105263,False
ETH/USDT:USDT,1h,short,2025-10,-1.1775316359327066,4,-0.1149211316543369,False
ETH/USDT:USDT,1h,short,2025-11,-1.1684753356691593,1,-0.2278120109293568,False
ETH/USDT:USDT,1h,short,2025-12,-0.0219912695980497,4,0.0618165699721535,False
ETH/USDT:USDT,1h,short,2026-01,-1.6605415869667306,5,-0.1838840429110504,False
ETH/USDT:USDT,1h,short,2026-02,-1.822461219295042,5,-0.1346648803018015,False
ETH/USDT:USDT,1h,short,2026-03,5.5349696714244425,6,0.0855888618930447,False
ETH/USDT:USDT,1h,short,2026-04,4.171798425441553,3,0.0550261829063023,False
ETH/USDT:USDT,1h,short,2026-05,-0.610365178184108,4,-0.1255393707994456,False
ETH/USDT:USDT,1h,short,2026-06,1.5449475382975273,1,-0.2166151545363908,False
ETH/USDT:USDT,1h,short,2026-07,-1.9154897642958535,4,0.2047896971166098,False
ETH/USDT:USDT,2h,long,2024-10,5.734165860923509,8,0.0292294174142264,False
ETH/USDT:USDT,2h,long,2024-11,-1.2797659809645396,1,0.4754635546689918,False
ETH/USDT:USDT,2h,long,2024-12,3.0534757665511663,4,-0.1009554757978464,False
ETH/USDT:USDT,2h,long,2025-01,-1.7279936957795834,1,-0.0178188702610021,False
ETH/USDT:USDT,2h,long,2025-02,2.7738211584582073,2,-0.282274678937944,False
ETH/USDT:USDT,2h,long,2025-03,1.1006547040107633,1,-0.1782053595596859,False
ETH/USDT:USDT,2h,long,2025-04,-1.2388658157827923,4,-0.0585544661565688,False
ETH/USDT:USDT,2h,long,2025-06,0.3078335166434773,2,-0.0211159664130438,False
ETH/USDT:USDT,2h,long,2025-07,0.5041370457601686,2,0.5379027728662658,False
ETH/USDT:USDT,2h,long,2025-08,1.6635674378667384,2,0.2590508315119808,False
ETH/USDT:USDT,2h,long,2025-09,5.140293455973336,4,-0.0394736842105263,False
ETH/USDT:USDT,2h,long,2025-10,0.4480500231329026,1,-0.1149211316543369,False
ETH/USDT:USDT,2h,long,2025-11,0.9320284978010628,2,-0.2278120109293568,False
ETH/USDT:USDT,2h,long,2025-12,2.033353527756348,1,0.0618165699721535,False
ETH/USDT:USDT,2h,long,2026-01,-2.230494382765041,5,-0.1838840429110504,False
ETH/USDT:USDT,2h,long,2026-02,11.651340793142689,3,-0.1346648803018015,False
ETH/USDT:USDT,2h,long,2026-03,-0.3214702088631633,3,0.0855888618930447,False
ETH/USDT:USDT,2h,long,2026-05,1.2906366551921136,3,-0.1255393707994456,False
ETH/USDT:USDT,2h,long,2026-06,0.4071641307221494,2,-0.2166151545363908,False
ETH/USDT:USDT,2h,long,2026-07,0.911223123398792,1,0.2047896971166098,False
ETH/USDT:USDT,2h,short,2024-09,-0.715703846252184,1,0.0729784908539727,False
ETH/USDT:USDT,2h,short,2024-11,-2.9092075432397326,5,0.4754635546689918,False
ETH/USDT:USDT,2h,short,2024-12,4.523249213332569,5,-0.1009554757978464,False
ETH/USDT:USDT,2h,short,2025-01,1.0926404712599076,5,-0.0178188702610021,False
ETH/USDT:USDT,2h,short,2025-03,2.509795628353041,2,-0.1782053595596859,False
ETH/USDT:USDT,2h,short,2025-05,-2.141614361203059,6,0.375513692105879,False
ETH/USDT:USDT,2h,short,2025-06,1.5278593731712025,1,-0.0211159664130438,False
ETH/USDT:USDT,2h,short,2025-07,3.655220325469742,1,0.5379027728662658,False
ETH/USDT:USDT,2h,short,2025-08,0.8872911734911424,1,0.2590508315119808,False
ETH/USDT:USDT,2h,short,2025-11,-1.7011311800418945,1,-0.2278120109293568,False
ETH/USDT:USDT,2h,short,2025-12,1.7203030171571383,1,0.0618165699721535,False
ETH/USDT:USDT,2h,short,2026-01,1.4685477734453982,1,-0.1838840429110504,False
ETH/USDT:USDT,2h,short,2026-02,-2.437304750042554,2,-0.1346648803018015,False
ETH/USDT:USDT,2h,short,2026-06,-3.3272778017104914,2,-0.2166151545363908,False
ETH/USDT:USDT,4h,long,2024-08,4.057877286402521,1,-0.2154375685189292,False
ETH/USDT:USDT,4h,long,2024-12,3.824930724122861,3,-0.1009554757978464,False
ETH/USDT:USDT,4h,long,2025-01,-3.0281517468107886,2,-0.0178188702610021,False
ETH/USDT:USDT,4h,long,2025-03,2.025058784848539,1,-0.1782053595596859,False
