symbol,timeframe,segment,arm,fill,eligible,filled,num_trades,fill_rate,total_return,max_drawdown,win_rate,sharpe,mean_gross_r,mean_net_r,net_r_win,net_r_loss,hold_bars_median,n_take_profit,n_stop_loss,n_end_of_data
XRP/USDT:USDT,4h,is,fixed_1.5r,baseline,56,38,33,0.6785714285714286,0.2347375290027705,0.0206351001902518,0.696969696969697,26.37770273314912,0.7424242424242414,0.6868315971635633,1.4378614426636798,-1.0405370474867044,0.9708333333333332,23,10,0
XRP/USDT:USDT,4h,is,ob_extend,baseline,56,38,33,0.6785714285714286,0.2544242409451277,0.0206351001902518,0.696969696969697,27.85108883120771,0.8302743859162984,0.7746026930965045,1.5637938846544217,-1.0405370474867044,0.9708333333333332,23,10,0
XRP/USDT:USDT,4h,is,fixed_1.5r,pen_5bp,56,38,33,0.6785714285714286,0.2347234564779059,0.0206351001902518,0.696969696969697,26.375123262787785,0.7424242424242414,0.6867974181830542,1.4378614426636798,-1.0406498381223843,0.9708333333333332,23,10,0
XRP/USDT:USDT,4h,is,ob_extend,pen_5bp,56,38,33,0.6785714285714286,0.2544099440472795,0.0206351001902518,0.696969696969697,27.84847690303136,0.8302743859162984,0.7745685141159954,1.5637938846544217,-1.0406498381223843,0.9708333333333332,23,10,0
XRP/USDT:USDT,4h,oos_warm,fixed_1.5r,baseline,46,31,25,0.6739130434782609,0.0005995117963564,0.0419799363467986,0.44,0.3687227197542623,0.0999999999999999,0.0304238442829497,1.4259924419528385,-1.0660943396005342,2.0791666666666666,11,14,0
XRP/USDT:USDT,4h,oos_warm,ob_extend,baseline,46,31,25,0.6739130434782609,-0.0135279996929057,0.0419799363467985,0.4,-1.777838074176588,-1.1546319456101628e-16,-0.0698964561577597,1.438119230872711,-1.075240247511407,2.0791666666666666,10,15,0
XRP/USDT:USDT,4h,oos_warm,fixed_1.5r,pen_5bp,46,31,25,0.6739130434782609,0.0006997777355762,0.0419799363467983,0.44,0.3837717609730402,0.0999999999999999,0.0303675189727893,1.4259924419528385,-1.0661949205115349,2.0791666666666666,11,14,0
XRP/USDT:USDT,4h,oos_warm,ob_extend,pen_5bp,46,31,25,0.6739130434782609,-0.0134291494131897,0.0419799363467984,0.4,-1.7633511510410491,-1.1546319456101628e-16,-0.0699527814679201,1.438119230872711,-1.075334123028341,2.0791666666666666,10,15,0
XRP/USDT:USDT,4h,oos,fixed_1.5r,baseline,46,31,25,0.6739130434782609,0.0005995117963564,0.0419799363467986,0.44,0.3687227197542623,0.0999999999999999,0.0304238442829497,1.4259924419528385,-1.0660943396005342,2.0791666666666666,11,14,0
XRP/USDT:USDT,4h,oos,ob_extend,baseline,46,31,25,0.6739130434782609,-0.0135279996929057,0.0419799363467985,0.4,-1.777838074176588,-1.1546319456101628e-16,-0.0698964561577597,1.438119230872711,-1.075240247511407,2.0791666666666666,10,15,0
XRP/USDT:USDT,4h,oos,fixed_1.5r,pen_5bp,46,31,25,0.6739130434782609,0.0006997777355762,0.0419799363467983,0.44,0.3837717609730402,0.0999999999999999,0.0303675189727893,1.4259924419528385,-1.0661949205115349,2.0791666666666666,11,14,0
XRP/USDT:USDT,4h,oos,ob_extend,pen_5bp,46,31,25,0.6739130434782609,-0.0134291494131897,0.0419799363467984,0.4,-1.7633511510410491,-1.1546319456101628e-16,-0.0699527814679201,1.438119230872711,-1.075334123028341,2.0791666666666666,10,15,0
TRX/USDT:USDT,4h,full,fixed_1.5r,baseline,131,86,69,0.6564885496183206,0.4472588997146611,0.0317474922235551,0.6666666666666666,23.54934196802594,0.6666666666666669,0.575895897529685,1.4100115648001914,-1.0923354370113278,1.5791666666666666,46,23,0
TRX/USDT:USDT,4h,full,ob_extend,baseline,131,86,68,0.6564885496183206,0.4394542540534383,0.0317474922235551,0.6617647058823529,23.393275969332453,0.6883086409934609,0.5969943555325508,1.4604295828327554,-1.0923354370113278,1.375,45,23,0
TRX/USDT:USDT,4h,full,fixed_1.5r,pen_5bp,131,84,69,0.6412213740458015,0.4300277813750861,0.0317474922235551,0.6521739130434783,22.610211783593595,0.6304347826086957,0.5404939961600355,1.4139439364579125,-1.097224641898484,1.46875,45,24,0
TRX/USDT:USDT,4h,full,ob_extend,pen_5bp,131,84,69,0.6412213740458015,0.4300277813750861,0.0317474922235551,0.6521739130434783,22.610211783593595,0.6304347826086957,0.5404939961600355,1.4139439364579125,-1.097224641898484,1.46875,45,24,0
TRX/USDT:USDT,4h,is,fixed_1.5r,baseline,84,50,44,0.5952380952380952,0.3838351448718414,0.0317474922235551,0.75,32.52350230328996,0.8749999999999999,0.8046589829718748,1.426105414392428,-1.0596803112897848,1.5625,33,11,0
TRX/USDT:USDT,4h,is,ob_extend,baseline,84,50,43,0.5952380952380952,0.3763725250452158,0.0317474922235551,0.7441860465116279,32.400110123784614,0.9140694787803562,0.8433440580797136,1.4975086850504786,-1.059680311289785,1.375,32,11,0
TRX/USDT:USDT,4h,is,fixed_1.5r,pen_5bp,84,49,43,0.5833333333333334,0.3767845453149029,0.0317474922235551,0.7441860465116279,32.41165471286108,0.8604651162790693,0.7947244673532844,1.4321964241424776,-1.05973940694255,1.55625,32,11,0
TRX/USDT:USDT,4h,is,ob_extend,pen_5bp,84,49,43,0.5833333333333334,0.3767845453149029,0.0317474922235551,0.7441860465116279,32.41165471286108,0.8604651162790693,0.7947244673532844,1.4321964241424776,-1.05973940694255,1.55625,32,11,0
