칸(종목),칸(TF),진입시각(UTC),청산시각(UTC),청산사유,진입가,손절가,tp,tp_derived,재진입,bar_open,bar_high,bar_low,bar_close,bar_span,fill_position,entry_bar_mae_r,entry_bar_mfe_r,can_stop,can_tp,bar_range_pct,range_over_r,recorded_same_tp,recorded_same_sl
DOGE/USDT:USDT,15m,2024-12-02 08:41,2024-12-02 08:42,익절,0.40338066,0.39965,0.40897665,True,True,0.40118,0.40738,0.4006,0.40583,0.006780000000000008,0.4101268436578152,0.7453533691089493,1.0720194281976974,False,False,1.6807945130537512,1.8173727973066467,False,False
DOT/USDT:USDT,15m,2024-12-02 08:41,2024-12-02 08:43,익절,8.5457088,8.426,8.725272,False,False,8.577,8.69,8.5,8.648,0.1899999999999995,0.24057263157894737,0.3818332486834718,1.2053516533454511,False,False,2.223338103914792,1.587184902028923,False,False
DOGE/USDT:USDT,15m,2024-12-02 08:46,2024-12-02 08:49,익절,0.40338066,0.39965,0.40897665,True,True,0.40474,0.40489,0.402,0.40374,0.0028900000000000037,0.4777370242214451,0.3700846499010843,0.4045772061780025,False,False,0.7164448588090474,0.7746618560790869,False,False
BCH/USDT:USDT,2h,2024-12-02 08:40,2024-12-02 10:43,손절,505.51380981115415,497.34,517.7745245278854,False,False,511.88,512.17,503.01,503.02,9.159999999999968,0.27334168244041096,0.30632102642483783,0.8143314247124541,False,False,1.8120177574222727,1.120652451137292,False,False
BCH/USDT:USDT,15m,2024-12-02 10:43,2024-12-02 10:49,익절,497.408130292115,494.98,501.05032573028745,False,False,498.09,498.61,495.81,498.26,2.8000000000000114,0.5707608186124983,0.658173203186298,0.4949774366671812,False,False,0.5629180203298332,1.1531506398534792,False,False
ETH/USDT:USDT,15m,2024-12-02 10:37,2024-12-02 11:20,익절,3575.017073486295,3561.27,3595.6376837157386,False,False,3591.08,3591.2,3575.0,3580.17,16.199999999999818,0.0010539189070972795,0.0012419724323141923,1.1771906602403956,False,False,0.45314468901827815,1.17843263267271,False,False
DOGE/USDT:USDT,1h,2024-12-02 08:40,2024-12-02 13:15,익절,0.401510286,0.39122,0.416945715,False,False,0.40697,0.40911,0.4,0.40118,0.009109999999999951,0.16578331503841712,0.14676812675565815,0.7385328260069732,False,False,2.268933155052459,0.8853009527626314,False,False
BTC/USDT:USDT,15m,2024-12-02 08:39,2024-12-02 13:16,익절,95115.0192,94700.1,95737.398,False,False,95153.5,95177.3,95090.6,95100.2,86.69999999999709,0.2816516724335661,0.058852904372682646,0.15010344182676852,False,False,0.09115279661321574,0.20895634619945117,False,False
ETH/USDT:USDT,1h,2024-12-02 10:37,2024-12-02 13:58,익절,3588.307518,3561.27,3628.863795,False,False,3591.08,3591.2,3575.0,3580.17,16.199999999999818,0.8214517283950754,0.4921871156960498,0.10698030788180098,False,False,0.4514663227367186,0.5991674235778507,False,False
BTC/USDT:USDT,1h,2024-12-02 08:37,2024-12-02 14:27,익절,95228.0418,94768.0,95918.1045,False,False,95298.7,95326.2,95192.4,95197.6,133.8000000000029,0.26638116591936756,0.07747513378134696,0.21336800264669298,False,False,0.14050483184460788,0.29084313642803994,False,False
DOGE/USDT:USDT,2h,2024-12-02 08:39,2024-12-02 15:22,익절,0.4052510339999999,0.39122,0.4262975849999998,False,False,0.41489,0.41555,0.40289,0.40698,0.012659999999999949,0.18649557661926403,0.16827227416025733,0.7340133307352943,False,False,3.123989561492384,0.9022856048955517,False,False
DOGE/USDT:USDT,15m,2024-12-02 17:58,2024-12-02 18:05,익절,0.4091042380595987,0.40428,0.4163405951489968,False,False,0.41212,0.4123,0.40891,0.40944,0.003390000000000004,0.05729736271348904,0.040262950791214384,0.6624386899901616,False,False,0.8286396679924263,0.702701640781376,False,False
ETH/USDT:USDT,15m,2024-12-02 17:58,2024-12-02 18:19,익절,3565.302918,3535.52,3609.977295,False,False,3577.98,3578.22,3557.61,3560.2,20.609999999999673,0.3732614264919873,0.2582996736585638,0.43370773810678953,False,False,0.5780714983836802,0.6920074117653534,False,False
ETH/USDT:USDT,2h,2024-12-02 17:58,2024-12-02 18:24,익절,3566.3931359999997,3531.0,3619.482839999999,False,False,3577.98,3578.22,3557.61,3560.2,20.609999999999673,0.4261589519650508,0.24815930410912546,0.3341569958649671,False,False,0.577894786526969,0.5823162999740926,False,False
ETH/USDT:USDT,4h,2024-12-02 17:58,2024-12-02 18:37,익절,3569.5527753397664,3531.0,3627.381938349416,False,False,3577.98,3578.22,3557.61,3560.2,20.609999999999673,0.579465081987699,0.30977731783287604,0.22481454535630588,False,False,0.5773832549103555,0.534591863189182,False,False
BCH/USDT:USDT,15m,2024-12-03 07:03,2024-12-03 07:03,익절,530.9931265059935,528.5,534.7328162649837,False,False,535.65,535.85,530.67,531.22,5.180000000000064,0.06237963436168147,0.12960694341691778,1.9481055142330852,False,True,0.9755305184617292,2.077712457650003,True,False
BCH/USDT:USDT,15m,2024-12-03 07:04,2024-12-03 07:07,익절,531.7007088824173,528.5,536.5017722060433,True,True,531.26,534.97,530.82,534.43,4.149999999999977,0.21221900781138728,0.2751605706021305,1.0214272018121269,False,False,0.7805142875816115,1.2965877724142574,False,False
BCH/USDT:USDT,15m,2024-12-03 07:18,2024-12-03 07:21,익절,530.4817898513674,528.5,533.4544746284184,True,True,532.36,532.43,529.26,529.63,3.169999999999959,0.38542266604649134,0.6165082793841019,0.9830558710795765,False,False,0.5975699940403503,1.5995641504636784,False,False
ETH/USDT:USDT,15m,2024-12-03 07:18,2024-12-03 09:22,손절,3621.7242,3600.64,3653.350500000001,False,False,3627.23,3627.24,3617.04,3617.24,10.199999999999818,0.4592352941176696,0.2221663615408739,0.26160821847637616,False,False,0.2816338140822489,0.48377458001725004,False,False
DOGE/USDT:USDT,15m,2024-12-03 13:36,2024-12-03 13:43,익절,0.40338066,0.39965,0.40897665,False,False,0.40649,0.40706,0.403,0.40349,0.0040599999999999525,0.09375862068965063,0.10203556475261145,0.9862437209501747,False,False,1.0064934694687526,1.088279285702786,False,False
SOL/USDT:USDT,15m,2024-12-03 13:32,2024-12-03 13:51,손절,223.014594,221.36,225.49648499999995,False,False,223.67,223.68,223.0,223.02,0.6800000000000068,0.021461764705864826,0.008820290657399006,0.40215666199685773,False,False,0.3049127807303978,0.4109769526542567,False,False
ETH/USDT:USDT,4h,2024-12-03 10:56,2024-12-03 14:34,손절,3587.797416,3531.0,3672.9935399999995,True,True,3593.44,3593.44,3587.77,3589.59,5.670000000000073,0.004835273368589506,0.0004826980156967512,0.09934578713933362,False,False,0.15803567879040115,0.09982848515503037,False,False
ETH/USDT:USDT,15m,2024-12-03 13:48,2024-12-03 14:34,손절,3565.302918,3535.52,3609.9772949999997,True,True,3574.01,3575.04,3565.0,3571.05,10.039999999999964,0.030171115537835094,0.010170863714558272,0.3269351243555161,False,False,0.28160300066823,0.33710598807007436,False,False
DOGE/USDT:USDT,1h,2024-12-03 13:51,2024-12-03 14:34,손절,0.401510286,0.39122,0.416945715,False,False,0.40229,0.40283,0.401,0.40116,0.0018299999999999983,0.27884480874315376,0.04958909791233906,0.12824852487093455,False,False,0.4557791079852929,0.1778376227832736,False,False
DOGE/USDT:USDT,2h,2024-12-03 13:54,2024-12-03 14:34,손절,0.3993588908766177,0.39122,0.4115672271915443,False,False,0.4003,0.40147,0.3982,0.39913,0.003269999999999995,0.35440087969960016,0.14238928794918276,0.2593853579542805,False,False,0.8188123702021861,0.4017746459034633,False,False
ETH/USDT:USDT,2h,2024-12-03 13:55,2024-12-03 14:34,손절,3549.209510611746,3531.0,3576.523776529365,False,False,3558.92,3561.0,3544.08,3544.98,16.920000000000073,0.3031625657060211,0.28169404006042703,0.6474907338063692,False,False,0.4767258723220237,0.9291847738667962,False,False
XRP/USDT:USDT,15m,2024-12-03 14:34,2024-12-03 14:34,익절,2.2884575999999996,2.2254,2.383043999999999,False,False,2.3883,2.4041,2.286,2.3254,0.1181000000000001,0.020809483488565737,0.03897389053816877,1.833916926746359,False,True,5.160681150483195,1.8728908172845278,True,False
DOGE/USDT:USDT,15m,2024-12-03 14:34,2024-12-03 14:38,익절,0.38897778,0.38543,0.39429945,False,False,0.39284,0.39392,0.38799,0.38823,0.005929999999999991,0.1665733558178744,0.2784219991093003,1.393045792016415,False,False,1.5245086750199435,1.6714677911257152,False,False
BNB/USDT:USDT,15m,2024-12-03 14:34,2024-12-03 14:39,익절,624.07479,619.74,630.576975,False,False,629.57,630.03,623.71,623.78,6.319999999999936,0.05771993670885673,0.08415401899514648,1.373817416760666,False,False,1.0126991349866794,1.4579714357558127,False,False
TRX/USDT:USDT,15m,2024-12-03 13:55,2024-12-03 14:45,익절,0.2298379300211227,0.22612,0.2354148250528068,False,False,0.23144,0.23167,0.2291,0.22969,0.002569999999999989,0.28713230393879985,0.198478727929332,0.4927661275141582,False,False,1.1181792316715518,0.6912448554434902,False,False
BCH/USDT:USDT,1h,2024-12-03 14:34,2024-12-03 16:10,익절,514.142808,495.16,542.6170199999998,False,False,519.16,520.44,512.0,512.16,8.440000000000055,0.25388720379146107,0.11288150836272244,0.3317313223628525,False,False,1.641567258877237,0.44461283072557495,False,False
ADA/USDT:USDT,15m,2024-12-04 00:58,2024-12-04 01:35,익절,1.181893759741554,1.1686,1.201834399353885,False,False,1.1863,1.1867,1.1816,1.1829,0.0051000000000001044,0.05759994932431047,0.02209756662261238,0.36154108031775817,False,False,0.4315108661810117,0.38363864694037053,False,False
BTC/USDT:USDT,15m,2024-12-04 02:14,2024-12-04 04:59,익절,95419.08,95010.0,96032.7,False,False,95521.5,95521.5,95383.7,95468.6,137.8000000000029,0.256748911465921,0.086486750757809,0.25036667644469984,False,False,0.14441556133218106,0.3368534272025089,False,False
LINK/USDT:USDT,15m,2024-12-04 02:44,2024-12-04 05:02,익절,23.8027596,23.442,24.343898999999993,False,False,23.823,23.826,23.706,23.722,0.120000000000001,0.8063300000000113,0.26821074200104933,0.06442073890756818,False,False,0.5041432254771039,0.3326314809086175,False,False
DOGE/USDT:USDT,15m,2024-12-04 12:18,2024-12-04 13:09,익절,0.4099219679999999,0.4066,0.4149049199999999,False,False,0.41154,0.41175,0.40759,0.40892,0.004159999999999997,0.5605692307692087,0.7019838842517383,0.5502858546500589,False,False,1.0148272902514945,1.2522697389017972,False,False
DOGE/USDT:USDT,15m,2024-12-04 13:51,2024-12-04 13:56,익절,0.408650628181147,0.4066,0.4117265704528675,False,False,0.40948,0.40978,0.40802,0.40861,0.0017599999999999838,0.3583114665608034,0.3075292668582545,0.5507443178808165,False,False,0.43068574440556334,0.8582735847390709,False,False
BTC/USDT:USDT,15m,2024-12-04 13:51,2024-12-04 14:32,익절,95419.08,95010.0,96032.70000000001,True,True,95497.2,95518.1,95398.1,95427.4,120.0,0.17483333333329937,0.05128581206608936,0.24205534369806309,False,False,0.12576101131974862,0.2933411557641525,False,False
ADA/USDT:USDT,15m,2024-12-04 14:09,2024-12-04 14:33,익절,1.18978255811832,1.181,1.2029563952957996,False,False,1.1941,1.1941,1.189,1.1921,0.005099999999999882,0.1534427682980119,0.0891036652165702,0.49159274820785237,False,False,0.42864975328481025,0.5806964134244226,False,False
DOGE/USDT:USDT,15m,2024-12-04 16:14,2024-12-04 16:16,손절,0.408113919210366,0.4066,0.4103847980259151,False,False,0.40921,0.40922,0.40801,0.40824,0.0012099999999999889,0.08588364493058778,0.0686425072450786,0.7306075397290143,False,False,0.2964858445262396,0.799250046974093,False,False
ADA/USDT:USDT,15m,2024-12-04 16:13,2024-12-04 16:17,손절,1.1755064958286638,1.1686,1.1858662395716597,False,False,1.1795,1.1808,1.1755,1.1758,0.005300000000000082,0.0012256280497839446,0.0009405389976340278,0.7664529600331912,False,False,0.45086947786399856,0.7673934990308252,False,False
BTC/USDT:USDT,15m,2024-12-04 16:09,2024-12-04 16:20,손절,95419.08,95010.0,96032.7,False,False,95511.6,95511.7,95278.6,95386.8,233.09999999999127,0.6026598026598078,0.3434047130145578,0.22641048205728695,False,False,0.24429076448860254,0.5698151950718449,False,False
BNB/USDT:USDT,15m,2024-12-04 16:14,2024-12-04 16:39,손절,751.90035,744.33,763.255875,False,False,753.71,753.74,750.2,750.52,3.5399999999999636,0.4803248587570551,0.22460652413692447,0.24300725858117725,False,False,0.4708070690484402,0.4676137827181017,False,False
DOGE/USDT:USDT,15m,2024-12-04 16:40,2024-12-04 18:01,익절,0.404100804,0.4,0.4102520099999999,False,False,0.40483,0.40489,0.40368,0.40381,0.0012100000000000444,0.34777190082643095,0.10261499940011792,0.1924490904710529,False,False,0.29943023820364495,0.29506408987117083,False,False
XRP/USDT:USDT,15m,2024-12-04 21:15,2024-12-04 21:35,익절,2.2884575999999996,2.2254,2.383043999999999,True,True,2.3313,2.332,2.281,2.3101,0.05099999999999971,0.14622745098038337,0.11826647382709707,0.6905178757199842,False,False,2.228575263968173,0.8087843495470813,False,False
LINK/USDT:USDT,15m,2024-12-04 23:29,2024-12-05 00:05,익절,23.75455290497304,23.442,24.223382262432597,False,False,23.81,23.816,23.735,23.756,0.08099999999999952,0.24139388855604627,0.06255870498060571,0.19659742094625668,False,False,0.3409872638901239,0.2591561259268624,False,False
XRP/USDT:USDT,15m,2024-12-05 01:13,2024-12-05 01:20,손절,2.280668089010527,2.2254,2.363570222526317,False,False,2.2932,2.2981,2.2515,2.2616,0.04659999999999975,0.625924656878261,0.5277564238736608,0.315406436183323,False,False,2.0432609297487594,0.8431628600569838,False,False
ETH/USDT:USDT,15m,2024-12-05 19:42,2024-12-05 20:01,손절,3851.7702,3822.42,3895.7955,False,False,3862.6,3863.54,3851.0,3855.95,12.539999999999964,0.061419457735241934,0.026241729187533144,0.4010125995734301,False,False,0.325564593650991,0.42725432876096325,False,False
SOL/USDT:USDT,15m,2024-12-05 19:46,2024-12-05 20:03,손절,233.826756,231.61,237.15188999999995,False,False,234.75,234.83,233.39,233.67,1.4400000000000261,0.3033027777777741,0.19702484170563087,0.4525730391617457,False,False,0.6158405584688632,0.6495978808673766,False,False
ADA/USDT:USDT,15m,2024-12-05 19:56,2024-12-05 20:03,손절,1.1898448716449697,1.1811,1.202962179112424,False,False,1.1916,1.1925,1.1892,1.1896,0.0032999999999998586,0.19541564999080369,0.07374283707646859,0.30362119226273193,False,False,0.2773470793245159,0.3773640293392005,False,False
DOT/USDT:USDT,15m,2024-12-05 20:04,2024-12-05 20:06,익절,10.722144,10.608,10.89336,False,False,10.756,10.765,10.72,10.72,0.04499999999999993,0.04764444444443296,0.018783291281184184,0.37545556490048193,False,False,0.419692180966791,0.3942388561816661,False,False
BTC/USDT:USDT,15m,2024-12-05 20:02,2024-12-05 20:09,익절,98579.91204,97970.5,99494.0301,False,False,98816.9,98932.3,98579.7,98626.1,352.6000000000058,0.0006013613159345444,0.0003479419277612654,0.5782425302920006,False,False,0.3576793615487647,0.5785904722197618,False,False
BTC/USDT:USDT,15m,2024-12-05 20:14,2024-12-05 20:31,손절,98579.91204,97970.5,99494.03009999999,True,True,98709.1,98741.2,98500.0,98653.8,241.1999999999971,0.33131028192370054,0.13112973613057627,0.2646615908671621,False,False,0.24467459445706063,0.3957913269977384,False,False
DOT/USDT:USDT,15m,2024-12-05 20:18,2024-12-05 20:31,손절,10.722144,10.608,10.89336,True,True,10.732,10.743,10.703,10.715,0.040000000000000924,0.47860000000000685,0.167717970283158,0.1827165685449983,False,False,0.37305971641493463,0.3504345388281563,False,False
BTC/USDT:USDT,1h,2024-12-05 22:28,2024-12-05 22:28,익절,90710.83854,89706.2,92217.79635,False,False,96234.2,96251.1,90200.0,92776.0,6051.100000000006,0.08442077308257945,0.5084799354800753,5.51468138978623,False,True,6.670757428101277,6.023161325266305,True,False
BTC/USDT:USDT,4h,2024-12-05 22:28,2024-12-05 22:28,익절,90294.35526,88736.1,92631.73815,False,False,96234.2,96251.1,90200.0,92776.0,6051.100000000006,0.01559307563913942,0.06055186362727066,3.8227015129729414,False,True,6.701526338580122,3.883253376600212,True,False
SOL/USDT:USDT,15m,2024-12-05 22:28,2024-12-05 22:28,익절,225.335058,223.11,228.67264499999993,False,False,229.87,229.9,224.0,225.37,5.900000000000006,0.22628101694915295,0.6000104266944994,2.05160584578021,False,True,2.6183231550236648,2.6516162724747097,True,False
SOL/USDT:USDT,2h,2024-12-05 22:28,2024-12-05 22:28,익절,224.98391484023455,223.11,227.79478710058635,False,False,229.87,229.9,224.0,225.37,5.900000000000006,0.16676522715839767,0.5250584600266058,2.623430400471227,False,True,2.6224096972397826,3.148488860497833,True,False
SOL/USDT:USDT,2h,2024-12-05 22:29,2024-12-05 22:30,익절,225.45590979965215,223.11,228.97477449913035,True,True,225.37,227.67,225.37,227.5,2.299999999999983,0.03735208680527973,0.03662110097535804,0.9438087520143185,False,False,1.0201551168225493,0.9804298529896766,False,False
SOL/USDT:USDT,1h,2024-12-05 22:28,2024-12-05 22:46,익절,227.0454,223.11,232.94849999999997,False,False,229.87,229.9,224.0,225.37,5.900000000000006,0.5161694915254234,0.7738476393759238,0.725364638918538,False,False,2.5985992228867025,1.499212278294462,False,False
DOGE/USDT:USDT,1h,2024-12-05 22:28,2024-12-06 00:41,익절,0.4142528339999999,0.40017,0.4353770849999998,False,False,0.42302,0.4231,0.41287,0.41526,0.010229999999999961,0.13517438905179802,0.09819287793919182,0.6282234101460082,False,False,2.4695063401787043,0.7264162880852001,False,False
BTC/USDT:USDT,15m,2024-12-06 23:24,2024-12-06 23:45,익절,99169.83,98621.3,99992.625,False,False,99774.3,99774.4,99111.0,99462.1,663.3999999999942,0.0886795296955114,0.10725028713106279,1.1021639655078004,False,False,0.6689534508630237,1.2094142526388632,False,False
DOT/USDT:USDT,15m,2024-12-07 03:22,2024-12-07 03:26,익절,10.470442344037256,10.434,10.525105860093142,False,False,10.489,10.495,10.459,10.476,0.03599999999999959,0.31784288992378673,0.3139848530478226,0.6738769585632874,False,False,0.343825015382478,0.9878618116111101,False,False
DOT/USDT:USDT,15m,2024-12-07 04:01,2024-12-07 04:04,익절,10.468965353810416,10.434,10.521413384526038,False,False,10.502,10.505,10.459,10.466,0.04600000000000115,0.21663812631340204,0.2850065200097533,1.030581483172315,False,False,0.4393939462533269,1.3155880031820681,False,False
DOT/USDT:USDT,15m,2024-12-07 05:46,2024-12-07 06:18,익절,10.495496916442754,10.434,10.587742291106885,False,False,10.516,10.524,10.492,10.506,0.03199999999999825,0.10927863883603603,0.056863281039596925,0.463488012179893,False,False,0.304892662584327,0.5203512932194899,False,False
ADA/USDT:USDT,15m,2024-12-07 03:14,2024-12-07 10:17,손절,1.21004196,1.1976,1.2287048999999997,False,False,1.212,1.2121,1.2087,1.2089,0.0033999999999998476,0.3946941176470693,0.10785760442888148,0.1654112374577525,False,False,0.28098199173191046,0.273268841886634,False,False
LTC/USDT:USDT,15m,2024-12-07 10:50,2024-12-07 11:00,익절,135.497094,134.38,137.17273500000002,False,False,135.71,135.71,135.47,135.55,0.2400000000000091,0.11289166666668439,0.024254001901366465,0.19058915364329426,False,False,0.1771255699402742,0.2148431555446607,False,False
LTC/USDT:USDT,15m,2024-12-07 16:31,2024-12-07 17:17,손절,135.497094,134.38,137.17273500000002,False,False,135.67,135.67,135.23,135.46,0.4399999999999977,0.607031818181854,0.2390971574460272,0.1547819610525005,False,False,0.3247302115571554,0.3938791184985277,False,False
ADA/USDT:USDT,15m,2024-12-07 17:53,2024-12-07 18:42,익절,1.196210558060113,1.1883,1.2080763951502826,False,False,1.1991,1.1991,1.1958,1.1961,0.0033000000000000806,0.12441153336758211,0.05190001223594602,0.3652639823802445,False,False,0.2758711648015939,0.41716399461619047,False,False
BTC/USDT:USDT,15m,2024-12-07 04:25,2024-12-07 18:44,익절,99169.83,98621.3,99992.625,True,True,99226.9,99233.5,99121.9,99140.6,111.60000000000582,0.42948028673839667,0.08737899476784801,0.11607387016206659,False,False,0.11253422537883329,0.2034528649299146,False,False
SOL/USDT:USDT,15m,2024-12-07 22:59,2024-12-08 02:24,익절,238.677726,237.31,240.72931499999993,False,False,239.21,239.21,238.63,238.88,0.5800000000000125,0.08228620689656975,0.03489441598683605,0.3891671285038079,False,False,0.24300549939042593,0.424061544490644,False,False
SOL/USDT:USDT,15m,2024-12-08 05:09,2024-12-08 05:27,손절,238.11875292297427,237.31,239.33188230743565,False,False,238.43,238.44,238.1,238.17,0.3400000000000034,0.055155655806682455,0.02318745619528224,0.3972128791130858,False,False,0.14278589813965023,0.420400335308368,False,False
ADA/USDT:USDT,15m,2024-12-08 05:11,2024-12-08 05:47,손절,1.1987156709297588,1.1883,1.2143391773243972,True,True,1.2008,1.2009,1.1987,1.1991,0.0021999999999999797,0.007123149890335351,0.0015045530781856546,0.20971563761680778,False,False,0.18352976050555805,0.21122019069499345,False,False
BCH/USDT:USDT,15m,2024-12-08 08:27,2024-12-08 08:55,손절,608.4120151002387,606.22,611.7000377505967,False,False,609.52,609.52,608.18,609.12,1.3400000000000318,0.1731455971930964,0.105845575704972,0.5054640817212592,False,False,0.220245486075626,0.6113096574262312,False,False
DOGE/USDT:USDT,15m,2024-12-08 08:56,2024-12-08 09:48,손절,0.4555911,0.45014,0.4637677500000001,False,False,0.45639,0.45657,0.45354,0.45398,0.003029999999999977,0.6769306930693212,0.3762726789088463,0.17957843371061652,False,False,0.6650700595336426,0.5558511126194629,False,False
SOL/USDT:USDT,1h,2024-12-08 08:15,2024-12-08 09:49,손절,236.38725869125983,234.21,239.65314672814964,False,False,236.93,236.93,236.12,236.24,0.8100000000000023,0.3299490015553401,0.12275008584541826,0.24927736465992964,False,False,0.342658062234194,0.3720274505053479,False,False
XRP/USDT:USDT,15m,2024-12-08 09:52,2024-12-08 10:09,익절,2.49119814,2.4725,2.5192453499999994,False,False,2.4954,2.4997,2.4901,2.4924,0.009599999999999831,0.11438958333332062,0.05872990575532521,0.45469014565085675,False,False,0.3853567424387942,0.513420051406182,False,False
DOGE/USDT:USDT,15m,2024-12-08 09:49,2024-12-08 10:15,익절,0.446599302,0.4425,0.452748255,False,False,0.45039,0.45051,0.44637,0.44738,0.0041400000000000325,0.0553869565217355,0.05593683997909605,0.9539911916711853,False,False,0.9270054792875678,1.0099280316502812,False,False
BTC/USDT:USDT,15m,2024-12-08 08:56,2024-12-08 12:49,익절,99169.83,98621.3,99992.625,True,True,99195.8,99195.8,99055.0,99065.0,140.8000000000029,0.8155539772727228,0.20934133046506478,0.04734472134614555,False,False,0.1419786642772332,0.25668605181121035,False,False
BNB/USDT:USDT,15m,2024-12-09 00:19,2024-12-09 00:34,손절,737.5674839999999,735.23,741.0737099999998,False,False,738.52,739.04,737.55,737.66,1.490000000000009,0.01173422818789767,0.007479837295129445,0.6299576809937959,False,False,0.20201541314150573,0.6374375182889254,False,False
BNB/USDT:USDT,1h,2024-12-08 09:37,2024-12-09 02:05,손절,735.7071119999999,727.0,748.7677799999999,False,False,735.87,736.36,735.14,736.36,1.2200000000000273,0.4648459016392944,0.06513204378213533,0.07498330100727774,False,False,0.1658268596430297,0.14011534478941307,False,False
DOGE/USDT:USDT,15m,2024-12-09 03:54,2024-12-09 04:02,익절,0.446599302,0.4425,0.452748255,False,False,0.44685,0.44851,0.44497,0.44849,0.003540000000000043,0.46025480225988114,0.39745839657580984,0.4661032536758837,False,False,0.7926568591009672,0.8635616502516935,False,False
DOGE/USDT:USDT,15m,2024-12-09 06:23,2024-12-09 07:08,손절,0.446599302,0.4425,0.452748255,False,False,0.44762,0.44775,0.44629,0.44683,0.0014599999999999613,0.21185068493148218,0.07545235749890053,0.28070583723765985,False,False,0.3269149757873919,0.3561581947365604,False,False
XRP/USDT:USDT,15m,2024-12-09 07:12,2024-12-09 07:18,손절,2.42788548,2.4069,2.4593637000000004,False,False,2.4324,2.4325,2.419,2.4191,0.013500000000000068,0.6581837037037005,0.4234108535997226,0.21989108659892542,False,False,0.5560394059443062,0.6433019401986481,False,False
XRP/USDT:USDT,1h,2024-12-09 03:54,2024-12-09 08:37,손절,2.4449889,2.3851,2.5348222500000004,False,False,2.4509,2.4576,2.4333,2.4564,0.024299999999999766,0.4810246913580203,0.1951764016370282,0.2105749145501091,False,False,0.9938695427206139,0.4057513161871373,False,False
DOGE/USDT:USDT,15m,2024-12-09 08:51,2024-12-09 08:52,익절,0.43298658,0.4309,0.43611645,False,False,0.43581,0.43605,0.43274,0.43482,0.0033099999999999796,0.07449546827794494,0.11817423726863849,1.4681536293839568,False,False,0.7644578730361526,1.5863278666525953,False,False
DOGE/USDT:USDT,15m,2024-12-09 08:56,2024-12-09 09:01,익절,0.43298658,0.4309,0.43611645,True,True,0.43428,0.43445,0.43264,0.43287,0.0018099999999999783,0.19148066298341956,0.16609955046055483,0.7013486183132158,False,False,0.4180268127478635,0.8674481687737706,False,False
XRP/USDT:USDT,15m,2024-12-09 11:48,2024-12-09 11:54,익절,2.35477086,2.3341,2.38577715,False,False,2.3711,2.3719,2.345,2.3595,0.026899999999999924,0.3632289962825183,0.4726876385404227,0.8286612168047267,False,False,1.1423616818495845,1.3013488553451493,False,False
DOGE/USDT:USDT,1h,2024-12-09 09:23,2024-12-09 14:48,익절,0.4305660959999999,0.42,0.4464152399999999,False,False,0.43392,0.4345,0.42981,0.43101,0.004689999999999972,0.16121449893387577,0.0715586911192061,0.3723138612407204,False,False,1.089263656281932,0.4438725523599265,False,False
LINK/USDT:USDT,1h,2024-12-09 09:36,2024-12-09 14:51,익절,24.9489888,24.46,25.682471999999997,False,False,25.049,25.061,24.927,24.982,0.13400000000000034,0.16409552238805206,0.044967901105299614,0.2290670052156651,False,False,0.5370959162881999,0.2740349063209647,False,False
SOL/USDT:USDT,2h,2024-12-09 07:08,2024-12-09 15:49,손절,229.965984,223.11,240.24995999999996,True,True,230.16,230.18,229.35,229.69,0.8300000000000125,0.7421493975903471,0.08984618400509677,0.031215942160894156,False,False,0.3609229441516066,0.12106212616599094,False,False
SOL/USDT:USDT,1h,2024-12-09 08:51,2024-12-09 15:49,손절,227.0454,223.11,232.94849999999997,True,True,227.6,227.61,226.58,227.18,1.0300000000000011,0.45184466019416286,0.11825989734207192,0.14346699191950366,False,False,0.45365376263954305,0.26172688926157556,False,False
SOL/USDT:USDT,15m,2024-12-09 15:21,2024-12-09 15:49,손절,225.335058,223.11,228.672645,True,True,227.65,227.91,225.2,225.65,2.710000000000008,0.04983690036900908,0.060698642462360806,1.1572471369285675,False,False,1.2026535169684993,1.2179457793909283,False,False
BNB/USDT:USDT,15m,2024-12-09 15:52,2024-12-09 16:13,익절,712.94256,708.06,720.2664,False,False,713.5,713.55,712.57,713.4,0.9799999999999045,0.38016326530606526,0.07630423384452147,0.12441014549744302,False,False,0.13745847912346607,0.20071437934196448,False,False
BTC/USDT:USDT,1h,2024-12-09 15:35,2024-12-09 19:40,손절,97841.00847468188,97236.7,98747.47118670472,False,False,98215.1,98220.3,97827.4,97860.0,392.90000000000873,0.034635975265668584,0.02251908628129912,0.6276455505903582,False,False,0.40156985922899463,0.6501646368716574,False,False
DOT/USDT:USDT,15m,2024-12-09 20:01,2024-12-09 20:15,손절,9.472211828441088,9.323,9.69602957110272,False,False,9.49,9.498,9.459,9.463,0.0389999999999997,0.33876483182277844,0.0885441092648001,0.172829271166617,False,False,0.4117306570668006,0.2613733804314171,False,False
DOGE/USDT:USDT,15m,2024-12-09 20:24,2024-12-09 20:39,손절,0.424694922,0.42,0.4317373049999999,False,False,0.42541,0.42608,0.42406,0.42471,0.0020200000000000218,0.31431782178216605,0.1352358995527473,0.2950161898323428,False,False,0.4756355433889605,0.4302520893850901,False,False
LINK/USDT:USDT,15m,2024-12-09 20:27,2024-12-09 20:39,손절,23.0636118,22.759,23.5205295,False,False,23.137,23.178,22.964,23.175,0.2140000000000022,0.46547570093458257,0.32701228251827963,0.37552123719435854,False,False,0.9278685483251248,0.7025335197126382,False,False
