barrier,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate,lens,guard,threshold_fraction,mean_net_r,net_r_win,net_r_loss,cost_r_median,breakeven_win_rate,win_rate_margin,profit_factor,cap_hit_rate,effective_risk_mean,guard_reject_rate
zone,BTC/USDT:USDT,1h,is,default,-1,266.0,155.0,-0.0410626485962973,0.1534097895579416,0.4645161290322581,pen_5bp,0.003,0.3333333333333333,0.0044548761943439,1.3288873447320912,-1.1444503977179186,0.1378294161717532,0.4551317664687013,0.0093843625635567,0.9460784785432972,0.5806451612903226,0.0077868458488678,0.0601503759398496
zone,BTC/USDT:USDT,1h,is,filter_bot3,-1,89.0,68.0,0.1267568553193914,0.050932352297324,0.5882352941176471,pen_5bp,0.003,0.3333333333333333,0.2604966948774447,1.292781561565968,-1.214195971820446,0.1988349819945873,0.4795339927978349,0.1087013013198121,1.5716597478404135,0.8823529411764706,0.0061199261702519,0.1348314606741573
zone,BTC/USDT:USDT,1h,is,matched_random,0,89.0,70.0,-0.0247116874106866,0.1008654817288774,0.4428571428571428,pen_5bp,0.003,0.3333333333333333,-0.0466289210484784,1.341456326950325,-1.149978733560348,0.1304880288497431,0.4521952115398973,-0.0093380686827544,0.9280951515738683,0.5428571428571428,0.0078427698307196,0.0561797752808988
zone,BTC/USDT:USDT,1h,is,matched_random,1,89.0,64.0,-0.0753397793076708,0.0861214549603526,0.390625,pen_5bp,0.003,0.3333333333333333,-0.184122752205255,1.3430800191271393,-1.1630988876747386,0.1481233095880644,0.4592493238352258,-0.0686243238352258,0.7707326882857136,0.625,0.007603762577989,0.0337078651685393
zone,BTC/USDT:USDT,1h,is,matched_random,2,89.0,69.0,-0.1184758368338445,0.1337190887549023,0.391304347826087,pen_5bp,0.003,0.3333333333333333,-0.1791067060187374,1.3291655462182932,-1.1487102967425429,0.1378294161717531,0.4551317664687013,-0.0638274186426143,0.6798942730454244,0.6521739130434783,0.0077831999463129,0.0561797752808988
zone,BTC/USDT:USDT,1h,is,matched_random,3,89.0,69.0,0.0300061844542186,0.0956272077885349,0.4927536231884058,pen_5bp,0.003,0.3333333333333333,0.070828836039307,1.3349328354397572,-1.1571579062354158,0.1465482149976191,0.4586192859990476,0.0341343371893581,1.0937901621844193,0.6376811594202898,0.007612976947952,0.0449438202247191
zone,BTC/USDT:USDT,1h,is,matched_random,4,89.0,72.0,0.0245948284174315,0.0871689887783505,0.4861111111111111,pen_5bp,0.003,0.3333333333333333,0.0644219308038339,1.338343218129727,-1.1406387463963352,0.1326729570792961,0.4530691828317185,0.0330419282793926,1.0727876822454516,0.5416666666666666,0.0079699925130941,0.0674157303370786
zone,BTC/USDT:USDT,1h,is,matched_random,5,89.0,71.0,-0.0106279280651189,0.0892557784062357,0.4647887323943662,pen_5bp,0.003,0.3333333333333333,0.0097008080675648,1.333668176472336,-1.140060327652368,0.1351466528292148,0.4540586611316859,0.0107300712626802,0.9693998332256516,0.5633802816901409,0.0078592893430183,0.0449438202247191
zone,BTC/USDT:USDT,1h,is,matched_random,6,89.0,70.0,0.0101825790248252,0.084115269234985,0.4571428571428571,pen_5bp,0.003,0.3333333333333333,-0.0128366727034472,1.3496048582646054,-1.1601558566765444,0.1320184330156253,0.4528073732062501,0.0043354839366069,1.0308746332397178,0.5571428571428572,0.0078545131658169,0.0786516853932584
zone,BTC/USDT:USDT,1h,is,matched_random,7,89.0,70.0,-0.0217912410392818,0.0890871468751377,0.4714285714285714,pen_5bp,0.003,0.3333333333333333,0.0197647329150314,1.3278292046048743,-1.1468873634569905,0.1440367606168529,0.4576147042467411,0.0138138671818302,0.9357715736187652,0.6142857142857143,0.0076784138934122,0.0561797752808988
zone,BTC/USDT:USDT,1h,is,matched_random,8,89.0,67.0,0.0293963582286336,0.0722634973618455,0.4776119402985074,pen_5bp,0.003,0.3333333333333333,0.0425390678887869,1.3473837397489823,-1.1504617749548205,0.1442673301609183,0.4577069320643673,0.0199050082341401,1.0932261432680168,0.5522388059701493,0.0078721619288255,0.0561797752808988
zone,BTC/USDT:USDT,1h,is,matched_random,9,89.0,60.0,0.0042579054898304,0.0484261866720596,0.45,pen_5bp,0.003,0.3333333333333333,-0.0325126702834849,1.3481827432714808,-1.1621725541011845,0.1482836253773297,0.4593134501509319,-0.0093134501509319,1.014756351240448,0.6,0.0077340928428435,0.0786516853932584
zone,BTC/USDT:USDT,1h,is,matched_random,10,89.0,64.0,-0.0459611788678805,0.1141025083846377,0.421875,pen_5bp,0.003,0.3333333333333333,-0.1041246223873449,1.337070352639998,-1.1558074420018924,0.1348449018367608,0.4539379607347043,-0.0320629607347043,0.8589071248462052,0.578125,0.0077996913141168,0.0786516853932584
zone,BTC/USDT:USDT,1h,is,matched_random,11,89.0,70.0,-0.0051532504378501,0.0882300060832342,0.4571428571428571,pen_5bp,0.003,0.3333333333333333,-0.0244172057371499,1.3303507197416806,-1.1652744061403757,0.1512983312001776,0.460519332480071,-0.0033764753372139,0.984180309017242,0.6714285714285714,0.0074825894472065,0.0786516853932584
zone,BTC/USDT:USDT,1h,is,matched_random,12,89.0,73.0,-0.0124729053108401,0.1105049632302726,0.4520547945205479,pen_5bp,0.003,0.3333333333333333,-0.0253615208803663,1.3455068377349528,-1.1563279167380047,0.1409234431474781,0.4563693772589913,-0.0043145827384433,0.96570521141861,0.6027397260273972,0.0077981307747419,0.0337078651685393
zone,BTC/USDT:USDT,1h,is,matched_random,13,89.0,69.0,0.0053727054951374,0.0961344368025849,0.4492753623188406,pen_5bp,0.003,0.3333333333333333,-0.0325445810918518,1.3450978454491755,-1.1564107711647953,0.1320815513991898,0.4528326205596759,-0.0035572582408353,1.0159383688327868,0.5942028985507246,0.0078928982506055,0.0674157303370786
zone,BTC/USDT:USDT,1h,is,matched_random,14,89.0,72.0,-0.0335891269851055,0.1076174617657229,0.4444444444444444,pen_5bp,0.003,0.3333333333333333,-0.0581964131347128,1.32156366345313,-1.162004474404987,0.1608293600801285,0.4643317440320514,-0.0198872995876069,0.901467132397714,0.7083333333333334,0.0073225832769447,0.0449438202247191
zone,BTC/USDT:USDT,1h,is,matched_random,15,89.0,69.0,-0.0335870120917568,0.1042902632979981,0.463768115942029,pen_5bp,0.003,0.3333333333333333,0.0115015498297513,1.3303808624582585,-1.1291508286597682,0.1252394040541947,0.4500957616216778,0.0136723543203511,0.9071700650458928,0.5507246376811594,0.0080485466060654,0.0674157303370786
