lens,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate
baseline,BTC/USDT:USDT,1h,oos,matched_random,15,135.0,98.0,0.017343068103228325,0.085623993068146,0.47959183673469385
baseline,BTC/USDT:USDT,1h,oos,matched_random,16,135.0,86.0,-0.033139508683284115,0.12502011910545777,0.46511627906976744
baseline,BTC/USDT:USDT,1h,oos,matched_random,17,135.0,98.0,-0.02500064344491875,0.09690504886564374,0.4489795918367347
baseline,BTC/USDT:USDT,1h,oos,matched_random,18,135.0,94.0,0.036223004048130676,0.09577894314721944,0.4787234042553192
baseline,BTC/USDT:USDT,1h,oos,matched_random,19,135.0,97.0,0.1197476030865726,0.09939499492907858,0.5154639175257731
baseline,BTC/USDT:USDT,1h,oos,matched_random,-1,135.0,94.05,0.015891011510179916,0.09329327367528548,0.46586837064054026
baseline,ETH/USDT:USDT,15m,is,default,-1,2735.0,1354.0,0.948591107817935,0.25969879209866237,0.49261447562776955
baseline,ETH/USDT:USDT,15m,is,filter_bot3,-1,912.0,545.0,1.7816756336505937,0.0645103123252975,0.5779816513761468
baseline,ETH/USDT:USDT,15m,is,matched_random,0,912.0,633.0,-0.11764701660558367,0.2916734041784105,0.45023696682464454
baseline,ETH/USDT:USDT,15m,is,matched_random,1,912.0,611.0,0.12097750158827549,0.21863648398826874,0.47299509001636664
baseline,ETH/USDT:USDT,15m,is,matched_random,2,912.0,606.0,0.011265607959845329,0.29558746129171287,0.466996699669967
baseline,ETH/USDT:USDT,15m,is,matched_random,3,912.0,606.0,-0.03791371900554714,0.24412704361549345,0.46204620462046203
baseline,ETH/USDT:USDT,15m,is,matched_random,4,912.0,613.0,0.08155867707108755,0.2986929006561084,0.4763458401305057
baseline,ETH/USDT:USDT,15m,is,matched_random,5,912.0,617.0,0.046022793386365085,0.19357488022942684,0.47163695299837927
baseline,ETH/USDT:USDT,15m,is,matched_random,6,912.0,629.0,-0.11577382523879277,0.3116141981054847,0.4578696343402226
baseline,ETH/USDT:USDT,15m,is,matched_random,7,912.0,630.0,0.48885545959542176,0.15484919618101728,0.49523809523809526
baseline,ETH/USDT:USDT,15m,is,matched_random,8,912.0,633.0,-0.16981711041910186,0.316069687621975,0.45023696682464454
baseline,ETH/USDT:USDT,15m,is,matched_random,9,912.0,602.0,0.04816670359430791,0.2926785354402904,0.4684385382059801
baseline,ETH/USDT:USDT,15m,is,matched_random,10,912.0,614.0,0.06276168207115261,0.17948304499005982,0.46579804560260585
baseline,ETH/USDT:USDT,15m,is,matched_random,11,912.0,603.0,0.07880605024096295,0.30782052101397755,0.46434494195688225
baseline,ETH/USDT:USDT,15m,is,matched_random,12,912.0,633.0,0.027860975245595183,0.2543157402461374,0.4707740916271722
baseline,ETH/USDT:USDT,15m,is,matched_random,13,912.0,615.0,0.1405441763369361,0.2555382228128128,0.4764227642276423
baseline,ETH/USDT:USDT,15m,is,matched_random,14,912.0,611.0,0.1422302640624752,0.19145323781772974,0.4746317512274959
baseline,ETH/USDT:USDT,15m,is,matched_random,15,912.0,594.0,-0.036634683266450335,0.26337279151923293,0.45454545454545453
baseline,ETH/USDT:USDT,15m,is,matched_random,16,912.0,581.0,-0.13699072604424836,0.23695006266547913,0.4475043029259897
baseline,ETH/USDT:USDT,15m,is,matched_random,17,912.0,627.0,-0.0029561132309781895,0.24872795543592233,0.4609250398724083
baseline,ETH/USDT:USDT,15m,is,matched_random,18,912.0,584.0,-0.14143721305436593,0.3323038843951805,0.4417808219178082
baseline,ETH/USDT:USDT,15m,is,matched_random,19,912.0,609.0,0.12054945954955892,0.20586958734983496,0.47126436781609193
baseline,ETH/USDT:USDT,15m,is,matched_random,-1,912.0,612.55,0.030521447191845796,0.25466694197772777,0.46500162852944094
baseline,ETH/USDT:USDT,15m,oos,default,-1,1576.0,747.0,0.7707495264319124,0.12675226986543742,0.5247657295850067
baseline,ETH/USDT:USDT,15m,oos,filter_bot3,-1,568.0,331.0,0.3741196296879227,0.0677604948664288,0.5649546827794562
baseline,ETH/USDT:USDT,15m,oos,matched_random,0,568.0,355.0,0.34332487781582205,0.11682724089434303,0.5183098591549296
baseline,ETH/USDT:USDT,15m,oos,matched_random,1,568.0,359.0,0.379450292747956,0.0806430119272458,0.5181058495821727
baseline,ETH/USDT:USDT,15m,oos,matched_random,2,568.0,364.0,0.4148884017461485,0.08303744595411293,0.532967032967033
baseline,ETH/USDT:USDT,15m,oos,matched_random,3,568.0,359.0,0.4546779081730836,0.0883032843970036,0.5264623955431755
baseline,ETH/USDT:USDT,15m,oos,matched_random,4,568.0,365.0,0.23162757858256264,0.1197686178284341,0.5068493150684932
baseline,ETH/USDT:USDT,15m,oos,matched_random,5,568.0,346.0,0.9589692438371304,0.06596781218234403,0.5838150289017341
baseline,ETH/USDT:USDT,15m,oos,matched_random,6,568.0,358.0,0.7146674404559199,0.11322141598102015,0.5363128491620112
baseline,ETH/USDT:USDT,15m,oos,matched_random,7,568.0,354.0,0.44725666485186155,0.10275209686019329,0.536723163841808
baseline,ETH/USDT:USDT,15m,oos,matched_random,8,568.0,351.0,0.30744461287609975,0.076464060689718,0.5042735042735043
baseline,ETH/USDT:USDT,15m,oos,matched_random,9,568.0,356.0,0.16588492337933222,0.11907455896533607,0.5056179775280899
baseline,ETH/USDT:USDT,15m,oos,matched_random,10,568.0,357.0,0.25355865154822715,0.09187536008502396,0.5098039215686274
baseline,ETH/USDT:USDT,15m,oos,matched_random,11,568.0,358.0,0.32533915466103935,0.08320814147300838,0.5167597765363129
baseline,ETH/USDT:USDT,15m,oos,matched_random,12,568.0,361.0,0.5748702219272913,0.07094050937457769,0.5457063711911357
baseline,ETH/USDT:USDT,15m,oos,matched_random,13,568.0,354.0,0.21942927325921682,0.120527182596269,0.5084745762711864
baseline,ETH/USDT:USDT,15m,oos,matched_random,14,568.0,359.0,0.28923240026422536,0.0995915165900132,0.5069637883008357
baseline,ETH/USDT:USDT,15m,oos,matched_random,15,568.0,348.0,0.06668964994926664,0.09030522774707406,0.48563218390804597
baseline,ETH/USDT:USDT,15m,oos,matched_random,16,568.0,372.0,0.3793375274517068,0.0905849512301027,0.5188172043010753
baseline,ETH/USDT:USDT,15m,oos,matched_random,17,568.0,357.0,0.38862710318766547,0.0698224430033826,0.5210084033613446
baseline,ETH/USDT:USDT,15m,oos,matched_random,18,568.0,359.0,0.06924582919830555,0.17647954671092225,0.48746518105849584
baseline,ETH/USDT:USDT,15m,oos,matched_random,19,568.0,360.0,0.3605975406373098,0.11491914104892087,0.5166666666666667
baseline,ETH/USDT:USDT,15m,oos,matched_random,-1,568.0,357.6,0.3672559648275085,0.0987156782769523,0.519336752459334
