threshold_atr,lens,barrier,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate,guard,threshold_fraction,mean_net_r,net_r_win,net_r_loss,cost_r_median,breakeven_win_rate,win_rate_margin,profit_factor,cap_hit_rate,effective_risk_mean,guard_reject_rate
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,4,26.0,26.0,0.0283415984799847,0.0479833988124296,0.4615384615384615,0.003,0.3333333333333333,0.098659238933373,1.4498889792581844,-1.0595376813450366,0.0495241227849522,0.4198096491139809,0.0417288124244806,1.1880024595007006,0.0384615384615384,0.0098590820651078,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,5,26.0,24.0,-0.028574952772528,0.0594839272067711,0.375,0.003,0.3333333333333333,-0.1139362568476971,1.4531113203685606,-1.0541648031774515,0.048813019180309,0.4195252076721236,-0.0445252076721236,0.8148890345668074,0.0416666666666666,0.0099949994255735,0.0769230769230769
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,6,26.0,25.0,-0.0440478697039421,0.0631284655970328,0.36,0.003,0.3333333333333333,-0.1715595415858856,1.4111750375028231,-1.0618477423232842,0.0525824219862814,0.4210329687945126,-0.0610329687945125,0.7203235828424331,0.24,0.0094910775846478,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,7,26.0,26.0,0.0473521513190553,0.0417038316171199,0.5,0.003,0.3333333333333333,0.1941767512493129,1.4356228643990032,-1.0472693619003772,0.0532602326036687,0.4213040930414675,0.0786959069585324,1.3368065675964889,0.0384615384615384,0.009938061518331,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,8,26.0,24.0,0.0450419653821521,0.0431273090064767,0.5,0.003,0.3333333333333333,0.182842815008676,1.4348651719324466,-1.0691795419150945,0.0494840455766853,0.4197936182306742,0.0802063817693258,1.3576360916520411,0.125,0.0095924122332209,0.0384615384615384
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,9,26.0,26.0,0.0975532650447212,0.0317471589089625,0.5769230769230769,0.003,0.3333333333333333,0.3715047370391485,1.4247420216507505,-1.064727923794854,0.0604676636268119,0.4241870654507248,0.152736011472352,1.8282896951987244,0.1153846153846153,0.0096140745223394,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,10,26.0,25.0,0.0173560533856034,0.0583791146344613,0.48,0.003,0.3333333333333333,0.1204597173588269,1.3986473477093757,-1.059405787580141,0.0628646642910802,0.4251458657164321,0.0548541342835678,1.1295574021101074,0.24,0.0093860503723625,0.0384615384615384
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,11,26.0,24.0,0.0832133757311759,0.0306699443026767,0.5833333333333334,0.003,0.3333333333333333,0.3975997861168125,1.4266118211212642,-1.04301706288942,0.045504196110193,0.4182016784440772,0.1651316548892561,1.75494383866768,0.1666666666666666,0.0095765320048569,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,12,26.0,25.0,0.0449422079658152,0.0319563140607979,0.52,0.003,0.3333333333333333,0.2247915769954092,1.4113632596258368,-1.0606610791875537,0.0474250001242871,0.4189700000497148,0.1010299999502851,1.3489218298795238,0.2,0.0093837841397863,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,13,26.0,25.0,0.0127156410101006,0.0735658345522812,0.44,0.003,0.3333333333333333,0.0297663257447371,1.4331913294304202,-1.0729247485797282,0.0550926921897717,0.4220370768759087,0.0179629231240912,1.087193179730776,0.16,0.0095573719556132,0.0384615384615384
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,14,26.0,25.0,-0.1026459454868072,0.1099214675527919,0.28,0.003,0.3333333333333333,-0.3781367860247254,1.38963890469634,-1.0656051101940287,0.0634120544457446,0.4253648217782978,-0.1453648217782978,0.4287600241144957,0.2,0.0095198946507934,0.0384615384615384
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,15,26.0,26.0,0.0906492225139307,0.0309740884488977,0.5769230769230769,0.003,0.3333333333333333,0.3792909250098369,1.4250837616162424,-1.0467902158170797,0.0511105941193437,0.4204442376477375,0.1564788392753394,1.7437941786440896,0.0769230769230769,0.00971436924486,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,16,26.0,25.0,0.0823537288640385,0.0327670716011322,0.56,0.003,0.3333333333333333,0.3328959186888917,1.4244612083871535,-1.0563689954725326,0.0464517339053129,0.4185806935621252,0.1414193064378748,1.7080606519580206,0.2,0.0095124149572313,0.0384615384615384
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,17,26.0,26.0,0.1474813387414789,0.0210069865035925,0.6538461538461539,0.003,0.3333333333333333,0.572610704296019,1.4274874591802105,-1.0421564993741204,0.049365246518037,0.4197460986072148,0.234100055238939,2.3837867870348965,0.1153846153846153,0.0097276859699131,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,18,26.0,26.0,0.0676620991942922,0.0294569057710055,0.5384615384615384,0.003,0.3333333333333333,0.2847919944168443,1.425213446854272,-1.0456997000934878,0.0451711487122085,0.4180684594848834,0.1203930789766549,1.525270905296357,0.1153846153846153,0.0096525031702501,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,19,26.0,26.0,-0.012926731985367,0.0664221319748993,0.4230769230769231,0.003,0.3333333333333333,-0.0107926928658888,1.4120771361297704,-1.0542305674627055,0.0566651762018452,0.4226660704807381,0.0004108525961849,0.9174583114007288,0.1153846153846153,0.009701639162044,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,is,matched_random,-1,26.0,25.15,0.0399445986857365,0.047393515485495,0.4966390746934225,0.003,0.3333333333333333,0.1737634287872476,1.4229191026368606,-1.0587771280609275,0.0523333765082496,0.4209333506032998,0.0757057240901226,1.3571722846060668,0.1525170011148272,0.0096056573711745,0.0192307692307692
0.6,baseline,atr,LINK/USDT:USDT,1h,is,default,-1,610.0,395.0,0.2146072281485261,0.1503167611493127,0.4455696202531645,0.003,0.3333333333333333,0.0558165492666961,1.4435696809543404,-1.059455373916068,0.0523287920485781,0.4209315168194313,0.0246381034337332,1.073702694419014,0.0582278481012658,0.0099141634485655,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,filter_bot3,-1,26.0,21.0,0.1388643794776766,0.0204327509931684,0.6666666666666666,0.003,0.3333333333333333,0.6280860566722112,1.4629599044191737,-1.041661638821714,0.041726137470508,0.4166904549882032,0.2499762116784634,2.7366366715618526,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,0,26.0,26.0,-0.0714805303180177,0.1024798708960255,0.3076923076923077,0.003,0.3333333333333333,-0.2895934890953483,1.4443671373497744,-1.0602426564042915,0.0534108245265455,0.4213643298106181,-0.1136720221183104,0.6093009859467191,0.0384615384615384,0.0099011888177473,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,1,26.0,25.0,-0.0152256577931117,0.0591449426848822,0.4,0.003,0.3333333333333333,-0.0583219997896183,1.451338712138271,-1.0647624744082114,0.0549896754568531,0.4219958701827412,-0.0219958701827411,0.904343499901614,0.08,0.0099598185349228,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,2,26.0,26.0,0.0782051937490936,0.0360038823369478,0.5384615384615384,0.003,0.3333333333333333,0.283148334913918,1.445299797670046,-1.0726950383015643,0.0588046902798757,0.4235218761119503,0.1149396623495881,1.6045624361173831,0.0769230769230769,0.0098725621924387,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,3,26.0,26.0,0.0954974522846574,0.0533804265353351,0.5769230769230769,0.003,0.3333333333333333,0.3756082486380477,1.4370158301417804,-1.0717657261397693,0.063604106079245,0.4254416424316981,0.1514814344913788,1.7485770001981469,0.0769230769230769,0.0098777183285212,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,4,26.0,26.0,0.0009693924465833,0.0742411800688853,0.4230769230769231,0.003,0.3333333333333333,0.0088628478082725,1.456131325541149,-1.0524673691958368,0.0422146958924592,0.4168858783569836,0.0061910447199394,1.0059318604253205,0.0384615384615384,0.0099775983405577,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,5,26.0,26.0,-0.0262007717156346,0.046003607277362,0.3846153846153846,0.003,0.3333333333333333,-0.0946369136862135,1.448951667869837,-1.059379777158745,0.0520084769832041,0.4208033907932816,-0.036188006177897,0.8425555279947639,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,6,26.0,25.0,-0.0439394505455793,0.0668372195447847,0.36,0.003,0.3333333333333333,-0.1605271424382408,1.429504023699398,-1.0549196733906627,0.055391750192819,0.4221567000771276,-0.0621567000771275,0.7318388897346904,0.12,0.00988192470065,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,7,26.0,25.0,0.003463810596077,0.0621445012262347,0.44,0.003,0.3333333333333333,0.041505970929277,1.4295465282749769,-1.0490973241280586,0.0433460811459704,0.4173384324583882,0.0226615675416118,1.0237475187859393,0.12,0.0097373681981496,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,8,26.0,26.0,-0.0264956101597743,0.0499070844066326,0.3846153846153846,0.003,0.3333333333333333,-0.095976024765466,1.4387047515025326,-1.0551515099329651,0.0518589651327526,0.420743586053101,-0.0361282014377163,0.8440317061044583,0.0384615384615384,0.0099991861514715,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,9,26.0,26.0,0.0777764027769311,0.0311623120137672,0.5384615384615384,0.003,0.3333333333333333,0.2916127403675095,1.445911584691483,-1.0550692446771262,0.0508807211129345,0.4203522884451738,0.1181092500163646,1.587011856890274,0.0384615384615384,0.0099591875810498,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,10,26.0,25.0,-0.039295918465868,0.1084879630029082,0.36,0.003,0.3333333333333333,-0.1647732808509827,1.445882678616673,-1.070767258051539,0.0593441692640423,0.4237376677056169,-0.0637376677056169,0.763026957132166,0.12,0.0098953780344723,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,11,26.0,26.0,0.076226354985506,0.0303873417010047,0.5384615384615384,0.003,0.3333333333333333,0.2928359830288991,1.4450051165376367,-1.0513613393979615,0.0408530438029612,0.4163412175211845,0.1221203209403539,1.581291974408273,0.0769230769230769,0.009943179216617,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,12,26.0,25.0,-0.0398018093521684,0.0991806918042651,0.36,0.003,0.3333333333333333,-0.1550599823886308,1.4549662586627627,-1.0606997429800398,0.0534332949505391,0.4213733179802156,-0.0613733179802156,0.7708348923498141,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,13,26.0,26.0,0.0274383040545171,0.0558614919795281,0.4615384615384615,0.003,0.3333333333333333,0.099564066985791,1.4539301255202373,-1.0613211260437343,0.0471029319406556,0.4188411727762623,0.0426972887621992,1.1800725355718074,0.0769230769230769,0.0098914845207008,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,14,26.0,26.0,-0.1400574082317356,0.1400574082317356,0.1923076923076923,0.003,0.3333333333333333,-0.5738259299993111,1.4461983090569832,-1.0547840821555718,0.0568478353539928,0.4227391341415972,-0.2304314418339048,0.3181389789017692,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,15,26.0,26.0,0.1050621326146527,0.0308135280336513,0.5769230769230769,0.003,0.3333333333333333,0.3882892637278421,1.4495713829643269,-1.0589136261400915,0.0469512280484589,0.4187804912193836,0.1581425857036932,1.8554906851155089,0.0384615384615384,0.0099616829764793,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,16,26.0,26.0,0.0209504275722483,0.0372612743926249,0.4615384615384615,0.003,0.3333333333333333,0.0939503228061242,1.439563246532698,-1.0594321832452247,0.0533947176955252,0.4213578870782101,0.0401805744602514,1.140782704587357,0.1153846153846153,0.0098335012434611,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,17,26.0,26.0,0.024545703308005,0.0372107890682342,0.4615384615384615,0.003,0.3333333333333333,0.094682330608071,1.4444691153410458,-1.0622777705916218,0.0554180883564034,0.4221672353425614,0.0393712261959001,1.1611934682462073,0.0384615384615384,0.0099437079726727,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,18,26.0,26.0,0.1318574740489455,0.0312478229942691,0.6153846153846154,0.003,0.3333333333333333,0.4784776298092094,1.4407134994657211,-1.0610997616412092,0.0534077789318624,0.421363111572745,0.1940215038118704,2.169069722182712,0.0384615384615384,0.0099437079726727,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,19,26.0,26.0,-0.0243953667555275,0.0710549134680029,0.3846153846153846,0.003,0.3333333333333333,-0.087520831652044,1.4561029057503632,-1.0522856675285486,0.0470164536973687,0.4188065814789475,-0.0341911968635628,0.8568792760536729,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,is,matched_random,-1,26.0,25.75,0.01075500625499,0.0611434125833541,0.4383076923076923,0.003,0.3333333333333333,0.0384151072478553,1.4451586998663848,-1.0594246675756387,0.0520139764422234,0.4208055905768894,0.0175021017308029,1.1349341238324298,0.0566153846153846,0.0099289597391292,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,default,-1,272.0,175.0,0.0752704811041767,0.1613065284112425,0.4571428571428571,0.003,0.3333333333333333,0.0564495739518408,1.40716977329838,-1.0809990149715607,0.0728829684191707,0.4291531873676683,0.0279896697751888,1.0762004804556218,0.24,0.0093127980683097,0.0110294117647058
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,filter_bot3,-1,4.0,4.0,0.0169323751284404,0.0107288296841916,0.75,0.003,0.3333333333333333,0.7251617295465657,1.3245099622018113,-1.0728829684191707,0.1400386281250828,0.456015451250033,0.2939845487499669,2.556787790596126,0.5,0.0076551101819934,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,0,4.0,4.0,-0.0179900593763211,0.0317092833688465,0.25,0.003,0.3333333333333333,-0.4470463878780925,1.4168496874840364,-1.0683450796654688,0.0659637755943643,0.4263855102377457,-0.1763855102377457,0.4405824927021892,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,1,4.0,4.0,0.0078574461969232,0.0107397467340765,0.5,0.003,0.3333333333333333,0.2036826250852529,1.4556066060802326,-1.0482413559097266,0.0443933939197677,0.4177573575679071,0.0822426424320929,1.36862399642621,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,2,4.0,4.0,0.0322102744245186,0.0102490497820407,0.75,0.003,0.3333333333333333,0.8012680676130916,1.4099924162188142,-1.0249049782040764,0.0882773792766079,0.4353109517106432,0.3146890482893568,4.0989692146698955,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,3,4.0,4.0,0.003131309444852,0.0208612912459471,0.5,0.003,0.3333333333333333,0.16358662374352,1.3757300821516707,-1.0485568346646308,0.0921361583779961,0.4368544633511984,0.0631455366488015,1.1501014202781124,0.25,0.0094178388450036,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,4,4.0,4.0,0.0072672192388467,0.0213399490863041,0.5,0.003,0.3333333333333333,0.18913480950007,1.451020752177005,-1.0727511331768649,0.0608056191913423,0.4243222476765368,0.0756777523234631,1.3405452941549345,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,5,4.0,4.0,0.0061286540112307,0.0110669050982801,0.5,0.003,0.3333333333333333,0.1606791278645102,1.4116908473468477,-1.0903325916178273,0.0883091526531527,0.4353236610612611,0.0646763389387389,1.2766730658236831,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,6,4.0,4.0,-0.0409723370885951,0.0409723370885951,0.0,0.003,0.3333333333333333,-1.0404330534117132,,-1.0404330534117132,0.0394007231256599,0.415760289250264,-0.415760289250264,0.0,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,7,4.0,4.0,0.0073721063491249,0.0214218698021215,0.5,0.003,0.3333333333333333,0.1918285476346855,1.4605489857369438,-1.0768918904675728,0.0571429073380619,0.4228571629352248,0.0771428370647752,1.3441392566205863,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,8,4.0,4.0,0.0568731983611509,0.0,1.0,0.003,0.3333333333333333,1.4118885626416802,1.4118885626416802,,0.0986468160931228,0.4394587264372491,0.5605412735627509,,0.25,0.0098596481638097,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,9,4.0,4.0,-0.0165144353390156,0.0203211503623453,0.25,0.003,0.3333333333333333,-0.5084299352280588,1.3537490396076173,-1.129156260173284,0.1352031880518469,0.4540812752207387,-0.2040812752207387,0.3787031235601192,0.75,0.0079034270648931,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,10,4.0,4.0,-0.0154406713203163,0.0217536623613732,0.25,0.003,0.3333333333333333,-0.4734809005333432,1.4527176569818878,-1.1155470863717536,0.0936635182229721,0.4374654072891888,-0.1874654072891888,0.4792674836109694,0.25,0.0092161419170374,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,11,4.0,4.0,-0.0114928918574451,0.025090675132623,0.25,0.003,0.3333333333333333,-0.5025266836532976,1.3947741526657098,-1.1349602957596334,0.1264377500535051,0.4505751000214021,-0.2005751000214021,0.5419456911104795,0.5,0.0081581980067978,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,12,4.0,4.0,-0.0184831053513633,0.0213734444850288,0.25,0.003,0.3333333333333333,-0.4920077552004419,1.3552858036992457,-1.107772274833671,0.119852310263907,0.4479409241055628,-0.1979409241055628,0.3550402872161944,0.5,0.0084860054391337,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,13,4.0,4.0,-0.0207804456144649,0.0212052846001006,0.25,0.003,0.3333333333333333,-0.4601850257468243,1.3657429748221357,-1.0688276926031444,0.0788529195683372,0.4315411678273348,-0.1815411678273348,0.3498072860921709,0.25,0.0095687347340116,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,14,4.0,4.0,0.0260915178778223,0.0104705959831415,0.75,0.003,0.3333333333333333,0.7919711533702896,1.40498140393177,-1.0470595983141515,0.0466440033565377,0.4186576013426151,0.3313423986573848,3.456125649011256,0.25,0.0089217354459832,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,15,4.0,4.0,0.0072568449589085,0.0211257790273786,0.5,0.003,0.3333333333333333,0.1887368806725635,1.4394001453330647,-1.0619263839879376,0.061357982000277,0.4245431928001107,0.0754568071998892,1.338680328609001,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,16,4.0,4.0,0.0291426741207909,0.0106957351561077,0.75,0.003,0.3333333333333333,0.7771676389764977,1.3927480238389185,-1.0695735156107646,0.0955862990021208,0.4382345196008483,0.3117654803991517,3.724700424556552,0.25,0.0096275421806296,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,17,4.0,4.0,0.032552105253224,0.0105958252956553,0.75,0.003,0.3333333333333333,0.8098808497067924,1.4330353094642383,-1.059582529565545,0.0580690894772908,0.4232276357909163,0.3267723642090837,3.986510680554524,0.0,0.01,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,18,4.0,3.0,0.0185879623689952,0.0103240992807733,0.6666666666666666,0.003,0.3333333333333333,0.6226443838746,1.4501715398505648,-1.03240992807733,0.0324099280773299,0.412963971230932,0.2537026954357346,2.7493393605216507,0.0,0.01,0.25
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,19,4.0,4.0,0.0097165529067466,0.0185169936699022,0.5,0.003,0.3333333333333333,0.1726719703803537,1.4281162267473635,-1.082772285986656,0.0718837732526327,0.4287535093010531,0.0712464906989469,1.5174796156936408,0.25,0.0093357244598108,0.0
0.6,baseline,zone,LINK/USDT:USDT,1h,oos,matched_random,-1,4.0,3.95,0.0051256959782806,0.017991683878032,0.4833333333333333,0.003,0.3333333333333333,0.1280515749706068,1.413897379830513,-1.0726339351790397,0.0777518343448416,0.4311007337379367,0.0522325995953966,1.5735386669059035,0.175,0.0095247498128555,0.0125
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,default,-1,272.0,173.0,0.0161245970626381,0.1558330664211791,0.4335260115606936,0.003,0.3333333333333333,0.0206781468141707,1.435867167147183,-1.062374674869257,0.0607309724488073,0.4242923889795228,0.0092336225811707,1.015694499617078,0.0346820809248554,0.0099613300749285,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,filter_bot3,-1,4.0,4.0,0.0077526766366598,0.0204857617652626,0.5,0.003,0.3333333333333333,0.2008106242015783,1.4312093713735117,-1.0295881229703547,0.0513545072997812,0.4205418029199125,0.0794581970800875,1.367837790332752,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,0,4.0,4.0,-0.0181286113765749,0.0319324315175661,0.25,0.003,0.3333333333333333,-0.4504828589473244,1.4259149454443945,-1.075948793744564,0.0789626582533449,0.4315850633013379,-0.1815850633013379,0.4402635158645312,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,1,4.0,4.0,0.0079390264123887,0.010646537754389,0.5,0.003,0.3333333333333333,0.2056424442894819,1.4521431726585092,-1.0408582840795455,0.047856827341489,0.4191427309365956,0.0808572690634044,1.3750832956411323,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,2,4.0,4.0,-0.0171615640694346,0.031098811422805,0.25,0.003,0.3333333333333333,-0.4260550780537579,1.4384591037437746,-1.047559805319602,0.0521615145023163,0.4208646058009265,-0.1708646058009265,0.4481601294623757,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,3,4.0,4.0,0.0069255519789308,0.0107452733291171,0.5,0.003,0.3333333333333333,0.1804465503327791,1.426960920952981,-1.0660678202874228,0.070294456759406,0.4281177827037624,0.0718822172962376,1.3196661699170122,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,4,4.0,4.0,0.0073878633299111,0.0209054137620702,0.5,0.003,0.3333333333333333,0.1918984424222228,1.4345883187988104,-1.0507914339543647,0.0507914339543647,0.4203165735817459,0.0796834264182541,1.3533947432944486,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,5,4.0,4.0,0.0069494549834937,0.0109116712004729,0.5,0.003,0.3333333333333333,0.181198673478467,1.440307794700028,-1.077910447743094,0.0640194533398271,0.4256077813359309,0.074392218664069,1.3171965036952251,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,6,4.0,4.0,-0.041834372039837,0.041834372039837,0.0,0.003,0.3333333333333333,-1.0626770015205116,,-1.0626770015205116,0.0640416572626298,0.4256166629050519,-0.4256166629050519,0.0,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,7,4.0,4.0,0.0079692664381178,0.0208350027444012,0.5,0.003,0.3333333333333333,0.2064843540315448,1.4601993448617332,-1.0472306367986437,0.0398612416196579,0.4159444966478632,0.0840555033521368,1.3824941391121024,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,8,4.0,4.0,0.0562209174567164,0.0,1.0,0.003,0.3333333333333333,1.4246492351248494,1.4246492351248494,,0.0638499825721257,0.4255399930288502,0.5744600069711497,,0.25,0.0096516200956478,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,9,4.0,4.0,-0.0174843685062072,0.0209760075705446,0.25,0.003,0.3333333333333333,-0.4597830068833025,1.4355777882918974,-1.0915699386083693,0.0893699809159108,0.4357479923663643,-0.1857479923663643,0.4456273913235042,0.5,0.0097704318231524,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,10,4.0,4.0,-0.0180237802093817,0.0212544115273167,0.25,0.003,0.3333333333333333,-0.4479964236913254,1.400815117368936,-1.064266937378079,0.0684281434674655,0.4273712573869862,-0.1773712573869862,0.4320391795220411,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,11,4.0,4.0,-0.0178827572577241,0.0317285811923235,0.25,0.003,0.3333333333333333,-0.4571006578063057,1.4299527658937858,-1.0861184657063363,0.0896641223517219,0.4358656489406888,-0.1858656489406888,0.4363833305584204,0.5,0.0098847611740621,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,12,4.0,4.0,-0.041918351869539,0.041918351869539,0.0,0.003,0.3333333333333333,-1.0834118537791575,,-1.0834118537791575,0.0763322976290542,0.4305329190516217,-0.4305329190516217,0.0,0.25,0.0098337744290439,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,13,4.0,4.0,-0.0420167171269244,0.0420167171269244,0.0,0.003,0.3333333333333333,-1.067385791486788,,-1.067385791486788,0.0630821333767676,0.4252328533507071,-0.4252328533507071,0.0,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,14,4.0,4.0,0.0069366751327648,0.0213305420677937,0.5,0.003,0.3333333333333333,0.1808095455202907,1.433889037639409,-1.0722699465988272,0.0661109623605926,0.4264443849442371,0.0735556150557629,1.320518165711594,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,15,4.0,4.0,0.0066772295933456,0.0213352783430136,0.5,0.003,0.3333333333333333,0.1742736517984014,1.4210626437603764,-1.0725153401635734,0.0740179755139896,0.4296071902055958,0.0703928097944041,1.308598355659046,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,16,4.0,4.0,0.0071365380499102,0.0106430334510714,0.5,0.003,0.3333333333333333,0.1857349079137873,1.4356220364911343,-1.06415222066356,0.0641522206635598,0.4256608882654239,0.074339111734576,1.3323304709943102,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,17,4.0,4.0,0.0320364888214282,0.0106787434643135,0.75,0.003,0.3333333333333333,0.7972679293147933,1.4189820212301794,-1.067874346431365,0.0736192067710666,0.4294476827084266,0.3205523172915733,3.9173930193264734,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,18,4.0,4.0,0.0067764785724393,0.0109804868057798,0.5,0.003,0.3333333333333333,0.1767446955089325,1.4235653721847843,-1.0700759811669194,0.0764346278152117,0.4305738511260847,0.0694261488739153,1.3160285125441171,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,19,4.0,4.0,0.0325092001403505,0.0104363887442409,0.75,0.003,0.3333333333333333,0.8087263939916454,1.4261814834635598,-1.043638874424098,0.0649993622107082,0.4259997448842833,0.3240002551157167,4.071719061561834,0.0,0.01,0.0
0.6,baseline,atr,LINK/USDT:USDT,1h,oos,matched_random,-1,4.0,4.0,-0.0014492915772912,0.021110402796676,0.4125,0.003,0.3333333333333333,-0.0370507924220638,1.431110064859361,-1.0659117852555169,0.0669025129340605,0.4267610051736242,-0.0142610051736242,1.169310314957272,0.075,0.0099570293760953,0.0
