sizing,scope,universe,symbol,timeframe,segment,scenario,leverage,total_return,win_rate,max_drawdown,num_trades,fill_rate,mean_r,sharpe,peak_concurrency,max_open_notional_ratio,max_concurrent_risk_ratio,clamped_entries,skipped_notional,liquidations
fixed_f1_lev5,series,4h,BTC/USDT:USDT,4h,oos,lev_5,5.0,-0.15753771666597532,0.2777777777777778,0.15753771666597532,18,0.6341463414634146,-0.3055555555555556,-11.54209186627783,2,2.0,0.0881496489228509,0.0,0.0,0.0
fixed_f1_lev5,series,15m,ETH/USDT:USDT,15m,is,single,5.0,0.16454242498284674,0.49707602339181284,0.2869349802873399,513,0.5038709677419355,0.24269005847953215,5.613450529175777,1,,,,,
fixed_f1_lev5,series,15m,ETH/USDT:USDT,15m,is,lev_5,5.0,0.3367689512283694,0.496309963099631,0.3043148554810771,542,0.5038709677419355,0.24077490774907748,8.966303533967906,4,4.0,0.08067671223971841,0.0,0.0,0.0
fixed_f1_lev5,series,15m,ETH/USDT:USDT,15m,oos,single,5.0,0.47962904000785,0.551094890510949,0.1180113541182525,274,0.49774266365688485,0.3777372262773723,20.565745695739224,1,,,,,
fixed_f1_lev5,series,15m,ETH/USDT:USDT,15m,oos,lev_5,5.0,0.5360096797600256,0.5501618122977346,0.1903871245197876,309,0.49774266365688485,0.37540453074433655,18.739201200847564,5,4.93573074047639,0.15881312481233795,0.0,0.0,0.0
fixed_f1_lev5,series,1h,ETH/USDT:USDT,1h,is,single,5.0,0.1792824108574514,0.5167785234899329,0.2684428129792581,149,0.46808510638297873,0.28378378378378377,5.139244594485193,1,,,,,
fixed_f1_lev5,series,1h,ETH/USDT:USDT,1h,is,lev_5,5.0,0.12028479216046908,0.5189873417721519,0.2684428129792577,158,0.46808510638297873,0.2898089171974522,3.7219599781049353,3,2.9964119738455763,0.1796500836803496,0.0,0.0,0.0
fixed_f1_lev5,series,1h,ETH/USDT:USDT,1h,oos,single,5.0,0.1648805923579859,0.5512820512820513,0.15661794228168285,78,0.49065420560747663,0.3782051282051282,8.811088443986112,1,,,,,
fixed_f1_lev5,series,1h,ETH/USDT:USDT,1h,oos,lev_5,5.0,-0.00549238591206049,0.5301204819277109,0.25224323452994507,83,0.49065420560747663,0.3253012048192771,0.950316253797031,3,3.0000000000000004,0.1628588652629109,0.0,0.0,0.0
fixed_f1_lev5,series,4h,ETH/USDT:USDT,4h,is,single,5.0,0.23436478353207568,0.5,0.10079497231655003,30,0.44,0.25,8.963181999983309,1,,,,,
fixed_f1_lev5,series,4h,ETH/USDT:USDT,4h,is,lev_5,5.0,0.23436478353207568,0.5,0.10079497231655003,30,0.44,0.25,8.963181999983309,1,1.0,0.06677937447168217,0.0,0.0,0.0
fixed_f1_lev5,series,4h,ETH/USDT:USDT,4h,oos,single,5.0,-0.06220215139573938,0.5294117647058824,0.14708935453945,17,0.5833333333333334,0.3235294117647059,-2.9417897608259893,1,,,,,
fixed_f1_lev5,series,4h,ETH/USDT:USDT,4h,oos,lev_5,5.0,-0.0959030648931457,0.5,0.1600342742196688,18,0.5833333333333334,0.25,-4.933152099283937,2,2.0,0.07588249843124034,0.0,0.0,0.0
fixed_f1_lev5,series,15m,SOL/USDT:USDT,15m,is,single,5.0,0.5326740383187345,0.5147540983606558,0.2380388632408547,610,0.5018610421836228,0.28688524590163933,9.441892910206203,1,,,,,
fixed_f1_lev5,series,15m,SOL/USDT:USDT,15m,is,lev_5,5.0,0.42702755471104065,0.5111111111111111,0.24802097379727794,630,0.5018610421836228,0.2777777777777778,7.739186553725584,2,2.0132744534203693,0.16831291481666885,0.0,0.0,0.0
fixed_f1_lev5,series,15m,SOL/USDT:USDT,15m,oos,single,5.0,0.03557839985324554,0.508833922261484,0.14439155983307456,283,0.5063451776649747,0.27208480565371024,3.013721114382566,1,,,,,
fixed_f1_lev5,series,15m,SOL/USDT:USDT,15m,oos,lev_5,5.0,-0.08616139809821707,0.5,0.21917491203849765,296,0.5063451776649747,0.25,-3.019593495270547,3,3.0,0.13288437426126948,0.0,0.0,0.0
fixed_f1_lev5,series,1h,SOL/USDT:USDT,1h,is,single,5.0,0.5934589307697368,0.5189873417721519,0.3056470737568621,158,0.5062972292191436,0.2974683544303797,9.26234246219366,1,,,,,
fixed_f1_lev5,series,1h,SOL/USDT:USDT,1h,is,lev_5,5.0,0.4241610376218079,0.5114942528735632,0.4851369348253268,174,0.5062972292191436,0.27873563218390807,6.703633550217621,3,3.0310653984909677,0.29279076089711464,0.0,0.0,0.0
fixed_f1_lev5,series,1h,SOL/USDT:USDT,1h,oos,single,5.0,-0.07580121735967732,0.4461538461538462,0.15691276319897263,65,0.47619047619047616,0.11538461538461539,-3.263765255926452,1,,,,,
fixed_f1_lev5,series,1h,SOL/USDT:USDT,1h,oos,lev_5,5.0,-0.20359321051652104,0.4166666666666667,0.2733768132909867,72,0.47619047619047616,0.041666666666666664,-10.36918407424285,3,3.0,0.08241431809901847,0.0,0.0,0.0
fixed_f1_lev5,series,4h,SOL/USDT:USDT,4h,is,single,5.0,0.059939161474756655,0.45,0.31497815942218943,40,0.6716417910447762,0.125,2.4673776131557714,1,,,,,
fixed_f1_lev5,series,4h,SOL/USDT:USDT,4h,is,lev_5,5.0,0.11541617096943155,0.4634146341463415,0.30885956744885906,41,0.6716417910447762,0.15853658536585366,3.508644386317645,2,2.0,0.11154638128878039,0.0,0.0,0.0
fixed_f1_lev5,series,4h,SOL/USDT:USDT,4h,oos,single,5.0,0.2964233152536912,0.6666666666666666,0.05267342615162555,15,0.575,0.6666666666666666,18.722235843332058,1,,,,,
fixed_f1_lev5,series,4h,SOL/USDT:USDT,4h,oos,lev_5,5.0,0.3681798257311899,0.7058823529411765,0.05267342615162552,17,0.575,0.7647058823529411,21.380371405311923,2,2.0,0.10558912715275641,0.0,0.0,0.0
fixed_f1_lev5,pooled,15m_3sym,ALL,ALL,is,single,5.0,1.0629637486599954,0.5197195442594216,0.31759476274943127,1141,0.49947423764458465,0.2992988606485539,9.904195945675296,1,1.0000000000000002,0.08709407300433955,0.0,0.0,0.0
fixed_f1_lev5,pooled,15m_3sym,ALL,ALL,is,lev_5,5.0,1.4586318176818776,0.5088902513795218,0.3953054915597077,1631,0.49947423764458465,0.27222562844880444,8.523651819767055,6,5.0,0.1861999951079957,6.0,3.0,0.0
fixed_f1_lev5,pooled,15m_3sym,ALL,ALL,oos,single,5.0,0.4661676354602794,0.5305755395683454,0.23283287229930733,556,0.5061074918566775,0.32643884892086333,11.665144357906888,1,1.0000000000000002,0.04253935215298569,0.0,0.0,0.0
fixed_f1_lev5,pooled,15m_3sym,ALL,ALL,oos,lev_5,5.0,0.5649172638436823,0.5167865707434053,0.3502955513735209,834,0.5061074918566775,0.2919664268585132,8.80577672372395,6,5.0,0.17926253647993656,5.0,6.0,0.0
fixed_f1_lev5,pooled,1h_3sym,ALL,ALL,is,single,5.0,0.6829822139504645,0.5111111111111111,0.3804798056423551,315,0.4918032786885246,0.27388535031847133,6.552398378926336,1,1.0000000000000002,0.09709850497473556,0.0,0.0,0.0
fixed_f1_lev5,pooled,1h_3sym,ALL,ALL,is,lev_5,5.0,0.3563551351790467,0.505307855626327,0.5709759731634749,471,0.4918032786885246,0.26063829787234044,3.418975946803066,5,5.0,0.3213676855331046,2.0,0.0,0.0
fixed_f1_lev5,pooled,1h_3sym,ALL,ALL,oos,single,5.0,0.40711669486632984,0.5416666666666666,0.15247011746107847,144,0.47393364928909953,0.3541666666666667,11.032562795314131,1,1.0000000000000002,0.047320571460839095,0.0,0.0,0.0
fixed_f1_lev5,pooled,1h_3sym,ALL,ALL,oos,lev_5,5.0,-0.25000730785532405,0.47435897435897434,0.48234283617053975,234,0.47393364928909953,0.1858974358974359,-3.7278412930972067,5,5.0,0.22571643639489378,1.0,2.0,0.0
fixed_f1_lev5,pooled,multi_tf,ALL,ALL,is,single,5.0,1.9666566558157792,0.5307855626326964,0.4080358980890047,942,0.4982968369829684,0.3257173219978746,11.741166879835868,1,1.0000000000000002,0.13416656893460893,0.0,0.0,0.0
fixed_f1_lev5,pooled,multi_tf,ALL,ALL,is,lev_5,5.0,1.2459760188502353,0.5086569957884886,0.8281304686361368,2137,0.4982968369829684,0.2710674157303371,5.217568413497091,7,5.000000000000001,0.557444140793723,120.0,108.0,0.0
fixed_f1_lev5,pooled,multi_tf,ALL,ALL,oos,single,5.0,0.2987643747479653,0.5,0.3008809311934809,498,0.5038856077090457,0.25,7.644447459506249,1,1.0000000000000002,0.06240390995452416,0.0,0.0,0.0
fixed_f1_lev5,pooled,multi_tf,ALL,ALL,oos,lev_5,5.0,0.8562935635310707,0.5183823529411765,0.4957013315342643,1088,0.5038856077090457,0.2959558823529412,7.65959077537681,7,5.0,0.23364337537540728,58.0,72.0,0.0
fixed_f0.5_lev5,series,15m,BTC/USDT:USDT,15m,is,single,5.0,0.17963232650284044,0.5260663507109005,0.06256149854615592,422,0.49278091650973005,0.31516587677725116,14.031263747383605,1,,,,,
fixed_f0.5_lev5,series,15m,BTC/USDT:USDT,15m,is,lev_5,5.0,0.13833929732873002,0.5173160173160173,0.12709831769695085,462,0.49278091650973005,0.29329004329004327,9.60121893556699,6,3.0,0.055991914002580065,0.0,0.0,0.0
fixed_f0.5_lev5,series,15m,BTC/USDT:USDT,15m,oos,single,5.0,0.03202043603724487,0.48372093023255813,0.07683537980909101,215,0.5153452685421995,0.20930232558139536,5.86771308041672,1,,,,,
fixed_f0.5_lev5,series,15m,BTC/USDT:USDT,15m,oos,lev_5,5.0,0.061016655018848356,0.48497854077253216,0.09257258794417796,233,0.5153452685421995,0.21244635193133046,9.546090051516641,3,1.5,0.02310962592484586,0.0,0.0,0.0
fixed_f0.5_lev5,series,1h,BTC/USDT:USDT,1h,is,single,5.0,-0.016485287730805976,0.48854961832061067,0.08468579960923511,131,0.504424778761062,0.22137404580152673,-1.098671729237705,1,,,,,
fixed_f0.5_lev5,series,1h,BTC/USDT:USDT,1h,is,lev_5,5.0,-0.03699301066748885,0.48201438848920863,0.1185550815261879,139,0.504424778761062,0.20503597122302158,-2.7367406200258078,3,1.5,0.03295209796331312,0.0,0.0,0.0
fixed_f0.5_lev5,series,1h,BTC/USDT:USDT,1h,oos,single,5.0,0.035440971052463646,0.4864864864864865,0.045626398045177846,74,0.45652173913043476,0.21621621621621623,5.205141543138184,1,,,,,
fixed_f0.5_lev5,series,1h,BTC/USDT:USDT,1h,oos,lev_5,5.0,-0.010056192298790484,0.4625,0.08265228977709453,80,0.45652173913043476,0.15625,-0.8022455404572181,3,1.5,0.029070901197189584,0.0,0.0,0.0
fixed_f0.5_lev5,series,4h,BTC/USDT:USDT,4h,is,single,5.0,0.08773795381191193,0.5161290322580645,0.06542618123849174,31,0.44155844155844154,0.2903225806451613,7.974749068600622,1,,,,,
fixed_f0.5_lev5,series,4h,BTC/USDT:USDT,4h,is,lev_5,5.0,0.08773795381191193,0.5161290322580645,0.06542618123849174,31,0.44155844155844154,0.2903225806451613,7.974749068600622,1,0.5,0.03050168664277375,0.0,0.0,0.0
fixed_f0.5_lev5,series,4h,BTC/USDT:USDT,4h,oos,single,5.0,-0.04911583032198214,0.3333333333333333,0.059336565877619436,15,0.6341463414634146,-0.16666666666666666,-7.668194130165865,1,,,,,
fixed_f0.5_lev5,series,4h,BTC/USDT:USDT,4h,oos,lev_5,5.0,-0.07879464422901328,0.2777777777777778,0.07879464422901328,18,0.6341463414634146,-0.3055555555555556,-11.462585599165909,2,1.0,0.04407482446142545,0.0,0.0,0.0
fixed_f0.5_lev5,series,15m,ETH/USDT:USDT,15m,is,single,5.0,0.08990206667030434,0.49707602339181284,0.15160714274579604,513,0.5038709677419355,0.24269005847953215,5.613450529175855,1,,,,,
fixed_f0.5_lev5,series,15m,ETH/USDT:USDT,15m,is,lev_5,5.0,0.1726604247546664,0.496309963099631,0.1605028721122413,542,0.5038709677419355,0.24077490774907748,9.109610300004833,4,2.0,0.040338356119859205,0.0,0.0,0.0
fixed_f0.5_lev5,series,15m,ETH/USDT:USDT,15m,oos,single,5.0,0.22452763984171142,0.551094890510949,0.06000056820102885,274,0.49774266365688485,0.3777372262773723,20.565745695739103,1,,,,,
fixed_f0.5_lev5,series,15m,ETH/USDT:USDT,15m,oos,lev_5,5.0,0.2599051544936961,0.5501618122977346,0.09630826079908504,309,0.49774266365688485,0.37540453074433655,19.392872381890214,5,2.4837587159019816,0.07936924439628304,0.0,0.0,0.0
fixed_f0.5_lev5,series,1h,ETH/USDT:USDT,1h,is,single,5.0,0.09990607572310382,0.5167785234899329,0.1430791269435265,149,0.46808510638297873,0.28378378378378377,5.139244594485252,1,,,,,
fixed_f0.5_lev5,series,1h,ETH/USDT:USDT,1h,is,lev_5,5.0,0.08006363350703505,0.5189873417721519,0.14307912694352637,158,0.46808510638297873,0.2898089171974522,3.964796460366225,3,1.4991013813277447,0.08987903734533982,0.0,0.0,0.0
fixed_f0.5_lev5,series,1h,ETH/USDT:USDT,1h,oos,single,5.0,0.08519420712625725,0.5512820512820513,0.08030427231372049,78,0.49065420560747663,0.3782051282051282,8.811088443986083,1,,,,,
fixed_f0.5_lev5,series,1h,ETH/USDT:USDT,1h,oos,lev_5,5.0,0.007654366654090154,0.5301204819277109,0.1308266342297272,83,0.49065420560747663,0.3253012048192771,1.2646816857109835,3,1.5,0.08142943263145545,0.0,0.0,0.0
fixed_f0.5_lev5,series,4h,ETH/USDT:USDT,4h,is,single,5.0,0.11781529546671718,0.5,0.05130727083669977,30,0.44,0.25,8.963181999983307,1,,,,,
fixed_f0.5_lev5,series,4h,ETH/USDT:USDT,4h,is,lev_5,5.0,0.11781529546671718,0.5,0.05130727083669977,30,0.44,0.25,8.963181999983307,1,0.5000000000000001,0.0333896872358411,0.0,0.0,0.0
fixed_f0.5_lev5,series,4h,ETH/USDT:USDT,4h,oos,single,5.0,-0.027622072203749303,0.5294117647058824,0.07534688989540382,17,0.5833333333333334,0.3235294117647059,-2.9417897608259604,1,,,,,
fixed_f0.5_lev5,series,4h,ETH/USDT:USDT,4h,oos,lev_5,5.0,-0.04470409451881169,0.5,0.07948065362682397,18,0.5833333333333334,0.25,-4.889634515344736,2,1.0,0.03794124921562017,0.0,0.0,0.0
fixed_f0.5_lev5,series,15m,SOL/USDT:USDT,15m,is,single,5.0,0.2640416205892316,0.5147540983606558,0.12503477731907087,610,0.5018610421836228,0.28688524590163933,9.44189291020619,1,,,,,
fixed_f0.5_lev5,series,15m,SOL/USDT:USDT,15m,is,lev_5,5.0,0.22530733493602528,0.5111111111111111,0.13076604047966614,630,0.5018610421836228,0.2777777777777778,7.821973668678495,2,1.003296732196104,0.08535613501753234,0.0,0.0,0.0
fixed_f0.5_lev5,series,15m,SOL/USDT:USDT,15m,oos,single,5.0,0.023281713589454377,0.508833922261484,0.074499082618467,283,0.5063451776649747,0.27208480565371024,3.0137211143825007,1,,,,,
fixed_f0.5_lev5,series,15m,SOL/USDT:USDT,15m,oos,lev_5,5.0,-0.03514844303028367,0.5,0.11081745492323708,296,0.5063451776649747,0.25,-2.7798211183372525,3,1.5,0.06644218713063475,0.0,0.0,0.0
fixed_f0.5_lev5,series,1h,SOL/USDT:USDT,1h,is,single,5.0,0.295260145711529,0.5189873417721519,0.1633851362473787,158,0.5062972292191436,0.2974683544303797,9.262342462193649,1,,,,,
fixed_f0.5_lev5,series,1h,SOL/USDT:USDT,1h,is,lev_5,5.0,0.25473336313674333,0.5114942528735632,0.2687484689477438,174,0.5062972292191436,0.27873563218390807,7.221060121062303,3,1.507647562337,0.14562974544322244,0.0,0.0,0.0
fixed_f0.5_lev5,series,1h,SOL/USDT:USDT,1h,oos,single,5.0,-0.03363113469834352,0.4461538461538462,0.07824155237961668,65,0.47619047619047616,0.11538461538461539,-3.263765255926464,1,,,,,
fixed_f0.5_lev5,series,1h,SOL/USDT:USDT,1h,oos,lev_5,5.0,-0.100909807389253,0.4166666666666667,0.14196642105332438,72,0.47619047619047616,0.041666666666666664,-10.229518414091315,3,1.5,0.04120715904950924,0.0,0.0,0.0
fixed_f0.5_lev5,series,4h,SOL/USDT:USDT,4h,is,single,5.0,0.04427058204062123,0.45,0.1652782398052443,40,0.6716417910447762,0.125,2.4673776131557914,1,,,,,
fixed_f0.5_lev5,series,4h,SOL/USDT:USDT,4h,is,lev_5,5.0,0.07298607320883911,0.4634146341463415,0.16485081289814082,41,0.6716417910447762,0.15853658536585366,3.559800744005279,2,1.0,0.05577319064439021,0.0,0.0,0.0
fixed_f0.5_lev5,series,4h,SOL/USDT:USDT,4h,oos,single,5.0,0.1432644161144468,0.6666666666666666,0.02633671307581285,15,0.575,0.6666666666666666,18.722235843332086,1,,,,,
fixed_f0.5_lev5,series,4h,SOL/USDT:USDT,4h,oos,lev_5,5.0,0.17640513301181965,0.7058823529411765,0.026336713075812767,17,0.575,0.7647058823529411,21.375695123853546,2,1.0,0.052794563576378205,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,15m_3sym,ALL,ALL,is,single,5.0,0.4757203673946513,0.5197195442594216,0.17058430206101088,1141,0.49947423764458465,0.2992988606485539,9.904195945675413,1,0.5000000000000001,0.043547036502169775,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,15m_3sym,ALL,ALL,is,lev_5,5.0,0.6094517185011942,0.5079559363525091,0.21506383900153903,1634,0.49947423764458465,0.26988984088127294,8.24590634955122,8,3.9966435091049304,0.09419361736364522,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,15m_3sym,ALL,ALL,oos,single,5.0,0.22356552047444583,0.5305755395683454,0.12291213085617136,556,0.5061074918566775,0.32643884892086333,11.66514435790699,1,0.5000000000000001,0.021269676076492845,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,15m_3sym,ALL,ALL,oos,lev_5,5.0,0.26993680026386374,0.5143198090692124,0.18286191189056872,838,0.5061074918566775,0.28579952267303105,8.65060363656099,7,3.5,0.08974160452577788,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,1h_3sym,ALL,ALL,is,single,5.0,0.34304401137433743,0.5111111111111111,0.20851405524116653,315,0.4918032786885246,0.27388535031847133,6.552398378926347,1,0.5000000000000001,0.048549252487367786,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,1h_3sym,ALL,ALL,is,lev_5,5.0,0.2835732337141546,0.505307855626327,0.3251115193163135,471,0.4918032786885246,0.26063829787234044,4.031482986136544,5,2.5225391383658433,0.1594603197108299,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,1h_3sym,ALL,ALL,oos,single,5.0,0.1967392955774476,0.5416666666666666,0.07758844271035785,144,0.47393364928909953,0.3541666666666667,11.032562795314185,1,0.5000000000000001,0.02366028573041955,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,1h_3sym,ALL,ALL,oos,lev_5,5.0,-0.11502671641897905,0.4723404255319149,0.2710132652070652,235,0.47393364928909953,0.18085106382978725,-3.560055672260717,6,3.0,0.12259955494354213,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,multi_tf,ALL,ALL,is,single,5.0,0.8232630273584829,0.5307855626326964,0.22208179916500284,942,0.4982968369829684,0.3257173219978746,11.741166879835792,1,0.5000000000000001,0.06708328446730448,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,multi_tf,ALL,ALL,is,lev_5,5.0,1.2286498400700792,0.5065344749887337,0.5485884202909067,2219,0.4982968369829684,0.2657799819657349,6.942777824919582,10,5.0,0.33833830697872985,1.0,1.0,0.0
fixed_f0.5_lev5,pooled,multi_tf,ALL,ALL,oos,single,5.0,0.1577817888633419,0.5,0.15955164741843778,498,0.5038856077090457,0.25,7.644447459506267,1,0.5000000000000001,0.031201954977262074,0.0,0.0,0.0
fixed_f0.5_lev5,pooled,multi_tf,ALL,ALL,oos,lev_5,5.0,0.1288829112674457,0.5053003533568905,0.38871228099708943,1132,0.5038856077090457,0.26325088339222613,3.0251007010044897,11,5.000000000000001,0.201922654796928,4.0,3.0,0.0
