check,arm,segment,metric,left,right,abs_diff
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[0–1],-0.1716444183134582,-0.1716444183134582,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[2–3],5787.0,5787.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[2–3],-0.0592803421957718,-0.0592803421957718,6.938893903907227e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[4–6],9659.0,9659.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[4–6],-0.0422334867537682,-0.0422334867537682,6.938893903907228e-18
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[7–10],6826.0,6826.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[7–10],-0.054802488606962,-0.054802488606962,9.714451465470121e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[11+],1536.0,1536.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[11+],-0.0718009149548733,-0.0718009149548733,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[≥ 0R],14348.0,14348.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[≥ 0R],-0.0795731417355263,-0.0795731417355263,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[[-3R ~ 0R)],4781.0,4781.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[[-3R ~ 0R)],-0.0717534186359668,-0.0717534186359668,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[[-5R ~ -3R)],2134.0,2134.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[[-5R ~ -3R)],-0.0462727179732463,-0.0462727179732463,8.326672684688674e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[[-10R ~ -5R)],3838.0,3838.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[[-10R ~ -5R)],-0.1171086227814885,-0.1171086227814885,5.551115123125783e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[[-20R ~ -10R)],4204.0,4204.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[[-20R ~ -10R)],-0.0871108639040339,-0.0871108639040339,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,num_trades[< -20R],5284.0,5284.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,is,mean_net_r[< -20R],-0.1299514717861604,-0.1299514717861604,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[0–1],4443.0,4443.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[0–1],-0.187754621128778,-0.187754621128778,8.326672684688674e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[2–3],3228.0,3228.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[2–3],-0.0778347730142794,-0.0778347730142794,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[4–6],4508.0,4508.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[4–6],-0.0759143621056473,-0.0759143621056473,9.714451465470121e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[7–10],2390.0,2390.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[7–10],-0.1337487676176077,-0.1337487676176077,5.551115123125783e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[11+],274.0,274.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[11+],-0.1634886051850738,-0.1634886051850738,8.326672684688674e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[≥ 0R],5555.0,5555.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[≥ 0R],-0.07003571060862,-0.07003571060862,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[[-3R ~ 0R)],2295.0,2295.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[[-3R ~ 0R)],-0.1245048113851273,-0.1245048113851273,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[[-5R ~ -3R)],1184.0,1184.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[[-5R ~ -3R)],-0.093450184122963,-0.093450184122963,4.163336342344337e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[[-10R ~ -5R)],2028.0,2028.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[[-10R ~ -5R)],-0.0698923906000638,-0.0698923906000638,6.938893903907227e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[[-20R ~ -10R)],1732.0,1732.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[[-20R ~ -10R)],-0.1565258991245664,-0.1565258991245664,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,num_trades[< -20R],2049.0,2049.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos_warm,mean_net_r[< -20R],-0.289821985252459,-0.289821985252459,5.551115123125783e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[0–1],4459.0,4459.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[0–1],-0.2046066373713455,-0.2046066373713455,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[2–3],3271.0,3271.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[2–3],-0.0725066980130366,-0.0725066980130366,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[4–6],4406.0,4406.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[4–6],-0.0695916031907901,-0.0695916031907901,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[7–10],2196.0,2196.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[7–10],-0.1374977060198776,-0.1374977060198776,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[11+],202.0,202.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[11+],-0.2645449326803221,-0.2645449326803221,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[≥ 0R],5479.0,5479.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[≥ 0R],-0.0727160821418391,-0.0727160821418391,8.326672684688674e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[[-3R ~ 0R)],2247.0,2247.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[[-3R ~ 0R)],-0.1406079735044239,-0.1406079735044239,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[[-5R ~ -3R)],1163.0,1163.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[[-5R ~ -3R)],-0.0964167970973479,-0.0964167970973479,8.326672684688674e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[[-10R ~ -5R)],2032.0,2032.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[[-10R ~ -5R)],-0.0579946206025567,-0.0579946206025567,6.938893903907228e-18
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[[-20R ~ -10R)],1679.0,1679.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[[-20R ~ -10R)],-0.1510089968260736,-0.1510089968260736,2.7755575615628914e-17
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,num_trades[< -20R],1934.0,1934.0,0.0
a″ `wan408` 규약 ≡ 공개 wan408_leading.csv,base,oos,mean_net_r[< -20R],-0.317287801158224,-0.317287801158224,0.0
a 멈춤 없음 ≡ 채택 북,base,full,num_trades,49432.0,49432.0,0.0
a 멈춤 없음 ≡ 채택 북,base,full,win_rate,0.4041106975238712,0.4041106975238712,0.0
a 멈춤 없음 ≡ 채택 북,base,full,total_return,-0.9999999999999997,-0.9999999999999997,0.0
a 멈춤 없음 ≡ 채택 북,base,full,max_drawdown,0.9999999999999997,0.9999999999999997,0.0
a 멈춤 없음 ≡ 채택 북,base,full,peak_concurrency,24.0,24.0,0.0
a 멈춤 없음 ≡ 채택 북,base,is,num_trades,34589.0,34589.0,0.0
a 멈춤 없음 ≡ 채택 북,base,is,win_rate,0.4057359276070427,0.4057359276070427,0.0
a 멈춤 없음 ≡ 채택 북,base,is,total_return,-0.9999999999875893,-0.9999999999875893,0.0
a 멈춤 없음 ≡ 채택 북,base,is,max_drawdown,0.9999999999910006,0.9999999999910006,0.0
a 멈춤 없음 ≡ 채택 북,base,is,peak_concurrency,24.0,24.0,0.0
a 멈춤 없음 ≡ 채택 북,base,oos_warm,num_trades,14843.0,14843.0,0.0
a 멈춤 없음 ≡ 채택 북,base,oos_warm,win_rate,0.4003233847604932,0.4003233847604932,0.0
a 멈춤 없음 ≡ 채택 북,base,oos_warm,total_return,-0.9999985857315258,-0.9999985857315258,0.0
a 멈춤 없음 ≡ 채택 북,base,oos_warm,max_drawdown,0.9999990779430545,0.9999990779430545,0.0
a 멈춤 없음 ≡ 채택 북,base,oos_warm,peak_concurrency,17.0,17.0,0.0
a 멈춤 없음 ≡ 채택 북,base,oos,num_trades,14534.0,14534.0,0.0
a 멈춤 없음 ≡ 채택 북,base,oos,win_rate,0.3990642631071969,0.3990642631071969,0.0
a 멈춤 없음 ≡ 채택 북,base,oos,total_return,-0.9999985524869902,-0.9999985524869902,0.0
a 멈춤 없음 ≡ 채택 북,base,oos,max_drawdown,0.9999990865000083,0.9999990865000083,0.0
a 멈춤 없음 ≡ 채택 북,base,oos,peak_concurrency,17.0,17.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-10R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-10R_both,oos_warm,same_instant_entries,70.0,70.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-10R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-10R_entry,oos_warm,same_instant_entries,48.0,48.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-10R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-10R_reentry,oos_warm,same_instant_entries,20.0,20.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-15R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-15R_both,oos_warm,same_instant_entries,94.0,94.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-15R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-15R_entry,oos_warm,same_instant_entries,65.0,65.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-15R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-15R_reentry,oos_warm,same_instant_entries,26.0,26.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-1R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-1R_both,oos_warm,same_instant_entries,17.0,17.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-1R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-1R_entry,oos_warm,same_instant_entries,15.0,15.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-1R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-1R_reentry,oos_warm,same_instant_entries,2.0,2.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-20R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-20R_both,oos_warm,same_instant_entries,52.0,52.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-20R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-20R_entry,oos_warm,same_instant_entries,30.0,30.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-20R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-20R_reentry,oos_warm,same_instant_entries,22.0,22.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-2R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-2R_both,oos_warm,same_instant_entries,35.0,35.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-2R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-2R_entry,oos_warm,same_instant_entries,26.0,26.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-2R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-2R_reentry,oos_warm,same_instant_entries,5.0,5.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-30R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-30R_both,oos_warm,same_instant_entries,54.0,54.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-30R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-30R_entry,oos_warm,same_instant_entries,38.0,38.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-30R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-30R_reentry,oos_warm,same_instant_entries,18.0,18.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-3R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-3R_both,oos_warm,same_instant_entries,46.0,46.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-3R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-3R_entry,oos_warm,same_instant_entries,26.0,26.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-3R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-3R_reentry,oos_warm,same_instant_entries,4.0,4.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-5R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-5R_both,oos_warm,same_instant_entries,85.0,85.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-5R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-5R_entry,oos_warm,same_instant_entries,55.0,55.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-5R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-5R_reentry,oos_warm,same_instant_entries,10.0,10.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-8R_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-8R_both,oos_warm,same_instant_entries,74.0,74.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-8R_entry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-8R_entry,oos_warm,same_instant_entries,53.0,53.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,loss-8R_reentry,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),loss-8R_reentry,oos_warm,same_instant_entries,18.0,18.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,stops1_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),stops1_both,oos_warm,same_instant_entries,20.0,20.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,stops2_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),stops2_both,oos_warm,same_instant_entries,34.0,34.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,stops3_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),stops3_both,oos_warm,same_instant_entries,58.0,58.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,stops5_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),stops5_both,oos_warm,same_instant_entries,71.0,71.0,0.0
b 발동보다 뒤의 진입이 실제로 0건,stops8_both,oos_warm,leaked_entries,0.0,0.0,0.0
b′ 같은 ms 진입(관측 · 1분 해상도의 경계),stops8_both,oos_warm,same_instant_entries,77.0,77.0,0.0
c 먼저 열린 포지션 청산 불변,loss-1R_entry,oos_warm,exit_time_mismatch(짝 3455),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-2R_entry,oos_warm,exit_time_mismatch(짝 4788),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-3R_entry,oos_warm,exit_time_mismatch(짝 5704),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-5R_entry,oos_warm,exit_time_mismatch(짝 7324),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-8R_entry,oos_warm,exit_time_mismatch(짝 8936),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-10R_entry,oos_warm,exit_time_mismatch(짝 9741),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-15R_entry,oos_warm,exit_time_mismatch(짝 11127),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-20R_entry,oos_warm,exit_time_mismatch(짝 11942),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-30R_entry,oos_warm,exit_time_mismatch(짝 12852),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-1R_reentry,oos_warm,exit_time_mismatch(짝 4576),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-2R_reentry,oos_warm,exit_time_mismatch(짝 5675),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-3R_reentry,oos_warm,exit_time_mismatch(짝 6548),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-5R_reentry,oos_warm,exit_time_mismatch(짝 7945),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-8R_reentry,oos_warm,exit_time_mismatch(짝 9284),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-10R_reentry,oos_warm,exit_time_mismatch(짝 10036),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-15R_reentry,oos_warm,exit_time_mismatch(짝 11312),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-20R_reentry,oos_warm,exit_time_mismatch(짝 12075),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-30R_reentry,oos_warm,exit_time_mismatch(짝 12887),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-1R_both,oos_warm,exit_time_mismatch(짝 3566),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-2R_both,oos_warm,exit_time_mismatch(짝 5044),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-3R_both,oos_warm,exit_time_mismatch(짝 5878),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-5R_both,oos_warm,exit_time_mismatch(짝 7372),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-8R_both,oos_warm,exit_time_mismatch(짝 8980),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-10R_both,oos_warm,exit_time_mismatch(짝 9802),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-15R_both,oos_warm,exit_time_mismatch(짝 11184),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-20R_both,oos_warm,exit_time_mismatch(짝 11978),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,loss-30R_both,oos_warm,exit_time_mismatch(짝 12842),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,stops1_both,oos_warm,exit_time_mismatch(짝 2202),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,stops2_both,oos_warm,exit_time_mismatch(짝 3356),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,stops3_both,oos_warm,exit_time_mismatch(짝 4237),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,stops5_both,oos_warm,exit_time_mismatch(짝 5737),0.0,0.0,0.0
c 먼저 열린 포지션 청산 불변,stops8_both,oos_warm,exit_time_mismatch(짝 7501),0.0,0.0,0.0
d 후보 층은 팔에 무관(배치 축),33팔,full,base+reentry_candidates,122946.0,122946.0,0.0
