scenario,k,variant,scope,segment,exclude,num_cells,num_symbols,num_trades,win_rate,total_return,max_drawdown,peak_concurrency,max_concurrent_risk,max_effective_concurrent_risk,max_open_notional_ratio,liquidation_events
k1.25_pure,1.25,pure,4h,full,-BCH,11,11,814,0.585995085995086,8.071249173541835,0.2028160069967163,7,0.06999999999999999,0.0875,3.427839819273697,0
k1.25_pure,1.25,pure,4h,oos_warm,-BCH,11,11,309,0.5501618122977346,0.6793896444934057,0.11430865950304069,6,0.060000000000000005,0.07500000000000001,3.4278398192736965,0
k1.50_pure,1.5,pure,4h,full,-BCH,11,11,814,0.585995085995086,2.903322450901131,0.312440371608246,7,0.07,0.105,3.427839819273697,0
k1.50_pure,1.5,pure,4h,oos_warm,-BCH,11,11,309,0.5501618122977346,0.19437251199395578,0.16179946612645338,6,0.060000000000000005,0.09000000000000001,3.427839819273697,0
k2.00_pure,2.0,pure,4h,full,-BCH,11,11,814,0.585995085995086,-0.2870811215374229,0.5151044159605971,7,0.06999999999999999,0.13999999999999999,3.4278398192736965,0
k2.00_pure,2.0,pure,4h,oos_warm,-BCH,11,11,309,0.5501618122977346,-0.3991609825079453,0.4636924632622625,6,0.06,0.12,3.427839819273697,0
k1.00_pure,1.0,pure,4h,full,-BNB,11,11,811,0.5869297163995068,19.37575594924433,0.15782684069708033,6,0.060000000000000005,0.060000000000000005,3.4278398192736965,0
k1.00_pure,1.0,pure,4h,oos_warm,-BNB,11,11,308,0.5454545454545454,1.219962953955149,0.08984928984083786,6,0.06,0.06,3.4278398192736965,0
k1.25_pure,1.25,pure,4h,full,-BNB,11,11,811,0.5869297163995068,7.842384700673151,0.22685007318654865,6,0.060000000000000005,0.07500000000000001,3.427839819273697,0
k1.25_pure,1.25,pure,4h,oos_warm,-BNB,11,11,308,0.5454545454545454,0.5755532110201659,0.13213629137772237,6,0.05999999999999999,0.075,3.4278398192736965,0
k1.50_pure,1.5,pure,4h,full,-BNB,11,11,811,0.5869297163995068,2.8204415401302154,0.30193010938355525,6,0.060000000000000005,0.09000000000000001,3.4278398192736965,0
k1.50_pure,1.5,pure,4h,oos_warm,-BNB,11,11,308,0.5454545454545454,0.11617285344254524,0.2120776018282771,6,0.060000000000000005,0.09000000000000001,3.427839819273696,0
k2.00_pure,2.0,pure,4h,full,-BNB,11,11,811,0.5869297163995068,-0.2963614739614129,0.5676881087991847,6,0.060000000000000005,0.12000000000000001,3.4278398192736965,0
k2.00_pure,2.0,pure,4h,oos_warm,-BNB,11,11,308,0.5454545454545454,-0.44292753127199885,0.4914326755480145,6,0.06,0.12,3.4278398192736965,0
k1.00_pure,1.0,pure,4h,full,-BTC,11,11,816,0.5821078431372549,18.924484094234927,0.16186365775808895,6,0.060000000000000005,0.060000000000000005,3.427839819273697,0
k1.00_pure,1.0,pure,4h,oos_warm,-BTC,11,11,314,0.5509554140127388,1.4058796572947605,0.09545019808371841,6,0.060000000000000005,0.060000000000000005,3.427839819273697,0
k1.25_pure,1.25,pure,4h,full,-BTC,11,11,816,0.5821078431372549,7.517772609130208,0.25368458213607187,6,0.06000000000000001,0.07500000000000001,3.427839819273697,0
k1.25_pure,1.25,pure,4h,oos_warm,-BTC,11,11,314,0.5509554140127388,0.7040877742714187,0.13861677234959874,6,0.06,0.075,3.427839819273697,0
k1.50_pure,1.5,pure,4h,full,-BTC,11,11,816,0.5821078431372549,2.625092516188081,0.37207767620559296,6,0.06000000000000001,0.09000000000000001,3.427839819273697,0
k1.50_pure,1.5,pure,4h,oos_warm,-BTC,11,11,314,0.5509554140127388,0.20481099141679987,0.1800409371708442,6,0.05999999999999999,0.08999999999999998,3.4278398192736974,0
k2.00_pure,2.0,pure,4h,full,-BTC,11,11,816,0.5821078431372549,-0.35233396157437974,0.5867268659281456,6,0.060000000000000005,0.12000000000000001,3.4278398192736965,0
k2.00_pure,2.0,pure,4h,oos_warm,-BTC,11,11,314,0.5509554140127388,-0.4011018754890104,0.46262371065449964,6,0.060000000000000005,0.12000000000000001,3.4278398192736965,0
k1.00_pure,1.0,pure,4h,full,-DOGE,11,11,809,0.5834363411619283,18.705452410593224,0.13141409862028983,6,0.06000000000000001,0.06000000000000001,3.4278398192736965,0
k1.00_pure,1.0,pure,4h,oos_warm,-DOGE,11,11,306,0.5424836601307189,1.2477155300268605,0.08620653458433479,6,0.060000000000000005,0.060000000000000005,3.4278398192736974,0
k1.25_pure,1.25,pure,4h,full,-DOGE,11,11,809,0.5834363411619283,7.522288397852688,0.18707388745060852,6,0.060000000000000005,0.07500000000000001,3.4278398192736965,0
k1.25_pure,1.25,pure,4h,oos_warm,-DOGE,11,11,306,0.5424836601307189,0.5976640890652383,0.11207811584943969,6,0.060000000000000005,0.075,3.427839819273697,0
k1.50_pure,1.5,pure,4h,full,-DOGE,11,11,809,0.5834363411619283,2.6697899684245354,0.2921491572488777,6,0.060000000000000005,0.09000000000000001,3.427839819273697,0
k1.50_pure,1.5,pure,4h,oos_warm,-DOGE,11,11,306,0.5424836601307189,0.13363047736577555,0.1587173994743591,6,0.06,0.09,3.427839819273697,0
k2.00_pure,2.0,pure,4h,full,-DOGE,11,11,809,0.5834363411619283,-0.3285008611395826,0.5319484110498812,6,0.06000000000000001,0.12000000000000002,3.4278398192736965,0
k2.00_pure,2.0,pure,4h,oos_warm,-DOGE,11,11,306,0.5424836601307189,-0.4322914410480694,0.49630230107388473,6,0.06,0.12,3.427839819273697,0
k1.00_pure,1.0,pure,4h,full,-DOT,11,11,803,0.5915317559153176,21.05568175613763,0.14092142312537773,7,0.07,0.07,3.427839819273697,0
k1.00_pure,1.0,pure,4h,oos_warm,-DOT,11,11,310,0.5612903225806452,1.5622448978762022,0.08282456378986348,6,0.055353752947280635,0.055353752947280635,3.4278398192736965,0
k1.25_pure,1.25,pure,4h,full,-DOT,11,11,803,0.5915317559153176,8.744250703214215,0.19677579386532332,7,0.07,0.08750000000000001,3.427839819273697,0
