scenario,k,variant,scope,segment,exclude,num_cells,num_symbols,num_trades,win_rate,total_return,max_drawdown,peak_concurrency,max_concurrent_risk,max_effective_concurrent_risk,max_open_notional_ratio,liquidation_events
k1.25_pure,1.25,pure,2h,full,-TRX,11,11,1589,0.6016362492133417,70.01735279686143,0.15507971921384048,5,0.05,0.0625,3.6354511778174197,0
k1.25_pure,1.25,pure,2h,oos_warm,-TRX,11,11,554,0.572202166064982,1.4103494332063922,0.10903599664468669,5,0.05,0.06250000000000001,3.6236059839544215,0
k1.50_pure,1.5,pure,2h,full,-TRX,11,11,1589,0.6016362492133417,14.381991827028475,0.2900192698073208,5,0.05,0.07500000000000001,3.6354511778174197,0
k1.50_pure,1.5,pure,2h,oos_warm,-TRX,11,11,554,0.572202166064982,0.36715742122087724,0.26048150086667915,5,0.049999999999999996,0.075,3.6263278699528985,0
k2.00_pure,2.0,pure,2h,full,-TRX,11,11,1589,0.6016362492133417,-0.2999506634681261,0.6732278704411548,5,0.05000000000000001,0.10000000000000002,3.6354511778174188,0
k2.00_pure,2.0,pure,2h,oos_warm,-TRX,11,11,554,0.572202166064982,-0.5637225854029275,0.5730213994763793,5,0.05,0.1,3.631896958091879,0
k1.00_pure,1.0,pure,2h,full,-XRP,11,11,1613,0.5995040297582145,287.22941855145336,0.08906147532895067,6,0.05542621512620199,0.05542621512620199,3.6153563403130966,0
k1.00_pure,1.0,pure,2h,oos_warm,-XRP,11,11,569,0.5764499121265377,3.5920072846264994,0.08049335764359503,6,0.05948415681179407,0.05948415681179407,3.6209246260557406,0
k1.25_pure,1.25,pure,2h,full,-XRP,11,11,1613,0.5995040297582145,65.58469424501082,0.1282192753434904,6,0.059484156811794066,0.07435519601474258,3.6236059839544206,0
k1.25_pure,1.25,pure,2h,oos_warm,-XRP,11,11,569,0.5764499121265377,1.6157730551790774,0.1282192753434907,6,0.059484156811794066,0.07435519601474258,3.6236059839544206,0
k1.50_pure,1.5,pure,2h,full,-XRP,11,11,1613,0.5995040297582145,13.480802209737481,0.24150021546551256,6,0.05948415681179408,0.08922623521769113,3.6263278699528985,0
k1.50_pure,1.5,pure,2h,oos_warm,-XRP,11,11,569,0.5764499121265377,0.48619269238658996,0.21084923133819117,6,0.05948415681179407,0.0892262352176911,3.626327869952898,0
k2.00_pure,2.0,pure,2h,full,-XRP,11,11,1613,0.5995040297582145,-0.3576192031185404,0.7022878600523229,6,0.05948415681179407,0.11896831362358815,3.6318969580918794,0
k2.00_pure,2.0,pure,2h,oos_warm,-XRP,11,11,569,0.5764499121265377,-0.5240073813757958,0.5777750174123524,6,0.05948415681179408,0.11896831362358816,3.6318969580918785,0
k1.00_pure,1.0,pure,2h,full,-new3,9,9,1318,0.6016691957511381,108.06750141690961,0.098286803022124,6,0.05162381699385599,0.05162381699385599,3.19916733640608,0
k1.00_pure,1.0,pure,2h,oos_warm,-new3,9,9,467,0.5717344753747323,2.231820831001654,0.07728220242995189,6,0.05555727800593315,0.05555727800593315,3.1991673364060795,0
k1.25_pure,1.25,pure,2h,full,-new3,9,9,1318,0.6016691957511381,31.759719733655853,0.13481739296958192,6,0.05554778175317695,0.06943472719147119,3.201260271416821,0
k1.25_pure,1.25,pure,2h,oos_warm,-new3,9,9,467,0.5717344753747323,1.04684121657629,0.1087045764732549,6,0.05555727800593317,0.06944659750741647,3.201260271416821,0
k1.50_pure,1.5,pure,2h,full,-new3,9,9,1318,0.6016691957511381,8.51916214356077,0.21138805865954563,6,0.05555727800593316,0.08333591700889974,3.203381426007505,0
k1.50_pure,1.5,pure,2h,oos_warm,-new3,9,9,467,0.5717344753747323,0.2939084813647052,0.2065707711389894,6,0.055557278005933165,0.08333591700889974,3.2033814260075055,0
k2.00_pure,2.0,pure,2h,full,-new3,9,9,1318,0.6016691957511381,-0.21226128041931888,0.6275143039433836,6,0.05555727800593316,0.11111455601186632,3.2077107080820664,0
k2.00_pure,2.0,pure,2h,oos_warm,-new3,9,9,467,0.5717344753747323,-0.4858932922974077,0.5630649462744396,6,0.055557278005933165,0.11111455601186633,3.2077107080820664,0
k1.00_pure,1.0,pure,1h,full,-ADA,11,11,3183,0.5956644674835061,3601.8363711047514,0.10798476016187653,6,0.05915434518222156,0.05915434518222156,5.000000000000001,0
k1.00_pure,1.0,pure,1h,oos_warm,-ADA,11,11,1104,0.5552536231884058,8.58239528897514,0.0989772623462925,6,0.05958692181920321,0.05958692181920321,4.17985850663478,0
k1.25_pure,1.25,pure,1h,full,-ADA,11,11,3183,0.5956644674835061,696.1634321945809,0.18050881365405788,6,0.059154345182221575,0.07394293147777697,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-ADA,11,11,1104,0.5552536231884058,2.5468927903479925,0.1709740165126879,6,0.05968479536580451,0.07460599420725564,4.188663356725999,0
k1.50_pure,1.5,pure,1h,full,-ADA,11,11,3183,0.5956644674835061,56.86031220557408,0.32082070300336873,6,0.05978315407128115,0.08967473110692173,5.000000000000001,0
k1.50_pure,1.5,pure,1h,oos_warm,-ADA,11,11,1104,0.5552536231884058,0.3076830654806669,0.3340852997578268,6,0.05978315407128115,0.08967473110692173,4.197606751310532,0
k2.00_pure,2.0,pure,1h,full,-ADA,11,11,3183,0.5956644674835061,-0.8016045209839057,0.9085327319054558,6,0.05998134146033071,0.11996268292066142,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-ADA,11,11,1104,0.5552536231884058,-0.8243796828416873,0.854838478950164,6,0.05998134146033072,0.11996268292066144,4.215922463066235,0
k1.00_pure,1.0,pure,1h,full,-BCH,11,11,3216,0.5889303482587065,2749.989880625706,0.1375062094568706,6,0.059154345182221575,0.059154345182221575,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-BCH,11,11,1110,0.545045045045045,6.260923969309176,0.10948955357511021,6,0.05931575892861124,0.05931575892861124,4.817277512557706,0
k1.25_pure,1.25,pure,1h,full,-BCH,11,11,3216,0.5889303482587065,462.0961259358293,0.20898634995219045,6,0.05915434518222157,0.07394293147777696,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-BCH,11,11,1110,0.545045045045045,1.5741579623552013,0.208158381010141,6,0.05931575892861124,0.07414469866076405,4.8277781771971355,0
k1.50_pure,1.5,pure,1h,full,-BCH,11,11,3216,0.5889303482587065,29.205503515082732,0.40805010443007217,6,0.05931575892861124,0.08897363839291686,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-BCH,11,11,1110,0.545045045045045,-0.09144345336385395,0.4090894471324143,6,0.05931575892861124,0.08897363839291686,4.838444070005912,0
k2.00_pure,2.0,pure,1h,full,-BCH,11,11,3216,0.5889303482587065,-0.9107344769486202,0.9454601428293745,6,0.05931575892861126,0.11863151785722252,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-BCH,11,11,1110,0.545045045045045,-0.8883371249032823,0.8999117766231252,6,0.059315758928611254,0.11863151785722251,4.860287388720778,0
k1.00_pure,1.0,pure,1h,full,-BNB,11,11,3258,0.5899324739103745,3010.64064321621,0.11197648810636435,6,0.05042580683368114,0.05042580683368114,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-BNB,11,11,1133,0.556045895851721,9.01429857127682,0.10991654556068957,6,0.05592886450718981,0.05592886450718981,4.817277512557705,0
k1.25_pure,1.25,pure,1h,full,-BNB,11,11,3258,0.5899324739103745,522.7275117767664,0.1762988297878898,6,0.0505276651798469,0.06315958147480863,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-BNB,11,11,1133,0.556045895851721,2.529131385563493,0.18289314560457312,6,0.056056014485536466,0.07007001810692058,4.8277781771971355,0
k1.50_pure,1.5,pure,1h,full,-BNB,11,11,3258,0.5899324739103745,34.27328427307664,0.3793721142628253,6,0.05618516517135031,0.08427774775702547,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-BNB,11,11,1133,0.556045895851721,0.23816799945712974,0.3844543198393413,6,0.056185165171350304,0.08427774775702546,4.838444070005912,0
k2.00_pure,2.0,pure,1h,full,-BNB,11,11,3258,0.5899324739103745,-0.9047363160132725,0.9463250005659434,6,0.056449660572068565,0.11289932114413713,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-BNB,11,11,1133,0.556045895851721,-0.8496517441657634,0.8810857698841709,6,0.05644966057206856,0.11289932114413712,4.860287388720776,0
k1.00_pure,1.0,pure,1h,full,-BTC,11,11,3228,0.5892193308550185,2735.8055956147655,0.1223813847166901,6,0.05277835529686283,0.05277835529686283,4.469039365931843,0
k1.00_pure,1.0,pure,1h,oos_warm,-BTC,11,11,1125,0.5537777777777778,9.097633535005672,0.10764330255290619,6,0.05958692181920322,0.05958692181920322,4.817277512557706,0
k1.25_pure,1.25,pure,1h,full,-BTC,11,11,3228,0.5892193308550185,530.8178462378587,0.18570157273677254,6,0.05912343187232376,0.0739042898404047,4.469039365931843,0
k1.25_pure,1.25,pure,1h,oos_warm,-BTC,11,11,1125,0.5537777777777778,2.5304602430445806,0.15439295059101515,6,0.059684795365804504,0.07460599420725562,4.827778177197137,0
k1.50_pure,1.5,pure,1h,full,-BTC,11,11,3228,0.5892193308550185,36.86646059366438,0.3231139361004433,6,0.05978315407128115,0.08967473110692172,4.838444070005912,0
k1.50_pure,1.5,pure,1h,oos_warm,-BTC,11,11,1125,0.5537777777777778,0.22887289792510002,0.3286781805971981,6,0.05978315407128116,0.08967473110692173,4.838444070005911,0
k2.00_pure,2.0,pure,1h,full,-BTC,11,11,3228,0.5892193308550185,-0.8974805942469855,0.93755435580954,6,0.059981341460330725,0.11996268292066145,4.860287388720777,0
k2.00_pure,2.0,pure,1h,oos_warm,-BTC,11,11,1125,0.5537777777777778,-0.8531231386057596,0.8718056096415596,6,0.05998134146033072,0.11996268292066144,4.860287388720776,0
k1.00_pure,1.0,pure,1h,full,-DOGE,11,11,3247,0.5931629196181091,2921.5612303735325,0.11298991188761509,6,0.05915434518222156,0.05915434518222156,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-DOGE,11,11,1121,0.5584299732381802,9.52722089186832,0.11640620808382891,6,0.059586921819203206,0.059586921819203206,4.518494856545323,0
k1.25_pure,1.25,pure,1h,full,-DOGE,11,11,3247,0.5931629196181091,575.4870707914289,0.1437578711618475,6,0.05915434518222158,0.07394293147777697,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-DOGE,11,11,1121,0.5584299732381802,2.8642030274316066,0.18671721503081526,6,0.059684795365804504,0.07460599420725564,4.518494856545323,0
k1.50_pure,1.5,pure,1h,full,-DOGE,11,11,3247,0.5931629196181091,42.71111830756916,0.3502817872400695,6,0.05978315407128115,0.08967473110692173,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-DOGE,11,11,1121,0.5584299732381802,0.4125897086053621,0.35858199947967967,6,0.059783154071281146,0.08967473110692172,4.518494856545322,0
k2.00_pure,2.0,pure,1h,full,-DOGE,11,11,3247,0.5931629196181091,-0.8677009778563768,0.9183722870948368,6,0.059981341460330725,0.11996268292066145,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-DOGE,11,11,1121,0.5584299732381802,-0.8135876079815688,0.8553546962074083,6,0.05998134146033072,0.11996268292066144,4.518494856545323,0
k1.00_pure,1.0,pure,1h,full,-DOT,11,11,3219,0.5927306616961789,2981.3947753980915,0.10316445618892026,6,0.05915434518222157,0.05915434518222157,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-DOT,11,11,1110,0.5540540540540541,8.146048860493652,0.10777222040399217,5,0.05017797088666004,0.05017797088666004,4.518494856545323,0
k1.25_pure,1.25,pure,1h,full,-DOT,11,11,3219,0.5927306616961789,547.0262713580522,0.15701794809373681,6,0.059154345182221575,0.07394293147777696,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-DOT,11,11,1110,0.5540540540540541,2.338203850042967,0.15719867972996157,5,0.050254346542079664,0.06281793317759958,4.518494856545323,0
k1.50_pure,1.5,pure,1h,full,-DOT,11,11,3219,0.5927306616961789,40.583479028027206,0.3711652700609994,6,0.05915434518222158,0.08873151777333237,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-DOT,11,11,1110,0.5540540540540541,0.21348412099821254,0.37603188356627976,5,0.050331109767705856,0.07549666465155878,4.518494856545323,0
k2.00_pure,2.0,pure,1h,full,-DOT,11,11,3219,0.5927306616961789,-0.8694071649919677,0.9287451005890508,6,0.05915434518222157,0.11830869036444314,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-DOT,11,11,1110,0.5540540540540541,-0.8416119761334381,0.8758993521817819,5,0.05048581079017407,0.10097162158034814,4.518494856545323,0
k1.00_pure,1.0,pure,1h,full,-ETH,11,11,3216,0.5886194029850746,2051.3404547518594,0.1039633624247644,6,0.059154345182221575,0.059154345182221575,4.5174648094897,0
k1.00_pure,1.0,pure,1h,oos_warm,-ETH,11,11,1109,0.5365193868349865,5.273435118942555,0.12083073695396694,6,0.05592886450718981,0.05592886450718981,4.817277512557706,0
k1.25_pure,1.25,pure,1h,full,-ETH,11,11,3216,0.5886194029850746,441.470914880727,0.22319485182791368,6,0.059154345182221575,0.07394293147777697,4.705025712256439,0
k1.25_pure,1.25,pure,1h,oos_warm,-ETH,11,11,1109,0.5365193868349865,1.1817806642203763,0.27252503895483754,6,0.05605601448553647,0.07007001810692058,4.827778177197136,0
k1.50_pure,1.5,pure,1h,full,-ETH,11,11,3216,0.5886194029850746,33.78018393007522,0.5691443090966817,6,0.059154345182221575,0.08873151777333237,4.838444070005911,0
k1.50_pure,1.5,pure,1h,oos_warm,-ETH,11,11,1109,0.5365193868349865,-0.24464695296118688,0.5727466236844767,6,0.056185165171350304,0.08427774775702546,4.838444070005911,0
k2.00_pure,2.0,pure,1h,full,-ETH,11,11,3216,0.5886194029850746,-0.8996406787980236,0.9510027502130338,6,0.05915434518222159,0.11830869036444318,4.860287388720776,0
k2.00_pure,2.0,pure,1h,oos_warm,-ETH,11,11,1109,0.5365193868349865,-0.9107049682119613,0.9213483903977043,6,0.056449660572068565,0.11289932114413713,4.860287388720777,0
k1.00_pure,1.0,pure,1h,full,-LINK,11,11,3203,0.5938182953481111,2976.382446818805,0.10458212214760877,6,0.05258855076484251,0.05258855076484251,4.849024804583226,0
k1.00_pure,1.0,pure,1h,oos_warm,-LINK,11,11,1110,0.5540540540540541,8.2002196305501,0.10467150280962406,6,0.05958692181920322,0.05958692181920322,4.136767708859303,0
k1.25_pure,1.25,pure,1h,full,-LINK,11,11,3203,0.5938182953481111,565.7660561323198,0.1780957757177782,6,0.05858176512661732,0.07322720640827166,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-LINK,11,11,1110,0.5540540540540541,2.3659374832850486,0.18388766194966238,6,0.05968479536580451,0.07460599420725564,4.147268373498733,0
k1.50_pure,1.5,pure,1h,full,-LINK,11,11,3203,0.5938182953481111,45.006084174541606,0.30614840157283485,6,0.05978315407128114,0.0896747311069217,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-LINK,11,11,1110,0.5540540540540541,0.226441689604135,0.3148445022890462,6,0.05978315407128116,0.08967473110692173,4.157934266307509,0
k2.00_pure,2.0,pure,1h,full,-LINK,11,11,3203,0.5938182953481111,-0.8460602572785417,0.9184138799918415,6,0.059981341460330725,0.11996268292066145,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-LINK,11,11,1110,0.5540540540540541,-0.839178070241934,0.8546906952586008,6,0.059981341460330725,0.11996268292066145,4.179777585022373,0
k1.00_pure,1.0,pure,1h,full,-LTC,11,11,3237,0.5940685820203893,3445.763028839965,0.11191707370922492,6,0.05042580683368115,0.05042580683368115,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-LTC,11,11,1123,0.553873552983081,8.432147771643905,0.10497481851743773,6,0.055812200302411887,0.055812200302411887,4.808396935694958,0
k1.25_pure,1.25,pure,1h,full,-LTC,11,11,3237,0.5940685820203893,647.5787622680317,0.15228092101430882,6,0.05052766517984691,0.06315958147480863,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-LTC,11,11,1123,0.553873552983081,2.3692771543337714,0.1802447033260675,6,0.05590997833463329,0.06988747291829162,4.816650523574686,0
k1.50_pure,1.5,pure,1h,full,-LTC,11,11,3237,0.5940685820203893,53.34056017657386,0.35542715651088574,6,0.05600876528984018,0.08401314793476028,5.000000000000001,0
k1.50_pure,1.5,pure,1h,oos_warm,-LTC,11,11,1123,0.553873552983081,0.1983884321722071,0.3732414879504099,6,0.056008765289840175,0.08401314793476025,4.824989276131339,0
k2.00_pure,2.0,pure,1h,full,-LTC,11,11,3237,0.5940685820203893,-0.8335067370451646,0.9220366922071817,6,0.056209429083912896,0.11241885816782579,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-LTC,11,11,1123,0.553873552983081,-0.8503645149050794,0.8793461578764571,6,0.056209429083912896,0.11241885816782579,4.841927602880526,0
k1.00_pure,1.0,pure,1h,full,-SOL,11,11,3178,0.5937696664568911,2263.13423597281,0.09975174023441755,6,0.050218641325358616,0.050218641325358616,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-SOL,11,11,1107,0.5483288166214996,6.533693165283949,0.10975571405822021,5,0.05017874338170918,0.05017874338170918,4.518494856545323,0
k1.25_pure,1.25,pure,1h,full,-SOL,11,11,3178,0.5937696664568911,486.3649594728548,0.16650868297203505,6,0.05026982376698006,0.06283727970872507,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-SOL,11,11,1107,0.5483288166214996,1.7151432095981862,0.20319703754470078,5,0.050232501061458434,0.06279062632682304,4.518494856545323,0
k1.50_pure,1.5,pure,1h,full,-SOL,11,11,3178,0.5937696664568911,38.68653659204974,0.4684137545900309,6,0.05032126599763548,0.07548189899645322,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-SOL,11,11,1107,0.5483288166214996,-0.025474861441750544,0.47326621088734805,5,0.050287104169520556,0.07543065625428083,4.518494856545324,0
k2.00_pure,2.0,pure,1h,full,-SOL,11,11,3178,0.5937696664568911,-0.8603398359007804,0.9326361045423854,6,0.05042493777814869,0.10084987555629737,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-SOL,11,11,1107,0.5483288166214996,-0.8760186351414444,0.8951697666614833,5,0.05039892771975596,0.10079785543951192,4.518494856545323,0
k1.00_pure,1.0,pure,1h,full,-TRX,11,11,3250,0.5895384615384616,3180.515539392222,0.11038670873451881,6,0.05915434518222157,0.05915434518222157,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-TRX,11,11,1146,0.5514834205933682,8.90357410768208,0.11683858876887195,6,0.05958692181920321,0.05958692181920321,4.518494856545323,0
k1.25_pure,1.25,pure,1h,full,-TRX,11,11,3250,0.5895384615384616,543.5598604413718,0.21029537421132452,6,0.05915434518222157,0.07394293147777696,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-TRX,11,11,1146,0.5514834205933682,2.3729952130764533,0.15716384794212154,6,0.05968479536580452,0.07460599420725564,4.518494856545323,0
k1.50_pure,1.5,pure,1h,full,-TRX,11,11,3250,0.5895384615384616,35.14084341354474,0.3872012727996891,6,0.05978315407128115,0.08967473110692174,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-TRX,11,11,1146,0.5514834205933682,0.14337591823450765,0.38756191402717416,6,0.05978315407128115,0.08967473110692173,4.518494856545323,0
k2.00_pure,2.0,pure,1h,full,-TRX,11,11,3250,0.5895384615384616,-0.9064950768683689,0.9361849701537913,6,0.05998134146033072,0.11996268292066144,5.000000000000001,0
k2.00_pure,2.0,pure,1h,oos_warm,-TRX,11,11,1146,0.5514834205933682,-0.8704972078739723,0.8900237738825835,6,0.05998134146033071,0.11996268292066142,4.518494856545324,0
k1.00_pure,1.0,pure,1h,full,-XRP,11,11,3230,0.5882352941176471,2428.906840872775,0.11446758714337665,6,0.05042580683368115,0.05042580683368115,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-XRP,11,11,1122,0.5525846702317291,8.318229971724518,0.10162952570722578,6,0.055616852907207665,0.055616852907207665,4.789981793391858,0
k1.25_pure,1.25,pure,1h,full,-XRP,11,11,3230,0.5882352941176471,430.4897575623405,0.1817577212090773,6,0.0505276651798469,0.06315958147480863,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-XRP,11,11,1122,0.5525846702317291,2.3231782129235117,0.17391796653020108,6,0.05566930606418185,0.0695866325802273,4.793956377936374,0
k1.50_pure,1.5,pure,1h,full,-XRP,11,11,3230,0.5882352941176471,27.711638270994072,0.33256144790503817,6,0.05572230037787941,0.08358345056681911,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-XRP,11,11,1122,0.5525846702317291,0.18005677726760605,0.3327330265487162,6,0.055722300377879404,0.08358345056681911,4.797971968080418,0
k2.00_pure,2.0,pure,1h,full,-XRP,11,11,3230,0.5882352941176471,-0.9182399664063546,0.9493513221102511,6,0.055829946323179024,0.11165989264635805,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-XRP,11,11,1122,0.5525846702317291,-0.8531420198277972,0.8695786292505968,6,0.05582994632317903,0.11165989264635806,4.80612872994469,0
k1.00_pure,1.0,pure,1h,full,-new3,9,9,2588,0.5950540958268934,1362.9445726393214,0.11223578258992399,6,0.05915434518222158,0.05915434518222158,5.0,0
k1.00_pure,1.0,pure,1h,oos_warm,-new3,9,9,884,0.5509049773755657,4.387447908129286,0.10746751949748276,5,0.049999999999999996,0.049999999999999996,3.9525104440388055,0
k1.25_pure,1.25,pure,1h,full,-new3,9,9,2588,0.5950540958268934,233.10120124988052,0.17765232299514355,6,0.05915434518222158,0.07394293147777697,5.0,0
k1.25_pure,1.25,pure,1h,oos_warm,-new3,9,9,884,0.5509049773755657,1.4404265775781773,0.1926298763354458,5,0.05,0.0625,3.9525104440388064,0
k1.50_pure,1.5,pure,1h,full,-new3,9,9,2588,0.5950540958268934,22.45184219122668,0.2814651132630693,6,0.059154345182221575,0.08873151777333235,5.0,0
k1.50_pure,1.5,pure,1h,oos_warm,-new3,9,9,884,0.5509049773755657,0.10236305939030517,0.2814651132630692,5,0.049999999999999996,0.075,3.952510444038806,0
k2.00_pure,2.0,pure,1h,full,-new3,9,9,2588,0.5950540958268934,-0.7528031816564158,0.8623044712023566,6,0.05915434518222157,0.11830869036444314,5.0,0
k2.00_pure,2.0,pure,1h,oos_warm,-new3,9,9,884,0.5509049773755657,-0.7769900403974093,0.7989791826308068,5,0.049999999999999996,0.09999999999999999,3.952510444038806,0
k1.00_pure,1.0,pure,both,full,-ADA,33,11,5602,0.5992502677615138,66747.99758127425,0.13565738201189617,14,0.11655353250233695,0.11655353250233695,5.0,0
k1.00_pure,1.0,pure,both,oos_warm,-ADA,33,11,1949,0.5572088250384812,65.52474644559469,0.17544709798978314,13,0.11761799737426669,0.11761799737426669,5.000000000000001,0
k1.25_pure,1.25,pure,both,full,-ADA,33,11,5599,0.5993927487051259,20572.9060357551,0.25128875274206475,14,0.1166800013732866,0.14585000171660825,5.0,0
k1.25_pure,1.25,pure,both,oos_warm,-ADA,33,11,1945,0.5568123393316196,9.481729968796603,0.2258980224829882,13,0.1176641553257677,0.1470801941572096,5.000000000000001,0
k1.50_pure,1.5,pure,both,full,-ADA,33,11,5595,0.5992850759606791,2695.6816604923415,0.45235208610470506,14,0.11681065007340756,0.17521597511011133,5.0,0
k1.50_pure,1.5,pure,both,oos_warm,-ADA,33,11,1945,0.5568123393316196,0.5887692397856917,0.3816569579395087,13,0.11771069432721243,0.17656604149081864,5.0,0
k2.00_pure,2.0,pure,both,full,-ADA,33,11,5570,0.5982046678635548,-0.9127545438929872,0.9828538421998255,13,0.11780493347468976,0.23560986694937952,5.0,0
k2.00_pure,2.0,pure,both,oos_warm,-ADA,33,11,1944,0.5570987654320988,-0.9652164813411893,0.9674129911537109,13,0.1178049334746898,0.2356098669493796,5.000000000000001,0
k1.00_pure,1.0,pure,both,full,-BCH,33,11,5623,0.5902543126444958,51206.93556895138,0.13654052959689544,13,0.11655353250233698,0.11655353250233698,5.0,0
k1.00_pure,1.0,pure,both,oos_warm,-BCH,33,11,1946,0.5483042137718397,46.79331607258044,0.20100714491015415,12,0.11356861435221867,0.11356861435221867,5.0,0
k1.25_pure,1.25,pure,both,full,-BCH,33,11,5619,0.5903185620217121,14141.320604120305,0.24700270607888017,13,0.1166800013732866,0.14585000171660828,5.0,0
k1.25_pure,1.25,pure,both,oos_warm,-BCH,33,11,1945,0.548586118251928,6.03330972635121,0.3339218219582107,12,0.11359693739554798,0.14199617174443496,5.0,0
k1.50_pure,1.5,pure,both,full,-BCH,33,11,5616,0.5904558404558404,1015.9699190290706,0.5061776300284015,12,0.11681065007340759,0.1752159751101114,5.0,0
k1.50_pure,1.5,pure,both,oos_warm,-BCH,33,11,1945,0.548586118251928,0.01340973532784774,0.5019706137916669,12,0.11362550086944327,0.1704382513041649,5.0,0
k2.00_pure,2.0,pure,both,full,-BCH,33,11,5588,0.5892984967788117,-0.9837423965502189,0.9936667191274435,12,0.11708534415842241,0.23417068831684482,5.000000000000001,0
k2.00_pure,2.0,pure,both,oos_warm,-BCH,33,11,1944,0.5483539094650206,-0.9800059150117386,0.9816871523083096,12,0.1136833607923194,0.2273667215846388,5.0,0
k1.00_pure,1.0,pure,both,full,-BNB,33,11,5673,0.5928080380750925,58529.11811652886,0.13331998564761513,13,0.11630208876540168,0.11630208876540168,5.0,0
k1.00_pure,1.0,pure,both,oos_warm,-BNB,33,11,1986,0.5584088620342397,73.0612411967893,0.20153751506356946,11,0.10605251213349434,0.10605251213349434,5.0,0
k1.25_pure,1.25,pure,both,full,-BNB,33,11,5670,0.5929453262786596,16586.75624003269,0.2425225602937507,13,0.11636222799907502,0.14545278499884376,5.0,0
k1.25_pure,1.25,pure,both,oos_warm,-BNB,33,11,1983,0.5577407967725668,9.769493555844177,0.254691630143401,11,0.1061226324527092,0.13265329056588648,5.0,0
k1.50_pure,1.5,pure,both,full,-BNB,33,11,5665,0.5927625772285966,1271.7898206015184,0.4961198348327858,12,0.11642364840938266,0.17463547261407397,5.000000000000001,0
k1.50_pure,1.5,pure,both,oos_warm,-BNB,33,11,1983,0.5577407967725668,0.5294775686472247,0.3762260301259394,11,0.10619346016806012,0.15929019025209018,5.000000000000001,0
k2.00_pure,2.0,pure,both,full,-BNB,33,11,5639,0.5923035999290654,-0.974070512644556,0.9926420620452923,12,0.11655050008586965,0.2331010001717393,5.000000000000001,0
k2.00_pure,2.0,pure,both,oos_warm,-BNB,33,11,1982,0.5575176589303733,-0.970634460089648,0.9731319706712878,11,0.10633728104216653,0.21267456208433305,5.0,0
k1.00_pure,1.0,pure,both,full,-BTC,33,11,5632,0.5910866477272727,40435.027575387554,0.145240933058525,13,0.1104494354295283,0.1104494354295283,5.0,0
k1.00_pure,1.0,pure,both,oos_warm,-BTC,33,11,1972,0.5562880324543611,74.04674010608356,0.19047570946073986,12,0.1110578924784717,0.1110578924784717,5.000000000000001,0
k1.25_pure,1.25,pure,both,full,-BTC,33,11,5630,0.5912966252220249,12432.112663328378,0.3189858740811437,13,0.11056511827066569,0.13820639783833213,5.0,0
k1.25_pure,1.25,pure,both,oos_warm,-BTC,33,11,1968,0.5553861788617886,9.798395925918106,0.24325457208503357,12,0.11110703788740778,0.1388837973592597,5.000000000000001,0
k1.50_pure,1.5,pure,both,full,-BTC,33,11,5626,0.5911837895485247,1159.9987628248773,0.5852350551319636,13,0.1106846244598758,0.1660269366898137,5.0,0
k1.50_pure,1.5,pure,both,oos_warm,-BTC,33,11,1968,0.5553861788617886,0.5215462188601996,0.3676505731961881,12,0.1111568560834934,0.16673528412524008,5.000000000000001,0
