arm,guard,multiple,segment,adopted_point,num_cells,num_symbols,num_trades,win_rate,mean_net_r,mean_gross_r,total_return_flat,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,max_effective_concurrent_risk,clamp_rate,mean_effective_risk,liquidation_events,guard_cut,guard_kept,symbols_below_gate,min_symbol_trades,exclude
C_고정오프셋,0.003,1.5,full,False,44,11,22241,0.343824468324266,-0.21052384149731343,-0.1747043974345993,-46.503824044132486,44.856100298373384,-1.0367335487213285,23,2.8019136209808497,2.8019136209808497,1.0,0.02878585378638149,21880,0,42161,0,1366,-ADA
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6277,0.35160108332005735,-0.19624130429049055,-0.1589661203246349,-12.23989953845681,10.038618069569583,-1.2192813247432979,19,47.67450470417638,47.67450470417638,1.0,0.0367070486600394,5078,0,42161,0,306,-ADA
C_고정오프셋,0.003,1.5,full,False,44,11,22277,0.3403959240472236,-0.21929819347887822,-0.1829956297112987,-48.677437597550345,47.22826807565459,-1.0306843672432437,22,56.2496751812827,56.2496751812827,1.0,0.19355570925767882,21933,0,42288,0,1372,-BCH
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6286,0.34473433025771555,-0.21338498818786789,-0.1757726912087847,-13.41799777256397,11.221406079619577,-1.1957501294720867,19,55.05695787461587,55.05695787461587,1.0,0.05661952776562159,5146,0,42288,0,314,-BCH
C_고정오프셋,0.003,1.5,full,False,44,11,22670,0.33939126599029557,-0.22150150400057297,-0.18522356074420016,-49.961187599587134,48.31614391131482,-1.034047495414614,23,11.02398277241057,11.02398277241057,1.0,0.04944431265402967,22345,0,42984,0,1371,-BNB
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6459,0.346493265211333,-0.2075745007045854,-0.17072588559223148,-13.374601865599406,11.25824845473503,-1.18798247519349,18,27.89340797615662,27.89340797615662,1.0,0.025775596985127516,5309,0,42984,0,310,-BNB
C_고정오프셋,0.003,1.5,full,False,44,11,22815,0.33859303090072324,-0.22262407117325828,-0.18718065158950845,-50.532596337829474,48.642996357970546,-1.0388462907579357,23,7.554178621301043,7.554178621301043,1.0,0.04108023454278372,22488,0,42714,0,1376,-BTC
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6534,0.3426691153963881,-0.21690323405339623,-0.1804909583083959,-14.19071939850694,11.420732841910327,-1.2425401762688708,19,15.876281210116225,15.876281210116225,1.0,0.02705765044552234,5376,0,42714,0,314,-BTC
C_고정오프셋,0.003,1.5,full,False,44,11,22128,0.3406543745480839,-0.21849957174993742,-0.182605736010407,-48.043171248407724,46.34113991062028,-1.036728301053237,23,38.91771223855446,38.91771223855446,1.0,0.13843921991317443,21791,0,41910,0,1372,-DOGE
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6244,0.3475336322869955,-0.2062974140378855,-0.16905611800754494,-12.980599821699201,10.909628731245347,-1.1898296579536718,18,61.83864475038365,61.83864475038365,1.0,0.06384065327285186,5166,0,41910,0,314,-DOGE
C_고정오프셋,0.003,1.5,full,False,44,11,22110,0.34296698326549074,-0.2131149842452912,-0.17685316260778497,-46.84807802777121,44.289411805578276,-1.0577715105683718,23,44.52504788294142,44.52504788294142,1.0,0.1401568798655396,21730,0,41995,0,1369,-DOT
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6299,0.34703921257342435,-0.20755908124315098,-0.17016324083084808,-13.189804617542716,10.827091074790367,-1.218222376299545,19,10317.239181523817,10317.239181523817,1.0,2.3690870714640555,5106,0,41995,0,310,-DOT
C_고정오프셋,0.003,1.5,full,False,44,11,22394,0.34263642046976867,-0.21304739094315384,-0.17733604355397128,-47.443181625668814,45.73836141164467,-1.0372733119728708,24,14.66859244777299,14.66859244777299,1.0,0.06004303714279907,22045,0,42378,0,1380,-ETH
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6310,0.3473851030110935,-0.20589194595079105,-0.16911694565013813,-12.955774779686012,10.795190643967082,-1.2001432125634925,19,6.745253908449892,6.745253908449892,1.0,0.023481036354962393,5174,0,42378,0,317,-ETH
C_고정오프셋,0.003,1.5,full,False,44,11,22120,0.34041591320072334,-0.21915242013189534,-0.18319990438337985,-48.154235532282634,46.58286562024332,-1.0337327876058455,22,30.46790117633745,30.46790117633745,1.0,0.11239655042651223,21814,0,42137,0,1365,-LINK
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6295,0.3472597299444003,-0.2069649352943264,-0.16979400464454367,-13.014778025435737,11.021906901461245,-1.180810012440795,18,21.323122016505675,21.323122016505675,1.0,0.04082833674663495,5157,0,42137,0,309,-LINK
C_고정오프셋,0.003,1.5,full,False,44,11,22205,0.34109434811979283,-0.21704497857163732,-0.18129120936521423,-47.763466298165014,46.03470158199765,-1.0375535119541952,23,4.634842612204198,4.634842612204198,1.0,0.03736544298709184,21905,0,42107,0,1373,-LTC
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6320,0.3463607594936709,-0.208879407747981,-0.17181565116861489,-13.219281274054449,10.46253219532441,-1.2634877510782714,19,1.9195586761605925,1.9195586761605925,1.0,0.01847208674139416,5172,0,42107,0,315,-LTC
C_고정오프셋,0.003,1.5,full,False,44,11,22110,0.3373134328358209,-0.22740861293623904,-0.19092112073014147,-49.98340839781261,49.5234729577555,-1.0092872210406052,23,11.584100788457276,11.584100788457276,1.0,0.052508004073157546,21798,0,42118,0,1365,-SOL
C_고정오프셋,0.003,1.5,oos_warm,False,44,11,6254,0.34138151582986886,-0.22151162178419553,-0.1841154131521251,-13.942557780436601,11.387393886969035,-1.224385308774778,18,39.65393494384469,39.65393494384469,1.0,0.02645123131229782,5142,0,42118,0,305,-SOL
