symbol,timeframe,detector,direction,num_zones,born_dead,born_dead_share,num_taps,width_atr_p10,width_atr_p50,width_atr_p90,delay_bars_p50,delay_move_atr_p50
DOT/USDT:USDT,1h,flux,bearish,731,0,0.0,1401,0.6967718578395132,1.1390830570911188,1.8962881740535027,10.0,3.097032532958827
DOT/USDT:USDT,1h,lux,bullish,1985,398,0.2005037783375315,2718,0.5031189502059433,0.7767898428630932,1.2152502338934175,5.0,0.7329947368215701
DOT/USDT:USDT,1h,lux,bearish,2280,455,0.19956140350877194,2980,0.5132032589090468,0.8123629246143654,1.400950155045582,5.0,0.6461352130324647
DOT/USDT:USDT,2h,flux,bullish,361,0,0.0,797,0.8013166862441863,1.3226959151545767,2.2398028966002164,10.0,3.1419557254463633
DOT/USDT:USDT,2h,flux,bearish,355,0,0.0,645,0.7319027809891591,1.143252182216304,2.0463414557288675,11.0,3.050275192329277
DOT/USDT:USDT,2h,lux,bullish,1009,177,0.17542120911793854,1498,0.5095104175987215,0.7856933323208586,1.2532593877481764,5.0,0.7050471086164437
DOT/USDT:USDT,2h,lux,bearish,1152,194,0.1684027777777778,1611,0.5329815285591629,0.8457201187998027,1.423325763420254,5.0,0.6401454848786163
DOT/USDT:USDT,4h,flux,bullish,189,0,0.0,410,0.8181287631515426,1.2643758501727507,2.1854805063431733,9.0,3.023292350930042
DOT/USDT:USDT,4h,flux,bearish,188,0,0.0,346,0.7632106281938933,1.138431727109503,2.0193973192608463,10.0,3.0125165480865235
DOT/USDT:USDT,4h,lux,bullish,500,82,0.164,716,0.5161755289495487,0.792135270955309,1.294000172965144,5.0,0.7859795641227572
DOT/USDT:USDT,4h,lux,bearish,632,102,0.16139240506329114,781,0.5213629511607591,0.8215007151120157,1.3953400814933514,5.0,0.6181055909862545
BCH/USDT:USDT,1h,flux,bullish,736,0,0.0,1663,0.7985720404141501,1.3211491897368646,2.3195444602874282,10.0,3.086841888614061
BCH/USDT:USDT,1h,flux,bearish,735,0,0.0,1683,0.7454857007806573,1.277730338658968,2.241283259080841,10.0,3.027555822170326
