entry_time,entry_price,exit_time,exit_price,reason,quantity,realized_pnl
1631480400000,44953.036348872476,1631483640000,45240.1944592451,take_profit,0.28736647332273585,74.73580830598075
1631499720000,45042.766752,1631505540000,44724.136745,stop_loss,0.2884532249221416,-99.66872793230216
1632183720000,40373.032992,1632184080000,41137.27355376,take_profit,0.24642091840674135,182.28027524688594
1633900500000,54645.854612720235,1633914840000,55435.40496353469,take_profit,0.23927419506952277,179.69071703468322
1634653620000,61403.29132981145,1634653860000,61871.82693536636,take_profit,0.21586845438273983,93.1485800155946
1634911320000,61881.313788,1634916120000,61039.76485000001,stop_loss,0.1645863778261084,-144.56298124713217
1636906140000,63944.926428,1636928100000,64684.942419465,take_profit,0.2064842346329824,144.81834344428376
1636993560000,63944.926428,1637010180000,63398.294995000004,stop_loss,0.2087489701098047,-122.07216769028365
1637033340000,60675.992772,1637038440000,61509.211939035,take_profit,0.21798350160667646,173.61956120269198
1637543820000,57911.149914,1637548080000,57343.314000000006,stop_loss,0.23138868679009256,-139.37824108759264
1638562740000,50850.168,1638562740000,51484.66479,take_profit,0.26077803101883656,157.44027444172966
1638595620000,41268.582066,1638595620000,41820.03468741751,take_profit,0.3251395199621729,171.17649281585057
1639724820000,47044.477014,1639751760000,46495.470635000005,stop_loss,0.25847457224502285,-150.35928804710204
1639941660000,46582.72658870697,1639951620000,46968.32056353155,take_profit,0.28849458053160637,103.13395681338649
1641529140000,41268.582066,1641532800000,41820.03468741751,take_profit,0.32814304359629975,172.7577605800374
1641539100000,41268.582066,1641543960000,41820.03468741751,take_profit,0.3323292247523121,173.59018751520995
1641562860000,41196.59569218821,1641563220000,41640.15873585529,take_profit,0.33712363458152683,141.14276356963117
1641815880000,41484.4209013432,1641818760000,41149.415,stop_loss,0.3381869273062828,-121.6669918595889
1642094100000,42707.88987,1642104240000,42393.7925,stop_loss,0.32564994164264954,-110.58956900083183
1642846200000,34059.48290907594,1642846260000,34352.022669053506,take_profit,0.40509224146702416,110.17984548779597
1643248080000,36107.22,1643250240000,35675.1535,stop_loss,0.3357494114319234,-152.2818333632874
1643784300000,38204.479037837795,1643798880000,38538.41874579719,take_profit,0.3600397291989447,110.55487819678852
1643920380000,36353.78474564941,1643922060000,36642.60139819148,take_profit,0.38140967335804077,101.79399102129014
1645480800000,36773.3532,1645483560000,37608.119533499994,take_profit,0.2454512013321089,199.39680339744828
1645499700000,36361.112149876404,1645500180000,36578.03220950367,take_profit,0.38961613443480886,75.98162331554626
1645663740000,36773.3532,1645671360000,36186.197850000004,stop_loss,0.25029044003093354,-152.42299842195254
1646227020000,43590.7164,1646232240000,44806.2766545,take_profit,0.17072766983037135,202.98147301895742
1646248920000,43445.813717938385,1646321760000,42744.01730000001,stop_loss,0.21006948685288465,-154.66835482105768
1647830220000,40440.98658,1647843060000,40955.678366775,take_profit,0.34961431207193117,171.38838889482417
1648593180000,47039.005919999996,1648604580000,46652.76195,stop_loss,0.304218505720746,-127.47265763578878
1648781580000,44397.777780000004,1648796640000,44794.58595277501,take_profit,0.3194453448596889,118.19822212545425
1649204400000,44397.777780000004,1649204640000,44794.58595277501,take_profit,0.32210760022551266,119.18328531747707
1649458860000,42204.63924,1649610600000,42893.190775949995,take_profit,0.3046450351629215,195.76417217639542
1649697360000,40331.806707712385,1649705220000,40064.1579,stop_loss,0.36238914907723135,-105.72371193708915
1649950980000,39931.4847,1649962860000,39550.015100000004,stop_loss,0.3633745529531531,-147.90873114535532
1652109780000,32331.394986,1652114520000,31954.834590000002,stop_loss,0.39831317279654094,-158.9435848563169
1652304360000,27937.796442,1652305140000,28728.619609447498,take_profit,0.2645925340469475,204.72692808185815
1653314940000,29914.380989328554,1653316380000,30273.907947084732,take_profit,0.48163991823324553,164.44849351429934
1653331980000,29986.396080000002,1653332580000,29649.7677,stop_loss,0.45284605415990437,-160.52738995378365
1654099740000,30565.31184,1654102980000,30239.8725,stop_loss,0.46443220204742897,-159.60136055580753
1654878480000,29025.20388,1654897860000,29348.328195150003,take_profit,0.4910311677956443,150.04927631332697
1655090280000,24919.983,1655091540000,25459.22152125,take_profit,0.39138571708520187,205.11383996754424
1655535300000,19147.87881,1655535300000,19321.031676487495,take_profit,0.7628752520281873,123.27673332259738
1655583120000,17697.174918194843,1655583240000,17901.482076839366,take_profit,0.8323769005165658,161.15410347830334
1655879520000,19985.922124211673,1655888340000,20232.484007873918,take_profit,0.7451181695411632,175.15320378541506
1655913840000,19916.177549108183,1655913840000,20058.209750834074,take_profit,0.7565220221811556,98.36729212098518
1655913840000,19916.177549108183,1655913840000,20058.209750834074,take_profit,0.7614610870131715,99.00949739576971
1655926740000,19958.69844931422,1655928720000,20164.458850223906,take_profit,0.7647995555347193,148.1438747552569
1657514640000,20412.549633770377,1657546320000,20653.69207238373,take_profit,0.7550525463190475,171.6396017262372
1657951140000,20568.009064350375,1657984020000,20863.135874545504,take_profit,0.7576906024696327,212.92874078281957
1658795700000,21004.2,1658849520000,20731.629,stop_loss,0.6024834447121006,-172.2090389726663
1659567840000,22788.736996967633,1659572940000,22962.405546172875,take_profit,0.6856416344380021,109.68165761570394
1660053360000,23039.206919999997,1660092000000,22819.48455,stop_loss,0.6829483581457569,-160.80646771054964
1661024460000,20961.1914,1661069400000,21357.894210750004,take_profit,0.5734269226228719,220.8438662466523
1661526900000,20618.1228,1661526900000,20828.3875965,take_profit,0.7660554789949384,151.53329403630278
1661526900000,20597.41866,1661555520000,20354.11785,stop_loss,0.684036157018351,-175.1797908771651
1663075080000,21281.2554,1663077660000,21101.643900000003,stop_loss,0.7410737357482021,-142.51471080663322
1663494420000,19870.57332,1663512540000,19729.530300000002,stop_loss,0.786513024974106,-120.26487828068635
1664298660000,18903.78,1664331780000,18611.6895,stop_loss,0.5484192606125732,-166.4625887681137
1666119660000,19143.3279,1666123380000,19228.700590125005,take_profit,0.8014143279045105,59.18648716139903
1666621500000,19153.829999999998,1666635360000,19299.920212499997,take_profit,0.8040649702955265,107.81994821043216
1668015420000,16794.598248000002,1668019440000,16436.607585,stop_loss,0.44340055985316257,-163.13780765164978
1668030120000,15720.483468,1668039120000,16136.586340665002,take_profit,0.5426627659349013,230.7611309776617
1670257500000,17002.8999,1670268300000,16883.554,stop_loss,0.9161006130214298,-118.63493922365306
1673856600000,20657.179526196254,1673856720000,20798.544341082892,take_profit,0.748298288384711,96.46609654850056
1673882040000,20638.170843979864,1673882040000,20751.04639639469,take_profit,0.7536616639353967,75.70342975261013
1675080060000,22972.0935,1675080180000,23112.471733125,take_profit,0.6803864701582145,86.0953049775911
1675612860000,23038.406759999998,1675617420000,22896.046250000003,stop_loss,0.6821650940235008,-106.50412348925657
1677218820000,23758.80402135577,1677251820000,23560.214,stop_loss,0.6569982553022069,-140.5593177043883
1678068420000,22247.64864,1678071720000,22386.6726642,take_profit,0.6953064444114401,87.34427415085423
1678386720000,20989.6971,1678388700000,20845.971800000003,stop_loss,0.741138744043346,-115.81154682184668
1678388820000,20821.1634,1678393080000,20650.6695,stop_loss,0.7415755740009424,-135.64781783129123
1678896660000,24238.54674,1678962720000,24918.40141657501,take_profit,0.3315984505034327,218.91861018370554
1680703920000,28094.827356696776,1680707040000,27921.2324,stop_loss,0.552547869221006,-105.19539781618896
1682006580000,28291.25712,1682006880000,28483.4939286,take_profit,0.5449931591537083,95.47471356973706
1682015460000,28291.25712,1682018100000,28139.5232,stop_loss,0.5483678665117012,-92.48113337015835
1682059260000,27890.668732950213,1682063520000,28068.430596459348,take_profit,0.5529281252492565,88.99729701267286
1682076060000,27909.038036289163,1682079360000,28114.33089317755,take_profit,0.5557530306599274,104.74017105471798
1682539260000,27384.276821902982,1682539920000,27681.94415873008,take_profit,0.5702276800691674,160.30109606380293
1683568800000,27435.486,1683681780000,27809.903092500004,take_profit,0.5750061704242969,203.20380738837062
1684665900000,26900.425044707517,1684670040000,26800.09325,stop_loss,0.5939972145206495,-69.16023438907496
1687129200000,26287.2564,1687154460000,26448.710029500002,take_profit,0.6052216735554308,87.01034230756244
1687742460000,29986.4961,1687743000000,30263.101129875005,take_profit,0.5334610486183569,137.9010094941783
1687797960000,29986.4961,1687809240000,30263.101129875005,take_profit,0.5380598189793321,139.08980308436242
1687980600000,29986.4961,1688022480000,30263.101129875005,take_profit,0.5426982336384013,139.21901714634012
1688498580000,30660.43086,1688511480000,30796.571161425,take_profit,0.5353100730568516,63.00042130174464
1688545080000,30655.77274941509,1688553420000,30544.120300000002,stop_loss,0.5374465044348703,-69.86871850522363
1690030260000,29808.9606,1690067820000,29695.44485,stop_loss,0.5503703871653167,-72.32333707126038
1694167560000,25697.884162440812,1694169780000,25828.33977589898,take_profit,0.6356027502536233,73.08459201174793
1694789220000,26239.7469,1694796720000,26361.180066374996,take_profit,0.6252625264978512,64.81268621141594
1695237540000,26779.25478,1695240120000,26954.852781524998,take_profit,0.6150859410722397,98.08173299705938
1695288720000,26779.25478,1695291480000,26639.8734,stop_loss,0.6187485423583036,-96.14930381294535
1695390840000,26545.166947635083,1695583620000,26345.4207,stop_loss,0.620582857484018,-136.55998957453738
1696363560000,27141.02712,1696364040000,27316.4027661,take_profit,0.6019269460565334,95.71895239852975
1696991640000,27141.02712,1696995840000,27001.4925,stop_loss,0.6054536715549946,-94.3075360005815
1698686160000,34065.21168,1698686940000,34246.39743540001,take_profit,0.4796191239630394,77.06239702807575
1698739560000,34065.21168,1698740160000,34246.39743540001,take_profit,0.4818813261695597,77.42587445398858
1699547760000,35340.092230469694,1699547760000,35722.860210886145,take_profit,0.4666885176049231,168.66627884560134
1700578260000,36551.3088,1700578980000,36361.810000000005,stop_loss,0.4558381650592157,-96.34312187915421
1704080580000,42286.75566,1704101880000,42694.03145542501,take_profit,0.39173349086449183,145.0327974955352
1705077360000,43802.458739999995,1705096980000,43136.52095,stop_loss,0.2593302483880524,-179.44431486972402
1706750460000,42006.96034633025,1706797080000,42343.7683903927,take_profit,0.39352351987295253,120.91736143991716
1708369680000,51862.534414785216,1708389720000,51537.518350000006,stop_loss,0.32107270583645464,-116.04496090524394
1709914260000,66515.3004,1709916420000,67840.36384949998,take_profit,0.1825120529216795,234.4594079835325
1710111360000,68308.55897999999,1710112080000,68662.04925127496,take_profit,0.24550450124529372,76.68670414142687
1712650140000,69557.10863999999,1712652900000,70535.53618919996,take_profit,0.2422001968843059,226.77250767085428
1712752740000,67746.5466,1712758140000,68342.27826675,take_profit,0.25202049066486154,139.83242157515758
1712946900000,65731.74372,1712947440000,66646.01962035,take_profit,0.26187271723509153,229.0001345595481
1713985320000,63772.05186,1714005060000,64531.847585175004,take_profit,0.2735108870169042,196.0394144974275
1714039800000,63646.60584353585,1714048200000,64218.38935153521,take_profit,0.2771300943992986,147.81200024943723
1714343520000,62939.38536,1714358400000,62618.675,stop_loss,0.28259255765098684,-101.70550479534559
1714548960000,57051.80808,1714549200000,57662.7244149,take_profit,0.30997258415141415,178.68087027461146
1715499120000,60670.77604082012,1715502660000,60997.52608199928,take_profit,0.29442803301748033,84.94245589697776
1715570340000,60782.25402,1715582460000,61276.08168247501,take_profit,0.29528552365521044,134.99296002105336
1715689800000,61179.2334,1715689800000,61792.17195824999,take_profit,0.29557599306664034,170.24758747400352
1715689800000,60985.194599999995,1715689800000,61596.22298174999,take_profit,0.29930805951277195,171.86054880827982
1715696280000,61179.2334,1715696640000,61792.17195824999,take_profit,0.301167892756614,173.46844252971167
1719221580000,60782.25402,1719221580000,61276.08168247501,take_profit,0.3059888045605053,139.88608025755255
1720387380000,56490.94804015873,1720395900000,55972.0,stop_loss,0.33170934417686343,-183.31420329309324
1722839040000,48915.7812,1722839040000,49813.0340235,take_profit,0.30181894181275065,261.8413489763447
1723644660000,58953.68838,1723687080000,58330.82,stop_loss,0.31695251424684423,-205.5064901948665
1724796840000,58181.33394,1724796840000,58798.92068257499,take_profit,0.31988946834756443,186.31351335383223
1724861940000,58181.33394,1724863800000,58798.92068257499,take_profit,0.3230917585106942,188.17862611966697
1725030120000,58181.33394,1725035220000,57721.125,stop_loss,0.3263261055662933,-162.06549553262167
1726971000000,62929.84624792622,1726998180000,62682.8429,stop_loss,0.29912710340333787,-86.89223046694221
1727285220000,63142.02588,1727314620000,62656.8559,stop_loss,0.296745790686256,-155.46600136129965
1727314620000,62682.534,1727315400000,63022.3080825,take_profit,0.29644086172284195,89.53363400230627
1727660820000,64855.468499999995,1727662200000,64569.2992,stop_loss,0.28788934009371386,-93.5548557124657
1727790060000,62682.534,1727791320000,63022.3080825,take_profit,0.2963767095347674,89.51425820338929
1728401640000,61925.58263999999,1728402360000,62274.95354669999,take_profit,0.30144500276961095,94.07369303397147
1728413280000,61925.58263999999,1728416100000,62274.95354669999,take_profit,0.3029641437937796,94.54778019769925
1728477480000,61925.58263999999,1728482580000,61641.06405000001,stop_loss,0.3044909405741562,-97.91214708888997
1729878960000,67001.49762000001,1729879200000,66666.65000000001,stop_loss,0.27996190268690513,-104.96179902860017
1730383080000,71264.25,1730383500000,70767.59850000001,stop_loss,0.2617428087370421,-141.13470356455704
1730756220000,66944.78627999999,1730757720000,67266.31571714998,take_profit,0.27652295694167683,77.76764444384231
1731172200000,75915.6801,1731178860000,76386.537874875,take_profit,0.2448708603272862,104.09950594701087
1731627600000,86901.94961520655,1731629280000,87940.8816009974,take_profit,0.21511182990874972,210.3116198068978
1732609800000,92494.79526,1732638480000,94188.27045592501,take_profit,0.16290956776376242,262.27192428867414
1733128620000,95228.04179999999,1733149620000,95870.14544775,take_profit,0.20126656587892394,117.6825699534484
1733437680000,90710.83854,1733437680000,92171.687451825,take_profit,0.19194867358377543,269.84875264428297
1733758500000,97841.00847468189,1733773200000,97188.08165000001,stop_loss,0.19985231730433603,-144.34239429482224
1734495720000,104138.22347999999,1734501300000,103212.96770000001,stop_loss,0.18638122706684315,-184.02697343009223
1734565740000,100138.42367999999,1734574320000,99100.02520000002,stop_loss,0.1919880720788019,-212.73814620819692
1735313580000,94323.56094,1735320180000,93478.83720000001,stop_loss,0.2015683522510282,-183.5103158801593
1736271480000,96693.13476,1736311620000,96013.46925000001,stop_loss,0.19473083055979604,-145.47928264231126
1736429820000,92460.08832000001,1736437500000,93838.27818960002,take_profit,0.19665177189634941,260.00560635580223
1738351200000,102377.17134,1738359000000,101476.0366,stop_loss,0.18503793880029834,-178.0436136839684
1738536000000,96436.08336,1738545660000,95262.24505,stop_loss,0.16663021154276728,-206.76710262138351
1740478920000,87017.4,1740479580000,88229.36325,take_profit,0.2132774600097593,247.2457397785471
1743634800000,82554.60762000001,1743638580000,82179.8895,stop_loss,0.2278018917489923,-97.71342281816052
1744008360000,74915.88018,1744012980000,75576.89309977498,take_profit,0.24972518938125113,152.49768474545564
1744161900000,74915.88018,1744162680000,75576.89309977498,take_profit,0.2517607749524151,155.0340300559207
1744573260000,83116.62,1744573620000,83615.72122499999,take_profit,0.2287859405304859,102.73211979601905
1744578300000,83116.62,1744579320000,83615.72122499999,take_profit,0.2300219402594934,103.2871227473972
1744765080000,83116.62,1744768920000,83615.72122499999,take_profit,0.23126461738889784,103.84512406264295
1745141160000,84539.70456,1745145720000,84217.87000000001,stop_loss,0.2286000234754198,-85.13742648422291
1748566680000,104682.69981585309,1748567700000,105481.18256486293,take_profit,0.18379962548141157,135.15774127696582
1748598180000,104594.39044115771,1748598840000,105260.51951484283,take_profit,0.18524701640394525,111.7235848136284
1749772740000,105626.13718707376,1749772860000,105200.57340000001,stop_loss,0.18449526666030777,-89.82464170590579
1750172340000,104735.15281398679,1750173540000,104347.70005,stop_loss,0.18520713613100365,-83.36893182026604
1751894160000,108108.81744,1751912820000,107689.5283,stop_loss,0.17865636892958,-87.29222405965146
1752548940000,117447.68484,1752552540000,116803.9688,stop_loss,0.1637072418688777,-116.87504699359894
1755272640000,116779.25117999999,1755278760000,117364.41638602498,take_profit,0.16364346670276367,83.54278241026827
1756109220000,111010.1976,1756131360000,111821.255403,take_profit,0.1729003704111799,128.65987911507796
1756430400000,111515.2986,1756451520000,110755.5945,stop_loss,0.173270971841108,-143.1754323497288
1756961940000,110884.65816803566,1756966860000,110431.65655,stop_loss,0.1729652149187248,-89.82969405191362
1757593800000,113457.22899983302,1757593800000,113919.58421333277,take_profit,0.16825158877447818,66.30726702749224
1759977780000,121621.10836860327,1760008800000,122483.54851104741,take_profit,0.1575028098423766,123.26418312771597
1760029080000,120082.21164,1760044980000,121344.82633545,take_profit,0.16054776327008458,191.06152294794984
1760110260000,118665.52836,1760110680000,119264.55878955,take_profit,0.16407454025913934,86.56433286655586
1761752880000,111467.48904,1761754260000,111038.8528,stop_loss,0.1754462804497513,-87.88490124011078
1761831480000,107716.13892,1761853140000,106534.706,stop_loss,0.17257335153281786,-215.61778401324793
1763102940000,96098.60659754933,1763103000000,96620.4321106264,take_profit,0.20034685558467863,92.95245007383626
1763161560000,93987.13193277008,1763171700000,95647.83199200923,take_profit,0.1698460381256682,271.01449354706364
1763314920000,94000.99643999999,1763316660000,94964.48510444998,take_profit,0.20868949632922595,189.21932375644104
1763329380000,93406.78073047134,1763333580000,94419.71835026525,take_profit,0.2120428492489965,202.81652058583367
1763395560000,93402.17568951477,1763401680000,92653.65000000001,stop_loss,0.21422473618135893,-172.29401114143573
1765419120000,90190.93457999999,1765422660000,89324.21555,stop_loss,0.2199418658547601,-202.45360697060013
1767717780000,92491.79466,1767721200000,92055.94900000001,stop_loss,0.2122816288722146,-104.26560312767053
1767799020000,91198.13597999999,1767812160000,90744.70495000001,stop_loss,0.2141495877601547,-109.3446950066937
1767855540000,89931.38268,1767883500000,89216.56940000001,stop_loss,0.215950182804471,-167.8968018343894
1768948380000,87849.16632,1768948380000,88316.13564210001,take_profit,0.2191574779166379,90.74720193165864
1769014560000,87849.16632,1769015580000,87464.6458,stop_loss,0.22019046668287276,-96.24001500466422
1769015640000,87410.57862,1769021220000,88298.775076725,take_profit,0.22019427417785745,183.94915845744046
1769709360000,84204.13746,1769712840000,83414.27200000001,stop_loss,0.2307636971210047,-193.8581197121617
1770003000000,74915.88018,1770004140000,75576.89309977498,take_profit,0.25678667736694977,158.12897566903442
1770009960000,74915.88018,1770011460000,75576.89309977498,take_profit,0.2588974311255534,159.42877569433168
1770140940000,74915.88018,1770142860000,74412.77500000001,stop_loss,0.2610255350110216,-143.0037440796853
1770144300000,73620.7212,1770146340000,74932.0682235,take_profit,0.21587518133165015,273.4383096528971
1770221400000,73620.7212,1770225840000,72685.13925000001,stop_loss,0.21891601610793102,-214.4020006800513
1770324900000,62335.4646,1770324900000,62777.257169250006,take_profit,0.3123581478800633,126.25971551281589
1770625980000,69450.68736,1770633120000,68700.23270000001,stop_loss,0.27367121778566694,-216.69968207036513
1771162200000,68949.88722,1771177500000,68605.38015,stop_loss,0.2810816824297875,-107.96471032801821
1772549340000,66102.43344976756,1772551920000,67242.59550760669,take_profit,0.2462844955514474,270.9239128807662
1776621060000,74784.954,1776631440000,74442.76000000001,stop_loss,0.26132943139464193,-101.11569900469314
1778915580000,78235.24392000001,1778923080000,77940.31035000001,stop_loss,0.24851195998788872,-84.88980899612466
1779478200000,75736.1442,1779496320000,75235.86325000001,stop_loss,0.2555913586856939,-139.77598743486706
1780685040000,59603.01822,1780690140000,60627.216777224996,take_profit,0.2733603122015645,270.08738746320864
1781021160000,60912.18,1781025420000,61719.474825000005,take_profit,0.3199329821674741,246.48423951564718
1781083200000,60912.18,1781094780000,61719.474825000005,take_profit,0.32397953311205774,249.60180190474435
1781733780000,63933.419095719284,1781735520000,64326.36846542857,take_profit,0.3125736386665484,110.78614319255153
1781794320000,63677.13288,1781795820000,63320.62385,stop_loss,0.31557148812280067,-124.51589604166467
1782310740000,60912.18,1782316140000,60323.223300000005,stop_loss,0.32785186289988727,-204.99541805363947
1783244340000,62511.73819445032,1783263780000,62794.03276338275,take_profit,0.31618343752908684,77.36205869302212
1783343100000,61571.11176,1783347900000,62053.237260300004,take_profit,0.3222702621365276,143.40703848368153
