symbol,timeframe,engine,axis,quantile,quantile_rank,axis_min,axis_max,n,win_rate,avg_r,profit_factor,total_return_sum
BTC/USDT:USDT,4h,A,volume_percentile,Q2,2,0.2727272727272727,0.45454545454545453,3,0.3333333333333333,-0.14634844854103987,0.7064099543492816,0.0757093703639361
BTC/USDT:USDT,4h,A,volume_percentile,Q3,3,0.5454545454545454,0.7272727272727273,3,0.3333333333333333,-0.48988252100405266,0.30771425575070266,-0.04164333239305143
BTC/USDT:USDT,4h,A,volume_percentile,Q4,4,0.8181818181818182,1.0,3,0.3333333333333333,-0.5163841372365027,0.25923535542344156,-0.05913133658058281
BTC/USDT:USDT,4h,A,imbalance,Q1,1,0.0967142995987066,0.17746029734463512,3,0.6666666666666666,0.20887582595208612,1.557766384114195,0.07690154832536483
BTC/USDT:USDT,4h,A,imbalance,Q2,2,0.1926612198046168,0.22948464888614586,3,0.3333333333333333,-0.2892204797525187,0.4255451454529497,-0.03562347115550541
BTC/USDT:USDT,4h,A,imbalance,Q3,3,0.25769944032198777,0.28561696472289844,3,0.3333333333333333,-0.13760336062983733,0.8011842743685689,-0.01368599796666558
BTC/USDT:USDT,4h,A,imbalance,Q4,4,0.487773506163807,0.9814371103892635,3,0.0,-1.2051477275882982,0.0,-0.07574000524625225
BTC/USDT:USDT,1h,B,relative_volume,Q1,1,0.5857982796765296,1.1619493482296768,17,0.4117647058823529,1.1977790858372401,2.7964268150037195,0.26668904217740846
BTC/USDT:USDT,1h,B,relative_volume,Q2,2,1.1821171622955498,1.830727348753272,17,0.11764705882352941,-0.4389233072676859,0.5096662250918879,-0.11892069422563101
BTC/USDT:USDT,1h,B,relative_volume,Q3,3,1.8812382760367414,2.6363753079180747,16,0.1875,0.14622567048896948,1.202836093994445,0.04052829189374366
BTC/USDT:USDT,1h,B,relative_volume,Q4,4,2.6444075017155395,4.867418174311875,17,0.4117647058823529,0.310473035369515,1.5029786613558158,0.04124454104776912
BTC/USDT:USDT,1h,B,volume_percentile,Q1,1,0.0,0.24242424242424243,17,0.35294117647058826,0.29534082074103407,1.5078526132279602,0.03721004417486563
BTC/USDT:USDT,1h,B,volume_percentile,Q2,2,0.25757575757575757,0.5,17,0.23529411764705882,-0.1528823736593297,0.827510003593388,0.0022130074302482636
BTC/USDT:USDT,1h,B,volume_percentile,Q3,3,0.5151515151515151,0.7424242424242424,16,0.0625,0.19509979122820822,1.0809021848526348,0.055274480750008334
BTC/USDT:USDT,1h,B,volume_percentile,Q4,4,0.7575757575757576,1.0,17,0.47058823529411764,0.8808711943969049,2.603910816773034,0.1348436485381681
BTC/USDT:USDT,1h,B,imbalance,Q1,1,0.04266121286234555,0.13555010389073782,17,0.11764705882352941,0.30260259945904777,1.2262713249942707,0.09374792622158765
BTC/USDT:USDT,1h,B,imbalance,Q2,2,0.138318490398643,0.21914803992440587,17,0.5294117647058824,0.9192292488681645,2.9680222094421254,0.1673819404605615
BTC/USDT:USDT,1h,B,imbalance,Q3,3,0.22491540495838558,0.3075275230700828,16,0.3125,-0.0508208689831085,0.9813109374378277,-0.024485982665700838
BTC/USDT:USDT,1h,B,imbalance,Q4,4,0.3183767953992104,0.9999926626718032,17,0.17647058823529413,0.03295253217381268,1.0682561297727298,-0.007102703123157978
BTC/USDT:USDT,1h,A,relative_volume,Q1,1,0.5857982796765296,1.1078025492111638,12,0.3333333333333333,-0.25123881315572455,0.6607241594728296,0.050847308873627005
BTC/USDT:USDT,1h,A,relative_volume,Q2,2,1.1430107977212005,1.669201906741421,11,0.45454545454545453,0.007917945964786434,1.002411421215026,0.016515864494346572
BTC/USDT:USDT,1h,A,relative_volume,Q3,3,1.7816704417370584,2.2893157005798668,11,0.2727272727272727,-0.24646555255488156,0.6846784847293016,-0.04157738372464764
BTC/USDT:USDT,1h,A,relative_volume,Q4,4,2.3315761487506004,7.230389019086533,11,0.36363636363636365,-0.30006137316872084,0.6189194161437186,-0.06958926559195866
BTC/USDT:USDT,1h,A,volume_percentile,Q1,1,0.0,0.25,12,0.25,-0.32596967270579263,0.5685114237087224,-0.032656269771958416
BTC/USDT:USDT,1h,A,volume_percentile,Q2,2,0.2727272727272727,0.5,11,0.5454545454545454,0.1323012846824451,1.211101943421419,0.029266857196934053
BTC/USDT:USDT,1h,A,volume_percentile,Q3,3,0.5227272727272727,0.75,11,0.36363636363636365,-0.46907016169444815,0.4476951640609211,-0.02087532475073651
BTC/USDT:USDT,1h,A,volume_percentile,Q4,4,0.7727272727272727,1.0,11,0.2727272727272727,-0.12031552869219331,0.8338199991379976,-0.019538738622871886
BTC/USDT:USDT,1h,A,imbalance,Q1,1,0.02344947101506456,0.09547694400903706,12,0.3333333333333333,-0.47677377110887686,0.284871090774957,-0.008835054980603434
BTC/USDT:USDT,1h,A,imbalance,Q2,2,0.09908689021447463,0.21351546580639988,11,0.36363636363636365,-0.08904127254497181,0.8542524736548642,-0.028751578888894316
BTC/USDT:USDT,1h,A,imbalance,Q3,3,0.21914803992440587,0.29322368817127464,11,0.36363636363636365,-0.4390817054641137,0.5304815467619,-0.05814771290242086
BTC/USDT:USDT,1h,A,imbalance,Q4,4,0.3075275230700828,0.9999926626718032,11,0.36363636363636365,0.23555213419916268,1.18429172872727,0.05193087082328585
ETH/USDT:USDT,4h,B,relative_volume,Q1,1,0.7934670154114944,1.1728519403021427,5,0.4,0.3886038337762482,1.5703957581313108,0.06874742598060204
ETH/USDT:USDT,4h,B,relative_volume,Q2,2,1.1973006672879285,1.384063944020469,4,0.75,0.6616769482350165,3.516422392474129,0.13160091178536165
ETH/USDT:USDT,4h,B,relative_volume,Q3,3,1.5190257050339573,1.81938413814822,4,0.25,-0.44146031624385534,0.4347118831893199,-0.039609516716747964
ETH/USDT:USDT,4h,B,relative_volume,Q4,4,1.8384573437577492,2.6650935233199617,5,0.2,-0.4342332326403825,0.48337717513255546,-0.026314347629076154
ETH/USDT:USDT,4h,B,volume_percentile,Q1,1,0.0,0.23529411764705882,5,0.4,0.23564623215755867,1.3298960848381103,0.08091456670582159
ETH/USDT:USDT,4h,B,volume_percentile,Q2,2,0.29411764705882354,0.47058823529411764,4,0.5,-0.046921034562509595,0.9076021139187612,0.025984159452552988
ETH/USDT:USDT,4h,B,volume_percentile,Q3,3,0.5294117647058824,0.7058823529411765,4,0.25,-0.24809455122681456,0.6872330927120607,-0.04453899319960215
ETH/USDT:USDT,4h,B,volume_percentile,Q4,4,0.7647058823529411,1.0,5,0.4,0.1309101432026954,1.1852267923744757,0.07206474046136714
ETH/USDT:USDT,4h,B,imbalance,Q1,1,0.1131087267707672,0.17940039895166807,5,0.4,-0.01163461001619508,0.976920580363176,0.0675859997319416
ETH/USDT:USDT,4h,B,imbalance,Q2,2,0.19978719776506934,0.2579016092051302,4,0.25,-0.5477117062515787,0.3016712858396789,-0.03719208977906738
ETH/USDT:USDT,4h,B,imbalance,Q3,3,0.2642461896498209,0.3729771596240707,4,0.5,0.23968005996250574,1.4313565191760023,0.03528313748666331
ETH/USDT:USDT,4h,B,imbalance,Q4,4,0.41541249956489706,0.8788148419164142,5,0.4,0.3886038337762482,1.5703957581313108,0.06874742598060204
ETH/USDT:USDT,4h,A,relative_volume,Q1,1,0.9757721286932379,1.1728519403021427,3,0.3333333333333333,-0.6072525930332144,0.3884790704510149,-0.056683423232633166
ETH/USDT:USDT,4h,A,relative_volume,Q2,2,1.3830730855876565,1.384063944020469,2,1.0,1.3329972416380178,,0.11429661361173729
ETH/USDT:USDT,4h,A,relative_volume,Q3,3,1.663330556222125,1.8384573437577492,2,0.0,-3.249998193510195,0.0,-0.09033657321302654
ETH/USDT:USDT,4h,A,relative_volume,Q4,4,2.0350284400998566,2.6650935233199617,3,0.3333333333333333,0.7355306484189921,1.587708703917201,0.04261048559543057
ETH/USDT:USDT,4h,A,volume_percentile,Q1,1,0.0,0.2222222222222222,3,0.3333333333333333,-0.31431646166937927,0.5448909050915361,0.013490897375331417
ETH/USDT:USDT,4h,A,volume_percentile,Q2,2,0.3333333333333333,0.4444444444444444,2,0.5,-0.7286723965530016,0.3849912853983763,-0.020595218657238394
ETH/USDT:USDT,4h,A,volume_percentile,Q3,3,0.5555555555555556,0.6666666666666666,2,0.0,-1.491989970253309,0.0,-0.12207747362506313
ETH/USDT:USDT,4h,A,volume_percentile,Q4,4,0.7777777777777778,1.0,3,0.6666666666666666,0.645035460344579,1.2893001765335244,0.13906889766847824
ETH/USDT:USDT,4h,A,imbalance,Q1,1,0.1131087267707672,0.19978719776506934,3,0.6666666666666666,0.0996044101559573,1.1270152549150056,0.04313356498502475
ETH/USDT:USDT,4h,A,imbalance,Q2,2,0.24518933361839534,0.2579016092051302,2,0.5,2.2868865990325697,5.222231651577516,0.1137735342221431
ETH/USDT:USDT,4h,A,imbalance,Q3,3,0.2642461896498209,0.2844134769962146,2,0.0,-3.249998193510195,0.0,-0.09033657321302654
ETH/USDT:USDT,4h,A,imbalance,Q4,4,0.4215978068963258,0.5241388602117298,3,0.3333333333333333,-0.6072525930332144,0.3884790704510149,-0.056683423232633166
ETH/USDT:USDT,1h,B,relative_volume,Q1,1,0.4326054363501698,1.126300071739212,19,0.3157894736842105,0.03703598522201595,1.0145073954315231,-0.005703473685358503
ETH/USDT:USDT,1h,B,relative_volume,Q2,2,1.1392781326900632,1.6631506609264846,19,0.2631578947368421,0.06090662744557421,1.0480695391269212,0.002651082086574231
ETH/USDT:USDT,1h,B,relative_volume,Q3,3,1.669862754999045,2.1075324704947342,19,0.42105263157894735,-0.07397112678061328,0.8686348112965002,-0.09148646792068918
ETH/USDT:USDT,1h,B,relative_volume,Q4,4,2.1460361971686446,10.537697498482826,19,0.42105263157894735,-0.055787600557906374,0.9055818664198105,0.08266410870480173
ETH/USDT:USDT,1h,B,volume_percentile,Q1,1,0.0,0.24,19,0.42105263157894735,0.24805016490914222,1.3999307720116814,0.0951915310765646
ETH/USDT:USDT,1h,B,volume_percentile,Q2,2,0.25333333333333335,0.49333333333333335,19,0.2631578947368421,-0.02319408116012368,0.9578650253117603,-0.018375930839971903
ETH/USDT:USDT,1h,B,volume_percentile,Q3,3,0.5066666666666667,0.7466666666666667,19,0.2631578947368421,-0.3369014395436149,0.5400284675721436,-0.1228690437986647
ETH/USDT:USDT,1h,B,volume_percentile,Q4,4,0.76,1.0,19,0.47368421052631576,0.08022924112366696,1.1470845767204907,0.034178692747400326
ETH/USDT:USDT,1h,B,imbalance,Q1,1,0.03425311382056004,0.16484598467655534,19,0.3157894736842105,-0.24087999670447624,0.6237361014554562,-0.08024856414528213
ETH/USDT:USDT,1h,B,imbalance,Q2,2,0.16583974819259428,0.2657317501321827,19,0.3684210526315789,0.24120397783254194,1.3812684164114541,0.08685730301301417
ETH/USDT:USDT,1h,B,imbalance,Q3,3,0.2720778655093844,0.40284084560033145,19,0.3684210526315789,0.025377444906820843,0.9882175494575371,0.024635077970282283
ETH/USDT:USDT,1h,B,imbalance,Q4,4,0.4133258835337565,0.9701887590797618,19,0.3684210526315789,-0.05751754070581608,0.8956453029849295,-0.04311856765268605
ETH/USDT:USDT,1h,A,relative_volume,Q1,1,0.4326054363501698,1.126300071739212,13,0.46153846153846156,0.3550152020383755,1.4873311186351332,-0.012400729041883364
ETH/USDT:USDT,1h,A,relative_volume,Q2,2,1.1392781326900632,1.6038300381288533,12,0.25,-0.8325672081644956,0.2724909641918119,-0.16908740855071114
ETH/USDT:USDT,1h,A,relative_volume,Q3,3,1.6631506609264846,2.0465226893574786,12,0.25,-0.5272345887021379,0.3795985778149552,-0.23562652089188754
ETH/USDT:USDT,1h,A,relative_volume,Q4,4,2.1460361971686446,10.537697498482826,12,0.3333333333333333,-0.3049375912560303,0.6029424727179402,-0.0756418333838357
ETH/USDT:USDT,1h,A,volume_percentile,Q1,1,0.0,0.25,13,0.46153846153846156,0.04734864342660997,1.0547156440328218,-0.00013568902277758324
ETH/USDT:USDT,1h,A,volume_percentile,Q2,2,0.2708333333333333,0.5,12,0.25,-0.7010164307950131,0.31300117832591545,-0.191206494992249
ETH/USDT:USDT,1h,A,volume_percentile,Q3,3,0.5208333333333334,0.75,12,0.3333333333333333,-0.11715613785652439,0.8272093991974948,-0.16076406231263923
ETH/USDT:USDT,1h,A,volume_percentile,Q4,4,0.7708333333333334,1.0,12,0.25,-0.5132613809750469,0.39594270362534,-0.14065024554065186
ETH/USDT:USDT,1h,A,imbalance,Q1,1,0.03425311382056004,0.16484598467655534,13,0.23076923076923078,-0.7069647755691784,0.2951762837372728,-0.15716949844665254
ETH/USDT:USDT,1h,A,imbalance,Q2,2,0.16583974819259428,0.2594532455929414,12,0.5833333333333334,0.6632843610586533,2.125571200501397,0.00820739802509713
ETH/USDT:USDT,1h,A,imbalance,Q3,3,0.26210411651149934,0.3937117644266145,12,0.25,-0.6403145534422227,0.35376920145505275,-0.18874510864333743
ETH/USDT:USDT,1h,A,imbalance,Q4,4,0.40284084560033145,0.8739435390868525,12,0.25,-0.5372308866642445,0.3435365691379406,-0.1550492828034248
ETH/USDT:USDT,1d,B,relative_volume,Q1,1,1.0516520520623633,1.2467905557735441,2,0.5,0.2347075025473454,1.4481061979526435,-0.027952842282948878
ETH/USDT:USDT,1d,B,relative_volume,Q2,2,1.4480727975791625,1.4480727975791625,1,0.0,-1.0324049465313945,0.0,-0.0402921531991396
ETH/USDT:USDT,1d,B,relative_volume,Q3,3,1.5862515128146841,1.5862515128146841,1,1.0,0.21991365928289439,,0.039605303567535485
ETH/USDT:USDT,1d,B,relative_volume,Q4,4,2.078023415365765,2.078023415365765,1,0.0,-1.037154053398056,0.0,-0.03542592190349848
ETH/USDT:USDT,1d,B,volume_percentile,Q1,1,0.0,0.25,2,0.5,0.223123597753645,1.4010749962612454,0.02515915337373524
ETH/USDT:USDT,1d,B,volume_percentile,Q2,2,0.5,0.5,1,0.0,-1.0139862438106553,0.0,-0.0885379175601826
ETH/USDT:USDT,1d,B,volume_percentile,Q3,3,0.75,0.75,1,0.0,-1.0324049465313945,0.0,-0.0402921531991396
ETH/USDT:USDT,1d,B,volume_percentile,Q4,4,1.0,1.0,1,1.0,0.21991365928289439,,0.039605303567535485
ETH/USDT:USDT,1d,B,imbalance,Q1,1,0.18869332163495278,0.28039693043764463,2,0.5,-0.40862019705758085,0.20861377340564832,0.004179381664037002
ETH/USDT:USDT,1d,B,imbalance,Q2,2,0.2823793250454548,0.2823793250454548,1,0.0,-1.0139862438106553,0.0,-0.0885379175601826
ETH/USDT:USDT,1d,B,imbalance,Q3,3,0.3582246268749702,0.3582246268749702,1,1.0,1.483401248905346,,0.060585075277233724
ETH/USDT:USDT,1d,B,imbalance,Q4,4,0.47440497591210284,0.47440497591210284,1,0.0,-1.0324049465313945,0.0,-0.0402921531991396
ETH/USDT:USDT,1d,A,relative_volume,Q1,1,1.2467905557735441,1.2467905557735441,1,0.0,-1.00845588957702,0.0,-0.14010629088120005
ETH/USDT:USDT,1d,A,relative_volume,Q2,2,1.4480727975791625,1.4480727975791625,1,0.0,-1.0369387353285693,0.0,-0.035620114691976075
ETH/USDT:USDT,1d,A,relative_volume,Q3,3,1.5862515128146841,1.5862515128146841,1,1.0,1.2237716124287752,,0.153936566541964
ETH/USDT:USDT,1d,A,relative_volume,Q4,4,2.078023415365765,2.078023415365765,1,0.0,-1.0301049554406132,0.0,-0.043184679319475124
ETH/USDT:USDT,1d,A,volume_percentile,Q1,1,0.0,0.0,1,0.0,-1.0301049554406132,0.0,-0.043184679319475124
ETH/USDT:USDT,1d,A,volume_percentile,Q2,2,0.3333333333333333,0.3333333333333333,1,0.0,-1.00845588957702,0.0,-0.14010629088120005
ETH/USDT:USDT,1d,A,volume_percentile,Q3,3,0.6666666666666666,0.6666666666666666,1,0.0,-1.0369387353285693,0.0,-0.035620114691976075
ETH/USDT:USDT,1d,A,volume_percentile,Q4,4,1.0,1.0,1,1.0,1.2237716124287752,,0.153936566541964
ETH/USDT:USDT,1d,A,imbalance,Q1,1,0.18869332163495278,0.18869332163495278,1,0.0,-1.0301049554406132,0.0,-0.043184679319475124
ETH/USDT:USDT,1d,A,imbalance,Q2,2,0.28039693043764463,0.28039693043764463,1,1.0,1.2237716124287752,,0.153936566541964
ETH/USDT:USDT,1d,A,imbalance,Q3,3,0.2823793250454548,0.2823793250454548,1,0.0,-1.00845588957702,0.0,-0.14010629088120005
ETH/USDT:USDT,1d,A,imbalance,Q4,4,0.47440497591210284,0.47440497591210284,1,0.0,-1.0369387353285693,0.0,-0.035620114691976075
SOL/USDT:USDT,4h,B,relative_volume,Q1,1,0.49688846822548194,0.7985455272509413,7,0.2857142857142857,0.3016649339258065,1.4182641423432383,0.03953089761392905
SOL/USDT:USDT,4h,B,relative_volume,Q2,2,0.8446058333857875,1.1661564210715838,7,0.2857142857142857,0.40803390681483737,1.4383132571815738,0.07543701140043521
SOL/USDT:USDT,4h,B,relative_volume,Q3,3,1.17329580124071,1.3891783698155185,7,0.42857142857142855,1.6504628183024168,3.9465722040992235,0.33494084385115974
SOL/USDT:USDT,4h,B,relative_volume,Q4,4,1.556913212412813,2.706682460228432,7,0.14285714285714285,-0.8518785521191461,0.045176968282977445,-0.19125597344725512
SOL/USDT:USDT,4h,B,volume_percentile,Q1,1,0.0,0.2222222222222222,7,0.2857142857142857,0.29971289640241067,1.53997017822054,0.05157767639087389
SOL/USDT:USDT,4h,B,volume_percentile,Q2,2,0.25925925925925924,0.48148148148148145,7,0.14285714285714285,-0.09570874216919902,0.7669595337673583,-0.051096938909156855
SOL/USDT:USDT,4h,B,volume_percentile,Q3,3,0.5185185185185185,0.7407407407407407,7,0.5714285714285714,1.5792236067925138,4.331629991099409,0.3162011783122127
SOL/USDT:USDT,4h,B,volume_percentile,Q4,4,0.7777777777777778,1.0,7,0.14285714285714285,-0.2749446541018107,0.7257304115375667,-0.058029136375660914
SOL/USDT:USDT,4h,B,imbalance,Q1,1,0.15030981766627613,0.27702104889856405,7,0.2857142857142857,1.1600115255286276,2.443672947934628,0.2663077589609603
SOL/USDT:USDT,4h,B,imbalance,Q2,2,0.29458518781001575,0.35637247515164916,7,0.2857142857142857,0.29135334145404856,1.3643748076133433,0.11393456146388664
SOL/USDT:USDT,4h,B,imbalance,Q3,3,0.3639400327443543,0.4502329624454917,7,0.0,-1.0368683148499156,0.0,-0.27607841511697045
SOL/USDT:USDT,4h,B,imbalance,Q4,4,0.4708982728794225,0.9588068087230053,7,0.5714285714285714,1.0937865547911543,3.658129334201967,0.1544888741103923
SOL/USDT:USDT,4h,A,relative_volume,Q1,1,0.5987761980218557,0.7985455272509413,6,0.3333333333333333,-0.29504528797434676,0.6908424146271158,-0.0841154673433445
SOL/USDT:USDT,4h,A,relative_volume,Q2,2,0.8380213567888083,1.1217783146498534,5,0.6,0.7183013166140311,2.5034739626336915,0.2763293372793426
SOL/USDT:USDT,4h,A,relative_volume,Q3,3,1.14111963003421,1.3478644646379527,5,0.4,-0.20480533319554875,0.7779278300888337,0.019462441034188607
SOL/USDT:USDT,4h,A,relative_volume,Q4,4,1.3776429702640738,2.1398667380693834,6,0.3333333333333333,-0.052424257901109494,0.9089595410349264,0.06229133992073849
SOL/USDT:USDT,4h,A,volume_percentile,Q1,1,0.0,0.23809523809523808,6,0.5,0.08543731169416935,1.1495148440164897,0.11899005566011517
SOL/USDT:USDT,4h,A,volume_percentile,Q2,2,0.2857142857142857,0.47619047619047616,5,0.4,-0.8194643712418539,0.13729416460064167,-0.12120453582722227
SOL/USDT:USDT,4h,A,volume_percentile,Q3,3,0.5238095238095238,0.7142857142857143,5,0.4,1.0822965779535116,2.837662233503089,0.19301203742010303
SOL/USDT:USDT,4h,A,volume_percentile,Q4,4,0.7619047619047619,1.0,6,0.3333333333333333,-0.22402037698060495,0.7265549261486975,0.08317009363792924
SOL/USDT:USDT,4h,A,imbalance,Q1,1,0.15030981766627613,0.2968536187056325,6,0.5,0.13195408360550342,1.100178996077313,0.23206199248537068
SOL/USDT:USDT,4h,A,imbalance,Q2,2,0.3149310827919833,0.35495215456216755,5,0.2,-0.5575887410140387,0.4955734609779098,-0.07198482467652839
SOL/USDT:USDT,4h,A,imbalance,Q3,3,0.35637247515164916,0.37658012698465854,5,0.4,-0.26196017663542687,0.5689805025857227,2.9341624272580247e-05
SOL/USDT:USDT,4h,A,imbalance,Q4,4,0.4087160877806311,0.9588068087230053,6,0.5,0.6314471214089971,2.1829680841236407,0.11386114145781032
SOL/USDT:USDT,1h,B,relative_volume,Q1,1,0.4723997660874336,1.0093077032188673,18,0.3333333333333333,-0.4308022345202929,0.37045957999603185,-0.060757381436917425
SOL/USDT:USDT,1h,B,relative_volume,Q2,2,1.015073972677497,1.4456465565640602,17,0.35294117647058826,0.2381382159061062,1.329125427440983,0.11040871144206243
SOL/USDT:USDT,1h,B,relative_volume,Q3,3,1.4640763571386892,1.9678131448540837,17,0.35294117647058826,-0.06868885370609804,0.8722141588250569,0.12016008610566065
SOL/USDT:USDT,1h,B,relative_volume,Q4,4,2.059331328451843,8.138129286295323,18,0.3333333333333333,0.21064388546489912,1.301814110812114,0.053328735642283326
SOL/USDT:USDT,1h,B,volume_percentile,Q1,1,0.0,0.2463768115942029,18,0.2222222222222222,-0.39700374006878747,0.48039706994646236,-0.10203785537728688
SOL/USDT:USDT,1h,B,volume_percentile,Q2,2,0.2608695652173913,0.4927536231884058,17,0.29411764705882354,-0.2356047652874059,0.6589969220335525,-0.011519433635707944
SOL/USDT:USDT,1h,B,volume_percentile,Q3,3,0.5072463768115942,0.7391304347826086,17,0.35294117647058826,0.1446242106946591,1.1703750854106696,-0.06533216634502008
SOL/USDT:USDT,1h,B,volume_percentile,Q4,4,0.7536231884057971,1.0,18,0.5,0.42280697909543974,1.8348301934127345,0.40202960711110386
SOL/USDT:USDT,1h,B,imbalance,Q1,1,0.04988231825583697,0.17368948131563713,18,0.1111111111111111,-0.5800168368420656,0.36205556178563936,-0.19267459087671115
SOL/USDT:USDT,1h,B,imbalance,Q2,2,0.1758443923400082,0.26672158813644586,17,0.47058823529411764,0.6545886060387659,2.126528527865128,0.16773453149372114
SOL/USDT:USDT,1h,B,imbalance,Q3,3,0.2705952430466842,0.34352665184669,17,0.4117647058823529,-0.13342223097506772,0.7783675993661233,0.12444726220116933
SOL/USDT:USDT,1h,B,imbalance,Q4,4,0.34872159796311,0.9716484323960887,18,0.3888888888888889,0.02768130897096447,1.0268964997556238,0.12363294893490966
SOL/USDT:USDT,1h,A,relative_volume,Q1,1,0.7507636145696445,1.0171393107843307,11,0.2727272727272727,-0.3056032399455622,0.49185062677176816,-0.05494947389952509
SOL/USDT:USDT,1h,A,relative_volume,Q2,2,1.0601726972181318,1.4640763571386892,10,0.3,-0.48952914078454474,0.38962005274003364,-0.14550843141228004
SOL/USDT:USDT,1h,A,relative_volume,Q3,3,1.4864791867354377,1.9678131448540837,10,0.5,0.1685078857076825,1.3166198500626407,0.1349757584776224
SOL/USDT:USDT,1h,A,relative_volume,Q4,4,2.059331328451843,8.138129286295323,11,0.2727272727272727,-0.4166546468348036,0.5877797584510743,-0.004229474987980769
SOL/USDT:USDT,1h,A,volume_percentile,Q1,1,0.0,0.24390243902439024,11,0.18181818181818182,-0.608378702774329,0.31440309042685927,-0.11467644098823399
SOL/USDT:USDT,1h,A,volume_percentile,Q2,2,0.2682926829268293,0.4878048780487805,10,0.2,-0.6902796166150686,0.30669219329688696,-0.12735855497456894
SOL/USDT:USDT,1h,A,volume_percentile,Q3,3,0.5121951219512195,0.7317073170731707,10,0.5,0.4250403620814044,1.7329129020741303,0.004210398529792596
SOL/USDT:USDT,1h,A,volume_percentile,Q4,4,0.7560975609756098,1.0,11,0.45454545454545453,-0.16459009359076227,0.7648870742471393,0.16811297561084682
SOL/USDT:USDT,1h,A,imbalance,Q1,1,0.04988231825583697,0.19692688168946676,11,0.18181818181818182,-0.8575988116219831,0.2665540841208913,-0.1424327862758085
SOL/USDT:USDT,1h,A,imbalance,Q2,2,0.197713589363385,0.2705952430466842,10,0.3,-0.12597671067411856,0.8005816669745096,-0.09046006584009786
SOL/USDT:USDT,1h,A,imbalance,Q3,3,0.27738503190003966,0.32105269605659403,10,0.3,-0.4199593814553735,0.48923544080998793,0.013714209645839167
SOL/USDT:USDT,1h,A,imbalance,Q4,4,0.34352665184669,0.9716484323960887,11,0.5454545454545454,0.3398089585258262,1.8254331660649084,0.14946702064790368
SOL/USDT:USDT,1d,B,relative_volume,Q1,1,0.71688914395031,0.71688914395031,1,0.0,-1.017909976663627,0.0,-0.07033998389921246
SOL/USDT:USDT,1d,B,relative_volume,Q2,2,0.825412587595334,0.825412587595334,1,0.0,-1.007277596553641,0.0,-0.16010712106379227
SOL/USDT:USDT,1d,B,relative_volume,Q3,3,1.0577658332367819,1.0577658332367819,1,1.0,1.154143027967851,,0.15008452401679884
