universe,scope,arm,leverage_mode,multiple,segment,exclude_symbol,num_cells,num_trades,win_rate,total_return,max_drawdown,peak_concurrency,max_concurrent_risk,max_open_notional_ratio,liquidation_events,clamped_entries,skipped_cell_busy,skipped_notional,skipped_sizing
nine,15m,book,combined,1.0,full,LINK,8,5574,0.5748116254036598,4961.489434093029,0.1380434658941732,3.0,0.0267712078948675,1.0000000000000002,0.0,4861.0,1031.0,1848.0,3106.0
nine,15m,book,combined,2.0,full,LINK,8,5584,0.5736031518624641,16329807.00222209,0.2625158858764833,3.0,0.053542415789734996,2.0000000000000004,0.0,4871.0,1033.0,1833.0,3109.0
nine,15m,book,combined,3.0,full,LINK,8,5560,0.575,41992095926.66198,0.37367380624301316,3.0,0.08031362368460249,3.000000000000001,0.0,4847.0,1027.0,1861.0,3111.0
nine,15m,book,combined,5.0,full,LINK,8,5584,0.5739613180515759,7.904658201869045e+16,0.5582000448200046,3.0,0.1338560394743375,5.000000000000002,0.0,4872.0,1035.0,1833.0,3107.0
nine,15m,book,cap_only,1.0,full,LINK,8,5574,0.5748116254036598,4961.489434093029,0.1380434658941732,3.0,0.0267712078948675,1.0000000000000002,0.0,4861.0,1031.0,1848.0,3106.0
nine,15m,book,cap_only,2.0,full,LINK,8,6606,0.5746291250378444,33416.06701007028,0.13766232379833843,4.0,0.039999999999999994,2.0000000000000004,0.0,5693.0,1254.0,285.0,3414.0
nine,15m,book,cap_only,3.0,full,LINK,8,6778,0.5739156093242844,46975.18829911471,0.14541550605670991,5.0,0.042777835187660825,3.0000000000000004,0.0,5820.0,1277.0,44.0,3460.0
nine,15m,book,cap_only,5.0,full,LINK,8,6810,0.5728340675477239,43523.65874578756,0.14925454196322463,5.0,0.04996590716805995,5.0,0.0,5843.0,1284.0,0.0,3465.0
nine,15m,isolated,,1.0,full,LTC,8,6887,0.5713550436264846,3.6989475696703678,0.08739777233513438,,,,,,,,
nine,15m,book,combined,1.0,full,LTC,8,5640,0.575177304964539,6422.1667892623145,0.15517731234433232,3.0,0.026771207894867498,1.0000000000000002,0.0,4884.0,1032.0,1859.0,2981.0
nine,15m,book,combined,2.0,full,LTC,8,5632,0.5745738636363636,28610170.433804967,0.2910881267484216,3.0,0.053542415789734996,2.0000000000000004,0.0,4876.0,1029.0,1863.0,2988.0
nine,15m,book,combined,3.0,full,LTC,8,5651,0.5737037692443815,78385284036.67969,0.40915203290845453,3.0,0.08031362368460251,3.000000000000001,0.0,4896.0,1034.0,1855.0,2972.0
nine,15m,book,combined,5.0,full,LTC,8,5660,0.5740282685512368,2.723515783930296e+17,0.5978489008397674,3.0,0.13385603947433752,5.000000000000002,0.0,4904.0,1036.0,1818.0,2998.0
nine,15m,book,cap_only,1.0,full,LTC,8,5640,0.575177304964539,6422.1667892623145,0.15517731234433232,3.0,0.026771207894867498,1.0000000000000002,0.0,4884.0,1032.0,1859.0,2981.0
nine,15m,book,cap_only,2.0,full,LTC,8,6673,0.5768020380638393,51336.18912692663,0.17494065696531935,5.0,0.04183050891669716,2.0000000000000004,0.0,5708.0,1253.0,286.0,3300.0
nine,15m,book,cap_only,3.0,full,LTC,8,6854,0.5758681062153487,78190.47170732287,0.16753544010964455,5.0,0.049457641659443725,3.0000000000000004,0.0,5851.0,1277.0,47.0,3334.0
nine,15m,book,cap_only,5.0,full,LTC,8,6887,0.5742703644547699,69511.58514718583,0.17130278266873752,5.0,0.04945764165944372,5.0,0.0,5877.0,1288.0,0.0,3337.0
nine,15m,isolated,,1.0,full,SOL,8,6675,0.569794321214653,3.245187111663465,0.07749273229336236,,,,,,,,
nine,15m,book,combined,1.0,full,SOL,8,5476,0.573046018991965,2888.0143306679693,0.16588641512014532,3.0,0.0267712078948675,1.0000000000000002,0.0,4816.0,1006.0,1812.0,3122.0
