universe,scope,arm,leverage_mode,multiple,segment,exclude_symbol,num_cells,num_trades,win_rate,total_return,max_drawdown,peak_concurrency,max_concurrent_risk,max_open_notional_ratio,liquidation_events,clamped_entries,skipped_cell_busy,skipped_notional,skipped_sizing
nine,15m,book,combined,1.0,oos,DOGE,8,1707,0.539543057996485,2.8085144024145166,0.12997680381340265,2.0,0.02,1.0000000000000002,0.0,1627.0,318.0,737.0,1392.0
nine,15m,book,combined,2.0,oos,DOGE,8,1708,0.5398126463700235,12.413692862124986,0.2447575540236354,2.0,0.04,2.0000000000000004,0.0,1628.0,322.0,731.0,1393.0
nine,15m,book,combined,3.0,oos,DOGE,8,1708,0.538056206088993,42.175255439166186,0.3458736010120646,3.0,0.06,3.0000000000000004,0.0,1628.0,322.0,721.0,1403.0
nine,15m,book,combined,5.0,oos,DOGE,8,1712,0.5397196261682243,354.5763922499113,0.5126396671066763,2.0,0.09999999999999999,5.000000000000001,0.0,1632.0,323.0,724.0,1395.0
nine,15m,book,cap_only,1.0,oos,DOGE,8,1707,0.539543057996485,2.8085144024145166,0.12997680381340265,2.0,0.02,1.0000000000000002,0.0,1627.0,318.0,737.0,1392.0
nine,15m,book,cap_only,2.0,oos,DOGE,8,2085,0.5486810551558753,5.543852426049681,0.13813255324581628,3.0,0.023865199020201643,2.0000000000000004,0.0,1981.0,407.0,102.0,1560.0
nine,15m,book,cap_only,3.0,oos,DOGE,8,2146,0.5484622553588071,6.2677899964605635,0.1234511182555346,3.0,0.029819436417017828,3.0000000000000004,0.0,2035.0,418.0,10.0,1580.0
nine,15m,book,cap_only,5.0,oos,DOGE,8,2153,0.5476079888527636,6.1230933175379105,0.12345111825553452,5.0,0.03088986735069985,5.0,0.0,2041.0,420.0,0.0,1581.0
nine,15m,isolated,,1.0,oos,ETH,8,2236,0.535344078478386,0.34791838815272824,0.05965250960806408,,,,,,,,
nine,15m,book,combined,1.0,oos,ETH,8,1788,0.5453020134228188,4.04495477112275,0.11219138285800077,2.0,0.02,1.0000000000000002,0.0,1683.0,342.0,736.0,1309.0
nine,15m,book,combined,2.0,oos,ETH,8,1794,0.5468227424749164,22.142121498408564,0.21354613549787596,2.0,0.04,2.0000000000000004,0.0,1689.0,348.0,718.0,1315.0
nine,15m,book,combined,3.0,oos,ETH,8,1793,0.5460122699386503,97.26775160167097,0.29423577826378505,2.0,0.06,3.000000000000001,0.0,1688.0,348.0,726.0,1308.0
nine,15m,book,combined,5.0,oos,ETH,8,1791,0.5438302624232273,1306.8564311377745,0.46060891275161514,2.0,0.1,5.000000000000001,0.0,1686.0,347.0,730.0,1307.0
nine,15m,book,cap_only,1.0,oos,ETH,8,1788,0.5453020134228188,4.04495477112275,0.11219138285800077,2.0,0.02,1.0000000000000002,0.0,1683.0,342.0,736.0,1309.0
nine,15m,book,cap_only,2.0,oos,ETH,8,2175,0.5475862068965517,7.266471740783138,0.12346105995508763,3.0,0.0288058257487789,2.0000000000000004,0.0,2033.0,437.0,106.0,1457.0
nine,15m,book,cap_only,3.0,oos,ETH,8,2232,0.5488351254480287,8.03245909468981,0.12586506485567647,4.0,0.032530072046151506,3.0000000000000004,0.0,2083.0,448.0,11.0,1484.0
nine,15m,book,cap_only,5.0,oos,ETH,8,2236,0.5478533094812165,7.941585875312089,0.13268816853384585,4.0,0.03553038190094569,4.004402694438518,0.0,2085.0,452.0,0.0,1487.0
nine,15m,isolated,,1.0,oos,LINK,8,2165,0.5349337094418097,0.31436924376401965,0.06064584185200805,,,,,,,,
nine,15m,book,combined,1.0,oos,LINK,8,1737,0.5480713874496258,3.4860220442588186,0.10304913770808331,3.0,0.02,1.0000000000000002,0.0,1645.0,335.0,701.0,1358.0
nine,15m,book,combined,2.0,oos,LINK,8,1740,0.5459770114942529,17.34958949429259,0.1975593494869419,2.0,0.04,2.0000000000000004,0.0,1648.0,331.0,694.0,1366.0
nine,15m,book,combined,3.0,oos,LINK,8,1746,0.5498281786941581,65.05123156746986,0.2839758861541177,2.0,0.06,3.000000000000001,0.0,1654.0,341.0,687.0,1357.0
nine,15m,book,combined,5.0,oos,LINK,8,1738,0.5448791714614499,695.0613267757506,0.4343530935189033,3.0,0.1,5.000000000000002,0.0,1646.0,337.0,697.0,1359.0
nine,15m,book,cap_only,1.0,oos,LINK,8,1737,0.5480713874496258,3.4860220442588186,0.10304913770808331,3.0,0.02,1.0000000000000002,0.0,1645.0,335.0,701.0,1358.0
nine,15m,book,cap_only,2.0,oos,LINK,8,2096,0.5486641221374046,6.336508757307418,0.1154179956699911,3.0,0.02813819897631684,2.0000000000000004,0.0,1976.0,419.0,112.0,1504.0
nine,15m,book,cap_only,3.0,oos,LINK,8,2162,0.547641073080481,6.56738615930711,0.12302528865343752,4.0,0.03862526216579673,3.0000000000000004,0.0,2035.0,424.0,9.0,1536.0
nine,15m,book,cap_only,5.0,oos,LINK,8,2165,0.5468822170900692,6.425850656210657,0.12302528865343756,5.0,0.03981943641701783,5.0,0.0,2035.0,427.0,0.0,1539.0
nine,15m,isolated,,1.0,oos,LTC,8,2195,0.5397601957597703,0.35913186740842995,0.059304791154217586,,,,,,,,
nine,15m,book,combined,1.0,oos,LTC,8,1739,0.5457159286946521,3.5423365295554627,0.10562032980820314,3.0,0.02,1.0000000000000002,0.0,1637.0,332.0,732.0,1311.0
nine,15m,book,combined,2.0,oos,LTC,8,1750,0.544,17.863966300416386,0.20204763745685458,2.0,0.04,2.0000000000000004,0.0,1648.0,332.0,721.0,1311.0
nine,15m,book,combined,3.0,oos,LTC,8,1737,0.5451928612550374,70.65826642679664,0.28983021930443015,2.0,0.06,3.000000000000001,0.0,1635.0,331.0,736.0,1310.0
nine,15m,book,combined,5.0,oos,LTC,8,1750,0.544,749.0510738504369,0.4416455552002038,2.0,0.1,5.000000000000001,0.0,1648.0,339.0,714.0,1311.0
nine,15m,book,cap_only,1.0,oos,LTC,8,1739,0.5457159286946521,3.5423365295554627,0.10562032980820314,3.0,0.02,1.0000000000000002,0.0,1637.0,332.0,732.0,1311.0
nine,15m,book,cap_only,2.0,oos,LTC,8,2121,0.5544554455445545,8.075322769115262,0.13239637845023386,3.0,0.02813819897631684,2.0000000000000004,0.0,1985.0,415.0,111.0,1467.0
nine,15m,book,cap_only,3.0,oos,LTC,8,2188,0.5539305301645339,8.867440303916583,0.1371687429685005,4.0,0.03071997505617938,3.0000000000000004,0.0,2044.0,421.0,14.0,1491.0
nine,15m,book,cap_only,5.0,oos,LTC,8,2195,0.5530751708428246,8.593744152832599,0.14482412698780045,5.0,0.035726630097758574,5.0,0.0,2049.0,426.0,0.0,1493.0
nine,15m,isolated,,1.0,oos,SOL,8,2142,0.5333280875182436,0.29562819103643173,0.061774821612402914,,,,,,,,
nine,15m,book,combined,1.0,oos,SOL,8,1719,0.5415939499709134,3.1251724584447023,0.12017151122347217,2.0,0.02,1.0000000000000002,0.0,1618.0,336.0,701.0,1372.0
nine,15m,book,combined,2.0,oos,SOL,8,1717,0.5404775771694816,14.291229180276035,0.2273890352877684,2.0,0.04,2.0000000000000004,0.0,1616.0,332.0,711.0,1368.0
nine,15m,book,combined,3.0,oos,SOL,8,1717,0.5410599883517764,52.34744003045489,0.3233696322332912,2.0,0.06,3.000000000000001,0.0,1616.0,334.0,702.0,1375.0
nine,15m,book,combined,5.0,oos,SOL,8,1722,0.5394889663182346,447.22258165332454,0.4850090361591419,2.0,0.10000000000000002,5.000000000000001,0.0,1621.0,333.0,705.0,1368.0
nine,15m,book,cap_only,1.0,oos,SOL,8,1719,0.5415939499709134,3.1251724584447023,0.12017151122347217,2.0,0.02,1.0000000000000002,0.0,1618.0,336.0,701.0,1372.0
nine,15m,book,cap_only,2.0,oos,SOL,8,2077,0.5435724602792489,5.384744483538672,0.13276303592831387,3.0,0.024579499562612912,2.0000000000000004,0.0,1949.0,426.0,97.0,1528.0
nine,15m,book,cap_only,3.0,oos,SOL,8,2135,0.5447306791569086,5.827659277964386,0.11973579892935118,4.0,0.029819436417017828,3.0000000000000004,0.0,1997.0,437.0,14.0,1542.0
nine,15m,book,cap_only,5.0,oos,SOL,8,2142,0.5443510737628384,5.774011316388946,0.12638405385696144,4.0,0.03398526137277351,4.009641845408406,0.0,2002.0,439.0,0.0,1547.0
nine,15m,isolated,,1.0,oos,TRX,8,2455,0.5468501102513875,0.3870131824781613,0.060487617788986654,,,,,,,,
nine,15m,book,combined,1.0,oos,TRX,8,1907,0.5490298898793917,4.65230894940042,0.12641715478364524,3.0,0.017747494462769884,1.0000000000000002,0.0,1798.0,376.0,825.0,1147.0
nine,15m,book,combined,2.0,oos,TRX,8,1901,0.5486586007364544,27.421808907789085,0.23883913675444501,2.0,0.03549498892553976,2.0000000000000004,0.0,1791.0,373.0,848.0,1133.0
nine,15m,book,combined,3.0,oos,TRX,8,1906,0.5482686253934942,127.8690108380117,0.33852583226117755,2.0,0.053242483388309655,3.000000000000001,0.0,1796.0,374.0,849.0,1126.0
nine,15m,book,combined,5.0,oos,TRX,8,1897,0.5498154981549815,2033.9475409118506,0.504367376570056,2.0,0.0887374723138494,5.000000000000001,0.0,1787.0,367.0,859.0,1132.0
nine,15m,book,cap_only,1.0,oos,TRX,8,1907,0.5490298898793917,4.65230894940042,0.12641715478364524,3.0,0.017747494462769884,1.0000000000000002,0.0,1798.0,376.0,825.0,1147.0
nine,15m,book,cap_only,2.0,oos,TRX,8,2353,0.5516362090947726,9.75149072649453,0.15019083241570744,3.0,0.02813819897631684,2.0000000000000004,0.0,2207.0,474.0,151.0,1277.0
nine,15m,book,cap_only,3.0,oos,TRX,8,2442,0.5532350532350533,11.030904397368676,0.13282963840326653,4.0,0.03862526216579673,3.0000000000000004,0.0,2289.0,484.0,21.0,1308.0
nine,15m,book,cap_only,5.0,oos,TRX,8,2455,0.5519348268839104,10.679543339586328,0.13857854712588702,5.0,0.03981943641701783,5.0,0.0,2297.0,491.0,0.0,1309.0
nine,15m,isolated,,1.0,oos,XRP,8,2214,0.5350819140488559,0.32161271520872475,0.05997530910930298,,,,,,,,
nine,15m,book,combined,1.0,oos,XRP,8,1748,0.5469107551487414,3.4920567711433037,0.13754637437987313,2.0,0.017747494462769884,1.0000000000000002,0.0,1658.0,333.0,760.0,1319.0
nine,15m,book,combined,2.0,oos,XRP,8,1748,0.5469107551487414,17.51183417838445,0.2579965617684353,2.0,0.03549498892553977,2.0000000000000004,0.0,1658.0,331.0,758.0,1323.0
nine,15m,book,combined,3.0,oos,XRP,8,1752,0.5485159817351598,67.08140250771338,0.36319597881607796,2.0,0.05324248338830965,3.000000000000001,0.0,1662.0,331.0,753.0,1324.0
nine,15m,book,combined,5.0,oos,XRP,8,1756,0.5472665148063781,743.1317803085461,0.5207074896279714,3.0,0.08873747231384942,5.000000000000002,0.0,1666.0,335.0,752.0,1317.0
nine,15m,book,cap_only,1.0,oos,XRP,8,1748,0.5469107551487414,3.4920567711433037,0.13754637437987313,2.0,0.017747494462769884,1.0000000000000002,0.0,1658.0,333.0,760.0,1319.0
nine,15m,book,cap_only,2.0,oos,XRP,8,2135,0.5498829039812646,6.730979741351342,0.13779742784738855,3.0,0.028138198976316843,2.0000000000000004,0.0,2016.0,424.0,126.0,1475.0
nine,15m,book,cap_only,3.0,oos,XRP,8,2205,0.5482993197278911,6.820590782489865,0.13485136892264118,4.0,0.038625262165796724,3.0000000000000004,0.0,2080.0,435.0,13.0,1507.0
nine,15m,book,cap_only,5.0,oos,XRP,8,2214,0.5474254742547425,6.697985468541454,0.13507820983282492,4.0,0.03981943641701783,4.016478048125418,0.0,2087.0,439.0,0.0,1507.0
nine,1h,isolated,,1.0,full,,9,2217,0.5941942460262231,1.0786748010149705,0.07228892741596878,,,,,,,,
nine,1h,book,combined,1.0,full,,9,1945,0.596401028277635,212.84203221934658,0.07826549080425453,4.0,0.030430252426528547,1.0000000000000002,0.0,1108.0,403.0,340.0,196.0
nine,1h,book,combined,2.0,full,,9,1947,0.5978428351309707,35739.529963562236,0.1533617902659437,4.0,0.0608605048530571,2.0000000000000004,0.0,1110.0,403.0,339.0,195.0
nine,1h,book,combined,3.0,full,,9,1948,0.5975359342915811,4898757.566372482,0.22505786748164366,4.0,0.09129075727958563,3.000000000000001,0.0,1111.0,402.0,339.0,195.0
nine,1h,book,combined,5.0,full,,9,1941,0.5971148892323545,45558634713.130585,0.3575808563448192,4.0,0.15215126213264274,5.000000000000001,0.0,1104.0,401.0,346.0,196.0
nine,1h,book,cap_only,1.0,full,,9,1945,0.596401028277635,212.84203221934658,0.07826549080425453,4.0,0.030430252426528547,1.0000000000000002,0.0,1108.0,403.0,340.0,196.0
nine,1h,book,cap_only,2.0,full,,9,2182,0.5953253895508708,560.4033079314773,0.0886091387684633,5.0,0.044256823045551265,2.0000000000000004,0.0,1124.0,452.0,44.0,206.0
nine,1h,book,cap_only,3.0,full,,9,2213,0.5937641211025757,672.4194039248961,0.08810244435172247,5.0,0.049999999999999996,3.0000000000000004,0.0,1107.0,455.0,4.0,212.0
nine,1h,book,cap_only,5.0,full,,9,2217,0.5926928281461434,641.7856372420684,0.11228275127520859,6.0,0.05,5.0,0.0,1103.0,455.0,0.0,212.0
nine,1h,isolated,,1.0,full,BNB,8,1997,0.5923321631431375,1.080011694634685,0.07154313486088443,,,,,,,,
nine,1h,book,combined,1.0,full,BNB,8,1779,0.5975267003934794,139.10411526517944,0.08718263675043476,3.0,0.030000000000000002,1.0000000000000002,0.0,986.0,380.0,272.0,157.0
nine,1h,book,combined,2.0,full,BNB,8,1783,0.5967470555243971,15860.459380040884,0.16961688039311137,3.0,0.060000000000000005,2.0000000000000004,0.0,990.0,381.0,263.0,161.0
nine,1h,book,combined,3.0,full,BNB,8,1779,0.5975267003934794,1455531.62589729,0.24720462330193174,3.0,0.08999999999999998,3.0000000000000004,0.0,986.0,381.0,271.0,157.0
nine,1h,book,combined,5.0,full,BNB,8,1785,0.5971988795518207,6598266754.06363,0.38771596376610123,3.0,0.15,5.000000000000001,0.0,992.0,381.0,265.0,157.0
nine,1h,book,cap_only,1.0,full,BNB,8,1779,0.5975267003934794,139.10411526517944,0.08718263675043476,3.0,0.030000000000000002,1.0000000000000002,0.0,986.0,380.0,272.0,157.0
nine,1h,book,cap_only,2.0,full,BNB,8,1976,0.5946356275303644,314.1648373663881,0.07847039391231186,4.0,0.04,2.0,0.0,999.0,418.0,24.0,170.0
nine,1h,book,cap_only,3.0,full,BNB,8,1994,0.5917753259779338,326.0553566008005,0.08680182932033595,4.0,0.040312136874781225,3.0000000000000004,0.0,980.0,419.0,3.0,172.0
nine,1h,book,cap_only,5.0,full,BNB,8,1997,0.5908863294942414,312.40247178312165,0.11101662396719983,6.0,0.049098005507091244,5.0,0.0,979.0,419.0,0.0,172.0
nine,1h,isolated,,1.0,full,BTC,8,1963,0.5921889992204459,1.089834827944608,0.07496499663291677,,,,,,,,
nine,1h,book,combined,1.0,full,BTC,8,1771,0.5945793337097685,149.00097794981787,0.08755919264028025,4.0,0.03043025242652855,1.0000000000000002,0.0,952.0,381.0,234.0,154.0
nine,1h,book,combined,2.0,full,BTC,8,1770,0.5937853107344633,18294.3693701792,0.16994007471730058,4.0,0.06086050485305709,2.0000000000000004,0.0,951.0,379.0,237.0,154.0
nine,1h,book,combined,3.0,full,BTC,8,1766,0.5939977349943375,1795559.571610872,0.2471661524106068,4.0,0.09129075727958566,3.000000000000001,0.0,947.0,380.0,239.0,155.0
nine,1h,book,combined,5.0,full,BTC,8,1767,0.5936615732880589,9225668041.658484,0.38642952897566835,4.0,0.1521512621326427,5.000000000000001,0.0,948.0,380.0,239.0,154.0
nine,1h,book,cap_only,1.0,full,BTC,8,1771,0.5945793337097685,149.00097794981787,0.08755919264028025,4.0,0.03043025242652855,1.0000000000000002,0.0,952.0,381.0,234.0,154.0
nine,1h,book,cap_only,2.0,full,BTC,8,1943,0.5923829130211014,294.0158527486833,0.11004792680182061,4.0,0.04,2.0000000000000004,0.0,941.0,411.0,27.0,159.0
nine,1h,book,cap_only,3.0,full,BTC,8,1961,0.5910249872514024,345.10304445133147,0.11267095937271181,4.0,0.04021941970189697,3.0000000000000004,0.0,923.0,413.0,2.0,164.0
nine,1h,book,cap_only,5.0,full,BTC,8,1963,0.5904228222109017,324.8588271936971,0.13081465413201795,5.0,0.044466988614341216,4.320342386997695,0.0,921.0,413.0,0.0,164.0
nine,1h,isolated,,1.0,full,DOGE,8,1985,0.5924986991932941,1.040262917091345,0.07398633229897318,,,,,,,,
nine,1h,book,combined,1.0,full,DOGE,8,1763,0.5921724333522405,100.39610938820705,0.08597482382655579,4.0,0.030430252426528547,1.0000000000000002,0.0,1029.0,362.0,277.0,190.0
nine,1h,book,combined,2.0,full,DOGE,8,1767,0.5925297113752123,8390.133422645753,0.16677100601673753,4.0,0.0608605048530571,2.0000000000000004,0.0,1033.0,364.0,271.0,190.0
nine,1h,book,combined,3.0,full,DOGE,8,1765,0.5926345609065156,568222.9805515411,0.24244983151868185,4.0,0.09129075727958563,3.000000000000001,0.0,1031.0,363.0,273.0,191.0
nine,1h,book,combined,5.0,full,DOGE,8,1766,0.5928652321630804,1440338747.2760808,0.37885156631452926,4.0,0.15215126213264277,5.000000000000001,0.0,1032.0,363.0,273.0,190.0
nine,1h,book,cap_only,1.0,full,DOGE,8,1763,0.5921724333522405,100.39610938820705,0.08597482382655579,4.0,0.030430252426528547,1.0000000000000002,0.0,1029.0,362.0,277.0,190.0
nine,1h,book,cap_only,2.0,full,DOGE,8,1956,0.5930470347648262,241.31368178357278,0.09747848021032776,5.0,0.04425682304555126,2.0000000000000004,0.0,1031.0,401.0,34.0,201.0
nine,1h,book,cap_only,3.0,full,DOGE,8,1981,0.5921251892983341,280.9692779258867,0.09735475157184052,5.0,0.05,3.0000000000000004,0.0,1023.0,404.0,4.0,203.0
nine,1h,book,cap_only,5.0,full,DOGE,8,1985,0.5909319899244333,271.0509515863219,0.09735475157184054,6.0,0.049999999999999996,5.0,0.0,1021.0,404.0,0.0,203.0
nine,1h,isolated,,1.0,full,ETH,8,1967,0.5899685267795012,1.052025972651489,0.06892062911508204,,,,,,,,
nine,1h,book,combined,1.0,full,ETH,8,1744,0.5928899082568807,123.23810389940688,0.08527533246210635,3.0,0.029924846074983167,1.0000000000000002,0.0,973.0,360.0,277.0,187.0
nine,1h,book,combined,2.0,full,ETH,8,1747,0.593016599885518,12713.099680812906,0.16985367011097066,3.0,0.05970050969353444,2.0000000000000004,0.0,976.0,358.0,276.0,187.0
nine,1h,book,combined,3.0,full,ETH,8,1752,0.591324200913242,1008756.544234562,0.2525131626570459,3.0,0.08932866005801458,3.000000000000001,0.0,982.0,359.0,270.0,187.0
nine,1h,book,combined,5.0,full,ETH,8,1750,0.5914285714285714,3909953247.8833985,0.40805301985339715,3.0,0.14814897424474216,5.000000000000002,0.0,979.0,358.0,272.0,188.0
nine,1h,book,cap_only,1.0,full,ETH,8,1744,0.5928899082568807,123.23810389940688,0.08527533246210635,3.0,0.029924846074983167,1.0000000000000002,0.0,973.0,360.0,277.0,187.0
nine,1h,book,cap_only,2.0,full,ETH,8,1946,0.5899280575539568,264.3818653781562,0.10395623783238449,5.0,0.044256823045551265,2.0000000000000004,0.0,985.0,398.0,27.0,197.0
nine,1h,book,cap_only,3.0,full,ETH,8,1965,0.5888040712468193,287.7730007277104,0.11633770760239799,5.0,0.049999999999999996,3.0000000000000004,0.0,971.0,400.0,2.0,201.0
nine,1h,book,cap_only,5.0,full,ETH,8,1967,0.5882053889171327,282.0198070015621,0.11633770760239762,5.0,0.049999999999999996,4.7599134448932485,0.0,970.0,400.0,0.0,201.0
nine,1h,isolated,,1.0,full,LINK,8,1951,0.5998595042231101,1.1020571410398188,0.07375527247591644,,,,,,,,
nine,1h,book,combined,1.0,full,LINK,8,1732,0.6021939953810623,132.05835528869048,0.08836216686554078,4.0,0.030430252426528543,1.0000000000000002,0.0,993.0,355.0,282.0,186.0
nine,1h,book,combined,2.0,full,LINK,8,1735,0.6028818443804035,14972.68152158151,0.17056634835604698,4.0,0.06086050485305711,2.0000000000000004,0.0,997.0,357.0,276.0,187.0
nine,1h,book,combined,3.0,full,LINK,8,1747,0.6027475672581568,1309550.5567270762,0.24686589061047137,4.0,0.09129075727958566,3.0000000000000004,0.0,1008.0,356.0,266.0,186.0
nine,1h,book,combined,5.0,full,LINK,8,1735,0.6023054755043228,5779769590.042099,0.38280459221715546,4.0,0.15215126213264274,5.000000000000001,0.0,996.0,357.0,277.0,186.0
nine,1h,book,cap_only,1.0,full,LINK,8,1732,0.6021939953810623,132.05835528869048,0.08836216686554078,4.0,0.030430252426528543,1.0000000000000002,0.0,993.0,355.0,282.0,186.0
nine,1h,book,cap_only,2.0,full,LINK,8,1927,0.6009340944473275,323.31563361072193,0.10942735593254427,4.0,0.04000000000000001,2.0000000000000004,0.0,1016.0,399.0,32.0,197.0
nine,1h,book,cap_only,3.0,full,LINK,8,1950,0.598974358974359,349.0090703453247,0.12578585457509664,4.0,0.040312136874781225,3.0000000000000004,0.0,1007.0,401.0,1.0,203.0
nine,1h,book,cap_only,5.0,full,LINK,8,1951,0.5986673500768837,341.54465782430026,0.12578585457509686,5.0,0.041525961348581254,4.849024804583225,0.0,1003.0,401.0,0.0,203.0
nine,1h,isolated,,1.0,full,LTC,8,1975,0.6002867085976828,1.1448234038570033,0.07059892807772795,,,,,,,,
nine,1h,book,combined,1.0,full,LTC,8,1747,0.6016027475672582,153.26602643305716,0.07628127088836809,3.0,0.029612230126932308,1.0000000000000002,0.0,997.0,364.0,286.0,184.0
nine,1h,book,combined,2.0,full,LTC,8,1750,0.6005714285714285,19302.42409221028,0.14927781144768654,3.0,0.05922446025386461,2.0000000000000004,0.0,1000.0,367.0,280.0,184.0
nine,1h,book,combined,3.0,full,LTC,8,1743,0.6024096385542169,1965517.1918089401,0.21884603596680496,3.0,0.0888366903807969,3.000000000000001,0.0,993.0,364.0,290.0,184.0
nine,1h,book,combined,5.0,full,LTC,8,1746,0.6008018327605956,11102918188.393353,0.3481837078161382,3.0,0.14806115063466155,5.000000000000001,0.0,996.0,367.0,284.0,184.0
nine,1h,book,cap_only,1.0,full,LTC,8,1747,0.6016027475672582,153.26602643305716,0.07628127088836809,3.0,0.029612230126932308,1.0000000000000002,0.0,997.0,364.0,286.0,184.0
nine,1h,book,cap_only,2.0,full,LTC,8,1951,0.6002050230650948,370.17815898537316,0.09730081885409425,5.0,0.04425682304555127,2.0000000000000004,0.0,1016.0,405.0,30.0,195.0
nine,1h,book,cap_only,3.0,full,LTC,8,1971,0.5996955859969558,435.801275947615,0.10126737064168737,5.0,0.049999999999999996,3.0000000000000004,0.0,1003.0,407.0,4.0,199.0
nine,1h,book,cap_only,5.0,full,LTC,8,1975,0.5984810126582278,415.7742196254921,0.11393803696516654,5.0,0.05,4.7599134448932485,0.0,999.0,407.0,0.0,199.0
nine,1h,isolated,,1.0,full,SOL,8,1937,0.6001649553509296,1.0895364429996721,0.07156380774703062,,,,,,,,
nine,1h,book,combined,1.0,full,SOL,8,1713,0.6012842965557501,121.86916470398096,0.07487297987831842,4.0,0.030430252426528547,1.0000000000000002,0.0,1006.0,347.0,278.0,189.0
nine,1h,book,combined,2.0,full,SOL,8,1710,0.6023391812865497,12252.986810027285,0.1453791998983578,4.0,0.06086050485305709,2.0000000000000004,0.0,1004.0,346.0,282.0,189.0
nine,1h,book,combined,3.0,full,SOL,8,1704,0.6026995305164319,1019595.5290664575,0.21166372540446354,4.0,0.09129075727958565,3.0000000000000004,0.0,998.0,345.0,289.0,189.0
nine,1h,book,combined,5.0,full,SOL,8,1705,0.6023460410557184,3720314508.9274416,0.3321730000822437,4.0,0.15215126213264274,5.000000000000001,0.0,999.0,349.0,284.0,189.0
nine,1h,book,cap_only,1.0,full,SOL,8,1713,0.6012842965557501,121.86916470398096,0.07487297987831842,4.0,0.030430252426528547,1.0000000000000002,0.0,1006.0,347.0,278.0,189.0
nine,1h,book,cap_only,2.0,full,SOL,8,1907,0.6019926586261143,291.1427367313942,0.07650798624817537,4.0,0.04,2.0,0.0,1026.0,386.0,38.0,196.0
nine,1h,book,cap_only,3.0,full,SOL,8,1934,0.6003102378490176,333.2943093962814,0.08319238953524365,4.0,0.040218641325358614,3.0000000000000004,0.0,1017.0,389.0,3.0,201.0
nine,1h,book,cap_only,5.0,full,SOL,8,1937,0.5993804852865255,325.14599395409743,0.0870282358114687,6.0,0.04909800550709125,5.0,0.0,1015.0,389.0,0.0,201.0
nine,1h,isolated,,1.0,full,TRX,8,1990,0.5897240333874305,1.0847927446022934,0.07632766158203122,,,,,,,,
nine,1h,book,combined,1.0,full,TRX,8,1763,0.5961429381735678,147.72864644746926,0.08341529911153871,3.0,0.02664290329240025,1.0000000000000002,0.0,961.0,367.0,286.0,138.0
nine,1h,book,combined,2.0,full,TRX,8,1764,0.5941043083900227,17480.628466021102,0.1627757986157618,3.0,0.053285806584800505,2.0000000000000004,0.0,962.0,369.0,282.0,139.0
nine,1h,book,combined,3.0,full,TRX,8,1767,0.5959252971137521,1715249.5918747261,0.23792024950895732,3.0,0.07992870987720076,3.000000000000001,0.0,965.0,366.0,282.0,139.0
nine,1h,book,combined,5.0,full,TRX,8,1763,0.5955757231990925,8449980989.063202,0.37518263116808426,3.0,0.13321451646200125,5.000000000000001,0.0,961.0,366.0,287.0,138.0
nine,1h,book,cap_only,1.0,full,TRX,8,1763,0.5961429381735678,147.72864644746926,0.08341529911153871,3.0,0.02664290329240025,1.0000000000000002,0.0,961.0,367.0,286.0,138.0
nine,1h,book,cap_only,2.0,full,TRX,8,1968,0.5899390243902439,303.4403148751802,0.09259890120314236,5.0,0.044256823045551265,2.0000000000000004,0.0,963.0,411.0,27.0,148.0
nine,1h,book,cap_only,3.0,full,TRX,8,1988,0.5890342052313883,325.15471663249315,0.0946490209382885,5.0,0.049999999999999996,3.0000000000000004,0.0,947.0,412.0,2.0,152.0
nine,1h,book,cap_only,5.0,full,TRX,8,1990,0.5884422110552764,316.84210071362355,0.10943349642124357,5.0,0.049999999999999996,4.7599134448932485,0.0,943.0,412.0,0.0,152.0
nine,1h,isolated,,1.0,full,XRP,8,1971,0.5907246243404767,1.024728064313821,0.06893958395315641,,,,,,,,
nine,1h,book,combined,1.0,full,XRP,8,1771,0.5951439864483343,118.8531556645725,0.0777768041239194,4.0,0.03043025242652855,1.0000000000000002,0.0,995.0,350.0,257.0,189.0
nine,1h,book,combined,2.0,full,XRP,8,1768,0.5938914027149321,11675.147684437192,0.15045659360031713,4.0,0.0608605048530571,2.0000000000000004,0.0,992.0,350.0,260.0,189.0
nine,1h,book,combined,3.0,full,XRP,8,1766,0.5956964892412231,915409.3038507219,0.2182954657630543,4.0,0.09129075727958565,3.000000000000001,0.0,990.0,349.0,263.0,189.0
nine,1h,book,combined,5.0,full,XRP,8,1766,0.5962627406568517,3067644453.2648263,0.34526468733509413,4.0,0.15215126213264274,5.000000000000001,0.0,990.0,348.0,264.0,189.0
nine,1h,book,cap_only,1.0,full,XRP,8,1771,0.5951439864483343,118.8531556645725,0.0777768041239194,4.0,0.03043025242652855,1.0000000000000002,0.0,995.0,350.0,257.0,189.0
nine,1h,book,cap_only,2.0,full,XRP,8,1954,0.59007164790174,233.81573854961246,0.08471731007012201,4.0,0.04,2.0000000000000004,0.0,992.0,394.0,19.0,200.0
nine,1h,book,cap_only,3.0,full,XRP,8,1970,0.5893401015228427,263.40305686027807,0.09662452895475841,4.0,0.040312136874781225,3.0000000000000004,0.0,977.0,395.0,1.0,201.0
nine,1h,book,cap_only,5.0,full,XRP,8,1971,0.589041095890411,256.65312737681137,0.11143413862274874,5.0,0.04639140145389357,4.320342386997694,0.0,973.0,395.0,0.0,201.0
