timeframe,segment,feature,quantile,quantile_rank,axis_min,axis_max,n,death_rate,ambiguous_rate,winner_rate,mean_r
15m,is,stop_width_frac,Q3,3,0.00773780620843528,0.09746390860072555,1760,0.11136363636363636,0.30511363636363636,0.5835227272727272,0.4588068181818182
15m,is,stop_width_atr,Q1,1,0.06379661265073325,0.8085182970981599,1760,0.04602272727272727,0.28863636363636364,0.665340909090909,0.6633522727272727
15m,is,stop_width_atr,Q2,2,0.8086442110803392,1.0610477855707776,1760,0.09886363636363636,0.3409090909090909,0.5602272727272727,0.4005681818181818
15m,is,stop_width_atr,Q3,3,1.0611358664577917,1.357993083983787,1760,0.14431818181818182,0.3346590909090909,0.5210227272727272,0.3025568181818182
15m,is,rsi_ema_slope,Q1,1,-4.996474170868858,-1.4444689175942997,1760,0.07215909090909091,0.29375,0.634090909090909,0.5852272727272727
15m,is,rsi_ema_slope,Q2,2,-1.444107071069837,-0.752107478713306,1760,0.10625,0.325,0.56875,0.421875
15m,is,rsi_ema_slope,Q3,3,-0.7509192708750021,2.350354721490163,1760,0.11079545454545454,0.34545454545454546,0.54375,0.359375
15m,is,rsi_ema_curv,Q1,1,-5.382357372163263,-0.5788830792556396,1760,0.075,0.3073863636363636,0.6176136363636363,0.5440340909090909
15m,is,rsi_ema_curv,Q2,2,-0.5782518666626473,-0.10879345582404198,1760,0.10795454545454546,0.31022727272727274,0.5818181818181818,0.45454545454545453
15m,is,rsi_ema_curv,Q3,3,-0.1084811018445535,1.9187545477864312,1760,0.10625,0.3465909090909091,0.5471590909090909,0.3678977272727273
15m,is,rsi_ema_death_shape,Q1,1,0.0,1.0,5280,0.09640151515151515,0.32140151515151516,0.5821969696969697,0.45549242424242425
15m,oos,trend_dev,Q1,1,-0.2311541583953265,-0.020560260353776783,856,0.10630841121495327,0.3002336448598131,0.5934579439252337,0.48364485981308414
15m,oos,trend_dev,Q2,2,-0.020549617820662114,-0.002879985495339965,855,0.16842105263157894,0.2935672514619883,0.5380116959064327,0.34502923976608185
15m,oos,trend_dev,Q3,3,-0.002871823240705451,0.19301734297098982,856,0.1483644859813084,0.32710280373831774,0.5245327102803738,0.31133177570093457
15m,oos,volume_pctl,Q1,1,0.0,0.2760416666666667,856,0.16238317757009346,0.31542056074766356,0.522196261682243,0.3054906542056075
15m,oos,volume_pctl,Q2,2,0.27606177606177607,0.594704684317719,855,0.13216374269005848,0.3368421052631579,0.5309941520467836,0.32748538011695905
15m,oos,volume_pctl,Q3,3,0.5954118873826904,1.0,856,0.12850467289719625,0.26869158878504673,0.602803738317757,0.5070093457943925
15m,oos,vol_balance,Q1,1,0.009629206077506447,0.22303211242991336,856,0.12383177570093458,0.26869158878504673,0.6074766355140186,0.5186915887850467
15m,oos,vol_balance,Q2,2,0.22304238542063917,0.3836039941946408,855,0.17309941520467836,0.3146198830409357,0.512280701754386,0.2807017543859649
15m,oos,vol_balance,Q3,3,0.3840968843113852,0.9969762112639661,856,0.1261682242990654,0.33761682242990654,0.5362149532710281,0.3405373831775701
15m,oos,rsi_slope_5_3,Q1,1,-24.722422543594213,-5.871328224513363,856,0.1425233644859813,0.3014018691588785,0.5560747663551402,0.3901869158878505
15m,oos,rsi_slope_5_3,Q2,2,-5.868844082367154,-1.9442567020223933,855,0.1415204678362573,0.3064327485380117,0.552046783625731,0.38011695906432746
