arm,symbol,timeframe,entry_ms,entry_utc,day,is_reentry,take_profit_derived,engine_entry,engine_take_profit,stop_price,net_r,reconstructed,ohlc_match,verdict,order_ok,outcome_ok,fill_ms,fill_price,take_profit_price,first_tp_ms,tp_after_fill_ms,fill_offset_s,tick_count
static,LINK/USDT:USDT,15m,1750114140000,2025-06-16 22:49,2025-06-16,False,False,13.627725,13.7458125,13.549,1.308268947761196,True,True,인공물,False,False,1750114163646.0,13.627725,13.7458125,1750114140051.0,,23.646,997
band,LINK/USDT:USDT,15m,1750114140000,2025-06-16 22:49,2025-06-16,False,False,13.627725,13.7458125,13.549,1.308268947761196,True,True,인공물,False,False,1750114163646.0,13.627725,13.7458125,1750114140051.0,,23.646,997
static,LINK/USDT:USDT,15m,1760110260000,2025-10-10 15:31,2025-10-10,False,False,21.2162424,21.360605999999997,21.12,1.2562039001646246,True,True,인공물,False,False,1760110311454.0,21.2162424,21.360605999999997,1760110260021.0,,51.454,3837
band,LINK/USDT:USDT,15m,1760110260000,2025-10-10 15:31,2025-10-10,False,False,21.2162424,21.360605999999997,21.12,1.2562039001646246,True,True,인공물,False,False,1760110311454.0,21.2162424,21.360605999999997,1760110260021.0,,51.454,3837
static,LINK/USDT:USDT,15m,1760131260000,2025-10-10 21:21,2025-10-10,False,False,8.2976592,8.591148,8.102,1.4520091730396552,True,True,순서역전-성립,False,True,1760131274632.0,8.2976592,8.591148,1760131260001.0,1760131306773.0,14.632,4906
band,LINK/USDT:USDT,15m,1760131260000,2025-10-10 21:21,2025-10-10,False,False,8.2976592,8.591148,8.102,1.4520091730396552,True,True,순서역전-성립,False,True,1760131274632.0,8.2976592,8.591148,1760131260001.0,1760131306773.0,14.632,4906
static,LINK/USDT:USDT,15m,1761662700000,2025-10-28 14:45,2025-10-28,False,False,18.0926178,18.2315445,18.0,1.2838075693754467,True,True,인공물,False,False,1761662738742.0,18.0926178,18.2315445,1761662700026.0,,38.742,2587
band,LINK/USDT:USDT,15m,1761662700000,2025-10-28 14:45,2025-10-28,False,False,18.0926178,18.2315445,18.0,1.2838075693754467,True,True,인공물,False,False,1761662738742.0,18.0926178,18.2315445,1761662700026.0,,38.742,2587
static,LINK/USDT:USDT,15m,1767799080000,2026-01-07 15:18,2026-01-07,False,False,13.3046604,13.382151,13.253,1.2154069354902532,True,True,인공물,False,False,1767799136615.0,13.3046604,13.382151,1767799080709.0,,56.615,1341
band,LINK/USDT:USDT,15m,1767799080000,2026-01-07 15:18,2026-01-07,False,False,13.3046604,13.382151,13.253,1.2154069354902532,True,True,인공물,False,False,1767799136615.0,13.3046604,13.382150999999999,1767799080709.0,,56.615,1341
static,LINK/USDT:USDT,15m,1780410420000,2026-06-02 14:27,2026-06-02,False,False,8.5977192,8.655798,8.559,1.2544362775987004,True,True,인공물,False,False,1780410441692.0,8.5977192,8.655798,1780410420036.0,,21.692,1925
band,LINK/USDT:USDT,15m,1780410420000,2026-06-02 14:27,2026-06-02,False,False,8.5977192,8.655798,8.559,1.2544362775987004,True,True,인공물,False,False,1780410441692.0,8.5977192,8.655798,1780410420036.0,,21.692,1925
static,LINK/USDT:USDT,1h,1779061260000,2026-05-17 23:41,2026-05-17,False,False,9.3928782,9.5111955,9.314,1.367685249525206,True,True,인공물,False,False,1779061314415.0,9.3928782,9.5111955,1779061260262.0,,54.415,2128
band,LINK/USDT:USDT,1h,1779061260000,2026-05-17 23:41,2026-05-17,False,False,9.3928782,9.5111955,9.314,1.367685249525206,True,True,인공물,False,False,1779061314415.0,9.3928782,9.5111955,1779061260262.0,,54.415,2128
static,LINK/USDT:USDT,1h,1780686960000,2026-06-05 19:16,2026-06-05,False,False,7.124323782983883,7.160809457459707,7.1,1.1765239555199218,True,True,인공물,False,False,1780686980827.0,7.124323782983883,7.160809457459707,1780686962542.0,,20.827,533
band,LINK/USDT:USDT,1h,1780686960000,2026-06-05 19:16,2026-06-05,False,False,7.124323782983883,7.160809457459707,7.1,1.1765239555199218,True,True,미체결,False,False,,,,,,,533
static,LINK/USDT:USDT,1h,1780687200000,2026-06-05 19:20,2026-06-05,True,True,7.126190449935483,7.165476124838708,7.1,1.1994044193013274,True,True,진짜,True,True,1780687221875.0,7.126190449935483,7.165476124838708,1780687259647.0,1780687259647.0,21.875,293
band,LINK/USDT:USDT,1h,1780687200000,2026-06-05 19:20,2026-06-05,True,True,7.126190449935483,7.165476124838708,7.1,1.1994044193013274,True,True,미체결,False,False,,,,,,,293
static,LINK/USDT:USDT,1h,1780687200000,2026-06-05 19:20,2026-06-05,True,True,7.126190449935483,7.165476124838708,7.1,1.1994044193013271,True,True,진짜,True,True,1780687221875.0,7.126190449935483,7.165476124838708,1780687259647.0,1780687259647.0,21.875,293
band,LINK/USDT:USDT,1h,1780687200000,2026-06-05 19:20,2026-06-05,True,True,7.126190449935483,7.165476124838708,7.1,1.1994044193013271,True,True,미체결,False,False,,,,,,,293
static,LTC/USDT:USDT,15m,1736262900000,2025-01-07 15:15,2025-01-07,False,False,104.550906,105.992265,103.59,1.378987100458318,True,True,인공물,False,False,1736262955908.0,104.550906,105.992265,1736262900337.0,,55.908,2173
band,LTC/USDT:USDT,15m,1736262900000,2025-01-07 15:15,2025-01-07,False,False,104.550906,105.992265,103.59,1.378987100458318,True,True,인공물,False,False,1736262955908.0,104.550906,105.99226499999999,1736262900337.0,,55.908,2173
static,LTC/USDT:USDT,15m,1740434580000,2025-02-24 22:03,2025-02-24,False,False,108.301656,109.99913999999998,107.17,1.3933973244767015,True,True,순서역전-성립,False,True,1740434584132.0,108.301656,109.99913999999998,1740434580044.0,1740434585319.0,4.132,9797
band,LTC/USDT:USDT,15m,1740434580000,2025-02-24 22:03,2025-02-24,False,False,108.301656,109.99913999999998,107.17,1.3933973244767015,True,True,순서역전-성립,False,True,1740434584132.0,108.301656,109.99913999999998,1740434580044.0,1740434585319.0,4.132,9797
static,LTC/USDT:USDT,15m,1761167460000,2025-10-22 21:11,2025-10-22,False,False,90.458088,91.20521999999998,89.96,1.2989149014712464,True,True,인공물,False,False,1761167514692.0,90.458088,91.20521999999998,1761167460425.0,,54.692,1361
band,LTC/USDT:USDT,15m,1761167460000,2025-10-22 21:11,2025-10-22,False,False,90.458088,91.20521999999998,89.96,1.2989149014712464,True,True,인공물,False,False,1761167514692.0,90.45808799999999,91.20521999999998,1761167460425.0,,54.692,1361
static,LTC/USDT:USDT,15m,1761167460000,2025-10-22 21:11,2025-10-22,False,False,90.508098,91.52524499999998,89.83,1.3518561696819826,True,True,인공물,False,False,1761167514583.0,90.508098,91.52524499999998,1761167460425.0,,54.583,1361
band,LTC/USDT:USDT,15m,1761167460000,2025-10-22 21:11,2025-10-22,False,False,90.508098,91.52524499999998,89.83,1.3518561696819826,True,True,인공물,False,False,1761167514583.0,90.50809799999999,91.52524499999998,1761167460425.0,,54.583,1361
static,LTC/USDT:USDT,15m,1779478260000,2026-05-22 19:31,2026-05-22,True,True,52.750548,53.021370000000005,52.57,1.177322715698886,True,True,진짜,True,True,1779478260085.0,52.750548,53.021370000000005,1779478267526.0,1779478267526.0,0.085,437
band,LTC/USDT:USDT,15m,1779478260000,2026-05-22 19:31,2026-05-22,True,True,52.750548,53.021370000000005,52.57,1.177322715698886,True,True,진짜,True,True,1779478260085.0,52.750548,53.021370000000005,1779478267526.0,1779478267526.0,0.085,437
static,LTC/USDT:USDT,1h,1779478200000,2026-05-22 19:30,2026-05-22,True,True,52.850568,53.271420000000006,52.57,1.291481076544748,True,True,인공물,False,False,1779478236707.0,52.850568,53.271420000000006,1779478200233.0,,36.707,1486
band,LTC/USDT:USDT,1h,1779478200000,2026-05-22 19:30,2026-05-22,True,True,52.850568,53.271420000000006,52.57,1.291481076544748,True,True,인공물,False,False,1779478236707.0,52.850568,53.271420000000006,1779478200233.0,,36.707,1486
static,SOL/USDT:USDT,15m,1733778300000,2024-12-09 21:05,2024-12-09,False,False,200.120016,202.19004000000004,198.74,1.3391651972209015,True,True,순서역전-성립,False,True,1733778326450.0,200.120016,202.19004000000004,1733778300080.0,1733778326463.0,26.45,12115
band,SOL/USDT:USDT,15m,1733778300000,2024-12-09 21:05,2024-12-09,False,False,200.120016,202.19004000000004,198.74,1.3391651972209015,True,True,순서역전-성립,False,True,1733778326450.0,200.12001600000002,202.19004000000004,1733778300080.0,1733778326463.0,26.45,12115
static,SOL/USDT:USDT,15m,1738547760000,2025-02-03 01:56,2025-02-03,False,False,176.29025099999998,179.20062749999997,174.35,1.3987230132469983,True,True,진짜,True,True,1738547767602.0,176.29025099999998,179.20062749999997,1738547774924.0,1738547774924.0,7.602,10659
band,SOL/USDT:USDT,15m,1738547760000,2025-02-03 01:56,2025-02-03,False,False,176.29025099999998,179.20062749999997,174.35,1.3987230132469983,True,True,진짜,True,True,1738547767602.0,176.29025099999998,179.20062749999997,1738547774924.0,1738547774924.0,7.602,10659
static,SOL/USDT:USDT,15m,1760131200000,2025-10-10 21:20,2025-10-10,False,False,142.00839599999998,143.41598999999997,141.07,1.3322164768370863,True,True,순서역전-성립,False,True,1760131241949.0,142.00839599999998,143.41598999999997,1760131200002.0,1760131242118.0,41.949,25576
band,SOL/USDT:USDT,15m,1760131200000,2025-10-10 21:20,2025-10-10,False,False,142.00839599999998,143.41598999999997,141.07,1.3322164768370863,True,True,순서역전-성립,False,True,1760131241949.0,142.00839599999998,143.41598999999997,1760131200002.0,1760131242118.0,41.949,25576
static,SOL/USDT:USDT,15m,1770337200000,2026-02-06 00:20,2026-02-06,True,True,67.46949120000001,68.46172800000001,66.808,1.3864750413998037,True,True,순서역전-성립,False,True,1770337207886.0,67.46949120000001,68.46172800000001,1770337202061.0,1770337210576.0,7.886,14541
band,SOL/USDT:USDT,15m,1770337200000,2026-02-06 00:20,2026-02-06,True,True,67.46949120000001,68.46172800000001,66.808,1.3864750413998037,True,True,순서역전-성립,False,True,1770337207886.0,67.46949120000001,68.46172800000001,1770337202061.0,1770337210576.0,7.886,14541
static,SOL/USDT:USDT,15m,1783964160000,2026-07-13 17:36,2026-07-13,False,False,74.604918,75.167295,74.23,1.2798011414736177,True,True,인공물,False,False,1783964213328.0,74.604918,75.167295,1783964160348.0,,53.328,2492
band,SOL/USDT:USDT,15m,1783964160000,2026-07-13 17:36,2026-07-13,False,False,74.604918,75.167295,74.23,1.2798011414736177,True,True,인공물,False,False,1783964213328.0,74.604918,75.167295,1783964160348.0,,53.328,2492
static,SOL/USDT:USDT,1h,1769884980000,2026-01-31 18:43,2026-01-31,True,True,95.799156,97.65788999999998,94.56,1.4136247569942733,True,True,인공물,False,False,1769885039883.0,95.799156,97.65788999999998,1769884980028.0,,59.883,16209
band,SOL/USDT:USDT,1h,1769884980000,2026-01-31 18:43,2026-01-31,True,True,95.799156,97.65788999999998,94.56,1.4136247569942733,True,True,인공물,False,False,1769885039883.0,95.799156,97.65788999999998,1769884980028.0,,59.883,16209
static,SOL/USDT:USDT,1h,1769885040000,2026-01-31 18:44,2026-01-31,True,True,95.799156,97.65788999999998,94.56,1.413624756994273,True,True,진짜,True,True,1769885040134.0,95.799156,97.65788999999998,1769885044402.0,1769885044402.0,0.134,13931
band,SOL/USDT:USDT,1h,1769885040000,2026-01-31 18:44,2026-01-31,True,True,95.799156,97.65788999999998,94.56,1.413624756994273,True,True,진짜,True,True,1769885040134.0,95.799156,97.65788999999998,1769885044402.0,1769885044402.0,0.134,13931
static,SOL/USDT:USDT,4h,1740435000000,2025-02-24 22:10,2025-02-24,False,False,139.0518048,144.48901199999997,135.427,1.4564606695627846,True,True,순서역전-성립,False,True,1740435003949.0,139.0518048,144.48901199999997,1740435000010.0,1740435003980.0,3.949,14299
band,SOL/USDT:USDT,4h,1740435000000,2025-02-24 22:10,2025-02-24,False,False,139.0518048,144.48901199999997,135.427,1.4564606695627846,True,True,순서역전-성립,False,True,1740435003949.0,139.05180479999999,144.48901199999997,1740435000010.0,1740435003980.0,3.949,14299
static,SOL/USDT:USDT,4h,1760131260000,2025-10-10 21:21,2025-10-10,False,False,141.538302,148.34575499999997,137.0,1.4643502854704271,True,True,순서역전-성립,False,True,1760131271554.0,141.538302,148.34575499999997,1760131260002.0,1760131284777.0,11.554,24332
band,SOL/USDT:USDT,4h,1760131260000,2025-10-10 21:21,2025-10-10,False,False,141.538302,148.34575499999997,137.0,1.4643502854704271,True,True,순서역전-성립,False,True,1760131271554.0,141.538302,148.34575499999997,1760131260002.0,1760131284777.0,11.554,24332
static,SOL/USDT:USDT,4h,1769884980000,2026-01-31 18:43,2026-01-31,True,True,96.309258,101.099145,93.116,1.4654801264817952,True,True,인공물,False,False,1769885036125.0,96.309258,101.099145,1769884980028.0,,56.125,16209
band,SOL/USDT:USDT,4h,1769884980000,2026-01-31 18:43,2026-01-31,True,True,96.309258,101.099145,93.116,1.4654801264817952,True,True,인공물,False,False,1769885036125.0,96.309258,101.099145,1769884980028.0,,56.125,16209
static,TRX/USDT:USDT,15m,1738536060000,2025-02-02 22:41,2025-02-02,False,False,0.221724336,0.22299084,0.22088,1.2098406025184334,True,True,순서역전-성립,False,True,1738536073752.0,0.221724336,0.22299084,1738536060226.0,1738536073848.0,13.752,2051
band,TRX/USDT:USDT,15m,1738536060000,2025-02-02 22:41,2025-02-02,False,False,0.221724336,0.22299084,0.22088,1.2098406025184334,True,True,순서역전-성립,False,True,1738536073752.0,0.221724336,0.22299084,1738536060226.0,1738536073848.0,13.752,2051
static,TRX/USDT:USDT,15m,1750179120000,2025-06-17 16:52,2025-06-17,False,False,0.270464082,0.2718352049999999,0.26955,1.173234858733696,True,True,순서역전-성립,False,True,1750179139811.0,0.270464082,0.2718352049999999,1750179120021.0,1750179139812.0,19.811,3391
band,TRX/USDT:USDT,15m,1750179120000,2025-06-17 16:52,2025-06-17,False,False,0.270464082,0.2718352049999999,0.26955,1.173234858733696,True,True,순서역전-성립,False,True,1750179139811.0,0.270464082,0.27183520499999997,1750179120021.0,1750179139812.0,19.811,3391
static,TRX/USDT:USDT,15m,1753879320000,2025-07-30 12:42,2025-07-30,False,False,0.320224032,0.3220300799999999,0.31902,1.2061477831286875,True,True,순서역전-성립,False,True,1753879362576.0,0.320224032,0.3220300799999999,1753879320037.0,1753879375420.0,42.576,5119
band,TRX/USDT:USDT,15m,1753879320000,2025-07-30 12:42,2025-07-30,False,False,0.320224032,0.3220300799999999,0.31902,1.2061477831286875,True,True,순서역전-성립,False,True,1753879362576.0,0.320224032,0.32203007999999994,1753879320037.0,1753879375420.0,42.576,5119
static,TRX/USDT:USDT,1h,1753879260000,2025-07-30 12:41,2025-07-30,False,False,0.32216442,0.32571105,0.3198,1.3487968775471362,True,True,인공물,False,False,1753879275371.0,0.32216442,0.32571105,1753879260014.0,,15.371,4657
band,TRX/USDT:USDT,1h,1753879260000,2025-07-30 12:41,2025-07-30,False,False,0.32216442,0.32571105,0.3198,1.3487968775471362,True,True,인공물,False,False,1753879275371.0,0.32216442,0.32571105000000006,1753879260014.0,,15.371,4657
static,TRX/USDT:USDT,1h,1753879320000,2025-07-30 12:42,2025-07-30,True,True,0.32216442,0.32571105000000006,0.3198,1.3487968775471364,True,True,인공물,False,False,1753879341824.0,0.32216442,0.32571105000000006,1753879331992.0,,21.824,5119
band,TRX/USDT:USDT,1h,1753879320000,2025-07-30 12:42,2025-07-30,True,True,0.32216442,0.32571105000000006,0.3198,1.3487968775471364,True,True,인공물,False,False,1753879341824.0,0.32216442,0.32571105000000006,1753879331992.0,,21.824,5119
static,TRX/USDT:USDT,1h,1761763140000,2025-10-29 18:39,2025-10-29,False,False,0.2908981679999999,0.2932504199999999,0.28933,1.2946352932109284,True,True,인공물,False,False,1761763170537.0,0.2908981679999999,0.2932504199999999,1761763140057.0,,30.537,2133
band,TRX/USDT:USDT,1h,1761763140000,2025-10-29 18:39,2025-10-29,False,False,0.2908981679999999,0.2932504199999999,0.28933,1.2946352932109284,True,True,인공물,False,False,1761763170537.0,0.29089816799999996,0.2932504199999999,1761763140057.0,,30.537,2133
static,TRX/USDT:USDT,1h,1763308440000,2025-11-16 15:54,2025-11-16,False,False,0.292078404,0.29389101,0.29087,1.2328221260455967,True,True,인공물,False,False,1763308462898.0,0.292078404,0.29389101,1763308440444.0,,22.898,1123
band,TRX/USDT:USDT,1h,1763308440000,2025-11-16 15:54,2025-11-16,False,False,0.292078404,0.29389101,0.29087,1.2328221260455967,True,True,순서역전-성립,False,True,1763308462898.0,0.2918414950424279,0.2932987376060697,1763308440444.0,1763308463137.0,22.898,1123
static,TRX/USDT:USDT,2h,1738536060000,2025-02-02 22:41,2025-02-02,False,False,0.221574306,0.223620765,0.22021,1.3200339032834232,True,True,인공물,False,False,1738536073752.0,0.221574306,0.223620765,1738536060226.0,,13.752,2051
band,TRX/USDT:USDT,2h,1738536060000,2025-02-02 22:41,2025-02-02,False,False,0.221574306,0.223620765,0.22021,1.3200339032834232,True,True,인공물,False,False,1738536073752.0,0.221574306,0.223620765,1738536060226.0,,13.752,2051
static,TRX/USDT:USDT,2h,1738547760000,2025-02-03 01:56,2025-02-03,True,True,0.204530898,0.20829724499999996,0.20202,1.4090635937218496,True,True,진짜,True,True,1738547760397.0,0.204530898,0.20829724499999996,1738547807501.0,1738547807501.0,0.397,3479
band,TRX/USDT:USDT,2h,1738547760000,2025-02-03 01:56,2025-02-03,True,True,0.204530898,0.20829724499999996,0.20202,1.4090635937218496,True,True,진짜,True,True,1738547760397.0,0.204530898,0.20829724499999996,1738547807501.0,1738547807501.0,0.397,3479
static,TRX/USDT:USDT,4h,1763710440000,2025-11-21 07:34,2025-11-21,False,False,0.272884566,0.277016415,0.27013,1.3896972214799002,True,True,인공물,False,False,1763710470519.0,0.272884566,0.277016415,1763710440151.0,,30.519,2235
band,TRX/USDT:USDT,4h,1763710440000,2025-11-21 07:34,2025-11-21,False,False,0.272884566,0.277016415,0.27013,1.3896972214799002,True,True,인공물,False,False,1763710470519.0,0.272884566,0.277016415,1763710440151.0,,30.519,2235
static,TRX/USDT:USDT,4h,1768921440000,2026-01-20 15:04,2026-01-20,False,False,0.298529694,0.301019235,0.29687,1.3008289199979255,True,True,인공물,False,False,1768921490496.0,0.298529694,0.301019235,1768921440367.0,,50.496,2811
band,TRX/USDT:USDT,4h,1768921440000,2026-01-20 15:04,2026-01-20,False,False,0.298529694,0.301019235,0.29687,1.3008289199979255,True,True,인공물,False,False,1768921490496.0,0.298529694,0.301019235,1768921440367.0,,50.496,2811
static,XRP/USDT:USDT,15m,1727902500000,2024-10-02 20:55,2024-10-02,False,False,0.5645781658555898,0.5690454146389746,0.5616,1.2901585312684023,True,True,인공물,False,False,1727902518127.0,0.5645781658555898,0.5690454146389746,1727902500041.0,,18.127,2526
band,XRP/USDT:USDT,15m,1727902500000,2024-10-02 20:55,2024-10-02,False,False,0.5645781658555898,0.5690454146389746,0.5616,1.2901585312684023,True,True,순서역전-성립,False,True,1727902518133.0,0.5636553250120804,0.566738312530201,1727902500041.0,1727902524707.0,18.133,2526
static,XRP/USDT:USDT,15m,1732378980000,2024-11-23 16:23,2024-11-23,False,False,1.42848564,1.4664140999999995,1.4032,1.4365182556114888,True,True,순서역전-성립,False,True,1732379034232.0,1.42848564,1.4664140999999995,1732378980007.0,1732379038273.0,54.232,17889
band,XRP/USDT:USDT,15m,1732378980000,2024-11-23 16:23,2024-11-23,False,False,1.42848564,1.4664140999999995,1.4032,1.4365182556114888,True,True,순서역전-성립,False,True,1732379034232.0,1.42848564,1.4664140999999997,1732378980007.0,1732379038273.0,54.232,17889
static,XRP/USDT:USDT,15m,1736778960000,2025-01-13 14:36,2025-01-13,False,False,2.3353669800000003,2.3522674500000007,2.3241,1.2706888937843177,True,True,진짜,True,True,1736778960001.0,2.3353669800000003,2.3522674500000007,1736778968357.0,1736778968357.0,0.001,5518
band,XRP/USDT:USDT,15m,1736778960000,2025-01-13 14:36,2025-01-13,False,False,2.3353669800000003,2.3522674500000007,2.3241,1.2706888937843177,True,True,미체결,False,False,,,,,,,5518
static,XRP/USDT:USDT,15m,1748001600000,2025-05-23 12:00,2025-05-23,False,False,2.34016794,2.3567698500000005,2.3291,1.2661122937936309,True,True,인공물,False,False,1748001637229.0,2.34016794,2.3567698500000005,1748001600002.0,,37.229,4072
band,XRP/USDT:USDT,15m,1748001600000,2025-05-23 12:00,2025-05-23,False,False,2.34016794,2.3567698500000005,2.3291,1.2661122937936309,True,True,인공물,False,False,1748001637229.0,2.34016794,2.3567698500000005,1748001600002.0,,37.229,4072
static,XRP/USDT:USDT,15m,1762183800000,2025-11-03 15:30,2025-11-03,False,False,2.30005992,2.3179997999999995,2.2881,1.2871433752031831,True,True,인공물,False,False,1762183857992.0,2.30005992,2.3179997999999995,1762183800001.0,,57.992,6605
band,XRP/USDT:USDT,15m,1762183800000,2025-11-03 15:30,2025-11-03,False,False,2.30005992,2.3179997999999995,2.2881,1.2871433752031831,True,True,인공물,False,False,1762183857992.0,2.30005992,2.3179997999999995,1762183800001.0,,57.992,6605
static,XRP/USDT:USDT,15m,1762183860000,2025-11-03 15:31,2025-11-03,True,True,2.30005992,2.3179997999999995,2.2881,1.2871433752031831,True,True,진짜,True,True,1762183860000.0,2.30005992,2.3179997999999995,1762183867347.0,1762183867347.0,0.0,7196
band,XRP/USDT:USDT,15m,1762183860000,2025-11-03 15:31,2025-11-03,True,True,2.30005992,2.3179997999999995,2.2881,1.2871433752031831,True,True,진짜,True,True,1762183860000.0,2.30005992,2.3179997999999995,1762183867347.0,1762183867347.0,0.0,7196
static,XRP/USDT:USDT,1h,1755174900000,2025-08-14 12:35,2025-08-14,False,False,2.9823963599999996,3.011490899999999,2.963,1.3295443689527482,True,True,순서역전-성립,False,True,1755174917455.0,2.9823963599999996,3.011490899999999,1755174900003.0,1755174917457.0,17.455,12670
band,XRP/USDT:USDT,1h,1755174900000,2025-08-14 12:35,2025-08-14,False,False,2.9823963599999996,3.011490899999999,2.963,1.3295443689527482,True,True,순서역전-성립,False,True,1755174917455.0,2.9823963599999996,3.011490899999999,1755174900003.0,1755174917457.0,17.455,12670
static,XRP/USDT:USDT,2h,1779522600000,2026-05-23 07:50,2026-05-23,False,False,1.30486092,1.3211522999999996,1.294,1.3665172910269057,True,True,인공물,False,False,1779522650703.0,1.30486092,1.3211522999999996,1779522600110.0,,50.703,7570
band,XRP/USDT:USDT,2h,1779522600000,2026-05-23 07:50,2026-05-23,False,False,1.30486092,1.3211522999999996,1.294,1.3665172910269057,True,True,인공물,False,False,1779522650703.0,1.3048609199999999,1.3211522999999996,1779522600110.0,,50.703,7570
static,XRP/USDT:USDT,4h,1768780920000,2026-01-19 00:02,2026-01-19,False,False,1.84746942,1.90277355,1.8106,1.4435410287362818,True,True,인공물,False,False,1768780968540.0,1.84746942,1.90277355,1768780927533.0,,48.54,14512
band,XRP/USDT:USDT,4h,1768780920000,2026-01-19 00:02,2026-01-19,False,False,1.84746942,1.90277355,1.8106,1.4435410287362818,True,True,인공물,False,False,1768780968540.0,1.84746942,1.9027735499999998,1768780927533.0,,48.54,14512
