arm,guard,multiple,segment,adopted_point,num_cells,num_symbols,num_trades,win_rate,mean_net_r,mean_gross_r,total_return_flat,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,max_effective_concurrent_risk,clamp_rate,mean_effective_risk,liquidation_events,guard_cut,guard_kept,symbols_below_gate,min_symbol_trades,exclude
기준,0.003,1.5,full,False,44,11,45906,0.4020607328018124,-0.10474003800547953,-0.03443942651779167,-28.86611924858184,15.705978942827036,-1.8379064019925402,23,1049.8624719418183,1049.8624719418183,0.6121204199886725,0.10007144012235851,39345,16748,96023,0,3073,-SOL
기준,0.003,1.5,oos_warm,False,44,11,13666,0.3982145470510757,-0.12573728467948272,-0.0485062063238062,-10.722438205432175,9.633969262614881,-1.1129823973013027,16,219.58008811418853,219.58008811418853,0.6943509439484853,0.10107496418546633,11377,16748,96023,0,684,-SOL
기준,0.003,1.5,full,False,44,11,47128,0.4062977423187914,-0.09146690002104471,-0.022645423305840313,-26.50191695620677,17.36099766502294,-1.5265203917168866,21,370.34267494122753,370.34267494122753,0.597500424376167,0.12224580394507581,41298,15275,99027,0,3729,-TRX
기준,0.003,1.5,oos_warm,False,44,11,14342,0.402942406916748,-0.11238135345927186,-0.035889423028436264,-10.230847724618792,9.173637786736586,-1.115244351527672,17,194.2458438018091,194.2458438018091,0.6892344163993864,0.046397326487367004,11431,15275,99027,0,1053,-TRX
기준,0.003,1.5,full,False,44,11,45795,0.40556829348182116,-0.09468401289595602,-0.02516583589927488,-25.868409822577117,24.14685828670634,-1.071295052773741,22,243.82503848047145,243.82503848047145,0.6065072606179714,0.11102458667725101,41333,16505,96177,0,3083,-XRP
기준,0.003,1.5,oos_warm,False,44,11,13882,0.4032560149834318,-0.11273488065573509,-0.03577300671991181,-9.655161397482923,8.875286345560257,-1.087870410210797,16,50.26481251232389,50.26481251232389,0.6960812563031263,0.03671933478183961,11095,16505,96177,0,689,-XRP
기준,0.003,1.5,full,False,36,9,38109,0.40457634679472043,-0.09843926481136657,-0.028305217930455942,-21.984351496449825,20.63190877435389,-1.065551022781618,19,6129.113952899195,6129.113952899195,0.6073630900837073,1.4322084585323032,36151,14160,77256,0,3193,-new3
기준,0.003,1.5,oos_warm,False,36,9,11467,0.40524984738815734,-0.10898639373538445,-0.031268456390596125,-6.991174711290171,6.245102427700304,-1.1194651796711363,14,44.90725274152493,44.90725274152493,0.6946891078747711,0.030833024767031977,9021,14160,77256,0,713,-new3
기준,0.004,0.6,full,False,44,11,55288,0.6678664447981478,-0.0018174857727328055,0.05064258356364894,-0.17915766969617888,1.2326316930208352,-0.14534566222057263,21,84.1748685589705,84.1748685589705,0.5365721313847489,0.006697527994199598,4627,25735,86835,0,3329,-ADA
기준,0.004,0.6,oos_warm,False,44,11,15926,0.6714805977646615,-0.0027741729613786703,0.05494364930225296,-0.8265494665304303,2.0184664673860215,-0.4094937814849301,16,7.500839924220396,7.500839924220396,0.626711038553309,0.00832726474742515,6223,25735,86835,0,627,-ADA
기준,0.004,0.6,full,False,44,11,55043,0.6683683665497884,-0.0008747804586702586,0.051559589511735816,0.08808560781461493,1.1790278698149506,0.07471036950843243,19,11.620318195517983,11.620318195517983,0.5365986592300565,0.003647942269424613,4298,25628,86874,0,3329,-BCH
기준,0.004,0.6,oos_warm,False,44,11,15760,0.6697335025380711,-0.005543212391985132,0.052183121133452075,-1.119434152560914,2.171798653672417,-0.5154410380851833,15,2.8328812910682637,2.8328812910682637,0.6274111675126903,0.007185203773574756,6219,25628,86874,0,625,-BCH
기준,0.004,0.6,full,False,44,11,56229,0.6693165448434082,0.0012577724371670323,0.053257552777410525,0.8641993445118776,1.1495102677888327,0.7517978470729352,20,83.39257262065074,83.39257262065074,0.5281082715324832,0.004909196402741226,3082,24678,88449,0,3327,-BNB
기준,0.004,0.6,oos_warm,False,44,11,16393,0.6757762459586408,0.005419948840021858,0.062458158028706384,-0.06918374297701649,1.76850579385732,-0.03911988483007374,16,89.02052739300231,89.02052739300231,0.6195937290306839,0.02457002702953724,4994,24678,88449,0,627,-BNB
기준,0.004,0.6,full,False,44,11,56424,0.6659754714305969,-0.003867197207914014,0.04781534503310347,-1.2184197451091374,1.4480807827976787,-0.8414031589834109,20,4.129206009988897,4.129206009988897,0.5263363107897349,0.004233589839192845,6567,24197,88242,0,3339,-BTC
기준,0.004,0.6,oos_warm,False,44,11,16445,0.6710854363028276,-0.0020448028815226752,0.0547315569875181,-0.9865124419516462,2.27867391408379,-0.4329326964487165,16,10.71108289499211,10.71108289499211,0.617452113104287,0.008561027045981365,6528,24197,88242,0,629,-BTC
기준,0.004,0.6,full,False,44,11,54916,0.6679656202199723,-0.0017917674303188442,0.05077682176803185,-0.13009810944085348,1.2687181331218893,-0.10254295737125292,21,53.305755847051074,53.305755847051074,0.5385862043848787,0.005114874750553205,4515,25863,86606,0,3322,-DOGE
기준,0.004,0.6,oos_warm,False,44,11,15771,0.6742121615623613,0.0017743368857941245,0.05948106360223222,-0.12479996954206109,1.7094693680965145,-0.07300509261597662,15,166.82813125015113,166.82813125015113,0.6282417094667427,0.01705431898195059,4499,25863,86606,0,629,-DOGE
기준,0.004,0.6,full,False,44,11,54955,0.66778273132563,-0.002153642640646001,0.05045047412561543,-0.1774765622386587,1.2280608208798864,-0.1445177300840031,21,30.21966982111379,30.21966982111379,0.5384223455554544,0.004871957311940444,4393,25679,86573,0,3323,-DOT
기준,0.004,0.6,oos_warm,False,44,11,15896,0.6697282335178661,-0.00544931159498025,0.05212593871443996,-1.0069396732995388,2.0221316164867162,-0.4979595121750838,15,33.58889250385006,33.58889250385006,0.6229240060392551,0.007215394239055921,6303,25679,86573,0,626,-DOT
기준,0.004,0.6,full,False,44,11,55470,0.6670091941590048,-0.0025823802019990815,0.04941731265872594,-0.5112774574720534,1.260254167011052,-0.405693923381068,19,244.3222146061518,244.3222146061518,0.5290968090859924,0.004503821667542642,5966,25194,87259,0,3337,-ETH
기준,0.004,0.6,oos_warm,False,44,11,15735,0.6665395614871306,-0.010123392723975107,0.04705249900110019,-1.7000473275816996,2.6683354618593684,-0.6371190398965281,15,3.044597057489498,3.044597057489498,0.6180489354941214,0.008502496984726717,6434,25194,87259,0,633,-ETH
기준,0.004,0.6,full,False,44,11,55151,0.667784808978985,-0.0023203405005701983,0.05037650838491875,-0.02670817450796021,1.2034115966989134,-0.022193715418086037,20,12.351255452586486,12.351255452586486,0.5398632844372722,0.004196282519558244,4576,25778,86824,0,3323,-LINK
기준,0.004,0.6,oos_warm,False,44,11,16013,0.670455255105227,-0.004410386247858399,0.0532711562017984,-0.8919644744494534,2.206860151137668,-0.40417806900434217,15,46.57448420661118,46.57448420661118,0.6245550490226691,0.01274872691977789,6378,25778,86824,0,622,-LINK
기준,0.004,0.6,full,False,44,11,55149,0.6688788554642876,-1.1975927542993585e-05,0.05233689116661601,0.697028240816445,1.150941083076313,0.6056159181957264,19,325.3657637727221,325.3657637727221,0.5360024660465285,0.0076231338695991425,3526,25359,86878,0,3322,-LTC
기준,0.004,0.6,oos_warm,False,44,11,15913,0.6728461006724062,-0.00024043106794358304,0.05726218954807051,-0.2708056630522436,2.0580028036259477,-0.1315866346610983,15,292.0514608272555,292.0514608272555,0.6240180984101049,0.0400393312502521,5784,25359,86878,0,626,-LTC
기준,0.004,0.6,full,False,44,11,55083,0.6659404898062923,-0.0053996177696536045,0.04738459975616559,-1.7012051507909993,1.4839333555521368,-1.1464161408771762,20,35.893429931657415,35.893429931657415,0.5403482018045495,0.008921850765282844,7306,25947,86824,0,3328,-SOL
기준,0.004,0.6,oos_warm,False,44,11,15817,0.6702914585572485,-0.004136596645426085,0.05322088797916802,-1.025830076450228,2.28693984828784,-0.44856014784045795,16,2.3038584637348527,2.3038584637348527,0.621419991148764,0.007596884614183279,6323,25947,86824,0,628,-SOL
기준,0.004,0.6,full,False,44,11,57112,0.6693514497828827,0.0012469581895177917,0.05330293367200762,1.0236599110773026,1.123816895875381,0.9108778439213067,20,115.1517028178842,115.1517028178842,0.5296785264042583,0.00946273040893014,3036,24099,90203,0,4268,-TRX
기준,0.004,0.6,oos_warm,False,44,11,16797,0.6742275406322558,0.0027176289052967895,0.05987989896444519,-0.3576138342946059,1.9160546282353315,-0.18664072987520453,16,24.76657226740074,24.76657226740074,0.6204084062630232,0.01415968637498403,6198,24099,90203,0,1113,-TRX
기준,0.004,0.6,full,False,44,11,55084,0.6704669232444993,0.002793347885665109,0.05506494171912135,1.5200225142066695,1.0572897146164806,1.4376594165186216,21,50.490309788255736,50.490309788255736,0.5357998692905381,0.0037500465137436604,1649,25498,87184,0,3320,-XRP
기준,0.004,0.6,oos_warm,False,44,11,16098,0.6745558454466394,0.0029329442769109896,0.06025078384967514,-0.16470409660393362,1.9389632394767975,-0.0849444142367427,15,45.13104762087569,45.13104762087569,0.6238041992794136,0.018555877262287364,5324,25498,87184,0,622,-XRP
기준,0.004,0.6,full,False,36,9,44825,0.6688008923591746,-0.0011315278795660006,0.051871727988008494,0.5193561713994069,1.110011434281905,0.46788362296050745,19,101.25403608076807,101.25403608076807,0.5409927495817066,0.008650190729892532,2091,21790,69626,0,3362,-new3
기준,0.004,0.6,oos_warm,False,36,9,12926,0.6756924029088659,0.0034790733126788325,0.061572868241421594,0.3983793663605913,1.4060668869131199,0.2833288871734926,13,68.9602665934395,68.9602665934395,0.6237815256073032,0.027967816338842506,2573,21790,69626,0,637,-new3
