symbol,timeframe,segment,arm,num_candidates,num_trades,win_rate,total_return,max_drawdown
LINK/USDT:USDT,1h,oos_warm,band,169,110,0.5272727272727272,0.19002897795824464,0.06274227400483325
LINK/USDT:USDT,1h,oos,off,105,88,0.4659090909090909,0.0488561780015094,0.06266510990441726
LINK/USDT:USDT,1h,oos,freeze,157,106,0.46226415094339623,0.03275352293532742,0.08784116713813431
LINK/USDT:USDT,1h,oos,band,150,98,0.46938775510204084,0.0642194253152009,0.065749946551978
LINK/USDT:USDT,2h,full,off,145,119,0.5294117647058824,0.29414032748321844,0.07766892598601428
LINK/USDT:USDT,2h,full,freeze,208,153,0.5359477124183006,0.4337029904799678,0.10529352841526024
LINK/USDT:USDT,2h,full,band,195,140,0.55,0.4666771562396065,0.09599455265236002
LINK/USDT:USDT,2h,is,off,93,75,0.5733333333333334,0.2663370052892196,0.07766892598601428
LINK/USDT:USDT,2h,is,freeze,137,101,0.5841584158415841,0.4074493112340886,0.06176088310959909
LINK/USDT:USDT,2h,is,band,127,91,0.6043956043956044,0.4377192876624635,0.06300397009797465
LINK/USDT:USDT,2h,oos_warm,off,52,44,0.45454545454545453,0.021955705375322942,0.07132734686428918
LINK/USDT:USDT,2h,oos_warm,freeze,71,52,0.4423076923076923,0.018653374609178354,0.10529352841526013
LINK/USDT:USDT,2h,oos_warm,band,68,49,0.4489795918367347,0.020141531678429418,0.09599455265236048
LINK/USDT:USDT,2h,oos,off,51,43,0.4418604651162791,0.007082772373014996,0.0778529407927208
LINK/USDT:USDT,2h,oos,freeze,68,49,0.40816326530612246,-0.02498157533536869,0.10529352841526013
LINK/USDT:USDT,2h,oos,band,65,46,0.41304347826086957,-0.023557164836683298,0.09599455265236048
LINK/USDT:USDT,4h,full,off,66,59,0.6101694915254238,0.31414487056924334,0.04108371641767411
LINK/USDT:USDT,4h,full,freeze,103,75,0.5733333333333334,0.3262249230621148,0.04370735194864245
LINK/USDT:USDT,4h,full,band,89,66,0.6212121212121212,0.3788020792301015,0.04108371641767411
LINK/USDT:USDT,4h,is,off,46,40,0.55,0.13585981168488015,0.04108371641767411
LINK/USDT:USDT,4h,is,freeze,72,52,0.5384615384615384,0.1698046332570926,0.04370735194864245
LINK/USDT:USDT,4h,is,band,64,46,0.5652173913043478,0.1777808030974449,0.04108371641767411
LINK/USDT:USDT,4h,oos_warm,off,20,19,0.7368421052631579,0.15696044269750437,0.01057822855703581
LINK/USDT:USDT,4h,oos_warm,freeze,31,23,0.6521739130434783,0.1337148831164237,0.02093132348943575
LINK/USDT:USDT,4h,oos_warm,band,25,20,0.75,0.17067800358436053,0.01057822855703581
LINK/USDT:USDT,4h,oos,off,20,19,0.7368421052631579,0.15696044269750437,0.01057822855703581
LINK/USDT:USDT,4h,oos,freeze,31,23,0.6521739130434783,0.1337148831164237,0.02093132348943575
LINK/USDT:USDT,4h,oos,band,25,20,0.75,0.17067800358436053,0.01057822855703581
LTC/USDT:USDT,1h,full,off,303,242,0.5454545454545454,0.549485978278709,0.08580892212189543
LTC/USDT:USDT,1h,full,freeze,427,294,0.5510204081632653,0.8482196791439579,0.09592807787986032
LTC/USDT:USDT,1h,full,band,415,278,0.5611510791366906,0.8137537756607744,0.09592807787986037
LTC/USDT:USDT,1h,is,off,193,158,0.5632911392405063,0.3963446677840053,0.08580892212189543
LTC/USDT:USDT,1h,is,freeze,267,189,0.5608465608465608,0.5323042282636766,0.09592807787986032
LTC/USDT:USDT,1h,is,band,264,181,0.580110497237569,0.5634456339406255,0.09592807787986037
LTC/USDT:USDT,1h,oos_warm,off,110,84,0.5119047619047619,0.10967300124956873,0.07958650875956336
LTC/USDT:USDT,1h,oos_warm,freeze,160,105,0.5333333333333333,0.20617018804304807,0.0827348437293331
LTC/USDT:USDT,1h,oos_warm,band,151,97,0.5257731958762887,0.1601003170729071,0.08943615951007576
LTC/USDT:USDT,1h,oos,off,110,84,0.5119047619047619,0.10967300124956873,0.07958650875956336
LTC/USDT:USDT,1h,oos,freeze,160,105,0.5333333333333333,0.20617018804304807,0.0827348437293331
LTC/USDT:USDT,1h,oos,band,151,97,0.5257731958762887,0.1601003170729071,0.08943615951007576
LTC/USDT:USDT,2h,full,off,131,120,0.6,0.5179563438310377,0.032552225092782786
LTC/USDT:USDT,2h,full,freeze,203,150,0.5933333333333334,0.6900720956315461,0.04885612365707159
LTC/USDT:USDT,2h,full,band,197,139,0.5971223021582733,0.6390096831529296,0.03846444919207462
LTC/USDT:USDT,2h,is,off,79,73,0.6301369863013698,0.38025196138483713,0.03139056807109708
LTC/USDT:USDT,2h,is,freeze,118,92,0.6195652173913043,0.49147284169774286,0.03139056807109718
LTC/USDT:USDT,2h,is,band,117,88,0.625,0.4784213886523532,0.03139056807109708
LTC/USDT:USDT,2h,oos_warm,off,52,47,0.5531914893617021,0.09976756874740476,0.03255222509278269
LTC/USDT:USDT,2h,oos_warm,freeze,85,58,0.5517241379310345,0.13315646680347018,0.04885612365707203
LTC/USDT:USDT,2h,oos_warm,band,80,51,0.5490196078431373,0.10862146322636727,0.038464449192074666
LTC/USDT:USDT,2h,oos,off,52,47,0.5531914893617021,0.09976756874740476,0.03255222509278269
LTC/USDT:USDT,2h,oos,freeze,85,58,0.5517241379310345,0.13315646680347018,0.04885612365707203
LTC/USDT:USDT,2h,oos,band,80,51,0.5490196078431373,0.10862146322636727,0.038464449192074666
LTC/USDT:USDT,4h,full,off,67,53,0.5849056603773585,0.23283807980148685,0.041083316098326994
LTC/USDT:USDT,4h,full,freeze,100,66,0.5606060606060606,0.24641020391351012,0.04108331609832712
LTC/USDT:USDT,4h,full,band,99,63,0.5555555555555556,0.22572874444722948,0.040945136121007704
LTC/USDT:USDT,4h,is,off,30,28,0.6071428571428571,0.13606613648226612,0.02085845513354908
LTC/USDT:USDT,4h,is,freeze,45,34,0.5588235294117647,0.1222060329007587,0.027469452799500752
LTC/USDT:USDT,4h,is,band,44,33,0.5757575757575758,0.13402030023477818,0.02754871998101196
LTC/USDT:USDT,4h,oos_warm,off,37,25,0.56,0.08518161065769182,0.04108331609832715
LTC/USDT:USDT,4h,oos_warm,freeze,55,32,0.5625,0.11067858073414555,0.04108331609832699
LTC/USDT:USDT,4h,oos_warm,band,55,30,0.5333333333333333,0.0808701962332283,0.04094513612100771
LTC/USDT:USDT,4h,oos,off,37,25,0.56,0.08518161065769182,0.04108331609832715
LTC/USDT:USDT,4h,oos,freeze,55,32,0.5625,0.11067858073414555,0.04108331609832699
LTC/USDT:USDT,4h,oos,band,55,30,0.5333333333333333,0.0808701962332283,0.04094513612100771
BTC/USDT:USDT,15m,full,off,1445,658,0.574468085106383,1.4265348162462506,0.07786616736453142
BTC/USDT:USDT,15m,full,freeze,1886,879,0.5813424345847554,2.2898590260595797,0.0939906252333531
BTC/USDT:USDT,15m,full,band,1836,807,0.5898389095415117,2.3064729228802956,0.08440324599659252
BTC/USDT:USDT,15m,is,off,937,484,0.5991735537190083,1.3068510163713027,0.07038482531685077
BTC/USDT:USDT,15m,is,freeze,1259,628,0.6019108280254777,1.9133578109001326,0.06869586092016419
BTC/USDT:USDT,15m,is,band,1228,584,0.6078767123287672,1.8809748449777803,0.07293215571671827
BTC/USDT:USDT,15m,oos_warm,off,508,174,0.5057471264367817,0.05188189398689956,0.07786616736453107
BTC/USDT:USDT,15m,oos_warm,freeze,627,251,0.5298804780876494,0.129232740911807,0.0939906252333532
BTC/USDT:USDT,15m,oos_warm,band,608,223,0.5426008968609866,0.14769239608053414,0.08440324599659227
BTC/USDT:USDT,15m,oos,off,506,172,0.5058139534883721,0.046079794584702904,0.07786616736453124
BTC/USDT:USDT,15m,oos,freeze,623,248,0.532258064516129,0.13404407281172026,0.09399062523335283
BTC/USDT:USDT,15m,oos,band,604,220,0.5454545454545454,0.15293353859419895,0.08440324599659263
ETH/USDT:USDT,15m,full,off,1373,806,0.5744416873449132,2.4319116459826806,0.06716887238616706
ETH/USDT:USDT,15m,full,freeze,1819,1056,0.5710227272727273,3.886859881353011,0.10035627204732903
ETH/USDT:USDT,15m,full,band,1740,951,0.5846477392218717,4.078804902315749,0.08651892601905196
ETH/USDT:USDT,15m,is,off,848,503,0.5785288270377733,1.5239265888594997,0.06716887238616706
ETH/USDT:USDT,15m,is,freeze,1107,640,0.56875,1.8769185269678117,0.10035627204732903
ETH/USDT:USDT,15m,is,band,1064,585,0.5863247863247864,2.1165340126669556,0.08651892601905196
ETH/USDT:USDT,15m,oos_warm,off,525,303,0.5676567656765676,0.359750977358449,0.06320855804134504
ETH/USDT:USDT,15m,oos_warm,freeze,712,416,0.5745192307692307,0.6986438216947434,0.06907776673754962
ETH/USDT:USDT,15m,oos_warm,band,676,366,0.5819672131147541,0.6296324319494856,0.06477119043249466
ETH/USDT:USDT,15m,oos,off,520,298,0.5604026845637584,0.3100011324632842,0.06320855804134477
ETH/USDT:USDT,15m,oos,freeze,703,407,0.5651105651105651,0.5884552253539752,0.06907776673754998
ETH/USDT:USDT,15m,oos,band,667,357,0.5714285714285714,0.5239205058031652,0.06477119043249446
SOL/USDT:USDT,15m,full,off,1624,1172,0.5708191126279863,6.03449705418954,0.14523062600629208
SOL/USDT:USDT,15m,full,freeze,2381,1526,0.5563564875491481,8.990583532728746,0.1702922497553432
SOL/USDT:USDT,15m,full,band,2266,1379,0.5670775924583031,8.422567316308829,0.1679746067575545
SOL/USDT:USDT,15m,is,off,1045,768,0.5651041666666666,2.8142495543180885,0.14523062600629208
SOL/USDT:USDT,15m,is,freeze,1534,991,0.5590312815338042,4.678709334567439,0.1702922497553432
SOL/USDT:USDT,15m,is,band,1465,906,0.5684326710816777,4.194162705481412,0.1679746067575545
SOL/USDT:USDT,15m,oos_warm,off,579,404,0.5816831683168316,0.8442676479376718,0.04623006200663437
SOL/USDT:USDT,15m,oos_warm,freeze,847,535,0.5514018691588785,0.7593053181845513,0.06259432532850823
SOL/USDT:USDT,15m,oos_warm,band,801,473,0.5644820295983086,0.8140685709296649,0.05478521568529823
SOL/USDT:USDT,15m,oos,off,567,392,0.576530612244898,0.7283227093936563,0.04623006200663411
SOL/USDT:USDT,15m,oos,freeze,822,513,0.543859649122807,0.5409520243251889,0.06600649823379806
SOL/USDT:USDT,15m,oos,band,779,453,0.5540838852097131,0.5607167689268521,0.0547852156852987
BNB/USDT:USDT,15m,full,off,1420,769,0.5591677503250976,1.7640360332813234,0.059936589297976885
BNB/USDT:USDT,15m,full,freeze,1904,1008,0.5744047619047619,3.8731904513779765,0.06149581394195388
BNB/USDT:USDT,15m,full,band,1845,931,0.5789473684210527,3.490141527396865,0.059478646258787765
BNB/USDT:USDT,15m,is,off,976,582,0.570446735395189,1.6053250542107627,0.0594786462587877
BNB/USDT:USDT,15m,is,freeze,1330,752,0.586436170212766,3.3367724442349624,0.054130934449481624
BNB/USDT:USDT,15m,is,band,1280,692,0.5852601156069365,2.757232667252174,0.059478646258787765
BNB/USDT:USDT,15m,oos_warm,off,444,187,0.5240641711229946,0.06091791840486439,0.050827067418110085
BNB/USDT:USDT,15m,oos_warm,freeze,574,256,0.5390625,0.12369060494656368,0.06149581394195407
BNB/USDT:USDT,15m,oos_warm,band,565,239,0.5606694560669456,0.19506613645002072,0.05726826077905146
BNB/USDT:USDT,15m,oos,off,441,184,0.5217391304347826,0.04618993476823907,0.05082706741810966
BNB/USDT:USDT,15m,oos,freeze,570,253,0.5375494071146245,0.1080911918768279,0.06149581394195379
BNB/USDT:USDT,15m,oos,band,561,236,0.559322033898305,0.17847586664971113,0.05726826077905203
XRP/USDT:USDT,15m,full,off,1422,933,0.602357984994641,6.269027813732596,0.08125888886558749
XRP/USDT:USDT,15m,full,freeze,2031,1210,0.5933884297520661,9.751697498911895,0.07948839648146361
XRP/USDT:USDT,15m,full,band,1978,1122,0.6016042780748663,9.46883124533708,0.0734438788308043
XRP/USDT:USDT,15m,is,off,887,613,0.6231647634584013,3.7808507153430093,0.08125888886558749
XRP/USDT:USDT,15m,is,freeze,1262,788,0.616751269035533,5.564837763487578,0.07948839648146361
XRP/USDT:USDT,15m,is,band,1242,741,0.6261808367071525,5.464695108360847,0.0734438788308043
XRP/USDT:USDT,15m,oos_warm,off,535,320,0.5625,0.5204465160153122,0.06062616203143356
XRP/USDT:USDT,15m,oos_warm,freeze,769,422,0.5497630331753555,0.6377704805914444,0.06807426843985936
XRP/USDT:USDT,15m,oos_warm,band,736,381,0.5538057742782152,0.6193851480787776,0.06675061152013949
XRP/USDT:USDT,15m,oos,off,535,320,0.5625,0.5204465160153122,0.06062616203143356
XRP/USDT:USDT,15m,oos,freeze,769,422,0.5497630331753555,0.6377704805914444,0.06807426843985936
XRP/USDT:USDT,15m,oos,band,736,381,0.5538057742782152,0.6193851480787776,0.06675061152013949
TRX/USDT:USDT,15m,full,off,1349,529,0.5255198487712666,0.509344540454654,0.12357959260501504
TRX/USDT:USDT,15m,full,freeze,1654,687,0.5342066957787481,0.6939206494427548,0.12440911587403639
TRX/USDT:USDT,15m,full,band,1606,628,0.5334394904458599,0.7126495737170713,0.10307223480354757
TRX/USDT:USDT,15m,is,off,906,450,0.5355555555555556,0.5135176448144882,0.12357959260501504
TRX/USDT:USDT,15m,is,freeze,1173,587,0.5383304940374787,0.6373724238855195,0.12440911587403639
TRX/USDT:USDT,15m,is,band,1136,539,0.5398886827458256,0.6828543898947006,0.10307223480354757
TRX/USDT:USDT,15m,oos_warm,off,443,79,0.46835443037974683,-0.0027572221401802382,0.05652769259396417
TRX/USDT:USDT,15m,oos_warm,freeze,481,100,0.51,0.034535958180512714,0.050025474661139026
TRX/USDT:USDT,15m,oos_warm,band,470,89,0.4943820224719101,0.01770514668487358,0.05599851460632667
TRX/USDT:USDT,15m,oos,off,440,79,0.46835443037974683,-0.0027572221401802382,0.05652769259396417
TRX/USDT:USDT,15m,oos,freeze,478,100,0.51,0.034535958180512714,0.050025474661139026
TRX/USDT:USDT,15m,oos,band,467,89,0.4943820224719101,0.01770514668487358,0.05599851460632667
DOGE/USDT:USDT,15m,full,off,1398,983,0.595116988809766,6.704046603707319,0.06389071968792986
DOGE/USDT:USDT,15m,full,freeze,2060,1313,0.5948210205635949,14.03077645743812,0.08568865098401954
DOGE/USDT:USDT,15m,full,band,1974,1207,0.6072908036454018,14.126213678857525,0.08552652982739016
DOGE/USDT:USDT,15m,is,off,851,597,0.6180904522613065,3.6621468611046324,0.061737924425504014
DOGE/USDT:USDT,15m,is,freeze,1255,800,0.61375,6.366240882499795,0.06731677159070927
DOGE/USDT:USDT,15m,is,band,1210,740,0.6256756756756757,6.280267549590398,0.06963212672773274
DOGE/USDT:USDT,15m,oos_warm,off,547,386,0.5595854922279793,0.6524675934129526,0.06389071968792982
DOGE/USDT:USDT,15m,oos_warm,freeze,805,513,0.5653021442495126,1.0404948327371677,0.08122492141034789
DOGE/USDT:USDT,15m,oos_warm,band,764,467,0.5781584582441114,1.0777002460175518,0.08552652982739015
DOGE/USDT:USDT,15m,oos,off,541,381,0.5590551181102362,0.6463777866094722,0.0638907196879302
DOGE/USDT:USDT,15m,oos,freeze,794,504,0.5634920634920635,1.0142487316070492,0.08122492141034796
DOGE/USDT:USDT,15m,oos,band,753,458,0.5764192139737991,1.050975585949732,0.08552652982739024
LINK/USDT:USDT,15m,full,off,1481,1037,0.5689488910318226,4.452182049768578,0.08025072246757524
LINK/USDT:USDT,15m,full,freeze,2158,1352,0.5488165680473372,4.795776923447497,0.09617573603912359
LINK/USDT:USDT,15m,full,band,2040,1195,0.5715481171548117,6.223804425333211,0.0855413845039422
LINK/USDT:USDT,15m,is,off,914,665,0.5699248120300752,2.357900397197208,0.08025072246757524
LINK/USDT:USDT,15m,is,freeze,1334,860,0.5558139534883721,2.9645868546322847,0.08870042507905494
LINK/USDT:USDT,15m,is,band,1265,769,0.576072821846554,3.2869884313418845,0.0855413845039422
LINK/USDT:USDT,15m,oos_warm,off,567,372,0.5672043010752689,0.6236878420573286,0.05526190008979297
LINK/USDT:USDT,15m,oos_warm,freeze,824,492,0.5365853658536586,0.46188673270598557,0.09617573603912359
LINK/USDT:USDT,15m,oos_warm,band,775,426,0.5633802816901409,0.6850533984464393,0.06542156309091034
LINK/USDT:USDT,15m,oos,off,564,369,0.5636856368563685,0.578394287572953,0.05526190008979297
LINK/USDT:USDT,15m,oos,freeze,815,486,0.5349794238683128,0.4354893932479492,0.09617573603912359
LINK/USDT:USDT,15m,oos,band,767,421,0.5605700712589073,0.6373232194139937,0.06542156309091034
LTC/USDT:USDT,15m,full,off,1528,960,0.5583333333333333,2.404413390134322,0.06599030567211586
LTC/USDT:USDT,15m,full,freeze,2108,1222,0.5572831423895254,3.5346581416893934,0.13021127837155394
LTC/USDT:USDT,15m,full,band,2014,1118,0.5644007155635062,3.4483703431621646,0.1079301208323974
LTC/USDT:USDT,15m,is,off,944,618,0.5760517799352751,1.7920604969670675,0.051972657980648256
LTC/USDT:USDT,15m,is,freeze,1315,789,0.5766793409378961,2.6622441694565526,0.06507236710467826
LTC/USDT:USDT,15m,is,band,1255,722,0.5844875346260388,2.455832065938602,0.06799507059213383
LTC/USDT:USDT,15m,oos_warm,off,584,342,0.5263157894736842,0.21931934993257837,0.06599030567211675
LTC/USDT:USDT,15m,oos_warm,freeze,793,433,0.5219399538106235,0.23821840703819053,0.13021127837155363
LTC/USDT:USDT,15m,oos_warm,band,759,396,0.5277777777777778,0.28720674450770695,0.10793012083239731
LTC/USDT:USDT,15m,oos,off,581,339,0.5250737463126843,0.2202932984176703,0.06599030567211671
LTC/USDT:USDT,15m,oos,freeze,787,429,0.5198135198135199,0.23309620295765746,0.12086687581713502
LTC/USDT:USDT,15m,oos,band,753,392,0.5255102040816326,0.2818818877605216,0.09834634508280249
