symbol,timeframe,segment,arm,num_bars,num_trades,win_rate,total_return,max_drawdown,sharpe,mean_r,fill_rate,eligible_setups,num_filled,funding_coverage,buy_hold
BTC/USDT:USDT,1h,full,long_only,26328,261,0.5057471264367817,0.2658046681571213,0.1239321935810007,8.556995912580076,0.264367816091954,0.7452830188679245,636,474,1.0,1.0681212344846451
BTC/USDT:USDT,1h,full,both,26328,451,0.5254988913525499,0.644580163519524,0.1217137695866783,10.39314321948977,0.3166666666666666,0.7441130298273155,1274,948,1.0,1.0681212344846451
BTC/USDT:USDT,1h,full,short_only,26328,237,0.5189873417721519,0.1962501520064708,0.1228572897187569,7.393083503800664,0.3029661016949153,0.7429467084639498,638,474,1.0,1.0681212344846451
BTC/USDT:USDT,1h,full,short_gate_first_tap,26328,212,0.5141509433962265,0.1637119099897303,0.089054471954189,6.966735412665478,0.2914691943127962,0.4858934169278996,638,310,1.0,1.0681212344846451
BTC/USDT:USDT,1h,full,short_gate_extreme,26328,137,0.5036496350364964,0.1150759261279043,0.0810853238225556,7.3570087004789,0.2683823529411764,0.3181818181818182,638,203,1.0,1.0681212344846451
BTC/USDT:USDT,1h,full,short_once,26328,186,0.5268817204301075,0.1709143364346446,0.0816000051457951,8.28395656844982,0.3243243243243243,0.7716262975778547,289,223,1.0,1.0681212344846451
BTC/USDT:USDT,1h,is,long_only,17552,159,0.4842767295597484,0.0542585491970803,0.1239321935810007,3.5040037707467167,0.210691823899371,0.7617728531855956,361,275,1.0,2.904079957756246
BTC/USDT:USDT,1h,is,both,17552,299,0.5117056856187291,0.2260868120164615,0.1001310277983318,6.71848894352321,0.2792642140468227,0.7546933667083855,799,603,1.0,2.904079957756246
BTC/USDT:USDT,1h,is,short_only,17552,166,0.5180722891566265,0.0865248410485446,0.1228572897187569,5.160253593910211,0.2951807228915662,0.7488584474885844,438,328,1.0,2.904079957756246
BTC/USDT:USDT,1h,is,short_gate_first_tap,17552,148,0.5202702702702703,0.0991725945701455,0.089054471954189,6.368013019886459,0.3006756756756756,0.4817351598173516,438,211,1.0,2.904079957756246
BTC/USDT:USDT,1h,is,short_gate_extreme,17552,89,0.5280898876404494,0.1039017014642104,0.0552210932271811,10.132831218803068,0.3202247191011236,0.3036529680365297,438,133,1.0,2.904079957756246
BTC/USDT:USDT,1h,is,short_once,17552,130,0.5461538461538461,0.14909468561145,0.0715219928652223,10.427324888742223,0.3653846153846153,0.7715736040609137,197,152,1.0,2.904079957756246
BTC/USDT:USDT,1h,oos,long_only,8776,86,0.5,0.0874599550898185,0.0633480922983084,8.973307395469886,0.25,0.6938775510204082,245,170,1.0,-0.4695280111553433
BTC/USDT:USDT,1h,oos,both,8776,135,0.5333333333333333,0.2282009943424804,0.1124129872211109,13.709286857778146,0.3432835820895522,0.7081447963800905,442,313,1.0,-0.4695280111553433
BTC/USDT:USDT,1h,oos,short_only,8776,69,0.5217391304347826,0.0978301627149887,0.0738453581658932,12.184840890611616,0.3235294117647059,0.7258883248730964,197,143,1.0,-0.4695280111553433
BTC/USDT:USDT,1h,oos,short_gate_first_tap,8776,62,0.5,0.0556802585541508,0.0685434141880697,8.110018797189666,0.2704918032786885,0.4873096446700508,197,96,1.0,-0.4695280111553433
BTC/USDT:USDT,1h,oos,short_gate_extreme,8776,46,0.4565217391304347,0.0072258188848723,0.0810853238225556,1.8341768335227835,0.1666666666666666,0.3401015228426396,197,67,1.0,-0.4695280111553433
BTC/USDT:USDT,1h,oos,short_once,8776,55,0.4727272727272727,0.0048936069417084,0.0816000051457948,1.274440780230532,0.2037037037037037,0.7692307692307693,91,70,1.0,-0.4695280111553433
ETH/USDT:USDT,1h,full,long_only,26328,283,0.5477031802120141,0.7521170161558861,0.1162612747507517,17.176756721035787,0.3692579505300353,0.7615606936416185,692,527,1.0,-0.0652041739371142
ETH/USDT:USDT,1h,full,both,26328,506,0.5375494071146245,1.5812847862439994,0.1108165072140449,16.148613205507214,0.3438735177865613,0.7712933753943217,1268,978,1.0,-0.0652041739371142
ETH/USDT:USDT,1h,full,short_only,26328,262,0.5305343511450382,0.6133460244926291,0.0907160353556494,15.6100398350759,0.3263358778625954,0.7829861111111112,576,451,1.0,-0.0652041739371142
ETH/USDT:USDT,1h,full,short_gate_first_tap,26328,224,0.5401785714285714,0.5824544843614247,0.0739472209178221,17.547579763610056,0.3504464285714285,0.5399305555555556,576,311,1.0,-0.0652041739371142
ETH/USDT:USDT,1h,full,short_gate_extreme,26328,141,0.4539007092198581,0.0319930992055458,0.0774266917399969,2.3407861361712943,0.1347517730496454,0.359375,576,207,1.0,-0.0652041739371142
ETH/USDT:USDT,1h,full,short_once,26328,198,0.5505050505050505,0.5415831185639981,0.0614349346398681,18.86377555670636,0.3762626262626262,0.7942238267148014,277,220,1.0,-0.0652041739371142
ETH/USDT:USDT,1h,is,long_only,17552,176,0.5113636363636364,0.2041532338870665,0.1162612747507517,9.471975559696832,0.2784090909090909,0.7652370203160271,443,339,1.0,0.5045006747304785
ETH/USDT:USDT,1h,is,both,17552,306,0.5098039215686274,0.4184419422795445,0.1108165072140449,10.188132162849016,0.2745098039215686,0.7694235588972431,798,614,1.0,0.5045006747304785
ETH/USDT:USDT,1h,is,short_only,17552,159,0.5157232704402516,0.2431401156907999,0.0906572931113524,12.078529176202965,0.2893081761006289,0.7746478873239436,355,275,1.0,0.5045006747304785
ETH/USDT:USDT,1h,is,short_gate_first_tap,17552,138,0.5362318840579711,0.2740698794114729,0.0739472209178221,15.501231202486004,0.3405797101449275,0.523943661971831,355,186,1.0,0.5045006747304785
ETH/USDT:USDT,1h,is,short_gate_extreme,17552,78,0.4487179487179487,0.0049665315492213,0.0774266917399969,1.047080717335375,0.1217948717948717,0.3126760563380282,355,111,1.0,0.5045006747304785
ETH/USDT:USDT,1h,is,short_once,17552,128,0.546875,0.2762034037691553,0.0614349346398681,16.867399108112863,0.3671875,0.7900552486187845,181,143,1.0,0.5045006747304785
ETH/USDT:USDT,1h,oos,long_only,8776,97,0.5979381443298969,0.3684743347071447,0.0425358515989968,27.589232365625463,0.4948453608247423,0.7586206896551724,232,176,1.0,-0.3776426295974515
ETH/USDT:USDT,1h,oos,both,8776,183,0.5737704918032787,0.6807764239097996,0.0487025152935232,23.758026858080193,0.4344262295081967,0.7732426303854876,441,341,1.0,-0.3776426295974515
ETH/USDT:USDT,1h,oos,short_only,8776,96,0.5520833333333334,0.2744937990319831,0.0414054494998162,20.635731737821377,0.3802083333333333,0.7894736842105263,209,165,1.0,-0.3776426295974515
ETH/USDT:USDT,1h,oos,short_gate_first_tap,8776,79,0.5443037974683544,0.2197428009904158,0.0414054494998163,20.39810139560868,0.360759493670886,0.5454545454545454,209,114,1.0,-0.3776426295974515
ETH/USDT:USDT,1h,oos,short_gate_extreme,8776,56,0.4464285714285714,0.0088911648450304,0.064486295220835,1.7885388070003394,0.1160714285714285,0.4066985645933014,209,85,1.0,-0.3776426295974515
ETH/USDT:USDT,1h,oos,short_once,8776,65,0.5384615384615384,0.1632455179787452,0.0523448323373386,19.074233568280167,0.3461538461538461,0.7912087912087912,91,72,1.0,-0.3776426295974515
