timeframe,variant,num_windows,oos_num_trades,mean_oos_total_return,mean_oos_profit_factor,mean_oos_sharpe,mean_return_gap,mean_profit_factor_gap,mean_oos_fill_rate
4h,A,21,44,-0.0028388874403572897,1.2037794730204097,19.83804009261983,-0.0544248435886653,-0.5953152781804641,
4h,B,21,72,0.03990795082518663,2.5986227958670147,14.977005676024385,0.031311447424150214,-1.4140798575710376,0.3806397306397307
1h,A,21,190,-0.022563516200091078,2.318590912168724,-10.764636705649826,-0.06829291519269678,-1.530800416945717,
1h,B,21,269,-0.0007678025096462194,1.2933779176849056,-1.8744881119158403,-0.044149133327975015,-0.3846326956080032,0.3256222186442661
15m,A,21,698,-0.038196453494153404,0.7343719644251805,-33.86364250770411,-0.11711567610914611,-0.03381051408477439,
15m,B,21,1025,0.043284404600273926,1.2121921039395807,2.2954990611414754,0.04844850931769019,-0.14135661478841358,0.2995439034520512
1d,A,24,1,-0.0011157537368833269,0.0,,-0.012406075707983043,0.0,
1d,B,24,6,-0.004925999955699051,0.31950872919301504,1.9976003605974095,-0.016215973892432765,-0.06972137701764658,0.17592592592592593
