timeframe,variant,num_windows,oos_num_trades,mean_oos_total_return,mean_oos_profit_factor,mean_oos_sharpe,mean_return_gap,mean_profit_factor_gap,mean_oos_fill_rate
4h,A,21,44,0.0009588446620154131,1.5219029380887095,24.742619667640735,-0.040585388823490776,-0.8351310930196697,
4h,B,21,72,0.04389789173727306,2.872892925127001,16.89375549532352,0.047119487875908604,-1.5990379433642041,0.3806397306397307
1h,A,21,190,-0.00665795894077365,4.831369098329195,1.1052457379550502,-0.024195924079456615,-3.7797695455010887,
1h,B,21,269,0.013388883258490783,1.4900740488942155,3.843081332684516,-0.00044919999854929567,-0.4441973413859871,0.3256222186442661
15m,A,21,698,0.020638843106365188,1.225382590107699,4.548424585211732,0.05758193611273521,-0.09720813277839477,
15m,B,21,1025,0.10110048307414485,1.5944577334848125,22.96367358752986,0.2612115697878189,-0.19173463394289567,0.2995439034520512
1d,A,24,1,-0.0010422494297887017,0.0,,-0.010431402508373216,0.0,
1d,B,24,6,-0.004645146157105433,0.3348455576396878,2.313385818764986,-0.014147532640163557,-0.07857958587745276,0.17592592592592593
