arm,segment,num_cells,num_trades,win_rate,total_return,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,liquidation_events,same_step_tp_trades,same_step_tp_trade_share,same_step_tp_pnl,net_pnl,same_step_tp_pnl_share,same_step_tp_net_r,net_r,same_step_tp_net_r_share,same_step_stop_trades,same_step_stop_pnl,candidate_same_step_tps
base,full,48,19018,0.5833946787254181,6841306.433543502,0.17452819639866443,39198860.55498053,17,0.12819436927633865,0,1747,0.09186034283310548,41557671738.7161,68413064335.43505,0.6074522774620257,2298.8788763399198,5536.212029607791,0.41524400872753103,29,-433827709.46158147,2976
base,is,48,12556,0.5969257725390251,1091185.4282908884,0.13622818281308482,8009982.99880485,16,0.12819436927633865,0,1280,0.10194329404268876,6072752456.05937,10911854282.908882,0.5565280014388623,1692.8392858728205,4185.866969389744,0.4044178418120199,22,-25496995.665174417,2090
base,oos_warm,48,6336,0.5533459595959596,1519.800873534539,0.22896037925774845,6637.83349093621,14,0.10718393808081722,0,467,0.07370580808080808,7362266.750769749,15198008.735345388,0.4844231161446582,606.0395904671011,1257.9005980600764,0.4817865508623895,7,-5861.656453053831,886
base,oos,48,6160,0.5483766233766234,880.814617457925,0.22896037925774657,3847.017638219272,11,0.09563161310694611,0,420,0.06818181818181818,4283035.538520746,8808146.174579248,0.48625845366665255,543.3040473787929,1135.7642009241226,0.4783598980639905,7,-5367.516705989976,835
no_same_step_tp,full,48,18161,0.5620285226584439,98015.68654817973,0.1869697250611647,524232.9287060522,19,0.12898938323249626,0,0,0.0,0.0,980156865.4817972,0.0,0.0,4329.305235471216,0.0,26,-12364051.077024132,0
no_same_step_tp,is,48,11948,0.5742383662537663,53831.19266113979,0.1786961056181852,301244.3526674238,19,0.12898938323249626,0,0,0.0,0.0,538311926.6113976,0.0,0.0,3315.533847153625,0.0,20,-1175529.7883747555,0
no_same_step_tp,oos_warm,48,6050,0.5332231404958677,305.8258087612229,0.2522160154101235,1212.555072142923,12,0.09625207592999288,0,0,0.0,0.0,3058258.087612228,0.0,0.0,896.8026401401596,0.0,6,-3724.904365950835,0
no_same_step_tp,oos,48,5913,0.5303568408591239,218.3362948114122,0.2522160154101229,865.6718109529261,10,0.09625207592999288,0,0,0.0,0.0,2183362.948114121,0.0,0.0,825.4297501083846,0.0,6,-3502.137811647807,0
