symbol,timeframe,segment,arm,arm_label,lens,no_same_step_tp,combine_obs,max_zone_width_atr,real_total_return,real_num_trades,real_long,real_short,pool_size,random_mean_return,random_ci_low,random_ci_high,random_p_value,iterations,bucket_fallback_count,zones,buy_hold
SOL/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.1288034100167548,38,38,0,55,0.1132041039782247,0.0422532909500485,0.1820107668093103,0.34,200,0,349,-0.5093534417644393
SOL/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.2853413138516916,75,75,0,132,0.1482433599247053,0.0155975395870627,0.2779526234707122,0.015,200,0,349,22.947772657450077
SOL/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.1010017936455593,38,38,0,55,0.0878315977360307,0.0239939063132565,0.160253055316852,0.35,200,0,349,-0.5093534417644393
BNB/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.3620290124854666,61,61,0,118,0.2905233275820128,0.1490881249108551,0.4428044743437984,0.135,200,0,365,18.660377358490567
BNB/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.1117307168197659,21,21,0,42,0.0848871100758008,0.0240264972823693,0.1600541911982795,0.235,200,0,365,0.1131613705228808
BNB/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.3431631558483088,60,60,0,116,0.2519903272205942,0.1096863322635166,0.3937058186196643,0.12,200,0,365,18.660377358490567
BNB/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.1240072462356158,20,20,0,40,0.0745795807029671,0.0006534961084609,0.1346002149073534,0.055,200,0,365,0.1131613705228808
XRP/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.2354777687168118,58,58,0,111,0.0535263812696156,-0.0548343960006477,0.1856038366876311,0.005,200,0,394,3.622824767300688
XRP/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.0005995117963564,25,25,0,50,-0.0384650915943453,-0.1029603678047169,0.0247382942125859,0.12,200,0,394,0.8586072242108689
XRP/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.2355874884623424,58,58,0,109,0.0322023760673284,-0.0878936572184175,0.1443207743710452,0.0,200,0,394,3.622824767300688
XRP/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.0006997777355762,25,25,0,48,-0.0584354805918244,-0.1150983217852095,-0.0006032540977834,0.025,200,0,394,0.8586072242108689
TRX/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.4472588997146611,69,69,0,135,0.2680025594643631,0.1371541610657341,0.4097927740796758,0.01,200,0,375,9.984974958263772
TRX/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.0458318717210302,25,25,0,50,0.043269399888324,-0.0141817091925715,0.1040791767463444,0.45,200,0,375,1.5987361769352293
TRX/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.4107018575835262,69,69,0,134,0.2632304761275596,0.133544495448624,0.4107752674784102,0.03,200,0,375,9.984974958263772
TRX/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.0246351634204795,26,26,0,49,0.0340496593084289,-0.0322765133861834,0.0989321624327441,0.6,200,0,375,1.5987361769352293
DOGE/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.2565096099232285,63,63,0,125,0.2135458612858614,0.0675879788831072,0.3740742139459373,0.285,200,0,359,25.205787781350484
DOGE/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.0714864196388833,22,22,0,59,0.0525432992971908,-0.0143177648763787,0.133421396091696,0.3,200,0,359,-0.3078882808076996
DOGE/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.2507989960964554,62,62,0,125,0.1984947874374822,0.0760032449797436,0.3492338140651663,0.23,200,0,359,25.205787781350484
DOGE/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.0666408654594342,21,21,0,59,0.0657412946004571,-0.0097715161635524,0.1317461205082312,0.485,200,0,359,-0.3078882808076996
LINK/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.3138936308288202,59,59,0,118,0.1111080053829714,-0.0078945770841046,0.2723259461401425,0.015,200,0,373,-0.2817427385892117
LINK/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.1571708014531821,19,19,0,36,0.064039254284005,-0.0007389789821425,0.1323214499027873,0.005,200,0,373,-0.1834135295782621
LINK/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.2768167832996925,55,55,0,116,0.1045568550907474,-0.0258104549007406,0.2443658088297264,0.01,200,0,373,-0.2817427385892117
LINK/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.169454149330847,18,18,0,35,0.0719469541478216,0.016345569802531,0.1163360849786833,0.0,200,0,373,-0.1834135295782621
LTC/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.2340281049006884,53,53,0,104,0.0779066163740152,-0.0379649398220517,0.1856200746023301,0.01,200,0,356,-0.0564174894217208
LTC/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.0859494949479858,25,25,0,49,0.0419435634404838,-0.0239402442706183,0.1097074868151168,0.09,200,0,356,-0.2288819364399802
LTC/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.2284723682440204,51,51,0,102,0.0668790522023611,-0.0405672423024258,0.2035274761697935,0.005,200,0,356,-0.0564174894217208
LTC/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.0810660111390017,23,23,0,48,0.0366131590741564,-0.0271596026159782,0.1026416027471201,0.1,200,0,356,-0.2288819364399802
ADA/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.1980980358107732,61,61,0,134,0.2406768214493053,0.1216559972374738,0.3817407416131018,0.715,200,0,365,0.7841726618705036
ADA/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.0854637835904421,23,23,0,48,0.0962644073227725,0.0304906026307635,0.182811526570874,0.57,200,0,365,-0.5062571103526735
ADA/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.1854141041584216,60,60,0,134,0.2167591822917024,0.0798476852428499,0.3586112274127707,0.68,200,0,365,0.7841726618705036
ADA/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.0854637835904421,23,23,0,48,0.0907796815516528,-0.0100899002045944,0.1783512839721863,0.51,200,0,365,-0.5062571103526735
DOT/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.1664106151067491,67,67,0,130,0.0907564254992979,-0.0645177478560186,0.236366107450783,0.16,200,0,377,-0.8384659416141957
DOT/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,-0.0235375012398186,23,23,0,44,-0.001677510618768,-0.0646615741850875,0.0595012819850833,0.72,200,0,377,-0.824538860103627
DOT/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.1771620174981973,64,64,0,129,0.0606708111632922,-0.0592295609244973,0.1955619187864838,0.065,200,0,377,-0.8384659416141957
DOT/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,-0.0134674674407631,22,22,0,43,-0.0226111079017559,-0.0912752865892001,0.0440068639989898,0.43,200,0,377,-0.824538860103627
BCH/USDT:USDT,4h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.2538546970446359,60,60,0,126,0.0998399337693148,-0.0325569864804367,0.2355948197395115,0.015,200,0,380,-0.0612621685129237
BCH/USDT:USDT,4h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.0378432642723099,23,23,0,52,0.0526428636367378,-0.0261307212467289,0.1383821727901375,0.65,200,0,380,-0.3611468060195894
BCH/USDT:USDT,4h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.1910431552651813,55,55,0,126,0.0784001229676151,-0.0409204405147966,0.2215642681670968,0.07,200,0,380,-0.0612621685129237
BCH/USDT:USDT,4h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.0227743981083729,22,22,0,52,0.0442944100097721,-0.0492828647500042,0.1082243379443678,0.72,200,0,380,-0.3611468060195894
BTC/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.48688265642973527,120,120,0,237,0.2834171450647519,0.09297504615725083,0.48788579969485907,0.03,200,0,727,5.188167398947571
BTC/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.09121870061180362,40,40,0,80,0.03418337407853392,-0.05094140963631107,0.11331044949413517,0.09,200,0,727,0.07984134718014824
BTC/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.45862963291828857,117,117,0,234,0.24908930126583287,0.07898263078764467,0.44770565915971144,0.01,200,0,727,5.188167398947571
BTC/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.0838486321412911,39,39,0,77,0.030444993053885337,-0.052262632708266574,0.11719709451513591,0.095,200,0,727,0.07984134718014824
ETH/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.4633047185509753,130,130,0,258,0.26556669911842834,0.05396168652811793,0.4945931285106861,0.04,200,0,722,4.108346196838239
ETH/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.17822076202608095,52,52,0,109,0.10992579781092539,-0.008976606213783088,0.22748178870759583,0.125,200,0,722,-0.28095018674818395
ETH/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.2954299574239505,124,124,0,257,0.19373520760809979,0.03436724829637788,0.3896007563481615,0.13,200,0,722,4.108346196838239
ETH/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.10093419969077295,48,48,0,108,0.08678000830205745,-0.012805207260304997,0.20727701336189402,0.395,200,0,722,-0.28095018674818395
SOL/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.8527849438520574,136,136,0,256,0.3050550061070928,0.06382620596288106,0.52478716946581,0.0,200,0,716,22.812142878968437
SOL/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.20175305467405033,45,45,0,94,0.029280119697693254,-0.06423683944967579,0.1386249127772422,0.0,200,0,716,-0.5136002197006577
SOL/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.8058069751233048,132,132,0,254,0.27082883661446655,0.07709673369044959,0.482433364473369,0.0,200,0,716,22.812142878968437
SOL/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.22651715191053737,44,44,0,93,0.026572716874263845,-0.0819671894377847,0.12892075767949665,0.0,200,0,716,-0.5136002197006577
BNB/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.4372065549895562,110,110,0,219,0.19822072093797766,0.019446418175518374,0.36587583220051073,0.0,200,0,710,18.350438892640106
BNB/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.1387166399288717,38,38,0,89,0.05298304872458159,-0.027420811568090356,0.1382757099338107,0.025,200,0,710,0.11139981772701701
BNB/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.3907034786495222,105,105,0,217,0.18626875755482014,0.03664075975865508,0.372804338423823,0.01,200,0,710,18.350438892640106
BNB/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.12036609943204876,36,36,0,88,0.05000427091716283,-0.036424069326692,0.16065678115792034,0.075,200,0,710,0.11139981772701701
XRP/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.4491155349680197,101,101,0,204,0.12223228398794322,-0.010489057042418426,0.293336807507823,0.0,200,0,680,3.637952052011377
XRP/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.06205912942175564,37,37,0,67,0.028119948646781294,-0.056123365281958285,0.10901033934442167,0.21,200,0,680,0.8586549421918255
XRP/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.43653786234715264,93,93,0,199,0.07522213796162609,-0.08481839581486383,0.22584455476838758,0.0,200,0,680,3.637952052011377
XRP/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.049250736868438984,33,33,0,66,-0.006229028900209817,-0.0809118020411881,0.07140825664847435,0.08,200,0,680,0.8586549421918255
TRX/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.4148815538542105,123,123,0,236,0.31295414961458456,0.10943819206778735,0.5005329194984349,0.15,200,0,709,9.977659219739914
TRX/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.09461606455588571,42,42,0,88,0.09199877280109227,0.02250827614098889,0.17041294165266155,0.44,200,0,709,1.5935087442886404
TRX/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.362185678080658,122,122,0,232,0.2572003043811425,0.06109765082826998,0.45622501359782164,0.13,200,0,709,9.977659219739914
TRX/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.06606252606674189,41,41,0,87,0.07071060068594047,0.009964263566047156,0.14498028974675273,0.515,200,0,709,1.5935087442886404
DOGE/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.48343027779762016,116,116,0,214,0.2658596714052592,0.07036918227614423,0.4400030132819378,0.015,200,0,683,25.299749013983508
DOGE/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.07730553101123715,50,50,0,93,0.04602918452085112,-0.04254300813064365,0.17154838862529395,0.225,200,0,683,-0.30716916973646935
DOGE/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.34750586951824336,108,108,0,212,0.2207834321160563,0.03867134571290244,0.42011674275687183,0.08,200,0,683,25.299749013983508
DOGE/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.02114761066668525,44,44,0,92,0.026758444442184164,-0.06922041999281937,0.1279221782966475,0.54,200,0,683,-0.30716916973646935
LINK/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.2933443036486313,119,119,0,241,0.23440789464065864,0.03897082764068273,0.4705839836877727,0.25,200,0,705,-0.28144458281444584
LINK/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.02224276899347915,44,44,0,85,-0.03251993068386063,-0.12490866190471461,0.060282268965689945,0.125,200,0,705,-0.1827195467422097
LINK/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.2519811057069981,114,114,0,238,0.21502866356970357,0.049644443575409966,0.419603660591339,0.345,200,0,705,-0.28144458281444584
LINK/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.023560992778123728,42,42,0,83,-0.027674000814520955,-0.10839974864505567,0.07472727516811428,0.13,200,0,705,-0.1827195467422097
LTC/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.5178300915246705,120,120,0,229,0.2829103033848141,0.10886644052473275,0.520281790233167,0.035,200,0,710,-0.04154727793696278
LTC/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.10054510012672399,47,47,0,82,0.07118952294538233,-0.03711682458681462,0.1632654654481894,0.285,200,0,710,-0.22951628825271475
LTC/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.4425587251226414,116,116,0,224,0.2060912405132122,0.031035076189183382,0.4011799062312375,0.005,200,0,710,-0.04154727793696278
LTC/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.09242687272492003,46,46,0,82,0.06689660078316169,-0.030503753349554064,0.1534748393917289,0.305,200,0,710,-0.22951628825271475
ADA/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.1565573856245006,113,113,0,229,0.10371687707147124,-0.04512130428665496,0.2638305527856466,0.27,200,0,714,0.8040112231112959
ADA/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.08391609933302152,42,42,0,84,0.011202107810294338,-0.07631706331291807,0.09166551209304544,0.05,200,0,714,-0.5051311288483467
ADA/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.12004035847654358,110,110,0,225,0.057498594142856047,-0.09192104141590644,0.2247884620414403,0.19,200,0,714,0.8040112231112959
ADA/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.090557578274962,42,42,0,83,0.002404210750260582,-0.08695801607065495,0.08165594020830685,0.015,200,0,714,-0.5051311288483467
DOT/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.5633875411289148,115,115,0,226,0.26969434720502045,0.08827433131231155,0.4566077885845896,0.0,200,0,716,-0.8406849830636056
DOT/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.04331224533278619,30,30,0,74,0.03972199767831541,-0.05416827370599167,0.1354441375843482,0.46,200,0,716,-0.8256230690010299
DOT/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.5107963942475311,110,110,0,223,0.26416435175405684,0.06129719328514857,0.46781501345746784,0.01,200,0,716,-0.8406849830636056
DOT/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.04327023380685223,30,30,0,72,0.035483301499366626,-0.0524234079564274,0.12097093504642817,0.44,200,0,716,-0.8256230690010299
BCH/USDT:USDT,2h,full,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.9728332137401805,126,126,0,223,0.46197294069222755,0.22230090049350437,0.6783494600986818,0.0,200,0,710,-0.014405920965681385
BCH/USDT:USDT,2h,oos_warm,A,채택 엔진(현행) = 기준선,baseline,False,False,1.28,0.2342226884087786,49,49,0,84,0.14002043801433897,0.0431375585538437,0.22315900720110932,0.02,200,0,710,-0.36748657054000566
BCH/USDT:USDT,2h,full,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.8734981548310814,120,120,0,221,0.3818506498069103,0.16360419306961213,0.5981164332212253,0.0,200,0,710,-0.014405920965681385
BCH/USDT:USDT,2h,oos_warm,D,가장 보수적 — 체결 보수화 + 같은 분 익절 금지,pen_5bp,True,False,1.28,0.18847819043819292,44,44,0,84,0.12876683553449766,0.019117249509567228,0.2447074885002554,0.165,200,0,710,-0.36748657054000566
