arm,label,kind,threshold,stop_limit,scope,segment,num_cells,num_symbols,num_trades,win_rate,mean_net_r,sum_net_r,total_return_flat,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,liquidation_events,wallet_defined,trip_days,trading_days,trip_day_share,blocked_candidates,blocked_share_of_base,gross_r,cost_r,slippage_r,entry_fee_r,take_profit_fee_r,stop_fee_r,other_fee_r,funding_r,identity_max_abs,stop_width_p50,reentry_trades,symbols_below_gate,min_symbol_trades
loss-2R_entry,하루 -2R · 신규 진입만,loss,-2.0,,entry,oos_warm,12,12,650,0.38153846153846155,-0.09919643838708901,-64.47768495160786,-0.5508957038724407,0.7655498628082057,-0.7196078670194438,8,0.22353404884180927,0,True,64,228,0.2807017543859649,391,0.44788087056128295,-0.04493186074967986,0.05426457763740936,0.02064126907754341,0.013657992303583028,0.0053924983004148,0.016497591729359076,7.1670250464727085e-06,-0.001931940798537483,2.842170943040401e-14,0.02064974166379812,162,0,40
loss-2R_entry,하루 -2R · 신규 진입만,loss,-2.0,,entry,oos,12,12,618,0.3786407766990291,-0.10999171509866273,-67.97487993097357,-0.5639537334299114,0.780525264344021,-0.7225310431224498,8,0.24561637655013188,0,True,60,227,0.2643171806167401,352,0.42770352369380316,-0.054222487222965715,0.055769227875697276,0.02137616533075042,0.013863960712342426,0.005302650082596721,0.017068100738288523,2.428106018137732e-05,-0.0018659300484622603,2.842170943040401e-14,0.020307773984165244,139,0,40
loss-3R_entry,하루 -3R · 신규 진입만,loss,-3.0,,entry,full,12,12,2133,0.4055321143928739,-0.031241196955185856,-66.63747310541143,-0.6769759044748139,0.9098328874187788,-0.7440662058231522,9,0.3846589402280643,0,True,118,671,0.17585692995529062,817,0.31410995770857364,0.014202667844682602,0.04544386479986854,0.015910648666779353,0.011343800347064928,0.004982381413921386,0.01271997062975744,2.184044200753521e-06,0.0004848796981447036,2.842170943040401e-14,0.025164267187495693,438,0,156
loss-3R_entry,하루 -3R · 신규 진입만,loss,-3.0,,entry,is,12,12,1427,0.416958654519972,0.0012699283997144712,1.8121878263925504,-0.09905115118028952,0.4981978185755031,-0.19881891788186962,9,0.10746576805656446,0,True,80,443,0.18058690744920994,540,0.3125,0.042396636299929895,0.04112670790021544,0.013596471728249649,0.010230998633637342,0.0048008892695968475,0.01087173879390964,0.0,0.0016266094748219608,2.842170943040401e-14,0.028340452193589005,302,0,99
loss-3R_entry,하루 -3R · 신규 진입만,loss,-3.0,,entry,oos_warm,12,12,706,0.38243626062322944,-0.09695419395439658,-68.44966093180399,-0.5779247532945246,0.7858322464631912,-0.7354301835991086,8,0.2429944134754722,0,True,38,228,0.16666666666666666,277,0.3172966781214204,-0.042784291058487155,0.054169902895909616,0.020588170609104964,0.013593046869814393,0.0053492217679598,0.016455702683234513,6.598535807659009e-06,-0.0018228375700117335,2.842170943040401e-14,0.02064974166379812,136,0,47
loss-3R_entry,하루 -3R · 신규 진입만,loss,-3.0,,entry,oos,12,12,669,0.3781763826606876,-0.11136396718949385,-74.50249404977139,-0.6134137791135003,0.8134960244928899,-0.7540464374068513,8,0.28573427749395214,0,True,36,227,0.15859030837004406,252,0.30619684082624543,-0.055320623473531866,0.056043343715962174,0.021442970175949937,0.013862285135808575,0.005274032940732963,0.017123368915035103,2.2430037656339588e-05,-0.001681743489220783,2.842170943040401e-14,0.020015001524582045,120,0,43
loss-5R_entry,하루 -5R · 신규 진입만,loss,-5.0,,entry,full,12,12,2279,0.40456340500219395,-0.03301765300647838,-75.24723120176424,-0.7580979149467771,0.9749843944665049,-0.7775487682155114,9,0.8182326295426214,0,True,68,671,0.10134128166915052,507,0.19492502883506344,0.01175703839960858,0.044774691406087,0.015681196152115908,0.01114228869739644,0.00487216164422928,0.012536640315861528,2.044127371745178e-06,0.0005403604691121774,2.842170943040401e-14,0.025762369026155987,384,0,168
loss-5R_entry,하루 -5R · 신규 진입만,loss,-5.0,,entry,is,12,12,1523,0.41168745896257386,-0.011446018221607701,-17.43228575150853,-0.2920929635939022,0.625176096803015,-0.46721710104974945,9,0.14006137558520232,0,True,49,443,0.11060948081264109,342,0.19791666666666666,0.02921864740643461,0.04066466562804234,0.013536908975993153,0.010065840243162637,0.004656920382246046,0.01082411241720534,0.0,0.001580883609435174,2.842170943040401e-14,0.028680757355022513,274,0,104
loss-5R_entry,하루 -5R · 신규 진입만,loss,-5.0,,entry,oos_warm,12,12,756,0.39021164021164023,-0.07647479556912139,-57.81494545025577,-0.4660049513528763,0.6950682075204623,-0.6704449236935606,8,0.17180296849488003,0,True,19,228,0.08333333333333333,165,0.18900343642611683,-0.02342025064456608,0.05305454492455544,0.020000970450045678,0.01331084821564783,0.005305775985499738,0.015986613847149073,6.162124709268863e-06,-0.0015558256984961835,2.842170943040401e-14,0.021037747653340568,110,0,51
loss-5R_entry,하루 -5R · 신규 진입만,loss,-5.0,,entry,oos,12,12,716,0.38687150837988826,-0.08809778828171681,-63.078016409709235,-0.49704227847460225,0.710298050124621,-0.6997657932291899,8,0.19274252844232767,0,True,19,227,0.08370044052863436,156,0.18955042527339003,-0.03353281718406823,0.05456497109764884,0.020686719908079545,0.013527401397032478,0.005246006870362926,0.01652014356365297,2.0957674849289365e-05,-0.001436258316328398,2.842170943040401e-14,0.020600052884529,99,0,48
loss-8R_entry,하루 -8R · 신규 진입만,loss,-8.0,,entry,full,12,12,2414,0.4072079536039768,-0.025670220298327374,-61.967911800162284,-0.6200631795907572,0.937892391167095,-0.6611240110596938,9,0.6492310548614331,0,True,32,671,0.04769001490312966,257,0.09880815071126489,0.018348919019348795,0.04401913931767619,0.015454913615828422,0.010984978919797906,0.004806683257269703,0.012355819115171291,1.929812046481881e-06,0.00041481459756247883,2.842170943040401e-14,0.02594452181285262,326,0,179
loss-8R_entry,하루 -8R · 신규 진입만,loss,-8.0,,entry,is,12,12,1626,0.4114391143911439,-0.011360552470788444,-18.47225831750201,-0.2981510886933295,0.5997456314575796,-0.4971292378882762,9,0.1298033060233484,0,True,25,443,0.056433408577878104,163,0.0943287037037037,0.028597785977859728,0.0399583384486482,0.013413444222940206,0.009924030734267697,0.004564372602286578,0.01072539000066419,0.0,0.001331100888489557,2.842170943040401e-14,0.028977159564968463,238,0,109
