arm,symbol,timeframe,metric,quantile,value,sample
proximal,SOL/USDT:USDT,1h,stop_fraction,0.1,0.00884376438833278,1634
proximal,SOL/USDT:USDT,1h,stop_fraction,0.25,0.013499252183844495,1634
proximal,SOL/USDT:USDT,1h,stop_fraction,0.33,0.015505523598140326,1634
proximal,SOL/USDT:USDT,1h,stop_fraction,0.5,0.02044553993975579,1634
proximal,SOL/USDT:USDT,1h,stop_fraction,0.67,0.02563935159417445,1634
proximal,SOL/USDT:USDT,1h,stop_fraction,0.75,0.03108343851470873,1634
proximal,SOL/USDT:USDT,1h,stop_fraction,0.9,0.05131370974588851,1634
proximal,SOL/USDT:USDT,1h,stop_fraction,0.95,0.06530036779035808,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.05,0.5272549144828684,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.1,0.6393279375481232,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.25,0.9562043866805966,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.33,1.0911755211929302,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.5,1.4079278748900004,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.67,1.84875982208985,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.75,2.1057805005340864,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.9,3.0736235749926086,1634
mid,SOL/USDT:USDT,1h,zone_width_atr,0.95,4.002097468856856,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.05,0.0037429372280544768,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.1,0.004540625883506299,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.25,0.006894128869996428,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.33,0.00791177066797223,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.5,0.01042628966491342,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.67,0.013083564702799871,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.75,0.015883938818954373,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.9,0.02642725667352279,1634
mid,SOL/USDT:USDT,1h,stop_fraction,0.95,0.03384697434233942,1634
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.05,0.5163357847788287,749
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.1,0.662623560195068,749
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.25,0.9417647275272292,749
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.33,1.0757898561758348,749
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.5,1.338852594424435,749
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.67,1.7466477580394861,749
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.75,2.0203356370585235,749
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.9,3.240817848136172,749
proximal,SOL/USDT:USDT,2h,zone_width_atr,0.95,4.112081339228461,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.05,0.010797859783665674,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.1,0.013700338146742876,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.25,0.018370051974324265,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.33,0.021003714032028782,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.5,0.0289836586966338,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.67,0.0388856901986436,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.75,0.044455068377187504,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.9,0.061757353785238535,749
proximal,SOL/USDT:USDT,2h,stop_fraction,0.95,0.08363572752057297,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.05,0.5163357847788287,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.1,0.662623560195068,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.25,0.9417647275272292,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.33,1.0757898561758348,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.5,1.338852594424435,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.67,1.7466477580394861,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.75,2.0203356370585235,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.9,3.240817848136172,749
mid,SOL/USDT:USDT,2h,zone_width_atr,0.95,4.112081339228461,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.05,0.0055271442538580556,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.1,0.006996033115971135,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.25,0.009368317600469016,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.33,0.010711196806322282,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.5,0.014802001767515633,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.67,0.019924429154650886,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.75,0.022828324700508253,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.9,0.031956442008513976,749
mid,SOL/USDT:USDT,2h,stop_fraction,0.95,0.043734475753322885,749
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.05,0.559944126594307,365
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.1,0.7124777700602333,365
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.25,0.9508789324874849,365
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.33,1.068593541105335,365
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.5,1.3351460308125918,365
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.67,1.9408646574410302,365
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.75,2.3223685766955593,365
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.9,3.2544458541015224,365
proximal,SOL/USDT:USDT,4h,zone_width_atr,0.95,4.317916364016853,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.05,0.01559592740775802,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.1,0.020066197272763354,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.25,0.02734385249646901,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.33,0.031228817539321496,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.5,0.04035913136404107,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.67,0.05870994402219113,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.75,0.06827925958730591,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.9,0.09961290963010441,365
proximal,SOL/USDT:USDT,4h,stop_fraction,0.95,0.15360677864427114,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.05,0.559944126594307,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.1,0.7124777700602333,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.25,0.9508789324874849,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.33,1.068593541105335,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.5,1.3351460308125918,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.67,1.9408646574410302,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.75,2.3223685766955593,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.9,3.2544458541015224,365
mid,SOL/USDT:USDT,4h,zone_width_atr,0.95,4.317916364016853,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.05,0.007957675406106809,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.1,0.010232755519803748,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.25,0.013958676154677208,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.33,0.01595893910667361,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.5,0.02069108120028369,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.67,0.030336780796883133,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.75,0.035439387474969795,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.9,0.052506978701659636,365
mid,SOL/USDT:USDT,4h,stop_fraction,0.95,0.0832769306690363,365
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.05,0.49654037060521394,6493
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.1,0.6526745227093791,6493
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.25,0.9336590052132893,6493
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.33,1.0764726499862316,6493
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.5,1.3627274344166818,6493
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.67,1.7277235855030686,6493
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.75,1.9565126432093316,6493
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.9,2.738017751267863,6493
proximal,BNB/USDT:USDT,15m,zone_width_atr,0.95,3.533835431103848,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.05,0.0019328091600223306,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.1,0.002434918398488565,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.25,0.0036418793219304894,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.33,0.004351917607999696,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.5,0.005964932945601266,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.67,0.008073179433306035,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.75,0.009380513834340125,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.9,0.013815138460557427,6493
proximal,BNB/USDT:USDT,15m,stop_fraction,0.95,0.018755411879315242,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.05,0.49654037060521394,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.1,0.6526745227093791,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.25,0.9336590052132893,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.33,1.0764726499862316,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.5,1.3627274344166818,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.67,1.7277235855030686,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.75,1.9565126432093316,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.9,2.738017751267863,6493
mid,BNB/USDT:USDT,15m,zone_width_atr,0.95,3.533835431103848,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.05,0.0010671360769949482,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.1,0.0013186896103305815,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.25,0.0019238870672467167,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.33,0.0022802583269378235,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.5,0.003090780895441976,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.67,0.004152130986944863,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.75,0.004811408982498648,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.9,0.007054219551271553,6493
mid,BNB/USDT:USDT,15m,stop_fraction,0.95,0.009564587050161747,6493
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.05,0.5308574878306482,1603
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.1,0.6938239738546917,1603
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.25,0.9951671646716465,1603
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.33,1.1266922791598633,1603
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.5,1.441448903563196,1603
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.67,1.7724812591255679,1603
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.75,2.0722516693460653,1603
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.9,2.9781321468373574,1603
proximal,BNB/USDT:USDT,1h,zone_width_atr,0.95,3.6998911389646087,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.05,0.004270163804109146,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.1,0.0055829527964184455,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.25,0.008538192545362724,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.33,0.009592777009397055,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.5,0.012916797111569631,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.67,0.01679110830651334,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.75,0.019295220776088678,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.9,0.02728765285314986,1603
proximal,BNB/USDT:USDT,1h,stop_fraction,0.95,0.03475212300749808,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.05,0.5308574878306482,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.1,0.6938239738546917,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.25,0.9951671646716465,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.33,1.1266922791598633,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.5,1.441448903563196,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.67,1.7724812591255679,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.75,2.0722516693460653,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.9,2.9781321468373574,1603
mid,BNB/USDT:USDT,1h,zone_width_atr,0.95,3.6998911389646087,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.05,0.0022392128269237395,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.1,0.002898721561941308,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.25,0.004386534081623688,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.33,0.004918533346964332,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.5,0.006599074948587433,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.67,0.00856494041851515,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.75,0.009839644948099949,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.9,0.013929798444732676,1603
mid,BNB/USDT:USDT,1h,stop_fraction,0.95,0.01777981327582035,1603
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.05,0.47315674592177914,779
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.1,0.6539201937109103,779
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.25,0.9844470083483283,779
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.33,1.1107196191176234,779
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.5,1.4060271525486816,779
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.67,1.7088131834480105,779
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.75,1.9832257217528744,779
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.9,2.759065699987374,779
proximal,BNB/USDT:USDT,2h,zone_width_atr,0.95,3.8958407242256614,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.05,0.006211425625893359,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.1,0.00775187070248793,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.25,0.01191878433539922,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.33,0.013607910300259466,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.5,0.018345393442162905,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.67,0.02296488240417105,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.75,0.02750157885999701,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.9,0.041578927760041746,779
proximal,BNB/USDT:USDT,2h,stop_fraction,0.95,0.05139706175781469,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.05,0.47315674592177914,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.1,0.6539201937109103,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.25,0.9844470083483283,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.33,1.1107196191176234,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.5,1.4060271525486816,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.67,1.7088131834480105,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.75,1.9832257217528744,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.9,2.759065699987374,779
mid,BNB/USDT:USDT,2h,zone_width_atr,0.95,3.8958407242256614,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.05,0.0032147563014115667,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.1,0.003990230108273898,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.25,0.00609391420220938,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.33,0.006949190879482022,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.5,0.009355761330394893,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.67,0.011713500713705544,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.75,0.01403973129920953,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.9,0.02132665648194295,779
mid,BNB/USDT:USDT,2h,stop_fraction,0.95,0.02647114977148911,779
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.05,0.45964896557467694,381
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.1,0.6070180088769946,381
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.25,0.9529650776729001,381
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.33,1.0918994673878124,381
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.5,1.4082856806585364,381
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.67,1.7785385974950816,381
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.75,2.0542878647461276,381
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.9,3.263067917128399,381
proximal,BNB/USDT:USDT,4h,zone_width_atr,0.95,4.482292558498413,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.05,0.009320942828978069,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.1,0.011710473075211981,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.25,0.018458955750595335,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.33,0.019873496239490012,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.5,0.025293975619335142,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.67,0.03414295542619334,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.75,0.04199224463788913,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.9,0.05753255787474285,381
proximal,BNB/USDT:USDT,4h,stop_fraction,0.95,0.060710261855040325,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.05,0.45964896557467694,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.1,0.6070180088769946,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.25,0.9529650776729001,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.33,1.0918994673878124,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.5,1.4082856806585364,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.67,1.7785385974950816,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.75,2.0542878647461276,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.9,3.263067917128399,381
mid,BNB/USDT:USDT,4h,zone_width_atr,0.95,4.482292558498413,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.05,0.004781348982230341,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.1,0.005988537955608813,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.25,0.009413590522631082,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.33,0.010134471297784404,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.5,0.012906427850499318,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.67,0.017464521788903026,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.75,0.02154216119009379,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.9,0.02971244176850787,381
mid,BNB/USDT:USDT,4h,stop_fraction,0.95,0.03139923860185802,381
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.05,0.5261659947449884,6612
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.1,0.6850945497752509,6612
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.25,0.9648317699984489,6612
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.33,1.093869922660733,6612
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.5,1.394768296350421,6612
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.67,1.8174409168258439,6612
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.75,2.092658009151723,6612
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.9,3.10121439358401,6612
proximal,XRP/USDT:USDT,15m,zone_width_atr,0.95,3.982725885236247,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.05,0.0025932575304207905,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.1,0.0033017181465463626,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.25,0.004821010554331534,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.33,0.005552804054680547,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.5,0.007369636713275138,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.67,0.01042197477406845,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.75,0.012229890927247966,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.9,0.0192486734373001,6612
proximal,XRP/USDT:USDT,15m,stop_fraction,0.95,0.02667087363166051,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.05,0.5261659947449884,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.1,0.6850945497752509,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.25,0.9648317699984489,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.33,1.093869922660733,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.5,1.394768296350421,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.67,1.8174409168258439,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.75,2.092658009151723,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.9,3.10121439358401,6612
mid,XRP/USDT:USDT,15m,zone_width_atr,0.95,3.982725885236247,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.05,0.0013980427401636916,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.1,0.0017532485217093504,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.25,0.0025158372442480627,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.33,0.0028835659298230352,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.5,0.0037976982534124763,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.67,0.005337229263450909,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.75,0.006251331538118226,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.9,0.009815920881329482,6612
mid,XRP/USDT:USDT,15m,stop_fraction,0.95,0.013612979769082443,6612
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.05,0.5265738616098026,1580
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.1,0.6712249675674811,1580
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.25,0.9157164257741472,1580
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.33,1.0604491998432548,1580
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.5,1.3645601509264638,1580
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.67,1.7952586208313617,1580
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.75,2.077274252481115,1580
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.9,2.9335254043936425,1580
proximal,XRP/USDT:USDT,1h,zone_width_atr,0.95,3.6173288672570605,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.05,0.005459411108338088,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.1,0.006413801038674897,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.25,0.009985591386512373,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.33,0.01150511947080548,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.5,0.014773348292471244,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.67,0.020635070874932653,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.75,0.024650480815065566,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.9,0.03676959570128774,1580
proximal,XRP/USDT:USDT,1h,stop_fraction,0.95,0.04583543221669251,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.05,0.5265738616098026,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.1,0.6712249675674811,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.25,0.9157164257741472,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.33,1.0604491998432548,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.5,1.3645601509264638,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.67,1.7952586208313617,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.75,2.077274252481115,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.9,2.9335254043936425,1580
mid,XRP/USDT:USDT,1h,zone_width_atr,0.95,3.6173288672570605,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.05,0.0028366206387347485,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.1,0.003316565505504162,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.25,0.005116837885954269,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.33,0.005884679496225879,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.5,0.0075401505709575874,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.67,0.010523012902375057,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.75,0.012576557803937915,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.9,0.018825408907673643,1580
mid,XRP/USDT:USDT,1h,stop_fraction,0.95,0.023550611681906832,1580
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.05,0.643787062040427,779
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.1,0.7734879068906699,779
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.25,1.073994316059546,779
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.33,1.1992212373867308,779
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.5,1.5699200874768686,779
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.67,2.0201406515530826,779
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.75,2.3715127250271824,779
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.9,3.2487577923969253,779
proximal,XRP/USDT:USDT,2h,zone_width_atr,0.95,4.247031810925177,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.05,0.00924455468201185,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.1,0.011200789763128747,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.25,0.016996843154528152,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.33,0.01963816873142693,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.5,0.0268265930314138,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.67,0.03433168427204958,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.75,0.037057762413523515,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.9,0.05053651637683127,779
proximal,XRP/USDT:USDT,2h,stop_fraction,0.95,0.07680039571715351,779
mid,XRP/USDT:USDT,2h,zone_width_atr,0.05,0.643787062040427,779
mid,XRP/USDT:USDT,2h,zone_width_atr,0.1,0.7734879068906699,779
mid,XRP/USDT:USDT,2h,zone_width_atr,0.25,1.073994316059546,779
mid,XRP/USDT:USDT,2h,zone_width_atr,0.33,1.1992212373867308,779
mid,XRP/USDT:USDT,2h,zone_width_atr,0.5,1.5699200874768686,779
