arm,symbol,timeframe,metric,quantile,value,sample
mid,XRP/USDT:USDT,2h,zone_width_atr,0.67,2.0201406515530826,779
mid,XRP/USDT:USDT,2h,zone_width_atr,0.75,2.3715127250271824,779
mid,XRP/USDT:USDT,2h,zone_width_atr,0.9,3.2487577923969253,779
mid,XRP/USDT:USDT,2h,zone_width_atr,0.95,4.247031810925177,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.05,0.004742805578031491,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.1,0.005730803282837183,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.25,0.008669547491113275,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.33,0.010014471710864736,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.5,0.013692948878514546,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.67,0.017562182699034406,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.75,0.018974953755025753,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.9,0.026018168757203888,779
mid,XRP/USDT:USDT,2h,stop_fraction,0.95,0.04002583943746533,779
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.05,0.6077879812527276,405
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.1,0.6880870103391045,405
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.25,0.9515064100166426,405
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.33,1.0685593342892645,405
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.5,1.4164025762164805,405
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.67,1.883114805294921,405
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.75,2.12101286780769,405
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.9,3.410604558347713,405
proximal,XRP/USDT:USDT,4h,zone_width_atr,0.95,4.031625170514644,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.05,0.012553116559067963,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.1,0.01512871487136021,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.25,0.02186326131949074,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.33,0.02329960158737831,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.5,0.03424887777862378,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.67,0.046919588045007836,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.75,0.05610533160125823,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.9,0.07218243321467444,405
proximal,XRP/USDT:USDT,4h,stop_fraction,0.95,0.08571406761395059,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.05,0.6077879812527276,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.1,0.6880870103391045,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.25,0.9515064100166426,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.33,1.0685593342892645,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.5,1.4164025762164805,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.67,1.883114805294921,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.75,2.12101286780769,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.9,3.410604558347713,405
mid,XRP/USDT:USDT,4h,zone_width_atr,0.95,4.031625170514644,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.05,0.006414933229570268,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.1,0.007720484701684167,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.25,0.011150244036856757,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.33,0.011884772293947226,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.5,0.017519330779513384,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.67,0.024118621251826195,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.75,0.02895663280924591,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.9,0.03753520707034359,405
mid,XRP/USDT:USDT,4h,stop_fraction,0.95,0.04486739105622271,405
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.05,0.5062300831866872,5987
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.1,0.6407650917106174,5987
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.25,0.9081574358847018,5987
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.33,1.0391575174298397,5987
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.5,1.330666391120493,5987
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.67,1.6908838827141714,5987
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.75,1.913516875603536,5987
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.9,2.686939112826566,5987
proximal,TRX/USDT:USDT,15m,zone_width_atr,0.95,3.3466314268195068,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.05,0.001458251934173124,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.1,0.0017901604534279057,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.25,0.002572181311136871,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.33,0.003030685226504882,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.5,0.004305602757775589,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.67,0.006320324083609153,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.75,0.007518143640040384,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.9,0.011975972423298996,5987
proximal,TRX/USDT:USDT,15m,stop_fraction,0.95,0.015433719105168853,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.05,0.5062300831866872,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.1,0.6407650917106174,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.25,0.9081574358847018,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.33,1.0391575174298397,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.5,1.330666391120493,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.67,1.6908838827141714,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.75,1.913516875603536,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.9,2.686939112826566,5987
mid,TRX/USDT:USDT,15m,zone_width_atr,0.95,3.3466314268195068,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.05,0.0008295021241846343,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.1,0.0009956930450846328,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.25,0.0013874794707571768,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.33,0.001617329110079038,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.5,0.002257004973310205,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.67,0.003269537391750176,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.75,0.003872492645887139,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.9,0.0061228471869247385,5987
mid,TRX/USDT:USDT,15m,stop_fraction,0.95,0.00787531361234576,5987
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.05,0.46224191972239176,1468
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.1,0.6216982041829866,1468
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.25,0.8674261507482297,1468
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.33,1.0101335225396038,1468
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.5,1.2973953161639806,1468
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.67,1.686822938505135,1468
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.75,1.9056030757059317,1468
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.9,2.7345883841233327,1468
proximal,TRX/USDT:USDT,1h,zone_width_atr,0.95,3.2658576009558495,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.05,0.0026821303213394303,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.1,0.003526110664871967,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.25,0.005506071510046569,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.33,0.006514676492654156,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.5,0.00918481393287333,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.67,0.01334092899613206,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.75,0.015352848543358534,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.9,0.022819870415057297,1468
proximal,TRX/USDT:USDT,1h,stop_fraction,0.95,0.027216209559587264,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.05,0.46224191972239176,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.1,0.6216982041829866,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.25,0.8674261507482297,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.33,1.0101335225396038,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.5,1.2973953161639806,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.67,1.686822938505135,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.75,1.9056030757059317,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.9,2.7345883841233327,1468
mid,TRX/USDT:USDT,1h,zone_width_atr,0.95,3.2658576009558495,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.05,0.0014425876798689421,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.1,0.0018658063184205397,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.25,0.002860074602833196,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.33,0.003367320742947613,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.5,0.004712664115606707,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.67,0.0068139104712700155,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.75,0.00783425666700295,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.9,0.01163931973330733,1468
mid,TRX/USDT:USDT,1h,stop_fraction,0.95,0.01389309029036139,1468
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.05,0.5284135058668729,738
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.1,0.6620164724997286,738
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.25,0.9652506810712543,738
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.33,1.0880241792811556,738
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.5,1.3512882563299402,738
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.67,1.7517724824304555,738
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.75,1.9219009216688219,738
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.9,2.4294206803101384,738
proximal,TRX/USDT:USDT,2h,zone_width_atr,0.95,2.979383661575817,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.05,0.004156001665690909,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.1,0.005409795748064135,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.25,0.008904992538527567,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.33,0.010622595085361274,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.5,0.01405596131645728,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.67,0.019225813674912887,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.75,0.022283331741080024,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.9,0.03258515671547078,738
proximal,TRX/USDT:USDT,2h,stop_fraction,0.95,0.04326293678632821,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.05,0.5284135058668729,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.1,0.6620164724997286,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.25,0.9652506810712543,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.33,1.0880241792811556,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.5,1.3512882563299402,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.67,1.7517724824304555,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.75,1.9219009216688219,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.9,2.4294206803101384,738
mid,TRX/USDT:USDT,2h,zone_width_atr,0.95,2.979383661575817,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.05,0.002181901944191895,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.1,0.002811682561446875,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.25,0.00457150756069263,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.33,0.005438583197229148,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.5,0.007176302433537113,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.67,0.009804270214758371,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.75,0.011364950852207976,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.9,0.01665912836755802,738
mid,TRX/USDT:USDT,2h,stop_fraction,0.95,0.0222053695880979,738
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.05,0.508057383770202,377
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.1,0.6873239800179475,377
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.25,0.9354623911589759,377
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.33,1.061446779443024,377
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.5,1.3016962070053064,377
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.67,1.5748909862073508,377
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.75,1.8268310051152725,377
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.9,3.101084708525495,377
proximal,TRX/USDT:USDT,4h,zone_width_atr,0.95,4.454505601154525,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.05,0.005728402844361241,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.1,0.007811116087764003,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.25,0.012533719221784352,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.33,0.013695684800030933,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.5,0.019558795970642733,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.67,0.03258515671547078,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.75,0.03954951981491238,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.9,0.07086059602917912,377
proximal,TRX/USDT:USDT,4h,stop_fraction,0.95,0.0741874726155145,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.05,0.508057383770202,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.1,0.6873239800179475,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.25,0.9354623911589759,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.33,1.061446779443024,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.5,1.3016962070053064,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.67,1.5748909862073508,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.75,1.8268310051152725,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.9,3.101084708525495,377
mid,TRX/USDT:USDT,4h,zone_width_atr,0.95,4.454505601154525,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.05,0.002971845062637375,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.1,0.004020078715295405,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.25,0.006405113703963842,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.33,0.006993675487704657,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.5,0.00997400396758467,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.67,0.01665912836755802,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.75,0.02026968633311445,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.9,0.03682449321506485,377
mid,TRX/USDT:USDT,4h,stop_fraction,0.95,0.03861515882257117,377
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.05,0.5369669176439211,6632
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.1,0.6802527658106877,6632
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.25,0.9574972802181887,6632
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.33,1.0869671488828605,6632
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.5,1.3892947677479608,6632
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.67,1.8305883167150223,6632
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.75,2.115185267850637,6632
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.9,3.124111501946997,6632
proximal,DOGE/USDT:USDT,15m,zone_width_atr,0.95,4.034592510339555,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.05,0.0030266240544160614,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.1,0.003786439180155126,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.25,0.005498287409696528,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.33,0.006253358835141581,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.5,0.008375754456214081,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.67,0.011688487572794644,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.75,0.013786866974251615,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.9,0.022386923447488043,6632
proximal,DOGE/USDT:USDT,15m,stop_fraction,0.95,0.029680112116821273,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.05,0.5369669176439211,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.1,0.6802527658106877,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.25,0.9574972802181887,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.33,1.0869671488828605,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.5,1.3892947677479608,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.67,1.8305883167150223,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.75,2.115185267850637,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.9,3.124111501946997,6632
mid,DOGE/USDT:USDT,15m,zone_width_atr,0.95,4.034592510339555,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.05,0.0016152927686492143,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.1,0.0019964217246390913,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.25,0.002856161830343874,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.33,0.003235849985742515,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.5,0.0043046400983554915,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.67,0.005977417668942674,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.75,0.007039889527492154,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.9,0.011417912770882034,6632
mid,DOGE/USDT:USDT,15m,stop_fraction,0.95,0.015160601154936051,6632
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.05,0.5788033557510525,1588
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.1,0.7171525800315997,1588
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.25,1.0201226902216591,1588
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.33,1.1499891254800865,1588
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.5,1.4680037551473122,1588
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.67,1.8962339701328068,1588
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.75,2.147492127286612,1588
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.9,3.0170945886389156,1588
proximal,DOGE/USDT:USDT,1h,zone_width_atr,0.95,3.7965138631390762,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.05,0.006409898144594683,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.1,0.008039506859665502,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.25,0.012030021242313612,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.33,0.013910747836114635,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.5,0.01801283390730178,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.67,0.023631005904297838,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.75,0.02734886660794722,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.9,0.03922326513793817,1588
proximal,DOGE/USDT:USDT,1h,stop_fraction,0.95,0.047816716838131386,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.05,0.5788033557510525,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.1,0.7171525800315997,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.25,1.0201226902216591,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.33,1.1499891254800865,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.5,1.4680037551473122,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.67,1.8962339701328068,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.75,2.147492127286612,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.9,3.0170945886389156,1588
mid,DOGE/USDT:USDT,1h,zone_width_atr,0.95,3.7965138631390762,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.05,0.0033146018771322426,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.1,0.004135161635747178,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.25,0.006150193477469874,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.33,0.007102684280222356,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.5,0.009186450579764686,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.67,0.012054391617203293,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.75,0.013961252693281478,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.9,0.020099976796058208,1588
mid,DOGE/USDT:USDT,1h,stop_fraction,0.95,0.024589134275683374,1588
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.05,0.5654554713545897,834
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.1,0.7290744358475969,834
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.25,1.060464112752888,834
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.33,1.2124953370514062,834
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.5,1.6367901012825297,834
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.67,2.131089543374859,834
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.75,2.5852890678377225,834
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.9,4.317568859236949,834
proximal,DOGE/USDT:USDT,2h,zone_width_atr,0.95,5.9277467492134495,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.05,0.01011652437929362,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.1,0.012424013803152745,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.25,0.01784456568817906,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.33,0.020032632913323974,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.5,0.027365395268285318,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.67,0.036198725740257745,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.75,0.04160344401707887,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.9,0.0653883875239606,834
proximal,DOGE/USDT:USDT,2h,stop_fraction,0.95,0.14340683600226614,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.05,0.5654554713545897,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.1,0.7290744358475969,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.25,1.060464112752888,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.33,1.2124953370514062,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.5,1.6367901012825297,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.67,2.131089543374859,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.75,2.5852890678377225,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.9,4.317568859236949,834
mid,DOGE/USDT:USDT,2h,zone_width_atr,0.95,5.9277467492134495,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.05,0.00518295422652934,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.1,0.006349584067367737,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.25,0.009100804498909161,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.33,0.010215635128719707,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.5,0.01396974616151589,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.67,0.01852932613621893,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.75,0.021339413040025356,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.9,0.03389257778887247,834
mid,DOGE/USDT:USDT,2h,stop_fraction,0.95,0.07732706866067052,834
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.05,0.5671059794734342,441
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.1,0.72637325493204,441
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.25,1.0077637791411274,441
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.33,1.1862312823526524,441
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.5,1.4861195736441417,441
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.67,1.9663787574309852,441
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.75,2.285671463658707,441
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.9,3.3827283964208665,441
proximal,DOGE/USDT:USDT,4h,zone_width_atr,0.95,4.074126640424251,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.05,0.01448451826481937,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.1,0.01691394243947566,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.25,0.02442260752243353,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.33,0.027365395268285318,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.5,0.03776974112074681,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.67,0.0509786208482271,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.75,0.055690164050523266,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.9,0.08433159944454907,441
proximal,DOGE/USDT:USDT,4h,stop_fraction,0.95,0.0939648164150778,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.05,0.5671059794734342,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.1,0.72637325493204,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.25,1.0077637791411274,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.33,1.1862312823526524,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.5,1.4861195736441417,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.67,1.9663787574309852,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.75,2.285671463658707,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.9,3.3827283964208665,441
mid,DOGE/USDT:USDT,4h,zone_width_atr,0.95,4.074126640424251,441
mid,DOGE/USDT:USDT,4h,stop_fraction,0.05,0.007393628601297149,441
mid,DOGE/USDT:USDT,4h,stop_fraction,0.1,0.00862739329528733,441
mid,DOGE/USDT:USDT,4h,stop_fraction,0.25,0.012459796308430313,441
mid,DOGE/USDT:USDT,4h,stop_fraction,0.33,0.01396974616151589,441
mid,DOGE/USDT:USDT,4h,stop_fraction,0.5,0.019344551546990423,441
mid,DOGE/USDT:USDT,4h,stop_fraction,0.67,0.026250841104019266,441
