symbol,timeframe,segment,engine,cost_mode,funding_mode,num_trades,win_rate,total_return,max_drawdown,total_funding_cost,funding_coverage
BTC/USDT:USDT,4h,IS,long_only,net,off,37,0.6486486486486487,0.12647593181805605,0.04202366199780488,0.0,
BTC/USDT:USDT,4h,OOS,long_only,net,off,25,0.4,-0.03482637089783111,0.08033849164828462,0.0,
BTC/USDT:USDT,4h,IS,long_only,net,on,37,0.6486486486486487,0.12150991010529978,0.04272322986617555,48.79540902234843,1.0
BTC/USDT:USDT,4h,OOS,long_only,net,on,25,0.4,-0.037409972254587955,0.08211432952190062,27.45244914919907,1.0
BTC/USDT:USDT,4h,IS,short_enabled,gross,off,72,0.5694444444444444,0.1807443521950845,0.10567492583893101,0.0,
BTC/USDT:USDT,4h,OOS,short_enabled,gross,off,42,0.42857142857142855,-0.00901264329350961,0.09817634739979592,0.0,
BTC/USDT:USDT,4h,IS,short_enabled,gross,on,72,0.5694444444444444,0.18318350098842365,0.10596473891752893,-23.463478474259254,1.0
BTC/USDT:USDT,4h,OOS,short_enabled,gross,on,42,0.42857142857142855,-0.009157840451402808,0.0985280712479659,0.8576824386589905,1.0
BTC/USDT:USDT,4h,IS,short_enabled,net,off,73,0.5753424657534246,0.09587554534266729,0.11645535485902413,0.0,
BTC/USDT:USDT,4h,OOS,short_enabled,net,off,42,0.42857142857142855,-0.05112104123089848,0.11316086563759198,0.0,
BTC/USDT:USDT,4h,IS,short_enabled,net,on,73,0.5753424657534246,0.09796735914228466,0.11673835654639288,-20.677061642321654,1.0
BTC/USDT:USDT,4h,OOS,short_enabled,net,on,42,0.42857142857142855,-0.0513482027789074,0.11352989223361964,0.6049816824060029,1.0
BTC/USDT:USDT,1d,IS,long_only,gross,off,3,0.6666666666666666,0.019922750000000086,0.01,0.0,
BTC/USDT:USDT,1d,OOS,long_only,gross,off,8,0.875,0.08982417032383655,0.010183709913818456,0.0,
BTC/USDT:USDT,1d,IS,long_only,gross,on,3,0.6666666666666666,0.01874991214379097,0.010452209615307401,11.573933578881292,1.0
BTC/USDT:USDT,1d,OOS,long_only,gross,on,8,0.875,0.08956172981020027,0.010240805506103602,1.5234491226804274,1.0
BTC/USDT:USDT,1d,IS,long_only,net,off,3,0.6666666666666666,0.01490600546805963,0.010174528519210798,0.0,
BTC/USDT:USDT,1d,OOS,long_only,net,off,8,0.875,0.08226276235193891,0.010316129643291809,0.0,
BTC/USDT:USDT,1d,IS,long_only,net,on,3,0.6666666666666666,0.013773295489893644,0.01062377173060704,11.199080773664877,1.0
BTC/USDT:USDT,1d,OOS,long_only,net,on,8,0.875,0.08201974361209123,0.010372593638862379,1.4525483265173433,1.0
BTC/USDT:USDT,1d,IS,short_enabled,gross,off,8,0.375,-0.008255022908166938,0.03232060498905903,0.0,
BTC/USDT:USDT,1d,OOS,short_enabled,gross,off,9,0.7777777777777778,0.0765516902131687,0.00992295073832846,0.0,
BTC/USDT:USDT,1d,IS,short_enabled,gross,on,8,0.375,-0.008377481178247399,0.03252377295955339,1.226327433995031,1.0
BTC/USDT:USDT,1d,OOS,short_enabled,gross,on,9,0.7777777777777778,0.07692208594716594,0.009988059829551844,-3.4324342363547764,1.0
BTC/USDT:USDT,1d,IS,short_enabled,net,off,8,0.375,-0.014990641847112966,0.032985386852071134,0.0,
BTC/USDT:USDT,1d,OOS,short_enabled,net,off,9,0.7777777777777778,0.06893076055956862,0.010090833986076722,0.0,
BTC/USDT:USDT,1d,IS,short_enabled,net,on,8,0.375,-0.015092647024024517,0.03318789413239174,1.0208959321787403,1.0
BTC/USDT:USDT,1d,OOS,short_enabled,net,on,9,0.7777777777777778,0.06929938679721909,0.010096596934206382,-3.4241054243546016,1.0
ETH/USDT:USDT,15m,IS,long_only,gross,off,511,0.5205479452054794,0.49627113426312497,0.2095494552060207,0.0,
ETH/USDT:USDT,15m,OOS,long_only,gross,off,291,0.5945017182130584,1.532143327167968,0.07882776605202185,0.0,
ETH/USDT:USDT,15m,IS,long_only,gross,on,511,0.5205479452054794,0.46925962794157206,0.21103481139609762,203.45529451233054,1.0
ETH/USDT:USDT,15m,OOS,long_only,gross,on,291,0.5945017182130584,1.4930872618592959,0.07815750572012738,80.39809969305635,1.0
ETH/USDT:USDT,15m,IS,long_only,net,off,555,0.5315315315315315,-0.36470515899152695,0.4409591869477599,0.0,
ETH/USDT:USDT,15m,OOS,long_only,net,off,319,0.6050156739811913,0.1472704674331906,0.06332000042222147,0.0,
ETH/USDT:USDT,15m,IS,long_only,net,on,555,0.5315315315315315,-0.37612914245100365,0.44936306329308284,152.69729703528802,1.0
ETH/USDT:USDT,15m,OOS,long_only,net,on,319,0.6050156739811913,0.14166685269800747,0.06215534954409162,28.371924519844907,1.0
ETH/USDT:USDT,15m,IS,short_enabled,gross,off,936,0.4967948717948718,0.5318049549308316,0.2575475506913009,0.0,
ETH/USDT:USDT,15m,OOS,short_enabled,gross,off,479,0.592901878914405,3.175451379986095,0.10819749846574317,0.0,
ETH/USDT:USDT,15m,IS,short_enabled,gross,on,936,0.4967948717948718,0.5302838197847816,0.25671954479017606,8.883165983439357,1.0
ETH/USDT:USDT,15m,OOS,short_enabled,gross,on,479,0.592901878914405,3.169565935067214,0.10793350594676848,8.658413542131152,1.0
ETH/USDT:USDT,15m,IS,short_enabled,net,off,1001,0.5074925074925075,-0.6852743539266769,0.7132733983926066,0.0,
ETH/USDT:USDT,15m,OOS,short_enabled,net,off,518,0.6003861003861004,0.11433609910943615,0.05570925278999922,0.0,
ETH/USDT:USDT,15m,IS,short_enabled,net,on,1001,0.5074925074925075,-0.6855907863594339,0.7137070041745042,7.512930891335585,1.0
ETH/USDT:USDT,15m,OOS,short_enabled,net,on,518,0.6003861003861004,0.11393677683854185,0.055594952893515986,2.3302608131853844,1.0
ETH/USDT:USDT,1h,IS,long_only,gross,off,162,0.5432098765432098,0.2676075050310908,0.10316933560553726,0.0,
ETH/USDT:USDT,1h,OOS,long_only,gross,off,94,0.5957446808510638,0.3788986008396154,0.06683055196366491,0.0,
ETH/USDT:USDT,1h,IS,long_only,gross,on,162,0.5432098765432098,0.25476484661268933,0.10445670787717283,104.99548033065986,1.0
ETH/USDT:USDT,1h,OOS,long_only,gross,on,94,0.5957446808510638,0.3742689577653937,0.06637993710697904,6.132728538548775,1.0
ETH/USDT:USDT,1h,IS,long_only,net,off,165,0.5454545454545454,0.02122768642273586,0.16140223574577237,0.0,
ETH/USDT:USDT,1h,OOS,long_only,net,off,95,0.6,0.14554105627093214,0.07865536506213494,0.0,
ETH/USDT:USDT,1h,IS,long_only,net,on,165,0.5454545454545454,0.011065930663070685,0.1666462420663433,94.42807585730749,1.0
ETH/USDT:USDT,1h,OOS,long_only,net,on,95,0.6,0.14353702762634238,0.0782267326368558,4.854557136955607,1.0
ETH/USDT:USDT,1h,IS,short_enabled,gross,off,283,0.5512367491166078,0.5801456097847661,0.10087373048224373,0.0,
ETH/USDT:USDT,1h,OOS,short_enabled,gross,off,173,0.6011560693641619,1.0748952903323985,0.0982960828068043,0.0,
ETH/USDT:USDT,1h,IS,short_enabled,gross,on,283,0.5512367491166078,0.5834125935555147,0.10106847885117537,-23.09316109741796,1.0
ETH/USDT:USDT,1h,OOS,short_enabled,gross,on,173,0.6011560693641619,1.0838510527844938,0.0982231336092718,-56.52519507511605,1.0
ETH/USDT:USDT,1h,IS,short_enabled,net,off,291,0.5567010309278351,0.07436698982269245,0.15790030650082784,0.0,
ETH/USDT:USDT,1h,OOS,short_enabled,net,off,174,0.603448275862069,0.3420066302489895,0.08879894793686716,0.0,
ETH/USDT:USDT,1h,IS,short_enabled,net,on,291,0.5567010309278351,0.07664023333280638,0.15771324109462606,-22.7783945663583,1.0
ETH/USDT:USDT,1h,OOS,short_enabled,net,on,174,0.603448275862069,0.34621119388237515,0.0888038579524619,-32.118139283655225,1.0
ETH/USDT:USDT,4h,IS,long_only,gross,off,40,0.675,0.17537315297949171,0.042621162662754376,0.0,
ETH/USDT:USDT,4h,OOS,long_only,gross,off,22,0.5909090909090909,0.03340626414724793,0.0766200547149728,0.0,
ETH/USDT:USDT,4h,IS,long_only,gross,on,40,0.675,0.171519368354968,0.042745258501678554,35.37288845308483,1.0
ETH/USDT:USDT,4h,OOS,long_only,gross,on,22,0.5909090909090909,0.032845629213886424,0.0763788715879952,4.461050945896725,1.0
ETH/USDT:USDT,4h,IS,long_only,net,off,41,0.6829268292682927,0.1297935839585487,0.04525759589269918,0.0,
ETH/USDT:USDT,4h,OOS,long_only,net,off,22,0.5909090909090909,0.012166192106388371,0.07307515138345082,0.0,
ETH/USDT:USDT,4h,IS,long_only,net,on,41,0.6829268292682927,0.1260899231177071,0.045432768619913674,34.778140630874425,1.0
ETH/USDT:USDT,4h,OOS,long_only,net,on,22,0.5909090909090909,0.011704909896417849,0.07284218309426192,4.20603196098585,1.0
ETH/USDT:USDT,4h,IS,short_enabled,gross,off,72,0.5694444444444444,0.1767812316808173,0.04262116266275439,0.0,
ETH/USDT:USDT,4h,OOS,short_enabled,gross,off,42,0.5952380952380952,0.12358446760046245,0.08301359327086445,0.0,
ETH/USDT:USDT,4h,IS,short_enabled,gross,on,72,0.5694444444444444,0.17733463867648772,0.04274525850167855,-4.194990837273167,1.0
ETH/USDT:USDT,4h,OOS,short_enabled,gross,on,42,0.5952380952380952,0.12513170545603333,0.0828682400643871,-14.498520592662612,1.0
ETH/USDT:USDT,4h,IS,short_enabled,net,off,74,0.581081081081081,0.0982871423492963,0.046041907987792834,0.0,
ETH/USDT:USDT,4h,OOS,short_enabled,net,off,42,0.5952380952380952,0.0709357183609045,0.07922472296808859,0.0,
ETH/USDT:USDT,4h,IS,short_enabled,net,on,74,0.581081081081081,0.09872626113312344,0.045780576080038306,-3.564735198395937,1.0
ETH/USDT:USDT,4h,OOS,short_enabled,net,on,42,0.5952380952380952,0.07226662807645316,0.07909323384903408,-12.93891456509759,1.0
ETH/USDT:USDT,1d,IS,long_only,gross,off,7,0.7142857142857143,0.05584605220707581,0.010000000000000082,0.0,
ETH/USDT:USDT,1d,OOS,long_only,gross,off,6,0.3333333333333333,-0.03295372159042563,0.05120086115905131,0.0,
ETH/USDT:USDT,1d,IS,long_only,gross,on,7,0.7142857142857143,0.05444121660265137,0.01012909955431287,13.712819421275903,1.0
ETH/USDT:USDT,1d,OOS,long_only,gross,on,6,0.3333333333333333,-0.033474757844485066,0.051603791421059184,5.680761465138736,1.0
ETH/USDT:USDT,1d,IS,long_only,net,off,7,0.7142857142857143,0.05091516601413768,0.01036623796799757,0.0,
ETH/USDT:USDT,1d,OOS,long_only,net,off,6,0.3333333333333333,-0.03469743494059512,0.052183736702271125,0.0,
ETH/USDT:USDT,1d,IS,long_only,net,on,7,0.7142857142857143,0.049522220458804805,0.010381905036764562,13.648419138586535,1.0
ETH/USDT:USDT,1d,OOS,long_only,net,on,6,0.3333333333333333,-0.03520577696131059,0.052576316417162754,5.576208430331019,1.0
ETH/USDT:USDT,1d,IS,short_enabled,gross,off,13,0.6153846153846154,0.06373169284050109,0.015249578538444643,0.0,
ETH/USDT:USDT,1d,OOS,short_enabled,gross,off,9,0.3333333333333333,-0.045466099939882224,0.05161625656490821,0.0,
ETH/USDT:USDT,1d,IS,short_enabled,gross,on,13,0.6153846153846154,0.06276381971112642,0.015213510818045903,9.272743426561078,1.0
ETH/USDT:USDT,1d,OOS,short_enabled,gross,on,9,0.3333333333333333,-0.04547291634837293,0.05204178843002024,0.3638402698789609,1.0
ETH/USDT:USDT,1d,IS,short_enabled,net,off,13,0.6153846153846154,0.05582540865571973,0.015469660722684849,0.0,
ETH/USDT:USDT,1d,OOS,short_enabled,net,off,9,0.3333333333333333,-0.04934487386603796,0.05246541104974519,0.0,
ETH/USDT:USDT,1d,IS,short_enabled,net,on,13,0.6153846153846154,0.05486512466665881,0.015433969772963707,9.252406433856152,1.0
ETH/USDT:USDT,1d,OOS,short_enabled,net,on,9,0.3333333333333333,-0.049343252654675596,0.052879620504892096,0.303003739918954,1.0
SOL/USDT:USDT,15m,IS,long_only,gross,off,606,0.5445544554455446,1.7384703861562114,0.11684265354954182,0.0,
SOL/USDT:USDT,15m,OOS,long_only,gross,off,293,0.5392491467576792,1.0340341110768576,0.17871281903901232,0.0,
SOL/USDT:USDT,15m,IS,long_only,gross,on,606,0.5445544554455446,1.7123202066911187,0.11656532150566568,148.8406228557226,1.0
SOL/USDT:USDT,15m,OOS,long_only,gross,on,293,0.5392491467576792,1.0379876754307664,0.17716322068118068,-132.932451569193,1.0
SOL/USDT:USDT,15m,IS,long_only,net,off,636,0.5566037735849056,0.07396936521830576,0.2083773260993614,0.0,
SOL/USDT:USDT,15m,OOS,long_only,net,off,303,0.5445544554455446,-0.15549801837837057,0.22927035642994112,0.0,
SOL/USDT:USDT,15m,IS,long_only,net,on,636,0.5566037735849056,0.06390863804099081,0.21088556813215914,108.13610543084987,1.0
SOL/USDT:USDT,15m,OOS,long_only,net,on,303,0.5445544554455446,-0.15072343319602477,0.22393193690581306,-34.755832639912114,1.0
SOL/USDT:USDT,15m,IS,short_enabled,gross,off,1173,0.5294117647058824,3.9254263309115536,0.20974124414389483,0.0,
SOL/USDT:USDT,15m,OOS,short_enabled,gross,off,521,0.5220729366602687,3.401419593447455,0.3647576823250528,0.0,
SOL/USDT:USDT,15m,IS,short_enabled,gross,on,1173,0.5294117647058824,3.9294557258873626,0.2099677849203931,-10.155971115962393,1.0
SOL/USDT:USDT,15m,OOS,short_enabled,gross,on,521,0.5220729366602687,3.4481651373746653,0.3642475942554597,-376.2651924885046,1.0
SOL/USDT:USDT,15m,IS,short_enabled,net,off,1231,0.536961819658814,-0.22926504650438273,0.45573324603846327,0.0,
SOL/USDT:USDT,15m,OOS,short_enabled,net,off,542,0.533210332103321,-0.2018916016089639,0.22713699263638562,0.0,
SOL/USDT:USDT,15m,IS,short_enabled,net,on,1231,0.536961819658814,-0.22868216163018143,0.45563594264923457,-9.736246823943182,1.0
SOL/USDT:USDT,15m,OOS,short_enabled,net,on,542,0.533210332103321,-0.19909396257682674,0.2245244318145394,-34.02344378227619,1.0
SOL/USDT:USDT,1h,IS,long_only,gross,off,163,0.5828220858895705,0.45173427755259615,0.07752752560758584,0.0,
SOL/USDT:USDT,1h,OOS,long_only,gross,off,86,0.6046511627906976,0.3611390698640096,0.08598579482697695,0.0,
SOL/USDT:USDT,1h,IS,long_only,gross,on,163,0.5828220858895705,0.443039845236916,0.07766351874941449,63.924333650318935,1.0
SOL/USDT:USDT,1h,OOS,long_only,gross,on,86,0.6046511627906976,0.3617790530120554,0.08545748599423039,-29.070478738735417,1.0
SOL/USDT:USDT,1h,IS,long_only,net,off,165,0.5878787878787879,0.2047726208741733,0.08805171934901136,0.0,
SOL/USDT:USDT,1h,OOS,long_only,net,off,88,0.6136363636363636,0.14610620250333886,0.0872500115239121,0.0,
SOL/USDT:USDT,1h,IS,long_only,net,on,165,0.5878787878787879,0.19765907230146823,0.08831106274990543,59.80001933663772,1.0
SOL/USDT:USDT,1h,OOS,long_only,net,on,88,0.6136363636363636,0.1472871637887736,0.08678508079056296,-21.73905260007062,1.0
SOL/USDT:USDT,1h,IS,short_enabled,gross,off,323,0.5603715170278638,0.7844526301031423,0.077527525607586,0.0,
SOL/USDT:USDT,1h,OOS,short_enabled,gross,off,161,0.5714285714285714,0.6589918634723897,0.09911737525784173,0.0,
SOL/USDT:USDT,1h,IS,short_enabled,gross,on,323,0.5603715170278638,0.7799178475784087,0.07766351874941453,22.193376602616244,1.0
SOL/USDT:USDT,1h,OOS,short_enabled,gross,on,161,0.5714285714285714,0.6660708402297714,0.09858281540066392,-76.30302283067041,1.0
SOL/USDT:USDT,1h,IS,short_enabled,net,off,326,0.5644171779141104,0.20987951208757621,0.10908602633101765,0.0,
SOL/USDT:USDT,1h,OOS,short_enabled,net,off,164,0.5792682926829268,0.14632533230526715,0.10792478448985501,0.0,
SOL/USDT:USDT,1h,IS,short_enabled,net,on,326,0.5644171779141104,0.20682614913019806,0.1078546481077957,23.195910014981177,1.0
SOL/USDT:USDT,1h,OOS,short_enabled,net,on,164,0.5792682926829268,0.15070235235480978,0.1061727857696798,-45.4545901711015,1.0
SOL/USDT:USDT,4h,IS,long_only,gross,off,40,0.425,-0.020296878351360282,0.13410970320964763,0.0,
SOL/USDT:USDT,4h,OOS,long_only,gross,off,25,0.72,0.18476986570157988,0.032569041509746995,0.0,
SOL/USDT:USDT,4h,IS,long_only,gross,on,40,0.425,-0.021366044418008094,0.13490791765998864,11.463038639530613,1.0
SOL/USDT:USDT,4h,OOS,long_only,gross,on,25,0.72,0.18600335730323167,0.032512588932024716,-13.693887970171803,1.0
SOL/USDT:USDT,4h,IS,long_only,net,off,40,0.425,-0.04370382256510839,0.14528189513274103,0.0,
SOL/USDT:USDT,4h,OOS,long_only,net,off,25,0.72,0.15850558048790098,0.033682336962822225,0.0,
SOL/USDT:USDT,4h,IS,long_only,net,on,40,0.425,-0.04473320358134061,0.14606005977108544,11.30476571406237,1.0
SOL/USDT:USDT,4h,OOS,long_only,net,on,25,0.72,0.15969028932408838,0.03362621651398207,-12.977255422241289,1.0
SOL/USDT:USDT,4h,IS,short_enabled,gross,off,79,0.5189873417721519,0.14376982493232554,0.13076112331865744,0.0,
SOL/USDT:USDT,4h,OOS,short_enabled,gross,off,41,0.5853658536585366,0.13665435874609175,0.09933279211038352,0.0,
SOL/USDT:USDT,4h,IS,short_enabled,gross,on,79,0.5189873417721519,0.14564181391255607,0.13045327230886478,-18.258586891342354,1.0
SOL/USDT:USDT,4h,OOS,short_enabled,gross,on,41,0.5853658536585366,0.13931380118919587,0.099249531515319,-22.670336275712337,1.0
SOL/USDT:USDT,4h,IS,short_enabled,net,off,79,0.5189873417721519,0.08081760182735542,0.14060743624294075,0.0,
SOL/USDT:USDT,4h,OOS,short_enabled,net,off,41,0.5853658536585366,0.09011142095441173,0.0990846728018052,0.0,
SOL/USDT:USDT,4h,IS,short_enabled,net,on,79,0.5189873417721519,0.0825624699460981,0.14031329547813806,-17.419058928239927,1.0
SOL/USDT:USDT,4h,OOS,short_enabled,net,on,41,0.5853658536585366,0.09245370236722611,0.0990179287476687,-20.707660033587093,1.0
SOL/USDT:USDT,1d,IS,long_only,gross,off,5,0.4,-0.00037371272500004123,0.029700999999999998,0.0,
SOL/USDT:USDT,1d,OOS,long_only,gross,off,3,0.3333333333333333,-0.00693861415338597,0.021608875332522984,0.0,
SOL/USDT:USDT,1d,IS,long_only,gross,on,5,0.4,-0.0005119773066664493,0.029494748103547973,1.4515015645289797,1.0
SOL/USDT:USDT,1d,OOS,long_only,gross,on,3,0.3333333333333333,-0.006411519811023754,0.02160914016204042,-5.244430198068222,1.0
SOL/USDT:USDT,1d,IS,long_only,net,off,5,0.4,-0.0015206081939941214,0.03005375322332632,0.0,
SOL/USDT:USDT,1d,OOS,long_only,net,off,3,0.3333333333333333,-0.008824129476210875,0.02185721280953203,0.0,
SOL/USDT:USDT,1d,IS,long_only,net,on,5,0.4,-0.0016584929945829571,0.02984829749095525,1.449353642326589,1.0
SOL/USDT:USDT,1d,OOS,long_only,net,on,3,0.3333333333333333,-0.008313507681593,0.021856676071688345,-5.077021524910642,1.0
SOL/USDT:USDT,1d,IS,short_enabled,gross,off,11,0.5454545454545454,0.019944078563738185,0.04366300781501969,0.0,
SOL/USDT:USDT,1d,OOS,short_enabled,gross,off,7,0.2857142857142857,-0.02803964433287074,0.03282716138120595,0.0,
SOL/USDT:USDT,1d,IS,short_enabled,gross,on,11,0.5454545454545454,0.020500153627214787,0.04293367553776296,-5.543305453153107,1.0
SOL/USDT:USDT,1d,OOS,short_enabled,gross,on,7,0.2857142857142857,-0.026915411659734673,0.03228004526863497,-11.512455996748981,1.0
SOL/USDT:USDT,1d,IS,short_enabled,net,off,11,0.5454545454545454,0.016577611738994528,0.044497546654841236,0.0,
SOL/USDT:USDT,1d,OOS,short_enabled,net,off,7,0.2857142857142857,-0.030622949344658083,0.03359069105659292,0.0,
SOL/USDT:USDT,1d,IS,short_enabled,net,on,11,0.5454545454545454,0.017126828051889424,0.04377489971084463,-5.4813004744171385,1.0
SOL/USDT:USDT,1d,OOS,short_enabled,net,on,7,0.2857142857142857,-0.029525894381528632,0.03304909391022647,-11.264113551252153,1.0
