lens,symbol,timeframe,segment,arm,seed,num_candidates,num_trades,total_return,max_drawdown,win_rate
pen_5bp,BTC/USDT:USDT,1h,is,filter_bot3,-1,91.0,70.0,0.13122122783438828,0.050932352297323846,0.5857142857142857
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,0,91.0,69.0,0.00832050124171401,0.05904961421021911,0.4927536231884058
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,1,91.0,72.0,-0.1286362504669185,0.1605321977388843,0.4027777777777778
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,2,91.0,70.0,-0.03228358519922803,0.12218562825603399,0.42857142857142855
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,3,91.0,67.0,0.045374226425615415,0.05800817765448575,0.5223880597014925
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,4,91.0,71.0,-0.07480962159425762,0.16923486276807412,0.4084507042253521
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,5,91.0,66.0,-0.06413005656044607,0.09482908263424782,0.4393939393939394
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,6,91.0,75.0,0.07509445912855063,0.04785525374804277,0.5066666666666667
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,7,91.0,62.0,0.04982737960196755,0.07549397802214385,0.5161290322580645
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,8,91.0,70.0,-0.07600279735426684,0.10496645299187327,0.4142857142857143
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,9,91.0,66.0,-0.07246959371995726,0.09414788097892433,0.4090909090909091
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,10,91.0,67.0,-0.009669656635343563,0.04091375030848057,0.4626865671641791
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,11,91.0,64.0,-0.11419764394124522,0.12574788964896147,0.375
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,12,91.0,78.0,0.013781864197263712,0.06819175530481052,0.47435897435897434
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,13,91.0,69.0,-0.010760562715807827,0.05149789397026378,0.4492753623188406
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,14,91.0,65.0,-0.08529042151405083,0.13847631463937,0.4153846153846154
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,15,91.0,69.0,-0.03451826901779368,0.10278306200451647,0.4492753623188406
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,16,91.0,65.0,0.012925861212888958,0.07216582977078512,0.49230769230769234
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,17,91.0,69.0,-0.0629797133935006,0.10876953666550004,0.43478260869565216
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,18,91.0,71.0,-0.04467720039046526,0.08561659636927896,0.4647887323943662
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,19,91.0,72.0,-0.012489257766176525,0.06981950394224028,0.4444444444444444
pen_5bp,BTC/USDT:USDT,1h,is,matched_random,-1,91.0,68.85,-0.030879516923072874,0.09251426308135682,0.45014061072736783
pen_5bp,BTC/USDT:USDT,1h,oos,default,-1,193.0,103.0,0.14744961776292984,0.08861836004674052,0.5145631067961165
pen_5bp,BTC/USDT:USDT,1h,oos,filter_bot3,-1,54.0,39.0,0.007280780066976695,0.05286287096096322,0.48717948717948717
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,0,54.0,43.0,-0.06463089610061179,0.09394674084704233,0.3953488372093023
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,1,54.0,43.0,0.03467351679610201,0.048449320342087675,0.4883720930232558
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,2,54.0,36.0,0.02376935662656433,0.0475508226929012,0.4722222222222222
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,3,54.0,38.0,-0.007093118403404879,0.07836163952969025,0.4473684210526316
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,4,54.0,42.0,-0.011315827780460678,0.08628710773634281,0.40476190476190477
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,5,54.0,41.0,0.023880675464697198,0.04597823360696542,0.4634146341463415
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,6,54.0,42.0,-0.04953623674238297,0.09982431333712279,0.42857142857142855
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,7,54.0,35.0,0.0315567348863191,0.07250807064740522,0.45714285714285713
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,8,54.0,44.0,-0.013297605552186906,0.10300874539043674,0.45454545454545453
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,9,54.0,41.0,0.02793837698867592,0.054780766957423316,0.4878048780487805
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,10,54.0,38.0,-0.07219337846537291,0.13451677190126432,0.3684210526315789
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,11,54.0,41.0,0.01269482382694805,0.10863110878567381,0.4878048780487805
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,12,54.0,45.0,0.06996764467548583,0.060246742224993696,0.5111111111111111
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,13,54.0,41.0,0.05790620519972344,0.042306308742776313,0.5121951219512195
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,14,54.0,44.0,0.0039144991667380965,0.08335866115110413,0.4772727272727273
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,15,54.0,37.0,0.010610141346265482,0.08979533591226355,0.4864864864864865
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,16,54.0,41.0,0.05739071877538372,0.06910383938716073,0.5365853658536586
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,17,54.0,39.0,-0.06507832979485793,0.08392360236743274,0.3333333333333333
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,18,54.0,42.0,0.0034387733293850032,0.06124766053454228,0.47619047619047616
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,19,54.0,39.0,0.051593729078598334,0.08197987799136375,0.5128205128205128
pen_5bp,BTC/USDT:USDT,1h,oos,matched_random,-1,54.0,40.6,0.006309490166080423,0.07729028350429967,0.46008868982120327
baseline,ETH/USDT:USDT,15m,is,default,-1,1415.0,653.0,-0.03258072592161243,0.2829992927952583,0.4793261868300153
baseline,ETH/USDT:USDT,15m,is,filter_bot3,-1,472.0,229.0,0.17664911508095646,0.08239316148361557,0.537117903930131
baseline,ETH/USDT:USDT,15m,is,matched_random,0,472.0,293.0,-0.15188971225815384,0.25005063058301363,0.45733788395904434
baseline,ETH/USDT:USDT,15m,is,matched_random,1,472.0,284.0,-0.16482854011002018,0.19115172458726526,0.44366197183098594
baseline,ETH/USDT:USDT,15m,is,matched_random,2,472.0,292.0,-0.18171619941083236,0.24844260277383154,0.4383561643835616
baseline,ETH/USDT:USDT,15m,is,matched_random,3,472.0,292.0,-0.16778101228017003,0.27596731379545075,0.4520547945205479
baseline,ETH/USDT:USDT,15m,is,matched_random,4,472.0,295.0,-0.09701151511644293,0.14029876161621224,0.45084745762711864
baseline,ETH/USDT:USDT,15m,is,matched_random,5,472.0,304.0,-0.16769271698877727,0.24693727990435224,0.4506578947368421
baseline,ETH/USDT:USDT,15m,is,matched_random,6,472.0,299.0,0.164089961185386,0.1481809340360602,0.5016722408026756
baseline,ETH/USDT:USDT,15m,is,matched_random,7,472.0,305.0,-0.17790747278052277,0.2519267462569837,0.43934426229508194
baseline,ETH/USDT:USDT,15m,is,matched_random,8,472.0,291.0,-0.14598543680886578,0.2092628332388239,0.436426116838488
baseline,ETH/USDT:USDT,15m,is,matched_random,9,472.0,291.0,-0.09449959364798888,0.17935531886862036,0.4639175257731959
baseline,ETH/USDT:USDT,15m,is,matched_random,10,472.0,297.0,-0.1091561949765026,0.1695803906641987,0.4511784511784512
baseline,ETH/USDT:USDT,15m,is,matched_random,11,472.0,289.0,-0.18481010230601969,0.20481115533248526,0.4429065743944637
baseline,ETH/USDT:USDT,15m,is,matched_random,12,472.0,301.0,-0.10030721055672548,0.16944579097981893,0.46511627906976744
baseline,ETH/USDT:USDT,15m,is,matched_random,13,472.0,294.0,-0.24265302373102912,0.25609558244219527,0.4387755102040816
baseline,ETH/USDT:USDT,15m,is,matched_random,14,472.0,297.0,-0.09047507007265558,0.19994004242525215,0.45791245791245794
