symbol,timeframe,start_time,end_time,num_bars,rsi_oversold,rsi_overbought,total_return,max_drawdown,win_rate,profit_factor,sharpe,num_trades,seed,entry_mode,rsi_mode,combine_obs,sizing_mode,risk_per_trade,funding_coverage
ETH/USDT:USDT,2h,1689242400000,1783915200000,13150,30.0,70.0,-0.23947009253609494,0.24586671431495719,0.36065573770491804,0.4212542482728234,-1.709204819450606,61,0,close,closed_bar,True,risk_sizing,0.01,1.0
ETH/USDT:USDT,4h,1657713600000,1783915200000,8765,20.0,80.0,-0.07669998973556576,0.10718926339724613,0.4,0.5447072392035749,-0.4339704116428803,15,0,close,closed_bar,True,risk_sizing,0.01,1.0
ETH/USDT:USDT,4h,1657713600000,1783915200000,8765,25.0,75.0,-0.15864674702379708,0.15864674702379708,0.36,0.40162456630190346,-0.8670192715245904,25,0,close,closed_bar,True,risk_sizing,0.01,1.0
ETH/USDT:USDT,4h,1657713600000,1783915200000,8765,30.0,70.0,-0.24521968311042328,0.24521968311042328,0.325,0.34410680826500656,-1.2912852894181746,40,0,close,closed_bar,True,risk_sizing,0.01,1.0
ETH/USDT:USDT,1d,1626220800000,1783900800000,1826,30.0,70.0,-0.08115688823834188,0.1003120579532925,0.25,0.20393647387232483,-0.8453631159404852,12,0,close,closed_bar,True,risk_sizing,0.01,1.0
ETH/USDT:USDT,1d,1626220800000,1783900800000,1826,20.0,80.0,-0.04284332125966794,0.045577539262228156,0.0,0.0,-1.0553087654500497,4,0,close,closed_bar,True,risk_sizing,0.01,1.0
ETH/USDT:USDT,1d,1626220800000,1783900800000,1826,25.0,75.0,-0.052840056877153804,0.055545718160527634,0.0,0.0,-1.1462153757247358,5,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,15m,1689257700000,1783920600000,105182,20.0,80.0,-0.09787401786618576,0.11420754913514489,0.39655172413793105,0.6675905715573403,-0.7077767100064556,58,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,15m,1689257700000,1783920600000,105182,25.0,75.0,-0.27737531589737063,0.28349246128543987,0.41379310344827586,0.6914342718084044,-1.1718482250130353,174,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,15m,1689257700000,1783920600000,105182,30.0,70.0,-0.4983042610128842,0.5030259763978221,0.4547677261613692,0.6824825857626842,-1.8642634890938066,409,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,1h,1689238800000,1783918800000,26301,20.0,80.0,-0.06678973640817622,0.07508779850350052,0.5,0.5056105051651465,-0.7710330748198692,24,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,1h,1689238800000,1783918800000,26301,25.0,75.0,-0.14326700970533493,0.15852079793181156,0.43103448275862066,0.5919149539560096,-0.9902758263366336,58,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,1h,1689238800000,1783918800000,26301,30.0,70.0,-0.29594553994996076,0.30434742700970413,0.44545454545454544,0.5080819279320328,-1.5705994346476715,110,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,2h,1689242400000,1783915200000,13150,20.0,80.0,-0.01579111367697751,0.0362426527935764,0.4,0.7636290085912426,-0.23422113218165064,10,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,2h,1689242400000,1783915200000,13150,25.0,75.0,-0.099322327941004,0.15122880477061945,0.39285714285714285,0.5543140154354891,-0.6364016585101017,28,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,2h,1689242400000,1783915200000,13150,30.0,70.0,-0.21526601897829595,0.23836480635779372,0.423728813559322,0.4935734257063799,-1.172466663383295,59,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,4h,1657713600000,1783915200000,8765,25.0,75.0,-0.06374895424152364,0.11651889417060002,0.375,0.6684346395576938,-0.44032653859157284,24,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,4h,1657713600000,1783915200000,8765,20.0,80.0,-0.04728757856436969,0.08037088039395775,0.3333333333333333,0.4443015843318687,-0.5075216318453497,9,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,4h,1657713600000,1783915200000,8765,30.0,70.0,-0.14627709740386344,0.19313418925195072,0.39215686274509803,0.6257292347657539,-0.7550376268316064,51,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,1d,1626220800000,1783900800000,1826,20.0,80.0,-0.010862395306297548,0.03232187167641584,0.25,0.6373164415432501,-0.2201719040641938,4,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,1d,1626220800000,1783900800000,1826,25.0,75.0,-0.024485473188410652,0.04464076763745564,0.2,0.43464948928477914,-0.4727711609727086,5,0,close,closed_bar,True,risk_sizing,0.01,1.0
SOL/USDT:USDT,1d,1626220800000,1783900800000,1826,30.0,70.0,-0.02792324114863477,0.054376153869666946,0.2857142857142857,0.4772548071453069,-0.4809206968549182,7,0,close,closed_bar,True,risk_sizing,0.01,1.0
