window,measure,bins,is_monotone,is_direction_matches,is_delta,oos_delta,oos_sigma,oos_z,oos_same_direction,oos_decided,verdict,reason
1h,ratio,3,False,False,0.10455893041693,-0.08171919536807577,0.03951605505795191,2.067999835718197,False,False,안 간다,앞구간 비단조 · 앞구간 방향이 가설과 반대 · 뒷구간 방향이 다름 · 뒷구간 차 z=2.07 ≤ 2.43(Bonferroni 3)
1h,count,3,False,False,0.0733861351814591,0.005267221855913079,0.030264046590217267,0.17404222003860143,True,False,안 간다,앞구간 비단조 · 앞구간 방향이 가설과 반대 · 뒷구간 차 z=0.17 ≤ 2.43(Bonferroni 3)
4h,ratio,4,False,False,0.06713919981178106,-0.15390661125497945,0.03974768434966587,3.8720900040626702,False,True,안 간다,앞구간 비단조 · 앞구간 방향이 가설과 반대 · 뒷구간 방향이 다름
4h,count,4,False,False,0.017848245587374405,-0.04995353834673581,0.034077912422285556,1.4658626305427163,False,False,안 간다,앞구간 비단조 · 앞구간 방향이 가설과 반대 · 뒷구간 방향이 다름 · 뒷구간 차 z=1.47 ≤ 2.43(Bonferroni 3)
24h,ratio,5,False,False,0.03839436632575952,-0.256895995844587,0.04803746896833946,5.347825382180357,False,True,안 간다,앞구간 비단조 · 앞구간 방향이 가설과 반대 · 뒷구간 방향이 다름
24h,count,5,False,False,0.031968330330052544,-0.03976751843468193,0.04402210324995601,0.903353440631478,False,False,안 간다,앞구간 비단조 · 앞구간 방향이 가설과 반대 · 뒷구간 방향이 다름 · 뒷구간 차 z=0.90 ≤ 2.43(Bonferroni 3)
