lens,seed,symbol,timeframe,segment,scenario,leverage,total_return,win_rate,max_drawdown,num_trades,fill_rate,mean_r,sharpe,peak_concurrency,max_concurrent_risk_ratio,liquidations
pen_5bp_drop_50,1,SOL/USDT:USDT,15m,oos,lev_1,1.0,-0.05314107433108384,0.44370860927152317,0.14478741131505718,151,0.23223350253807107,0.10927152317880795,-6.485823524060854,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,15m,oos,lev_2,2.0,-0.07659001337439858,0.44370860927152317,0.201221434391288,151,0.23223350253807107,0.10927152317880795,-7.2001748463597215,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,15m,oos,lev_3,3.0,-0.09036773846536343,0.44370860927152317,0.20505944129951562,151,0.23223350253807107,0.10927152317880795,-8.289540971031215,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,15m,oos,single,1.0,-0.018701558824212407,0.46153846153846156,0.11298018498145357,156,0.2398477157360406,0.15384615384615385,-1.4282408141119807,1,,
pen_5bp_drop_50,2,SOL/USDT:USDT,15m,oos,lev_1,1.0,-0.03069232115366649,0.453416149068323,0.11088398701555319,161,0.2398477157360406,0.13354037267080746,-2.870649400098402,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,15m,oos,lev_2,2.0,-0.05014483400505833,0.4506172839506173,0.1519063678708199,162,0.2398477157360406,0.12654320987654322,-3.8357140721470104,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,15m,oos,lev_3,3.0,-0.053366002580254826,0.4506172839506173,0.15912537376837038,162,0.2398477157360406,0.12654320987654322,-3.9528691618262317,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,15m,oos,single,1.0,-0.036585182478687604,0.4658385093167702,0.103029769502752,161,0.2398477157360406,0.16459627329192547,-3.704331610764232,1,,
pen_5bp_drop_50,3,SOL/USDT:USDT,15m,oos,lev_1,1.0,-0.045117748496894275,0.4573170731707317,0.1068646294772034,164,0.2398477157360406,0.14329268292682926,-4.747904175770248,2,0.013800017291610176,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,15m,oos,lev_2,2.0,-0.06196231584069683,0.4573170731707317,0.15609165399942754,164,0.2398477157360406,0.14329268292682926,-5.0433459699100975,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,15m,oos,lev_3,3.0,-0.0407110657609348,0.4573170731707317,0.15487559575027035,164,0.2398477157360406,0.14329268292682926,-2.6908033367903577,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,15m,oos,single,1.0,0.019665179639848974,0.474025974025974,0.10294138694943661,154,0.23604060913705585,0.18506493506493507,3.359460244236167,1,,
pen_5bp_drop_50,4,SOL/USDT:USDT,15m,oos,lev_1,1.0,0.021485040517325252,0.47770700636942676,0.10294138694943665,157,0.23604060913705585,0.1942675159235669,3.53735749340743,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,15m,oos,lev_2,2.0,0.04708016851434313,0.47770700636942676,0.1404832841098456,157,0.23604060913705585,0.1942675159235669,5.715395993824892,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,15m,oos,lev_3,3.0,0.042189112363623646,0.47770700636942676,0.15003417984110182,157,0.23604060913705585,0.1942675159235669,5.111463819101129,2,0.02,0.0
baseline,0,SOL/USDT:USDT,1h,is,single,1.0,0.29238924165072694,0.5189873417721519,0.06339721773509432,158,0.5062972292191436,0.2974683544303797,13.589680360083177,1,,
baseline,0,SOL/USDT:USDT,1h,is,lev_1,1.0,0.3038374866482309,0.5114942528735632,0.10837203747523044,174,0.5062972292191436,0.27873563218390807,12.744189297332376,3,0.03010298761853539,0.0
baseline,0,SOL/USDT:USDT,1h,is,lev_2,2.0,0.36611948745458506,0.5114942528735632,0.1129447741839341,174,0.5062972292191436,0.27873563218390807,14.203572882790859,3,0.03010298761853539,0.0
baseline,0,SOL/USDT:USDT,1h,is,lev_3,3.0,0.3781540177369703,0.5114942528735632,0.11294477418393357,174,0.5062972292191436,0.27873563218390807,14.454926756679376,3,0.030102987618535387,0.0
pen_5bp,0,SOL/USDT:USDT,1h,is,single,1.0,0.2545394977957738,0.5099337748344371,0.0821396673711325,151,0.48866498740554154,0.27483443708609273,12.525162885841791,1,,
pen_5bp,0,SOL/USDT:USDT,1h,is,lev_1,1.0,0.2656531804560156,0.5029940119760479,0.12621449160641668,167,0.48866498740554154,0.25748502994011974,11.757435940328579,3,0.030102987618535394,0.0
pen_5bp,0,SOL/USDT:USDT,1h,is,lev_2,2.0,0.3111058075918594,0.5029940119760479,0.12734469101728663,167,0.48866498740554154,0.25748502994011974,12.877265908936568,3,0.030102987618535387,0.0
pen_5bp,0,SOL/USDT:USDT,1h,is,lev_3,3.0,0.3195084625421825,0.5029940119760479,0.12734469101728668,167,0.48866498740554154,0.25748502994011974,13.055378599601944,3,0.03010298761853539,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,1h,is,single,1.0,0.04505972000417623,0.46153846153846156,0.1071348887054469,91,0.26448362720403024,0.15384615384615385,4.445665165638761,1,,
pen_5bp_drop_50,0,SOL/USDT:USDT,1h,is,lev_1,1.0,0.053767079507100246,0.4631578947368421,0.10713488870544699,95,0.26448362720403024,0.15789473684210525,4.972890958696213,2,0.020000000000000004,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,1h,is,lev_2,2.0,0.06774019147755625,0.4631578947368421,0.10746392734202087,95,0.26448362720403024,0.15789473684210525,5.80218607607423,2,0.02,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,1h,is,lev_3,3.0,0.06480871691226785,0.4631578947368421,0.10746392734202083,95,0.26448362720403024,0.15789473684210525,5.536132238244677,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,1h,is,single,1.0,0.2906563132231964,0.573170731707317,0.064196403056722,82,0.24685138539042822,0.4329268292682927,25.268769372067265,1,,
pen_5bp_drop_50,1,SOL/USDT:USDT,1h,is,lev_1,1.0,0.3144807652129695,0.5764705882352941,0.0641964030567219,85,0.24685138539042822,0.4411764705882353,26.091067773832986,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,1h,is,lev_2,2.0,0.3434749397159096,0.5764705882352941,0.06454126538334237,85,0.24685138539042822,0.4411764705882353,27.15589687583748,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,1h,is,lev_3,3.0,0.3499756857657887,0.5764705882352941,0.0645412653833424,85,0.24685138539042822,0.4411764705882353,27.32566765997601,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,1h,is,single,1.0,-0.014372219647681777,0.43209876543209874,0.07953932126991907,81,0.24937027707808565,0.08024691358024691,-0.8593852306998356,1,,
pen_5bp_drop_50,2,SOL/USDT:USDT,1h,is,lev_1,1.0,0.007704793275892189,0.4418604651162791,0.07953932126991875,86,0.24937027707808565,0.10465116279069768,1.250458596383494,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,1h,is,lev_2,2.0,0.013886340311731873,0.4418604651162791,0.08233278532714548,86,0.24937027707808565,0.10465116279069768,1.7832268963283449,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,1h,is,lev_3,3.0,0.0192898885402592,0.4418604651162791,0.08233278532714511,86,0.24937027707808565,0.10465116279069768,2.2448327267889807,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,1h,is,single,1.0,0.10330334292706393,0.49411764705882355,0.09301659420213484,85,0.25692695214105793,0.23529411764705882,9.689478568396796,1,,
pen_5bp_drop_50,3,SOL/USDT:USDT,1h,is,lev_1,1.0,0.1770494001881003,0.5161290322580645,0.09301659420213512,93,0.25692695214105793,0.2903225806451613,14.330951176185035,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,1h,is,lev_2,2.0,0.1989876574726366,0.5161290322580645,0.09762324453105842,93,0.25692695214105793,0.2903225806451613,15.316771232794936,2,0.020000000000000004,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,1h,is,lev_3,3.0,0.20827781627405947,0.5161290322580645,0.09762324453105854,93,0.25692695214105793,0.2903225806451613,15.87071188952249,2,0.020000000000000004,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,1h,is,single,1.0,0.15039344148943729,0.5060240963855421,0.1051281407611577,83,0.23929471032745592,0.26506024096385544,13.726642669513598,1,,
pen_5bp_drop_50,4,SOL/USDT:USDT,1h,is,lev_1,1.0,0.15967126617375998,0.5057471264367817,0.12332258605914735,87,0.23929471032745592,0.26436781609195403,13.826746429874923,3,0.03,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,1h,is,lev_2,2.0,0.17780424715792398,0.5057471264367817,0.12572798877248167,87,0.23929471032745592,0.26436781609195403,14.777076511788495,3,0.03,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,1h,is,lev_3,3.0,0.17766662094518507,0.5057471264367817,0.12572798877248229,87,0.23929471032745592,0.26436781609195403,14.667934358134218,3,0.030000000000000002,0.0
baseline,0,SOL/USDT:USDT,1h,oos,single,1.0,-0.0020949986310290114,0.4461538461538462,0.05408158780844708,65,0.47619047619047616,0.11538461538461539,0.25808976247893894,1,,
baseline,0,SOL/USDT:USDT,1h,oos,lev_1,1.0,-0.04603793952871128,0.4166666666666667,0.0812492743496617,72,0.47619047619047616,0.041666666666666664,-4.944417541676644,3,0.025478810684769683,0.0
baseline,0,SOL/USDT:USDT,1h,oos,lev_2,2.0,-0.041562461431095654,0.4166666666666667,0.08025873533248606,72,0.47619047619047616,0.041666666666666664,-3.983157322899439,3,0.030000000000000006,0.0
baseline,0,SOL/USDT:USDT,1h,oos,lev_3,3.0,-0.04008276360262371,0.4166666666666667,0.07883877931311244,72,0.47619047619047616,0.041666666666666664,-3.7560206253824746,3,0.030000000000000006,0.0
pen_5bp,0,SOL/USDT:USDT,1h,oos,single,1.0,-0.010913016032316227,0.4444444444444444,0.057723158135681935,63,0.4656084656084656,0.1111111111111111,-0.9071436083950558,1,,
pen_5bp,0,SOL/USDT:USDT,1h,oos,lev_1,1.0,-0.05446765381801088,0.4142857142857143,0.08936784262531496,70,0.4656084656084656,0.03571428571428571,-6.160334252186503,3,0.025478810684769683,0.0
pen_5bp,0,SOL/USDT:USDT,1h,oos,lev_2,2.0,-0.044647768565467594,0.4142857142857143,0.08321947525706379,70,0.4656084656084656,0.03571428571428571,-4.481129707617924,3,0.030000000000000006,0.0
pen_5bp,0,SOL/USDT:USDT,1h,oos,lev_3,3.0,-0.04198833683757566,0.4142857142857143,0.08066741630457276,70,0.4656084656084656,0.03571428571428571,-4.1127046134961125,3,0.030000000000000006,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,1h,oos,single,1.0,-0.01096800162679283,0.425,0.059650414416519755,40,0.2857142857142857,0.0625,-1.663546069900667,1,,
pen_5bp_drop_50,0,SOL/USDT:USDT,1h,oos,lev_1,1.0,-0.02789199171740147,0.4090909090909091,0.06939493449538701,44,0.2857142857142857,0.022727272727272728,-4.606283457789678,2,0.02,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,1h,oos,lev_2,2.0,-0.029436634270734795,0.4090909090909091,0.07384488664846954,44,0.2857142857142857,0.022727272727272728,-4.627412562969176,2,0.02,0.0
pen_5bp_drop_50,0,SOL/USDT:USDT,1h,oos,lev_3,3.0,-0.026046959118496308,0.4090909090909091,0.07384488664846954,44,0.2857142857142857,0.022727272727272728,-3.9927621584593425,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,1h,oos,single,1.0,-0.05375654188806821,0.3684210526315789,0.0915939661010834,38,0.2328042328042328,-0.07894736842105263,-11.30585857080496,1,,
pen_5bp_drop_50,1,SOL/USDT:USDT,1h,oos,lev_1,1.0,-0.0635858860831886,0.358974358974359,0.10103026444435864,39,0.2328042328042328,-0.10256410256410256,-13.254683246491119,2,0.020000000000000004,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,1h,oos,lev_2,2.0,-0.06825093562408402,0.358974358974359,0.10930941135090183,39,0.2328042328042328,-0.10256410256410256,-13.50465391507313,2,0.02,0.0
pen_5bp_drop_50,1,SOL/USDT:USDT,1h,oos,lev_3,3.0,-0.07213198111668825,0.358974358974359,0.11301943460345745,39,0.2328042328042328,-0.10256410256410256,-14.227108502617984,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,1h,oos,single,1.0,0.005033569123537745,0.46511627906976744,0.06924187730068443,43,0.2804232804232804,0.16279069767441862,1.4751379035223993,1,,
pen_5bp_drop_50,2,SOL/USDT:USDT,1h,oos,lev_1,1.0,-0.03668980358404242,0.425531914893617,0.07888700434094868,47,0.2804232804232804,0.06382978723404255,-6.0099550028288,2,0.02,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,1h,oos,lev_2,2.0,-0.01978637424161261,0.425531914893617,0.08356660466364063,47,0.2804232804232804,0.06382978723404255,-2.7364318962368586,2,0.020000000000000004,0.0
pen_5bp_drop_50,2,SOL/USDT:USDT,1h,oos,lev_3,3.0,-0.01705773538917747,0.425531914893617,0.08452473701786165,47,0.2804232804232804,0.06382978723404255,-2.2201636254702577,2,0.020000000000000004,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,1h,oos,single,1.0,-0.06086727735460863,0.38095238095238093,0.1056126486240528,42,0.2751322751322751,-0.047619047619047616,-11.779339012876397,1,,
pen_5bp_drop_50,3,SOL/USDT:USDT,1h,oos,lev_1,1.0,-0.0549848043352822,0.38636363636363635,0.10001044849149252,44,0.2751322751322751,-0.03409090909090909,-10.028872043217065,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,1h,oos,lev_2,2.0,-0.05532627439840908,0.38636363636363635,0.1020319316067696,44,0.2751322751322751,-0.03409090909090909,-9.447989311696293,2,0.02,0.0
pen_5bp_drop_50,3,SOL/USDT:USDT,1h,oos,lev_3,3.0,-0.05202701835010503,0.38636363636363635,0.09893758787087857,44,0.2751322751322751,-0.03409090909090909,-8.773669952642486,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,1h,oos,single,1.0,-0.01885015847147861,0.4117647058823529,0.05154031671992161,34,0.2328042328042328,0.029411764705882353,-3.937849344947107,1,,
pen_5bp_drop_50,4,SOL/USDT:USDT,1h,oos,lev_1,1.0,-0.02904210158790938,0.4,0.061392682516728914,35,0.2328042328042328,0.0,-6.22390893389296,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,1h,oos,lev_2,2.0,-0.028358562881409487,0.4,0.06570002093209361,35,0.2328042328042328,0.0,-5.710078811156631,2,0.02,0.0
pen_5bp_drop_50,4,SOL/USDT:USDT,1h,oos,lev_3,3.0,-0.032405773406362456,0.4,0.06959169183485014,35,0.2328042328042328,0.0,-6.55523058151532,2,0.02,0.0
