check,arm,segment,metric,left,right,abs_diff
e 배수는 진입을 안 바꾼다,재진입끔·1.5R,full,entry_set_hash,1.0,1.0,0.0
f is_reentry 필터 ≡ 엔진 base-only,재진입끔·1.5R,full,num_trades,30587.0,30587.0,0.0
f is_reentry 필터 ≡ 엔진 base-only,재진입끔·1.5R,full,win_rate,0.4246575342465753,0.4246575342465753,0.0
f is_reentry 필터 ≡ 엔진 base-only,재진입끔·1.5R,full,total_return,-6.29875727063898,-6.29875727063898,0.0
f is_reentry 필터 ≡ 엔진 base-only,재진입끔·1.5R,full,max_drawdown,2.905928508950398,2.905928508950398,0.0
f is_reentry 필터 ≡ 엔진 base-only,재진입끔·1.5R,oos_warm,num_trades,9452.0,9452.0,0.0
f is_reentry 필터 ≡ 엔진 base-only,재진입끔·1.5R,oos_warm,win_rate,0.4205459162082099,0.4205459162082099,0.0
f is_reentry 필터 ≡ 엔진 base-only,재진입끔·1.5R,oos_warm,total_return,-3.114822803010564,-3.114822803010564,0.0
f is_reentry 필터 ≡ 엔진 base-only,재진입끔·1.5R,oos_warm,max_drawdown,2.676930817843078,2.676930817843078,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,num_trades,49431.0,49431.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,win_rate,0.40426048431146444,0.4042604843114644,5.551115123125783e-17
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,mean_net_r,-0.09810767893188604,-0.098107678931886,4.163336342344337e-17
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,gross_r,0.07690242690732474,0.0769024269073247,4.163336342344337e-17
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,cost_r,0.17501010583920915,0.1750101058392091,5.551115123125783e-17
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,stop_width_p50,0.008608235529573184,0.0086082355295731,8.500145032286355e-17
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,retap_trades,15794.0,15794.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,reentry_trades,6216.0,6216.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,total_return_flat,-29.418246687520018,-29.418246687520018,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,full,max_drawdown,20.65579126431821,20.65579126431821,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,num_trades,14825.0,14825.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,win_rate,0.4008094435075885,0.4008094435075885,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,mean_net_r,-0.11941478623732331,-0.1194147862373233,1.3877787807814457e-17
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,gross_r,0.07654604116592223,0.0765460411659222,2.7755575615628914e-17
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,cost_r,0.1959608274032462,0.1959608274032462,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,stop_width_p50,0.007237420176222316,0.0072374201762223,1.5612511283791264e-17
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,retap_trades,4824.0,4824.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,reentry_trades,1591.0,1591.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,total_return_flat,-11.06157160318877,-11.06157160318877,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입켬·1.5R,oos_warm,max_drawdown,9.956212511599691,9.956212511599691,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,num_trades,43669.0,43669.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,win_rate,0.4082529941148183,0.4082529941148183,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,mean_net_r,-0.08580431629790677,-0.0858043162979067,6.938893903907228e-17
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,gross_r,0.08565159262111287,0.0856515926211128,6.938893903907228e-17
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,cost_r,0.17145590891902013,0.1714559089190201,2.7755575615628914e-17
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,stop_width_p50,0.00880309266495049,0.0088030926649504,9.020562075079397e-17
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,retap_trades,16041.0,16041.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,reentry_trades,0.0,0.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,total_return_flat,-22.492292109766275,-22.492292109766275,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,full,max_drawdown,13.92344792733708,13.92344792733708,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,num_trades,13393.0,13393.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,win_rate,0.4035690285970283,0.4035690285970283,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,mean_net_r,-0.10982899216787703,-0.109828992167877,2.7755575615628914e-17
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,gross_r,0.08195283559948134,0.0819528355994813,4.163336342344337e-17
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,cost_r,0.19178182776735828,0.1917818277673582,8.326672684688674e-17
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,stop_width_p50,0.007420007918573656,0.0074200079185736,5.551115123125783e-17
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,retap_trades,4912.0,4912.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,reentry_trades,0.0,0.0,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,total_return_flat,-9.299702090682745,-9.299702090682745,0.0
a WAN-389 같은 팔(1.5R),매탭·재진입끔·1.5R,oos_warm,max_drawdown,8.562893534244195,8.562893534244195,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,num_trades,42733.0,42733.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,win_rate,0.41045561977862544,0.4104556197786254,5.551115123125783e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,mean_net_r,-0.08093281730744127,-0.0809328173074412,6.938893903907228e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,gross_r,0.09184817389719567,0.0918481738971956,6.938893903907228e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,cost_r,0.1727809912046365,0.1727809912046365,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,stop_width_p50,0.008669230458649875,0.0086692304586498,7.45931094670027e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,retap_trades,0.0,0.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,reentry_trades,14106.0,14106.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,total_return_flat,-20.593315964162965,-20.593315964162965,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,full,max_drawdown,10.462854647323223,10.462854647323224,1.7763568394002505e-15
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,num_trades,12945.0,12945.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,win_rate,0.40617999227500967,0.4061799922750096,5.551115123125783e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,mean_net_r,-0.10417348577632622,-0.1041734857763262,2.7755575615628914e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,gross_r,0.08942878915733656,0.0894287891573365,5.551115123125783e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,cost_r,0.19360227493366305,0.193602274933663,5.551115123125783e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,stop_width_p50,0.007338908281571869,0.0073389082815718,6.938893903907228e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,retap_trades,0.0,0.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,reentry_trades,4142.0,4142.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,total_return_flat,-8.213014180814092,-8.213014180814092,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입켬·1.5R,oos_warm,max_drawdown,7.534580727216163,7.534580727216163,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,num_trades,30587.0,30587.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,win_rate,0.4246575342465753,0.4246575342465753,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,mean_net_r,-0.04348973121481363,-0.0434897312148136,2.7755575615628914e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,gross_r,0.12664228414317577,0.1266422841431757,8.326672684688674e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,cost_r,0.17013201535798914,0.1701320153579891,2.7755575615628914e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,stop_width_p50,0.008775521323996468,0.0087755213239964,6.765421556309548e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,retap_trades,0.0,0.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,reentry_trades,0.0,0.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,total_return_flat,-6.29875727063898,-6.29875727063898,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,full,max_drawdown,2.905928508950398,2.905928508950398,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,num_trades,9452.0,9452.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,win_rate,0.4205459162082099,0.4205459162082099,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,mean_net_r,-0.06583035099700374,-0.0658303509970037,4.163336342344337e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,gross_r,0.12415872891446862,0.1241587289144686,2.7755575615628914e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,cost_r,0.18998907991147185,0.1899890799114718,5.551115123125783e-17
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,stop_width_p50,0.007481371599858705,0.0074813715998587,5.204170427930421e-18
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,retap_trades,0.0,0.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,reentry_trades,0.0,0.0,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,total_return_flat,-3.114822803010564,-3.114822803010564,0.0
a WAN-389 같은 팔(1.5R),첫탭만·재진입끔·1.5R,oos_warm,max_drawdown,2.676930817843078,2.676930817843078,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,full,num_trades ↔ num_trades,67207.0,67207.0,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,full,win_rate ↔ win_rate,0.6718942967250435,0.6718942967250435,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,full,mean_net_r ↔ mean_net_r,-0.006836669985124635,-0.0068366699851246,3.469446951953614e-17
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,full,mean_gross_r_after_slippage ↔ mean_gross_r,0.05439777908213205,0.054397779082132,4.85722573273506e-17
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,full,total_return_flat ↔ total_return_flat,-1.2600939190997578,-1.2600939190997578,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,full,max_drawdown ↔ max_drawdown,1.4187493622014922,1.4187493622014922,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,oos_warm,num_trades ↔ num_trades,20055.0,20055.0,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,oos_warm,win_rate ↔ win_rate,0.6775367738718524,0.6775367738718524,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,oos_warm,mean_net_r ↔ mean_net_r,-0.006446023955454622,-0.0064460239554546,2.168404344971009e-17
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,oos_warm,mean_gross_r_after_slippage ↔ mean_gross_r,0.06165083198753455,0.0616508319875345,4.85722573273506e-17
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,oos_warm,total_return_flat ↔ total_return_flat,-1.2126328443869556,-1.2126328443869556,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.6R,oos_warm,max_drawdown ↔ max_drawdown,2.5675677402425237,2.5675677402425237,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,full,num_trades ↔ num_trades,60986.0,60986.0,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,full,win_rate ↔ win_rate,0.5883973370937592,0.5883973370937592,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,full,mean_net_r ↔ mean_net_r,-0.03103103232888309,-0.031031032328883,9.020562075079397e-17
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,full,mean_gross_r_after_slippage ↔ mean_gross_r,0.03276082886027603,0.032760828860276,2.7755575615628914e-17
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,full,total_return_flat ↔ total_return_flat,-10.58255056313036,-10.58255056313036,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,full,max_drawdown ↔ max_drawdown,3.709598866787275,3.709598866787275,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,oos_warm,num_trades ↔ num_trades,18182.0,18182.0,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,oos_warm,win_rate ↔ win_rate,0.5892641073589264,0.5892641073589264,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,oos_warm,mean_net_r ↔ mean_net_r,-0.03945766366952529,-0.0394576636695252,9.020562075079397e-17
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,oos_warm,mean_gross_r_after_slippage ↔ mean_gross_r,0.03143194119402933,0.0314319411940293,3.469446951953614e-17
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,oos_warm,total_return_flat ↔ total_return_flat,-4.715998565799664,-4.715998565799664,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·0.8R,oos_warm,max_drawdown ↔ max_drawdown,4.50967152434317,4.50967152434317,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1R,full,num_trades ↔ num_trades,56585.0,56585.0,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1R,full,win_rate ↔ win_rate,0.5207210391446496,0.5207210391446496,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1R,full,mean_net_r ↔ mean_net_r,-0.05555003610509637,-0.0555500361050963,7.632783294297951e-17
b WAN-381 가드 0.30%,매탭·재진입켬·1R,full,mean_gross_r_after_slippage ↔ mean_gross_r,0.010355929360006172,0.0103559293600061,7.28583859910259e-17
b WAN-381 가드 0.30%,매탭·재진입켬·1R,full,total_return_flat ↔ total_return_flat,-18.68938300709383,-18.68938300709383,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1R,full,max_drawdown ↔ max_drawdown,7.5731292762721605,7.57312927627216,8.881784197001252e-16
b WAN-381 가드 0.30%,매탭·재진입켬·1R,oos_warm,num_trades ↔ num_trades,16834.0,16834.0,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1R,oos_warm,win_rate ↔ win_rate,0.5178210763930141,0.5178210763930141,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1R,oos_warm,mean_net_r ↔ mean_net_r,-0.07259418707773875,-0.0725941870777387,5.551115123125783e-17
b WAN-381 가드 0.30%,매탭·재진입켬·1R,oos_warm,mean_gross_r_after_slippage ↔ mean_gross_r,0.0007195524849932135,0.0007195524849932,1.3444106938820255e-17
b WAN-381 가드 0.30%,매탭·재진입켬·1R,oos_warm,total_return_flat ↔ total_return_flat,-7.861390670128651,-7.861390670128651,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1R,oos_warm,max_drawdown ↔ max_drawdown,7.35824386575753,7.35824386575753,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,full,num_trades ↔ num_trades,49431.0,49431.0,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,full,win_rate ↔ win_rate,0.40426048431146444,0.4042604843114644,5.551115123125783e-17
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,full,mean_net_r ↔ mean_net_r,-0.09810767893188604,-0.098107678931886,4.163336342344337e-17
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,full,mean_gross_r_after_slippage ↔ mean_gross_r,-0.028490386632524674,-0.0284903866325246,7.28583859910259e-17
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,full,total_return_flat ↔ total_return_flat,-29.418246687520018,-29.418246687520018,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,full,max_drawdown ↔ max_drawdown,20.65579126431821,20.65579126431821,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,oos_warm,num_trades ↔ num_trades,14825.0,14825.0,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,oos_warm,win_rate ↔ win_rate,0.4008094435075885,0.4008094435075885,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,oos_warm,mean_net_r ↔ mean_net_r,-0.11941478623732331,-0.1194147862373233,1.3877787807814457e-17
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,oos_warm,mean_gross_r_after_slippage ↔ mean_gross_r,-0.04210326869391761,-0.0421032686939176,6.938893903907228e-18
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,oos_warm,total_return_flat ↔ total_return_flat,-11.06157160318877,-11.06157160318877,0.0
b WAN-381 가드 0.30%,매탭·재진입켬·1.5R,oos_warm,max_drawdown ↔ max_drawdown,9.956212511599691,9.956212511599691,0.0
c 재진입 축이 실제로 걸렸나,매탭·재진입끔·0.6R,full,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,매탭·재진입끔·0.6R,oos_warm,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,매탭·재진입끔·0.8R,full,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,매탭·재진입끔·0.8R,oos_warm,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,매탭·재진입끔·1R,full,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,매탭·재진입끔·1R,oos_warm,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,매탭·재진입끔·1.5R,full,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,매탭·재진입끔·1.5R,oos_warm,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,첫탭만·재진입끔·0.6R,full,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,첫탭만·재진입끔·0.6R,oos_warm,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,첫탭만·재진입끔·0.8R,full,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,첫탭만·재진입끔·0.8R,oos_warm,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,첫탭만·재진입끔·1R,full,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,첫탭만·재진입끔·1R,oos_warm,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,첫탭만·재진입끔·1.5R,full,reentry_trades,0.0,0.0,0.0
c 재진입 축이 실제로 걸렸나,첫탭만·재진입끔·1.5R,oos_warm,reentry_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입켬·0.6R,full,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입켬·0.6R,oos_warm,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입켬·0.8R,full,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입켬·0.8R,oos_warm,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입켬·1R,full,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입켬·1R,oos_warm,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입켬·1.5R,full,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입켬·1.5R,oos_warm,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입끔·0.6R,full,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입끔·0.6R,oos_warm,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입끔·0.8R,full,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입끔·0.8R,oos_warm,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입끔·1R,full,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입끔·1R,oos_warm,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입끔·1.5R,full,retap_trades,0.0,0.0,0.0
d 재탭 축이 실제로 걸렸나,첫탭만·재진입끔·1.5R,oos_warm,retap_trades,0.0,0.0,0.0
