symbol,timeframe,segment,window,entry_mode,take_profit_r,offset_bps,retap_mode,position_mode,portfolio_leverage,combine_obs,max_zone_width_atr,fill,seed,start_time,end_time,num_bars,num_trades,win_rate,total_return,max_drawdown,sharpe,profit_factor,mean_r,fill_rate,eligible_setups,num_filled,funding_coverage
BTC/USDT:USDT,15m,full,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1784677500000,205056,658,0.574468085106383,1.4265348162462506,0.07786616736453142,36.492676342421504,1.4224597847211184,0.43617021276595747,0.756544502617801,1910,1445,0.8647003745318352
BTC/USDT:USDT,15m,full,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1784677500000,205056,682,0.5747800586510264,2.801208082524825,0.16971063191697194,31.12090717718253,1.2705275821141118,0.436950146627566,0.756544502617801,1910,1445,0.8647003745318352
BTC/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1723160700000,136704,484,0.5991735537190083,1.3068510163713027,0.07038482531685077,44.989686435082085,1.5898303411577197,0.49793388429752067,0.7526104417670683,1245,937,0.7970505617977528
BTC/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1723160700000,136704,505,0.6,2.777243254539028,0.13993785606993303,41.84258291929137,1.4546752775462761,0.5,0.7526104417670683,1245,937,0.7970505617977528
BTC/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1723161600000,1784677500000,68352,172,0.5058139534883721,0.046079794584702904,0.07786616736453124,8.595179344856454,1.0932398569877886,0.26453488372093026,0.7631975867269984,663,506,1.0
BTC/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1723161600000,1784677500000,68352,175,0.5028571428571429,0.004921553460262294,0.16971063191697194,1.5780618522033136,1.0044331291386184,0.2571428571428571,0.7631975867269984,663,506,1.0
BTC/USDT:USDT,1h,full,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1784674800000,51264,254,0.610236220472441,0.9893945855778715,0.050880373680385,27.19484204630147,1.7427683645198049,0.5255905511811023,0.709278350515464,485,344,0.8647003745318352
BTC/USDT:USDT,1h,full,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1784674800000,51264,261,0.6091954022988506,1.469861277571594,0.0729609251357566,27.10734001144661,1.6513062778727496,0.5229885057471264,0.709278350515464,485,344,0.8647003745318352
BTC/USDT:USDT,1h,is,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1723158000000,34176,169,0.6568047337278107,0.8817102472013572,0.04261686530739744,35.93680302703918,2.1680600423929235,0.6420118343195266,0.738255033557047,298,220,0.7970505617977528
BTC/USDT:USDT,1h,is,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1723158000000,34176,175,0.6514285714285715,1.2757244458073103,0.0551540804778832,37.58343151147666,2.1770650348283658,0.6285714285714286,0.738255033557047,298,220,0.7970505617977528
BTC/USDT:USDT,1h,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1723161600000,1784674800000,17088,85,0.5176470588235295,0.0572268437909981,0.05088037368038528,7.760397282354685,1.186567695105639,0.29411764705882354,0.6666666666666666,186,124,1.0
BTC/USDT:USDT,1h,oos,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1723161600000,1784674800000,17088,86,0.5232558139534884,0.08530770591402378,0.07296092513575626,7.660657018650564,1.1655085640808365,0.3081395348837209,0.6666666666666666,186,124,1.0
BTC/USDT:USDT,4h,full,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1784664000000,12816,52,0.6346153846153846,0.2580248461440513,0.05256470016774714,17.960288868970725,2.120250439696164,0.5865384615384616,0.6976744186046512,86,60,0.8647003745318352
BTC/USDT:USDT,4h,full,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1784664000000,12816,54,0.6481481481481481,0.3286883723934503,0.052564700167747155,20.94558963907182,2.3628701579991724,0.6203703703703703,0.6976744186046512,86,60,0.8647003745318352
BTC/USDT:USDT,4h,is,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1723147200000,8544,37,0.6756756756756757,0.22117994693551135,0.05256470016774714,22.27062267546892,2.5872358589403226,0.6891891891891891,0.6557377049180327,61,40,0.7970505617977528
BTC/USDT:USDT,4h,is,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1723147200000,8544,37,0.6756756756756757,0.24782836444217227,0.052564700167747155,24.283613232607753,2.7579508541582176,0.6891891891891891,0.6557377049180327,61,40,0.7970505617977528
BTC/USDT:USDT,4h,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1723161600000,1784664000000,4272,15,0.5333333333333333,0.030171556043808778,0.046766141931767945,7.871352314692047,1.4049838523098848,0.3333333333333333,0.8,25,20,1.0
BTC/USDT:USDT,4h,oos,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1723161600000,1784664000000,4272,17,0.5882352941176471,0.06480058496460424,0.033553111532670314,13.919421676192046,1.8070026624750772,0.47058823529411764,0.8,25,20,1.0
ETH/USDT:USDT,15m,full,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1784677500000,205056,806,0.5744416873449132,2.4319116459826806,0.06716887238616706,37.10115122491679,1.4403802862630535,0.43610421836228286,0.7121369294605809,1928,1373,0.8647003745318352
ETH/USDT:USDT,15m,full,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1784677500000,205056,839,0.5744934445768772,5.192854094498564,0.15990201147552507,34.31962936739346,1.3566614149989618,0.4362336114421931,0.7121369294605809,1928,1373,0.8647003745318352
ETH/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1723160700000,136704,503,0.5785288270377733,1.5239265888594997,0.06716887238616706,42.124238979317035,1.5293940375393078,0.4463220675944334,0.7102177554438861,1194,848,0.7970505617977528
ETH/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1723160700000,136704,524,0.5744274809160306,2.406442499181651,0.1571664660894592,36.69066947168548,1.3846303743208244,0.4360687022900763,0.7102177554438861,1194,848,0.7970505617977528
ETH/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1723161600000,1784677500000,68352,298,0.5604026845637584,0.3100011324632842,0.06320855804134477,24.763567182678663,1.3047948717137592,0.401006711409396,0.7142857142857143,728,520,1.0
ETH/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1723161600000,1784677500000,68352,310,0.567741935483871,0.7044837244471968,0.10766093769580247,27.529061904861358,1.3045333679272368,0.41935483870967744,0.7142857142857143,728,520,1.0
ETH/USDT:USDT,1h,full,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1784674800000,51264,250,0.628,1.291865427922825,0.09923531382306282,30.471102140182655,2.1279876095366745,0.57,0.6825053995680346,463,316,0.8647003745318352
ETH/USDT:USDT,1h,full,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1784674800000,51264,255,0.6274509803921569,1.947581205745487,0.09700812424441141,33.55524467544997,2.228016014474386,0.5686274509803921,0.6825053995680346,463,316,0.8647003745318352
ETH/USDT:USDT,1h,is,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1723158000000,34176,159,0.5723270440251572,0.4273802016549262,0.09923531382306282,19.94184776909066,1.5640933778810497,0.4308176100628931,0.6909722222222222,288,199,0.7970505617977528
ETH/USDT:USDT,1h,is,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1723158000000,34176,162,0.5740740740740741,0.6195045581729437,0.09700812424441141,23.211365828755547,1.6475408075750646,0.4351851851851852,0.6909722222222222,288,199,0.7970505617977528
ETH/USDT:USDT,1h,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1723161600000,1784674800000,17088,88,0.7159090909090909,0.5541904731200539,0.021330275323461538,50.32659300954799,3.0789243683766045,0.7897727272727273,0.6666666666666666,171,114,1.0
ETH/USDT:USDT,1h,oos,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1723161600000,1784674800000,17088,90,0.7111111111111111,0.7484365231620599,0.021959040535045018,51.62901058526703,2.9745375082670047,0.7777777777777778,0.6666666666666666,171,114,1.0
ETH/USDT:USDT,4h,full,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1784664000000,12816,68,0.6176470588235294,0.36797233243013305,0.04711524117818985,18.144179414812896,2.1175042952561793,0.5441176470588235,0.7,120,84,0.8647003745318352
ETH/USDT:USDT,4h,full,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1784664000000,12816,69,0.6231884057971014,0.40073726543803606,0.04711524117818961,19.060890242110446,2.185457744062603,0.5579710144927537,0.7,120,84,0.8647003745318352
ETH/USDT:USDT,4h,is,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1723147200000,8544,43,0.6046511627906976,0.19818600958073077,0.04711524117818985,16.581818927915382,1.983735092469398,0.5116279069767442,0.7162162162162162,74,53,0.7970505617977528
ETH/USDT:USDT,4h,is,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1723147200000,8544,44,0.6136363636363636,0.22705651737617444,0.04711524117818961,18.06800510411987,2.09712511618358,0.5340909090909091,0.7162162162162162,74,53,0.7970505617977528
ETH/USDT:USDT,4h,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1723161600000,1784664000000,4272,22,0.5909090909090909,0.09348490631605255,0.02151911834697082,15.338473444274525,1.9068270167466825,0.4772727272727273,0.7,40,28,1.0
ETH/USDT:USDT,4h,oos,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1723161600000,1784664000000,4272,22,0.5909090909090909,0.09333144682395432,0.02151911834697082,15.305553468358175,1.9040313685687937,0.4772727272727273,0.7,40,28,1.0
SOL/USDT:USDT,15m,full,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1784677500000,205056,1172,0.5708191126279863,6.03449705418954,0.14523062600629208,35.85575014775646,1.5442786411421028,0.42704778156996587,0.7295597484276729,2226,1624,0.8764044943820225
SOL/USDT:USDT,15m,full,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1784677500000,205056,1201,0.5670274771024146,15.215675528049696,0.1659910559842992,36.47046871686969,1.4797698935526538,0.41756869275603664,0.7295597484276729,2226,1624,0.8764044943820225
SOL/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,1.28,baseline,0,1600128000000,1723160700000,136704,768,0.5651041666666666,2.8142495543180885,0.14523062600629208,34.99219329589147,1.529320355034489,0.4127604166666667,0.7231833910034602,1445,1045,0.8146067415730337
SOL/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,multi,3.0,False,1.28,baseline,0,1600128000000,1723160700000,136704,786,0.5623409669211196,5.442461372109057,0.1659910559842992,37.14836716077662,1.528937818522019,0.405852417302799,0.7231833910034602,1445,1045,0.8146067415730337
