scope,arm,width_label,width_threshold,guard,reentry,segment,num_cells,num_symbols,num_trades,win_rate,total_return,mean_net_r,max_drawdown,peak_concurrency,liquidation_events,symbols_below_gate,min_symbol_trades,adopted_point
15m+1h+2h+4h,bollinger,1.55,1.55,0.0,True,oos,48,12,15671,0.4004211601046519,-0.999998690376012,-0.3172254928072681,0.9999988071140754,13,0,0,1111,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0,False,full,48,12,41245,0.4140138198569523,-0.9999999999787886,-0.2486304750199047,0.999999999987192,17,0,0,3305,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0,False,is,48,12,27363,0.4187771808646712,-0.9999990470911662,-0.220376099044991,0.9999994442277352,17,0,0,2134,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0,False,oos_warm,48,12,13882,0.4046246938481487,-0.9999777400384848,-0.3043230618086624,0.9999807134012512,12,0,0,1056,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0,False,oos,48,12,13649,0.4042787017363909,-0.9999750497285548,-0.3084729450685889,0.9999772214544078,12,0,0,1054,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0025,True,full,48,12,39874,0.4079099162361438,-0.9999999999995632,-0.1117641023988035,0.9999999999996564,17,0,0,2476,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0025,True,is,48,12,27392,0.4110324182242991,-0.9999999746290424,-0.0968587563889647,0.999999978741204,17,0,0,1943,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0025,True,oos_warm,48,12,12480,0.4011217948717949,-0.9999827804554752,-0.1443138137042361,0.9999867748702028,13,0,0,533,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0025,True,oos,48,12,12176,0.3993101182654402,-0.999984512896588,-0.1500999075058104,0.9999861838279808,13,0,0,533,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0025,False,full,48,12,33303,0.4147674383689157,-0.999999995661437,-0.0952864725319035,0.9999999978295152,17,0,0,2134,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0025,False,is,48,12,22565,0.4193219587857301,-0.999979287076578,-0.0766637529673596,0.9999898641496656,17,0,0,1657,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0025,False,oos_warm,48,12,10737,0.4052342367514203,-0.9997905383295812,-0.1343260696262109,0.9998168230226212,12,0,0,477,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.0025,False,oos,48,12,10520,0.4051330798479087,-0.9997573026045188,-0.1356288570115372,0.9997786255205624,12,0,0,477,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.003,True,full,48,12,37607,0.4069721062568139,-0.9999999999980486,-0.1040319960209881,0.9999999999985276,17,0,0,2203,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.003,True,is,48,12,26045,0.4092532155884046,-0.9999999509846152,-0.0926451678148906,0.9999999587993086,17,0,0,1765,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.003,True,oos_warm,48,12,11562,0.4018335928040131,-0.9999601940143572,-0.1296823973899407,0.9999706736032378,13,0,0,438,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.003,True,oos,48,12,11259,0.3998578914646061,-0.9999653588734292,-0.13569214889683,0.9999704818775974,13,0,0,438,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.003,False,full,48,12,31229,0.4139421691376605,-0.9999999845718316,-0.0864238896289067,0.9999999925521114,17,0,0,1863,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.003,False,is,48,12,21357,0.4174743643770192,-0.99996620655191,-0.0719527853722417,0.9999832832778732,17,0,0,1485,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.003,False,oos_warm,48,12,9872,0.4063006482982171,-0.99954345681436,-0.1177305522716958,0.9996188847687464,12,0,0,378,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.003,False,oos,48,12,9655,0.4060072501294666,-0.9994895001113976,-0.119373390328817,0.9995362000979549,12,0,0,378,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.004,True,full,48,12,32368,0.4063890261987147,-0.9999999999234488,-0.0864373889664221,0.9999999999520384,17,0,0,1742,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.004,True,is,48,12,22819,0.4086506858319821,-0.9999995947824428,-0.0767933207360292,0.9999997018271324,17,0,0,1438,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.004,True,oos_warm,48,12,9549,0.4009843962718609,-0.9998110864660944,-0.1094835710744289,0.999866725518049,13,0,0,304,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.004,True,oos,48,12,9270,0.3990291262135922,-0.9998338843531344,-0.1151557833219645,0.9998643867540944,13,0,0,304,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.004,False,full,48,12,26919,0.4137226494297708,-0.9999997189326728,-0.0683438870824851,0.999999893801612,17,0,0,1470,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.004,False,is,48,12,18742,0.417244691068189,-0.9998331730812288,-0.0555752244858823,0.99993095874298,17,0,0,1211,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.004,False,oos_warm,48,12,8177,0.405649993885288,-0.998315215978146,-0.097610155198607,0.9986658553715424,12,0,0,259,False
15m+1h+2h+4h,bollinger,1.55,1.55,0.004,False,oos,48,12,7972,0.4054189663823382,-0.9981219184098974,-0.0988572596472649,0.9983689415310248,12,0,0,259,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0,True,full,48,12,40115,0.4070547176866508,-0.9999999999990732,-0.2741929225891486,0.999999999999119,14,0,0,3093,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0,True,is,48,12,26689,0.4104312638165536,-0.9999999275669204,-0.2495149898908705,0.999999935575921,14,0,0,2124,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0,True,oos_warm,48,12,13426,0.4004171011470281,-0.999987275898168,-0.323062250266099,0.9999883474614448,11,0,0,948,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0,True,oos,48,12,13121,0.3989025226735767,-0.9999874688722646,-0.3317463742870791,0.9999881111144124,11,0,0,945,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0,False,full,48,12,33114,0.4152926254756296,-0.9999999899493832,-0.2603890587756143,0.9999999943489728,13,0,0,2661,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0,False,is,48,12,21736,0.4209606183290393,-0.999947235889664,-0.2301567631120092,0.999971326580852,13,0,0,1688,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0,False,oos_warm,48,12,11378,0.4044647565477237,-0.9998095179378068,-0.3181434249686269,0.9998227921186136,10,0,0,881,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0,False,oos,48,12,11165,0.4045678459471563,-0.9997540052683482,-0.3219158104309612,0.9997596853443071,10,0,0,878,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0025,True,full,48,12,32249,0.4089739216719898,-0.9999999997062844,-0.1130955309288649,0.9999999997870588,14,0,0,1994,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0025,True,is,48,12,21913,0.4122210559941587,-0.9999977765833148,-0.0976124072820645,0.9999983639631436,14,0,0,1567,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0025,True,oos_warm,48,12,10336,0.4020897832817337,-0.999867898741162,-0.1459207716866393,0.9998868443560128,11,0,0,427,False
15m+1h+2h+4h,bollinger,1.28,1.28,0.0025,True,oos,48,12,10044,0.4004380724810832,-0.999867619820444,-0.1514991923487882,0.9998754833292642,11,0,0,427,False
