symbol,timeframe,segment,lens,unit,buffer,eligible,filled,num_trades,fill_rate,total_return,max_drawdown,win_rate,sharpe,mean_gross_r,n_take_profit,n_stop_loss,n_end_of_data,would_be_stopped,rescued_tp,deeper_sl,unclosed_eod,rescue_net_r
BTC/USDT:USDT,4h,is,pen_5bp,atr,0.1,61,38,35,0.6229508196721312,0.1516538716860179,0.0522235133692528,0.6571428571428571,17.516604226330728,0.519953365639595,23,12,0,12,0,12,0,-1.179485238908468
BTC/USDT:USDT,4h,is,pen_5bp,atr,0.25,61,38,35,0.6229508196721312,0.1127920939345562,0.0523572906991894,0.6571428571428571,14.337123447067416,0.3902336233724787,23,12,0,12,0,12,0,-2.9487130972711655
BTC/USDT:USDT,4h,is,pen_5bp,atr,0.5,61,38,35,0.6229508196721312,0.0893827904037911,0.0541263657237565,0.6857142857142857,12.957994179952198,0.3046493855305849,24,11,0,12,1,11,0,-2.868746142294036
BTC/USDT:USDT,4h,oos_warm,baseline,atr,0.0,25,20,15,0.8,0.0301715560438087,0.0467661419317679,0.5333333333333333,7.871352314692047,0.3333333333333331,8,7,0,0,0,0,0,0.0
BTC/USDT:USDT,4h,oos_warm,baseline,atr,0.1,25,20,15,0.8,0.021306737167896,0.0486913145247982,0.5333333333333333,5.896678507735297,0.2444619586279771,8,7,0,7,0,7,0,-0.7330277269376726
BTC/USDT:USDT,4h,oos_warm,baseline,atr,0.25,25,20,15,0.8,0.0326170220120215,0.0305585752014511,0.6,9.578548816754422,0.289603820301976,9,6,0,7,1,6,0,0.953951125882639
BTC/USDT:USDT,4h,oos_warm,baseline,atr,0.5,25,20,15,0.8,0.0144665702334588,0.0374530536039257,0.6,4.7545377338166785,0.1620134071683429,9,6,0,7,1,6,0,-0.5920977482347745
BTC/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.0,25,16,13,0.64,0.0309502629834083,0.0395407056323266,0.5384615384615384,8.850623684797526,0.3461538461538467,7,6,0,0,0,0,0,0.0
BTC/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.1,25,16,13,0.64,0.0228613145776891,0.040746564647338,0.5384615384615384,6.9492803573820865,0.2666765829555484,7,6,0,6,0,6,0,-0.616493000292613
BTC/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.25,25,16,13,0.64,0.0353762292686396,0.0213400224317902,0.6153846153846154,11.633072990675064,0.3400601869699325,8,5,0,6,1,5,0,1.2452879424953085
BTC/USDT:USDT,4h,oos_warm,pen_5bp,atr,0.5,25,16,13,0.64,0.0200753401054551,0.026578321145185,0.6153846153846154,7.402712153799505,0.2125636859153566,8,5,0,6,1,5,0,-0.0094241150094356
