window_index,symbol,timeframe,variant,is_start_time,is_end_time,oos_start_time,oos_end_time,is_num_bars,oos_num_bars,is_total_return,is_max_drawdown,is_win_rate,is_profit_factor,is_sharpe,is_num_trades,is_avg_trade_return,is_fill_rate,is_num_penetrations,oos_total_return,oos_max_drawdown,oos_win_rate,oos_profit_factor,oos_sharpe,oos_num_trades,oos_avg_trade_return,oos_fill_rate,oos_num_penetrations,return_gap,profit_factor_gap
1,ETH/USDT:USDT,4h,B,1697140800000,1728691200000,1728705600000,1736582400000,2192,548,-0.06479486030072712,0.14612687810892394,0.3,0.5677005710014522,-9.16773808732486,10,-0.006229878526883022,0.3333333333333333,0.0,0.21149632079703243,0.01165779434767026,0.8333333333333334,15.800339208149845,50.450479316281104,6,0.03287081328131495,0.6,0.0,-0.2762911810977595,-15.232638637148392
2,ETH/USDT:USDT,4h,A,1705032000000,1736582400000,1736596800000,1744473600000,2192,548,-0.07282913824983533,0.13988832588193728,0.3,0.6252115018643097,-6.044954223182192,10,-0.006409906717681416,,,0.042632176437925044,0.0070402345892258845,0.5,6.767012620819893,24.925794271668018,2,0.020834997647275463,,,-0.11546131468776039,-6.141801118955583
2,ETH/USDT:USDT,4h,B,1705032000000,1736582400000,1736596800000,1744473600000,2192,548,0.05460979439932344,0.14612687810892422,0.35294117647058826,1.2765611680532354,4.952376422428775,17,0.0036945163110037446,0.4857142857142857,0.0,0.021379117501638394,0.03580008346795571,0.5,1.5637490853486673,8.17755448222853,2,0.011751071063901063,0.2,0.0,0.033230676897685045,-0.2871879172954319
3,ETH/USDT:USDT,4h,A,1712923200000,1744473600000,1744488000000,1752364800000,2192,548,-0.033943530336764706,0.13933223303697687,0.36363636363636365,0.8306300559476453,-1.8643330406766057,11,-0.0019882722148465235,,,-0.12539389438864326,0.12539389438864326,0.0,0.0,-78.58330367347588,3,-0.0437537756941043,,,0.09145036405187856,0.8306300559476453
3,ETH/USDT:USDT,4h,B,1712923200000,1744473600000,1744488000000,1752364800000,2192,548,0.17970921096492,0.06481750235419913,0.4375,2.0902063068403387,14.272765580091065,16,0.010976362925918678,0.41025641025641024,0.0,-0.010025789796974459,0.10507457923483143,0.4,0.9045840595319655,-0.9871330954301396,5,-0.001042527710080482,0.45454545454545453,0.0,0.18973500076189448,1.1856222473083733
4,ETH/USDT:USDT,4h,A,1720814400000,1752364800000,1752379200000,1760256000000,2192,548,-0.07186813300672457,0.12334231586423311,0.3333333333333333,0.701700995337377,-5.388365337988823,12,-0.005576784749257953,,,0.024668830535956657,0.0,1.0,,,1,0.024668830535956567,,,-0.09653696354268122,
4,ETH/USDT:USDT,4h,B,1720814400000,1752364800000,1752379200000,1760256000000,2192,548,0.2252637253892057,0.13711298399581986,0.5,1.8949429640641846,14.022212401552435,18,0.012111727419077858,0.4186046511627907,0.0,0.034775737704382116,0.02020452991000766,0.5,2.7211851925917476,15.56991424557325,2,0.017954747601575984,0.4,0.0,0.19048798768482358,-0.826242228527563
5,ETH/USDT:USDT,4h,A,1728705600000,1760256000000,1760270400000,1768147200000,2192,548,-0.10325778578525333,0.1635777796908658,0.36363636363636365,0.6129185093679905,-8.200908962784414,11,-0.009030814562385024,,,0.016689736793938936,0.022291214665437126,0.5,1.7200071871963085,9.357741258423493,2,0.008567590384192888,,,-0.11994752257919226,-1.107088677828318
5,ETH/USDT:USDT,4h,B,1728705600000,1760256000000,1760270400000,1768147200000,2192,548,0.3102272994307803,0.1371129839958199,0.625,2.3978297437637646,20.048858300751906,16,0.01783781853582474,0.43243243243243246,0.0,0.03657217632263964,0.018113484874675775,0.6666666666666666,2.9125400591829167,17.726851113058228,3,0.012396406111025602,0.3,0.0,0.27365512310814066,-0.5147103154191521
6,ETH/USDT:USDT,4h,A,1736596800000,1768147200000,1768161600000,1776038400000,2192,548,-0.09622188949498868,0.17464726831557845,0.3333333333333333,0.5287816613652263,-11.674108559347028,9,-0.010093606915270583,,,0.0,0.0,0.0,,,0,,,,-0.09622188949498868,
