timeframe,segment,feature,quantile,quantile_rank,axis_min,axis_max,n,death_rate,ambiguous_rate,winner_rate,mean_r
15m,oos,rvol_sma20,Q3,3,1.4561831310745408,7.01857473118541,855,0.13450292397660818,0.2970760233918129,0.5684210526315789,0.42105263157894735
15m,oos,rvol_sma50,Q1,1,0.16116566730380424,0.7834421084707277,856,0.11448598130841121,0.3177570093457944,0.5677570093457944,0.41939252336448596
15m,oos,rvol_sma50,Q2,2,0.7835079920466096,1.3337922647712568,855,0.1672514619883041,0.3169590643274854,0.5157894736842106,0.2894736842105263
15m,oos,rvol_sma50,Q3,3,1.3351871157405097,7.148828699488038,856,0.1413551401869159,0.286214953271028,0.572429906542056,0.4310747663551402
15m,oos,reg_4h_trend,Q1,1,-0.3537705423972859,-0.05449544725948885,856,0.1366822429906542,0.3037383177570093,0.5595794392523364,0.3989485981308411
15m,oos,reg_4h_trend,Q2,2,-0.054426477330802636,0.029043095671313912,855,0.14736842105263157,0.3192982456140351,0.5333333333333333,0.3333333333333333
15m,oos,reg_4h_trend,Q3,3,0.02919545388174183,1.4080152629598164,856,0.13901869158878505,0.29789719626168226,0.5630841121495327,0.4077102803738318
15m,oos,reg_4h_ema_slope,Q1,1,-0.04323739860501032,-0.0049623330541804745,856,0.14485981308411214,0.308411214953271,0.5467289719626168,0.36682242990654207
15m,oos,reg_4h_ema_slope,Q2,2,-0.004961834292721874,0.003105788682108184,855,0.14385964912280702,0.3169590643274854,0.5391812865497077,0.347953216374269
15m,oos,reg_4h_ema_slope,Q3,3,0.003113488915274185,0.052802288181674574,856,0.13434579439252337,0.2955607476635514,0.5700934579439252,0.4252336448598131
15m,oos,reg_4h_vol_pctl,Q1,1,0.0,0.19498069498069498,856,0.14369158878504673,0.32009345794392524,0.5362149532710281,0.3405373831775701
15m,oos,reg_4h_vol_pctl,Q2,2,0.19499478623566216,0.48279457768508866,855,0.1415204678362573,0.3064327485380117,0.552046783625731,0.38011695906432746
15m,oos,reg_4h_vol_pctl,Q3,3,0.48359073359073357,0.9845559845559846,856,0.1378504672897196,0.29439252336448596,0.5677570093457944,0.41939252336448596
15m,oos,reg_4h_dev_pctl,Q1,1,0.0,0.29888983774551664,856,0.1425233644859813,0.3235981308411215,0.5338785046728972,0.334696261682243
15m,oos,reg_4h_dev_pctl,Q2,2,0.29922779922779924,0.5859073359073359,855,0.14502923976608187,0.30526315789473685,0.5497076023391813,0.3742690058479532
15m,oos,reg_4h_dev_pctl,Q3,3,0.5860271115745568,1.0,856,0.13551401869158877,0.29205607476635514,0.572429906542056,0.4310747663551402
15m,oos,reg_1d_trend,Q1,1,-0.4858430320408774,-0.12799935467165113,856,0.13317757009345793,0.32710280373831774,0.5397196261682243,0.3492990654205608
15m,oos,reg_1d_trend,Q2,2,-0.12797665431844452,0.10065437146904355,855,0.14385964912280702,0.30058479532163745,0.5555555555555556,0.3888888888888889
15m,oos,reg_1d_trend,Q3,3,0.10089171825366683,2.837747186723523,856,0.14602803738317757,0.2932242990654206,0.5607476635514018,0.40186915887850466
15m,oos,reg_1d_ema_slope,Q1,1,-0.07756450209882272,-0.014520790534817017,856,0.13317757009345793,0.3317757009345794,0.5350467289719626,0.33761682242990654
15m,oos,reg_1d_ema_slope,Q2,2,-0.014486847531690869,0.009752206529059029,855,0.13567251461988303,0.3157894736842105,0.5485380116959064,0.3713450292397661
15m,oos,reg_1d_ema_slope,Q3,3,0.009755525011879805,0.06974830412263765,856,0.1542056074766355,0.2733644859813084,0.572429906542056,0.4310747663551402
15m,oos,reg_1d_vol_pctl,Q1,1,0.0,0.20206362854686155,856,0.13551401869158877,0.3060747663551402,0.5584112149532711,0.39602803738317754
15m,oos,reg_1d_vol_pctl,Q2,2,0.2021505376344086,0.4774193548387097,855,0.14853801169590644,0.30058479532163745,0.5508771929824562,0.37719298245614036
15m,oos,reg_1d_vol_pctl,Q3,3,0.4778625954198473,0.9661229611041405,856,0.13901869158878505,0.3142523364485981,0.5467289719626168,0.36682242990654207
15m,oos,reg_1d_dev_pctl,Q1,1,0.0,0.2982625482625483,856,0.14018691588785046,0.30957943925233644,0.5502336448598131,0.3755841121495327
15m,oos,reg_1d_dev_pctl,Q2,2,0.2982832618025751,0.5675675675675675,855,0.1391812865497076,0.30526315789473685,0.5555555555555556,0.3888888888888889
15m,oos,reg_1d_dev_pctl,Q3,3,0.5681818181818182,1.0,856,0.14369158878504673,0.3060747663551402,0.5502336448598131,0.3755841121495327
15m,oos,band_lower_slope_3_atr,Q1,1,-1.3977792196064216,-0.22573534283157198,856,0.10397196261682243,0.2850467289719626,0.610981308411215,0.5274532710280374
15m,oos,band_lower_slope_3_atr,Q2,2,-0.2251549026352792,-0.03602184175220424,855,0.14269005847953217,0.30058479532163745,0.5567251461988304,0.391812865497076
15m,oos,band_lower_slope_3_atr,Q3,3,-0.03589055509555992,0.5016245129317667,856,0.1764018691588785,0.3352803738317757,0.4883177570093458,0.2207943925233645
15m,oos,band_lower_slope_3_pct,Q1,1,-0.027330373814422437,-0.0012543230483812841,856,0.10514018691588785,0.2733644859813084,0.6214953271028038,0.5537383177570093
15m,oos,band_lower_slope_3_pct,Q2,2,-0.0012498091965328952,-0.00017930169806008108,855,0.13333333333333333,0.3134502923976608,0.5532163742690058,0.3830409356725146
15m,oos,band_lower_slope_3_pct,Q3,3,-0.00017921918547443187,0.005076134254602253,856,0.18457943925233644,0.3341121495327103,0.48130841121495327,0.20327102803738317
15m,oos,band_lower_slope_5_atr,Q1,1,-1.0935319973710111,-0.17174678236508945,856,0.0911214953271028,0.286214953271028,0.6226635514018691,0.5566588785046729
15m,oos,band_lower_slope_5_atr,Q2,2,-0.17153723929148035,-0.016134874997920424,855,0.17309941520467836,0.2994152046783626,0.5274853801169591,0.31871345029239767
15m,oos,band_lower_slope_5_atr,Q3,3,-0.016115788164776792,0.39235644325376257,856,0.1588785046728972,0.3352803738317757,0.5058411214953271,0.26460280373831774
15m,oos,band_lower_slope_5_pct,Q1,1,-0.016288165339310774,-0.0009697516664792044,856,0.0911214953271028,0.27102803738317754,0.6378504672897196,0.594626168224299
15m,oos,band_lower_slope_5_pct,Q2,2,-0.0009641283092926348,-8.068591797307576e-05,855,0.1695906432748538,0.3146198830409357,0.5157894736842106,0.2894736842105263
15m,oos,band_lower_slope_5_pct,Q3,3,-8.034525707536927e-05,0.004363853319490527,856,0.16238317757009346,0.3352803738317757,0.5023364485981309,0.2558411214953271
1h,is,rvol_sma20,Q1,1,0.18721012010354768,0.8755935503754501,484,0.08264462809917356,0.3037190082644628,0.6136363636363636,0.5340909090909091
1h,is,rvol_sma20,Q2,2,0.875594840997156,1.271560173346498,482,0.13485477178423236,0.25933609958506226,0.6058091286307054,0.5145228215767634
1h,is,rvol_sma20,Q3,3,1.2730195174005599,4.712710327358985,482,0.0975103734439834,0.27385892116182575,0.6286307053941909,0.5715767634854771
1h,is,rvol_sma50,Q1,1,0.1511488072222944,0.7956516283708518,483,0.08281573498964803,0.2919254658385093,0.6252587991718427,0.5631469979296067
1h,is,rvol_sma50,Q2,2,0.7961426822701766,1.185086561007978,482,0.11618257261410789,0.2697095435684647,0.6141078838174274,0.5352697095435685
1h,is,rvol_sma50,Q3,3,1.1854131717096157,5.151779449188598,483,0.11594202898550725,0.2753623188405797,0.6086956521739131,0.5217391304347826
1h,is,reg_4h_trend,Q1,1,-0.584740492824806,-0.04876499193997963,483,0.13664596273291926,0.2484472049689441,0.6149068322981367,0.5372670807453416
1h,is,reg_4h_trend,Q2,2,-0.048523363619119464,0.038430277800377555,482,0.08713692946058091,0.34024896265560167,0.5726141078838174,0.4315352697095436
1h,is,reg_4h_trend,Q3,3,0.038754632085715945,1.0532016081349442,483,0.09109730848861283,0.2484472049689441,0.660455486542443,0.6511387163561076
1h,is,reg_4h_ema_slope,Q1,1,-0.07845333061231323,-0.003956884542925652,483,0.13664596273291926,0.2691511387163561,0.5942028985507246,0.4855072463768116
1h,is,reg_4h_ema_slope,Q2,2,-0.003917745755026898,0.004969119374479953,482,0.08298755186721991,0.3278008298755187,0.5892116182572614,0.4730290456431535
1h,is,reg_4h_ema_slope,Q3,3,0.0049702044609757565,0.05326039753649049,483,0.09523809523809523,0.2401656314699793,0.6645962732919255,0.6614906832298136
1h,is,reg_4h_vol_pctl,Q1,1,0.0,0.4339622641509434,483,0.07867494824016563,0.3084886128364389,0.6128364389233955,0.5320910973084886
1h,is,reg_4h_vol_pctl,Q2,2,0.43478260869565216,0.7429718875502008,482,0.12448132780082988,0.31950207468879666,0.5560165975103735,0.3900414937759336
1h,is,reg_4h_vol_pctl,Q3,3,0.7430830039525692,1.0,483,0.11180124223602485,0.20910973084886128,0.6790890269151139,0.6977225672877847
1h,is,reg_4h_dev_pctl,Q1,1,0.0,0.3584905660377358,483,0.08695652173913043,0.32919254658385094,0.5838509316770186,0.45962732919254656
1h,is,reg_4h_dev_pctl,Q2,2,0.3593073593073593,0.7075098814229249,482,0.10580912863070539,0.2717842323651452,0.6224066390041494,0.5560165975103735
1h,is,reg_4h_dev_pctl,Q3,3,0.7079646017699115,1.0,483,0.12215320910973085,0.2360248447204969,0.6418219461697723,0.6045548654244306
1h,is,reg_1d_trend,Q1,1,-0.6996097089399551,-0.0942842166198844,483,0.12008281573498965,0.29606625258799174,0.5838509316770186,0.45962732919254656
1h,is,reg_1d_trend,Q2,2,-0.09305526894668692,0.13955222845381665,483,0.09316770186335403,0.2753623188405797,0.6314699792960663,0.5786749482401656
1h,is,reg_1d_trend,Q3,3,0.13973367337854103,5.7222255919549205,482,0.1016597510373444,0.26556016597510373,0.6327800829875518,0.5819502074688797
1h,is,reg_1d_ema_slope,Q1,1,-0.23639723013594938,-0.010441154301969964,483,0.11801242236024845,0.2981366459627329,0.5838509316770186,0.45962732919254656
1h,is,reg_1d_ema_slope,Q2,2,-0.01039329777342036,0.012938989131848681,482,0.08506224066390042,0.27385892116182575,0.6410788381742739,0.6026970954356846
1h,is,reg_1d_ema_slope,Q3,3,0.01297757432291739,0.11348172147639768,482,0.11203319502074689,0.26348547717842324,0.6244813278008299,0.5612033195020747
1h,is,reg_1d_vol_pctl,Q1,1,0.0,0.4448979591836735,482,0.08298755186721991,0.2863070539419087,0.6307053941908713,0.5767634854771784
1h,is,reg_1d_vol_pctl,Q2,2,0.44528301886792454,0.7526881720430108,482,0.09336099585062241,0.2946058091286307,0.6120331950207469,0.5300829875518672
1h,is,reg_1d_vol_pctl,Q3,3,0.7534246575342466,1.0,482,0.13900414937759337,0.2551867219917012,0.6058091286307054,0.5145228215767634
1h,is,reg_1d_dev_pctl,Q1,1,0.0,0.3413654618473896,483,0.09316770186335403,0.2691511387163561,0.6376811594202898,0.5942028985507246
1h,is,reg_1d_dev_pctl,Q2,2,0.341991341991342,0.7188755020080321,482,0.11203319502074689,0.2987551867219917,0.5892116182572614,0.4730290456431535
1h,is,reg_1d_dev_pctl,Q3,3,0.7204301075268817,1.0,483,0.10973084886128365,0.2691511387163561,0.6211180124223602,0.5527950310559007
1h,is,band_lower_slope_3_atr,Q1,1,-0.9389489752327123,-0.17339153354735962,483,0.08695652173913043,0.23809523809523808,0.6749482401656315,0.6873706004140787
1h,is,band_lower_slope_3_atr,Q2,2,-0.1732156787382791,-0.002317144509363208,482,0.11618257261410789,0.29045643153526973,0.5933609958506224,0.483402489626556
1h,is,band_lower_slope_3_atr,Q3,3,-0.0021357198828438426,0.5636880892156474,483,0.11180124223602485,0.3084886128364389,0.5797101449275363,0.4492753623188406
1h,is,band_lower_slope_3_pct,Q1,1,-0.07610081609881754,-0.0022630255036996455,483,0.09109730848861283,0.22153209109730848,0.6873706004140787,0.7184265010351967
1h,is,band_lower_slope_3_pct,Q2,2,-0.0022611208885555912,-1.710711714740413e-05,482,0.11203319502074689,0.3070539419087137,0.5809128630705395,0.45228215767634855
1h,is,band_lower_slope_3_pct,Q3,3,-1.6538815747941943e-05,0.010553608323919977,483,0.11180124223602485,0.3084886128364389,0.5797101449275363,0.4492753623188406
1h,is,band_lower_slope_5_atr,Q1,1,-0.7723720382620384,-0.12952822160817698,483,0.08281573498964803,0.22153209109730848,0.6956521739130435,0.7391304347826086
1h,is,band_lower_slope_5_atr,Q2,2,-0.1291786797858781,0.008783347519155648,482,0.11618257261410789,0.3070539419087137,0.5767634854771784,0.44190871369294604
1h,is,band_lower_slope_5_atr,Q3,3,0.0091151631351602,0.5096073596904156,483,0.11594202898550725,0.3084886128364389,0.5755693581780539,0.4389233954451346
1h,is,band_lower_slope_5_pct,Q1,1,-0.05692007117220831,-0.0017517100709008645,483,0.08074534161490683,0.22567287784679088,0.6935817805383023,0.7339544513457557
1h,is,band_lower_slope_5_pct,Q2,2,-0.0017457756630833775,8.013675147160966e-05,482,0.11825726141078838,0.3049792531120332,0.5767634854771784,0.44190871369294604
1h,is,band_lower_slope_5_pct,Q3,3,8.190547690573788e-05,0.012259893779667226,483,0.11594202898550725,0.3064182194616977,0.577639751552795,0.4440993788819876
1h,oos,rvol_sma20,Q1,1,0.274173659664106,0.8179745865618748,257,0.13618677042801555,0.3346303501945525,0.5291828793774319,0.3229571984435798
1h,oos,rvol_sma20,Q2,2,0.8186272596869405,1.332855340484845,257,0.13618677042801555,0.33852140077821014,0.5252918287937743,0.3132295719844358
1h,oos,rvol_sma20,Q3,3,1.3378709900156511,3.944498656649266,255,0.14901960784313725,0.25882352941176473,0.592156862745098,0.4803921568627451
1h,oos,rvol_sma50,Q1,1,0.25727307544349026,0.7721482768527026,258,0.13178294573643412,0.32558139534883723,0.5426356589147286,0.35658914728682173
1h,oos,rvol_sma50,Q2,2,0.7724169673425326,1.1811888180409555,255,0.1568627450980392,0.3333333333333333,0.5098039215686274,0.27450980392156865
1h,oos,rvol_sma50,Q3,3,1.1815862008437887,4.345803678803236,256,0.1328125,0.2734375,0.59375,0.484375
1h,oos,reg_4h_trend,Q1,1,-0.3501271020039226,-0.05305318760551625,258,0.11627906976744186,0.2751937984496124,0.6085271317829457,0.5213178294573644
1h,oos,reg_4h_trend,Q2,2,-0.05233186827397884,0.01712645951273939,255,0.17647058823529413,0.33725490196078434,0.48627450980392156,0.21568627450980393
1h,oos,reg_4h_trend,Q3,3,0.01732017680590614,0.6332511013210504,256,0.12890625,0.3203125,0.55078125,0.376953125
1h,oos,reg_4h_ema_slope,Q1,1,-0.04257073530005909,-0.0039227854090456695,257,0.13618677042801555,0.27626459143968873,0.5875486381322957,0.4688715953307393
1h,oos,reg_4h_ema_slope,Q2,2,-0.0038420257496537937,0.00262352210647253,256,0.15234375,0.34375,0.50390625,0.259765625
1h,oos,reg_4h_ema_slope,Q3,3,0.0026246223349287085,0.040359115532525594,256,0.1328125,0.3125,0.5546875,0.38671875
1h,oos,reg_4h_vol_pctl,Q1,1,0.0,0.21991701244813278,257,0.1828793774319066,0.3424124513618677,0.47470817120622566,0.1867704280155642
1h,oos,reg_4h_vol_pctl,Q2,2,0.22040816326530613,0.47346938775510206,256,0.125,0.328125,0.546875,0.3671875
1h,oos,reg_4h_vol_pctl,Q3,3,0.4738955823293173,0.9678714859437751,256,0.11328125,0.26171875,0.625,0.5625
1h,oos,reg_4h_dev_pctl,Q1,1,0.0,0.3008849557522124,257,0.15953307392996108,0.3852140077821012,0.45525291828793774,0.13813229571984437
1h,oos,reg_4h_dev_pctl,Q2,2,0.3010752688172043,0.5809128630705395,256,0.15234375,0.28125,0.56640625,0.416015625
1h,oos,reg_4h_dev_pctl,Q3,3,0.5811320754716981,1.0,256,0.109375,0.265625,0.625,0.5625
1h,oos,reg_1d_trend,Q1,1,-0.4762496957374429,-0.12577135697199004,257,0.12840466926070038,0.32684824902723736,0.5447470817120622,0.36186770428015563
1h,oos,reg_1d_trend,Q2,2,-0.12568726397318797,0.10318811368658842,256,0.12890625,0.33203125,0.5390625,0.34765625
1h,oos,reg_1d_trend,Q3,3,0.10355171046368983,2.206352341728288,256,0.1640625,0.2734375,0.5625,0.40625
1h,oos,reg_1d_ema_slope,Q1,1,-0.07172264891940162,-0.014254753557529478,257,0.14785992217898833,0.32684824902723736,0.5252918287937743,0.3132295719844358
1h,oos,reg_1d_ema_slope,Q2,2,-0.01416689643772352,0.009939850742628856,256,0.10546875,0.328125,0.56640625,0.416015625
1h,oos,reg_1d_ema_slope,Q3,3,0.009999745728633621,0.06439114320706363,256,0.16796875,0.27734375,0.5546875,0.38671875
1h,oos,reg_1d_vol_pctl,Q1,1,0.0,0.2,258,0.15503875968992248,0.32170542635658916,0.5232558139534884,0.3081395348837209
1h,oos,reg_1d_vol_pctl,Q2,2,0.2009132420091324,0.45714285714285713,255,0.11764705882352941,0.30196078431372547,0.5803921568627451,0.45098039215686275
1h,oos,reg_1d_vol_pctl,Q3,3,0.4596774193548387,0.966804979253112,256,0.1484375,0.30859375,0.54296875,0.357421875
1h,oos,reg_1d_dev_pctl,Q1,1,0.0,0.32616487455197135,257,0.13229571984435798,0.311284046692607,0.556420233463035,0.39105058365758755
1h,oos,reg_1d_dev_pctl,Q2,2,0.32653061224489793,0.5823293172690763,256,0.14453125,0.34375,0.51171875,0.279296875
1h,oos,reg_1d_dev_pctl,Q3,3,0.5844155844155844,1.0,256,0.14453125,0.27734375,0.578125,0.4453125
1h,oos,band_lower_slope_3_atr,Q1,1,-1.2325528635848726,-0.2100165715686911,257,0.12062256809338522,0.2723735408560311,0.6070038910505836,0.5175097276264592
1h,oos,band_lower_slope_3_atr,Q2,2,-0.20991513690532315,-0.02535636392844063,256,0.14453125,0.28515625,0.5703125,0.42578125
1h,oos,band_lower_slope_3_atr,Q3,3,-0.025297490797350122,0.7205451657808385,256,0.15625,0.375,0.46875,0.171875
1h,oos,band_lower_slope_3_pct,Q1,1,-0.02743178066275801,-0.0020837278147802308,257,0.10894941634241245,0.26848249027237353,0.622568093385214,0.556420233463035
1h,oos,band_lower_slope_3_pct,Q2,2,-0.0020816185043827985,-0.0002058860374307751,256,0.14453125,0.2890625,0.56640625,0.416015625
1h,oos,band_lower_slope_3_pct,Q3,3,-0.00020169517901444273,0.009188889383038362,256,0.16796875,0.375,0.45703125,0.142578125
1h,oos,band_lower_slope_5_atr,Q1,1,-1.1207441040960202,-0.1521758643078292,257,0.0933852140077821,0.27626459143968873,0.6303501945525292,0.5758754863813229
1h,oos,band_lower_slope_5_atr,Q2,2,-0.15081412084761114,-0.004820212854747433,256,0.171875,0.3046875,0.5234375,0.30859375
1h,oos,band_lower_slope_5_atr,Q3,3,-0.004276884069496751,0.6252600293044713,256,0.15625,0.3515625,0.4921875,0.23046875
1h,oos,band_lower_slope_5_pct,Q1,1,-0.0220116090729302,-0.0016240288745551562,257,0.08949416342412451,0.2529182879377432,0.6575875486381323,0.6439688715953308
1h,oos,band_lower_slope_5_pct,Q2,2,-0.0016142069092338503,-5.512456082935842e-05,256,0.17578125,0.32421875,0.5,0.25
1h,oos,band_lower_slope_5_pct,Q3,3,-3.9220384492576125e-05,0.007185668899926445,256,0.15625,0.35546875,0.48828125,0.220703125
4h,is,rvol_sma20,Q1,1,0.2886572111448755,0.9295328842929762,115,0.10434782608695652,0.28695652173913044,0.6086956521739131,0.5217391304347826
4h,is,rvol_sma20,Q2,2,0.9345605788505617,1.2341556310246673,114,0.13157894736842105,0.22807017543859648,0.6403508771929824,0.6008771929824561
4h,is,rvol_sma20,Q3,3,1.253150822782898,3.0414592304935373,114,0.09649122807017543,0.2543859649122807,0.6491228070175439,0.6228070175438597
4h,is,rvol_sma50,Q1,1,0.2536570838540998,0.8119359565984985,115,0.1391304347826087,0.28695652173913044,0.5739130434782609,0.43478260869565216
4h,is,rvol_sma50,Q2,2,0.815382182430702,1.12039346766045,114,0.11403508771929824,0.20175438596491227,0.6842105263157895,0.7105263157894737
4h,is,rvol_sma50,Q3,3,1.1616295182883165,3.815560897029316,114,0.07894736842105263,0.2807017543859649,0.6403508771929824,0.6008771929824561
4h,is,reg_1d_trend,Q1,1,-0.7123764615457162,-0.1299309418463649,115,0.1826086956521739,0.30434782608695654,0.5130434782608696,0.2826086956521739
4h,is,reg_1d_trend,Q2,2,-0.1287345153869024,0.09523189695301437,114,0.09649122807017543,0.21052631578947367,0.6929824561403509,0.7324561403508771
4h,is,reg_1d_trend,Q3,3,0.10252600635968845,3.893460117498874,115,0.05217391304347826,0.25217391304347825,0.6956521739130435,0.7391304347826086
4h,is,reg_1d_ema_slope,Q1,1,-0.24194274201944527,-0.010156581314921167,115,0.17391304347826086,0.28695652173913044,0.5391304347826087,0.34782608695652173
4h,is,reg_1d_ema_slope,Q2,2,-0.009864090578105722,0.011436834460839096,114,0.10526315789473684,0.21929824561403508,0.6754385964912281,0.6885964912280702
4h,is,reg_1d_ema_slope,Q3,3,0.011461856884702222,0.09152626953003501,114,0.05263157894736842,0.2631578947368421,0.6842105263157895,0.7105263157894737
