arm,guard,multiple,segment,adopted_point,num_cells,num_symbols,num_trades,win_rate,mean_net_r,mean_gross_r,total_return_flat,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,max_effective_concurrent_risk,clamp_rate,mean_effective_risk,liquidation_events,guard_cut,guard_kept,symbols_below_gate,min_symbol_trades,lens,net_r_stderr,gross_r,cost_r,breakeven_win_rate,breakeven_win_rate_zero_cost,win_rate_margin,same_step_tp_trades,same_step_tp_trade_share,same_step_tp_net_r_share
기준,0.003,0.4,full,False,48,12,76284,0.769650254312831,0.0048933692003121,0.0631817808124453,6.622246374422026,0.623547282225768,10.620279428985317,20,0.0666514273687896,0.0666514273687896,0.5778931361753448,0.0012857059177908,0,17803,105143,0,4497,baseline,0.002269742487676,0.0775162012965109,0.0726228320962403,0.7661591657830289,0.7142857142857143,0.003491088529802,32844,0.4305490011011483,29.798771474514904
기준,0.003,0.4,is,False,48,12,53582,0.7668620058975029,0.0041547567265614,0.0596440296601636,5.33021364530517,0.4989885933024979,10.682035054203888,20,0.0666514273687896,0.0666514273687896,0.5391176141241462,0.001399312843573,0,17803,105143,0,3560,baseline,0.0027157377720267,0.0736068082565572,0.0694520515299427,0.7638943225213878,0.7142857142857143,0.002967683376115,23817,0.4444962860662163,36.58733016429172
기준,0.003,0.4,oos_warm,False,48,12,22702,0.7762311690599947,0.006636666423839,0.0715316963372471,1.292032729116834,1.141259151055794,1.1321116049072264,15,83.0502917628627,83.0502917628627,0.6694123865738701,0.0125778740608575,2427,17803,105143,0,937,baseline,0.0041333295568803,0.0867432781123618,0.080106611688491,0.7715047226346364,0.7142857142857143,0.0047264464253582,9027,0.3976301647431944,19.76814662441354
기준,0.003,0.4,oos,False,48,12,22146,0.7766188024925494,0.0066387663805513,0.0719849729945047,1.1971252631556897,1.1189112521657256,1.0699018897509305,15,129.20084713386748,129.20084713386748,0.6761040368463831,0.0249536647411392,1941,17803,105143,0,938,baseline,0.004183935357233,0.0872663234895996,0.0806275571090172,0.7718768265064411,0.7142857142857143,0.0047419759861083,8720,0.3937505644360155,19.528501329324826
기준,0.003,0.5,full,False,48,12,71316,0.7188849627012172,0.000979437783571,0.0607804044358617,3.077442865754712,0.9056367808438543,3.398098366640113,21,0.0913767363424992,0.0913767363424992,0.584427057041898,0.0017786523098687,0,17803,105143,0,4247,baseline,0.0026740118555761,0.0783306415452814,0.0773512037617112,0.7182341358411408,0.6666666666666666,0.0006508268600763,25122,0.3522631667507993,157.39004180585223
기준,0.003,0.5,is,False,48,12,50050,0.7159040959040959,-0.0001079929600911,0.0568439075940637,2.778097193504851,0.6253374788672721,4.4425566792143325,21,0.0684594081580642,0.0684594081580642,0.5458341658341659,0.0015507497459288,0,17803,105143,0,3356,baseline,0.0031969161899693,0.0738561438561438,0.0739641368162353,0.7159760912108236,0.6666666666666666,-7.199530672774568e-05,18283,0.3652947052947053,
기준,0.003,0.5,oos_warm,False,48,12,21266,0.7259004984482272,0.0035387300209591,0.0700450365684683,0.2993456722498516,1.596367832063794,0.187516727810066,16,72.9040959729261,72.9040959729261,0.6752562776262578,0.0130587641178781,5876,17803,105143,0,891,baseline,0.0048788749367417,0.0888614705371621,0.0853227405162023,0.7235484936774682,0.6666666666666666,0.002352004770759,6839,0.3215931533903884,38.96958592946886
기준,0.003,0.5,oos,False,48,12,20769,0.72545620877269,0.0022476648385217,0.0692312433496805,-0.0411056707473248,1.583442222730357,-0.0259596909550924,16,456.268404514133,456.268404514133,0.6816890558043237,0.0298421931488626,6236,17803,105143,0,892,baseline,0.0049406323818624,0.0881786380055449,0.0859309731670223,0.7239539821113482,0.6666666666666666,0.0015022266613418,6595,0.31754056526554,60.47289602753293
기준,0.003,0.6,full,False,48,12,67207,0.6718942967250435,-0.0068366699851246,0.054397779082132,-1.2600939190997578,1.4187493622014922,-0.8881723246341787,21,1.8500882005344577,1.8500882005344577,0.5894326483848409,0.003272920003557,8249,17803,105143,0,4013,baseline,0.0030590237260485,0.0750312918660743,0.0818679618512012,0.6761674761570008,0.625,-0.0042731794319572,19689,0.2929605547041231,
기준,0.003,0.6,is,False,48,12,47152,0.66949440108585,-0.0070028221340266,0.051312862726166,-0.0474610747127977,0.8832132480907007,-0.0537368238252737,21,0.0888903136507606,0.0888903136507606,0.5503902273498473,0.0020640821549787,0,17803,105143,0,3171,baseline,0.0036524121647354,0.0711910417373155,0.0781938638713872,0.673871164919617,0.625,-0.0043767638337669,14386,0.3050984051577876,
기준,0.003,0.6,oos_warm,False,48,12,20055,0.6775367738718524,-0.0064460239554546,0.0616508319875345,-1.2126328443869556,2.5675677402425237,-0.472288549735562,15,1.0805333096848433,1.0805333096848433,0.681226626776365,0.0073313606415358,8244,17803,105143,0,842,baseline,0.0055988142609094,0.0840602359732305,0.0905062599286936,0.6815664124554335,0.625,-0.004029638583581,5303,0.2644228371977063,
기준,0.003,0.6,oos,False,48,12,19588,0.6763835001021034,-0.0089588826417341,0.0596068527885439,-1.6722344260271609,2.7125992993459502,-0.6164693865512546,15,0.9805172457133692,0.9805172457133692,0.6867980396160915,0.0083771729769574,8000,17803,105143,0,842,baseline,0.0056715018585265,0.0822024776770001,0.0911613603187393,0.681975850199212,0.625,-0.0055923500971086,5086,0.2596487645497243,
기준,0.003,0.8,full,False,48,12,60986,0.5883973370937592,-0.031031032328883,0.032760828860276,-10.58255056313036,3.709598866787275,-2.852747950156523,22,128.0201288481015,128.0201288481015,0.5962188043157446,0.0110075679390823,28104,17803,105143,0,3723,baseline,0.0037688301809325,0.0591091075401962,0.0901401398690288,0.6056334110383493,0.5555555555555556,-0.0172360739445901,12681,0.2079329682222149,
기준,0.003,0.8,is,False,48,12,42804,0.5880291561536305,-0.0274516236045682,0.0333253049734482,-5.866551997330604,2.2198504130221863,-2.642769063589138,22,128.0201288481015,128.0201288481015,0.5575179889729932,0.0110075679390823,9922,17803,105143,0,2919,baseline,0.004490459460033,0.0584524810765622,0.0859041046811036,0.6032800581561686,0.5555555555555556,-0.015250902002538,9429,0.2202831511073731,
기준,0.003,0.8,oos_warm,False,48,12,18182,0.5892641073589264,-0.0394576636695252,0.0314319411940293,-4.715998565799664,4.50967152434317,-1.0457521219323276,16,9.84874485569629,9.84874485569629,0.6873281267187328,0.0123610943855513,13723,17803,105143,0,804,baseline,0.0069315930835818,0.0606549352350223,0.1001125989045541,0.6111736660580857,0.5555555555555556,-0.0219095586991592,3252,0.1788582114178858,
기준,0.003,0.8,oos,False,48,12,17773,0.588420638046475,-0.041651513644278,0.0296936591080592,-4.906452731853694,4.810929191838887,-1.0198555281538648,16,72.8728294987852,72.8728294987852,0.6921172565126877,0.0200858195327539,13523,17803,105143,0,806,baseline,0.0070149296955018,0.0591336371314389,0.1007851507757227,0.6115473059865126,0.5555555555555556,-0.0231266679400375,3097,0.1742530805153885,
기준,0.003,1.0,full,False,48,12,56585,0.5207210391446496,-0.0555500361050963,0.0103559293600061,-18.68938300709383,7.57312927627216,-2.4678547434348825,21,3.4660387817037375,3.4660387817037375,0.6014491473005213,0.0085882470824851,42780,17803,105143,0,3478,baseline,0.0043955802985219,0.0414284356709956,0.0969784717760935,0.5484892358880468,0.5,-0.0277681967433971,8803,0.1555712644693823,
기준,0.003,1.0,is,False,48,12,39751,0.5219491333551357,-0.0483320733501104,0.0144368020000394,-10.82799233696502,4.593563049457161,-2.357209908818952,21,3.4660387817037375,3.4660387817037375,0.5630801740836708,0.0085882470824851,25946,17803,105143,0,2718,baseline,0.0052334243780446,0.0438982667102714,0.0922303400603826,0.5461151700301914,0.5,-0.0241660366750556,6652,0.1673417020955447,
기준,0.003,1.0,oos_warm,False,48,12,16834,0.5178210763930141,-0.0725941870777387,0.0007195524849932,-7.861390670128651,7.35824386575753,-1.068378653052337,17,6.231374538382605,6.231374538382605,0.6920517999287157,0.0147277916051068,12832,17803,105143,0,760,baseline,0.0080971335407951,0.0355962951433581,0.108190482221097,0.5540952411105485,0.5,-0.0362741647175344,2151,0.1277771177379113,
기준,0.003,1.0,oos,False,48,12,16497,0.5172455597987513,-0.0744641340787066,-0.0006803628382087,-7.822719200149739,7.950780018511812,-0.9838933012781252,17,42.700651541181415,42.700651541181415,0.6960053343032067,0.0253667922610886,12670,17803,105143,0,763,baseline,0.008182458731783,0.0344536662870317,0.1089178003657385,0.5544589001828693,0.5,-0.0372133403841179,2052,0.1243862520458265,
기준,0.003,1.5,full,True,48,12,49431,0.4042604843114644,-0.098107678931886,-0.0284903866325246,-29.418246687520018,20.65579126431821,-1.4242130117928955,24,247.06611451684415,247.06611451684415,0.6093949141227165,0.0861575003666327,44657,17803,105143,0,3042,baseline,0.0057268547551491,0.0106206671194891,0.1087283460513762,0.4434913384205505,0.4,-0.0392308541090861,4263,0.0862414274443163,
기준,0.003,1.5,is,True,48,12,34606,0.4057388892099636,-0.0889798437066898,-0.0226587107219846,-18.356675084331364,13.004535840445596,-1.4115594212320903,24,247.06611451684415,247.06611451684415,0.5705657978385251,0.0861575003666327,29832,17803,105143,0,2361,baseline,0.0068367067213441,0.0143472230249089,0.1033270667315992,0.4413308266926397,0.4,-0.0355919374826761,3262,0.0942611107900364,
기준,0.003,1.5,oos_warm,True,48,12,14825,0.4008094435075885,-0.1194147862373233,-0.0421032686939176,-11.06157160318877,9.956212511599691,-1.1110220468176284,16,42.65054766675442,42.65054766675442,0.7000337268128162,0.040001882718621,12185,17803,105143,0,681,baseline,0.0104831954290704,0.0019217670410435,0.121336553278367,0.4485346213113468,0.4,-0.0477251778037582,1001,0.0675210792580101,
기준,0.003,1.5,oos,True,48,12,14525,0.3992426850258175,-0.1241516499838635,-0.0464039060693059,-11.185677849155468,10.233882959200226,-1.093004277433091,16,69.04169611021733,69.04169611021733,0.7035456110154905,0.0803011193140242,12226,17803,105143,0,683,baseline,0.0105861874865927,-0.0020315348164619,0.1221201151674018,0.4488480460669607,0.4,-0.0496053610411431,935,0.0643717728055077,
기준,0.003,0.4,full,False,48,12,69661,0.7326911758372691,-0.04968107451005995,0.00856052056995216,-17.784662632086686,5.7509217227684974,-3.0924890807808003,20,493.9425705235753,493.9425705235753,0.5618782388998148,0.018818113290084586,40076,16438,98685,0,4002,pen_5bp,0.002508105630914528,0.0257740471671219,0.07545512167714385,0.7681822297693884,0.7142857142857143,-0.035491053932119376,26549,0.38111712435939765,
기준,0.003,0.4,is,False,48,12,49296,0.7333455047062643,-0.045224129887955614,0.01019002061540417,-10.685291745438404,3.7103250131371026,-2.879880255127279,20,493.9425705235753,493.9425705235753,0.5248498864005193,0.018818113290084586,19711,16438,98685,0,3179,pen_5bp,0.002973747623075383,0.02668370658879851,0.07190783647672594,0.765648454626233,0.7142857142857143,-0.03230294991996874,19652,0.3986530347289841,
기준,0.003,0.4,oos_warm,False,48,12,20365,0.7311072919224159,-0.06046965993069721,0.0046161142728574685,-7.099370886648289,5.10958314416365,-1.3894227153848053,15,2260.651692693564,2260.651692693564,0.6515099435305671,0.19141739576228023,13217,16438,98685,0,823,pen_5bp,0.004667039777622024,0.02357210408573625,0.0840417640164378,0.774315545726027,0.7142857142857143,-0.04320825380361115,6897,0.3386692855389148,
기준,0.003,0.4,oos,False,48,12,19850,0.7307808564231738,-0.06162200840683637,0.003983174618843454,-7.101541116194423,5.124060998058286,-1.385920487458187,15,67758.16468362194,67758.16468362194,0.6583879093198992,1.661300953146292,11950,16438,98685,0,824,pen_5bp,0.004731082742617912,0.023093198992438373,0.08471520739927846,0.7747965767137704,0.7142857142857143,-0.04401572029059664,6638,0.3344080604534005,
기준,0.003,1.5,full,False,48,12,47804,0.38233202242490166,-0.15422343821086723,-0.08478366231963376,-43.8298842190913,40.5109197085959,-1.0819276514670477,24,355.8882216774941,355.8882216774941,0.5988620199146515,0.11266249780258765,46626,16438,98685,0,2907,pen_5bp,0.005772489675615652,-0.04415062078459816,0.11007281742627001,0.444029126970508,0.4,-0.06169710454560634,3789,0.07926114969458622,
기준,0.003,1.5,is,False,48,12,33564,0.38547253009176496,-0.1407878971690641,-0.07466100650471115,-28.100600540146697,26.11796234325152,-1.0759109064803236,24,355.8882216774941,355.8882216774941,0.5604516744130617,0.11266249780258765,32386,16438,98685,0,2261,pen_5bp,0.006887133428684705,-0.03631867477058754,0.1044692223984774,0.4417876889593909,0.4,-0.05631515886762595,2940,0.08759385055416517,
기준,0.003,1.5,oos_warm,False,48,12,14240,0.3749297752808989,-0.18589131036866405,-0.10864298955081748,-15.729283678944887,15.028797027071338,-1.0466096288752695,16,85.37161650594518,85.37161650594518,0.6893960674157303,0.08879810413679791,13295,16438,98685,0,646,pen_5bp,0.010578970395204836,-0.06261069353840804,0.12328061683025712,0.44931224673210285,0.4,-0.07438247145120397,849,0.05962078651685393,
기준,0.003,1.5,oos,False,48,12,13946,0.37394234906066254,-0.18941902616237669,-0.1116839783979829,-15.690089858567333,15.267108352692258,-1.0277054106189327,16,11.629604936489722,11.629604936489722,0.693101964721067,0.044182894261544814,13143,16438,98685,0,649,pen_5bp,0.010686636570528834,-0.06528811438470604,0.12413091177767155,0.4496523647110687,0.4,-0.07571001565040614,790,0.05664706725942923,
