symbol,timeframe,segment,lens,tp_rule,r_multiple,eligible,filled,num_trades,fill_rate,total_return,max_drawdown,win_rate,sharpe,mean_gross_r,n_take_profit,n_stop_loss,n_end_of_data
LTC/USDT:USDT,4h,oos,baseline,entry_r,1.5,46,37,25,0.8043478260869565,0.0851816106576918,0.0410833160983271,0.56,12.503388869357206,0.4000000000000002,14,11,0
LTC/USDT:USDT,4h,oos,baseline,zone_height,1.5,46,37,25,0.8043478260869565,0.1542427633013634,0.0410833160983269,0.56,16.432825092004162,0.6556295123144072,14,11,0
LTC/USDT:USDT,4h,oos,pen_5bp,entry_r,1.5,46,33,23,0.717391304347826,0.0805015593493148,0.0410833160983269,0.5652173913043478,12.913818646441037,0.4130434782608698,13,10,0
LTC/USDT:USDT,4h,oos,pen_5bp,zone_height,1.5,46,33,23,0.717391304347826,0.1541248608515459,0.041083316098327,0.5652173913043478,17.12546085200271,0.7188952255502612,13,10,0
BTC/USDT:USDT,1h,full,baseline,zone_height,1.0,485,344,265,0.709278350515464,0.9360552193504602,0.0320753272215213,0.7169811320754716,31.501920927542663,0.507860850370308,190,75,0
BTC/USDT:USDT,1h,full,baseline,entry_r,1.5,485,344,254,0.709278350515464,0.9893945855778716,0.050880373680385,0.610236220472441,27.19484204630147,0.5255905511811032,155,99,0
BTC/USDT:USDT,1h,full,baseline,zone_height,1.5,485,344,251,0.709278350515464,1.0708688539866429,0.0511533674052736,0.5896414342629482,27.33902482709862,0.5612679278637591,148,103,0
BTC/USDT:USDT,1h,full,pen_5bp,entry_r,1.5,485,303,236,0.6247422680412371,0.7073802400398821,0.0575582566273038,0.5847457627118644,22.55798301039608,0.4618644067796618,138,98,0
BTC/USDT:USDT,1h,full,pen_5bp,zone_height,1.5,485,303,233,0.6247422680412371,0.7686673352049238,0.0544995084166641,0.5622317596566524,22.8126701956904,0.4965103346563391,131,102,0
BTC/USDT:USDT,1h,full,baseline,zone_height,2.0,485,344,239,0.709278350515464,1.3777323134471529,0.0465681129652451,0.5313807531380753,28.559746832468935,0.6677024335398024,127,112,0
BTC/USDT:USDT,1h,full,baseline,zone_height,3.0,485,344,228,0.709278350515464,1.5940122922561888,0.1002605270655856,0.4166666666666667,24.92558678777385,0.7615514830118356,95,133,0
BTC/USDT:USDT,1h,is,baseline,zone_height,1.0,298,220,174,0.738255033557047,0.7811166536252601,0.0320753272215213,0.7528735632183908,39.96997728291842,0.6061490706375903,131,43,0
BTC/USDT:USDT,1h,is,baseline,entry_r,1.5,298,220,169,0.738255033557047,0.8817102472013572,0.0426168653073974,0.6568047337278107,35.93680302703918,0.642011834319528,111,58,0
BTC/USDT:USDT,1h,is,baseline,zone_height,1.5,298,220,166,0.738255033557047,0.9318263987213282,0.0426168653073974,0.6265060240963856,35.15400312015313,0.6774184798507136,104,62,0
BTC/USDT:USDT,1h,is,pen_5bp,entry_r,1.5,298,202,158,0.6778523489932886,0.6766466342993513,0.0522456032351637,0.6329113924050633,31.06546722849403,0.5822784810126593,100,58,0
BTC/USDT:USDT,1h,is,pen_5bp,zone_height,1.5,298,202,155,0.6778523489932886,0.7198871597287434,0.0503221293707269,0.6,30.563166762636076,0.6207425645391519,93,62,0
BTC/USDT:USDT,1h,is,baseline,zone_height,2.0,298,220,154,0.738255033557047,1.0941202620908623,0.0426168653073973,0.564935064935065,35.15889985301439,0.8008990460789153,87,67,0
BTC/USDT:USDT,1h,is,baseline,zone_height,3.0,298,220,147,0.738255033557047,1.233377980632203,0.1002605270655856,0.4421768707482993,29.85196774827619,0.9165198012977578,65,82,0
BTC/USDT:USDT,1h,oos_warm,baseline,zone_height,1.0,186,124,91,0.6666666666666666,0.0869895665788317,0.0298966037196803,0.6483516483516484,13.458519708550329,0.3199251324966036,59,32,0
BTC/USDT:USDT,1h,oos_warm,baseline,entry_r,1.5,186,124,85,0.6666666666666666,0.0572268437909981,0.0508803736803852,0.5176470588235295,7.760397282354685,0.2941176470588236,44,41,0
BTC/USDT:USDT,1h,oos_warm,baseline,zone_height,1.5,186,124,85,0.6666666666666666,0.0719746118788653,0.0511533674052735,0.5176470588235295,9.440351590672693,0.3344327322186481,44,41,0
BTC/USDT:USDT,1h,oos_warm,pen_5bp,entry_r,1.5,186,101,78,0.543010752688172,0.0183304013569766,0.0575582566273035,0.4871794871794871,2.9830710257983815,0.2179487179487183,38,40,0
BTC/USDT:USDT,1h,oos_warm,pen_5bp,zone_height,1.5,186,101,78,0.543010752688172,0.0283624278489738,0.054499508416664,0.4871794871794871,4.329865060788697,0.249638595786647,38,40,0
BTC/USDT:USDT,1h,oos_warm,baseline,zone_height,2.0,186,124,85,0.6666666666666666,0.1354325520317155,0.0465681129652452,0.4705882352941176,14.403841952408326,0.426381511998351,40,45,0
BTC/USDT:USDT,1h,oos_warm,baseline,zone_height,3.0,186,124,81,0.6666666666666666,0.161474821884784,0.0742566796865683,0.3703703703703703,13.95710824226344,0.4803126831596065,30,51,0
BTC/USDT:USDT,1h,oos,baseline,zone_height,1.0,186,124,91,0.6666666666666666,0.0869895665788317,0.0298966037196803,0.6483516483516484,13.458519708550329,0.3199251324966036,59,32,0
BTC/USDT:USDT,1h,oos,baseline,entry_r,1.5,186,124,85,0.6666666666666666,0.0572268437909981,0.0508803736803852,0.5176470588235295,7.760397282354685,0.2941176470588236,44,41,0
BTC/USDT:USDT,1h,oos,baseline,zone_height,1.5,186,124,85,0.6666666666666666,0.0719746118788653,0.0511533674052735,0.5176470588235295,9.440351590672693,0.3344327322186481,44,41,0
BTC/USDT:USDT,1h,oos,pen_5bp,entry_r,1.5,186,101,78,0.543010752688172,0.0183304013569766,0.0575582566273035,0.4871794871794871,2.9830710257983815,0.2179487179487183,38,40,0
BTC/USDT:USDT,1h,oos,pen_5bp,zone_height,1.5,186,101,78,0.543010752688172,0.0283624278489738,0.054499508416664,0.4871794871794871,4.329865060788697,0.249638595786647,38,40,0
BTC/USDT:USDT,1h,oos,baseline,zone_height,2.0,186,124,85,0.6666666666666666,0.1354325520317155,0.0465681129652452,0.4705882352941176,14.403841952408326,0.426381511998351,40,45,0
BTC/USDT:USDT,1h,oos,baseline,zone_height,3.0,186,124,81,0.6666666666666666,0.161474821884784,0.0742566796865683,0.3703703703703703,13.95710824226344,0.4803126831596065,30,51,0
ETH/USDT:USDT,1h,full,baseline,zone_height,1.0,463,316,257,0.6825053995680346,1.0682886027151632,0.0926295279311609,0.708171206225681,32.18801367308592,0.5238896532048559,182,75,0
ETH/USDT:USDT,1h,full,baseline,entry_r,1.5,463,316,250,0.6825053995680346,1.291865427922825,0.0992353138230628,0.628,30.471102140182655,0.5699999999999996,157,93,0
ETH/USDT:USDT,1h,full,baseline,zone_height,1.5,463,316,247,0.6825053995680346,1.2078459348753643,0.0998583489771476,0.5870445344129555,27.514892766953984,0.5931290281292467,145,102,0
ETH/USDT:USDT,1h,full,pen_5bp,entry_r,1.5,463,292,236,0.6306695464362851,0.9700533839832326,0.0982009043876852,0.6016949152542372,26.04458881254285,0.5042372881355931,142,94,0
ETH/USDT:USDT,1h,full,pen_5bp,zone_height,1.5,463,292,233,0.6306695464362851,0.858647740916388,0.0988246550154692,0.5665236051502146,23.004012928061027,0.51045848876589,132,101,0
ETH/USDT:USDT,1h,full,baseline,zone_height,2.0,463,316,236,0.6825053995680346,1.0717940600694758,0.0974038934643828,0.4915254237288136,22.06705068366844,0.623916123344259,116,120,0
ETH/USDT:USDT,1h,full,baseline,zone_height,3.0,463,316,220,0.6825053995680346,0.6241941426074431,0.119462249917565,0.3409090909090909,12.931293570186575,0.4914792909043003,75,145,0
ETH/USDT:USDT,1h,is,baseline,zone_height,1.0,288,199,161,0.6909722222222222,0.4478268416172404,0.0926295279311609,0.6770186335403726,24.74632092946784,0.4701441174019783,109,52,0
ETH/USDT:USDT,1h,is,baseline,entry_r,1.5,288,199,159,0.6909722222222222,0.4273802016549262,0.0992353138230628,0.5723270440251572,19.94184776909066,0.4308176100628929,91,68,0
ETH/USDT:USDT,1h,is,baseline,zone_height,1.5,288,199,156,0.6909722222222222,0.4157776588909546,0.0998583489771476,0.5384615384615384,18.501548315373793,0.4933908687078785,84,72,0
ETH/USDT:USDT,1h,is,pen_5bp,entry_r,1.5,288,188,151,0.6527777777777778,0.309739565600159,0.0982009043876852,0.5496688741721855,15.910884345626508,0.3741721854304632,83,68,0
ETH/USDT:USDT,1h,is,pen_5bp,zone_height,1.5,288,188,148,0.6527777777777778,0.2747126699999749,0.0988246550154692,0.5202702702702703,13.967166087349872,0.4099208416869422,77,71,0
ETH/USDT:USDT,1h,is,baseline,zone_height,2.0,288,199,149,0.6909722222222222,0.4442558975282989,0.0974038934643828,0.4630872483221476,17.22345470424615,0.5646057488668291,69,80,0
ETH/USDT:USDT,1h,is,baseline,zone_height,3.0,288,199,140,0.6909722222222222,0.3783797877341803,0.119462249917565,0.3357142857142857,12.84057002337249,0.5110638159393628,47,93,0
ETH/USDT:USDT,1h,oos_warm,baseline,zone_height,1.0,175,117,96,0.6685714285714286,0.4285469389453062,0.0213302753234616,0.7604166666666666,47.747023333994534,0.6140253955409319,73,23,0
ETH/USDT:USDT,1h,oos_warm,baseline,entry_r,1.5,175,117,91,0.6685714285714286,0.6056446805592521,0.0213302753234615,0.7252747252747253,52.5781911751818,0.8131868131868127,66,25,0
ETH/USDT:USDT,1h,oos_warm,baseline,zone_height,1.5,175,117,91,0.6685714285714286,0.5594580978236885,0.0241499488251026,0.6703296703296703,45.911976284448635,0.7641087299944496,61,30,0
ETH/USDT:USDT,1h,oos_warm,pen_5bp,entry_r,1.5,175,104,85,0.5942857142857143,0.5041565787015837,0.0213302753234615,0.6941176470588235,46.92362690339519,0.7352941176470591,59,26,0
ETH/USDT:USDT,1h,oos_warm,pen_5bp,zone_height,1.5,175,104,85,0.5942857142857143,0.4580915249837637,0.0241499488251025,0.6470588235294118,40.95088466083465,0.6855122742680575,55,30,0
ETH/USDT:USDT,1h,oos_warm,baseline,zone_height,2.0,175,117,87,0.6685714285714286,0.4345062143177996,0.0431161439622954,0.5402298850574713,31.2282995845584,0.7254936612423863,47,40,0
ETH/USDT:USDT,1h,oos_warm,baseline,zone_height,3.0,175,117,80,0.6685714285714286,0.1783357221722899,0.1137837084225533,0.35,13.121609435379955,0.4572063720929412,28,52,0
ETH/USDT:USDT,1h,oos,baseline,zone_height,1.0,171,114,93,0.6666666666666666,0.3906698097826507,0.0213302753234614,0.7526881720430108,45.24318179247565,0.5831275957341355,70,23,0
ETH/USDT:USDT,1h,oos,baseline,entry_r,1.5,171,114,88,0.6666666666666666,0.5541904731200539,0.0213302753234615,0.7159090909090909,50.32659300954799,0.7897727272727267,63,25,0
ETH/USDT:USDT,1h,oos,baseline,zone_height,1.5,171,114,88,0.6666666666666666,0.4960681595617338,0.0241499488251026,0.6590909090909091,42.93660403809991,0.709778830414916,58,30,0
ETH/USDT:USDT,1h,oos,pen_5bp,entry_r,1.5,171,102,83,0.5964912280701754,0.4622171869320527,0.0213302753234615,0.6867469879518072,44.71928843747802,0.7168674698795183,57,26,0
ETH/USDT:USDT,1h,oos,pen_5bp,zone_height,1.5,171,102,83,0.5964912280701754,0.4180055152912207,0.0241499488251026,0.6385542168674698,38.80284700598099,0.6663768675842207,53,30,0
ETH/USDT:USDT,1h,oos,baseline,zone_height,2.0,171,114,84,0.6666666666666666,0.4389768882737133,0.0431161439622952,0.5476190476190477,32.80773453965932,0.7099105927996504,46,38,0
ETH/USDT:USDT,1h,oos,baseline,zone_height,3.0,171,114,77,0.6666666666666666,0.1706584247989107,0.1137837084225535,0.3506493506493506,13.191481557277845,0.3941340476371412,27,50,0
SOL/USDT:USDT,1h,full,baseline,zone_height,1.0,498,357,293,0.7168674698795181,0.8988038285278046,0.0697937625201691,0.6313993174061433,22.175117030470908,0.3408100404050823,185,108,0
SOL/USDT:USDT,1h,full,baseline,entry_r,1.5,498,357,280,0.7168674698795181,0.9917816651373588,0.078089884767474,0.5464285714285714,20.42664578601776,0.3660714285714281,153,127,0
SOL/USDT:USDT,1h,full,baseline,zone_height,1.5,498,357,277,0.7168674698795181,1.0661072073395583,0.0848388203614567,0.51985559566787,20.54300842364802,0.3733971719597343,144,133,0
SOL/USDT:USDT,1h,full,pen_5bp,entry_r,1.5,498,333,265,0.6686746987951807,1.0042346977009613,0.0765260539285544,0.5509433962264151,21.589755567433254,0.3773584905660375,146,119,0
SOL/USDT:USDT,1h,full,pen_5bp,zone_height,1.5,498,333,264,0.6686746987951807,1.099517488689289,0.0991801678367253,0.5303030303030303,22.056407806715356,0.3850076917855609,140,124,0
SOL/USDT:USDT,1h,full,baseline,zone_height,2.0,498,357,272,0.7168674698795181,1.2481637207825784,0.1230602159841358,0.4448529411764705,19.62241842631467,0.3981473563351296,121,151,0
SOL/USDT:USDT,1h,full,baseline,zone_height,3.0,498,357,259,0.7168674698795181,1.4903644126642996,0.1712150597692965,0.3474903474903475,18.253970682261738,0.4529898326377791,90,169,0
SOL/USDT:USDT,1h,is,baseline,zone_height,1.0,312,233,194,0.7467948717948718,0.4069987611533712,0.0697937625201691,0.6030927835051546,17.217329791299523,0.2908025409932466,117,77,0
SOL/USDT:USDT,1h,is,baseline,entry_r,1.5,312,233,187,0.7467948717948718,0.4754535649909289,0.0742376085663804,0.5294117647058824,16.964550412388643,0.3235294117647058,99,88,0
SOL/USDT:USDT,1h,is,baseline,zone_height,1.5,312,233,185,0.7467948717948718,0.4975572377096303,0.0848388203614567,0.4972972972972973,16.836946547351097,0.3158000345901328,92,93,0
SOL/USDT:USDT,1h,is,pen_5bp,entry_r,1.5,312,217,177,0.6955128205128205,0.4905611352084033,0.0765260539285544,0.5310734463276836,18.199643218409427,0.327683615819209,94,83,0
SOL/USDT:USDT,1h,is,pen_5bp,zone_height,1.5,312,217,177,0.6955128205128205,0.5198137460165544,0.0991801678367253,0.5084745762711864,18.370869596185155,0.3148061563452306,90,87,0
SOL/USDT:USDT,1h,is,baseline,zone_height,2.0,312,233,181,0.7467948717948718,0.4970221136611368,0.1230602159841358,0.4143646408839779,14.738632626635647,0.2884044391349744,75,106,0
SOL/USDT:USDT,1h,is,baseline,zone_height,3.0,312,233,173,0.7467948717948718,0.6077194770078275,0.1417757429535082,0.3236994219653179,14.372276556852691,0.3393825251195307,56,117,0
SOL/USDT:USDT,1h,oos_warm,baseline,zone_height,1.0,186,124,99,0.6666666666666666,0.3495419334778102,0.0376200152530221,0.6868686868686869,33.498620169042574,0.4388045342020129,68,31,0
SOL/USDT:USDT,1h,oos_warm,baseline,entry_r,1.5,186,124,93,0.6666666666666666,0.3499453404686463,0.0409567573196418,0.5806451612903226,27.91081261971392,0.4516129032258051,54,39,0
SOL/USDT:USDT,1h,oos_warm,baseline,zone_height,1.5,186,124,92,0.6666666666666666,0.37965157879339,0.0409567573196419,0.5652173913043478,28.561880691648405,0.4892175025399113,52,40,0
SOL/USDT:USDT,1h,oos_warm,pen_5bp,entry_r,1.5,186,116,88,0.6236559139784946,0.3446175741196554,0.0409567573196418,0.5909090909090909,28.93446766260822,0.4772727272727264,52,36,0
SOL/USDT:USDT,1h,oos_warm,pen_5bp,zone_height,1.5,186,116,87,0.6236559139784946,0.3814307800492943,0.0409567573196419,0.5747126436781609,29.91469973170497,0.527831505267612,50,37,0
SOL/USDT:USDT,1h,oos_warm,baseline,zone_height,2.0,186,124,91,0.6666666666666666,0.5017571886659984,0.0612978514966809,0.5054945054945055,29.663263920626065,0.6164272246123612,46,45,0
SOL/USDT:USDT,1h,oos_warm,baseline,zone_height,3.0,186,124,86,0.6666666666666666,0.5490043184021061,0.0612978514966808,0.3953488372093023,26.10999491239738,0.6815254628779762,34,52,0
SOL/USDT:USDT,1h,oos,baseline,zone_height,1.0,179,117,92,0.6536312849162011,0.3196750117922973,0.0438678244654527,0.6847826086956522,33.40041403752485,0.440425098294905,63,29,0
SOL/USDT:USDT,1h,oos,baseline,entry_r,1.5,179,117,87,0.6536312849162011,0.3063432069392269,0.0440554425091724,0.5747126436781609,26.691423643263697,0.4367816091954011,50,37,0
SOL/USDT:USDT,1h,oos,baseline,zone_height,1.5,179,117,86,0.6536312849162011,0.3363313406953283,0.0422164574074849,0.5581395348837209,27.50119992585858,0.4779921499904306,48,38,0
SOL/USDT:USDT,1h,oos,pen_5bp,entry_r,1.5,179,109,82,0.6089385474860335,0.3011875230981708,0.0409567573196418,0.5853658536585366,27.720951014952472,0.4634146341463407,48,34,0
SOL/USDT:USDT,1h,oos,pen_5bp,zone_height,1.5,179,109,81,0.6089385474860335,0.338054676091174,0.0418873813731393,0.5679012345679012,28.895151783368892,0.518773526219598,46,35,0
SOL/USDT:USDT,1h,oos,baseline,zone_height,2.0,179,117,85,0.6536312849162011,0.4272528044775325,0.0612978514966809,0.4941176470588235,27.785846813866453,0.5909093763968445,42,43,0
SOL/USDT:USDT,1h,oos,baseline,zone_height,3.0,179,117,80,0.6536312849162011,0.4667766441794958,0.0612978514966808,0.3875,24.70806783952403,0.6592464545252106,31,49,0
BNB/USDT:USDT,1h,full,baseline,zone_height,1.0,421,296,230,0.7030878859857482,0.9687267265706356,0.04060376522409,0.7130434782608696,36.295055258701915,0.4513671657316067,164,66,0
BNB/USDT:USDT,1h,full,baseline,entry_r,1.5,421,296,220,0.7030878859857482,1.067979652057256,0.0782552678566436,0.6090909090909091,30.46907029835178,0.522727272727273,134,86,0
BNB/USDT:USDT,1h,full,baseline,zone_height,1.5,421,296,219,0.7030878859857482,0.9637106048574624,0.0841811024859183,0.5799086757990868,27.701614055649976,0.479657677077106,127,92,0
BNB/USDT:USDT,1h,full,pen_5bp,entry_r,1.5,421,265,211,0.6294536817102138,0.9872841521332554,0.0717668439020471,0.6066350710900474,29.811311520853344,0.5165876777251187,128,83,0
BNB/USDT:USDT,1h,full,pen_5bp,zone_height,1.5,421,265,211,0.6294536817102138,0.931627982456922,0.0727739097082657,0.5781990521327014,27.776781574578234,0.4783817736308088,122,89,0
BNB/USDT:USDT,1h,full,baseline,zone_height,2.0,421,296,215,0.7030878859857482,0.9239938040615718,0.0885331650608569,0.4883720930232558,22.83440898414233,0.4684979604753215,105,110,0
BNB/USDT:USDT,1h,full,baseline,zone_height,3.0,421,296,207,0.7030878859857482,0.9792616428197922,0.1955380785947374,0.3768115942028985,19.269500860352903,0.5168676821773609,78,129,0
BNB/USDT:USDT,1h,is,baseline,zone_height,1.0,277,190,149,0.6859205776173285,0.6562014542454665,0.0297217205030633,0.738255033557047,40.19821327812463,0.5191610985693207,110,39,0
BNB/USDT:USDT,1h,is,baseline,entry_r,1.5,277,190,142,0.6859205776173285,0.8529515079235287,0.046145444488873,0.6619718309859155,39.4310839075852,0.6549295774647886,94,48,0
BNB/USDT:USDT,1h,is,baseline,zone_height,1.5,277,190,141,0.6859205776173285,0.7621668649044931,0.0463707756207708,0.6170212765957447,34.89062574528796,0.5936759416273982,87,54,0
BNB/USDT:USDT,1h,is,pen_5bp,entry_r,1.5,277,174,134,0.628158844765343,0.7407299999217539,0.0361782682124157,0.6492537313432836,36.99407193011663,0.6231343283582087,87,47,0
BNB/USDT:USDT,1h,is,pen_5bp,zone_height,1.5,277,174,134,0.628158844765343,0.6512448922433188,0.0459411220191764,0.5970149253731343,31.940116073410472,0.5454823950039095,80,54,0
BNB/USDT:USDT,1h,is,baseline,zone_height,2.0,277,190,139,0.6859205776173285,0.7890166052405413,0.0885331650608569,0.5251798561151079,30.0836081458827,0.5906973668045488,73,66,0
BNB/USDT:USDT,1h,is,baseline,zone_height,3.0,277,190,136,0.6859205776173285,0.9577309776433068,0.0885331650608571,0.4191176470588235,27.148095930150927,0.6997519216159257,57,79,0
BNB/USDT:USDT,1h,oos_warm,baseline,zone_height,1.0,144,106,81,0.7361111111111112,0.1887000349649797,0.0406037652240896,0.6666666666666666,28.512413944184622,0.326659807795565,54,27,0
BNB/USDT:USDT,1h,oos_warm,baseline,entry_r,1.5,144,106,78,0.7361111111111112,0.1160462878894735,0.0782552678566434,0.5128205128205128,13.834738414793796,0.2820512820512829,40,38,0
BNB/USDT:USDT,1h,oos_warm,baseline,zone_height,1.5,144,106,78,0.7361111111111112,0.1143726760313888,0.0841811024859178,0.5128205128205128,13.715064976782084,0.2735477373131162,40,38,0
BNB/USDT:USDT,1h,oos_warm,pen_5bp,entry_r,1.5,144,91,77,0.6319444444444444,0.1416383656411868,0.071766843902047,0.5324675324675324,16.76744812573716,0.3311688311688319,41,36,0
BNB/USDT:USDT,1h,oos_warm,pen_5bp,zone_height,1.5,144,91,77,0.6319444444444444,0.1698010340747752,0.0727739097082653,0.5454545454545454,19.78519087022774,0.3616092637087894,42,35,0
BNB/USDT:USDT,1h,oos_warm,baseline,zone_height,2.0,144,106,76,0.7361111111111112,0.0754477059774872,0.0865590820765039,0.4210526315789473,8.214471431740801,0.2450016778468663,32,44,0
BNB/USDT:USDT,1h,oos_warm,baseline,zone_height,3.0,144,106,71,0.7361111111111112,0.0109977649750449,0.1745277874234065,0.2957746478873239,1.6573577507840558,0.1665542094499691,21,50,0
BNB/USDT:USDT,1h,oos,baseline,zone_height,1.0,144,106,81,0.7361111111111112,0.1887000349649797,0.0406037652240896,0.6666666666666666,28.512413944184622,0.326659807795565,54,27,0
BNB/USDT:USDT,1h,oos,baseline,entry_r,1.5,144,106,78,0.7361111111111112,0.1160462878894735,0.0782552678566434,0.5128205128205128,13.834738414793796,0.2820512820512829,40,38,0
BNB/USDT:USDT,1h,oos,baseline,zone_height,1.5,144,106,78,0.7361111111111112,0.1143726760313888,0.0841811024859178,0.5128205128205128,13.715064976782084,0.2735477373131162,40,38,0
BNB/USDT:USDT,1h,oos,pen_5bp,entry_r,1.5,144,91,77,0.6319444444444444,0.1416383656411868,0.071766843902047,0.5324675324675324,16.76744812573716,0.3311688311688319,41,36,0
BNB/USDT:USDT,1h,oos,pen_5bp,zone_height,1.5,144,91,77,0.6319444444444444,0.1698010340747752,0.0727739097082653,0.5454545454545454,19.78519087022774,0.3616092637087894,42,35,0
BNB/USDT:USDT,1h,oos,baseline,zone_height,2.0,144,106,76,0.7361111111111112,0.0754477059774872,0.0865590820765039,0.4210526315789473,8.214471431740801,0.2450016778468663,32,44,0
BNB/USDT:USDT,1h,oos,baseline,zone_height,3.0,144,106,71,0.7361111111111112,0.0109977649750449,0.1745277874234065,0.2957746478873239,1.6573577507840558,0.1665542094499691,21,50,0
XRP/USDT:USDT,1h,full,baseline,zone_height,1.0,484,317,258,0.6549586776859504,1.3154451730203125,0.0441712852840322,0.7209302325581395,37.842814926903905,0.5123285255163383,186,72,0
XRP/USDT:USDT,1h,full,baseline,entry_r,1.5,484,317,246,0.6549586776859504,1.510248694624167,0.0990836751184677,0.6219512195121951,33.72585735963874,0.5548780487804882,153,93,0
XRP/USDT:USDT,1h,full,baseline,zone_height,1.5,484,317,246,0.6549586776859504,1.5793600156447003,0.0947725047290202,0.5975609756097561,33.120146899340526,0.5569118396157777,147,99,0
XRP/USDT:USDT,1h,full,pen_5bp,entry_r,1.5,484,292,223,0.6033057851239669,1.135748346541056,0.116575222484823,0.600896860986547,30.10137080672101,0.5022421524663679,134,89,0
XRP/USDT:USDT,1h,full,pen_5bp,zone_height,1.5,484,292,223,0.6033057851239669,1.2610393625724383,0.1073071519643175,0.5874439461883408,30.96443096077776,0.5347237448670619,131,92,0
XRP/USDT:USDT,1h,full,baseline,zone_height,2.0,484,317,235,0.6549586776859504,1.0213022191856491,0.1093605558685036,0.4723404255319149,21.45463127896341,0.4855376137343899,111,124,0
XRP/USDT:USDT,1h,full,baseline,zone_height,3.0,484,317,215,0.6549586776859504,1.0387510246728044,0.1596263360894213,0.3627906976744186,18.686454922460953,0.5130918936356426,78,137,0
XRP/USDT:USDT,1h,is,baseline,zone_height,1.0,276,189,159,0.6847826086956522,0.9393064056313952,0.0343056719242846,0.7610062893081762,49.83045940777284,0.5930122796967637,121,38,0
XRP/USDT:USDT,1h,is,baseline,entry_r,1.5,276,189,153,0.6847826086956522,1.1599659258078006,0.0346411745061265,0.673202614379085,45.36262283440268,0.6830065359477131,103,50,0
XRP/USDT:USDT,1h,is,baseline,zone_height,1.5,276,189,154,0.6847826086956522,1.1627744850199644,0.0329405327544829,0.6428571428571429,43.221118138775616,0.6580259866697031,99,55,0
XRP/USDT:USDT,1h,is,pen_5bp,entry_r,1.5,276,172,138,0.6231884057971014,0.9252794151712868,0.0383309616442755,0.6521739130434783,41.75055222529588,0.6304347826086959,90,48,0
XRP/USDT:USDT,1h,is,pen_5bp,zone_height,1.5,276,172,139,0.6231884057971014,0.9676860539949133,0.0329405327544829,0.6330935251798561,41.24628925438198,0.6339759714927782,88,51,0
XRP/USDT:USDT,1h,is,baseline,zone_height,2.0,276,189,147,0.6847826086956522,0.9534864272448642,0.0575485133622474,0.5238095238095238,31.345894832258416,0.6365159371202698,77,70,0
XRP/USDT:USDT,1h,is,baseline,zone_height,3.0,276,189,133,0.6847826086956522,1.231131341808469,0.071167655059055,0.4360902255639097,31.46158649007407,0.8300343962506018,58,75,0
XRP/USDT:USDT,1h,oos_warm,baseline,zone_height,1.0,208,127,99,0.6105769230769231,0.1939553060293512,0.0441712852840321,0.6565656565656566,20.46475528852188,0.3827455263780792,65,34,0
XRP/USDT:USDT,1h,oos_warm,baseline,entry_r,1.5,208,127,93,0.6105769230769231,0.1621705067802708,0.0990836751184674,0.5376344086021505,15.15538702860125,0.3440860215053762,50,43,0
XRP/USDT:USDT,1h,oos_warm,baseline,zone_height,1.5,208,127,92,0.6105769230769231,0.192616259120002,0.0947725047290203,0.5217391304347826,16.833231772805206,0.3876555499820329,48,44,0
XRP/USDT:USDT,1h,oos_warm,pen_5bp,entry_r,1.5,208,119,85,0.5721153846153846,0.1093186421208602,0.1165752224848225,0.5176470588235295,11.428418046954462,0.2941176470588238,44,41,0
XRP/USDT:USDT,1h,oos_warm,pen_5bp,zone_height,1.5,208,119,84,0.5721153846153846,0.1490854234505261,0.1073071519643172,0.5119047619047619,14.437937170022964,0.3704849412840313,43,41,0
XRP/USDT:USDT,1h,oos_warm,baseline,zone_height,2.0,208,127,88,0.6105769230769231,0.0347152613885475,0.1093605558685036,0.3863636363636363,3.510485209359228,0.2333351871693407,34,54,0
XRP/USDT:USDT,1h,oos_warm,baseline,zone_height,3.0,208,127,82,0.6105769230769231,-0.0862254559069244,0.1596263360894207,0.2439024390243902,-6.509351031009245,-0.0009733849959377,20,62,0
XRP/USDT:USDT,1h,oos,baseline,zone_height,1.0,207,126,98,0.6086956521739131,0.206934727010738,0.0441712852840323,0.6632653061224489,22.05006209149006,0.3968551746064269,65,33,0
XRP/USDT:USDT,1h,oos,baseline,entry_r,1.5,207,126,92,0.6086956521739131,0.1748043969966616,0.0990836751184679,0.5434782608695652,16.423222255133545,0.3586956521739129,50,42,0
XRP/USDT:USDT,1h,oos,baseline,zone_height,1.5,207,126,91,0.6086956521739131,0.2055811233977483,0.0947725047290202,0.5274725274725275,18.060786545922657,0.4029045120697476,48,43,0
XRP/USDT:USDT,1h,oos,pen_5bp,entry_r,1.5,207,118,84,0.5700483091787439,0.1213779826890353,0.1165752224848225,0.5238095238095238,12.73825570628316,0.3095238095238098,44,40,0
XRP/USDT:USDT,1h,oos,pen_5bp,zone_height,1.5,207,118,83,0.5700483091787439,0.1615770664619702,0.1073071519643174,0.5180722891566265,15.727535244244317,0.3869968080464895,43,40,0
XRP/USDT:USDT,1h,oos,baseline,zone_height,2.0,207,126,87,0.6086956521739131,0.0459635928006264,0.1093605558685033,0.3908045977011494,4.484290159114084,0.2475114536885286,34,53,0
XRP/USDT:USDT,1h,oos,baseline,zone_height,3.0,207,126,81,0.6086956521739131,-0.0762918642306158,0.1596263360894216,0.2469135802469135,-5.705153789015692,0.0113602769176926,20,61,0
