scope,hold,floor,threshold,segment,num_trades,mean_net_r,se_net_r,fixed_return,fixed_mdd,compound_return,compound_mdd,compound_ruined
1d,8,0.03,15.0,is,32,-0.5033784801147442,0.16730804013853032,-0.16108111363671807,0.1740656972177147,-0.15030130676376574,0.16297924508616946,False
1d,8,0.03,15.0,oos_warm,17,0.6368013705471459,0.4701902803664818,0.10825623299301457,0.05065974639371773,0.1106875565437091,0.04964353288507273,False
1w,8,0.03,15.0,full,5,-0.28223590568855556,0.5340611924251188,-0.014111795284427853,0.030059698966341086,-0.014312763663494654,0.02975951143962896,False
1w,8,0.03,15.0,is,4,-0.49417006670548413,0.5078226485510955,-0.019766802668219396,0.030059698966341086,-0.019772926706638216,0.02975951143962896,False
1w,8,0.03,15.0,oos_warm,1,-0.15629484214523928,,-0.001562948421452437,0.001562948421452437,-0.001562948421452437,0.001562948421452437,False
__all__,12,0.03,15.0,full,1496,0.12313118225425745,0.046985987545134014,1.8420424865236917,0.46151772717184114,3.9963875379619056,0.7447894786545497,False
__all__,12,0.03,15.0,is,1061,0.11389636150674716,0.05799222180352219,1.2084403955865866,0.46151772717184114,1.8067403983589956,0.7447894786545497,False
__all__,12,0.03,15.0,oos_warm,435,0.14138231790184758,0.0777588742125217,0.6150130828730365,0.5276529472165998,0.7485188555817237,0.5170272675608273,False
__no15m__,12,0.03,15.0,full,1305,0.1138322391512801,0.05247199775773916,1.4855107209242049,0.5175657497552115,2.542898820092368,0.7247656232810138,False
__no15m__,12,0.03,15.0,is,906,0.09266856230885653,0.06597011894571517,0.8395771745182388,0.5175657497552115,0.96213808644911,0.7247656232810138,False
__no15m__,12,0.03,15.0,oos_warm,399,0.1572292076044857,0.08331655524415438,0.627344538341897,0.5361004998035348,0.7735589615066096,0.5170272675608274,False
15m,12,0.03,15.0,full,191,0.1866658458636069,0.08321186922349544,0.3565317655994884,0.09149483253714452,0.4102540861812276,0.12777194095788336,False
15m,12,0.03,15.0,is,155,0.23797627165699997,0.09405566262494915,0.36886322106834935,0.07035455282109204,0.4304499860345532,0.09867856174601974,False
15m,12,0.03,15.0,oos_warm,36,-0.03425404296905741,0.1735472724435423,-0.012331455468860275,0.07341706810156323,-0.014118564123526078,0.07345485991656919,False
1h,12,0.03,15.0,full,215,0.11450824549421194,0.09427422255678553,0.2461927278125553,0.21991579187061194,0.2534631102979297,0.24205820930869404,False
1h,12,0.03,15.0,is,151,0.13781326670266145,0.11612517983920294,0.20809803272101868,0.21991579187061194,0.21279948506172852,0.24205820930869404,False
1h,12,0.03,15.0,oos_warm,64,0.059522961080526474,0.15999112852344344,0.03809469509153707,0.10794250546453688,0.033528728975450894,0.10415664634080068,False
2h,12,0.03,15.0,full,222,0.36523784771057993,0.13972825821124857,0.8108280219174875,0.13015730571475803,1.1460796041376122,0.19466013437465657,False
2h,12,0.03,15.0,is,141,0.3657413078049911,0.17976862813760341,0.5156952440050371,0.09389170980431549,0.6234318967476724,0.13526463993240678,False
2h,12,0.03,15.0,oos_warm,81,0.3643614542129011,0.22220585857995848,0.29513277791244996,0.18908429468289212,0.3219400262105192,0.19466013437465657,False
3h,12,0.03,15.0,full,225,0.10911216197698835,0.10467097378988667,0.24550236444822326,0.2509747792711656,0.24405752312657114,0.29781229921171404,False
3h,12,0.03,15.0,is,143,0.22705192258467494,0.13918192870955817,0.32468424929608486,0.19555201914195652,0.35686212988473653,0.2285548046401379,False
3h,12,0.03,15.0,oos_warm,82,-0.09656327420470914,0.15195466845712327,-0.07918188484786126,0.28529968619042323,-0.08313638082577146,0.2508769602186418,False
4h,12,0.03,15.0,full,208,-0.006431722479322192,0.18053361652069336,-0.013377982756990536,0.37936265740803743,-0.0715123385296973,0.3916760126343599,False
4h,12,0.03,15.0,is,148,-0.07495656745615756,0.240161609971943,-0.11093571983511341,0.3265044489658626,-0.15168412505601736,0.3483920735708059,False
4h,12,0.03,15.0,oos_warm,60,0.16259622846353847,0.20312166624554848,0.09755773707812265,0.09249334606390713,0.09450699779915572,0.08892423422813378,False
6h,12,0.03,15.0,full,162,-0.07463296673444379,0.11087301624486516,-0.12090540610979872,0.3089172950572996,-0.1278167290911698,0.31411600395852146,False
6h,12,0.03,15.0,is,132,-0.10779724307593308,0.12042521666845102,-0.14229236086023134,0.3089172950572996,-0.14335809707470237,0.31411600395852146,False
6h,12,0.03,15.0,oos_warm,30,0.07128984916810895,0.2817533040815027,0.021386954750432396,0.07734179014520137,0.018142199127151537,0.08032397159154236,False
8h,12,0.03,15.0,full,140,0.16562826378909912,0.1802341494072123,0.23187956930473885,0.2309346938253939,0.22328345472836464,0.24256931934265435,False
8h,12,0.03,15.0,is,102,0.05858544660197403,0.2096008480653195,0.05975715553401306,0.2309346938253939,0.03898756772265721,0.24256931934265435,False
8h,12,0.03,15.0,oos_warm,38,0.40975556963550747,0.34173594408891006,0.15570711646149316,0.08929996889894143,0.15890393446092732,0.10099665863553631,False
12h,12,0.03,15.0,full,80,0.274777467268822,0.20576332092942118,0.2198219738150582,0.0759915749232909,0.22932439179172492,0.09095604903563914,False
12h,12,0.03,15.0,is,54,0.452066151462735,0.26646901037862164,0.2441157217898775,0.0759915749232909,0.2632505121413409,0.07621616710463719,False
12h,12,0.03,15.0,oos_warm,26,-0.09791781102963572,0.2984564150173354,-0.025458630867705057,0.08116926281560721,-0.027932939356800413,0.07998455015905959,False
1d,12,0.03,15.0,full,49,-0.2266106839703869,0.2132921045168958,-0.11103923514548975,0.2873677027240886,-0.10990985381240559,0.2511319937295894,False
1d,12,0.03,15.0,is,32,-0.7397123635324087,0.11741598089144112,-0.2367079563303709,0.2367079563303709,-0.21201356313825204,0.21201356313825204,False
1d,12,0.03,15.0,oos_warm,17,0.7392277716757714,0.5038143097403729,0.12566872118488104,0.05065974639371773,0.12957546545152065,0.04964353288507273,False
1w,12,0.03,15.0,full,5,-0.40641846455445724,0.41760167096048334,-0.020320923227722942,0.030059698966341086,-0.020327695248582578,0.02975951143962896,False
1w,12,0.03,15.0,is,4,-0.49417006670548413,0.5078226485510955,-0.019766802668219396,0.030059698966341086,-0.019772926706638216,0.02975951143962896,False
1w,12,0.03,15.0,oos_warm,1,-0.15629484214523928,,-0.001562948421452437,0.001562948421452437,-0.001562948421452437,0.001562948421452437,False
__all__,16,0.03,15.0,full,1496,0.12848101625464478,0.04775653336710634,1.9220760031694861,0.502776363347449,4.344203609412993,0.7832519000048346,False
__all__,16,0.03,15.0,is,1061,0.11642654257852965,0.05762684335815923,1.2352856167581945,0.502776363347449,1.8754369588704805,0.7832519000048346,False
__all__,16,0.03,15.0,oos_warm,435,0.13709169682464115,0.08225809244740281,0.5963488811871878,0.5220455911995057,0.7051198652819848,0.5237209899341404,False
__no15m__,16,0.03,15.0,full,1305,0.11844338936370909,0.053032967862677145,1.5456862311964037,0.5658942906038222,2.726373910329847,0.7630843678713087,False
__no15m__,16,0.03,15.0,is,906,0.09474125866840757,0.06506293024287438,0.8583558035357695,0.5658942906038222,0.998850729134938,0.7630843678713087,False
__no15m__,16,0.03,15.0,oos_warm,399,0.14959622116203775,0.08785561957729279,0.5968889224365292,0.5385289376079165,0.710337572174917,0.5237209899341404,False
15m,16,0.03,15.0,full,191,0.19706270783931257,0.09297314001275651,0.37638977197308643,0.10085507707317576,0.4341565656088233,0.14303333356835368,False
15m,16,0.03,15.0,is,155,0.24318052465963147,0.10456664717124724,0.37692981322242813,0.07701089231562519,0.4385451184315807,0.11010147502862155,False
15m,16,0.03,15.0,oos_warm,36,-0.0015001145815050482,0.20107434999720447,-0.000540041249341705,0.08663955610669682,-0.003050688342359331,0.0876593022264337,False
1h,16,0.03,15.0,full,215,0.15334592905082564,0.10754057586870257,0.32969374745927493,0.21540844389267133,0.35444470410933215,0.24681368479565724,False
1h,16,0.03,15.0,is,151,0.1820688574966446,0.132423175239393,0.27492397481993325,0.21540844389267133,0.2907928293078932,0.24681368479565724,False
1h,16,0.03,15.0,oos_warm,64,0.08557776974897165,0.18264070229163223,0.054769772639341685,0.11869095998539181,0.04931223148765751,0.11657251642333677,False
2h,16,0.03,15.0,full,222,0.32271280210096004,0.14915601600880402,0.7164224206641308,0.15272798820582156,0.9418590405934137,0.2253221729376521,False
2h,16,0.03,15.0,is,141,0.3714839057658858,0.2020583730492928,0.5237923071298989,0.13400067045413266,0.624294574235104,0.19185279502819574,False
2h,16,0.03,15.0,oos_warm,81,0.2378149549805338,0.2095895201342501,0.19263011353423187,0.1996380355667272,0.1955091591116438,0.19466013437465668,False
3h,16,0.03,15.0,full,225,0.04345272828796394,0.11287226497328974,0.0977686386479184,0.3265584757572263,0.06873018698279676,0.3575024731435532,False
3h,16,0.03,15.0,is,143,0.11828652791347777,0.14923257772222862,0.16914973491627316,0.28255185946892103,0.1584855362840789,0.3118362536245731,False
3h,16,0.03,15.0,oos_warm,82,-0.08705011740043216,0.16809869791013918,-0.0713810962683542,0.2863120243090178,-0.07747645222156085,0.2508769602186419,False
4h,16,0.03,15.0,full,208,-0.016631969520934715,0.13172350878753664,-0.03459449660354352,0.3442218230554993,-0.06766307535384453,0.33110526899461445,False
4h,16,0.03,15.0,is,148,-0.13453639985466384,0.15996976953027073,-0.19911387178490147,0.3344699575619636,-0.20179518011313158,0.31848301987543026,False
4h,16,0.03,15.0,oos_warm,60,0.274198958635597,0.22748482834957173,0.16451937518135784,0.07245857161228886,0.16804221349890902,0.07435149159983945,False
6h,16,0.03,15.0,full,162,-0.0468240014184307,0.11919040973215209,-0.07585488229785742,0.2735138348065408,-0.08984549429194655,0.28366732020391516,False
6h,16,0.03,15.0,is,132,-0.08158680582521875,0.1293223328397438,-0.10769458368928864,0.27162478542927304,-0.11485822079741248,0.28160192747926316,False
6h,16,0.03,15.0,oos_warm,30,0.10024253542532761,0.3021607725545639,0.030072760627597894,0.07885764353960667,0.026496823553994187,0.082660368116102,False
8h,16,0.03,15.0,full,140,0.18849882902180243,0.21043431832881943,0.2638983606305234,0.2228652186835477,0.2502214427179985,0.24758622638770633,False
8h,16,0.03,15.0,is,102,0.13680453215715085,0.25161299914981283,0.13954062280029378,0.2228652186835477,0.11529623332131389,0.24758622638770633,False
8h,16,0.03,15.0,oos_warm,38,0.3058477336110959,0.3815188876634622,0.11622213877221643,0.10909582892783287,0.11213184516092345,0.12521839932191403,False
12h,16,0.03,15.0,full,80,0.3634913213276649,0.22262875258830314,0.2907930570621322,0.0816363024161123,0.31651406652152914,0.10547797370131373,False
12h,16,0.03,15.0,is,54,0.5297976471686591,0.28394460954222056,0.2860907294710764,0.07210406038757333,0.31536589199914444,0.08834043478822518,False
12h,16,0.03,15.0,oos_warm,26,0.034752075683629154,0.355537450889387,0.009035539677743731,0.07132308012736588,0.005013942089670875,0.07042379073444294,False
1d,16,0.03,15.0,full,49,-0.20465631592597902,0.21249986182764335,-0.10028159480372967,0.25928240499126887,-0.10023659707490695,0.23105933520586575,False
1d,16,0.03,15.0,is,32,-0.6339526921799261,0.17708735906623072,-0.20286486149757632,0.2090134129934157,-0.18539552282825467,0.19089237417569382,False
1d,16,0.03,15.0,oos_warm,17,0.6034309805520387,0.4621710680397038,0.10258326669384665,0.05065974639371773,0.10454021324436336,0.04964353288507273,False
1w,16,0.03,15.0,full,5,1.2708485279853918,2.067910129177388,0.06354242639926966,0.030059698966341086,0.06091274867678087,0.02975951143962896,False
1w,16,0.03,15.0,is,4,-0.49417006670548413,0.5078226485510955,-0.019766802668219396,0.030059698966341086,-0.019772926706638216,0.02975951143962896,False
1w,16,0.03,15.0,oos_warm,1,-0.15629484214523928,,-0.001562948421452437,0.001562948421452437,-0.001562948421452437,0.001562948421452437,False
__all__,24,0.03,15.0,full,1496,0.1360790925079175,0.05162332323514635,2.0357432239184465,0.49814683794773584,4.748041610345879,0.8067951851810949,False
__all__,24,0.03,15.0,is,1061,0.14150625652782511,0.0627970451173403,1.5013813817602242,0.49814683794773584,2.627543324780421,0.8067951851810949,False
__all__,24,0.03,15.0,oos_warm,435,0.09351177471965473,0.08385985800116628,0.40677622003049696,0.5357063830588917,0.4075203252281987,0.5359973765694557,False
__no15m__,24,0.03,15.0,full,1305,0.1240193369545453,0.05708279086787665,1.6184523472568237,0.5576024207534858,2.8662217649446053,0.7770308283885676,False
__no15m__,24,0.03,15.0,is,906,0.11985065504051413,0.07054708456362088,1.0858469346670603,0.5576024207534858,1.4369683221494434,0.7770308283885676,False
__no15m__,24,0.03,15.0,oos_warm,399,0.10150871941404414,0.08932316977443923,0.4050197904620354,0.5563883505437942,0.40923771369294304,0.5359973765694557,False
15m,24,0.03,15.0,full,191,0.21847689877572182,0.10678362114607587,0.4172908766616277,0.14306785452648108,0.48673355017136055,0.2084519745862674,False
15m,24,0.03,15.0,is,155,0.2680867400601078,0.12134060617961402,0.41553444709316634,0.1211394275775377,0.48854759079546417,0.17801530471431914,False
15m,24,0.03,15.0,oos_warm,36,0.004878971023505029,0.2188182377241329,0.0017564295684617814,0.09871400143909503,-0.001218664848420259,0.10013287153428818,False
1h,24,0.03,15.0,full,215,0.2199311895727409,0.12758716275507265,0.47285205758139237,0.19194224731922604,0.5463389555082689,0.22008760181478992,False
1h,24,0.03,15.0,is,151,0.2843031633884953,0.16214702606708473,0.4292977767166277,0.19194224731922604,0.4914696186917804,0.22008760181478992,False
1h,24,0.03,15.0,oos_warm,64,0.0680535638511953,0.19375481040823883,0.043554280864765094,0.12124865732023793,0.036788772717084584,0.11657251642333688,False
2h,24,0.03,15.0,full,222,0.23421601870631362,0.1435069596343294,0.5199595615280153,0.1739035344916684,0.602123975101645,0.23594501918744626,False
2h,24,0.03,15.0,is,141,0.3061788449689935,0.1987867667308772,0.4317121714062797,0.1739035344916684,0.4833879307895277,0.23594501918744626,False
2h,24,0.03,15.0,oos_warm,81,0.10894739521201907,0.18771873786702106,0.08824739012173577,0.1900909308017379,0.08004382525137599,0.1946601343746568,False
3h,24,0.03,15.0,full,225,0.0264670456410756,0.11265126761915949,0.05955085269241911,0.33685025528672397,0.02872280110404657,0.3711733968265133,False
3h,24,0.03,15.0,is,143,0.13148279520134687,0.15271112711214305,0.1880203971379255,0.2694999934509348,0.1792315046842219,0.30399501774330284,False
3h,24,0.03,15.0,oos_warm,82,-0.15667017615305598,0.15603601985103904,-0.12846954444550596,0.3163720122273971,-0.12763287190200867,0.2774203144116808,False
4h,24,0.03,15.0,full,208,0.0681935963966547,0.13978195381569303,0.14184268050504256,0.30651364040592033,0.10642898753232544,0.285937898002421,False
4h,24,0.03,15.0,is,148,-0.08985076111387501,0.16148223326996586,-0.13297912644853482,0.30651364040592033,-0.14815390097585046,0.285937898002421,False
4h,24,0.03,15.0,oos_warm,60,0.4535810224150454,0.27082832774305515,0.2721486134490272,0.07442377018506074,0.29550107179809504,0.07290200858991502,False
6h,24,0.03,15.0,full,162,-0.11357454885605786,0.1263850949185295,-0.183990769146814,0.33885337086648315,-0.18499898573669527,0.3504220992227992,False
6h,24,0.03,15.0,is,132,-0.0840094528139418,0.14523130069288265,-0.11089247771440358,0.3036093019694476,-0.1208812524605315,0.3194617029318193,False
6h,24,0.03,15.0,oos_warm,30,-0.2531231014969914,0.23819872820125645,-0.07593693044909744,0.09958706128704886,-0.07548302307675236,0.09823705614366018,False
8h,24,0.03,15.0,full,140,0.22978268803188837,0.2296127473614427,0.3216957632446449,0.19077403986307417,0.3152019272926134,0.22821028865842574,False
8h,24,0.03,15.0,is,102,0.22013141822103774,0.2868279688151726,0.22453404658545928,0.19077403986307417,0.2039023706589862,0.22821028865842574,False
8h,24,0.03,15.0,oos_warm,38,0.2392779831453708,0.3539705840493984,0.09092563359524108,0.10762694083572566,0.08579364270370915,0.11641301716410057,False
12h,24,0.03,15.0,full,80,0.3934430733261609,0.26470955631345766,0.3147544586609292,0.10223375447535987,0.3401839288849682,0.1136516670372929,False
12h,24,0.03,15.0,is,54,0.5761548557095414,0.35800424248665963,0.3111236220831526,0.10223375447535987,0.3399766059282423,0.10828003931393981,False
12h,24,0.03,15.0,oos_warm,26,0.08808686557849514,0.3647681920932055,0.022902585050408986,0.06498230665087312,0.01882492077311415,0.06446735607354204,False
1d,24,0.03,15.0,full,49,-0.2724779066765274,0.2738825501658799,-0.1335141742714988,0.27970027588533675,-0.13252448415637652,0.2458569499323453,False
1d,24,0.03,15.0,is,32,-0.7085152655262912,0.1615706972788476,-0.22672488496841325,0.22920287030164732,-0.204529395911489,0.206462968198589,False
1d,24,0.03,15.0,oos_warm,17,0.5482982982171454,0.6992500945995664,0.09321071069691489,0.05065974639371773,0.09051863310224917,0.04964353288507273,False
1w,24,0.03,15.0,full,5,2.2755940785100526,3.0705309710792053,0.11377970392550263,0.030059698966341086,0.10957880775963025,0.02975951143962896,False
1w,24,0.03,15.0,is,4,-0.49417006670548413,0.5078226485510955,-0.019766802668219396,0.030059698966341086,-0.019772926706638216,0.02975951143962896,False
1w,24,0.03,15.0,oos_warm,1,-0.15629484214523928,,-0.001562948421452437,0.001562948421452437,-0.001562948421452437,0.001562948421452437,False
__all__,4,0.03,20.0,full,3112,0.09531394343038745,0.028809259951303606,2.9661699195536544,0.41353128450240595,12.37837850178688,0.6801984345699901,False
__all__,4,0.03,20.0,is,2227,0.10145235208505128,0.03648576687027675,2.2593438809340936,0.41353128450240595,6.083353376565593,0.6801984345699901,False
__all__,4,0.03,20.0,oos_warm,885,0.08099747563965225,0.04287593189279449,0.7168276594109224,0.5641928178516995,0.9074517688630692,0.6156881413247957,False
__no15m__,4,0.03,20.0,full,2771,0.09056059954477579,0.03138917599037131,2.509434213385745,0.507905168078744,7.668537390288471,0.6749094513956346,False
__no15m__,4,0.03,20.0,is,1940,0.09037334388703043,0.04048059459185389,1.7532428714083936,0.507905168078744,3.3607459514586315,0.6749094513956346,False
__no15m__,4,0.03,20.0,oos_warm,831,0.0922013192260787,0.045067612174703606,0.7661929627687141,0.55974527263952,1.0075854319353645,0.6156881413247959,False
15m,4,0.03,20.0,full,341,0.13394008978531025,0.06380989819222942,0.4567357061679078,0.11299546001832483,0.5433259267907102,0.16759299376390158,False
15m,4,0.03,20.0,is,287,0.17634181516574893,0.07264882339633341,0.5061010095256993,0.06376959062030196,0.6243444253376567,0.09737220663976498,False
15m,4,0.03,20.0,oos_warm,54,-0.09141722844035426,0.11152680506057402,-0.0493653033577911,0.11114691703023838,-0.049877659739623215,0.10859001707815086,False
1h,4,0.03,20.0,full,486,0.1479034919411814,0.09975646248094487,0.7188109708341412,0.36587279725193644,0.8541027955567935,0.36591924269219067,False
1h,4,0.03,20.0,is,357,0.21892121587184385,0.1321248015073188,0.7815487406624826,0.36587279725193644,0.9859750694089457,0.36591924269219067,False
1h,4,0.03,20.0,oos_warm,129,-0.04863393009948903,0.08532362494121973,-0.062737769828341,0.22254307531876394,-0.0664017770834352,0.20196807036427156,False
2h,4,0.03,20.0,full,489,0.11547679903967244,0.05160065000353979,0.5646815473039974,0.13667589505457078,0.7040914956487578,0.20363783229340815,False
2h,4,0.03,20.0,is,334,0.16427011415985163,0.06270397158907268,0.5486621812939032,0.07977227754876903,0.6933195164476573,0.11401721050196367,False
2h,4,0.03,20.0,oos_warm,155,0.01033507484522176,0.09051776320189464,0.01601936601009335,0.20541953294354887,0.006361456946825106,0.2016547259108693,False
3h,4,0.03,20.0,full,487,0.05782314967114245,0.05210833633060826,0.28159873889846265,0.2322129176877581,0.2836727445925673,0.2717517655161491,False
3h,4,0.03,20.0,is,331,0.04617009724613753,0.06099955925013224,0.1528230218847142,0.21147852176460524,0.14188912499487438,0.22646805232656553,False
3h,4,0.03,20.0,oos_warm,156,0.0825485365472746,0.09880977430400877,0.12877571701374846,0.2616460504327808,0.12416583755303678,0.27175176551614866,False
4h,4,0.03,20.0,full,447,0.03300155573291043,0.06747174901938524,0.14751695412610943,0.23292022129014456,0.10916395973492743,0.2402040519087203,False
4h,4,0.03,20.0,is,311,-0.012246031760078165,0.07808418792894506,-0.038085158773843,0.23292022129014456,-0.06424652816888177,0.2402040519087203,False
4h,4,0.03,20.0,oos_warm,136,0.13647214183820053,0.13153709598347574,0.18560211289995188,0.14223086941916874,0.1853164248105572,0.15168688886685477,False
6h,4,0.03,20.0,full,329,0.023639346262022427,0.07268287297773304,0.07777344920205231,0.3326187424490108,0.05095491454384815,0.33034449150907796,False
6h,4,0.03,20.0,is,253,-0.07482203839118719,0.07779545074739548,-0.18929975712970426,0.3326187424490108,-0.1881257661588941,0.33034449150907796,False
6h,4,0.03,20.0,oos_warm,76,0.3514121135944174,0.17451686411687228,0.2670732063317567,0.04289699652922585,0.29447994620005824,0.05547588843060147,False
8h,4,0.03,20.0,full,267,0.19465893645064983,0.14865172060393875,0.5197393603232359,0.13755081546691772,0.5666511624076764,0.20182111846360606,False
8h,4,0.03,20.0,is,186,0.23520633590268378,0.2051361639337055,0.43748378477899275,0.13755081546691772,0.4516309676437156,0.20182111846360606,False
8h,4,0.03,20.0,oos_warm,81,0.10155009326449767,0.13630198910622704,0.08225557554424312,0.12454799549058038,0.07923514813869081,0.13797705395106574,False
12h,4,0.03,20.0,full,167,0.2679243076277435,0.1599047575728054,0.44743359373833136,0.1077854003917369,0.5121762709651341,0.155801256014107,False
12h,4,0.03,20.0,is,115,0.3539131524448042,0.21354473571852023,0.40700012531152496,0.10525509543733369,0.4600204837663562,0.14958929904614338,False
12h,4,0.03,20.0,oos_warm,52,0.07775667005155128,0.20205763349503306,0.040433468426806174,0.10652744402966918,0.03572264072914577,0.10894133799773908,False
1d,4,0.03,20.0,full,104,-0.08816693438350542,0.13656147046359882,-0.09169361175884572,0.3011567490366024,-0.09661005079450169,0.26882785859201896,False
1d,4,0.03,20.0,is,61,-0.31504631779868325,0.14183998492924974,-0.19217825385719634,0.21338525542886022,-0.17810647902873677,0.19856735858589758,False
1d,4,0.03,20.0,oos_warm,43,0.23368521418221208,0.25619695994485847,0.10048464209835095,0.09128589895657369,0.09915691772083557,0.08766862787388952,False
1w,4,0.03,20.0,full,10,-0.06419134740473711,0.2531997430942435,-0.006419134740473731,0.03333309934112172,-0.0066874705156584335,0.03293485657262529,False
1w,4,0.03,20.0,is,7,-0.06720226030297193,0.42245200119581905,-0.004704158221208066,0.03333309934112172,-0.0050662903431286654,0.03293485657262529,False
1w,4,0.03,20.0,oos_warm,3,0.27622147573670836,0.3179408705890357,0.00828664427210124,0.0033912922110015398,0.008279095418553206,0.0034310302694051664,False
__all__,8,0.03,20.0,full,3110,0.10131363185745997,0.029669654376232486,3.150853950767007,0.3812869646028033,14.585186118725975,0.7705017291401765,False
__all__,8,0.03,20.0,is,2225,0.10273392124285269,0.03649485920233108,2.285829747653473,0.3812869646028033,6.212636559376151,0.7705017291401765,False
__all__,8,0.03,20.0,oos_warm,885,0.09670448304488108,0.04947121869847206,0.855834674947197,0.6713027954191404,1.1416964783769221,0.6291551523775396,False
__no15m__,8,0.03,20.0,full,2769,0.08983258175735143,0.03217939526060759,2.48746418886107,0.4878130005183473,7.255201452432278,0.7663385901440274,False
__no15m__,8,0.03,20.0,is,1938,0.08149358337629754,0.040201137063472156,1.579345645832651,0.4878130005183473,2.65019419529169,0.7663385901440274,False
__no15m__,8,0.03,20.0,oos_warm,831,0.1081743700195041,0.051977554050851735,0.8989290148620765,0.6664090006134585,1.2415667925519087,0.6291551523775396,False
15m,8,0.03,20.0,full,341,0.19454245217183108,0.07020156812507666,0.6633897619059463,0.09549862098950057,0.8879231728662342,0.16007174804876956,False
15m,8,0.03,20.0,is,287,0.24616170795150696,0.0793685947995327,0.706484101820827,0.06068636320439935,0.9759596814546407,0.1031036543127476,False
15m,8,0.03,20.0,oos_warm,54,-0.07980433317570522,0.1314970280193306,-0.043094339914880764,0.13174344187924492,-0.04455379804288184,0.1295177476462488,False
1h,8,0.03,20.0,full,486,0.1641514718516256,0.0938172694675617,0.7977761531989027,0.37306486523186744,1.0213345897364952,0.4020901166568127,False
1h,8,0.03,20.0,is,357,0.2351882017133613,0.12195377557942666,0.8396218801167026,0.37306486523186744,1.126251804855928,0.4020901166568127,False
1h,8,0.03,20.0,oos_warm,129,-0.03243854799829409,0.1037256557680066,-0.0418457269177992,0.2439271713983393,-0.04934373947611592,0.22209810061241897,False
2h,8,0.03,20.0,full,489,0.17610048587500648,0.06339530922867324,0.8611313759287782,0.15332816405889305,1.255647714495085,0.26204548711326614,False
2h,8,0.03,20.0,is,334,0.2367172457351687,0.07630809749477599,0.790635600755462,0.09298785067193927,1.1341263953789094,0.14293866308463665,False
2h,8,0.03,20.0,oos_warm,155,0.04548114527310799,0.11350833985920855,0.07049577517331662,0.21972966529144078,0.05694195028903182,0.21096077180119632,False
3h,8,0.03,20.0,full,487,0.09053650510616532,0.06428069490948786,0.44091277986702515,0.2133394015422767,0.48103451218716,0.2662021535393263,False
3h,8,0.03,20.0,is,331,0.09825913583021531,0.07718599347305305,0.3252377395980137,0.2049352829690575,0.34070226687598604,0.23037190660333806,False
3h,8,0.03,20.0,oos_warm,156,0.07415066683911051,0.11631812048919833,0.1156750402690121,0.2753939925736675,0.1046707004070091,0.26620215353932597,False
4h,8,0.03,20.0,full,447,0.008292195990408535,0.08550738524536249,0.03706611607712684,0.33017663078266,-0.030752014489643154,0.35356926680181666,False
4h,8,0.03,20.0,is,311,-0.015633489263375804,0.10906012143810462,-0.048620151609097606,0.33017663078266,-0.09669381717223424,0.3524640796911648,False
4h,8,0.03,20.0,oos_warm,136,0.0630046085928124,0.13001205536709876,0.08568626768622423,0.15159855298840075,0.07300049964914779,0.15168688886685477,False
6h,8,0.03,20.0,full,329,-0.03866238682737328,0.07619351168987881,-0.12719925266205823,0.4496564643308527,-0.14621582390461263,0.4395780281674976,False
6h,8,0.03,20.0,is,253,-0.1098111647799916,0.08503966749934022,-0.27782224689337864,0.4496564643308527,-0.2597039672682083,0.4395780281674976,False
6h,8,0.03,20.0,oos_warm,76,0.19818815030436923,0.16747166824807974,0.1506229942313213,0.06887695956135986,0.15330102870443363,0.08191326368498952,False
8h,8,0.03,20.0,full,267,0.15916965987299997,0.1253146561262181,0.42498299186091004,0.24062294047753152,0.4507942149550834,0.2919615907205496,False
8h,8,0.03,20.0,is,186,0.06929904927562237,0.15573304653758963,0.12889623165265762,0.24062294047753152,0.09407531535504954,0.2919615907205496,False
8h,8,0.03,20.0,oos_warm,81,0.36553921013364443,0.20631335786896907,0.2960867602082524,0.10031433390358757,0.3260460176676876,0.12514548048034357,False
12h,8,0.03,20.0,full,167,0.15251620334387722,0.12972209860332817,0.2547020595842753,0.14120671564119458,0.2607472975359322,0.17138763990825967,False
12h,8,0.03,20.0,is,115,0.16260023595250092,0.1588478422730675,0.18699027134537616,0.14120671564119458,0.18612610618646563,0.17138763990825967,False
12h,8,0.03,20.0,oos_warm,52,0.12080857908355394,0.22182411998045662,0.06282046112344819,0.12599875379183256,0.05799087096022615,0.13180236604935613,False
1d,8,0.03,20.0,full,104,-0.05825818988698679,0.15669289148782675,-0.0605885174824663,0.32503658138342695,-0.07088538483041473,0.2866585953930839,False
1d,8,0.03,20.0,is,61,-0.35668216871040986,0.15499601705144528,-0.2175761229133497,0.2408401090136154,-0.19934269996759368,0.22011844338100373,False
1d,8,0.03,20.0,oos_warm,43,0.3650874544904274,0.29944775843071036,0.15698760543088341,0.09128589895657369,0.1604398225457757,0.08766862787388952,False
1w,8,0.03,20.0,full,10,-0.07964931602591657,0.3282292562702885,-0.007964931602591707,0.04329191143080757,-0.008415682875176245,0.04256783010237697,False
1w,8,0.03,20.0,is,7,-0.20947100444134145,0.4433807452063987,-0.014662970310893919,0.04329191143080757,-0.014976863745676416,0.04256783010237697,False
1w,8,0.03,20.0,oos_warm,3,0.07999458858060779,0.1608243311593868,0.0023998376574183578,0.0015567792383587298,0.0023939975046991524,0.001562948421452326,False
