scope,arm,sizing_mode,multiple,segment,exclude_symbol,num_cells,num_trades,win_rate,total_return,max_drawdown,peak_concurrency,max_concurrent_risk,max_open_notional_ratio,liquidation_events,clamped_entries,skipped_cell_busy,skipped_notional
15m,book,risk_pct,1.0,oos_warm,BTC,5,535,0.5700934579439252,0.7756703365738791,0.07646827450457336,2.0,0.012195038133270634,1.0000000000000002,0.0,525.0,102.0,127.0
15m,book,risk_pct,2.0,oos_warm,BTC,5,536,0.5708955223880597,2.0803119227668647,0.150104281888975,2.0,0.024390076266541272,2.0000000000000004,0.0,526.0,101.0,126.0
15m,book,risk_pct,3.0,oos_warm,BTC,5,534,0.5692883895131086,4.220962829349551,0.22063600467877933,2.0,0.03658511439981191,3.000000000000001,0.0,524.0,105.0,127.0
15m,book,risk_pct,5.0,oos_warm,BTC,5,532,0.5695488721804511,13.328569025647605,0.351566053982355,2.0,0.060975190666353186,5.000000000000001,0.0,522.0,103.0,130.0
15m,book,fixed_notional,1.0,oos_warm,BTC,5,602,0.579734219269103,0.12931016271717435,0.012975839690295025,4.0,0.003594842924977245,0.6667885166774327,0.0,0.0,115.0,0.0
15m,book,fixed_notional,2.0,oos_warm,BTC,5,602,0.579734219269103,0.27423648489748687,0.02582184306925828,4.0,0.007189685849954492,1.3338210899753098,0.0,0.0,115.0,0.0
15m,book,fixed_notional,3.0,oos_warm,BTC,5,602,0.579734219269103,0.4365174886521914,0.038538826941577876,4.0,0.010784528774931737,2.0010982559669106,0.0,0.0,115.0,0.0
15m,book,fixed_notional,5.0,oos_warm,BTC,5,602,0.579734219269103,0.8209874245319432,0.06358900582229061,4.0,0.017974214624886225,3.336388518185855,0.0,0.0,115.0,0.0
15m,isolated,risk_pct,1.0,oos_warm,ETH,5,529,0.5635474452976322,0.1502410396558085,0.03909309790734609,,,,,,,
15m,book,risk_pct,1.0,oos_warm,ETH,5,475,0.5831578947368421,0.7885695263781236,0.0659002682569609,2.0,0.010013756762451058,1.0000000000000002,0.0,467.0,86.0,115.0
15m,book,risk_pct,2.0,oos_warm,ETH,5,475,0.5810526315789474,2.1371445069648165,0.1280759061441448,2.0,0.020027513524902115,2.0000000000000004,0.0,467.0,85.0,111.0
15m,book,risk_pct,3.0,oos_warm,ETH,5,473,0.5856236786469344,4.492711883516651,0.1866972762745393,2.0,0.03004127028735317,3.000000000000001,0.0,465.0,86.0,114.0
15m,book,risk_pct,5.0,oos_warm,ETH,5,475,0.5852631578947368,14.073028159949352,0.29393147382580637,2.0,0.05006878381225528,5.000000000000001,0.0,467.0,85.0,113.0
15m,book,fixed_notional,1.0,oos_warm,ETH,5,529,0.5860113421550095,0.12052464215808886,0.016457691914406568,3.0,0.0037406916086937217,0.5003417514836582,0.0,0.0,96.0,0.0
15m,book,fixed_notional,2.0,oos_warm,ETH,5,529,0.5860113421550095,0.2546531773845048,0.03269005210341298,3.0,0.007481383217387444,1.0013698147519758,0.0,0.0,96.0,0.0
15m,book,fixed_notional,3.0,oos_warm,ETH,5,529,0.5860113421550095,0.4038060466817287,0.04869955079074366,3.0,0.011222074826081166,1.5030884290554662,0.0,0.0,96.0,0.0
15m,book,fixed_notional,5.0,oos_warm,ETH,5,529,0.5860113421550095,0.7535510124794597,0.08005974502822595,3.0,0.01870345804346861,2.5086144430601753,0.0,0.0,96.0,0.0
15m,isolated,risk_pct,1.0,oos_warm,SOL,5,485,0.5480970766685053,0.0754502826531911,0.04513096086793552,,,,,,,
15m,book,risk_pct,1.0,oos_warm,SOL,5,434,0.5506912442396313,0.3444314220112252,0.09199506728551843,2.0,0.011391930759555054,1.0000000000000002,0.0,427.0,95.0,111.0
15m,book,risk_pct,2.0,oos_warm,SOL,5,433,0.5519630484988453,0.7767590838687971,0.1779096246084925,2.0,0.022783861519110108,2.0000000000000004,0.0,426.0,95.0,112.0
15m,book,risk_pct,3.0,oos_warm,SOL,5,435,0.5517241379310345,1.3083098582069386,0.25785024633785236,2.0,0.034175792278665164,3.0000000000000004,0.0,428.0,97.0,108.0
15m,book,risk_pct,5.0,oos_warm,SOL,5,435,0.5517241379310345,2.7019910813875425,0.4052609253296073,2.0,0.05695965379777527,5.000000000000001,0.0,428.0,95.0,109.0
15m,book,fixed_notional,1.0,oos_warm,SOL,5,485,0.5587628865979382,0.06387374896227847,0.0156402935734572,3.0,0.0035206844003801046,0.5001218500107659,0.0,0.0,104.0,0.0
15m,book,fixed_notional,2.0,oos_warm,SOL,5,485,0.5587628865979382,0.13111883911209624,0.03120571799872323,3.0,0.00704136880076021,1.0004877566419765,0.0,0.0,104.0,0.0
15m,book,fixed_notional,3.0,oos_warm,SOL,5,485,0.5587628865979382,0.20186222397660294,0.046692057859015215,3.0,0.010562053201140315,1.5010982559669108,0.0,0.0,104.0,0.0
15m,book,fixed_notional,5.0,oos_warm,SOL,5,485,0.5587628865979382,0.3543580503061723,0.07741117972789617,3.0,0.01760342200190052,2.503055184852522,0.0,0.0,104.0,0.0
15m,isolated,risk_pct,1.0,oos_warm,TRX,5,658,0.5737515269302853,0.16961433769020565,0.048623880675097375,,,,,,,
15m,book,risk_pct,1.0,oos_warm,TRX,5,565,0.5787610619469027,0.8360921262020667,0.08919950158813074,2.0,0.010403932600152006,1.0000000000000002,0.0,555.0,111.0,159.0
15m,book,risk_pct,2.0,oos_warm,TRX,5,563,0.5790408525754884,2.2923235541940894,0.17358295362138904,2.0,0.02080786520030401,2.0000000000000004,0.0,553.0,106.0,167.0
15m,book,risk_pct,3.0,oos_warm,TRX,5,564,0.5762411347517731,4.76600927414072,0.2529896880157302,2.0,0.031211797800456017,3.000000000000001,0.0,554.0,109.0,158.0
15m,book,risk_pct,5.0,oos_warm,TRX,5,563,0.5772646536412078,15.485388021918498,0.39656942814002744,2.0,0.052019663000760025,5.000000000000001,0.0,553.0,105.0,169.0
15m,book,fixed_notional,1.0,oos_warm,TRX,5,658,0.5805471124620061,0.13905416712339339,0.017934246815790904,4.0,0.0037406916086937213,0.6667885166774327,0.0,0.0,128.0,0.0
15m,book,fixed_notional,2.0,oos_warm,TRX,5,658,0.5805471124620061,0.2961956558570291,0.035604336486485956,4.0,0.007481383217387444,1.3338210899753096,0.0,0.0,128.0,0.0
15m,book,fixed_notional,3.0,oos_warm,TRX,5,658,0.5805471124620061,0.4735979876975596,0.053013234670190076,4.0,0.011222074826081166,2.0010982559669106,0.0,0.0,128.0,0.0
15m,book,fixed_notional,5.0,oos_warm,TRX,5,658,0.5805471124620061,0.8990856703211971,0.08705921896219365,4.0,0.018703458043468606,3.3363885181858546,0.0,0.0,128.0,0.0
15m,isolated,risk_pct,1.0,oos_warm,XRP,5,528,0.557535310714069,0.1300123793948364,0.039609577109328345,,,,,,,
15m,book,risk_pct,1.0,oos_warm,XRP,5,465,0.5827956989247312,0.6858844287998381,0.06910047555075116,2.0,0.011391930759555054,1.0000000000000002,0.0,459.0,78.0,138.0
15m,book,risk_pct,2.0,oos_warm,XRP,5,465,0.5827956989247312,1.787305352896548,0.13469766926566712,2.0,0.022783861519110108,2.0000000000000004,0.0,459.0,75.0,138.0
15m,book,risk_pct,3.0,oos_warm,XRP,5,466,0.5815450643776824,3.519687577287591,0.1968566901427502,3.0,0.03417579227866516,3.000000000000001,0.0,460.0,75.0,140.0
15m,book,risk_pct,5.0,oos_warm,XRP,5,463,0.5831533477321814,10.214841243648877,0.31116632352646095,2.0,0.05695965379777527,5.000000000000001,0.0,457.0,75.0,143.0
15m,book,fixed_notional,1.0,oos_warm,XRP,5,528,0.5776515151515151,0.10368017731471646,0.013204755728246502,3.0,0.003597046676928563,0.5001529481811019,0.0,0.0,95.0,0.0
15m,book,fixed_notional,2.0,oos_warm,XRP,5,528,0.5776515151515151,0.21722108274376006,0.02627778517063091,3.0,0.007198508873572873,1.0006123546756107,0.0,0.0,95.0,0.0
15m,book,fixed_notional,3.0,oos_warm,XRP,5,528,0.5776515151515151,0.341463850104049,0.039219755150144954,3.0,0.010804398646483292,1.5013790647352323,0.0,0.0,95.0,0.0
15m,book,fixed_notional,5.0,oos_warm,XRP,5,528,0.5776515151515151,0.625732214098226,0.06471321588519527,3.0,0.01802950936717307,2.5038377921273565,0.0,0.0,95.0,0.0
15m,isolated,risk_pct,1.0,oos,,6,635,0.5440242293007018,0.10106365743519909,0.04478621962582607,,,,,,,
15m,book,risk_pct,1.0,oos,,6,549,0.5610200364298725,0.5840907779006328,0.09759693575928807,2.0,0.010013756762451058,1.0000000000000002,0.0,543.0,108.0,174.0
15m,book,risk_pct,2.0,oos,,6,546,0.5622710622710623,1.4556456653873764,0.18853504764784057,2.0,0.020027513524902115,2.0000000000000004,0.0,540.0,107.0,182.0
15m,book,risk_pct,3.0,oos,,6,548,0.5656934306569343,2.7255693180610687,0.2728813155267471,2.0,0.030041270287353174,3.0000000000000004,0.0,542.0,106.0,179.0
15m,book,risk_pct,5.0,oos,,6,547,0.5630712979890311,7.040739478857069,0.4223507690367689,2.0,0.05006878381225528,5.000000000000001,0.0,541.0,106.0,179.0
15m,book,fixed_notional,1.0,oos,,6,635,0.568503937007874,0.0981400542211497,0.017934246815790582,4.0,0.003740691608693722,0.6667885166774326,0.0,0.0,128.0,0.0
15m,book,fixed_notional,2.0,oos,,6,635,0.568503937007874,0.20493853187730784,0.03560433648648596,4.0,0.007481383217387445,1.3338210899753096,0.0,0.0,128.0,0.0
15m,book,fixed_notional,3.0,oos,,6,635,0.568503937007874,0.32105709949292793,0.05301323467018978,4.0,0.011222074826081167,2.0010982559669106,0.0,0.0,128.0,0.0
15m,book,fixed_notional,5.0,oos,,6,635,0.568503937007874,0.5841050829311977,0.08705921896219346,4.0,0.01870345804346861,3.3363885181858555,0.0,0.0,128.0,0.0
15m,isolated,risk_pct,1.0,oos,BNB,5,541,0.546446096437438,0.11385337798023747,0.04428343618352447,,,,,,,
15m,book,risk_pct,1.0,oos,BNB,5,477,0.570230607966457,0.5177850447822849,0.10648419334932747,2.0,0.010013756762451058,1.0000000000000002,0.0,472.0,93.0,128.0
15m,book,risk_pct,2.0,oos,BNB,5,473,0.5708245243128964,1.2605214548236512,0.20343709556572595,2.0,0.020027513524902115,2.0000000000000004,0.0,468.0,93.0,127.0
15m,book,risk_pct,3.0,oos,BNB,5,474,0.569620253164557,2.3626436060059,0.2914856399942558,2.0,0.030041270287353174,3.0000000000000004,0.0,469.0,96.0,130.0
15m,book,risk_pct,5.0,oos,BNB,5,476,0.5672268907563025,5.671552824734399,0.44330556592608034,2.0,0.05006878381225528,5.000000000000001,0.0,471.0,95.0,126.0
15m,book,fixed_notional,1.0,oos,BNB,5,541,0.5748613678373382,0.09128246744044136,0.02266786217531864,3.0,0.003740691608693722,0.5,0.0,0.0,107.0,0.0
15m,book,fixed_notional,2.0,oos,BNB,5,541,0.5748613678373382,0.1900773926640255,0.04493049024407125,3.0,0.007481383217387443,1.0,0.0,0.0,107.0,0.0
15m,book,fixed_notional,3.0,oos,BNB,5,541,0.5748613678373382,0.2969230469518523,0.06679239470434171,3.0,0.011222074826081166,1.5000000000000002,0.0,0.0,107.0,0.0
15m,book,fixed_notional,5.0,oos,BNB,5,541,0.5748613678373382,0.5370769485714645,0.10933215607408556,3.0,0.01870345804346861,2.5000000000000004,0.0,0.0,107.0,0.0
15m,isolated,risk_pct,1.0,oos,BTC,5,574,0.5413536653247767,0.11809750824594492,0.04575375806003351,,,,,,,
15m,book,risk_pct,1.0,oos,BTC,5,510,0.5568627450980392,0.5354667324095466,0.09209065851244704,2.0,0.010013756762451058,1.0000000000000002,0.0,504.0,101.0,123.0
15m,book,risk_pct,2.0,oos,BTC,5,510,0.5607843137254902,1.3089122109487479,0.17837021886912924,2.0,0.02002751352490211,2.0000000000000004,0.0,504.0,101.0,121.0
15m,book,risk_pct,3.0,oos,BTC,5,513,0.5614035087719298,2.4004644154150423,0.2588622369062025,2.0,0.03004127028735317,3.000000000000001,0.0,507.0,101.0,119.0
15m,book,risk_pct,5.0,oos,BTC,5,508,0.5590551181102362,6.139316781168263,0.38491465381156903,2.0,0.050068783812255296,5.000000000000001,0.0,502.0,103.0,121.0
15m,book,fixed_notional,1.0,oos,BTC,5,574,0.5696864111498258,0.09513559404599382,0.012975839690295077,4.0,0.003160391377039612,0.6667885166774327,0.0,0.0,114.0,0.0
15m,book,fixed_notional,2.0,oos,BTC,5,574,0.5696864111498258,0.19845583541728173,0.02582184306925877,4.0,0.006321599564196047,1.3338210899753096,0.0,0.0,114.0,0.0
15m,book,fixed_notional,3.0,oos,BTC,5,574,0.5696864111498258,0.31057733585731984,0.03853882694157769,4.0,0.009483626355602478,2.0010982559669106,0.0,0.0,114.0,0.0
15m,book,fixed_notional,5.0,oos,BTC,5,574,0.5696864111498258,0.5638829106629147,0.06358900582229027,4.0,0.01581014295400875,3.3363885181858546,0.0,0.0,114.0,0.0
15m,isolated,risk_pct,1.0,oos,ETH,5,496,0.5434765571752307,0.10783869050706445,0.040568297762165854,,,,,,,
15m,book,risk_pct,1.0,oos,ETH,5,452,0.577433628318584,0.580832737536044,0.06644262261675896,2.0,0.010013756762451058,1.0000000000000002,0.0,446.0,85.0,98.0
15m,book,risk_pct,2.0,oos,ETH,5,451,0.5764966740576497,1.4838019402366764,0.1293860917753223,2.0,0.020027513524902115,2.0000000000000004,0.0,445.0,86.0,98.0
15m,book,risk_pct,3.0,oos,ETH,5,454,0.5704845814977973,2.7450884128179003,0.18894201389769183,2.0,0.03004127028735317,3.0000000000000004,0.0,448.0,86.0,96.0
15m,book,risk_pct,5.0,oos,ETH,5,454,0.5748898678414097,7.266449824583751,0.2983480203187787,2.0,0.05006878381225528,5.000000000000001,0.0,448.0,85.0,98.0
15m,book,fixed_notional,1.0,oos,ETH,5,496,0.5745967741935484,0.0858771050623709,0.01645769191440668,3.0,0.0037406916086937213,0.5003417514836581,0.0,0.0,95.0,0.0
15m,book,fixed_notional,2.0,oos,ETH,5,496,0.5745967741935484,0.1783866298895762,0.03269005210341322,3.0,0.007481383217387444,1.0013698147519756,0.0,0.0,95.0,0.0
15m,book,fixed_notional,3.0,oos,ETH,5,496,0.5745967741935484,0.2779723544019047,0.04869955079074365,3.0,0.011222074826081164,1.503088429055466,0.0,0.0,95.0,0.0
15m,book,fixed_notional,5.0,oos,ETH,5,496,0.5745967741935484,0.5002670764293936,0.08005974502822628,3.0,0.01870345804346861,2.5086144430601753,0.0,0.0,95.0,0.0
15m,isolated,risk_pct,1.0,oos,SOL,5,457,0.5303571650484826,0.05620576653995886,0.04713961490331176,,,,,,,
15m,book,risk_pct,1.0,oos,SOL,5,409,0.5476772616136919,0.26741640589452725,0.09279090116124843,2.0,0.010568443398730379,1.0000000000000002,0.0,405.0,94.0,108.0
15m,book,risk_pct,2.0,oos,SOL,5,407,0.5454545454545454,0.5815910839466156,0.17910576101557052,2.0,0.021136886797460758,2.0000000000000004,0.0,403.0,94.0,108.0
15m,book,risk_pct,3.0,oos,SOL,5,411,0.5474452554744526,0.9433157234193863,0.25913882101909114,2.0,0.03170533019619114,3.000000000000001,0.0,407.0,94.0,104.0
15m,book,risk_pct,5.0,oos,SOL,5,408,0.5465686274509803,1.8010907311162987,0.4070973090685245,2.0,0.052842216993651894,5.000000000000001,0.0,404.0,94.0,106.0
15m,book,fixed_notional,1.0,oos,SOL,5,457,0.5514223194748359,0.04565135646849049,0.01580449323213076,3.0,0.002644313329857195,0.5001218500107659,0.0,0.0,103.0,0.0
15m,book,fixed_notional,2.0,oos,SOL,5,457,0.5514223194748359,0.09280691658127507,0.031520883869654265,3.0,0.005288626659714391,1.0004877566419763,0.0,0.0,103.0,0.0
15m,book,fixed_notional,3.0,oos,SOL,5,457,0.5514223194748359,0.14148361564682563,0.047145386934377566,3.0,0.007932939989571588,1.5010982559669106,0.0,0.0,103.0,0.0
15m,book,fixed_notional,5.0,oos,SOL,5,457,0.5514223194748359,0.24345959715880452,0.07810413733865111,3.0,0.013221566649285976,2.5030551848525215,0.0,0.0,103.0,0.0
15m,isolated,risk_pct,1.0,oos,TRX,5,619,0.5653290751608422,0.12413453548224082,0.04935397970121626,,,,,,,
15m,book,risk_pct,1.0,oos,TRX,5,536,0.5690298507462687,0.6120932079792898,0.10460652524302469,2.0,0.010013756762451058,1.0000000000000002,0.0,530.0,108.0,151.0
15m,book,risk_pct,2.0,oos,TRX,5,535,0.5663551401869159,1.567808649619202,0.20106803403123283,2.0,0.020027513524902115,2.0000000000000004,0.0,529.0,107.0,149.0
15m,book,risk_pct,3.0,oos,TRX,5,532,0.5676691729323309,2.9303076375713375,0.28962903732313683,2.0,0.03004127028735317,3.000000000000001,0.0,526.0,106.0,158.0
15m,book,risk_pct,5.0,oos,TRX,5,530,0.569811320754717,8.013069359323573,0.44427107007027716,2.0,0.05006878381225528,5.000000000000001,0.0,524.0,107.0,153.0
15m,book,fixed_notional,1.0,oos,TRX,5,619,0.5718901453957996,0.10075324784450604,0.017934246815791168,4.0,0.0037406916086937217,0.6667885166774327,0.0,0.0,127.0,0.0
15m,book,fixed_notional,2.0,oos,TRX,5,619,0.5718901453957996,0.21069189787760587,0.035604336486486025,4.0,0.0074813832173874426,1.3338210899753096,0.0,0.0,127.0,0.0
15m,book,fixed_notional,3.0,oos,TRX,5,619,0.5718901453957996,0.3305496855226589,0.05301323467019015,4.0,0.011222074826081166,2.0010982559669106,0.0,0.0,127.0,0.0
15m,book,fixed_notional,5.0,oos,TRX,5,619,0.5718901453957996,0.6032004883635235,0.0870592189621932,4.0,0.01870345804346861,3.3363885181858555,0.0,0.0,127.0,0.0
15m,isolated,risk_pct,1.0,oos,XRP,5,488,0.5371828166574408,0.08625206585574804,0.04161823114470453,,,,,,,
15m,book,risk_pct,1.0,oos,XRP,5,434,0.5668202764976958,0.45450854597687596,0.08152255507724948,2.0,0.01,1.0000000000000002,0.0,430.0,76.0,128.0
15m,book,risk_pct,2.0,oos,XRP,5,430,0.5697674418604651,1.0797547236337053,0.15781867784066325,1.0,0.02,2.0000000000000004,0.0,426.0,75.0,132.0
15m,book,risk_pct,3.0,oos,XRP,5,433,0.5704387990762124,1.923568011226062,0.22908235758722306,2.0,0.03,3.000000000000001,0.0,429.0,81.0,121.0
15m,book,risk_pct,5.0,oos,XRP,5,431,0.568445475638051,4.490606299681394,0.35732079212381834,2.0,0.05,5.000000000000001,0.0,427.0,75.0,132.0
15m,book,fixed_notional,1.0,oos,XRP,5,488,0.5655737704918032,0.06916332507327916,0.014503185922522824,3.0,0.003485941776777826,0.500152948181102,0.0,0.0,94.0,0.0
15m,book,fixed_notional,2.0,oos,XRP,5,488,0.5655737704918032,0.14244295155839554,0.028839025691161622,3.0,0.006971883553555652,1.0006123546756107,0.0,0.0,94.0,0.0
15m,book,fixed_notional,3.0,oos,XRP,5,488,0.5655737704918032,0.2200326901330047,0.04300874138757568,3.0,0.010457825330333478,1.5013790647352323,0.0,0.0,94.0,0.0
15m,book,fixed_notional,5.0,oos,XRP,5,488,0.5655737704918032,0.3889448255690124,0.0708547003116936,3.0,0.01742970888388913,2.5038377921273565,0.0,0.0,94.0,0.0
1h,isolated,risk_pct,1.0,full,,6,711,0.5826821127511498,0.3230518809694738,0.06466942596903423,,,,,,,
1h,book,risk_pct,1.0,full,,6,639,0.5837245696400626,2.9405740555148077,0.09608503205036453,2.0,0.020000000000000004,1.0000000000000002,0.0,469.0,133.0,95.0
1h,book,risk_pct,2.0,full,,6,642,0.5809968847352025,13.678309707677201,0.1848993581203457,2.0,0.04,2.0000000000000004,0.0,472.0,134.0,91.0
1h,book,risk_pct,3.0,full,,6,642,0.5825545171339563,50.715914573322884,0.26675004844156186,2.0,0.06,3.0000000000000004,0.0,472.0,132.0,93.0
1h,book,risk_pct,5.0,full,,6,640,0.5828125,543.508028763657,0.41088077551712854,2.0,0.1,5.000000000000001,0.0,470.0,133.0,93.0
1h,book,fixed_notional,1.0,full,,6,711,0.5822784810126582,0.402529587393701,0.018888791430044582,4.0,0.015937976071521337,0.6666666666666666,0.0,0.0,146.0,0.0
1h,book,fixed_notional,2.0,full,,6,711,0.5822784810126582,0.9606266394299612,0.037488216125849405,4.0,0.03187595214304267,1.3333333333333333,0.0,0.0,146.0,0.0
1h,book,fixed_notional,3.0,full,,6,711,0.5822784810126582,1.7318474816613165,0.05580171793609438,4.0,0.04781392821456401,2.0,0.0,0.0,146.0,0.0
1h,book,fixed_notional,5.0,full,,6,711,0.5822784810126582,4.252254273137238,0.09158457844169458,4.0,0.07968988035760668,3.3333333333333335,0.0,0.0,146.0,0.0
1h,isolated,risk_pct,1.0,full,BNB,5,606,0.5849328210156652,0.3368972949365923,0.06195225759151235,,,,,,,
1h,book,risk_pct,1.0,full,BNB,5,561,0.5882352941176471,2.263552564284703,0.09404817478724323,2.0,0.02,1.0000000000000002,0.0,408.0,120.0,62.0
1h,book,risk_pct,2.0,full,BNB,5,561,0.5846702317290553,9.128904152370872,0.1814791759882683,2.0,0.04,2.0000000000000004,0.0,408.0,121.0,60.0
1h,book,risk_pct,3.0,full,BNB,5,560,0.5857142857142857,29.845920561577472,0.2624771240134115,2.0,0.06,3.0000000000000004,0.0,407.0,119.0,64.0
1h,book,risk_pct,5.0,full,BNB,5,561,0.5864527629233511,235.8604122365522,0.406076737308162,2.0,0.1,5.000000000000001,0.0,408.0,120.0,62.0
1h,book,fixed_notional,1.0,full,BNB,5,606,0.5841584158415841,0.3443707771354944,0.01592285112182028,4.0,0.015937976071521337,0.6666666666666666,0.0,0.0,129.0,0.0
1h,book,fixed_notional,2.0,full,BNB,5,606,0.5841584158415841,0.8019993478876805,0.03168808037364045,4.0,0.03187595214304266,1.3333333333333333,0.0,0.0,129.0,0.0
1h,book,fixed_notional,3.0,full,BNB,5,606,0.5841584158415841,1.4083214932319073,0.04729583200752737,4.0,0.04781392821456401,1.9999999999999998,0.0,0.0,129.0,0.0
1h,book,fixed_notional,5.0,full,BNB,5,606,0.5841584158415841,3.2641911666691295,0.07803958995128939,4.0,0.07968988035760668,3.333333333333333,0.0,0.0,129.0,0.0
1h,isolated,risk_pct,1.0,full,BTC,5,593,0.583964298013244,0.3451414328252529,0.06742723642676403,,,,,,,
1h,book,risk_pct,1.0,full,BTC,5,557,0.5906642728904847,2.6486012965211905,0.06652638428048294,3.0,0.02023517735410091,1.0000000000000002,0.0,389.0,122.0,46.0
1h,book,risk_pct,2.0,full,BTC,5,556,0.5863309352517986,11.632953560273062,0.1294648981020552,3.0,0.04047035470820181,2.0000000000000004,0.0,388.0,121.0,48.0
1h,book,risk_pct,3.0,full,BTC,5,555,0.5855855855855856,40.53476481889913,0.18895240282297568,3.0,0.06070553206230271,3.000000000000001,0.0,387.0,121.0,49.0
1h,book,risk_pct,5.0,full,BTC,5,553,0.5877034358047016,384.30735015012175,0.29811323142227475,3.0,0.10117588677050453,5.000000000000001,0.0,385.0,121.0,51.0
1h,book,fixed_notional,1.0,full,BTC,5,593,0.5834738617200674,0.3547398724778446,0.016460718484189587,4.0,0.015937976071521334,0.6666666666666666,0.0,0.0,128.0,0.0
1h,book,fixed_notional,2.0,full,BTC,5,593,0.5834738617200674,0.8299107679868434,0.03282544034121535,4.0,0.03187595214304267,1.3333333333333333,0.0,0.0,128.0,0.0
1h,book,fixed_notional,3.0,full,BTC,5,593,0.5834738617200674,1.4645049925027178,0.049090587697973774,4.0,0.04781392821456401,2.0000000000000004,0.0,0.0,128.0,0.0
1h,book,fixed_notional,5.0,full,BTC,5,593,0.5834738617200674,3.431353017653622,0.08130834426286704,4.0,0.07968988035760667,3.333333333333333,0.0,0.0,128.0,0.0
1h,isolated,risk_pct,1.0,full,ETH,5,584,0.5622106612856316,0.24770356176085023,0.06925765110208806,,,,,,,
1h,book,risk_pct,1.0,full,ETH,5,534,0.5543071161048689,1.4382082752571053,0.10646387300578661,2.0,0.020000000000000004,1.0000000000000002,0.0,389.0,112.0,65.0
1h,book,risk_pct,2.0,full,ETH,5,536,0.5578358208955224,4.676732165168794,0.20327779910985255,3.0,0.04,2.0000000000000004,0.0,391.0,112.0,61.0
1h,book,risk_pct,3.0,full,ETH,5,537,0.553072625698324,11.626201917103808,0.2911122257134528,2.0,0.06,3.000000000000001,0.0,392.0,113.0,61.0
1h,book,risk_pct,5.0,full,ETH,5,536,0.5578358208955224,53.543059145166005,0.44241035152497565,2.0,0.1,5.000000000000001,0.0,391.0,112.0,63.0
1h,book,fixed_notional,1.0,full,ETH,5,584,0.559931506849315,0.250057343910135,0.020021585862128287,4.0,0.012920173089970644,0.6666666666666666,0.0,0.0,119.0,0.0
1h,book,fixed_notional,2.0,full,ETH,5,584,0.559931506849315,0.5584744792548472,0.03981127864574413,4.0,0.02584034617994128,1.3333333333333333,0.0,0.0,119.0,0.0
1h,book,fixed_notional,3.0,full,ETH,5,584,0.559931506849315,0.9378189471254588,0.0593675340891052,4.0,0.03876051926991193,2.0,0.0,0.0,119.0,0.0
1h,book,fixed_notional,5.0,full,ETH,5,584,0.559931506849315,1.9722571218663167,0.09777418910973754,4.0,0.06460086544985322,3.333333333333333,0.0,0.0,119.0,0.0
1h,isolated,risk_pct,1.0,full,SOL,5,574,0.5970287542794818,0.3386638907617003,0.06198533420934628,,,,,,,
1h,book,risk_pct,1.0,full,SOL,5,521,0.5988483685220729,2.3510943229339776,0.09422885730755678,2.0,0.02,1.0000000000000002,0.0,402.0,99.0,70.0
1h,book,risk_pct,2.0,full,SOL,5,522,0.5977011494252874,9.634464361449545,0.1809583389006765,2.0,0.04,2.0000000000000004,0.0,403.0,99.0,69.0
1h,book,risk_pct,3.0,full,SOL,5,523,0.5984703632887189,32.558149968528724,0.26064089859677403,2.0,0.05999999999999999,3.000000000000001,0.0,404.0,98.0,69.0
1h,book,risk_pct,5.0,full,SOL,5,523,0.6003824091778203,267.854693285615,0.4006110600526719,3.0,0.1,5.000000000000001,0.0,404.0,99.0,67.0
1h,book,fixed_notional,1.0,full,SOL,5,574,0.5993031358885017,0.3270788741751818,0.017197557788562145,3.0,0.015937976071521337,0.5004479337579417,0.0,0.0,108.0,0.0
1h,book,fixed_notional,2.0,full,SOL,5,574,0.5993031358885017,0.7573714620274518,0.03415671253384328,3.0,0.031875952143042674,1.001794146007457,0.0,0.0,108.0,0.0
1h,book,fixed_notional,3.0,full,SOL,5,574,0.5993031358885017,1.322227023300319,0.05088002642375595,3.0,0.04781392821456401,1.5040422678307956,0.0,0.0,108.0,0.0
1h,book,fixed_notional,5.0,full,SOL,5,574,0.5993031358885017,3.0292654299927477,0.08362927909014886,3.0,0.07968988035760668,2.511258862644396,0.0,0.0,108.0,0.0
1h,isolated,risk_pct,1.0,full,TRX,5,621,0.5836629797458242,0.3658978445770137,0.06960750034534717,,,,,,,
1h,book,risk_pct,1.0,full,TRX,5,566,0.5918727915194346,3.0830714644995454,0.08708686631419428,3.0,0.020211105297187,1.0000000000000002,0.0,398.0,125.0,72.0
1h,book,risk_pct,2.0,full,TRX,5,571,0.5901926444833625,14.78708927059793,0.1685066157618708,3.0,0.040422210594373995,2.0000000000000004,0.0,403.0,127.0,66.0
1h,book,risk_pct,3.0,full,TRX,5,571,0.5901926444833625,56.0736264758191,0.24440335742546418,3.0,0.060633315891561,3.000000000000001,0.0,403.0,128.0,65.0
1h,book,risk_pct,5.0,full,TRX,5,572,0.5891608391608392,661.1396858903622,0.38033065901865215,3.0,0.10105552648593498,5.000000000000001,0.0,404.0,128.0,64.0
1h,book,fixed_notional,1.0,full,TRX,5,621,0.5829307568438004,0.3728747055256139,0.017014702879374045,4.0,0.015937976071521337,0.6666666666666666,0.0,0.0,136.0,0.0
1h,book,fixed_notional,2.0,full,TRX,5,621,0.5829307568438004,0.8788803611966945,0.03379739965460147,4.0,0.03187595214304267,1.333333333333333,0.0,0.0,136.0,0.0
