symbol,timeframe,segment,window,entry_mode,take_profit_r,offset_bps,retap_mode,position_mode,portfolio_leverage,combine_obs,fill,seed,start_time,end_time,num_bars,num_trades,win_rate,total_return,max_drawdown,sharpe,profit_factor,mean_r,fill_rate,eligible_setups,num_filled,funding_coverage,level
BNB/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,385,0.3922077922077922,-0.43102119218207774,0.4457368082075807,-34.80954728132152,0.6627977399473782,-0.01948051948051948,1.0,880,880,1.0,L0r
BNB/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,333,0.38738738738738737,-0.40047922338566805,0.4187791900320793,-35.56832563920618,0.659561168266013,-0.03153153153153153,0.6022727272727273,880,530,1.0,L1
BNB/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,231,0.4675324675324675,-0.05198478667350628,0.09712322829284373,-4.394153954181496,0.9430927707962791,0.16883116883116883,0.46226415094339623,848,392,1.0,L2
BNB/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,275,0.4618181818181818,-0.1297496248694055,0.16341114431802214,-10.898492423752462,0.8732641039474986,0.15454545454545454,0.7724056603773585,848,655,1.0,L2u
XRP/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,once,single,,False,baseline,0,1689292800000,1752479100000,70208,626,0.48562300319488816,0.25564292392126936,0.1317651708758221,8.278280049273286,1.0880322419233561,0.21405750798722045,1.0,740,740,1.0,L0
XRP/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,901,0.46503884572697,0.007127846611615132,0.1829615776893807,1.0185755085497346,1.0018679588071844,0.16259711431742507,1.0,1777,1777,1.0,L0r
XRP/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,735,0.47210884353741495,0.08758408451771683,0.1444189819760612,3.17170975148525,1.0266431630131334,0.18027210884353742,0.5638716938660664,1777,1002,1.0,L1
XRP/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,536,0.5018656716417911,0.491004411526126,0.11618309664101051,15.695424998383817,1.1905926267124447,0.25466417910447764,0.45163136805953064,1747,789,1.0,L2
XRP/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,664,0.4879518072289157,0.3333129904481464,0.14118043604021674,9.590164981883278,1.10900258914894,0.21987951807228914,0.7578706353749285,1747,1324,1.0,L2u
XRP/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,once,single,,False,baseline,0,1752480000000,1784072700000,35104,341,0.4838709677419355,-0.08847093866533014,0.22236887345353182,-5.297981832348247,0.9339236019116068,0.20967741935483872,1.0,405,405,1.0,L0
XRP/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,498,0.46987951807228917,-0.11671220340737509,0.3016596376582913,-4.788701315568244,0.9401017537042734,0.1746987951807229,1.0,1017,1017,1.0,L0r
XRP/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,404,0.4603960396039604,-0.20006053493290366,0.3006490511779861,-11.485114423088481,0.8703711072490671,0.15099009900990099,0.5585054080629301,1017,568,1.0,L1
XRP/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,279,0.4838709677419355,-0.03021216698788412,0.14149704245334108,-1.6335813655665798,0.9725554762063368,0.20967741935483872,0.42024539877300615,978,411,1.0,L2
XRP/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,355,0.49014084507042255,-0.003648002761549287,0.1898492360537294,0.5523458741808377,0.9974470869122212,0.22535211267605634,0.7638036809815951,978,747,1.0,L2u
TRX/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,once,single,,False,baseline,0,1689292800000,1752479100000,70208,382,0.4083769633507853,-0.3389103894314618,0.3947675769431617,-28.404295734072058,0.7159401638495592,0.020942408376963352,1.0,719,719,1.0,L0
TRX/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,529,0.40264650283553877,-0.4324524541075041,0.49580039145744803,-27.980752034757415,0.7131888185327921,0.006616257088846881,1.0,1558,1558,1.0,L0r
TRX/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,471,0.4033970276008493,-0.39615762176484143,0.46908629361733695,-27.410168783067736,0.7185246449248064,0.008492569002123142,0.6283697047496791,1558,979,1.0,L1
TRX/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,328,0.4115853658536585,-0.24321877063556385,0.32422940691770996,-21.40421759096226,0.771311325241905,0.028963414634146343,0.4882471457353929,1489,727,1.0,L2
TRX/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,376,0.4122340425531915,-0.2633916458751035,0.34102779723590243,-20.587871465543543,0.7796657824717693,0.030585106382978722,0.7743451981195433,1489,1153,1.0,L2u
TRX/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,once,single,,False,baseline,0,1752480000000,1784072700000,35104,112,0.375,-0.16830203376016453,0.17745542645138865,-54.08779699231695,0.543966361869125,-0.0625,1.0,375,375,1.0,L0
TRX/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,159,0.389937106918239,-0.19658592124434598,0.20410883454587248,-44.73515510185358,0.6049410228928022,-0.025157232704402517,1.0,822,822,1.0,L0r
TRX/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,145,0.4,-0.16692225261529603,0.18014676651559403,-40.796877464074,0.6285671424969453,0.0,0.6119221411192214,822,503,1.0,L1
TRX/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,98,0.40816326530612246,-0.09447416951332561,0.11206759557507508,-31.423407535730114,0.6968737839512799,0.02040816326530612,0.47661188369152974,791,377,1.0,L2
TRX/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,116,0.4051724137931034,-0.11494548902504066,0.1264697845570329,-32.98671454442173,0.6887834003311822,0.01293103448275862,0.7800252844500632,791,617,1.0,L2u
