symbol,timeframe,segment,window,entry_mode,take_profit_r,offset_bps,retap_mode,position_mode,portfolio_leverage,combine_obs,fill,seed,start_time,end_time,num_bars,num_trades,win_rate,total_return,max_drawdown,sharpe,profit_factor,mean_r,fill_rate,eligible_setups,num_filled,funding_coverage,level
ETH/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,370,0.5378378378378378,0.4695958862586134,0.09020609208983288,22.58909537423156,1.2726292392740242,0.34459459459459457,0.7688073394495413,1090,838,1.0,L2u
SOL/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,once,single,,False,baseline,0,1689292800000,1752479100000,70208,771,0.47341115434500647,0.2790480426037609,0.1565614052412934,6.974838448722464,1.0650618882589762,0.1835278858625162,1.0,814,814,1.0,L0
SOL/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,1106,0.4665461121157324,0.1533657386709985,0.34646238800103,3.362406317502635,1.0237108892460813,0.16636528028933092,1.0,1888,1888,1.0,L0r
SOL/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,892,0.4663677130044843,0.15342908334104086,0.22638281231285834,3.922530801488734,1.0301980418340366,0.16591928251121077,0.5699152542372882,1888,1076,1.0,L1
SOL/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,647,0.5115919629057187,0.8267622205156943,0.10052538862341655,18.458920332548306,1.1930129354108254,0.2789799072642968,0.45679691799669786,1817,830,1.0,L2
SOL/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,802,0.5099750623441397,0.8813857934774747,0.11109731859732591,15.980828332666006,1.157416943623342,0.27493765586034913,0.7660979636763896,1817,1392,1.0,L2u
SOL/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,once,single,,False,baseline,0,1752480000000,1784072700000,35104,358,0.5111731843575419,0.2795431434651369,0.11911336695122807,15.079771502095836,1.1582045250754414,0.2779329608938548,1.0,398,398,1.0,L0
SOL/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,523,0.49521988527724664,0.23306230062250016,0.18407251263091115,9.091620840270343,1.0882361996093795,0.23804971319311663,1.0,963,963,1.0,L0r
SOL/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,423,0.4940898345153664,0.14673481750313858,0.1428552766181801,7.463402098352422,1.0720583557796532,0.23522458628841608,0.5867082035306335,963,565,1.0,L1
SOL/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,307,0.5211726384364821,0.2745229437701075,0.13603993230928468,17.48019304983206,1.2028574623416557,0.30293159609120524,0.4656652360515021,932,434,1.0,L2
SOL/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784072700000,35104,379,0.5197889182058048,0.30642565557413765,0.14520948585018373,15.783021578328812,1.1751578306614254,0.2994722955145119,0.7886266094420601,932,735,1.0,L2u
BNB/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,once,single,,False,baseline,0,1689292800000,1752479100000,70208,549,0.4116575591985428,-0.405543072637718,0.4779623656857556,-21.514396293517656,0.782903459922751,0.029143897996357013,1.0,761,761,1.0,L0
BNB/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,757,0.4227212681638045,-0.4215347608502301,0.517118964154384,-16.06572265961617,0.840308547705801,0.05680317040951123,1.0,1676,1676,1.0,L0r
BNB/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,641,0.40873634945397813,-0.46352023246132057,0.5387271854049607,-21.57850817324991,0.7886260254184937,0.0218408736349454,0.5996420047732697,1676,1005,1.0,L1
BNB/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,469,0.4605543710021322,-0.07403136054867555,0.2744115872940307,-2.9423782263617477,0.9605455727653254,0.1513859275053305,0.48851644941030414,1611,787,1.0,L2
BNB/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752479100000,70208,560,0.4607142857142857,-0.11313410260916626,0.32055867495324125,-4.171972697387739,0.948226630231753,0.15178571428571427,0.7970204841713222,1611,1284,1.0,L2u
BNB/USDT:USDT,15m,oos,0,zone_limit,1.5,2.0,once,single,,False,baseline,0,1752480000000,1784072700000,35104,282,0.37943262411347517,-0.36992746758732503,0.39019184548531044,-39.17548053583151,0.6381946238826599,-0.051418439716312055,1.0,410,410,1.0,L0
