symbol,timeframe,segment,direction,n_obs,retrace_rate,disp_median,retrace_rate_lo_disp,retrace_rate_hi_disp,disp_retrace_delta,median_bars_to_retrace,bars_to_retrace_lo_disp,bars_to_retrace_hi_disp,bars_to_retrace_delta,n_never,never_frac_broke,never_mfe_r_median,never_mae_r_median,never_frac_reach_tp,never_gross_r_mean,never_net_r_mean
TRX/USDT:USDT,15m,is,short,1767,1.0,0.4123641400974177,1.0,1.0,0.0,34.0,26.0,49.0,23.0,0,,,,,,
TRX/USDT:USDT,15m,oos_warm,long,1022,0.9422700587084148,0.3414125409164632,0.9471624266144814,0.9373776908023483,-0.009784735812133016,38.0,32.0,46.0,14.0,59,0.0,51.79999999999976,0.22972972972973732,0.9830508474576272,1.492655367231638,1.2264925936090267
TRX/USDT:USDT,15m,oos_warm,short,891,0.9887766554433222,0.4057187610773701,0.9865470852017937,0.9910112359550561,0.0044641507532624525,38.0,28.0,49.0,21.0,10,0.0,10.442120997813944,0.22409327359438241,1.0,1.5,1.2560938023014194
DOGE/USDT:USDT,15m,full,long,2877,0.9899200556134863,0.37632161519381707,0.990271021542738,0.9895688456189151,-0.0007021759238229341,26.0,20.0,33.5,13.5,29,0.0,3980.0268817204214,0.26999999999999963,1.0,1.5,1.4027031464911435
DOGE/USDT:USDT,15m,full,short,2903,0.9779538408542887,0.39717642973292483,0.9765840220385675,0.9793246037215714,0.00274058168300384,30.0,23.0,43.0,20.0,64,0.0,19.328240339153933,0.3908514595533293,1.0,1.5,1.4175598625955435
DOGE/USDT:USDT,15m,is,long,1896,0.9852320675105485,0.376671379263161,0.9862869198312236,0.9841772151898734,-0.002109704641350185,23.0,17.0,31.5,14.5,28,0.0,4812.265349257157,0.28314814814814293,1.0,1.5,1.405352319016203
DOGE/USDT:USDT,15m,is,short,1902,0.9978969505783386,0.40848671623022437,0.9978969505783386,0.9978969505783386,0.0,33.0,26.0,46.0,20.0,4,0.0,10.670855327019002,0.40485142261356166,1.0,1.5,1.4802826039154864
DOGE/USDT:USDT,15m,oos_warm,long,981,0.9989806320081549,0.37428223794986826,0.9979633401221996,1.0,0.0020366598778004397,30.0,25.0,37.0,12.0,1,0.0,1.8684210526315406,0.09210526315789426,1.0,1.5,1.328526315789476
DOGE/USDT:USDT,15m,oos_warm,short,1001,0.9400599400599401,0.3794939162774236,0.93812375249501,0.942,0.003876247504989938,26.0,20.0,34.5,14.5,60,0.0,20.5134392462938,0.3908514595533293,1.0,1.5,1.4133783465075473
LINK/USDT:USDT,15m,full,long,2982,0.9916163648558015,0.3531842499534006,0.9953051643192489,0.9879275653923542,-0.007377598926894713,29.0,22.0,38.0,16.0,25,0.0,12.193277310924397,0.4786324786324791,0.92,1.408621656437069,1.3124492613896543
LINK/USDT:USDT,15m,full,short,2923,0.9859733150872392,0.3699149969114083,0.9849521203830369,0.9869952087611226,0.0020430883780856446,33.0,26.0,41.0,15.0,41,0.0,18.65338645418331,0.38119911176906063,1.0,1.5,1.4223448807999237
LINK/USDT:USDT,15m,is,long,1971,0.9939117199391172,0.3523641377164638,0.9969574036511156,0.9908629441624366,-0.006094459488679038,28.0,22.0,38.0,16.0,12,0.0,185.75364597451892,0.429446500969501,1.0,1.5,1.4121407374223018
LINK/USDT:USDT,15m,is,short,1954,0.9959058341862845,0.39022788815380133,0.9928352098259979,0.9989764585465711,0.0061412487205732,35.0,27.0,42.0,15.0,8,0.0,19.576405552025346,0.45557227325191585,1.0,1.5,1.4555612385886691
LINK/USDT:USDT,15m,oos_warm,long,1011,0.9871414441147379,0.35607445412271155,0.9920948616600791,0.9821782178217822,-0.009916643838296935,30.5,25.0,37.0,12.0,13,0.0,5.069182389937113,0.5,0.8461538461538461,1.3242724162251327,1.220426360436442
LINK/USDT:USDT,15m,oos_warm,short,969,0.9659442724458205,0.3247776553837035,0.9711340206185567,0.9607438016528925,-0.010390218965664166,29.0,22.0,37.0,15.0,33,0.0,18.210896309314556,0.3510204081632676,1.0,1.5,1.4142924304268945
LTC/USDT:USDT,15m,full,long,3006,0.9976713240186295,0.35790188913722326,0.998003992015968,0.9973386560212908,-0.0006653359946772186,26.0,19.0,33.0,14.0,7,0.0,5.611764705882347,0.19148936170212638,1.0,1.5,1.3745990112991977
LTC/USDT:USDT,15m,full,short,2826,0.9826610049539986,0.38856600416447384,0.9837225760792639,0.9815994338287332,-0.002123142250530785,32.0,23.0,42.0,19.0,49,0.0,17.9810126582279,0.32558139534883335,0.9795918367346939,1.4775071318850121,1.3945416426410386
LTC/USDT:USDT,15m,is,long,2005,1.0,0.36541040297432253,1.0,1.0,0.0,25.0,18.0,34.5,16.5,0,,,,,,
LTC/USDT:USDT,15m,is,short,1872,0.9893162393162394,0.3994138431756813,0.9914529914529915,0.9871794871794872,-0.004273504273504258,30.0,23.0,38.0,15.0,20,0.0,19.994570017864255,0.3926524925977748,1.0,1.5,1.4519940776028553
LTC/USDT:USDT,15m,oos_warm,long,1001,0.993006993006993,0.34381494695517983,0.9940119760479041,0.992,-0.0020119760479041515,28.5,23.0,33.0,10.0,7,0.0,5.611764705882347,0.19148936170212638,1.0,1.5,1.3745990112991977
LTC/USDT:USDT,15m,oos_warm,short,954,0.9696016771488469,0.3657760944136054,0.9706498951781971,0.9685534591194969,-0.002096436058700246,33.0,23.0,47.5,24.5,29,0.0,16.933884297520652,0.2879656160458464,0.9655172413793104,1.4619948090470896,1.3549192737018543
BTC/USDT:USDT,1h,full,long,783,0.9514687100893997,0.44654611442443654,0.9642857142857143,0.9386189258312021,-0.0256667884545122,23.0,16.0,33.0,17.0,38,0.0,197.4435947381746,0.29692846308201093,0.9210526315789473,1.4165952059915443,1.3351297670452782
BTC/USDT:USDT,1h,full,short,725,0.9737931034482759,0.43258064885860237,0.9752066115702479,0.9723756906077348,-0.0028309209625131393,23.0,16.0,35.0,19.0,19,0.0,17.17790950075134,0.1920187009517444,1.0,1.5,1.4167659198648523
BTC/USDT:USDT,1h,is,long,520,0.9403846153846154,0.47286227622518273,0.9653846153846154,0.9153846153846154,-0.050000000000000044,21.0,17.0,33.0,16.0,31,0.0,225.3033685349575,0.2892222478652202,1.0,1.5,1.4148687041948214
BTC/USDT:USDT,1h,is,short,467,1.0,0.433558073423311,1.0,1.0,0.0,22.0,14.5,35.0,20.5,0,,,,,,
BTC/USDT:USDT,1h,oos_warm,long,263,0.973384030418251,0.3892229330603971,0.9621212121212122,0.9847328244274809,0.022611612306268736,25.5,16.0,32.0,16.0,7,0.0,2.0136783612271065,0.3046346782988016,0.5714285714285714,1.0472311182398122,0.9820001882401582
BTC/USDT:USDT,1h,oos_warm,short,258,0.9263565891472868,0.4279537315844606,0.9302325581395349,0.9224806201550387,-0.007751937984496138,24.0,17.0,28.0,11.0,19,0.0,17.17790950075134,0.1920187009517444,1.0,1.5,1.4167659198648523
ETH/USDT:USDT,1h,full,long,773,0.9663648124191462,0.44501336069540376,0.9689922480620154,0.9637305699481865,-0.005261678113828938,25.0,19.0,35.0,16.0,26,0.0,124.51261656233737,0.31426228234216447,0.9615384615384616,1.4623438673128115,1.4121874956542604
ETH/USDT:USDT,1h,full,short,697,0.9684361549497847,0.4491939232303831,0.9713467048710601,0.9655172413793104,-0.005829463491749731,27.0,26.0,29.0,3.0,22,0.0,11.74667211046232,0.3264177966974693,1.0,1.5,1.4421929124422852
ETH/USDT:USDT,1h,is,long,516,0.9612403100775194,0.4808173704434028,0.9689922480620154,0.9534883720930233,-0.015503875968992165,26.0,21.0,40.5,19.5,20,0.0,151.27394318857972,0.26036647139760166,1.0,1.5,1.449562001704654
ETH/USDT:USDT,1h,is,short,446,1.0,0.46202604215702514,1.0,1.0,0.0,26.0,26.0,27.0,1.0,0,,,,,,
ETH/USDT:USDT,1h,oos_warm,long,257,0.9766536964980544,0.3518571089464289,0.9612403100775194,0.9921875,0.030947189922480578,22.0,13.0,27.0,14.0,6,0.0,5.4081396202667875,0.4008202111141061,0.8333333333333334,1.3368234250221829,1.2876058088196147
ETH/USDT:USDT,1h,oos_warm,short,251,0.9123505976095617,0.43699510693913524,0.9206349206349206,0.904,-0.016634920634920558,29.0,26.0,37.0,11.0,22,0.0,11.74667211046232,0.3264177966974693,1.0,1.5,1.4421929124422852
SOL/USDT:USDT,1h,full,long,734,0.9495912806539509,0.4122644326570484,0.9564032697547684,0.9427792915531336,-0.013623978201634857,26.0,18.0,33.5,15.5,37,0.0,196.68683274021387,0.24523160762942742,0.9459459459459459,1.4264831394862354,1.392560453656075
SOL/USDT:USDT,1h,full,short,726,0.9710743801652892,0.38574082820113864,0.9834710743801653,0.9586776859504132,-0.024793388429752095,31.0,30.0,31.0,1.0,21,0.0,11.522648083623674,0.27472527472527575,1.0,1.5,1.4520427060564385
SOL/USDT:USDT,1h,is,long,493,0.9330628803245437,0.39990676592458024,0.9433198380566802,0.9227642276422764,-0.02055561041440379,29.5,20.5,39.0,18.5,33,0.0,214.2441421012852,0.18612880396319884,1.0,1.5,1.4693057282019666
SOL/USDT:USDT,1h,is,short,469,1.0,0.38607571594772294,1.0,1.0,0.0,34.0,34.0,35.5,1.5,0,,,,,,
SOL/USDT:USDT,1h,oos_warm,long,241,0.983402489626556,0.429055942152845,0.9834710743801653,0.9833333333333333,-0.00013774104683206279,21.0,13.0,29.0,16.0,4,0.0,2.138582335589089,0.3837252659838908,0.5,0.8199690402476785,0.759411938652468
SOL/USDT:USDT,1h,oos_warm,short,257,0.9182879377431906,0.38275412224966876,0.9534883720930233,0.8828125,-0.07067587209302328,26.5,28.0,24.5,-3.5,21,0.0,11.522648083623674,0.27472527472527575,1.0,1.5,1.4520427060564385
BNB/USDT:USDT,1h,full,long,747,0.9611780455153949,0.37903449143070345,0.9732620320855615,0.9490616621983914,-0.024200369887170115,26.0,22.0,29.0,7.0,29,0.0,351.10163934426095,0.3409903011740681,0.9655172413793104,1.4415929445920406,1.3781515675566192
BNB/USDT:USDT,1h,full,short,668,0.9775449101796407,0.4079741999558396,0.9760479041916168,0.9790419161676647,0.0029940119760478723,33.0,24.0,44.5,20.5,15,0.0,9.3958864524902,0.4304267161410077,1.0,1.5,1.438082933538471
BNB/USDT:USDT,1h,is,long,501,0.9500998003992016,0.4072490084730085,0.9681274900398407,0.932,-0.036127490039840615,24.0,19.5,29.5,10.0,25,0.0,439.84635587655947,0.3409903011740681,1.0,1.5,1.4371407674919896
BNB/USDT:USDT,1h,is,short,449,1.0,0.42482653578232954,1.0,1.0,0.0,31.0,21.0,45.0,24.0,0,,,,,,
BNB/USDT:USDT,1h,oos_warm,long,246,0.983739837398374,0.3252653570041778,0.983739837398374,0.983739837398374,0.0,34.0,35.0,32.0,-3.0,4,0.0,2.3321270707231574,0.4039453249442473,0.75,1.0765488482922945,1.009469067960551
BNB/USDT:USDT,1h,oos_warm,short,219,0.9315068493150684,0.3926311467147886,0.9272727272727272,0.9357798165137615,0.008507089241034271,37.0,32.0,42.5,10.5,15,0.0,9.3958864524902,0.4304267161410077,1.0,1.5,1.438082933538471
XRP/USDT:USDT,1h,full,long,710,0.9816901408450704,0.4250659665536475,0.9774647887323944,0.9859154929577465,0.008450704225352101,22.0,18.0,29.5,11.5,13,0.0,124.61678832116799,0.22981366459627553,0.9230769230769231,1.4398155036452907,1.3984935094595463
XRP/USDT:USDT,1h,full,short,735,0.9727891156462585,0.401939198099909,0.9538043478260869,0.9918256130790191,0.038021265252932146,35.0,25.0,46.0,21.0,20,0.0,14.684573633760781,0.19858750745378556,1.0,1.5,1.438400628603997
XRP/USDT:USDT,1h,is,long,476,0.9894957983193278,0.442843164779128,0.9873949579831933,0.9915966386554622,0.004201680672268893,22.0,18.5,28.0,9.5,5,0.0,172.696335078534,0.4270462633451959,1.0,1.5,1.4635867324530258
XRP/USDT:USDT,1h,is,short,467,1.0,0.4462242710334228,1.0,1.0,0.0,37.0,27.5,52.0,24.5,0,,,,,,
XRP/USDT:USDT,1h,oos_warm,long,234,0.9658119658119658,0.3954501840087231,0.9658119658119658,0.9658119658119658,0.0,23.0,10.0,36.0,26.0,8,0.0,68.21838994463553,0.16230891126025848,0.875,1.4022001934235973,1.3578102450886216
XRP/USDT:USDT,1h,oos_warm,short,268,0.9253731343283582,0.3592815351544726,0.8880597014925373,0.9626865671641791,0.07462686567164178,31.0,22.5,34.5,12.0,20,0.0,14.684573633760781,0.19858750745378556,1.0,1.5,1.438400628603997
TRX/USDT:USDT,1h,full,long,743,0.9300134589502019,0.3433481952132674,0.9166666666666666,0.9433962264150944,0.026729559748427723,28.0,26.0,31.0,5.0,52,0.0,81.70746209342154,0.2826254307605691,1.0,1.5,1.3973151558932968
TRX/USDT:USDT,1h,full,short,643,0.9922239502332815,0.4288615922634661,0.9937888198757764,0.9906542056074766,-0.0031346142682997513,37.0,26.0,48.0,22.0,5,0.0,5.048387096774272,0.19354838709676167,1.0,1.5,1.363393350689623
TRX/USDT:USDT,1h,is,long,493,0.9594320486815415,0.35461269903043785,0.9433198380566802,0.975609756097561,0.03228991804088077,24.0,23.0,26.0,3.0,20,0.0,198.06592039801,0.18945238635503875,1.0,1.5,1.4095862825556515
TRX/USDT:USDT,1h,is,short,437,1.0,0.43984318587474525,1.0,1.0,0.0,39.0,29.0,46.0,17.0,0,,,,,,
TRX/USDT:USDT,1h,oos_warm,long,250,0.872,0.31817912515785063,0.864,0.88,0.016000000000000014,43.5,32.0,48.0,16.0,32,0.0,19.4760687628809,0.35779690618762217,1.0,1.5,1.3896457017293253
TRX/USDT:USDT,1h,oos_warm,short,206,0.9757281553398058,0.3851837120137147,0.9805825242718447,0.970873786407767,-0.009708737864077666,34.0,22.0,52.5,30.5,5,0.0,5.048387096774272,0.19354838709676167,1.0,1.5,1.363393350689623
DOGE/USDT:USDT,1h,full,long,688,0.9811046511627907,0.40839145263504406,0.9796511627906976,0.9825581395348837,0.0029069767441860517,26.0,19.5,34.0,14.5,13,0.0,2668.317689530683,0.3348623853210982,0.9230769230769231,1.3743824982357091,1.3404526785853206
DOGE/USDT:USDT,1h,full,short,733,0.956343792633015,0.39121180947224915,0.9536784741144414,0.9590163934426229,0.005337919328181506,33.0,29.0,37.5,8.5,32,0.0,9.670828719987764,0.3444903838007286,0.96875,1.460112100737101,1.4215871549645547
DOGE/USDT:USDT,1h,is,long,457,0.973741794310722,0.42557042417439145,0.9737991266375546,0.9736842105263158,-0.0001149161112388164,23.0,20.0,29.0,9.0,12,0.0,2959.803581607447,0.3781263285757681,1.0,1.5,1.4683096678558096
DOGE/USDT:USDT,1h,is,short,474,0.9936708860759493,0.39655934563825485,0.9957805907172996,0.9915611814345991,-0.0042194092827004814,34.0,29.0,36.0,7.0,3,0.0,5.429771412833933,0.4863168465980419,1.0,1.5,1.4909074378803908
DOGE/USDT:USDT,1h,oos_warm,long,231,0.9956709956709957,0.39480712318920896,0.9913793103448276,1.0,0.008620689655172376,31.5,21.0,41.0,20.0,1,0.0,0.0366972477064205,0.3348623853210982,0.0,-0.13302752293577907,-0.19383119266054968
DOGE/USDT:USDT,1h,oos_warm,short,259,0.888030888030888,0.3776023402205119,0.8769230769230769,0.8992248062015504,0.022301729278473514,32.0,30.0,34.0,4.0,29,0.0,10.597222222222216,0.33517241379310336,0.9655172413793104,1.4559857663305942,1.4144160912146404
LINK/USDT:USDT,1h,full,long,732,0.9890710382513661,0.3641809235640567,0.9918032786885246,0.9863387978142076,-0.005464480874316946,30.0,24.0,38.5,14.5,8,0.0,104.962481962482,0.20577844311377108,0.75,1.320847340181472,1.2672680683545154
LINK/USDT:USDT,1h,full,short,721,0.9667128987517337,0.34375824350299133,0.9667590027700831,0.9666666666666667,-9.233610341641274e-05,31.0,24.0,48.5,24.5,24,0.0,8.513798728319848,0.39696303049521686,1.0,1.5,1.458663476532348
LINK/USDT:USDT,1h,is,long,503,0.9900596421471173,0.3650079883213537,0.9920634920634921,0.9880478087649402,-0.004015683298551842,32.5,23.0,40.0,17.0,5,0.0,128.77000000000044,0.1899999999999975,1.0,1.5,1.4469661431833634
LINK/USDT:USDT,1h,is,short,468,0.9914529914529915,0.34517588760511386,0.9957264957264957,0.9871794871794872,-0.008547008547008517,35.0,26.5,50.0,23.5,4,0.0,5.218788836751658,0.4940186586272559,1.0,1.5,1.4866190642823147
LINK/USDT:USDT,1h,oos_warm,long,229,0.9868995633187773,0.3590459807355751,0.991304347826087,0.9824561403508771,-0.008848207475209868,26.0,24.0,34.0,10.0,3,0.0,1.4382871536523913,0.4146341463414631,0.3333333333333333,1.0222595738172586,0.9677712769731017
LINK/USDT:USDT,1h,oos_warm,short,253,0.9209486166007905,0.3429401037528093,0.9133858267716536,0.9285714285714286,0.015185601799775017,25.0,20.0,44.0,24.0,20,0.0,9.433186543028647,0.3746416019237875,1.0,1.5,1.4530723589823549
LTC/USDT:USDT,1h,full,long,771,0.9961089494163424,0.3730598749288257,0.9974093264248705,0.9948051948051948,-0.0026041316196756537,22.0,17.0,30.0,13.0,3,0.0,1.5362318840579707,0.4347826086956549,0.6666666666666666,1.0766961651917397,1.0400507502885719
LTC/USDT:USDT,1h,full,short,667,0.9580209895052474,0.3786001767280379,0.9700598802395209,0.9459459459459459,-0.024113934293575,32.0,25.0,42.0,17.0,28,0.0,9.08118369288475,0.3860269706208389,0.9642857142857143,1.4469866071428572,1.4070763596211393
LTC/USDT:USDT,1h,is,long,531,1.0,0.383494464562188,1.0,1.0,0.0,22.0,19.0,26.0,7.0,0,,,,,,
LTC/USDT:USDT,1h,is,short,443,0.9751693002257337,0.39577791099327286,0.9819819819819819,0.9683257918552036,-0.013656190126778323,33.5,24.0,43.0,19.0,11,0.0,9.051870148200413,0.4301886792452835,1.0,1.5,1.476992163551877
LTC/USDT:USDT,1h,oos_warm,long,240,0.9875,0.3551526338302088,0.9916666666666667,0.9833333333333333,-0.008333333333333415,22.0,14.0,47.0,33.0,3,0.0,1.5362318840579707,0.4347826086956549,0.6666666666666666,1.0766961651917397,1.0400507502885719
LTC/USDT:USDT,1h,oos_warm,short,224,0.9241071428571429,0.3482611620826399,0.9464285714285714,0.9017857142857143,-0.044642857142857095,29.0,25.5,39.0,13.5,17,0.0,9.110497237569087,0.29896907216494834,0.9411764705882353,1.412683823529412,1.3618367217836036
BTC/USDT:USDT,2h,full,long,392,0.9464285714285714,0.46898526182674055,0.9540816326530612,0.9387755102040817,-0.015306122448979553,20.0,12.5,29.0,16.5,21,0.0,84.56325747667616,0.34986127271100015,0.9523809523809523,1.4536556184738563,1.3955394636350587
BTC/USDT:USDT,2h,full,short,335,0.9641791044776119,0.4412119770429062,0.9761904761904762,0.9520958083832335,-0.024094667807242676,26.0,19.0,34.0,15.0,12,0.0,12.33715307374339,0.20442364717066197,1.0,1.5,1.4374699274677118
BTC/USDT:USDT,2h,is,long,261,0.9348659003831418,0.5105474562192556,0.9618320610687023,0.9076923076923077,-0.05413975337639465,18.0,12.0,27.5,15.5,17,0.0,103.12363067292631,0.34986127271100015,1.0,1.5,1.439705085545539
BTC/USDT:USDT,2h,is,short,224,1.0,0.4143987114514849,1.0,1.0,0.0,28.0,25.5,32.5,7.0,0,,,,,,
BTC/USDT:USDT,2h,oos_warm,long,131,0.9694656488549618,0.4181454109553052,0.9393939393939394,1.0,0.06060606060606055,24.0,18.0,30.0,12.0,4,0.0,14.073006902739825,0.36024051365837423,0.75,1.2566919969877457,1.2078355705155168
BTC/USDT:USDT,2h,oos_warm,short,111,0.8918918918918919,0.46351686956829363,0.9285714285714286,0.8545454545454545,-0.0740259740259741,19.0,12.0,32.0,20.0,12,0.0,12.33715307374339,0.20442364717066197,1.0,1.5,1.4374699274677118
ETH/USDT:USDT,2h,full,long,392,0.9566326530612245,0.42446851459703794,0.9591836734693877,0.9540816326530612,-0.005102040816326481,28.0,19.0,46.0,27.0,17,0.0,94.79043082918392,0.41476826394344113,0.9411764705882353,1.4352374642315302,1.4007791938088914
ETH/USDT:USDT,2h,full,short,330,0.9545454545454546,0.4870473957911685,0.9757575757575757,0.9333333333333333,-0.042424242424242364,24.0,17.5,35.0,17.5,15,0.0,6.69376003020864,0.3600558024851563,1.0,1.5,1.4641694596551258
ETH/USDT:USDT,2h,is,long,257,0.9416342412451362,0.4311343864646028,0.9457364341085271,0.9375,-0.008236434108527146,33.0,23.0,57.0,34.0,15,0.0,110.01889622075537,0.41476826394344113,1.0,1.5,1.4649722575721005
ETH/USDT:USDT,2h,is,short,211,1.0,0.470156705711579,1.0,1.0,0.0,22.0,17.5,33.0,15.5,0,,,,,,
ETH/USDT:USDT,2h,oos_warm,long,135,0.9851851851851852,0.398990644573823,0.9852941176470589,0.9850746268656716,-0.00021949078138727707,22.0,12.0,33.0,21.0,2,0.0,2.0943392737059416,0.3979752035969,0.5,0.9495184459680057,0.9193312155848214
ETH/USDT:USDT,2h,oos_warm,short,119,0.8739495798319328,0.4966108907316959,0.9333333333333333,0.8135593220338984,-0.11977401129943499,27.5,17.5,50.0,32.5,15,0.0,6.69376003020864,0.3600558024851563,1.0,1.5,1.4641694596551258
SOL/USDT:USDT,2h,full,long,360,0.9416666666666667,0.3883599353572554,0.9833333333333333,0.9,-0.08333333333333326,36.0,23.5,49.0,25.5,21,0.0,202.35846372688496,0.2412109374999996,0.9523809523809523,1.4331188331188331,1.4069558037504823
SOL/USDT:USDT,2h,full,short,356,0.9550561797752809,0.34744301453057513,0.9775280898876404,0.9325842696629213,-0.0449438202247191,30.5,29.5,31.5,2.0,16,0.0,8.364770503469135,0.2706459766061231,0.9375,1.4209792993630574,1.3903342231239098
SOL/USDT:USDT,2h,is,long,239,0.9246861924686193,0.3747093535212946,0.9833333333333333,0.865546218487395,-0.11778711484593829,36.0,29.0,44.0,15.0,18,0.0,225.93234681641525,0.19299123922706948,1.0,1.5,1.478615981596094
SOL/USDT:USDT,2h,is,short,233,1.0,0.3346334248432519,1.0,1.0,0.0,38.0,31.0,51.5,20.5,0,,,,,,
SOL/USDT:USDT,2h,oos_warm,long,121,0.9752066115702479,0.43627140791189895,0.9836065573770492,0.9666666666666667,-0.016939890710382488,32.5,12.0,60.0,48.0,3,0.0,1.5390070921985801,0.6081560283687955,0.6666666666666666,1.0318318318318318,0.9769947366768141
SOL/USDT:USDT,2h,oos_warm,short,123,0.8699186991869918,0.35333731388364004,0.9354838709677419,0.8032786885245902,-0.13220518244315171,21.0,21.0,21.0,0.0,16,0.0,8.364770503469135,0.2706459766061231,0.9375,1.4209792993630574,1.3903342231239098
BNB/USDT:USDT,2h,full,long,387,0.9405684754521964,0.41902026783003593,0.9329896907216495,0.9481865284974094,0.015196837775759864,30.0,21.5,40.0,18.5,23,0.0,179.04953560371573,0.361055974593093,0.9130434782608695,1.3767292116496417,1.3402907624900569
BNB/USDT:USDT,2h,full,short,323,0.9628482972136223,0.4337129581644368,0.9691358024691358,0.9565217391304348,-0.012614063338700965,32.0,25.0,41.0,16.0,12,0.0,5.24794368105284,0.23914661376104826,0.9166666666666666,1.412953172205438,1.3716998978384447
BNB/USDT:USDT,2h,is,long,259,0.9227799227799228,0.4173597511224595,0.9153846153846154,0.9302325581395349,0.014847942754919519,30.0,15.5,51.0,35.5,20,0.0,245.28500391459056,0.3007344769720618,1.0,1.5,1.4654838234431204
BNB/USDT:USDT,2h,is,short,224,1.0,0.44279264657785955,1.0,1.0,0.0,32.0,22.0,43.0,21.0,0,,,,,,
BNB/USDT:USDT,2h,oos_warm,long,128,0.9765625,0.43663886703001714,0.96875,0.984375,0.015625,29.0,25.0,36.5,11.5,3,0.0,0.9992925362575135,0.37014134275618693,0.3333333333333333,0.5549239559805862,0.5056703561362998
BNB/USDT:USDT,2h,oos_warm,short,99,0.8787878787878788,0.4316523981236196,0.9,0.8571428571428571,-0.04285714285714293,31.0,32.0,31.0,-1.0,12,0.0,5.24794368105284,0.23914661376104826,0.9166666666666666,1.412953172205438,1.3716998978384447
XRP/USDT:USDT,2h,full,long,334,0.9760479041916168,0.4458210227991888,0.9880239520958084,0.9640718562874252,-0.0239520958083832,24.0,22.0,31.0,9.0,8,0.0,62.360171630489646,0.42663087438324054,0.875,1.3490720524017468,1.3278642453689833
XRP/USDT:USDT,2h,full,short,346,0.9595375722543352,0.3919338284305545,0.9479768786127167,0.9710982658959537,0.023121387283236983,33.0,25.0,51.0,26.0,14,0.0,10.831292221877927,0.33483331851720116,0.9285714285714286,1.3858077119075929,1.3510189425668375
XRP/USDT:USDT,2h,is,long,238,0.9873949579831933,0.44284791626139064,0.9915966386554622,0.9831932773109243,-0.008403361344537896,23.0,20.0,24.0,4.0,3,0.0,65.28571428571425,0.5035335689045932,1.0,1.5,1.4870653479167746
XRP/USDT:USDT,2h,is,short,232,1.0,0.4205116932037568,1.0,1.0,0.0,34.0,22.0,45.0,23.0,0,,,,,,
XRP/USDT:USDT,2h,oos_warm,long,96,0.9479166666666666,0.44807529658434997,0.9791666666666666,0.9166666666666666,-0.0625,33.0,22.0,41.0,19.0,5,0.0,29.631901840490798,0.3061889250814351,0.8,1.2585152838427949,1.2323435838403083
XRP/USDT:USDT,2h,oos_warm,short,114,0.8771929824561403,0.31715137066503135,0.8421052631578947,0.9122807017543859,0.07017543859649122,32.0,31.5,51.0,19.5,14,0.0,10.831292221877927,0.33483331851720116,0.9285714285714286,1.3858077119075929,1.3510189425668375
TRX/USDT:USDT,2h,full,long,388,0.8969072164948454,0.32589257512533637,0.9020618556701031,0.8917525773195877,-0.010309278350515427,29.5,29.0,30.5,1.5,40,0.0,72.9124782399346,0.2839933208999583,0.975,1.4673433048433049,1.396943881990349
TRX/USDT:USDT,2h,full,short,321,0.9906542056074766,0.4180219302609167,0.9937888198757764,0.9875,-0.006288819875776341,32.0,30.0,34.0,4.0,3,0.0,1.945158526135392,0.1851211072664384,0.6666666666666666,0.8677462887989192,0.8012061140592089
TRX/USDT:USDT,2h,is,long,249,0.9317269076305221,0.3699203041324754,0.928,0.9354838709677419,0.007483870967741835,28.5,22.0,30.5,8.5,17,0.0,137.0915750915753,0.20512820512820787,1.0,1.5,1.438244286164265
TRX/USDT:USDT,2h,is,short,220,1.0,0.42067751464244163,1.0,1.0,0.0,36.0,30.5,41.5,11.0,0,,,,,,
TRX/USDT:USDT,2h,oos_warm,long,139,0.8345323741007195,0.2721665091798144,0.8571428571428571,0.8115942028985508,-0.04554865424430632,36.5,38.5,32.5,-6.0,23,0.0,15.54635352286771,0.3126213592232984,0.9565217391304348,1.4432057475535738,1.3664174962965843
TRX/USDT:USDT,2h,oos_warm,short,101,0.9702970297029703,0.4106214756353122,0.9803921568627451,0.96,-0.020392156862745092,23.0,23.0,25.0,2.0,3,0.0,1.945158526135392,0.1851211072664384,0.6666666666666666,0.8677462887989192,0.8012061140592089
DOGE/USDT:USDT,2h,full,long,331,0.9697885196374623,0.44230793437910426,0.9819277108433735,0.9575757575757575,-0.024351953267615967,28.0,20.0,33.0,13.0,10,0.0,2503.5084809179352,0.1817937701396357,1.0,1.5,1.47426539589145
DOGE/USDT:USDT,2h,full,short,352,0.9375,0.3561743169861755,0.9488636363636364,0.9261363636363636,-0.022727272727272707,29.0,17.0,42.0,25.0,22,0.0,6.904321448137485,0.25346606983323483,1.0,1.5,1.4729303348989324
DOGE/USDT:USDT,2h,is,long,215,0.9534883720930233,0.41041106407132805,0.9722222222222222,0.9345794392523364,-0.03764278296988577,26.0,19.0,37.5,18.5,10,0.0,2503.5084809179352,0.1817937701396357,1.0,1.5,1.47426539589145
