axis,timeframe,segment,bucket,lo,hi,n,share,stop_rate,mean_net_r,net_r_se,mean_stop_width
C_일봉추세,2h,oos_warm,Q4,0.03623643012026302,0.13563535878421615,187,0.1782650142993327,0.5828877005347594,-0.030107590722706967,0.09228058344756508,0.016176327541938287
C_일봉추세,2h,oos_warm,Q5,0.13563535878421615,1.3226861924717586,87,0.08293612964728313,0.5977011494252874,-0.04298681614477274,0.13394238522103458,0.02567019327379065
C_일봉추세,4h,is,Q1,-0.4637098205164658,-0.09824489695998784,219,0.2,0.5570776255707762,0.08063223119272811,0.08484087702994837,0.04465354229498214
C_일봉추세,4h,is,Q2,-0.09824489695998784,-0.03429202884825211,218,0.19908675799086759,0.591743119266055,-0.020251034106328746,0.0845268060818785,0.029334767896435198
C_일봉추세,4h,is,Q3,-0.03429202884825211,0.023438727367904495,220,0.2009132420091324,0.5954545454545455,-0.03361907512272089,0.08382767584785872,0.027028439482319165
C_일봉추세,4h,is,Q4,0.023438727367904495,0.11483767744584271,219,0.2,0.547945205479452,0.09093579441201924,0.08513884007426446,0.031313845948186175
C_일봉추세,4h,is,Q5,0.11483767744584271,1.3226861924717586,219,0.2,0.5251141552511416,0.15748269086668246,0.08552089032020635,0.04974223301508291
C_일봉추세,4h,oos_warm,Q1,-0.4637098205164658,-0.09824489695998784,128,0.23486238532110093,0.5390625,0.1097999639885824,0.11222708597658843,0.029161975607792896
C_일봉추세,4h,oos_warm,Q2,-0.09824489695998784,-0.03429202884825211,122,0.22385321100917432,0.5409836065573771,0.10201059368114694,0.11537236734666032,0.026590096994282268
C_일봉추세,4h,oos_warm,Q3,-0.03429202884825211,0.023438727367904495,151,0.27706422018348625,0.6357615894039735,-0.15490716771901544,0.10070842999162875,0.021865833855290295
C_일봉추세,4h,oos_warm,Q4,0.023438727367904495,0.11483767744584271,108,0.1981651376146789,0.5555555555555556,0.04956833621725555,0.12256929158426773,0.019391406887033464
C_일봉추세,4h,oos_warm,Q5,0.11483767744584271,1.3226861924717586,36,0.06605504587155964,0.5833333333333334,0.003828515596906427,0.2101158619689462,0.03593217072960227
