symbol,timeframe,entry_ms,entry_utc,day,ordinal,chain_size,is_reentry,engine_entry,engine_take_profit,stop_price,net_r,tick_count,ohlc_match,solo_verdict,solo_outcome_ok,chain_verdict,chain_outcome_ok,fill_offset_s
DOT/USDT:USDT,15m,1783474560000,2026-07-08 01:36,2026-07-08,4,4,True,0.8391677999999999,0.8469194999999998,0.834,1.3200604268547698,246,True,인공물,False,인공물,False,
DOT/USDT:USDT,1h,1783474560000,2026-07-08 01:36,2026-07-08,1,1,False,0.8411681999999999,0.8489204999999999,0.836,1.3196485612205433,246,True,인공물,False,인공물,False,47.285
DOT/USDT:USDT,15m,1783952160000,2026-07-13 14:16,2026-07-13,1,3,False,0.8241647999999999,0.8304119999999999,0.82,1.2810128511333192,94,True,인공물,False,인공물,False,49.202
DOT/USDT:USDT,15m,1783952160000,2026-07-13 14:16,2026-07-13,2,3,True,0.8241647999999999,0.8304119999999999,0.82,1.2810128511333192,94,True,인공물,False,인공물,False,
DOT/USDT:USDT,15m,1783952160000,2026-07-13 14:16,2026-07-13,3,3,True,0.8241647999999999,0.8304119999999999,0.82,1.2810128511333192,94,True,인공물,False,인공물,False,
ETH/USDT:USDT,15m,1724424480000,2024-08-23 14:48,2024-08-23,1,1,False,2639.217738,2652.234345,2630.54,1.1641608664342422,11000,True,인공물,False,인공물,False,49.034
ETH/USDT:USDT,15m,1727803200000,2024-10-01 17:20,2024-10-01,1,1,False,2433.23655,2453.841375,2419.5,1.3038362049259054,22989,False,인공물,False,인공물,False,26.509
ETH/USDT:USDT,15m,1729557060000,2024-10-22 00:31,2024-10-22,1,1,False,2622.104316,2638.17579,2611.39,1.229497296977082,22542,True,인공물,False,인공물,False,11.187
ETH/USDT:USDT,15m,1729706640000,2024-10-23 18:04,2024-10-23,1,3,False,2451.8202659999997,2466.5506649999993,2442.0,1.2240638551372212,21916,True,순서역전-성립,True,순서역전-성립,True,4.809
ETH/USDT:USDT,15m,1729706640000,2024-10-23 18:04,2024-10-23,2,3,False,2446.88928,2459.0681999999997,2438.77,1.1672060302933331,21916,True,순서역전-성립,True,미체결,False,
ETH/USDT:USDT,15m,1729706640000,2024-10-23 18:04,2024-10-23,3,3,True,2446.88928,2459.0681999999997,2438.77,1.1672060302933331,21916,True,순서역전-성립,True,인공물,False,
ETH/USDT:USDT,1h,1729706640000,2024-10-23 18:04,2024-10-23,1,3,False,2451.4901999999997,2476.2254999999996,2435.0,1.3351502258978292,21916,True,인공물,False,인공물,False,4.942
ETH/USDT:USDT,1h,1729706640000,2024-10-23 18:04,2024-10-23,2,3,False,2444.498802,2461.747005,2433.0,1.2648468322614066,21916,True,순서역전-성립,True,인공물,False,
ETH/USDT:USDT,1h,1729706640000,2024-10-23 18:04,2024-10-23,3,3,True,2444.498802,2461.747005,2433.0,1.2648468322614066,21916,True,순서역전-성립,True,인공물,False,
ETH/USDT:USDT,15m,1734689640000,2024-12-20 10:14,2024-12-20,1,1,False,3136.857246,3161.9331150000003,3120.14,1.292281643395285,24970,True,인공물,False,인공물,False,59.307
ETH/USDT:USDT,15m,1736515800000,2025-01-10 13:30,2025-01-10,1,1,False,3224.04468,3247.7367,3208.25,1.2741567148774386,34415,True,순서역전-성립,True,순서역전-성립,True,6.058
ETH/USDT:USDT,1h,1736778840000,2025-01-13 14:34,2025-01-13,1,1,False,2929.545792,2994.1594800000003,2886.47,1.423853893191252,48802,True,인공물,False,인공물,False,49.529
ETH/USDT:USDT,15m,1736778900000,2025-01-13 14:35,2025-01-13,1,1,False,2903.160516,2922.84129,2890.04,1.255298900139168,27482,True,순서역전-성립,True,순서역전-성립,True,58.745
ETH/USDT:USDT,15m,1738547700000,2025-02-03 01:55,2025-02-03,1,1,False,2402.2903619999997,2436.505904999999,2379.48,1.3828240391047242,40043,True,인공물,False,인공물,False,59.439
ETH/USDT:USDT,1h,1738547700000,2025-02-03 01:55,2025-02-03,1,1,False,2429.825868,2540.56467,2356.0,1.462452655976005,40043,True,인공물,False,인공물,False,54.289
ETH/USDT:USDT,2h,1738547700000,2025-02-03 01:55,2025-02-03,1,1,False,2432.176338,2546.4408450000005,2356.0,1.4635356225717902,40043,True,인공물,False,인공물,False,54.287
ETH/USDT:USDT,15m,1738547760000,2025-02-03 01:56,2025-02-03,1,1,True,2402.2903619999997,2436.505904999999,2379.48,1.3828240391047242,42711,True,진짜,True,진짜,True,0.007
ETH/USDT:USDT,1h,1738547760000,2025-02-03 01:56,2025-02-03,1,1,True,2429.825868,2540.5646699999998,2356.0,1.4624526559760047,42711,True,진짜,True,진짜,True,0.001
ETH/USDT:USDT,15m,1740152640000,2025-02-21 15:44,2025-02-21,1,1,False,2680.2559439999995,2706.139859999999,2663.0,1.3278253664460185,32803,True,진짜,True,진짜,True,4.598
ETH/USDT:USDT,2h,1741052460000,2025-03-04 01:41,2025-03-04,1,1,False,2034.9990617799235,2059.657654449809,2018.56,1.362505549277141,20387,True,인공물,False,인공물,False,38.464
ETH/USDT:USDT,15m,1741052700000,2025-03-04 01:45,2025-03-04,1,2,False,2029.185756,2042.3643899999995,2020.4,1.2446370432638925,20639,True,인공물,False,인공물,False,33.871
ETH/USDT:USDT,15m,1741052700000,2025-03-04 01:45,2025-03-04,2,2,False,2031.376194,2049.9854849999997,2018.97,1.3185702901145275,20639,True,인공물,False,인공물,False,
ETH/USDT:USDT,2h,1741052700000,2025-03-04 01:45,2025-03-04,1,1,True,2031.233108204269,2050.2427705106725,2018.56,1.3223754559447296,20639,True,인공물,False,인공물,False,33.351
ETH/USDT:USDT,15m,1741052760000,2025-03-04 01:46,2025-03-04,1,1,True,2029.185756,2042.3643900000002,2020.4,1.244637043263893,12919,True,진짜,True,진짜,True,0.008
ETH/USDT:USDT,15m,1741053960000,2025-03-04 02:06,2025-03-04,1,1,False,2005.05093,2020.3523250000003,1994.85,1.2824783418732464,25854,True,인공물,False,인공물,False,39.552
ETH/USDT:USDT,1h,1741054020000,2025-03-04 02:07,2025-03-04,1,1,False,2002.0654402990017,2012.8886007475044,1994.85,1.1934892176547696,14982,True,진짜,True,진짜,True,1.632
ETH/USDT:USDT,1h,1743960420000,2025-04-06 17:27,2025-04-06,1,1,False,1682.58645,1714.666125,1661.2,1.4121231495047122,30568,True,인공물,False,인공물,False,26.581
ETH/USDT:USDT,15m,1743961320000,2025-04-06 17:42,2025-04-06,1,1,False,1670.904114,1683.5102849999998,1662.5,1.2799883036756736,21002,True,인공물,False,인공물,False,20.251
ETH/USDT:USDT,15m,1744008840000,2025-04-07 06:54,2025-04-07,1,1,True,1410.051954,1425.639885,1399.66,1.3494218547038614,29371,True,순서역전-성립,True,순서역전-성립,True,43.664
ETH/USDT:USDT,15m,1744543200000,2025-04-13 11:20,2025-04-13,1,1,False,1591.988334,1599.7708350000005,1586.8,1.1611876829570211,6878,True,인공물,False,인공물,False,37.333
ETH/USDT:USDT,1h,1744781040000,2025-04-16 05:24,2025-04-16,1,1,False,1556.731284,1574.23821,1545.06,1.3519575225692502,21483,True,인공물,False,인공물,False,27.528
ETH/USDT:USDT,15m,1750951740000,2025-06-26 15:29,2025-06-26,1,1,False,2415.2029439999997,2427.972359999999,2406.69,1.1866266102152183,11023,True,인공물,False,인공물,False,27.345
ETH/USDT:USDT,2h,1757175660000,2025-09-06 16:21,2025-09-06,1,3,False,4221.254952717743,4250.137381794359,4202.0,1.2575416218820463,20529,True,인공물,False,인공물,False,24.355
ETH/USDT:USDT,2h,1757175660000,2025-09-06 16:21,2025-09-06,2,3,True,4221.254952717743,4250.137381794359,4202.0,1.2575416218820463,20529,True,인공물,False,인공물,False,
ETH/USDT:USDT,2h,1757175660000,2025-09-06 16:21,2025-09-06,3,3,True,4221.254952717743,4250.137381794359,4202.0,1.2575416218820463,20529,True,인공물,False,인공물,False,
ETH/USDT:USDT,2h,1758131940000,2025-09-17 17:59,2025-09-17,1,1,False,4449.775150289302,4492.922875723254,4421.01,1.328518642036521,17745,True,인공물,False,인공물,False,58.789
ETH/USDT:USDT,15m,1758132000000,2025-09-17 18:00,2025-09-17,1,1,False,4412.712366,4434.420915,4398.24,1.163314594689134,67901,True,순서역전-성립,True,순서역전-성립,True,2.973
ETH/USDT:USDT,15m,1758508080000,2025-09-22 02:28,2025-09-22,1,1,True,4279.865802,4300.334505000001,4266.22,1.1537093130914098,20305,True,순서역전-성립,True,순서역전-성립,True,9.002
ETH/USDT:USDT,15m,1759849740000,2025-10-07 15:09,2025-10-07,1,1,False,4522.184256,4544.015639999999,4507.63,1.1569290711890603,17958,True,인공물,False,인공물,False,44.858
ETH/USDT:USDT,15m,1759849800000,2025-10-07 15:10,2025-10-07,1,1,True,4522.184256,4544.015639999999,4507.63,1.1569290711890603,14686,True,진짜,True,진짜,True,0.369
ETH/USDT:USDT,15m,1759851600000,2025-10-07 15:40,2025-10-07,1,2,False,4479.285678,4500.699195,4465.01,1.1535655769721938,23118,True,순서역전-성립,True,순서역전-성립,True,18.016
ETH/USDT:USDT,15m,1759851600000,2025-10-07 15:40,2025-10-07,2,2,True,4479.285678,4500.699195,4465.01,1.1535655769721938,23118,True,순서역전-성립,True,미체결,False,
ETH/USDT:USDT,15m,1762962720000,2025-11-12 15:52,2025-11-12,1,1,False,3430.125888,3451.9447200000004,3415.58,1.2393019225326252,12311,True,인공물,False,인공물,False,58.894
ETH/USDT:USDT,15m,1763710440000,2025-11-21 07:34,2025-11-21,1,1,False,2646.799254,2674.998135,2628.0,1.3438063993032412,41192,True,순서역전-성립,True,순서역전-성립,True,13.941
ETH/USDT:USDT,15m,1766322240000,2025-12-21 13:04,2025-12-21,1,1,False,2969.703822,2984.064555,2960.13,1.1575033407777475,11742,True,인공물,False,인공물,False,51.701
