name,value,reference,diff
"(a-1) WAN-375 첫 탭·가드 통과 oos_warm(데이터 끝 포함) ≡ 이슈가 인용한 10,274",10274.0,10274.0,0.0
(a-2) 모집단 ≡ 그 집합 − 데이터 끝(익절 켠 판이 미결),10272.0,10272.0,0.0
(b) net R 평균 ≡ WAN-375 _ev_at · 15m,-0.07092325072330356,-0.07092325072330369,1.249000902703301e-16
(b) net R 평균 ≡ WAN-375 _ev_at · 1h,-0.05588844425259589,-0.055888444252595836,-5.551115123125783e-17
(b) net R 평균 ≡ WAN-375 _ev_at · 2h,-0.030284442473243273,-0.030284442473243255,-1.734723475976807e-17
(b) net R 평균 ≡ WAN-375 _ev_at · 4h,0.01577965571930162,0.015779655719301625,-6.938893903907228e-18
(c) 포개진 창의 건수 단조(위반 셋업 수),0.0,0.0,0.0
