segment,axis,bucket,metric,conditional,num_bars,p25,p50,p75,p90,p99,share_above_5bp,percentile_of_5bp
oos_warm,symbol,DOT/USDT:USDT,bar_range_bp,False,1024980,8.84564352056711,13.271400132714863,19.758940920766225,28.222013170271786,60.06885942421855,0.9425793674022908,0.05742063259770922
oos_warm,symbol,ETH/USDT:USDT,bar_range_bp,True,834,39.08216331754422,61.69205432289318,127.55369084719356,260.6541340830332,1329.5214023428357,1.0,0.0
oos_warm,symbol,ETH/USDT:USDT,adverse_bp,True,834,5.967701112987733,17.155745105681262,41.99659787221877,90.61044791459234,876.7987696101158,0.7877697841726619,0.21223021582733814
oos_warm,symbol,ETH/USDT:USDT,bar_range_bp,False,1024980,5.0987207574869755,8.403352992795982,13.668073153325729,21.37500549366115,49.2440008768509,0.7580255224492185,0.24197447755078147
oos_warm,symbol,LINK/USDT:USDT,bar_range_bp,True,746,29.882080408713154,52.739820523760685,106.35046757533127,426.29262926292574,2496.3942802983474,1.0,0.0
oos_warm,symbol,LINK/USDT:USDT,adverse_bp,True,746,4.484053964930492,13.750749124100992,33.722073907545344,128.9305898239915,1733.0536057018824,0.7305630026809652,0.26943699731903487
oos_warm,symbol,LINK/USDT:USDT,bar_range_bp,False,1024980,7.078930070283333,11.423494319985203,18.242626938279805,27.83853648836737,59.776791960875116,0.8737468048157038,0.12625319518429629
oos_warm,symbol,LTC/USDT:USDT,bar_range_bp,True,811,29.73559759390942,50.702926941691366,120.67152157786043,1664.0016505906015,3248.112977842707,1.0,0.0
oos_warm,symbol,LTC/USDT:USDT,adverse_bp,True,811,5.290244203112751,14.570179698883505,41.84896328704562,324.28791377983106,1907.1316428200669,0.7558569667077681,0.2441430332922318
oos_warm,symbol,LTC/USDT:USDT,bar_range_bp,False,1024980,5.677624481916443,9.326908129955273,15.476763218550996,24.52598811432932,56.22312416924448,0.8033893344260375,0.19661066557396242
oos_warm,symbol,SOL/USDT:USDT,bar_range_bp,True,821,32.10888265880658,52.259750314526414,112.6815289717821,351.129732925482,1318.4738588958928,1.0,0.0
oos_warm,symbol,SOL/USDT:USDT,adverse_bp,True,821,5.716245569909359,16.714422158548302,39.0420487352464,111.32551580822323,451.34781796675594,0.781973203410475,0.21802679658952498
oos_warm,symbol,SOL/USDT:USDT,bar_range_bp,False,1024980,7.031524668932647,10.840108401082368,16.834450018517895,25.38755717985819,55.46696737364027,0.8763088060254834,0.12369119397451657
oos_warm,symbol,TRX/USDT:USDT,bar_range_bp,True,423,14.314441646008822,24.533426794007053,55.754998896933564,158.06407589526745,352.89377069980264,0.9621749408983451,0.037825059101654845
oos_warm,symbol,TRX/USDT:USDT,adverse_bp,True,423,2.6071904315925476,8.943769654654425,21.008767538538102,67.14094622082762,211.5682615983041,0.6122931442080378,0.3877068557919622
oos_warm,symbol,TRX/USDT:USDT,bar_range_bp,False,1024980,1.3995311570618414,3.265306122450231,6.217199700111672,10.685420018113554,29.86198023912742,0.332868934027981,0.667131065972019
oos_warm,symbol,XRP/USDT:USDT,bar_range_bp,True,723,29.074086991753532,51.798106008185336,112.46188571654848,434.34680922151557,2363.905346627419,1.0,0.0
oos_warm,symbol,XRP/USDT:USDT,adverse_bp,True,723,5.541930194918738,15.549901046083587,40.31521315828559,116.68945732357939,813.5538818138492,0.7579529737206085,0.24204702627939143
oos_warm,symbol,XRP/USDT:USDT,bar_range_bp,False,1024980,5.733624652534084,9.49569597258621,16.049799788540717,26.512550473301808,65.53860607511217,0.8144236960721185,0.18557630392788152
oos_warm,timeframe,15m,bar_range_bp,True,6070,27.261710496109067,46.97790794688629,93.97024275646055,237.5020151093598,2493.500491074009,0.9962108731466227,0.0037891268533772654
oos_warm,timeframe,15m,adverse_bp,True,6070,4.510908206299035,12.762869896784014,31.19081962243293,82.5290626379545,947.3362534379136,0.727182866556837,0.2728171334431631
oos_warm,timeframe,1h,bar_range_bp,True,1596,32.38384452221376,58.79483593296323,136.0544217687064,476.99597651562436,3137.996219281663,0.9993734335839599,0.0006265664160401002
oos_warm,timeframe,1h,adverse_bp,True,1596,6.284084186454648,16.849121559551307,47.94423909217355,158.09376985824022,1397.5323320709172,0.7913533834586466,0.20864661654135339
oos_warm,timeframe,2h,bar_range_bp,True,817,38.11423584519184,75.91779187679633,214.26993593991577,745.0403595935503,3248.112977842707,0.9938800489596084,0.006119951040391677
oos_warm,timeframe,2h,adverse_bp,True,817,5.955206490312001,20.37956948159387,73.38828045613543,258.2979747828129,1658.1995358765269,0.7906976744186046,0.20930232558139536
oos_warm,timeframe,4h,bar_range_bp,True,403,44.03896325794115,95.58823529411693,284.58975871279,970.7999112266575,3247.6826375189758,0.9950372208436724,0.004962779156327543
oos_warm,timeframe,4h,adverse_bp,True,403,9.142090685101268,28.57695450185804,89.93021477279979,307.744742656452,1468.2496188452785,0.8511166253101737,0.1488833746898263
