arm,label,combine_obs,retap_mode,segment,adopted_arm,num_cells,num_symbols,num_trades,win_rate,mean_net_r,gross_r,slippage_r,entry_fee_r,take_profit_fee_r,stop_fee_r,other_fee_r,funding_r,cost_r,identity_max_abs,stop_width_p50,stop_width_p90,entry_in_zone_p50,retap_trades,retap_trade_share,reentry_trades,zone_retap_and_reentry,total_return_flat,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,max_effective_concurrent_risk,liquidation_events,symbols_below_gate,min_symbol_trades,reentry,multiple,adopted_point,net_r_stderr,mean_gross_r_after_slippage,same_step_tp_trades,same_step_tp_trade_share,same_step_tp_net_r_share
매탭·재진입끔·0.8R,매탭·재진입끔·0.8R,False,every_tap,full,False,48,12,52919,0.5888244297889227,-0.028293258115142675,0.12454216148313606,0.09037762835424518,0.02587901978789294,0.015606030579636311,0.020557698929099685,1.9453006656682912e-06,0.00041309664674108305,0.1528354195982793,2.842170943040401e-14,0.008868746481917381,0.02713982329644393,-0.006255836703757885,23134,0.4371586764678093,0,0,-8.36417388105072,3.244265931462133,-2.5781406511522116,22,2550.953923354907,2550.953923354907,23196,0,3268,False,0.8,False,0.004040499490680989,0.03416453312887041,8714,0.16466675485175458,
매탭·재진입끔·0.8R,매탭·재진입끔·0.8R,False,every_tap,oos_warm,False,48,12,16099,0.5858748990620536,-0.043643848084603934,0.1270414275329129,0.10131822018720478,0.029010383635353847,0.01748989159563525,0.02304487896732448,6.394395051028033e-06,-0.0001844931630529832,0.17068527561751642,2.842170943040401e-14,0.007518231090098082,0.021890287926757804,-0.007319991196629421,6978,0.4334430709981986,0,0,-4.631217423194192,4.511074799253237,-1.0266328157451177,16,3.685664706536046,3.685664706536046,12220,0,730,False,0.8,False,0.007367617294105969,0.025723207345709046,2227,0.13833157338965152,
매탭·재진입끔·1R,매탭·재진입끔·1R,False,every_tap,full,False,48,12,49562,0.522719018602962,-0.04954228485993317,0.11033588477621117,0.09520437006735791,0.02597835203083069,0.01387105784232307,0.024218563920513584,2.0770623850228057e-06,0.0006037487127349233,0.15987816963614382,2.842170943040401e-14,0.008822322334818767,0.027151530357216232,-0.006255836703757885,20463,0.4128768007747871,0,0,-14.416155648520983,6.127355378763622,-2.352753309932853,21,638.1951591266036,638.1951591266036,37219,0,3088,False,1.0,False,0.004690967659836536,0.015131514708853877,6014,0.12134296436786247,
매탭·재진입끔·1R,매탭·재진입끔·1R,False,every_tap,oos_warm,False,48,12,15094,0.5176891480058301,-0.07064916603082166,0.10814149347849815,0.10697395886296251,0.029140299455580852,0.01548351792808034,0.027307209917401244,6.820151446038181e-06,-0.00012114680615109893,0.17879065950932058,2.842170943040401e-14,0.0074743937053864725,0.02186053050058586,-0.007319991196629421,6181,0.4095004637604346,0,0,-6.805577936071316,6.536096002883367,-1.0412298003378575,16,79.00563058741389,79.00563058741389,11621,0,696,False,1.0,False,0.00854245543928116,0.001167534615535486,1493,0.09891347555319994,
매탭·재진입끔·1.5R,매탭·재진입끔·1.5R,False,every_tap,full,False,48,12,43669,0.4082529941148183,-0.08580431629790677,0.08565159262111287,0.10311524762601865,0.02603448319301211,0.010813976181679657,0.030429720389403173,4.308171259462174e-06,0.0010581733576476326,0.17145590891902013,5.684341886080802e-14,0.00880309266495049,0.02715228180327481,-0.006255836703757885,16041,0.3673315166365156,0,0,-22.492292109766275,13.92344792733708,-1.6154254482903807,24,55.14132308350941,55.14132308350941,37869,0,2745,False,1.5,False,0.006097212644371012,-0.01746365500490528,2865,0.06560718129565596,
매탭·재진입끔·1.5R,매탭·재진입끔·1.5R,False,every_tap,oos_warm,False,48,12,13393,0.4035690285970283,-0.10982899216787703,0.08195283559948134,0.11608801528870995,0.029271826562111254,0.012095580377890304,0.03432479114277476,1.4047153791492099e-05,-1.2432757919589481e-05,0.19178182776735828,5.684341886080802e-14,0.007420007918573656,0.02176045561723761,-0.007319991196629421,4912,0.36675875457328455,0,0,-9.299702090682745,8.562893534244195,-1.0860466796056674,16,71.50784022597203,71.50784022597203,10936,0,632,False,1.5,False,0.011032847447655982,-0.03413517968922826,691,0.05159411632942582,
첫탭만·재진입켬·0.6R,첫탭만·재진입켬·0.6R,False,once,full,False,48,12,48160,0.6696636212624585,-0.00951841372876544,0.13644013989396017,0.08557154181307892,0.02600614445231371,0.017784967059492552,0.016460789495590624,1.9127292840672394e-06,0.00013319807296590592,0.14595855362272497,2.842170943040401e-14,0.008803394348598427,0.026791695781314077,-0.013108510638293406,0,0.0,16332,0,-1.3364019526332136,1.3594434996357165,-0.9830507505397045,20,3.4635019134485225,3.4635019134485225,5721,0,2971,True,0.6,False,0.00361907128488884,0.050868598080845095,12352,0.2564784053156146,
첫탭만·재진입켬·0.6R,첫탭만·재진입켬·0.6R,False,once,oos_warm,False,48,12,14638,0.6711299357835769,-0.015935595713370776,0.1466122653571337,0.0954260370076605,0.029142264562493764,0.020114309074278334,0.01807009246037049,6.293007399964356e-06,-0.00021113504169845439,0.16254786107050428,2.842170943040401e-14,0.00748441040389411,0.021632544966920273,-0.01580751879698641,0,0.0,4840,0,-1.6313706538703279,2.1733605507179377,-0.7506212686760274,16,4.080345972918673,4.080345972918673,5768,0,668,True,0.6,False,0.006584739035256254,0.05118622834947903,3289,0.2246891651865009,
첫탭만·재진입켬·0.8R,첫탭만·재진입켬·0.8R,False,once,full,False,48,12,46757,0.589537395470197,-0.027739187293213296,0.12643907096014848,0.09124261802676177,0.026118536135705632,0.015739207391500556,0.020770666312999255,2.0697565840598307e-06,0.0003051606298116153,0.15417825825336165,2.842170943040401e-14,0.008744482579072822,0.026789312010697744,-0.013108510638293406,0,0.0,15666,0,-6.910200993537069,2.851163281866644,-2.423642671567021,20,119.46294683113896,119.46294683113896,19929,0,2907,True,0.8,False,0.004300354830819342,0.035196452933366124,8231,0.17603781252005046,
첫탭만·재진입켬·0.8R,첫탭만·재진입켬·0.8R,False,once,oos_warm,False,48,12,14159,0.5892365280033901,-0.038204561618079357,0.1338900957292316,0.10217503078834474,0.029309751505092862,0.017746973610035986,0.02313140689776243,6.834918327628047e-06,-0.0002753403722526376,0.17209465734731075,2.842170943040401e-14,0.007423358199439576,0.02143229908187892,-0.01580751879698641,0,0.0,4620,0,-3.465074910086915,3.031595918182707,-1.1429870614696096,15,226.9121656429882,226.9121656429882,8568,0,651,True,0.8,False,0.007852269794986872,0.03171506494088892,2103,0.14852743837841656,
첫탭만·재진입켬·1R,첫탭만·재진입켬·1R,False,once,full,False,48,12,45364,0.5230138435764042,-0.04962722876574741,0.11149185650894791,0.09602597152643845,0.02619720417511746,0.013980133998837874,0.0244381933936032,2.1333129486131184e-06,0.0004754488677500817,0.16111908527469365,2.842170943040401e-14,0.008707010886066985,0.026867984589229076,-0.013108510638293406,0,0.0,15053,0,-13.337617012820946,5.365107348462639,-2.485992571358859,22,309.8721338407795,309.8721338407795,34206,0,2844,True,1.0,False,0.004905604634164437,0.015465884982509472,5788,0.12759015959791906,
첫탭만·재진입켬·1R,첫탭만·재진입켬·1R,False,once,oos_warm,False,48,12,13726,0.5181407547719656,-0.07062943947601495,0.10982881224233478,0.10802519985063644,0.029428486682655415,0.01563944540770719,0.027571753462389142,7.050532464001567e-06,-0.00021368421750231988,0.1804582517183505,2.842170943040401e-14,0.007380368223970818,0.021425455906088516,-0.01580751879698641,0,0.0,4431,0,-6.249050424666461,4.957058397486831,-1.2606368381366364,16,26.964910242274087,26.964910242274087,10275,0,632,True,1.0,False,0.008963087766327335,0.0018036123916981305,1430,0.10418184467434066,
첫탭만·재진입켬·1.5R,첫탭만·재진입켬·1.5R,False,once,full,False,48,12,42733,0.41045561977862544,-0.08093281730744127,0.09184817389719567,0.10396571307461612,0.026296693430205433,0.010999187713684739,0.030585807642314212,4.356775055639839e-06,0.0009292325687618862,0.1727809912046365,5.684341886080802e-14,0.008669230458649875,0.026743622503686906,-0.013108510638293406,0,0.0,14106,0,-20.593315964162965,10.462854647323223,-1.9682311050198409,23,34.35185422666194,34.35185422666194,35538,0,2685,True,1.5,False,0.006170568331314616,-0.012117539177420138,2876,0.06730161701729342,
첫탭만·재진입켬·1.5R,첫탭만·재진입켬·1.5R,False,once,oos_warm,False,48,12,12945,0.40617999227500967,-0.10417348577632622,0.08942878915733656,0.11723194018864286,0.029605995062350433,0.012307508607607633,0.034571469411263094,1.4382237810170508e-05,-0.00012902057401139244,0.19360227493366305,5.684341886080802e-14,0.007338908281571869,0.021016736569402453,-0.01580751879698641,0,0.0,4142,0,-8.213014180814092,7.534580727216163,-1.0900426285363582,16,127.31147209996408,127.31147209996408,10091,0,608,True,1.5,False,0.011239914418093577,-0.027803151031306112,682,0.052684434144457316,
첫탭만·재진입끔·0.6R,첫탭만·재진입끔·0.6R,False,once,full,False,48,12,32549,0.6849672801007711,0.016241571108770052,0.16082337569099106,0.08458470775194127,0.025965944902644443,0.01810421841122862,0.01575111834639972,2.8301036075049387e-06,0.00017298506639921958,0.1445818045822195,2.842170943040401e-14,0.008814284531354362,0.02671507815072129,-0.013918022648080794,0,0.0,0,0,5.850020869927625,0.3122497441795269,18.735070176916384,17,0.0851396378151152,0.0851396378151152,0,0,2109,False,0.6,False,0.004349868826775322,0.07623866793901105,8095,0.24870195704937173,8.220777241672053
첫탭만·재진입끔·0.6R,첫탭만·재진입끔·0.6R,False,once,oos_warm,False,48,12,10114,0.682618153055171,0.0038607423191191086,0.16461475150662283,0.0942778971804193,0.028993388559735166,0.02027956229848969,0.017446679389758333,9.107874463187487e-06,-0.0002526261153613983,0.16075400918750407,2.842170943040401e-14,0.007535848624138166,0.021566387520157316,-0.017431930733121798,0,0.0,0,0,0.4049276271069368,0.9944540976966861,0.407185839994841,14,4.761900480201509,4.761900480201509,12,0,504,False,0.6,False,0.007851092615395213,0.07033685432620933,2171,0.21465295629820053,29.35060887490364
첫탭만·재진입끔·0.8R,첫탭만·재진입끔·0.8R,False,once,full,False,48,12,32142,0.603789434384917,-0.0006521914918035134,0.1517922491611629,0.09004174270824304,0.026006704025524796,0.01600107571040895,0.020033090892848958,2.8659399639312502e-06,0.00035896137597675156,0.1524444406529659,2.842170943040401e-14,0.008796375625413877,0.02670915800290982,-0.013918022648080794,0,0.0,0,0,1.917824018868781,0.6336350662986027,3.0267012052723103,18,0.07976444695990247,0.07976444695990247,0,0,2088,False,0.8,False,0.005157904511835676,0.06175050645289743,5407,0.16822226370480992,
첫탭만·재진입끔·0.8R,첫탭만·재진입끔·0.8R,False,once,oos_warm,False,48,12,9950,0.601608040201005,-0.014167911456838728,0.15550964003526938,0.10064152075028276,0.029077397186196997,0.01790022513453031,0.022367033356844365,9.257994203083241e-06,-0.0003178829299495705,0.1696775514921075,2.842170943040401e-14,0.00752010069549627,0.02143217693414678,-0.017431930733121798,0,0.0,0,0,-0.6569260952570954,1.2950422427227,-0.5072622912098778,13,224.8643354425861,224.8643354425861,2575,0,497,False,0.8,False,0.009323018337273874,0.05486811928498973,1394,0.1401005025125628,
첫탭만·재진입끔·1R,첫탭만·재진입끔·1R,False,once,full,False,48,12,31720,0.5383984867591425,-0.01700773878328382,0.14180478173073943,0.09443583526777541,0.026023920258940826,0.014275856452312,0.023512171123673938,2.904068168999945e-06,0.0005618333431525396,0.1588125205140234,2.842170943040401e-14,0.008791214270096204,0.02675202149583612,-0.013918022648080794,0,0.0,0,0,-1.5515384704282817,1.2507368328732078,-1.2404995436682462,20,0.794241582662848,0.794241582662848,3651,0,2062,False,1.0,False,0.005854043804972286,0.04736894646296439,3830,0.12074401008827239,
첫탭만·재진입끔·1R,첫탭만·재진입끔·1R,False,once,oos_warm,False,48,12,9813,0.5316416997859982,-0.04131904040398289,0.13597201524020633,0.10600872757671925,0.02911518224565229,0.015824967231730793,0.026583028097181306,9.387245727165825e-06,-0.00025023675282156565,0.1772910556441896,2.842170943040401e-14,0.007503694066381429,0.02145224565078502,-0.017431930733121798,0,0.0,0,0,-2.264909496106223,2.000689036934743,-1.1320647308470746,14,92.10364171036996,92.10364171036996,3775,0,487,False,1.0,False,0.010584436691434046,0.029963287663487197,966,0.09844084377866096,
첫탭만·재진입끔·1.5R,첫탭만·재진입끔·1.5R,False,once,full,False,48,12,30587,0.4246575342465753,-0.04348973121481363,0.12664228414317577,0.10213944848980035,0.026034546489083803,0.01121262050335043,0.029649900789662315,3.7523160656717693e-06,0.001091746770027073,0.17013201535798914,5.684341886080802e-14,0.008775521323996468,0.02676209691513761,-0.013918022648080794,0,0.0,0,0,-6.29875727063898,2.905928508950398,-2.1675541057663694,20,1410.6234522325956,1410.6234522325956,18850,0,2010,False,1.5,False,0.007328165368152503,0.024502835653375788,1929,0.06306600843495602,
첫탭만·재진입끔·1.5R,첫탭만·재진입끔·1.5R,False,once,oos_warm,False,48,12,9452,0.4205459162082099,-0.06583035099700374,0.12415872891446862,0.11489317494776621,0.029203868584274924,0.012446109661274065,0.033507081442588224,1.2142625000074313e-05,-7.329734943117556e-05,0.18998907991147185,5.684341886080802e-14,0.007481371599858705,0.02125267107969516,-0.017431930733121798,0,0.0,0,0,-3.114822803010564,2.676930817843078,-1.1635798662590446,14,45.466802105871146,45.466802105871146,4782,0,471,False,1.5,False,0.013223056613226926,0.009265553966702613,467,0.04940753279729158,
