arm,segment,scope,timeframe,n,tp_on_tp,tp_on_tp_broke_share,tp_on_stop,tp_on_stop_broke_share,tp_on_stop_break_r_p25,tp_on_stop_break_r_median,tp_on_stop_break_r_p75,tp_on_stop_minutes_to_exit_median,tp_on_stop_bars_to_exit_median,no_tp_broke_share,no_tp_break_r_median,no_tp_break_mfe_r_median,closed,stop_cut,stop_saved_gross_mean,stop_saved_net_mean,tp_cut,tp_lost_gross_mean,tp_lost_net_mean,delta_gross_r,delta_net_r,bad_days_stop,bad_days_stop_broke_share
zone_top,full,all,4h,4540,1766,0.10475651189127973,2765,0.17613019891500903,-0.7332704761432135,-0.5380197278062192,-0.2438587485542758,284.0,1.1833333333333333,0.2552863436123348,-0.1606358695095834,1.159609193237949,4531,487,0.5494364358202785,0.5489419430280412,185,1.4201941534157634,1.4481887208931523,0.0010681142932154905,-0.0001280483581057445,185,0.05405405405405406
zone_top,is,first,all,28622,11643,0.08271064158721979,16979,0.1681488898050533,-0.7253474205612293,-0.5194432603061501,-0.2316091622203785,33.0,,0.2446020543637761,-0.1531004042066285,1.2560944234887317,28622,2855,0.5603681067415943,0.5598637754455277,963,1.4454632706040975,1.5222083729499338,0.007262588748358112,0.004630159169387018,0,
zone_top,is,first,15m,19417,7932,0.08232476046394352,11485,0.165520243796256,-0.7319902037798628,-0.5256968207804997,-0.2449103564362511,20.0,1.3333333333333333,0.2402533862079621,-0.1758385842405254,1.2521151000915465,19417,1901,0.554200922464944,0.5537021416347264,653,1.455415069122507,1.5472107914767679,0.0053123506962384276,0.0021763982290408128,0,
zone_top,is,first,1h,5277,2131,0.08681370248709526,3146,0.16942148760330578,-0.7212742854926928,-0.4999055377126748,-0.2037323105508654,63.0,1.05,0.251847640704946,-0.1072879942226947,1.259112195484989,5277,533,0.5670363313356087,0.5665259986374057,185,1.4404214841050695,1.4925734476068921,0.00677513550169444,0.004895256673576313,0,
zone_top,is,first,2h,2609,1057,0.07379375591296121,1552,0.17010309278350516,-0.7155139544335901,-0.4757612132380865,-0.23248032113360997,146.0,1.2166666666666666,0.25105404369490225,-0.105491898544581,1.3446922185352126,2609,264,0.5812431279717605,0.5807200091565851,78,1.4568115473806287,1.4953578700228887,0.015261358792202272,0.01405602474340864,0,
zone_top,is,first,4h,1319,523,0.08986615678776291,796,0.1972361809045226,-0.7034864150839393,-0.5054156981057352,-0.2094138906517204,350.0,1.4583333333333333,0.266868840030326,-0.12897610895855235,1.1959606977158865,1319,157,0.5773021704138157,0.5767825984604432,47,1.3082088127579108,1.3360428648382252,0.022100550838019144,0.02104689409468765,0,
zone_top,is,first_fill,all,28980,11803,0.08226722019825468,17177,0.16743319555219188,-0.7245740954864133,-0.5181314306442686,-0.23008169784996063,34.0,,0.24413388543823328,-0.1502193369486621,1.2669025500971842,28980,2876,0.5613692561712904,0.5608640238407371,971,1.4421464336543992,1.519124898713843,0.007390400057633187,0.004761030224803948,0,
zone_top,is,first_fill,15m,19660,8045,0.08203853325046613,11615,0.16470081790787774,-0.7311330472402742,-0.5246453122714834,-0.241839435377151,20.0,1.3333333333333333,0.2399796541200407,-0.1752056279439454,1.267169872046762,19660,1913,0.5547179651489561,0.5542187189803227,660,1.4508031345862995,1.5426951359303163,0.005271892090691524,0.0021384343690411334,0,
zone_top,is,first_fill,1h,5344,2162,0.08603145235892692,3182,0.1684475172847266,-0.72150999512567,-0.4994235258304463,-0.20302498090561724,63.0,1.05,0.25074850299401197,-0.0966151520179941,1.2793400165163156,5344,536,0.5678211054741228,0.5673100664791955,186,1.4391236739578102,1.4917180560642551,0.006862857256358002,0.004981032411096054,0,
zone_top,is,first_fill,2h,2637,1070,0.07289719626168224,1567,0.1691129546904914,-0.7152957365536576,-0.47396863868009,-0.2335772639276065,144.0,1.2,0.2502844141069397,-0.10437816601841221,1.3504085862759367,2637,265,0.5817464665557053,0.5812228947358044,78,1.4568115473806287,1.4953578700228887,0.01537031207492335,0.014177532515435277,0,
zone_top,is,first_fill,4h,1339,526,0.08935361216730038,813,0.1992619926199262,-0.6953583129526213,-0.48723743091610927,-0.1818921976735749,360.0,1.5,0.2666168782673637,-0.1332758553424662,1.1648558124336272,1339,162,0.5852320200449783,0.584705311226938,47,1.3082088127579108,1.3360428648382252,0.0248855661296973,0.023844843742619408,0,
zone_top,is,all,all,68354,26374,0.07363312353074998,41980,0.1447117675083373,-0.7568463661150018,-0.5587579919958788,-0.27291417613825686,33.0,,0.22153787634959182,-0.1785054540635331,1.3322960804774466,68354,6075,0.5262301675594716,0.5257565604086658,1942,1.4538345345444448,1.5271146666158004,0.005464224505346843,0.0033401764624566266,0,
zone_top,is,all,15m,46819,18095,0.07333517546283504,28724,0.14037042194680407,-0.7555636680435156,-0.5622457377326736,-0.2774571528086864,21.0,1.4,0.21719814605181656,-0.1977349278741792,1.3486396670792902,46819,4032,0.5250450425279479,0.5245725019896696,1327,1.4492766722582966,1.536913657112962,0.004139162890833345,0.0016145561638105806,0,
zone_top,is,all,1h,12309,4729,0.07506872488898288,7580,0.1532981530343008,-0.772851538848259,-0.5609876465208729,-0.264226537834157,62.0,1.0333333333333334,0.22910065805508165,-0.1425082929526935,1.2086678973622682,12309,1162,0.5220046060617622,0.5215348019163081,355,1.4710218177603283,1.5226444029594208,0.006853246156377545,0.005320064731184949,0,
zone_top,is,all,2h,6109,2369,0.06838328408611229,3740,0.15240641711229946,-0.7519900659193295,-0.5397895287835828,-0.2814433236930423,156.0,1.3,0.2324439351776068,-0.18472224809405724,1.3458776540488109,6109,570,0.5316350219980256,0.5311565504782263,162,1.5850406997735305,1.6181973805638727,0.007571676080465328,0.006647775105785165,0,
zone_top,is,all,4h,3117,1181,0.0829805249788315,1936,0.1606404958677686,-0.7481227585707055,-0.5330122236433081,-0.23728642907310024,277.0,1.1541666666666666,0.2354828360603144,-0.0828000914778223,1.2894459741170359,3117,311,0.5474769828568224,0.5469842535722514,98,1.2363998299012038,1.2600563354800023,0.015751735110091057,0.014958800764815521,0,
