symbol,timeframe,segment,arm,definition,num_trades,win_rate,total_return,max_drawdown,fill_rate,eligible_setups,mean_r,sharpe,n_from_15m,n_from_5m,n_from_1m
ETH/USDT:USDT,1h,full,C,touch,229,0.4847161572052402,0.1039878537997577,0.115858472888607,0.7085714285714285,525,0.2117903930131004,4.795938754913508,209,19,1
ETH/USDT:USDT,1h,is,A,none,176,0.4829545454545454,0.1325629166860257,0.1533692847759471,0.7767220902612827,421,0.2073863636363636,6.492149974263332,0,0,0
ETH/USDT:USDT,1h,is,B,contained,175,0.4857142857142857,0.1443359873756169,0.1445684993083478,0.7764423076923077,416,0.2142857142857142,7.0259564081350225,133,33,9
ETH/USDT:USDT,1h,is,C,contained,123,0.5447154471544715,0.178829205314841,0.0581745926709661,0.6232686980609419,361,0.3617886178861789,14.229386915364648,106,16,1
ETH/USDT:USDT,1h,is,B,proximal_in,175,0.4857142857142857,0.1443359873756169,0.1445684993083478,0.7745803357314148,417,0.2142857142857142,7.0259564081350225,141,31,3
ETH/USDT:USDT,1h,is,C,proximal_in,127,0.5590551181102362,0.1915479044411959,0.0562579093534386,0.5934959349593496,369,0.3976377952755905,14.735537361033709,111,15,1
ETH/USDT:USDT,1h,is,B,touch,176,0.4829545454545454,0.1325629166860257,0.1533692847759471,0.7756563245823389,419,0.2073863636363636,6.492149974263332,157,18,1
ETH/USDT:USDT,1h,is,C,touch,137,0.4817518248175182,0.0227184305446704,0.115858472888607,0.6882352941176471,340,0.2043795620437956,2.1339568046565827,124,12,1
ETH/USDT:USDT,1h,oos,A,none,102,0.5686274509803921,0.3293255251110881,0.0483661547201264,0.7523364485981309,214,0.4215686274509804,23.74193590719447,0,0,0
ETH/USDT:USDT,1h,oos,B,contained,100,0.57,0.3318705023808099,0.0483661547201266,0.75,212,0.425,24.317050161415107,80,17,3
ETH/USDT:USDT,1h,oos,C,contained,77,0.5584415584415584,0.1461440525306212,0.0432005800488587,0.6978021978021978,182,0.3961038961038961,18.689757350456567,67,10,0
ETH/USDT:USDT,1h,oos,B,proximal_in,102,0.5686274509803921,0.3293255251110881,0.0483661547201264,0.7523364485981309,214,0.4215686274509804,23.74193590719447,86,15,1
ETH/USDT:USDT,1h,oos,C,proximal_in,82,0.573170731707317,0.1753033520101786,0.0429007645913072,0.6864864864864865,185,0.4329268292682927,20.416333250290272,72,10,0
ETH/USDT:USDT,1h,oos,B,touch,102,0.5686274509803921,0.3293255251110881,0.0483661547201264,0.7523364485981309,214,0.4215686274509804,23.74193590719447,92,10,0
ETH/USDT:USDT,1h,oos,C,touch,86,0.5,0.1005281919228851,0.0533209647550889,0.7383720930232558,172,0.25,11.168608602570185,80,6,0
SOL/USDT:USDT,1h,full,A,none,281,0.4875444839857651,0.3274147246815977,0.0857548586215045,0.7890365448504983,602,0.2188612099644128,8.708490031135883,0,0,0
SOL/USDT:USDT,1h,full,B,contained,280,0.4857142857142857,0.3081844605309359,0.0857548586215046,0.7886855241264559,601,0.2142857142857142,8.320129546408841,213,51,16
SOL/USDT:USDT,1h,full,C,contained,220,0.5727272727272728,0.4583297383783829,0.0869611623922495,0.6705653021442495,513,0.4318181818181818,17.264143091829062,182,32,6
SOL/USDT:USDT,1h,full,B,proximal_in,280,0.4857142857142857,0.3081844605309359,0.0857548586215046,0.7886855241264559,601,0.2142857142857142,8.320129546408841,228,43,9
SOL/USDT:USDT,1h,full,C,proximal_in,222,0.5630630630630631,0.4490181296422137,0.0929186997619814,0.6539196940726577,523,0.4076576576576576,16.584867108574514,188,30,4
SOL/USDT:USDT,1h,full,B,touch,280,0.4857142857142857,0.3081844605309359,0.0857548586215046,0.7886855241264559,601,0.2142857142857142,8.320129546408841,253,25,2
SOL/USDT:USDT,1h,full,C,touch,233,0.4935622317596566,0.1869451890087491,0.1308763157210049,0.7044025157232704,477,0.2339055793991416,7.474975609029738,218,12,3
SOL/USDT:USDT,1h,is,A,none,193,0.4870466321243523,0.2258287999825053,0.0712767602786565,0.8181818181818182,396,0.2176165803108808,9.033635108309303,0,0,0
SOL/USDT:USDT,1h,is,B,contained,192,0.484375,0.2080702116612809,0.0778315432811972,0.8177215189873418,395,0.2109375,8.472860868803563,142,40,10
SOL/USDT:USDT,1h,is,C,contained,154,0.6168831168831169,0.5319533528132897,0.0518966635043156,0.6932153392330384,339,0.5422077922077922,27.192926232768656,124,25,5
SOL/USDT:USDT,1h,is,B,proximal_in,192,0.484375,0.2080702116612809,0.0778315432811972,0.8177215189873418,395,0.2109375,8.472860868803563,153,34,5
SOL/USDT:USDT,1h,is,C,proximal_in,154,0.6038961038961039,0.4969144711728812,0.0518966635043156,0.6803519061583577,341,0.5097402597402597,25.467996374437178,125,25,4
SOL/USDT:USDT,1h,is,B,touch,192,0.484375,0.2080702116612809,0.0778315432811972,0.8177215189873418,395,0.2109375,8.472860868803563,171,21,0
SOL/USDT:USDT,1h,is,C,touch,161,0.5403726708074534,0.3298472568857247,0.0440851214063186,0.737012987012987,308,0.3509316770186335,16.979759211155418,149,9,3
