lens,universe,scope,segment,exclude_symbol,num_cells,num_trades,win_rate,total_return,max_drawdown,peak_concurrency,max_concurrent_risk,max_open_notional_ratio,liquidation_events,clamped_entries,skipped_cell_busy,skipped_notional,reentry
pen_5bp,19,1h,oos_warm,,19,1850,0.5405405405405406,26.819153979413485,0.15956504928475176,8,0.07187605468583882,5.000000000000001,0,945,853,1,band
pen_5bp,19,2h,full,,19,2657,0.5905156191193075,10437.605100125453,0.14148209219322597,9,0.08315620793709554,5.0,0,533,1179,0,band
pen_5bp,19,2h,oos_warm,,19,909,0.5544554455445545,7.763820346101526,0.1414820921932259,9,0.08315620793709551,5.0,0,257,430,0,band
pen_5bp,19,4h,full,,19,1373,0.5775673707210488,131.75228298440138,0.22397568745200044,8,0.0803160602114557,4.53902590164612,0,108,599,0,band
pen_5bp,19,4h,oos_warm,,19,517,0.5705996131528046,4.45715066050405,0.12323217475939915,7,0.07,4.539025901646119,0,60,257,0,band
pen_5bp,19,all,full,,76,27569,0.5638216837752548,8.067928484096658e+21,0.3910036663578369,18,0.170699976759794,5.000000000000001,0,18463,11683,1961,band
pen_5bp,19,all,oos_warm,,76,9154,0.529058335154031,8626.758786735978,0.3179647121016113,13,0.11536467141586809,5.000000000000001,0,6893,3894,934,band
pen_5bp,9,15m,full,,9,8284,0.5649444712699179,253387.9119919106,0.23026584589825147,5,0.04997675138291967,5.0,0,6893,3197,0,band
pen_5bp,9,15m,oos_warm,,9,2655,0.5374764595103578,8.69149259558474,0.16807137383161203,5,0.03981943641701783,5.0,0,2453,999,0,band
pen_5bp,9,1h,full,,9,2393,0.5833681571249477,815.1772225831116,0.11226264162310391,6,0.05,5.0,0,1117,1017,0,band
pen_5bp,9,1h,oos_warm,,9,812,0.5406403940886699,3.1895424837216413,0.11226264162310365,5,0.05,3.9525104440388055,0,466,369,0,band
pen_5bp,9,2h,full,,9,1243,0.5913113435237329,66.66265499502079,0.1117779229066434,6,0.05555727800593317,3.1991673364060804,0,327,475,0,band
pen_5bp,9,2h,oos_warm,,9,432,0.5532407407407407,1.5671273895237405,0.08970365528238336,6,0.05555727800593317,3.1991673364060795,0,159,197,0,band
pen_5bp,9,4h,full,,9,639,0.5978090766823161,12.222472160185012,0.08575748392829301,7,0.06999999999999998,3.4278398192736965,0,65,254,0,band
pen_5bp,9,4h,oos_warm,,9,245,0.5673469387755102,1.2296499169688355,0.0766501626836529,5,0.04916787996269936,3.4278398192736965,0,37,113,0,band
pen_5bp,9,all,full,,36,12471,0.5714056611338305,57196926200.93589,0.2353553149501593,12,0.11861381649176803,5.000000000000001,0,8391,4908,130,band
pen_5bp,9,all,oos_warm,,36,4105,0.5390986601705238,133.93727391416775,0.201505022598195,12,0.11140556105310023,5.000000000000001,0,3099,1656,67,band
baseline,12,15m,full,,12,10888,0.5709037472446731,20463438.495646007,0.20174158955235344,7,0.06996590716805996,5.000000000000001,0,9318,2063,8,off
baseline,12,15m,oos_warm,,12,3650,0.5501369863013699,34.947201125353956,0.16596273916785959,5,0.0439844244103978,5.0,0,3409,712,0,off
baseline,12,1h,full,,12,2995,0.5906510851419031,6097.982332433021,0.10764330255290609,6,0.05592886450718981,5.0,0,1448,634,0,off
baseline,12,1h,oos_warm,,12,1059,0.5495750708215298,6.688676508962242,0.10764330255290586,6,0.05592886450718982,4.817277512557705,0,615,229,0,off
baseline,12,2h,full,,12,1429,0.5885234429671099,116.33566214640406,0.09833430156630679,5,0.05043585879419191,3.62092462605574,0,370,286,0,off
baseline,12,2h,oos_warm,,12,516,0.560077519379845,2.4020109100522036,0.09351758937614862,5,0.04948415681179407,3.6209246260557393,0,183,114,0,off
baseline,12,4h,full,,12,747,0.5957161981258366,18.182318031939953,0.14512646492750564,7,0.07,3.4278398192736965,0,72,152,0,off
baseline,12,4h,oos_warm,,12,284,0.5528169014084507,1.2479136513898055,0.08404427659855242,6,0.055353752947280635,3.427839819273697,0,39,67,0,off
baseline,12,all,full,,48,15832,0.5751010611419909,29926822028536.633,0.23137339544714844,12,0.11819436927633863,5.000000000000001,0,11159,3110,281,off
baseline,12,all,full,ADA,44,14380,0.5771210013908206,3931065649516.4136,0.23948722136908313,12,0.11819436927633863,5.000000000000001,0,10121,2786,196,off
baseline,12,all,full,BCH,44,14577,0.5749468340536461,2450751008113.3345,0.21607503757588398,12,0.11819436927633858,5.000000000000001,0,10259,2873,226,off
baseline,12,all,full,BNB,44,14724,0.5754550393914697,4426163395676.512,0.21066975528014714,11,0.10799190121291873,5.000000000000001,0,10305,2913,216,off
baseline,12,all,full,BTC,44,14821,0.5749274677822009,6640483863389.986,0.24786364004424294,12,0.11926610660176167,5.000000000000001,0,10316,2884,190,off
baseline,12,all,full,DOGE,44,14498,0.5733894330252448,1266709198756.2715,0.26861150930493294,12,0.11819436927633861,5.000000000000001,0,10254,2837,206,off
baseline,12,all,full,DOT,44,14376,0.5758208124652198,2363851870823.4663,0.22756260906679393,11,0.10880469181374716,5.000000000000001,0,10116,2802,189,off
baseline,12,all,full,ETH,44,14649,0.5751245818827224,3493512349793.0806,0.21132530988229917,11,0.10862943552795112,5.000000000000001,0,10281,2879,201,off
baseline,12,all,full,LINK,44,14425,0.5764991334488735,2769133412799.781,0.23844991593615678,11,0.1096399258361557,5.000000000000001,0,10213,2833,197,off
baseline,12,all,full,LTC,44,14532,0.577346545554638,5543318755147.085,0.23284529715907837,11,0.11000222412802264,5.000000000000001,0,10221,2846,194,off
baseline,12,all,full,SOL,44,14229,0.5765689788460187,1637073496921.941,0.19683912582485796,12,0.11819436927633863,5.000000000000001,0,10144,2811,211,off
baseline,12,all,full,TRX,44,14931,0.57578193021231,6755982461579.277,0.22358350866415966,11,0.10963992583615566,5.000000000000001,0,10462,2958,225,off
baseline,12,all,full,XRP,44,14574,0.5730753396459448,1496303363106.2935,0.20001092215226024,12,0.11819436927633857,5.000000000000001,0,10250,2850,180,off
baseline,12,all,oos_warm,,48,5396,0.5468865826538176,716.7956896230882,0.20795672499185486,11,0.10457351608925586,5.000000000000001,0,4205,1105,146,off
baseline,12,all,oos_warm,ADA,44,4902,0.5516115871073032,610.8182135393348,0.18688312490500364,11,0.10457348140011893,5.000000000000001,0,3842,993,101,off
baseline,12,all,oos_warm,BCH,44,4948,0.5460792239288601,404.67213594712376,0.2135367796943482,11,0.10135924091035688,5.0,0,3854,1017,123,off
baseline,12,all,oos_warm,BNB,44,5087,0.548456850796147,580.5407378364866,0.21066975528014648,11,0.10135924091035689,5.000000000000001,0,3949,1052,122,off
baseline,12,all,oos_warm,BTC,44,5100,0.5492156862745098,695.8350773687273,0.21068659047858648,11,0.1098900581551048,5.000000000000001,0,3940,1037,116,off
baseline,12,all,oos_warm,DOGE,44,4876,0.5473748974569319,408.5099282986875,0.18665622526013473,11,0.10576073636634914,5.000000000000001,0,3830,988,110,off
baseline,12,all,oos_warm,DOT,44,4884,0.5475020475020475,507.02233693115187,0.17824445892559523,11,0.10457351608925587,5.000000000000001,0,3777,993,93,off
baseline,12,all,oos_warm,ETH,44,4949,0.5431400282885431,317.10756677985006,0.19268490052900478,10,0.09621518477328186,5.000000000000001,0,3843,1019,115,off
baseline,12,all,oos_warm,LINK,44,4905,0.5476044852191642,444.9695017148322,0.2384499159361573,10,0.08718090787510724,5.000000000000001,0,3835,1010,105,off
baseline,12,all,oos_warm,LTC,44,4935,0.5507598784194528,644.4307600940527,0.2040394297601496,11,0.10457354150817522,5.000000000000001,0,3821,992,102,off
baseline,12,all,oos_warm,SOL,44,4849,0.5442359249329759,292.51098753916216,0.19683912582485774,10,0.0968728035658308,5.000000000000001,0,3775,1008,108,off
baseline,12,all,oos_warm,TRX,44,5194,0.5481324605313823,650.5594957504987,0.2235835086641602,11,0.10457592986936289,5.000000000000001,0,4024,1072,133,off
baseline,12,all,oos_warm,XRP,44,4962,0.5489721886336155,516.6324652756665,0.19020194304387375,11,0.10457351608925589,5.000000000000001,0,3869,1003,88,off
baseline,15,15m,full,,15,13891,0.5730328989993521,4445743569.68999,0.216256095364795,9,0.09009807781146592,5.000000000000001,0,11818,2580,38,off
baseline,15,15m,oos_warm,,15,4680,0.55,94.65307408471288,0.2079563988497533,6,0.04556852846576451,5.000000000000001,0,4350,893,11,off
baseline,15,1h,full,,15,3716,0.5920344456404736,65010.577013052985,0.1399942356109456,6,0.06053099934620802,5.0,0,1753,789,1,off
baseline,15,1h,oos_warm,,15,1286,0.5497667185069984,10.883418888318893,0.13999423561094473,6,0.05592886450718982,4.999999999999999,0,754,272,0,off
baseline,15,2h,full,,15,1788,0.5883668903803132,430.05275890816375,0.11934848833008316,7,0.06999999999999999,4.6155299417994815,0,429,384,0,off
baseline,15,2h,oos_warm,,15,648,0.5601851851851852,4.00701566264506,0.10566969184696279,7,0.06387035247627716,4.615529941799482,0,214,142,0,off
baseline,15,4h,full,,15,939,0.5867944621938233,32.52921412102631,0.17695053335939193,7,0.06999999999999999,3.9206255897983535,0,83,189,0,off
baseline,15,4h,oos_warm,,15,351,0.5584045584045584,1.8813233168507109,0.09330117359323514,7,0.06535375294728063,3.920625589798354,0,42,84,0,off
baseline,15,all,full,,60,19874,0.5758780315990741,1.3214526443014898e+17,0.2745443622289498,15,0.14958357205366174,5.000000000000001,0,13998,3882,613,off
baseline,15,all,full,ADA,56,18469,0.577724836212031,1.9470602571489508e+16,0.2822723883946815,14,0.13988729243501213,5.000000000000001,0,12968,3569,456,off
baseline,15,all,full,ATOM,56,18353,0.5758186672478613,4742506380809674.0,0.27287614885197337,14,0.1375502714921288,5.000000000000001,0,12974,3597,487,off
baseline,15,all,full,BCH,56,18662,0.5758225270603365,1.3293153918243842e+16,0.2601039587204804,15,0.14958357205366168,5.000000000000001,0,13114,3653,494,off
baseline,15,all,full,BNB,56,18810,0.5762360446570973,2.3195431455109428e+16,0.24507258840601343,14,0.13958357205366173,5.000000000000001,0,13150,3688,491,off
baseline,15,all,full,BTC,56,18915,0.5759978852762357,3.643190634137794e+16,0.29016636748491204,14,0.13974247646714863,5.000000000000001,0,13173,3665,448,off
baseline,15,all,full,DOGE,56,18585,0.5746031746031746,6295229371588193.0,0.23074334574807176,14,0.13866042744232265,5.000000000000001,0,13112,3617,479,off
baseline,15,all,full,DOT,56,18478,0.5771728542050005,1.3748456169271008e+16,0.27094761388899524,14,0.13958357205366173,5.000000000000001,0,12975,3578,455,off
baseline,15,all,full,ETC,56,18574,0.5737051792828686,5351562861923521.0,0.2510031505444343,14,0.13959766049928524,5.000000000000001,0,13098,3630,495,off
baseline,15,all,full,ETH,56,18726,0.5757769945530279,1.783367177417943e+16,0.24222938100850155,14,0.13842192506393577,5.000000000000001,0,13129,3656,487,off
baseline,15,all,full,LINK,56,18517,0.5773613436301777,1.4653333327846232e+16,0.2495807243601503,15,0.1495835720536617,5.000000000000001,0,13078,3614,457,off
baseline,15,all,full,LTC,56,18624,0.5776954467353952,2.6513830995892516e+16,0.2758543347060147,13,0.12970995944221042,5.000000000000001,0,13083,3627,464,off
baseline,15,all,full,SOL,56,18304,0.5770869755244755,7884099617697636.0,0.24003172144874943,14,0.1395835720536617,5.000000000000001,0,12989,3587,490,off
baseline,15,all,full,TRX,56,19004,0.5766680698800253,3.4345961396844972e+16,0.26501799233358336,15,0.14958357205366177,5.000000000000001,0,13309,3735,503,off
baseline,15,all,full,XLM,56,18694,0.5774580079169787,2.2373823848926804e+16,0.2578791558033146,14,0.13959766049928524,5.000000000000001,0,13083,3653,473,off
baseline,15,all,full,XRP,56,18647,0.5744623800075079,7266320830477776.0,0.2524522971315295,15,0.1495835720536617,5.000000000000001,0,13089,3627,479,off
baseline,15,all,oos_warm,,60,6742,0.5456837733610205,3649.0276965622725,0.22488693416944217,11,0.10431900630329557,5.000000000000001,0,5280,1358,309,off
baseline,15,all,oos_warm,ADA,56,6267,0.5497048029360141,2972.3705603088906,0.2141526531755289,11,0.10431897209975081,5.000000000000001,0,4922,1249,234,off
baseline,15,all,oos_warm,ATOM,56,6245,0.5458767013610889,1813.8865783330484,0.20872592720032845,11,0.10431900657859275,5.000000000000001,0,4872,1272,244,off
baseline,15,all,oos_warm,BCH,56,6307,0.5449500554938956,2071.983850425096,0.24351226099117407,11,0.10135924091035688,5.000000000000001,0,4937,1272,264,off
baseline,15,all,oos_warm,BNB,56,6457,0.5463837695524237,2994.726697004769,0.23016441509794613,11,0.10135924091035688,5.000000000000001,0,5040,1306,256,off
baseline,15,all,oos_warm,BTC,56,6466,0.5482523971543458,3877.0537065436133,0.2225662665383706,11,0.10989005815510475,5.000000000000001,0,5025,1291,249,off
baseline,15,all,oos_warm,DOGE,56,6249,0.5463274123859817,2129.4242720786447,0.22463490336174313,11,0.10550154727535935,5.000000000000001,0,4918,1245,235,off
baseline,15,all,oos_warm,DOT,56,6253,0.5472573164880857,2743.9183563710576,0.1907304873045037,11,0.10431900630329559,5.000000000000001,0,4862,1247,231,off
baseline,15,all,oos_warm,ETC,56,6301,0.5446754483415331,2146.2999799319773,0.25100315054443406,11,0.10457351581007626,5.000000000000001,0,4921,1272,253,off
baseline,15,all,oos_warm,ETH,56,6310,0.5429477020602219,1764.5722773938128,0.22407653458159385,10,0.09621518477328185,5.000000000000001,0,4919,1272,258,off
baseline,15,all,oos_warm,LINK,56,6275,0.5462948207171314,2209.6289428548926,0.24222880734989213,10,0.08803857680081381,5.000000000000001,0,4922,1269,229,off
baseline,15,all,oos_warm,LTC,56,6304,0.5490164974619289,3267.907439524191,0.19981220084551723,11,0.1043190313744584,5.000000000000001,0,4917,1249,235,off
baseline,15,all,oos_warm,SOL,56,6212,0.543947198969736,1567.9373604508528,0.2175252185091291,10,0.09661114554130827,5.000000000000001,0,4856,1262,242,off
baseline,15,all,oos_warm,TRX,56,6549,0.5469537333944113,3383.0409826123014,0.22108316169203282,11,0.10432138679125345,5.000000000000001,0,5098,1328,271,off
baseline,15,all,oos_warm,XLM,56,6353,0.546985676058555,2333.5928157741037,0.21411409783687183,11,0.10431900630329562,5.000000000000001,0,4972,1278,242,off
baseline,15,all,oos_warm,XRP,56,6323,0.5478412146133165,2795.9343577632662,0.2244169622118479,11,0.10431900630329559,5.000000000000001,0,4947,1258,237,off
baseline,19,15m,full,,19,18584,0.5700064571674559,4135057626162.748,0.2519086640226291,9,0.09009807781146595,5.000000000000001,0,15612,3550,100,off
baseline,19,15m,oos_warm,,19,6357,0.545697656127104,359.8669740827132,0.25190866402262885,6,0.055717384595985825,5.000000000000001,0,5849,1238,44,off
baseline,19,1h,full,,19,4924,0.5885458976441917,1791043.8082528377,0.16671490332786787,8,0.0702152681260493,5.000000000000001,0,2185,1080,3,off
baseline,19,1h,oos_warm,,19,1748,0.5532036613272311,30.64252589741395,0.1615405903984372,7,0.06016228346756511,5.0,0,940,376,1,off
baseline,19,2h,full,,19,2354,0.5875106202209006,2837.1860507489737,0.13729302421369238,9,0.08377091255378331,5.0,0,518,536,0,off
baseline,19,2h,oos_warm,,19,850,0.5576470588235294,6.790969711787814,0.1372930242136925,9,0.0837709125537833,5.0,0,260,186,0,off
baseline,19,4h,full,,19,1224,0.5841503267973857,89.38961191764152,0.2168745683733233,8,0.08031136955523044,4.539025901646119,0,98,263,0,off
baseline,19,4h,oos_warm,,19,469,0.5650319829424307,3.4082794710372006,0.1032947909777996,7,0.06535375294728063,4.53902590164612,0,52,113,0,off
baseline,19,all,full,,76,26058,0.57253050886484,3.223521174693146e+21,0.36263518808017303,19,0.17915308324683432,5.000000000000001,0,18214,5244,1410,off
baseline,19,all,full,ADA,72,24757,0.5734135799975765,6.148459959287879e+20,0.362601647166478,18,0.1750376812772035,5.000000000000001,0,17217,4953,1129,off
baseline,19,all,full,ALGO,72,24529,0.5742998083900689,5.721134999863271e+20,0.35610460661043947,18,0.17948355361353577,5.000000000000001,0,17173,4861,1161,off
baseline,19,all,full,ATOM,72,24620,0.5724207961007312,1.7639968310050803e+20,0.36115752947956126,18,0.17625962021902764,5.000000000000001,0,17225,4981,1175,off
baseline,19,all,full,BCH,72,24906,0.5724323456195294,4.2564843003045773e+20,0.34994816634953224,19,0.1791530832468343,5.000000000000001,0,17343,5030,1216,off
baseline,19,all,full,BNB,72,25066,0.5726482087289556,6.125998212789303e+20,0.3368001266642776,19,0.18019039708077395,5.000000000000001,0,17392,5071,1201,off
baseline,19,all,full,BTC,72,25157,0.5726040465874309,1.052032989112887e+21,0.3596685132891765,18,0.1756580421598786,5.000000000000001,0,17408,5051,1159,off
baseline,19,all,full,DOGE,72,24859,0.5715837322498893,2.1227154147829177e+20,0.3301764864372393,18,0.17625873977098308,5.000000000000001,0,17375,5001,1162,off
baseline,19,all,full,DOT,72,24722,0.5733759404578918,4.3035210434729306e+20,0.3594751866826225,18,0.17432853799155726,5.000000000000001,0,17206,4951,1179,off
baseline,19,all,full,ETC,72,24828,0.5706863218946351,1.4720828396984133e+20,0.3294972384450169,19,0.17711401364051935,5.000000000000001,0,17331,5030,1173,off
baseline,19,all,full,ETH,72,24999,0.5723828953158127,5.594528550398459e+20,0.3322617449741309,18,0.1737898437053302,5.000000000000001,0,17380,5040,1166,off
baseline,19,all,full,LINK,72,24788,0.5737857027593997,5.029408652067814e+20,0.3329657692901304,19,0.17915308324683424,5.000000000000001,0,17318,4990,1148,off
baseline,19,all,full,LTC,72,24887,0.5733113673805601,6.538803263968999e+20,0.36374009842552396,18,0.16950468551509806,5.000000000000001,0,17326,5006,1158,off
baseline,19,all,full,SOL,72,24549,0.5732616399853354,2.4383426650443786e+20,0.3239169936669063,19,0.18070715111564103,5.000000000000001,0,17211,4958,1209,off
baseline,19,all,full,THETA,72,24529,0.5740144318969383,3.116200688861896e+20,0.3145117752275871,19,0.1792204399554017,5.000000000000001,0,17227,4895,1188,off
baseline,19,all,full,TRX,72,25238,0.5732229178223314,1.1178425052725117e+21,0.3542534971081797,19,0.17915308324683432,5.000000000000001,0,17529,5112,1233,off
baseline,19,all,full,VET,72,24671,0.5738721575939362,4.24253730065147e+20,0.3393119060901407,17,0.1680638259834723,5.000000000000001,0,17259,4950,1126,off
baseline,19,all,full,XLM,72,24959,0.5730998838094475,6.272092411965483e+20,0.34105852247603996,18,0.17593494596445558,5.000000000000001,0,17324,5032,1171,off
baseline,19,all,full,XMR,72,24438,0.5705867910630985,1.0757635955367313e+20,0.34602536060760053,19,0.1792822122137285,5.000000000000001,0,17012,4943,1207,off
baseline,19,all,full,XRP,72,24899,0.5714285714285714,2.5458726873617046e+20,0.3305876128444082,19,0.1792146017515249,5.000000000000001,0,17331,4999,1191,off
baseline,19,all,oos_warm,,76,8934,0.5434295948063578,31016.34475887381,0.2325575610953111,11,0.10797234343632155,5.000000000000001,0,6931,1822,683,off
baseline,19,all,oos_warm,ADA,72,8494,0.5456793030374382,25912.76075503955,0.23474487265240115,11,0.10820084206353435,5.000000000000001,0,6583,1723,564,off
baseline,19,all,oos_warm,ALGO,72,8437,0.5455730709967999,30788.383615579696,0.22517422727510047,11,0.10797153352012889,5.000000000000001,0,6549,1711,568,off
baseline,19,all,oos_warm,ATOM,72,8470,0.5436835891381346,17257.38769086388,0.22917429405573436,11,0.1042374175587452,5.000000000000001,0,6541,1747,578,off
baseline,19,all,oos_warm,BCH,72,8529,0.5425020518231914,16892.731933450705,0.26240640756791705,11,0.10329103883830743,5.000000000000001,0,6598,1745,598,off
baseline,19,all,oos_warm,BNB,72,8677,0.5438515615996312,24639.515196041997,0.22264922543423143,11,0.10378559866730819,5.000000000000001,0,6704,1777,599,off
baseline,19,all,oos_warm,BTC,72,8687,0.5454126856221941,34925.89787332422,0.22835304738304107,11,0.10948795958063719,5.000000000000001,0,6690,1765,584,off
baseline,19,all,oos_warm,DOGE,72,8492,0.5438059349976448,19982.339098004937,0.23567415773466077,11,0.10705118474360356,5.000000000000001,0,6604,1718,552,off
baseline,19,all,oos_warm,DOT,72,8480,0.5451650943396227,27635.55163631832,0.21737789494727555,11,0.1087242896342915,5.000000000000001,0,6535,1714,571,off
baseline,19,all,oos_warm,ETC,72,8525,0.5422873900293255,17839.2122077479,0.24998503815690817,11,0.10797145946440234,5.000000000000001,0,6588,1752,574,off
baseline,19,all,oos_warm,ETH,72,8552,0.5416276894293732,16316.401632893932,0.23067440736360145,11,0.10329103883830741,5.000000000000001,0,6611,1747,568,off
baseline,19,all,oos_warm,LINK,72,8511,0.5441193749265656,20690.45805463467,0.2306965169133802,11,0.10163852125932721,5.000000000000001,0,6592,1742,551,off
baseline,19,all,oos_warm,LTC,72,8537,0.5456249267892702,26870.613175182647,0.24327888198543401,11,0.10797233606045693,5.000000000000001,0,6582,1721,557,off
baseline,19,all,oos_warm,SOL,72,8439,0.5422443417466525,14872.84519591834,0.2262347925864011,11,0.1079723512936737,5.000000000000001,0,6523,1729,574,off
baseline,19,all,oos_warm,THETA,72,8374,0.5441843802245044,17118.929298702376,0.2940867276441561,11,0.10423741755522216,5.000000000000001,0,6536,1695,557,off
baseline,19,all,oos_warm,TRX,72,8757,0.5450496745460774,34039.84874021074,0.2478444449516046,11,0.10797233315444202,5.000000000000001,0,6754,1796,625,off
baseline,19,all,oos_warm,VET,72,8488,0.5461828463713477,25857.473497754054,0.2314846471753654,11,0.10423741755522217,5.000000000000001,0,6580,1726,545,off
baseline,19,all,oos_warm,XLM,72,8575,0.5432069970845481,20524.524411061524,0.2256922995328957,11,0.10797235423355983,5.000000000000001,0,6629,1748,584,off
baseline,19,all,oos_warm,XMR,72,8306,0.5393691307488563,8991.43283360326,0.26068569014131693,11,0.1065772628638552,5.000000000000001,0,6443,1710,606,off
baseline,19,all,oos_warm,XRP,72,8546,0.5443482330915048,25374.17065135052,0.2288776815910198,11,0.10797235066197644,5.000000000000001,0,6615,1723,574,off
baseline,9,15m,full,,9,7847,0.5723206320886963,229415.6384501691,0.18044134224443623,5,0.049976751382919675,5.0,0,6697,1487,0,off
baseline,9,15m,oos_warm,,9,2567,0.5520062329567589,12.551973008836876,0.13868550910178487,5,0.03981943641701783,5.0,0,2402,505,0,off
baseline,9,1h,full,,9,2217,0.5926928281461434,639.9785737993443,0.11223578258992441,6,0.05,5.0,0,1103,455,0,off
baseline,9,1h,oos_warm,,9,770,0.548051948051948,3.1570478550158887,0.0790202680721204,4,0.04,3.9525104440388055,0,468,161,0,off
baseline,9,2h,full,,9,1075,0.587906976744186,32.786202400910895,0.1102235247011366,5,0.05,3.1991673364060795,0,312,205,0,off
baseline,9,2h,oos_warm,,9,395,0.5594936708860759,1.4578061976261498,0.09351758937614874,4,0.04010504603420117,3.19916733640608,0,159,83,0,off
baseline,9,4h,full,,9,559,0.6100178890876565,10.110740179861521,0.09030413785063325,7,0.06999999999999999,3.4278398192736965,0,57,103,0,off
baseline,9,4h,oos_warm,,9,215,0.5720930232558139,1.058124945863884,0.06259983225755575,5,0.04535375294728063,3.427839819273697,0,32,55,0,off
baseline,9,all,full,,36,11626,0.5779287803199725,19516661096.52578,0.22050475099639527,11,0.10861381649176806,5.000000000000001,0,8158,2241,85,off
baseline,9,all,full,BNB,32,10493,0.5788620985418851,2551623199.96722,0.1988456743453596,11,0.10851585126955351,5.000000000000001,0,7299,2042,54,off
baseline,9,all,full,BTC,32,10573,0.5775087486995176,3130327916.8293295,0.2372295053321197,11,0.10989005815510482,5.000000000000001,0,7307,2011,49,off
baseline,9,all,full,DOGE,32,10253,0.5757339315322345,742451819.4596701,0.20037342881655215,11,0.10934563964789522,5.0,0,7239,1960,59,off
baseline,9,all,full,ETH,32,10401,0.5776367656956062,1905609521.1818285,0.20269097624119367,11,0.1091610621606592,5.0,0,7266,2005,51,off
baseline,9,all,full,LINK,32,10168,0.5803501180173092,1427303771.7821062,0.1938802412084767,11,0.10089398882620286,5.000000000000001,0,7188,1960,56,off
baseline,9,all,full,LTC,32,10282,0.5810153666601828,2888646970.9639344,0.2220765388760751,11,0.11011531095044155,5.000000000000001,0,7203,1974,48,off
baseline,9,all,full,SOL,32,9987,0.5798538099529388,812033698.2363135,0.18346762789464005,11,0.10861381649176806,5.000000000000001,0,7124,1936,51,off
baseline,9,all,full,TRX,32,10699,0.5792130105617347,4069869022.929724,0.21031399667599512,11,0.10135924091035686,5.000000000000001,0,7459,2084,63,off
baseline,9,all,full,XRP,32,10328,0.5752323780015491,866998528.6378093,0.1887507225676882,11,0.10861381649176806,5.000000000000001,0,7227,1973,38,off
baseline,9,all,oos_warm,,36,3919,0.5506506761929063,188.7373285565049,0.16487244882645719,11,0.10135924091035688,5.000000000000001,0,3055,796,38,off
baseline,9,all,oos_warm,BNB,32,3601,0.5526242710358233,139.50873854336274,0.15932337082214418,11,0.10135924091035688,5.000000000000001,0,2796,744,29,off
baseline,9,all,oos_warm,BTC,32,3609,0.5533388750346356,158.5853788545971,0.18416318757377503,11,0.10989005815510478,5.0,0,2783,727,31,off
baseline,9,all,oos_warm,DOGE,32,3379,0.5516424977804084,99.45630575906753,0.13661185434087988,11,0.10118209156116054,5.000000000000001,0,2669,675,27,off
baseline,9,all,oos_warm,ETH,32,3458,0.5445344129554656,75.72184394400631,0.16485569905969885,10,0.09621518477328185,5.0,0,2686,706,26,off
baseline,9,all,oos_warm,LINK,32,3402,0.551440329218107,98.42827901666989,0.13501249715163294,8,0.07748793695399468,5.000000000000001,0,2672,701,24,off
baseline,9,all,oos_warm,LTC,32,3435,0.5557496360989811,141.9032162187258,0.12072442542977035,11,0.09851894496423487,5.000000000000001,0,2660,683,18,off
baseline,9,all,oos_warm,SOL,32,3353,0.5463763793617655,63.84187040968216,0.14146685623999658,9,0.08848415148488106,5.000000000000001,0,2614,695,18,off
baseline,9,all,oos_warm,TRX,32,3711,0.5529506871463218,166.72002579860398,0.16921135815424193,11,0.10135924091035685,5.0,0,2873,762,34,off
baseline,9,all,oos_warm,XRP,32,3463,0.5532775050534219,126.48935411195762,0.16849882662384735,11,0.10178174903496134,5.000000000000001,0,2703,690,14,off
pen_5bp,12,15m,full,,12,9891,0.5588919219492468,1258196.6843190193,0.2524591614012869,6,0.05960861003894347,5.000000000000001,0,8384,1857,7,off
pen_5bp,12,15m,oos_warm,,12,3267,0.5332108968472605,11.573366300084455,0.16008906951427695,5,0.0439844244103978,5.0,0,3037,613,1,off
pen_5bp,12,1h,full,,12,2812,0.577524893314367,2106.751634054531,0.10775590255145348,6,0.05592886450718982,5.0,0,1317,605,0,off
pen_5bp,12,1h,oos_warm,,12,989,0.5369059656218402,4.706857974619046,0.10775590255145344,6,0.05592886450718982,4.817277512557705,0,562,218,0,off
pen_5bp,12,2h,full,,12,1373,0.5797523670793882,78.01507238373924,0.11177027967958682,5,0.05043585879419192,3.683914505741396,0,337,273,0,off
pen_5bp,12,2h,oos_warm,,12,489,0.5460122699386503,1.9088775901980364,0.09354414036965387,5,0.04948415681179408,3.683914505741396,0,162,109,0,off
pen_5bp,12,4h,full,,12,721,0.5852981969486823,14.265417734460392,0.136406179831653,7,0.07,3.427839819273697,0,65,145,0,off
pen_5bp,12,4h,oos_warm,,12,276,0.5507246376811594,1.201724907216516,0.07664567663938872,5,0.05010719031037911,3.4278398192736965,0,37,60,0,off
pen_5bp,12,all,full,,48,14606,0.5633301382993291,439074781851.031,0.22799832872635084,12,0.11819436927633863,5.000000000000001,0,10068,2860,229,off
pen_5bp,12,all,oos_warm,,48,4924,0.5312753858651503,172.5591021924655,0.2098439679650439,11,0.10531908496094532,5.000000000000001,0,3766,988,118,off
pen_5bp,15,15m,full,,15,12610,0.5611419508326725,134246245.44861442,0.286307426311788,8,0.07939043859795354,5.0,0,10619,2318,30,off
pen_5bp,15,15m,oos_warm,,15,4174,0.5344992812649736,27.266333804470626,0.19560922971061867,6,0.04556852846576451,5.000000000000001,0,3860,758,7,off
